actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
15,PT10M48.00S,2022-02-09T03:06:50.3Z,1,REGULAR,3pt,Jump Shot,[],2544,26.987516425755587,17.64705882352942,1610612747,3,2,2022-02-09T03:06:55Z,150000,162.0,201.0,1,left,L. James 25' 3PT  (3 PTS) (T. Ariza 1 AST),"[2544, 2772]",1610612747.0,LAL,,,,James,L. James,,,,,25.82,Made,,,,,,,3.0,T. Ariza,2772.0,1.0,,,,,,,,,
17,PT10M33.00S,2022-02-09T03:07:09.7Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,3,2,2022-02-09T03:10:31Z,170000,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 2772]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,1.0,Ariza,2772.0,,,,,,
18,PT10M33.00S,2022-02-09T03:07:09.7Z,1,REGULAR,steal,,[],2772,,,1610612747,3,2,2022-02-09T03:07:11Z,180000,,,0,,T. Ariza STEAL (1 STL),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M30.00S,2022-02-09T03:07:12.7Z,1,REGULAR,turnover,lost ball,[],2544,,,1610612747,3,2,2022-02-09T03:10:50Z,182500,,,0,,L. James lost ball TURNOVER (1 TO),"[2544, 1626171]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,1.0,Portis,1626171.0,,,,,,
20,PT10M30.00S,2022-02-09T03:07:12.7Z,1,REGULAR,steal,,[],1626171,,,1610612749,3,2,2022-02-09T03:07:14Z,183750,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M26.00S,2022-02-09T03:07:15.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203507,93.08475689881735,50.245098039215684,1610612749,3,4,2022-02-09T03:10:50Z,185000,1.0,13.0,1,right,G. Antetokounmpo cutting DUNK (2 PTS) (B. Portis 1 AST),"[203507, 1626171]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,1.26,Made,,,,,,,2.0,B. Portis,1626171.0,1.0,,,,,,,,,
23,PT10M11.00S,2022-02-09T03:07:27.3Z,1,REGULAR,3pt,Jump Shot,[],2544,29.747043363994734,81.61764705882354,1610612747,6,4,2022-02-09T03:07:32Z,230000,-158.0,227.0,1,left,L. James 27' 3PT  (6 PTS) (A. Davis 1 AST),"[2544, 203076]",1610612747.0,LAL,,,,James,L. James,,,,,27.67,Made,,,,,,,6.0,A. Davis,203076.0,1.0,,,,,,,,,
25,PT10M03.00S,2022-02-09T03:07:38.2Z,1,REGULAR,foul,personal,[],1628370,,,1610612749,6,4,2022-02-09T03:07:49Z,250000,,,0,,M. Monk personal FOUL (1 PF),"[1628370, 1628960]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Allen,1628960.0,
27,PT09M56.00S,2022-02-09T03:08:02.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,91.90210249671485,50.245098039215684,1610612749,6,6,2022-02-09T03:08:06Z,270000,1.0,24.0,1,right,G. Antetokounmpo cutting DUNK (4 PTS) (G. Allen 1 AST),"[203507, 1628960]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,2.36,Made,,,,,,,4.0,G. Allen,1628960.0,1.0,,,,,,,,,
29,PT09M32.00S,2022-02-09T03:08:26.5Z,1,REGULAR,2pt,Jump Shot,[],203076,20.68002628120894,29.166666666666657,1610612747,6,6,2022-02-09T03:15:48Z,290000,104.0,142.0,1,left,MISS A. Davis 17' pullup Shot - blocked,"[203076, 203507]",1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,17.6,Missed,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,,
30,PT09M32.00S,2022-02-09T03:08:26.5Z,1,REGULAR,block,,[],203507,,,1610612747,6,6,2022-02-09T03:08:29Z,300000,,,0,,G. Antetokounmpo BLOCK (2 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M30.00S,2022-02-09T03:08:28.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,6,6,2022-02-09T03:08:30Z,310000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,
32,PT09M29.00S,2022-02-09T03:08:32.2Z,1,REGULAR,foul,personal,['2freethrow'],2544,,,1610612749,6,6,2022-02-09T03:08:40Z,320000,,,0,,L. James shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[2544, 203507]",1610612747.0,LAL,shooting,,,James,L. James,,,,,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Antetokounmpo,203507.0,
34,PT09M29.00S,2022-02-09T03:09:18.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,6,7,2022-02-09T03:09:18Z,340000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (5 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
35,PT09M29.00S,2022-02-09T03:09:44.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,6,8,2022-02-09T03:09:44Z,350000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (6 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
36,PT09M18.00S,2022-02-09T03:09:55.5Z,1,REGULAR,3pt,Jump Shot,[],2772,28.170170827858072,27.205882352941174,1610612747,6,8,2022-02-09T03:10:00Z,360000,114.0,212.0,1,left,MISS T. Ariza 24' 3PT,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,24.1,Missed,,,,,,,,,,,,,,,,,,,
37,PT09M14.00S,2022-02-09T03:09:59.5Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,6,8,2022-02-09T03:10:00Z,370000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
38,PT09M04.00S,2022-02-09T03:10:13.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,89.53679369250986,46.32352941176471,1610612749,6,8,2022-02-09T03:10:18Z,380000,-18.0,46.0,1,right,MISS K. Middleton driving Layup - blocked,"[203114, 201566]",1610612749.0,MIL,driving,,,Middleton,K. Middleton,,,,,4.95,Missed,Westbrook,201566.0,,,,,,,,,,,,,,,,,
39,PT09M04.00S,2022-02-09T03:10:13.5Z,1,REGULAR,block,,[],201566,,,1610612749,6,8,2022-02-09T03:10:17Z,390000,,,0,,R. Westbrook BLOCK (1 BLK),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT09M04.00S,2022-02-09T03:10:13.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,6,8,2022-02-09T03:10:18Z,400000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,
41,PT09M04.00S,2022-02-09T03:10:19.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,6,8,2022-02-09T03:10:19Z,410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M56.00S,2022-02-09T03:10:31.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203114,66.5407358738502,37.254901960784316,1610612749,6,8,2022-02-09T03:10:37Z,420000,-64.0,262.0,1,right,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M54.00S,2022-02-09T03:10:33.1Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,6,8,2022-02-09T03:10:37Z,430000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,
44,PT08M50.00S,2022-02-09T03:10:36.3Z,1,REGULAR,3pt,Jump Shot,[],2544,35.26609724047306,57.1078431372549,1610612747,6,8,2022-02-09T03:10:41Z,440000,-36.0,279.0,1,left,MISS L. James 28' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,28.12,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M47.00S,2022-02-09T03:10:39.5Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,6,8,2022-02-09T03:10:39Z,450000,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,44.0,1.0,0.0,1.0,,,,,,,,,,,,,
46,PT08M45.00S,2022-02-09T03:10:41.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],2772,28.56438896189225,23.039215686274503,1610612747,9,8,2022-02-09T03:10:45Z,460000,135.0,216.0,1,left,T. Ariza 25' 3PT  (3 PTS) (A. Davis 2 AST),"[2772, 203076]",1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,25.46,Made,,,,,,,3.0,A. Davis,203076.0,2.0,,,,,,,,,
48,PT08M26.00S,2022-02-09T03:11:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,93.34756898817345,47.549019607843135,1610612749,9,10,2022-02-09T03:13:10Z,480000,-12.0,10.0,1,right,K. Middleton driving finger roll Layup (4 PTS),[203114],1610612749.0,MIL,driving finger roll,,,Middleton,K. Middleton,,,,,1.59,Made,,,,,,,4.0,,,,,,,,,,,,
49,PT08M14.00S,2022-02-09T03:11:12.2Z,1,REGULAR,3pt,Jump Shot,[],1628370,30.929697766097235,30.882352941176478,1610612747,12,10,2022-02-09T03:11:18Z,490000,96.0,238.0,1,left,M. Monk 25' 3PT  (3 PTS) (L. James 1 AST),"[1628370, 2544]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,25.67,Made,,,,,,,3.0,L. James,2544.0,1.0,,,,,,,,,
51,PT08M06.00S,2022-02-09T03:11:23.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,12,10,2022-02-09T03:11:24Z,510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M00.00S,2022-02-09T03:11:38.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628960,91.24507227332458,52.94117647058824,1610612749,12,12,2022-02-09T03:16:15Z,520000,15.0,30.0,1,right,G. Allen turnaround Hook (2 PTS) (J. Holiday 1 AST),"[1628960, 201950]",1610612749.0,MIL,turnaround,,,Allen,G. Allen,,,,,3.32,Made,,,,,,,2.0,J. Holiday,201950.0,1.0,,,,,,,,,
54,PT07M49.00S,2022-02-09T03:11:50.5Z,1,REGULAR,3pt,Jump Shot,[],1628370,32.11235216819975,58.33333333333333,1610612747,12,12,2022-02-09T03:11:54Z,540000,-42.0,249.0,1,left,MISS M. Monk 25' pullup 3PT,[1628370],1610612747.0,LAL,pullup,,,Monk,M. Monk,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M46.00S,2022-02-09T03:11:53.5Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,12,12,2022-02-09T03:11:54Z,550000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,
56,PT07M42.00S,2022-02-09T03:12:00.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,12,12,2022-02-09T03:12:00Z,560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M37.00S,2022-02-09T03:12:21.0Z,1,REGULAR,foul,personal,[],2772,,,1610612749,12,12,2022-02-09T03:12:27Z,570000,,,0,,T. Ariza personal FOUL (1 PF),"[2772, 203114]",1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Middleton,203114.0,
59,PT07M35.00S,2022-02-09T03:12:34.7Z,1,REGULAR,3pt,Jump Shot,[],203507,68.35783508541394,58.310355392156865,1610612749,12,15,2022-02-09T03:12:40Z,590000,42.0,245.0,1,right,G. Antetokounmpo 24' 3PT  (9 PTS) (K. Middleton 1 AST),"[203507, 203114]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,24.84,Made,,,,,,,9.0,K. Middleton,203114.0,1.0,,,,,,,,,
61,PT07M17.00S,2022-02-09T03:12:52.1Z,1,REGULAR,3pt,Jump Shot,[],201566,25.804862023653087,87.5,1610612747,12,15,2022-02-09T03:12:57Z,610000,-188.0,190.0,1,left,MISS R. Westbrook 26' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M14.00S,2022-02-09T03:12:55.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,12,15,2022-02-09T03:12:57Z,620000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,61.0,3.0,3.0,0.0,,,,,,,,,,,,,
63,PT07M03.00S,2022-02-09T03:13:06.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.34756898817345,50.0,1610612749,12,17,2022-02-09T03:13:10Z,630000,0.0,10.0,1,right,G. Antetokounmpo cutting DUNK (11 PTS) (G. Allen 2 AST),"[203507, 1628960]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,1.0,Made,,,,,,,11.0,G. Allen,1628960.0,2.0,,,,,,,,,
65,PT06M55.00S,2022-02-09T03:13:16.1Z,1,REGULAR,foul,personal,['2freethrow'],203507,,,1610612747,12,17,2022-02-09T03:16:52Z,650000,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (James 2 FT),"[203507, 2544]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,204058.0,1.0,0.0,James,2544.0,
67,PT06M55.00S,2022-02-09T03:13:27.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,12,17,2022-02-09T03:13:27Z,670000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M55.00S,2022-02-09T03:16:32.6Z,1,REGULAR,substitution,out,[],203507,,,1610612747,12,17,2022-02-09T03:16:49Z,680000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M55.00S,2022-02-09T03:16:32.6Z,1,REGULAR,substitution,out,[],1628960,,,1610612747,12,17,2022-02-09T03:16:49Z,690000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M55.00S,2022-02-09T03:16:32.6Z,1,REGULAR,substitution,in,[],1626192,,,1610612747,12,17,2022-02-09T03:16:49Z,700000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M55.00S,2022-02-09T03:16:32.6Z,1,REGULAR,substitution,in,[],202328,,,1610612747,12,17,2022-02-09T03:16:49Z,710000,,,0,,SUB in: G. Monroe,[202328],1610612749.0,MIL,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M55.00S,2022-02-09T03:17:02.9Z,1,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,12,17,2022-02-09T03:17:02Z,720000,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Missed,,,,,,,,,,,,,,,,,,,
73,PT06M55.00S,2022-02-09T03:17:02.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,12,17,2022-02-09T03:17:02Z,730000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,
74,PT06M55.00S,2022-02-09T03:17:16.3Z,1,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,13,17,2022-02-09T03:17:16Z,740000,,,0,,L. James Free Throw 2 of 2 (7 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
75,PT06M42.00S,2022-02-09T03:17:28.7Z,1,REGULAR,3pt,Jump Shot,[],203114,65.88370565045992,38.970588235294116,1610612749,13,20,2022-02-09T03:17:33Z,750000,-55.0,268.0,1,right,K. Middleton 27' 3PT  (7 PTS) (J. Holiday 2 AST),"[203114, 201950]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,27.38,Made,,,,,,,7.0,J. Holiday,201950.0,2.0,,,,,,,,,
77,PT06M26.00S,2022-02-09T03:17:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,20.236530880420503,63.49188112745098,1610612747,13,20,2022-02-09T03:17:50Z,770000,-67.0,138.0,1,left,MISS A. Davis 15' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,15.34,Missed,,,,,,,,,,,,,,,,,,,
78,PT06M24.00S,2022-02-09T03:17:46.9Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,13,20,2022-02-09T03:17:50Z,780000,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,77.0,3.0,3.0,0.0,,,,,,,,,,,,,
79,PT06M22.00S,2022-02-09T03:17:52.7Z,1,REGULAR,foul,personal,[],203076,,,1610612749,13,20,2022-02-09T03:18:00Z,790000,,,0,,A. Davis personal FOUL (1 PF),"[203076, 202328]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Monroe,202328.0,
81,PT06M15.00S,2022-02-09T03:18:15.9Z,1,REGULAR,3pt,Jump Shot,[],203114,66.67214191852825,55.63725490196079,1610612749,13,20,2022-02-09T03:18:21Z,810000,28.0,261.0,1,right,MISS K. Middleton 26' step back 3PT,[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
82,PT06M12.00S,2022-02-09T03:18:18.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,13,20,2022-02-09T03:18:21Z,820000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,
83,PT06M07.00S,2022-02-09T03:18:24.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2772,8.590670170827863,53.92156862745098,1610612747,15,20,2022-02-09T03:18:28Z,830000,-20.0,28.0,1,left,T. Ariza running Layup (5 PTS) (L. James 2 AST),"[2772, 2544]",1610612747.0,LAL,running,,,Ariza,T. Ariza,,,,,3.44,Made,,,,,,,5.0,L. James,2544.0,2.0,,,,,,,,,
85,PT05M52.00S,2022-02-09T03:18:38.6Z,1,REGULAR,2pt,Jump Shot,[],1626171,79.15571616294349,72.79411764705883,1610612749,15,20,2022-02-09T03:19:17Z,850000,114.0,143.0,1,right,MISS B. Portis 18' fadeaway Shot,[1626171],1610612749.0,MIL,fadeaway,,,Portis,B. Portis,,,,,18.32,Missed,,,,,,,,,,,,,,,,,,,
86,PT05M50.00S,2022-02-09T03:18:40.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,15,20,2022-02-09T03:19:17Z,860000,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,85.0,2.0,1.0,1.0,,,,,,,,,,,,,
87,PT05M42.00S,2022-02-09T03:18:49.8Z,1,REGULAR,turnover,lost ball,[],1628370,,,1610612747,15,20,2022-02-09T03:18:55Z,870000,,,0,,M. Monk lost ball TURNOVER (1 TO),"[1628370, 1626192]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,1.0,Connaughton,1626192.0,,,,,,
88,PT05M42.00S,2022-02-09T03:18:49.8Z,1,REGULAR,steal,,[],1626192,,,1610612749,15,20,2022-02-09T03:18:51Z,880000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M38.00S,2022-02-09T03:18:53.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626192,92.95335085413929,51.22549019607843,1610612749,15,22,2022-02-09T03:19:00Z,890000,6.0,14.0,1,right,P. Connaughton running DUNK (2 PTS),[1626192],1610612749.0,MIL,running,,,Connaughton,P. Connaughton,,,,,1.5,Made,,,,,,,2.0,,,,,,,,,,,,
90,PT05M28.00S,2022-02-09T03:19:03.4Z,1,REGULAR,3pt,Jump Shot,[],2544,18.183311432325894,93.13725490196079,1610612747,15,22,2022-02-09T03:19:07Z,900000,-216.0,118.0,1,left,MISS L. James 24' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,24.61,Missed,,,,,,,,,,,,,,,,,,,
91,PT05M26.00S,2022-02-09T03:19:05.4Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,15,22,2022-02-09T03:19:07Z,910000,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,90.0,2.0,2.0,0.0,,,,,,,,,,,,,
92,PT05M22.00S,2022-02-09T03:19:10.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201950,91.11366622864652,50.0,1610612749,15,24,2022-02-09T03:19:18Z,920000,0.0,31.0,1,right,J. Holiday running reverse Layup (2 PTS),[201950],1610612749.0,MIL,running reverse,,,Holiday,J. Holiday,,,,,3.1,Made,,,,,,,2.0,,,,,,,,,,,,
