actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
19,PT10M34.00S,2024-12-07T01:12:36.3Z,1,REGULAR,2pt,Jump Shot,[],1630581,83.78777923784494,80.88235294117648,1610612741,0,1,2024-12-07T01:12:58Z,190000,False,154.0,100.0,1,right,MISS J. Giddey 18' floating Shot,[1630581],1610612741.0,CHI,floating,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right,18.39,Missed,,,,,,,,,,,,,,,,,,
20,PT10M32.00S,2024-12-07T01:12:38.3Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,0,1,2024-12-07T01:12:58Z,200000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M12.00S,2024-12-07T01:12:56.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.521024967148489,48.529411764705884,1610612754,0,3,2024-12-07T01:13:34Z,210000,False,7.0,9.0,1,left,P. Siakam cutting Layup (2 PTS) (M. Turner 1 AST),"[1627783, 1626167]",1610612754.0,IND,cutting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,,,,2.0,M. Turner,1626167.0,1.0,,,,
23,PT09M53.00S,2024-12-07T01:13:17.6Z,1,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,0,3,2024-12-07T01:14:24Z,230000,False,,,0,,Z. LaVine step out-of-bounds TURNOVER (1 TO),[203897],1610612741.0,CHI,step,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,,,,,,,1628485.0,1.0,,,,,,,,,,,,
24,PT09M34.00S,2024-12-07T01:13:49.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626167,5.995400788436268,51.470588235294116,1610612754,0,3,2024-12-07T01:14:30Z,240000,False,-7.0,4.0,1,left,MISS M. Turner driving Layup,[1626167],1610612754.0,IND,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,0.84,Missed,,,,,,,,,,,,,,,,,,
25,PT09M33.00S,2024-12-07T01:13:50.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,3,2024-12-07T01:14:30Z,250000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M26.00S,2024-12-07T01:13:56.1Z,1,REGULAR,3pt,Jump Shot,[],1629632,74.32654402102497,83.08823529411765,1610612741,0,3,2024-12-07T01:15:02Z,260000,False,165.0,189.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,,
27,PT09M23.00S,2024-12-07T01:13:59.1Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612741,0,3,2024-12-07T01:15:32Z,270000,False,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,,,
28,PT09M12.00S,2024-12-07T01:14:08.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203897,63.02562417871223,38.23529411764706,1610612741,3,3,2024-12-07T01:15:48Z,280000,False,-59.0,295.0,1,right,Z. LaVine 30' 3PT  (3 PTS) (C. White 1 AST),"[203897, 1629632]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,30.09,Made,,,,,,,,,,,3.0,C. White,1629632.0,1.0,,,,
30,PT09M00.00S,2024-12-07T01:14:27.0Z,1,REGULAR,foul,personal,[],1630245,,,1610612754,3,3,2024-12-07T01:14:37Z,300000,False,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 1627783]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Right,,,,,,,1628485.0,,1.0,0.0,Siakam,1627783.0,,,,,,,,
32,PT08M53.00S,2024-12-07T01:14:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,13.354139290407357,48.529411764705884,1610612754,3,5,2024-12-07T01:14:49Z,320000,False,7.0,73.0,1,left,T. Haliburton 7' driving floating Jump Shot (2 PTS) (M. Turner 2 AST),"[1630169, 1626167]",1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,7.34,Made,,,,,,,,,,,2.0,M. Turner,1626167.0,2.0,,,,
34,PT08M41.00S,2024-12-07T01:14:55.7Z,1,REGULAR,2pt,Jump Shot,[],203897,72.88107752956637,62.254901960784316,1610612741,5,5,2024-12-07T01:15:02Z,340000,False,61.0,202.0,1,right,Z. LaVine 21' step back Jump Shot (5 PTS) (N. Vučević 1 AST),"[203897, 202696]",1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,21.15,Made,,,,,,,,,,,5.0,N. Vučević,202696.0,1.0,,,,
36,PT08M30.00S,2024-12-07T01:15:10.3Z,1,REGULAR,2pt,Jump Shot,[],1630169,12.220762155059134,73.96599264705883,1610612754,5,5,2024-12-07T01:16:45Z,360000,False,-120.0,62.0,1,left,MISS T. Haliburton 13' driving floating bank Shot,[1630169],1610612754.0,IND,driving floating bank,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Left,13.51,Missed,,,,,,,,,,,,,,,,,,
37,PT08M27.00S,2024-12-07T01:15:13.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,5,5,2024-12-07T01:16:45Z,370000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,
38,PT08M24.00S,2024-12-07T01:15:14.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,69.99014454664915,72.79411764705883,1610612741,5,5,2024-12-07T01:17:12Z,380000,False,114.0,230.0,1,right,MISS Z. LaVine 25' running pullup 3PT,[203897],1610612741.0,CHI,running pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
39,PT08M21.00S,2024-12-07T01:15:17.7Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,5,5,2024-12-07T01:17:12Z,390000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT08M15.00S,2024-12-07T01:15:29.6Z,1,REGULAR,foul,personal,[],1629632,,,1610612754,5,5,2024-12-07T01:15:42Z,400000,False,,,0,,C. White personal FOUL (2 PF),"[1629632, 1627783]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right,,,,,,,2882.0,,2.0,0.0,Siakam,1627783.0,,,,,,,,
42,PT08M06.00S,2024-12-07T01:15:51.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,8.623521681997373,63.970588235294116,1610612754,5,5,2024-12-07T01:17:50Z,420000,False,-70.0,29.0,1,left,MISS P. Siakam 7' turnaround Shot,[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.55,Missed,,,,,,,,,,,,,,,,,,
43,PT08M04.00S,2024-12-07T01:15:53.0Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,5,5,2024-12-07T01:17:50Z,430000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,42.0,2.0,1.0,1.0,,,,,,,,,,,,,,
44,PT07M57.00S,2024-12-07T01:15:58.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,94.1688567674113,52.69607843137255,1610612741,7,5,2024-12-07T01:18:08Z,440000,False,13.0,2.0,1,right,J. Giddey driving Layup (2 PTS),[1630581],1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,,,,,2.0,,,,,,,
45,PT07M47.00S,2024-12-07T01:16:07.9Z,1,REGULAR,3pt,Jump Shot,[],1626167,32.802233902759525,56.61764705882353,1610612754,7,8,2024-12-07T01:16:14Z,450000,False,-33.0,256.0,1,left,M. Turner 25' 3PT step back (3 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,step back,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.79,Made,,,,,,,,,,,3.0,T. Haliburton,1630169.0,1.0,,,,
48,PT07M42.00S,2024-12-07T01:16:16.0Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,7,8,2024-12-07T01:16:26Z,480000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M42.00S,2024-12-07T01:16:16.0Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,7,8,2024-12-07T01:16:26Z,490000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M42.00S,2024-12-07T01:16:16.0Z,1,REGULAR,substitution,in,[],1628366,,,1610612741,7,8,2024-12-07T01:16:26Z,500000,False,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M42.00S,2024-12-07T01:16:16.0Z,1,REGULAR,substitution,in,[],1641824,,,1610612741,7,8,2024-12-07T01:16:26Z,510000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M30.00S,2024-12-07T01:16:49.3Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,7,8,2024-12-07T01:18:57Z,520000,False,,,0,,Z. LaVine bad pass TURNOVER (2 TO),"[203897, 1629614]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,,,,,,,,,Nembhard,1629614.0,,
53,PT07M30.00S,2024-12-07T01:16:49.3Z,1,REGULAR,steal,,[],1629614,,,1610612754,7,8,2024-12-07T01:16:51Z,530000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
54,PT07M21.00S,2024-12-07T01:16:57.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,31.35676741130092,67.15686274509804,1610612754,7,8,2024-12-07T01:19:11Z,540000,False,-86.0,242.0,1,left,MISS M. Turner 25' pullup 3PT,[1626167],1610612754.0,IND,pullup,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,25.7,Missed,,,,,,,,,,,,,,,,,,
55,PT07M17.00S,2024-12-07T01:17:01.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,7,8,2024-12-07T01:19:20Z,550000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,54.0,,,,,,,,,,,,,,,,,
57,PT07M05.00S,2024-12-07T01:17:19.9Z,1,REGULAR,3pt,Jump Shot,[],1641824,92.19776609724047,3.1862745098039214,1610612741,10,8,2024-12-07T01:19:44Z,570000,False,-234.0,21.0,1,right,M. Buzelis 3PT  (3 PTS) (L. Ball 1 AST),"[1641824, 1628366]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,23.5,Made,,,,,,,,,,,3.0,L. Ball,1628366.0,1.0,,,,
59,PT06M55.00S,2024-12-07T01:17:32.6Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,10,8,2024-12-07T01:20:19Z,590000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1628366]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,,,,,Ball,1628366.0,,
60,PT06M55.00S,2024-12-07T01:17:32.6Z,1,REGULAR,steal,,[],1628366,,,1610612741,10,8,2024-12-07T01:17:34Z,600000,False,,,0,,L. Ball STEAL (1 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
61,PT06M50.00S,2024-12-07T01:17:38.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641824,92.72339027595268,47.549019607843135,1610612741,10,8,2024-12-07T01:20:53Z,610000,False,-12.0,16.0,1,right,MISS M. Buzelis running Layup - blocked,"[1641824, 1631097]",1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,Mathurin,1631097.0
62,PT06M50.00S,2024-12-07T01:17:38.8Z,1,REGULAR,block,,[],1631097,,,1610612741,10,8,2024-12-07T01:19:23Z,620000,False,,,0,,B. Mathurin BLOCK (1 BLK),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M48.00S,2024-12-07T01:17:40.8Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,10,8,2024-12-07T01:20:53Z,630000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
64,PT06M40.00S,2024-12-07T01:17:45.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627783,5.995400788436268,48.77450980392157,1610612754,10,10,2024-12-07T01:21:37Z,640000,False,6.0,4.0,1,left,P. Siakam running DUNK (4 PTS) (T. Haliburton 2 AST),"[1627783, 1630169]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.72,Made,,,,,,,,,,,4.0,T. Haliburton,1630169.0,2.0,,,,
66,PT06M23.00S,2024-12-07T01:18:02.1Z,1,REGULAR,2pt,Jump Shot,[],203897,73.80091984231275,50.245098039215684,1610612741,12,10,2024-12-07T01:19:58Z,660000,False,1.0,194.0,1,right,Z. LaVine 19' step back Jump Shot (7 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,19.38,Made,,,,,,,,,,,7.0,,,,,,,
67,PT06M09.00S,2024-12-07T01:18:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,6.783837056504599,45.83333333333333,1610612754,12,12,2024-12-07T01:22:27Z,670000,False,21.0,11.0,1,left,T. Haliburton driving floating bank Jump Shot (4 PTS) (M. Turner 3 AST),"[1630169, 1626167]",1610612754.0,IND,driving floating bank,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,2.37,Made,,,,,,,,,,,4.0,M. Turner,1626167.0,3.0,,,,
70,PT06M02.00S,2024-12-07T01:18:28.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,12,12,2024-12-07T01:18:28Z,700000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M02.00S,2024-12-07T01:21:17.0Z,1,REGULAR,substitution,out,[],1627783,,,1610612741,12,12,2024-12-07T01:21:19Z,710000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M02.00S,2024-12-07T01:21:17.0Z,1,REGULAR,substitution,in,[],1630167,,,1610612741,12,12,2024-12-07T01:21:19Z,720000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M57.00S,2024-12-07T01:21:36.7Z,1,REGULAR,3pt,Jump Shot,[],202696,67.09921156373193,48.529411764705884,1610612741,15,12,2024-12-07T01:21:41Z,730000,False,-7.0,257.0,1,right,N. Vučević 25' 3PT  (3 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,25.69,Made,,,,,,,,,,,3.0,Z. LaVine,203897.0,1.0,,,,
75,PT05M37.00S,2024-12-07T01:21:56.6Z,1,REGULAR,3pt,Jump Shot,[],1631097,26.757555847568987,18.627450980392158,1610612754,15,15,2024-12-07T01:23:45Z,750000,False,157.0,199.0,1,left,B. Mathurin 25' 3PT pullup (4 PTS) (T. Haliburton 3 AST),"[1631097, 1630169]",1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,25.34,Made,,,,,,,,,,,4.0,T. Haliburton,1630169.0,3.0,,,,
77,PT05M23.00S,2024-12-07T01:22:14.2Z,1,REGULAR,3pt,Jump Shot,[],203897,66.44218134034165,48.28431372549019,1610612741,15,15,2024-12-07T01:24:03Z,770000,False,-9.0,263.0,1,right,MISS Z. LaVine 26' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,26.3,Missed,,,,,,,,,,,,,,,,,,
78,PT05M21.00S,2024-12-07T01:22:16.2Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,15,15,2024-12-07T01:24:03Z,780000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,77.0,2.0,2.0,0.0,,,,,,,,,,,,,,
79,PT05M13.00S,2024-12-07T01:22:23.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,6.1268068331143235,47.549019607843135,1610612754,15,15,2024-12-07T01:25:07Z,790000,False,12.0,5.0,1,left,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,,,,,,,,,,
80,PT05M12.00S,2024-12-07T01:22:24.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,15,15,2024-12-07T01:24:36Z,800000,False,,,0,,N. Vučević REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,79.0,3.0,3.0,0.0,,,,,,,,,,,,,,
81,PT05M01.00S,2024-12-07T01:22:34.9Z,1,REGULAR,3pt,Jump Shot,[],1630581,83.5742444152431,6.8397671568627345,1610612741,15,15,2024-12-07T01:25:32Z,810000,False,-216.0,102.0,1,right,MISS J. Giddey 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,23.86,Missed,,,,,,,,,,,,,,,,,,
82,PT04M59.00S,2024-12-07T01:22:36.9Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,15,15,2024-12-07T01:25:32Z,820000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,
83,PT04M44.00S,2024-12-07T01:22:49.8Z,1,REGULAR,2pt,Jump Shot,[],1630169,16.770696452036795,19.852941176470587,1610612754,15,17,2024-12-07T01:22:55Z,830000,False,151.0,105.0,1,left,T. Haliburton 18' step back Jump Shot (6 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right,18.37,Made,,,,,,,,,,,6.0,,,,,,,
84,PT04M27.00S,2024-12-07T01:23:09.5Z,1,REGULAR,2pt,Jump Shot,[],203897,92.32917214191852,77.94117647058823,1610612741,15,17,2024-12-07T01:26:51Z,840000,False,140.0,20.0,1,right,MISS Z. LaVine 14' turnaround fadeaway Shot,[203897],1610612741.0,CHI,turnaround fadeaway,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Right,14.11,Missed,,,,,,,,,,,,,,,,,,
85,PT04M24.00S,2024-12-07T01:23:12.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,15,17,2024-12-07T01:27:05Z,850000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,8-16 Right,,,84.0,,,,,,,,,,,,,,,,,
87,PT04M24.00S,2024-12-07T01:23:16.6Z,1,REGULAR,substitution,out,[],1630581,,,1610612741,15,17,2024-12-07T01:23:32Z,870000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
