actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
52,PT08M00.00S,2025-01-15T01:16:40.7Z,1,REGULAR,3pt,Jump Shot,[],1627749,18.74178712220762,94.36274509803921,1610612740,12,7,2025-01-15T01:16:45Z,500000,False,-222.0,124.0,1,left,MISS D. Murray 25' 3PT,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
53,PT07M58.00S,2025-01-15T01:16:42.7Z,1,REGULAR,rebound,offensive,[],203468,,,1610612740,12,7,2025-01-15T01:16:45Z,510000,False,,,0,,C. McCollum REBOUND (Off:1 Def:0),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,52.0,1.0,0.0,1.0,,,,,,,,
54,PT07M57.00S,2025-01-15T01:16:45.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642274,6.389618922470433,48.77450980392157,1610612740,12,9,2025-01-15T01:17:33Z,520000,False,6.0,8.0,1,left,Y. Missi DUNK (2 PTS) (C. McCollum 2 AST),"[1642274, 203468]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.97,Made,2.0,C. McCollum,203468.0,2.0,,,,,,,,,,,,,,
56,PT07M35.00S,2025-01-15T01:17:06.6Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,12,9,2025-01-15T01:17:10Z,540000,False,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 1627749]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left,,,,,,,,1.0,,,,,Murray,1627749.0,,,,,,
57,PT07M35.00S,2025-01-15T01:17:06.6Z,1,REGULAR,steal,,[],1627749,,,1610612740,12,9,2025-01-15T01:19:48Z,550000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
58,PT07M32.00S,2025-01-15T01:17:11.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629750,6.258212877792378,47.549019607843135,1610612740,12,9,2025-01-15T01:17:20Z,560000,False,12.0,6.0,1,left,MISS J. Green running finger roll Layup,[1629750],1610612740.0,NOP,running finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
59,PT07M31.00S,2025-01-15T01:17:12.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,12,9,2025-01-15T01:17:20Z,570000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,58.0,,,,,,,,,,,
61,PT07M31.00S,2025-01-15T01:17:17.6Z,1,REGULAR,substitution,out,[],1630172,,,1610612740,12,9,2025-01-15T01:17:20Z,590000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M31.00S,2025-01-15T01:17:17.6Z,1,REGULAR,substitution,in,[],1641763,,,1610612740,12,9,2025-01-15T01:17:20Z,600000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M30.00S,2025-01-15T01:17:35.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630530,6.521024967148489,49.01960784313725,1610612740,12,11,2025-01-15T01:17:40Z,610000,False,5.0,9.0,1,left,T. Murphy III cutting Layup (2 PTS) (D. Murray 2 AST),"[1630530, 1627749]",1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.01,Made,2.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,
65,PT07M30.00S,2025-01-15T01:17:37.9Z,1,REGULAR,foul,personal,['1freethrow'],1628366,,,1610612740,12,11,2025-01-15T01:17:44Z,630000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Murphy III 1 FT),"[1628366, 1630530]",1610612741.0,CHI,shooting,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,201246.0,,,,,,,,1.0,0.0,Murphy III,1630530.0,,
67,PT07M30.00S,2025-01-15T01:17:58.8Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1630530,,,1610612740,12,12,2025-01-15T01:17:58Z,650000,False,,,0,,T. Murphy III Free Throw 1 of 1 (3 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
68,PT07M18.00S,2025-01-15T01:18:11.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202696,93.82391590013141,49.44852941176471,1610612741,14,12,2025-01-15T01:18:16Z,660000,False,-3.0,6.0,1,right,N. Vučević driving DUNK (9 PTS) (J. Giddey 4 AST),"[202696, 1630581]",1610612741.0,CHI,driving,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,0.63,Made,9.0,J. Giddey,1630581.0,4.0,,,,,,,,,,,,,,
70,PT07M01.00S,2025-01-15T01:18:28.5Z,1,REGULAR,3pt,Jump Shot,[],1630530,24.78646517739816,12.990196078431374,1610612740,14,12,2025-01-15T01:18:34Z,680000,False,185.0,180.0,1,left,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
71,PT06M58.00S,2025-01-15T01:18:31.5Z,1,REGULAR,rebound,offensive,[],1627749,,,1610612740,14,12,2025-01-15T01:18:34Z,690000,False,,,0,,D. Murray REBOUND (Off:1 Def:1),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,70.0,2.0,1.0,1.0,,,,,,,,
72,PT06M49.00S,2025-01-15T01:18:41.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627749,9.806176084099869,41.42156862745098,1610612740,14,12,2025-01-15T01:20:18Z,700000,False,43.0,40.0,1,left,MISS D. Murray driving floating bank Shot,[1627749],1610612740.0,NOP,driving floating bank,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.85,Missed,,,,,,,,,,,,,,,,,,
73,PT06M47.00S,2025-01-15T01:18:43.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,14,12,2025-01-15T01:20:18Z,710000,False,,,0,,N. Vučević REBOUND (Off:2 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,72.0,4.0,2.0,2.0,,,,,,,,
74,PT06M39.00S,2025-01-15T01:18:50.6Z,1,REGULAR,3pt,Jump Shot,[],1628366,66.3107752956636,31.127450980392158,1610612741,17,12,2025-01-15T01:18:54Z,720000,False,-94.0,264.0,1,right,L. Ball 28' 3PT  (3 PTS) (J. Phillips 1 AST),"[1628366, 1641763]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,28.06,Made,3.0,J. Phillips,1641763.0,1.0,,,,,,,,,,,,,,
76,PT06M23.00S,2025-01-15T01:19:07.0Z,1,REGULAR,3pt,Jump Shot,[],203468,29.25427069645204,71.81372549019608,1610612740,17,12,2025-01-15T01:21:13Z,740000,False,-109.0,222.0,1,left,MISS C. McCollum 24' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,24.78,Missed,,,,,,,,,,,,,,,,,,
77,PT06M20.00S,2025-01-15T01:19:10.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,17,12,2025-01-15T01:19:26Z,750000,False,,,0,,N. Vučević REBOUND (Off:2 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,,,,,,76.0,5.0,3.0,2.0,,,,,,,,
78,PT06M17.00S,2025-01-15T01:19:23.1Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630581,87.91064388961892,53.370098039215684,1610612741,19,12,2025-01-15T01:22:23Z,760000,False,17.0,61.0,1,right,J. Giddey 6' driving floating bank Jump Shot (5 PTS) (Z. LaVine 1 AST),"[1630581, 203897]",1610612741.0,CHI,driving floating bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,6.34,Made,5.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,,
80,PT06M17.00S,2025-01-15T01:19:34.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,19,12,2025-01-15T01:19:34Z,780000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M02.00S,2025-01-15T01:22:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,6.521024967148489,47.549019607843135,1610612740,19,14,2025-01-15T01:22:30Z,790000,False,12.0,9.0,1,left,J. Green cutting Layup (2 PTS) (T. Murphy III 1 AST),"[1629750, 1630530]",1610612740.0,NOP,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.51,Made,2.0,T. Murphy III,1630530.0,1.0,,,,,,,,,,,,,,
83,PT05M53.00S,2025-01-15T01:22:35.9Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612741,19,14,2025-01-15T01:22:39Z,810000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1629750]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,Green,1629750.0,,,,,,
84,PT05M53.00S,2025-01-15T01:22:35.9Z,1,REGULAR,steal,,[],1629750,,,1610612740,19,14,2025-01-15T01:22:37Z,820000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
85,PT05M45.00S,2025-01-15T01:22:44.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630530,3.3672798948751645,95.83333333333334,1610612740,19,14,2025-01-15T01:23:17Z,830000,False,-229.0,-21.0,1,left,MISS T. Murphy III running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,23.01,Missed,,,,,,,,,,,,,,,,,,
86,PT05M43.00S,2025-01-15T01:22:46.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,19,14,2025-01-15T01:22:49Z,840000,False,,,0,,N. Vučević REBOUND (Off:2 Def:4),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Left Corner 3,24+ Left,,,,,,,,,85.0,6.0,4.0,2.0,,,,,,,,
87,PT05M36.00S,2025-01-15T01:22:53.7Z,1,REGULAR,3pt,Jump Shot,[],1628366,67.88764783180025,27.450980392156865,1610612741,19,14,2025-01-15T01:23:31Z,850000,False,-113.0,249.0,1,right,MISS L. Ball 27' pullup 3PT,[1628366],1610612741.0,CHI,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,27.37,Missed,,,,,,,,,,,,,,,,,,
88,PT05M34.00S,2025-01-15T01:22:55.7Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,19,14,2025-01-15T01:23:01Z,860000,False,,,0,,Y. Missi REBOUND (Off:0 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Left Center,,,,,,,,,87.0,2.0,2.0,0.0,,,,,,,,
89,PT05M21.00S,2025-01-15T01:23:08.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,5.206964520367937,50.49019607843137,1610612740,19,16,2025-01-15T01:23:13Z,870000,False,-2.0,-4.0,1,left,T. Murphy III driving DUNK (5 PTS) (D. Murray 3 AST),"[1630530, 1627749]",1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,0.44,Made,5.0,D. Murray,1627749.0,3.0,,,,,,,,,,,,,,
