actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
23,PT10M23.00S,2025-02-05T01:14:42.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,91.19579500657031,54.26623774509804,1610612748,2,8,2025-02-05T01:16:26Z,230000,False,21.0,30.0,1,right,K. Ware alley-oop DUNK (2 PTS) (D. Robinson 1 AST),"[1642276, 1629130]",1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,3.7,Made,2.0,,,D. Robinson,1629130.0,1.0,,,,,,,,,,,,
25,PT10M12.00S,2025-02-05T01:14:54.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,12.483574244415237,48.67110906862745,1610612741,2,8,2025-02-05T01:16:48Z,250000,False,7.0,65.0,1,left,MISS N. Vučević 6' driving Hook,[202696],1610612741.0,CHI,driving,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,6.51,Missed,,,,,,,,,,,,,,,,,,
26,PT10M11.00S,2025-02-05T01:14:55.2Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,2,8,2025-02-05T01:16:48Z,260000,False,,,0,,K. Ware REBOUND (Off:0 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,
27,PT09M52.00S,2025-02-05T01:15:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,90.14454664914587,42.01133578431373,1610612748,2,10,2025-02-05T01:17:10Z,270000,False,-40.0,40.0,1,right,D. Robinson driving finger roll Layup (8 PTS),[1629130],1610612748.0,MIA,driving finger roll,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,5.66,Made,8.0,,,,,,,,,,,,,,,,,
28,PT09M51.00S,2025-02-05T01:15:17.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,2,10,2025-02-05T01:15:17Z,280000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M51.00S,2025-02-05T01:18:20.9Z,1,REGULAR,foul,personal,[],1629312,,,1610612741,2,10,2025-02-05T01:18:57Z,290000,False,,,0,,H. Highsmith personal FOUL (1 PF),"[1629312, 1629632]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,202901.0,,,,,,,,,,,1.0,0.0,White,1629632.0,,
31,PT09M36.00S,2025-02-05T01:18:49.6Z,1,REGULAR,3pt,Jump Shot,[],1629632,33.11842969776609,64.22717524509804,1610612741,2,10,2025-02-05T01:19:22Z,310000,False,-71.0,259.0,1,left,MISS C. White 26' step back 3PT,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,Above the Break 3,24+ Center,26.84,Missed,,,,,,,,,,,,,,,,,,
32,PT09M32.00S,2025-02-05T01:18:53.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,2,10,2025-02-05T01:19:30Z,320000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,31.0,,,,,,,,,,,
33,PT09M18.00S,2025-02-05T01:19:10.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,94.48094612352168,43.481924019607845,1610612748,2,12,2025-02-05T01:19:56Z,330000,False,-33.0,-1.0,1,right,K. Ware alley-oop DUNK (4 PTS) (B. Adebayo 2 AST),"[1642276, 1628389]",1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,3.26,Made,4.0,,,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,
35,PT09M03.00S,2025-02-05T01:19:24.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,8.54139290407359,36.986825980392155,1610612741,4,12,2025-02-05T01:20:24Z,350000,False,65.0,28.0,1,left,A. Dosunmu 7' driving floating bank Jump Shot (2 PTS),[1630245],1610612741.0,CHI,driving floating bank,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,7.08,Made,2.0,,,,,,,,,,,,,,,,,
37,PT08M50.00S,2025-02-05T01:19:38.4Z,1,REGULAR,3pt,Jump Shot,[],1629130,97.24047306176084,4.8789828431372655,1610612748,4,12,2025-02-05T01:20:40Z,360000,False,-226.0,-27.0,1,right,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,22.72,Missed,,,,,,,,,,,,,,,,,,
38,PT08M48.00S,2025-02-05T01:19:40.4Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,4,12,2025-02-05T01:20:40Z,370000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,
39,PT08M43.00S,2025-02-05T01:19:45.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630581,7.490144546649148,40.17310049019608,1610612741,6,12,2025-02-05T01:20:59Z,380000,False,49.0,18.0,1,left,J. Giddey running Layup (4 PTS) (A. Dosunmu 1 AST),"[1630581, 1630245]",1610612741.0,CHI,running,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,4.0,,,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,
41,PT08M28.00S,2025-02-05T01:20:06.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,80.946123521682,56.70955882352941,1610612748,6,12,2025-02-05T01:21:50Z,400000,False,34.0,127.0,1,right,MISS B. Adebayo 13' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,13.1,Missed,,,,,,,,,,,,,,,,,,
42,PT08M25.00S,2025-02-05T01:20:09.2Z,1,REGULAR,rebound,offensive,[],1642276,,,1610612748,6,12,2025-02-05T01:21:35Z,410000,False,,,0,,K. Ware REBOUND (Off:1 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,41.0,3.0,2.0,1.0,,,,,,,,
43,PT08M25.00S,2025-02-05T01:20:20.8Z,1,REGULAR,substitution,out,[],1629632,,,1610612748,6,12,2025-02-05T01:20:23Z,420000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M25.00S,2025-02-05T01:20:20.8Z,1,REGULAR,substitution,in,[],1630172,,,1610612748,6,12,2025-02-05T01:20:23Z,430000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M20.00S,2025-02-05T01:20:59.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,62.86136662286465,41.17647058823529,1610612748,6,12,2025-02-05T01:23:01Z,440000,False,-44.0,297.0,1,right,MISS T. Herro 29' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,29.99,Missed,,,,,,,,,,,,,,,,,,
46,PT08M18.00S,2025-02-05T01:21:01.7Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,6,12,2025-02-05T01:23:01Z,450000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,
47,PT08M09.00S,2025-02-05T01:21:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,10.643889618922472,42.72748161764706,1610612741,8,12,2025-02-05T01:23:21Z,460000,False,36.0,48.0,1,left,J. Giddey driving Layup (6 PTS) (P. Williams 1 AST),"[1630581, 1630172]",1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,5.99,Made,6.0,,,P. Williams,1630172.0,1.0,,,,,,,,,,,,
48,PT07M56.00S,2025-02-05T01:21:21.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,90.40735873850197,40.766697303921575,1610612748,8,14,2025-02-05T01:23:39Z,470000,False,-46.0,38.0,1,right,T. Herro driving Layup (2 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,5.96,Made,2.0,,,,,,,,,,,,,,,,,
49,PT07M47.00S,2025-02-05T01:21:32.0Z,1,REGULAR,violation,kicked ball,[],1628389,,,1610612741,8,14,2025-02-05T01:21:37Z,480000,False,,,0,,B. Adebayo kicked ball VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,202901.0,,,,,,,,,,,,,,,,
51,PT07M41.00S,2025-02-05T01:21:52.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,12.089356110381075,46.83670343137255,1610612741,8,14,2025-02-05T01:24:06Z,490000,False,16.0,61.0,1,left,MISS A. Dosunmu 6' driving floating Shot,[1630245],1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
52,PT07M39.00S,2025-02-05T01:21:54.5Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,8,14,2025-02-05T01:24:06Z,500000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,
54,PT07M31.00S,2025-02-05T01:22:01.6Z,1,REGULAR,3pt,Jump Shot,[],1629312,95.3515111695138,4.166666666666666,1610612748,8,14,2025-02-05T01:24:28Z,510000,False,-229.0,-9.0,1,right,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
55,PT07M29.00S,2025-02-05T01:22:03.6Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,8,14,2025-02-05T01:24:28Z,520000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,
56,PT07M21.00S,2025-02-05T01:22:10.5Z,1,REGULAR,turnover,lost ball,[],1630581,,,1610612741,8,14,2025-02-05T01:24:46Z,530000,False,,,0,,J. Giddey lost ball TURNOVER (1 TO),"[1630581, 1629312]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,1.0,,,,,,,,Highsmith,1629312.0,,,,,,
57,PT07M21.00S,2025-02-05T01:22:10.5Z,1,REGULAR,steal,,[],1629312,,,1610612748,8,14,2025-02-05T01:22:12Z,540000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M09.00S,2025-02-05T01:22:23.8Z,1,REGULAR,foul,personal,['2freethrow'],202696,,,1610612748,8,14,2025-02-05T01:25:04Z,550000,False,,,0,,N. Vučević shooting personal FOUL (1 PF) (Adebayo 2 FT),"[202696, 1628389]",1610612741.0,CHI,shooting,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Right,,,,202901.0,,,,,,,,,,,1.0,0.0,Adebayo,1628389.0,,
60,PT07M09.00S,2025-02-05T01:22:52.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628389,,,1610612748,8,15,2025-02-05T01:25:55Z,570000,False,,,0,,B. Adebayo Free Throw 1 of 2 (1 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
90,PT07M09.00S,2025-02-05T01:23:08.9Z,1,REGULAR,substitution,out,[],1628366,,,1610612748,8,15,2025-02-05T01:26:14Z,572500,False,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT07M09.00S,2025-02-05T01:23:08.9Z,1,REGULAR,substitution,in,[],1641824,,,1610612748,8,15,2025-02-05T01:26:14Z,573750,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M09.00S,2025-02-05T01:22:52.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628389,,,1610612748,8,15,2025-02-05T01:25:55Z,575000,False,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
64,PT07M08.00S,2025-02-05T01:22:53.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,8,15,2025-02-05T01:25:55Z,577500,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,
65,PT06M59.00S,2025-02-05T01:23:25.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,19.44809461235218,60.19071691176471,1610612741,8,15,2025-02-05T01:25:44Z,595000,False,-51.0,130.0,1,left,MISS N. Vučević 13' Jump Shot,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,13.99,Missed,,,,,,,,,,,,,,,,,,
66,PT06M57.00S,2025-02-05T01:23:27.0Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,8,15,2025-02-05T01:25:44Z,597500,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,
67,PT06M40.00S,2025-02-05T01:23:43.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,94.61235216819973,43.75,1610612748,8,17,2025-02-05T01:26:43Z,640000,False,-31.0,-2.0,1,right,K. Ware alley-oop DUNK (6 PTS) (T. Herro 1 AST),"[1642276, 1629639]",1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,3.13,Made,6.0,,,T. Herro,1629639.0,1.0,,,,,,,,,,,,
69,PT06M33.00S,2025-02-05T01:23:51.7Z,1,REGULAR,3pt,Jump Shot,[],202696,34.16967805519053,57.494638480392155,1610612741,8,17,2025-02-05T01:27:13Z,660000,False,-37.0,269.0,1,left,MISS N. Vučević 27' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,27.13,Missed,,,,,,,,,,,,,,,,,,
70,PT06M31.00S,2025-02-05T01:23:53.7Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612741,8,17,2025-02-05T01:27:13Z,670000,False,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,,,69.0,3.0,2.0,1.0,,,,,,,,
71,PT06M28.00S,2025-02-05T01:23:55.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,15.686596583442835,4.901960784313729,1610612741,11,17,2025-02-05T01:27:27Z,680000,False,225.0,95.0,1,left,A. Dosunmu 24' 3PT  (5 PTS) (J. Giddey 1 AST),"[1630245, 1630581]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,24.47,Made,5.0,,,J. Giddey,1630581.0,1.0,,,,,,,,,,,,
73,PT06M17.00S,2025-02-05T01:24:06.7Z,1,REGULAR,3pt,Jump Shot,[],1629639,68.27775952693824,32.57506127450981,1610612748,11,17,2025-02-05T01:27:49Z,700000,False,-87.0,246.0,1,right,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,26.07,Missed,,,,,,,,,,,,,,,,,,
74,PT06M14.00S,2025-02-05T01:24:09.7Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,11,17,2025-02-05T01:27:49Z,710000,False,,,0,,P. Williams REBOUND (Off:0 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,
75,PT06M02.00S,2025-02-05T01:24:23.2Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612741,11,17,2025-02-05T01:28:02Z,720000,False,,,0,,D. Robinson shooting personal FOUL (2 PF) (Giddey 2 FT),"[1629130, 1630581]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Center,,,,1627524.0,,,,,,,,,,,2.0,0.0,Giddey,1630581.0,,
77,PT06M02.00S,2025-02-05T01:24:49.2Z,1,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,11,17,2025-02-05T01:24:49Z,740000,False,,,0,,MISS J. Giddey Free Throw 1 of 2,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
78,PT06M02.00S,2025-02-05T01:24:49.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,11,17,2025-02-05T01:24:49Z,750000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,
79,PT06M02.00S,2025-02-05T01:24:51.5Z,1,REGULAR,substitution,out,[],1642276,,,1610612741,11,17,2025-02-05T01:25:06Z,760000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M02.00S,2025-02-05T01:24:51.5Z,1,REGULAR,substitution,out,[],1629130,,,1610612741,11,17,2025-02-05T01:25:06Z,770000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M02.00S,2025-02-05T01:24:51.5Z,1,REGULAR,substitution,in,[],1626179,,,1610612741,11,17,2025-02-05T01:25:06Z,780000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M02.00S,2025-02-05T01:24:51.5Z,1,REGULAR,substitution,in,[],1631107,,,1610612741,11,17,2025-02-05T01:25:06Z,790000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M02.00S,2025-02-05T01:25:21.2Z,1,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,12,17,2025-02-05T01:25:21Z,800000,False,,,0,,J. Giddey Free Throw 2 of 2 (7 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
84,PT05M48.00S,2025-02-05T01:25:36.7Z,1,REGULAR,3pt,Jump Shot,[],1631107,94.34954007884363,3.4083946078431353,1610612748,12,20,2025-02-05T01:28:46Z,810000,False,-233.0,1.0,1,right,N. Jović 3PT  (3 PTS) (T. Herro 2 AST),"[1631107, 1629639]",1610612748.0,MIA,,,,Jović,N. Jović,,,,,Left Corner 3,24+ Left,23.3,Made,3.0,,,T. Herro,1629639.0,2.0,,,,,,,,,,,,
