actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
31,PT09M13.00S,2024-11-18T00:14:18.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,85.41392904073587,43.73085171568628,1610612741,5,7,2024-11-18T00:14:29Z,310000,False,-31.0,85.0,1,right,N. Vučević 9' Hook (2 PTS) (J. Giddey 2 AST),"[202696, 1630581]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,9.02,Made,,,,,,,2.0,J. Giddey,1630581.0,2.0,,,,,,,,
33,PT08M57.00S,2024-11-18T00:14:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,12.828515111695138,49.01960784313725,1610612745,5,9,2024-11-18T00:14:41Z,330000,False,5.0,68.0,1,left,D. Brooks 6' driving floating Jump Shot (4 PTS),[1628415],1610612745.0,HOU,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,6.83,Made,,,,,,,4.0,,,,,,,,,,,
34,PT08M41.00S,2024-11-18T00:14:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,86.28449408672799,48.77450980392157,1610612741,7,9,2024-11-18T00:14:52Z,340000,False,-6.0,76.0,1,right,C. White 7' driving floating Jump Shot (5 PTS) (N. Vučević 1 AST),"[1629632, 202696]",1610612741.0,CHI,driving floating,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,7.66,Made,,,,,,,5.0,N. Vučević,202696.0,1.0,,,,,,,,
36,PT08M28.00S,2024-11-18T00:15:02.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,6.915243101182654,48.77450980392157,1610612745,7,11,2024-11-18T00:15:07Z,360000,False,6.0,13.0,1,left,A. Sengun driving DUNK (4 PTS) (F. VanVleet 2 AST),"[1630578, 1627832]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,4.0,F. VanVleet,1627832.0,2.0,,,,,,,,
38,PT08M21.00S,2024-11-18T00:15:09.6Z,1,REGULAR,3pt,Jump Shot,[],202696,66.96780551905388,32.59803921568628,1610612741,10,11,2024-11-18T00:15:14Z,380000,False,-87.0,258.0,1,right,N. Vučević 27' 3PT  (5 PTS) (P. Williams 1 AST),"[202696, 1630172]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,27.23,Made,,,,,,,5.0,P. Williams,1630172.0,1.0,,,,,,,,
40,PT08M01.00S,2024-11-18T00:15:29.6Z,1,REGULAR,3pt,Jump Shot,[],1627832,29.122864651773984,20.833333333333336,1610612745,10,11,2024-11-18T00:15:40Z,400000,False,146.0,221.0,1,left,MISS F. VanVleet 26' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,26.5,Missed,,,,,,,,,,,,,,,,,,
41,PT08M01.00S,2024-11-18T00:15:29.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,10,11,2024-11-18T00:15:40Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,40.0,,,,,,,,,,,,,,,,,
43,PT07M59.00S,2024-11-18T00:15:38.8Z,1,REGULAR,substitution,out,[],1630581,,,1610612745,10,11,2024-11-18T00:15:42Z,430000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M59.00S,2024-11-18T00:15:38.8Z,1,REGULAR,substitution,in,[],1630245,,,1610612745,10,11,2024-11-18T00:15:42Z,440000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M50.00S,2024-11-18T00:16:01.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628415,6.521024967148489,50.98039215686274,1610612745,10,13,2024-11-18T00:16:06Z,450000,False,-5.0,9.0,1,left,D. Brooks cutting DUNK (6 PTS) (A. Sengun 1 AST),"[1628415, 1630578]",1610612745.0,HOU,cutting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,6.0,A. Sengun,1630578.0,1.0,,,,,,,,
47,PT07M39.00S,2024-11-18T00:16:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,95.22010512483574,53.92156862745098,1610612741,10,13,2024-11-18T00:16:17Z,470000,False,20.0,-8.0,1,right,MISS P. Williams driving Layup - blocked,"[1630172, 1630578]",1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,Sengun,1630578.0,,
48,PT07M39.00S,2024-11-18T00:16:13.2Z,1,REGULAR,block,,[],1630578,,,1610612741,10,13,2024-11-18T00:16:15Z,480000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M36.00S,2024-11-18T00:16:16.2Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,10,13,2024-11-18T00:16:17Z,490000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT07M33.00S,2024-11-18T00:16:17.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,17.821944809461236,6.372549019607843,1610612745,10,13,2024-11-18T00:19:29Z,500000,False,218.0,115.0,1,left,MISS D. Brooks 24' running 3PT,[1628415],1610612745.0,HOU,running,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,24.66,Missed,,,,,,,,,,,,,,,,,,
51,PT07M28.00S,2024-11-18T00:16:23.7Z,1,REGULAR,rebound,offensive,[],1627832,,,1610612745,10,13,2024-11-18T00:16:23Z,510000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,50.0,2.0,1.0,1.0,,,,,,,,,,,,,,
52,PT07M28.00S,2024-11-18T00:16:23.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627832,5.590000152587891,50.0,1610612745,10,13,2024-11-18T00:16:23Z,520000,False,0.0,0.0,1,left,MISS F. VanVleet putback Layup,[1627832],1610612745.0,HOU,putback,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
53,PT07M27.00S,2024-11-18T00:16:24.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,13,2024-11-18T00:16:24Z,530000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT07M21.00S,2024-11-18T00:16:30.2Z,1,REGULAR,3pt,Jump Shot,[],1630245,71.04139290407359,24.019607843137255,1610612741,10,13,2024-11-18T00:20:23Z,540000,False,-130.0,220.0,1,right,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
55,PT07M17.00S,2024-11-18T00:16:34.2Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,10,13,2024-11-18T00:16:40Z,550000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT07M12.00S,2024-11-18T00:16:39.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630224,7.30946123521682,50.0,1610612745,10,13,2024-11-18T00:21:19Z,560000,False,0.0,16.0,1,left,MISS J. Green running Layup,[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,,,,,,
57,PT07M12.00S,2024-11-18T00:16:39.1Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,10,13,2024-11-18T00:16:48Z,570000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT07M12.00S,2024-11-18T00:16:51.2Z,1,REGULAR,foul,technical,['1freethrow'],1630172,,,1610612741,10,13,2024-11-18T00:17:06Z,580000,False,,,0,,P. Williams technical FOUL (1 Tech),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,203592.0,,,,,,0.0,1.0,,,,,,
59,PT07M12.00S,2024-11-18T00:17:07.7Z,1,REGULAR,freethrow,1 of 1,[],1628415,,,1610612741,10,13,2024-11-18T00:17:07Z,590000,False,,,0,,MISS D. Brooks technical Free Throw 1 of 1,[1628415],1610612745.0,HOU,technical,,,Brooks,D. Brooks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
60,PT07M12.00S,2024-11-18T00:17:07.7Z,1,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612741,10,13,2024-11-18T00:17:07Z,600000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,
61,PT07M03.00S,2024-11-18T00:17:30.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,94.82588699080158,49.01960784313725,1610612741,12,13,2024-11-18T00:17:37Z,610000,False,-5.0,-4.0,1,right,Z. LaVine cutting DUNK (2 PTS) (A. Dosunmu 1 AST),"[203897, 1630245]",1610612741.0,CHI,cutting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,2.0,A. Dosunmu,1630245.0,1.0,,,,,,,,
63,PT06M42.00S,2024-11-18T00:17:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.258212877792378,49.50980392156863,1610612745,12,13,2024-11-18T00:17:57Z,630000,False,2.0,6.0,1,left,MISS A. Sengun cutting Layup,[1630578],1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,0.68,Missed,,,,,,,,,,,,,,,,,,
64,PT06M40.00S,2024-11-18T00:17:53.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,12,13,2024-11-18T00:17:57Z,640000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT06M38.00S,2024-11-18T00:17:58.3Z,1,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612741,12,13,2024-11-18T00:21:06Z,650000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (LaVine 2 FT),"[1631095, 203897]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1628485.0,,,,,,1.0,0.0,LaVine,203897.0,,,,
67,PT06M38.00S,2024-11-18T00:18:09.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,12,13,2024-11-18T00:18:09Z,670000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M38.00S,2024-11-18T00:21:19.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203897,,,1610612741,13,13,2024-11-18T00:21:19Z,680000,False,,,0,,Z. LaVine Free Throw 1 of 2 (3 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
69,PT06M38.00S,2024-11-18T00:21:32.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203897,,,1610612741,14,13,2024-11-18T00:21:32Z,690000,False,,,0,,Z. LaVine Free Throw 2 of 2 (4 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
70,PT06M20.00S,2024-11-18T00:21:53.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,15.456636005256241,50.0,1610612745,14,13,2024-11-18T00:22:00Z,700000,False,0.0,93.0,1,left,MISS A. Sengun 9' floating Shot,[1630578],1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,9.28,Missed,,,,,,,,,,,,,,,,,,
71,PT06M18.00S,2024-11-18T00:21:55.5Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,14,13,2024-11-18T00:22:00Z,710000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Center,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,,,
72,PT06M12.00S,2024-11-18T00:22:01.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,90.3580814717477,46.32352941176471,1610612741,16,13,2024-11-18T00:26:20Z,720000,False,-18.0,38.0,1,right,N. Vučević floating Jump Shot (7 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,floating,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,4.23,Made,,,,,,,7.0,Z. LaVine,203897.0,1.0,,,,,,,,
74,PT05M56.00S,2024-11-18T00:22:17.0Z,1,REGULAR,3pt,Jump Shot,[],1627832,31.225361366622867,70.58823529411765,1610612745,16,16,2024-11-18T00:22:22Z,740000,False,-103.0,241.0,1,left,F. VanVleet 26' 3PT  (3 PTS) (A. Sengun 2 AST),"[1627832, 1630578]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,26.2,Made,,,,,,,3.0,A. Sengun,1630578.0,2.0,,,,,,,,
76,PT05M37.00S,2024-11-18T00:22:35.5Z,1,REGULAR,3pt,Jump Shot,[],1630172,97.05978975032852,95.58823529411765,1610612741,16,16,2024-11-18T00:22:40Z,760000,False,228.0,-25.0,1,right,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
77,PT05M35.00S,2024-11-18T00:22:37.5Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,16,16,2024-11-18T00:22:40Z,770000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,76.0,2.0,2.0,0.0,,,,,,,,,,,,,,
78,PT05M32.00S,2024-11-18T00:22:43.6Z,1,REGULAR,foul,personal,['2freethrow'],203897,,,1610612745,16,16,2024-11-18T00:22:58Z,780000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Green 2 FT),"[203897, 1630224]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,1628485.0,,,,,,1.0,0.0,Green,1630224.0,,,,
80,PT05M32.00S,2024-11-18T00:23:07.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630224,,,1610612745,16,17,2024-11-18T00:23:07Z,800000,False,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
81,PT05M32.00S,2024-11-18T00:23:07.7Z,1,REGULAR,substitution,out,[],1629632,,,1610612745,16,17,2024-11-18T00:23:20Z,810000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M32.00S,2024-11-18T00:23:07.7Z,1,REGULAR,substitution,out,[],1630172,,,1610612745,16,17,2024-11-18T00:23:20Z,820000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M32.00S,2024-11-18T00:23:07.7Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,16,17,2024-11-18T00:23:20Z,830000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M32.00S,2024-11-18T00:23:07.7Z,1,REGULAR,substitution,in,[],1630581,,,1610612745,16,17,2024-11-18T00:23:20Z,840000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M32.00S,2024-11-18T00:23:07.7Z,1,REGULAR,substitution,in,[],1641824,,,1610612745,16,17,2024-11-18T00:23:20Z,850000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M32.00S,2024-11-18T00:23:07.7Z,1,REGULAR,substitution,in,[],1641708,,,1610612745,16,17,2024-11-18T00:23:20Z,860000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
