actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
169,PT12M00.00S,2025-02-12T01:38:18.3Z,2,REGULAR,substitution,in,['startperiod'],1641842,,,1610612741,18,34,2025-02-12T01:38:45Z,1690000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-02-12T01:38:43.3Z,2,REGULAR,period,start,[],0,,,1610612741,18,34,2025-02-12T01:38:45Z,1700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M47.00S,2025-02-12T01:38:55.0Z,2,REGULAR,3pt,Jump Shot,[],1641763,8.492115637319317,5.147058823529411,1610612741,18,34,2025-02-12T01:39:01Z,1710000,False,224.0,27.0,1,left,MISS J. Phillips 3PT,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Right Corner 3,24+ Right,,22.6,Missed,,,,,,,,,,,,,,,,,
172,PT11M44.00S,2025-02-12T01:38:58.0Z,2,REGULAR,rebound,defensive,[],203471,,,1610612765,18,34,2025-02-12T01:38:58Z,1720000,False,,,0,,D. Schröder REBOUND (Off:0 Def:2),[203471],1610612765.0,DET,,,,Schröder,D. Schröder,,,,,Right Corner 3,24+ Right,,,,171.0,2.0,2.0,0.0,,,,,,,,,,,,,
173,PT11M29.00S,2025-02-12T01:39:13.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631323,94.82588699080158,52.20588235294118,1610612765,18,36,2025-02-12T01:39:17Z,1730000,False,11.0,-4.0,1,right,S. Fontecchio driving Layup (2 PTS) (D. Schröder 2 AST),"[1631323, 203471]",1610612765.0,DET,driving,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,1.17,Made,,,,,2.0,D. Schröder,203471.0,2.0,,,,,,,,,
175,PT11M24.00S,2025-02-12T01:39:20.3Z,2,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612741,18,36,2025-02-12T01:39:50Z,1750000,False,,,0,,I. Stewart shooting personal FOUL (1 PF) (White 2 FT),"[1630191, 1629632]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201638.0,1.0,0.0,White,1629632.0
177,PT11M24.00S,2025-02-12T01:39:51.0Z,2,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,19,36,2025-02-12T01:39:51Z,1770000,False,,,0,,C. White Free Throw 1 of 2 (3 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
178,PT11M24.00S,2025-02-12T01:39:51.0Z,2,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,19,36,2025-02-12T01:40:06Z,1780000,False,,,0,,MISS C. White Free Throw 2 of 2,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
179,PT11M21.00S,2025-02-12T01:39:54.0Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,19,36,2025-02-12T01:40:06Z,1790000,False,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,178.0,2.0,2.0,0.0,,,,,,,,,,,,,
180,PT11M00.00S,2025-02-12T01:40:26.6Z,2,REGULAR,3pt,Jump Shot,[],1641842,65.1281208935611,44.85294117647059,1610612765,19,36,2025-02-12T01:40:30Z,1800000,False,-26.0,275.0,1,right,MISS R. Holland II 27' 3PT,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Center,,27.65,Missed,,,,,,,,,,,,,,,,,
181,PT10M56.00S,2025-02-12T01:40:30.6Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612741,19,36,2025-02-12T01:40:30Z,1810000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,180.0,1.0,1.0,0.0,,,,,,,,,,,,,
182,PT10M48.00S,2025-02-12T01:40:37.2Z,2,REGULAR,3pt,Jump Shot,[],1629632,30.56833114323259,70.83333333333334,1610612741,19,36,2025-02-12T01:40:41Z,1820000,False,-104.0,235.0,1,left,MISS C. White 25' pullup 3PT,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,25.69,Missed,,,,,,,,,,,,,,,,,
183,PT10M46.00S,2025-02-12T01:40:39.2Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,19,36,2025-02-12T01:40:41Z,1830000,False,,,0,,I. Stewart REBOUND (Off:0 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,182.0,3.0,3.0,0.0,,,,,,,,,,,,,
184,PT10M38.00S,2025-02-12T01:40:48.2Z,2,REGULAR,3pt,Jump Shot,[],1630191,67.49342969776609,51.470588235294116,1610612765,19,39,2025-02-12T01:40:52Z,1840000,False,7.0,253.0,1,right,I. Stewart 25' 3PT  (5 PTS) (R. Holland II 1 AST),"[1630191, 1641842]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,25.32,Made,,,,,5.0,R. Holland II,1641842.0,1.0,,,,,,,,,
186,PT10M28.00S,2025-02-12T01:40:57.7Z,2,REGULAR,3pt,Jump Shot,[],1641763,7.5722733245729295,3.1862745098039214,1610612741,19,39,2025-02-12T01:41:04Z,1860000,False,234.0,19.0,1,left,MISS J. Phillips 3PT,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Right Corner 3,24+ Right,,23.48,Missed,,,,,,,,,,,,,,,,,
187,PT10M25.00S,2025-02-12T01:41:00.7Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612765,19,39,2025-02-12T01:41:04Z,1870000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Right Corner 3,24+ Right,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,,,
188,PT10M18.00S,2025-02-12T01:41:07.8Z,2,REGULAR,3pt,Jump Shot,[],1627736,96.92838370565046,98.77450980392157,1610612765,19,42,2025-02-12T01:41:12Z,1880000,False,244.0,-24.0,1,right,M. Beasley 24' 3PT  (12 PTS) (I. Stewart 2 AST),"[1627736, 1630191]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,,24.5,Made,,,,,12.0,I. Stewart,1630191.0,2.0,,,,,,,,,
190,PT10M03.00S,2025-02-12T01:41:23.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,7.5722733245729295,46.81372549019608,1610612741,19,42,2025-02-12T01:43:16Z,1900000,False,16.0,19.0,1,left,MISS C. White driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,White,C. White,,,,,Restricted Area,0-8 Center,,2.45,Missed,,,,,,,,,,,,,,,,,
191,PT10M01.00S,2025-02-12T01:41:25.6Z,2,REGULAR,rebound,offensive,[],1628989,,,1610612741,19,42,2025-02-12T01:43:16Z,1910000,False,,,0,,K. Huerter REBOUND (Off:1 Def:1),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,190.0,2.0,1.0,1.0,,,,,,,,,,,,,
192,PT09M58.00S,2025-02-12T01:41:27.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628989,14.668199737187912,44.85294117647059,1610612741,19,42,2025-02-12T01:41:31Z,1920000,False,26.0,85.0,1,left,MISS K. Huerter 8' driving floating Shot,[1628989],1610612741.0,CHI,driving floating,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,8.92,Missed,,,,,,,,,,,,,,,,,
193,PT09M57.00S,2025-02-12T01:41:28.6Z,2,REGULAR,rebound,offensive,[],1628989,,,1610612741,19,42,2025-02-12T01:41:54Z,1930000,False,,,0,,K. Huerter REBOUND (Off:2 Def:1),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,,,192.0,3.0,1.0,2.0,,,,,,,,,,,,,
194,PT09M57.00S,2025-02-12T01:41:31.4Z,2,REGULAR,turnover,out-of-bounds,[],1628989,,,1610612741,19,42,2025-02-12T01:41:49Z,1940000,False,,,0,,K. Huerter bad pass out-of-bounds TURNOVER (2 TO),[1628989],1610612741.0,CHI,bad pass,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,,,,,,,2714.0,,,,
195,PT09M57.00S,2025-02-12T01:41:36.1Z,2,REGULAR,substitution,out,[],1629632,,,1610612765,19,42,2025-02-12T01:41:39Z,1950000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M57.00S,2025-02-12T01:41:36.1Z,2,REGULAR,substitution,in,[],1630581,,,1610612765,19,42,2025-02-12T01:41:39Z,1960000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M41.00S,2025-02-12T01:42:02.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627736,93.64323258869908,73.0392156862745,1610612765,19,42,2025-02-12T01:42:06Z,1970000,False,115.0,7.0,1,right,MISS M. Beasley 11' driving floating Shot,[1627736],1610612765.0,DET,driving floating,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Right,,11.54,Missed,,,,,,,,,,,,,,,,,
198,PT09M39.00S,2025-02-12T01:42:04.5Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612741,19,42,2025-02-12T01:42:06Z,1980000,False,,,0,,K. Huerter REBOUND (Off:2 Def:2),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Right,,,,197.0,4.0,2.0,2.0,,,,,,,,,,,,,
199,PT09M35.00S,2025-02-12T01:42:08.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630581,29.38567674113009,23.52941176470588,1610612741,19,42,2025-02-12T01:44:40Z,1990000,False,132.0,224.0,1,left,MISS J. Giddey 25' running pullup 3PT,[1630581],1610612741.0,CHI,running pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,25.99,Missed,,,,,,,,,,,,,,,,,
200,PT09M32.00S,2025-02-12T01:42:11.7Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,19,42,2025-02-12T01:42:16Z,2000000,False,,,0,,R. Holland II REBOUND (Off:0 Def:1),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,,,,199.0,1.0,1.0,0.0,,,,,,,,,,,,,
201,PT09M19.00S,2025-02-12T01:42:24.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641842,84.05059132720105,58.08823529411765,1610612765,19,42,2025-02-12T01:45:00Z,2010000,False,40.0,97.0,1,right,MISS R. Holland II 10' driving floating bank Shot,[1641842],1610612765.0,DET,driving floating bank,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),8-16 Center,,10.54,Missed,,,,,,,,,,,,,,,,,
202,PT09M16.00S,2025-02-12T01:42:27.4Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612741,19,42,2025-02-12T01:42:30Z,2020000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,201.0,2.0,2.0,0.0,,,,,,,,,,,,,
203,PT09M15.00S,2025-02-12T01:42:29.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,5.206964520367937,48.77450980392157,1610612741,21,42,2025-02-12T01:42:36Z,2030000,False,6.0,-4.0,1,left,A. Dosunmu running Layup (4 PTS) (J. Giddey 1 AST),"[1630245, 1630581]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,0.71,Made,,,,,4.0,J. Giddey,1630581.0,1.0,,,,,,,,,
204,PT09M15.00S,2025-02-12T01:42:33.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,21,42,2025-02-12T01:42:33Z,2040000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M15.00S,2025-02-12T01:45:04.0Z,2,REGULAR,substitution,out,[],1641763,,,1610612765,21,42,2025-02-12T01:45:16Z,2060000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M15.00S,2025-02-12T01:45:04.0Z,2,REGULAR,substitution,in,[],1630200,,,1610612765,21,42,2025-02-12T01:45:16Z,2070000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M57.00S,2025-02-12T01:45:48.3Z,2,REGULAR,2pt,Jump Shot,[],203471,77.34888304862024,69.36274509803921,1610612765,21,42,2025-02-12T01:45:53Z,2080000,False,97.0,160.0,1,right,MISS D. Schröder 18' pullup Shot,[203471],1610612765.0,DET,pullup,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Right Center,,18.73,Missed,,,,,,,,,,,,,,,,,
210,PT08M55.00S,2025-02-12T01:45:50.3Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612741,21,42,2025-02-12T01:45:53Z,2090000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right Center,,,,209.0,1.0,1.0,0.0,,,,,,,,,,,,,
211,PT08M47.00S,2025-02-12T01:45:58.6Z,2,REGULAR,3pt,Jump Shot,[],1628380,31.225361366622867,67.64705882352942,1610612741,21,42,2025-02-12T01:46:03Z,2100000,False,-88.0,241.0,1,left,MISS Z. Collins 25' 3PT,[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,,25.66,Missed,,,,,,,,,,,,,,,,,
212,PT08M44.00S,2025-02-12T01:46:01.6Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612765,21,42,2025-02-12T01:46:03Z,2110000,False,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,211.0,2.0,2.0,0.0,,,,,,,,,,,,,
213,PT08M32.00S,2025-02-12T01:46:13.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,88.12417871222075,50.245098039215684,1610612765,21,44,2025-02-12T01:46:35Z,2120000,False,1.0,59.0,1,right,I. Stewart turnaround Hook (7 PTS),[1630191],1610612765.0,DET,turnaround,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,5.91,Made,,,,,7.0,,,,,,,,,,,,
214,PT08M25.00S,2025-02-12T01:46:23.6Z,2,REGULAR,foul,personal,['2freethrow'],1627736,,,1610612741,21,44,2025-02-12T01:46:32Z,2130000,False,,,0,,M. Beasley shooting personal FOUL (3 PF) (Dosunmu 2 FT),"[1627736, 1630245]",1610612765.0,DET,shooting,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,3.0,0.0,Dosunmu,1630245.0
216,PT08M25.00S,2025-02-12T01:46:45.4Z,2,REGULAR,freethrow,1 of 2,[],1630245,,,1610612741,22,44,2025-02-12T01:46:45Z,2150000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (5 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
217,PT08M25.00S,2025-02-12T01:46:48.0Z,2,REGULAR,substitution,out,[],1628380,,,1610612741,22,44,2025-02-12T01:47:19Z,2160000,False,,,0,,SUB out: Z. Collins,[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M25.00S,2025-02-12T01:46:48.0Z,2,REGULAR,substitution,out,[],1628989,,,1610612741,22,44,2025-02-12T01:47:19Z,2170000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M25.00S,2025-02-12T01:46:48.0Z,2,REGULAR,substitution,out,[],1627736,,,1610612741,22,44,2025-02-12T01:47:19Z,2180000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M25.00S,2025-02-12T01:46:48.0Z,2,REGULAR,substitution,in,[],202696,,,1610612741,22,44,2025-02-12T01:47:19Z,2190000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M25.00S,2025-02-12T01:46:48.0Z,2,REGULAR,substitution,in,[],1641824,,,1610612741,22,44,2025-02-12T01:47:19Z,2200000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M25.00S,2025-02-12T01:46:48.0Z,2,REGULAR,substitution,in,[],1630595,,,1610612741,22,44,2025-02-12T01:47:19Z,2210000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M25.00S,2025-02-12T01:46:45.4Z,2,REGULAR,freethrow,2 of 2,[],1630245,,,1610612741,22,44,2025-02-12T01:47:26Z,2220000,False,,,0,,MISS A. Dosunmu Free Throw 2 of 2,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
224,PT08M23.00S,2025-02-12T01:46:47.4Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612765,22,44,2025-02-12T01:48:20Z,2230000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:2),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,223.0,2.0,2.0,0.0,,,,,,,,,,,,,
225,PT08M10.00S,2025-02-12T01:47:25.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,91.80354796320631,49.754901960784316,1610612765,22,44,2025-02-12T01:47:54Z,2240000,False,-1.0,25.0,1,right,MISS C. Cunningham pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,2.45,Missed,,,,,,,,,,,,,,,,,
226,PT08M07.00S,2025-02-12T01:47:28.8Z,2,REGULAR,rebound,offensive,[],1631323,,,1610612765,22,44,2025-02-12T01:48:08Z,2250000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:2),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,225.0,3.0,2.0,1.0,,,,,,,,,,,,,
227,PT08M05.00S,2025-02-12T01:47:43.0Z,2,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612765,22,44,2025-02-12T01:47:55Z,2260000,False,,,0,,J. Giddey shooting personal FOUL (1 PF) (Holland II 2 FT),"[1630581, 1641842]",1610612741.0,CHI,shooting,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Holland II,1641842.0
229,PT08M05.00S,2025-02-12T01:47:56.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1641842,,,1610612765,22,45,2025-02-12T01:47:56Z,2280000,False,,,0,,R. Holland II Free Throw 1 of 2 (1 PTS),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
230,PT08M05.00S,2025-02-12T01:48:04.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1641842,,,1610612765,22,46,2025-02-12T01:48:04Z,2290000,False,,,0,,R. Holland II Free Throw 2 of 2 (2 PTS),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
231,PT07M50.00S,2025-02-12T01:48:20.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,17.559132720105126,55.14705882352941,1610612741,22,46,2025-02-12T01:48:25Z,2300000,False,-26.0,113.0,1,left,MISS N. Vučević 11' Jump Shot,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,,11.55,Missed,,,,,,,,,,,,,,,,,
232,PT07M47.00S,2025-02-12T01:48:23.3Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612765,22,46,2025-02-12T01:48:25Z,2310000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:3),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Center,,,,231.0,4.0,3.0,1.0,,,,,,,,,,,,,
234,PT07M42.00S,2025-02-12T01:48:27.9Z,2,REGULAR,foul,personal,['3freethrow'],1641824,,,1610612765,22,46,2025-02-12T01:48:56Z,2330000,False,,,0,,M. Buzelis shooting personal FOUL (2 PF) (Fontecchio 3 FT),"[1641824, 1631323]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Fontecchio,1631323.0
236,PT07M42.00S,2025-02-12T01:48:57.7Z,2,REGULAR,freethrow,1 of 3,['fastbreak'],1631323,,,1610612765,22,47,2025-02-12T01:49:54Z,2350000,False,,,0,,S. Fontecchio Free Throw 1 of 3 (3 PTS),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
237,PT07M42.00S,2025-02-12T01:48:57.7Z,2,REGULAR,freethrow,2 of 3,['fastbreak'],1631323,,,1610612765,22,48,2025-02-12T01:49:54Z,2360000,False,,,0,,S. Fontecchio Free Throw 2 of 3 (4 PTS),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
238,PT07M42.00S,2025-02-12T01:48:57.7Z,2,REGULAR,freethrow,3 of 3,['fastbreak'],1631323,,,1610612765,22,49,2025-02-12T01:49:54Z,2370000,False,,,0,,S. Fontecchio Free Throw 3 of 3 (5 PTS),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
239,PT07M30.00S,2025-02-12T01:49:42.1Z,2,REGULAR,3pt,Jump Shot,[],202696,31.882391590013142,38.23529411764706,1610612741,22,49,2025-02-12T01:49:46Z,2380000,False,59.0,247.0,1,left,MISS N. Vučević 25' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,25.41,Missed,,,,,,,,,,,,,,,,,
240,PT07M26.00S,2025-02-12T01:49:46.1Z,2,REGULAR,rebound,offensive,[],1630200,,,1610612741,22,49,2025-02-12T01:49:46Z,2390000,False,,,0,,T. Jones REBOUND (Off:1 Def:1),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,239.0,2.0,1.0,1.0,,,,,,,,,,,,,
263,PT07M22.00S,2025-02-12T01:49:50.8Z,2,REGULAR,turnover,bad pass,[],202696,,,1610612741,22,49,2025-02-12T01:53:20Z,2395000,False,,,0,,N. Vučević bad pass TURNOVER (1 TO),"[202696, 1641842]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,Holland II,1641842.0,,,,,,,
264,PT07M22.00S,2025-02-12T01:49:50.8Z,2,REGULAR,steal,,[],1641842,,,1610612765,22,49,2025-02-12T01:53:20Z,2397500,False,,,0,,R. Holland II STEAL (1 STL),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
265,PT07M19.00S,2025-02-12T01:49:55.2Z,2,REGULAR,turnover,bad pass,[],1641842,,,1610612765,22,49,2025-02-12T01:53:36Z,2398750,False,,,0,,R. Holland II bad pass TURNOVER (1 TO),"[1641842, 1630245]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,,Dosunmu,1630245.0,,,,,,,
266,PT07M19.00S,2025-02-12T01:49:55.2Z,2,REGULAR,steal,,[],1630245,,,1610612741,22,49,2025-02-12T01:53:36Z,2399375,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
241,PT07M11.00S,2025-02-12T01:49:59.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,6.389618922470433,52.69607843137255,1610612741,22,49,2025-02-12T01:53:36Z,2400000,False,-13.0,8.0,1,left,MISS T. Jones driving Layup,[1630200],1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,1.55,Missed,,,,,,,,,,,,,,,,,
242,PT07M09.00S,2025-02-12T01:50:01.6Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612765,22,49,2025-02-12T01:50:02Z,2410000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:4),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,241.0,5.0,4.0,1.0,,,,,,,,,,,,,
243,PT06M57.00S,2025-02-12T01:50:14.5Z,2,REGULAR,turnover,bad pass,[],1630191,,,1610612765,22,49,2025-02-12T01:50:18Z,2420000,False,,,0,,I. Stewart bad pass TURNOVER (1 TO),"[1630191, 1630245]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,,Dosunmu,1630245.0,,,,,,,
244,PT06M57.00S,2025-02-12T01:50:14.5Z,2,REGULAR,steal,,[],1630245,,,1610612741,22,49,2025-02-12T01:50:16Z,2430000,False,,,0,,A. Dosunmu STEAL (2 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
