actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
640,PT07M20.00S,2024-10-27T02:04:07.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630245,75.24638633377135,16.666666666666664,1610612741,77,98,2024-10-27T02:04:54Z,6260000,False,-167.0,180.0,1,right,MISS A. Dosunmu 24' running 3PT,[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,24.55,Missed,,,,,,,,,,,,,,,,,,
641,PT07M17.00S,2024-10-27T02:04:10.4Z,4,REGULAR,rebound,defensive,[],1631114,,,1610612760,77,98,2024-10-27T02:04:17Z,6270000,False,,,0,,J. Williams REBOUND (Off:2 Def:6),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,640.0,8.0,6.0,2.0,,,,,,,
642,PT07M12.00S,2024-10-27T02:04:15.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642349,6.783837056504599,56.127450980392155,1610612760,77,98,2024-10-27T02:04:49Z,6280000,False,-31.0,11.0,1,left,MISS A. Mitchell running Layup,[1642349],1610612760.0,OKC,running,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,3.26,Missed,,,,,,,,,,,,,,,,,,
643,PT07M12.00S,2024-10-27T02:04:15.8Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,77,98,2024-10-27T02:04:22Z,6290000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:4),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,,642.0,4.0,4.0,0.0,,,,,,,
644,PT07M06.00S,2024-10-27T02:04:22.1Z,4,REGULAR,turnover,bad pass,[],1630581,,,1610612741,77,98,2024-10-27T02:04:26Z,6300000,False,,,0,,J. Giddey bad pass TURNOVER (4 TO),"[1630581, 1627936]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,4.0,Caruso,1627936.0,,,,
645,PT07M06.00S,2024-10-27T02:04:22.1Z,4,REGULAR,steal,,[],1627936,,,1610612760,77,98,2024-10-27T02:04:24Z,6310000,False,,,0,,A. Caruso STEAL (2 STL),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
646,PT07M01.00S,2024-10-27T02:04:29.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641717,5.995400788436268,48.529411764705884,1610612760,77,100,2024-10-27T02:04:38Z,6320000,False,7.0,4.0,1,left,C. Wallace Layup (8 PTS) (A. Mitchell 2 AST),"[1641717, 1642349]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,0.84,Made,8.0,A. Mitchell,1642349.0,2.0,,,,,,,,,,,,,,
648,PT07M01.00S,2024-10-27T02:04:38.2Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630245,,,1610612760,77,100,2024-10-27T02:07:44Z,6340000,False,,,0,,A. Dosunmu shooting personal FOUL (4 PF) (Wallace 1 FT),"[1630245, 1641717]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,4.0,0.0,,,,,,,,Wallace,1641717.0,,
650,PT07M01.00S,2024-10-27T02:04:48.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,77,100,2024-10-27T02:08:27Z,6360000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT07M01.00S,2024-10-27T02:07:04.3Z,4,REGULAR,substitution,out,[],1630581,,,1610612760,77,100,2024-10-27T02:08:27Z,6370000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT07M01.00S,2024-10-27T02:07:04.3Z,4,REGULAR,substitution,out,[],1630172,,,1610612760,77,100,2024-10-27T02:08:27Z,6380000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT07M01.00S,2024-10-27T02:07:04.3Z,4,REGULAR,substitution,out,[],1631096,,,1610612760,77,100,2024-10-27T02:08:27Z,6390000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT07M01.00S,2024-10-27T02:07:04.3Z,4,REGULAR,substitution,out,[],1642349,,,1610612760,77,100,2024-10-27T02:08:27Z,6400000,False,,,0,,SUB out: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT07M01.00S,2024-10-27T02:07:04.3Z,4,REGULAR,substitution,in,[],1628366,,,1610612760,77,100,2024-10-27T02:08:27Z,6410000,False,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT07M01.00S,2024-10-27T02:07:04.3Z,4,REGULAR,substitution,in,[],1629632,,,1610612760,77,100,2024-10-27T02:08:27Z,6420000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT07M01.00S,2024-10-27T02:07:04.3Z,4,REGULAR,substitution,in,[],1630598,,,1610612760,77,100,2024-10-27T02:08:27Z,6430000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT07M01.00S,2024-10-27T02:07:04.3Z,4,REGULAR,substitution,in,[],1631172,,,1610612760,77,100,2024-10-27T02:08:27Z,6440000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT07M01.00S,2024-10-27T02:07:52.2Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1641717,,,1610612760,77,101,2024-10-27T02:07:52Z,6450000,False,,,0,,C. Wallace Free Throw 1 of 1 (9 PTS),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
660,PT06M47.00S,2024-10-27T02:08:05.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202696,94.43166885676742,48.03921568627451,1610612741,79,101,2024-10-27T02:08:11Z,6460000,False,-10.0,0.0,1,right,N. Vučević Layup (18 PTS) (Z. LaVine 3 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,0.98,Made,18.0,Z. LaVine,203897.0,3.0,,,,,,,,,,,,,,
662,PT06M27.00S,2024-10-27T02:08:25.5Z,4,REGULAR,turnover,bad pass,[],1630598,,,1610612760,79,101,2024-10-27T02:08:31Z,6480000,False,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[1630598, 203897]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,1.0,LaVine,203897.0,,,,
663,PT06M27.00S,2024-10-27T02:08:25.5Z,4,REGULAR,steal,,[],203897,,,1610612741,79,101,2024-10-27T02:08:27Z,6490000,False,,,0,,Z. LaVine STEAL (2 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
664,PT06M23.00S,2024-10-27T02:08:29.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,92.32917214191852,50.98039215686274,1610612741,79,101,2024-10-27T02:08:37Z,6500000,False,5.0,20.0,1,right,MISS Z. LaVine running Layup - blocked,"[203897, 1627936]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,Caruso,1627936.0
665,PT06M23.00S,2024-10-27T02:08:29.3Z,4,REGULAR,block,,[],1627936,,,1610612741,79,101,2024-10-27T02:08:32Z,6510000,False,,,0,,A. Caruso BLOCK (2 BLK),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
666,PT06M19.00S,2024-10-27T02:08:33.3Z,4,REGULAR,rebound,defensive,[],1641717,,,1610612760,79,101,2024-10-27T02:08:37Z,6520000,False,,,0,,C. Wallace REBOUND (Off:1 Def:5),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,,,664.0,6.0,5.0,1.0,,,,,,,
668,PT06M10.00S,2024-10-27T02:09:03.0Z,4,REGULAR,3pt,Jump Shot,[],1627936,27.54599211563732,23.52941176470588,1610612760,79,101,2024-10-27T02:09:07Z,6540000,False,132.0,206.0,1,left,MISS A. Caruso 24' 3PT,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,24.52,Missed,,,,,,,,,,,,,,,,,,
669,PT06M08.00S,2024-10-27T02:09:05.0Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,79,101,2024-10-27T02:09:07Z,6550000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:5),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,668.0,5.0,5.0,0.0,,,,,,,
670,PT06M01.00S,2024-10-27T02:09:13.0Z,4,REGULAR,3pt,Jump Shot,[],1628366,70.51576872536137,74.26470588235294,1610612741,82,101,2024-10-27T02:09:16Z,6560000,False,121.0,225.0,1,right,L. Ball 25' 3PT  (3 PTS) (A. Dosunmu 5 AST),"[1628366, 1630245]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,25.54,Made,3.0,A. Dosunmu,1630245.0,5.0,,,,,,,,,,,,,,
672,PT05M44.00S,2024-10-27T02:09:29.2Z,4,REGULAR,2pt,Jump Shot,[],1631114,8.754927726675426,67.15686274509804,1610612760,82,103,2024-10-27T02:09:33Z,6580000,False,-86.0,30.0,1,left,J. Williams 9' pullup Jump Shot (22 PTS),[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,9.08,Made,22.0,,,,,,,,,,,,,,,,,
673,PT05M23.00S,2024-10-27T02:09:49.8Z,4,REGULAR,3pt,Jump Shot,[],1629632,92.19776609724047,4.411764705882353,1610612741,82,103,2024-10-27T02:10:00Z,6590000,False,-228.0,21.0,1,right,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,22.88,Missed,,,,,,,,,,,,,,,,,,
674,PT05M21.00S,2024-10-27T02:09:51.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,82,103,2024-10-27T02:10:00Z,6600000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,673.0,,,,,,,,,,
676,PT05M17.00S,2024-10-27T02:10:11.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203897,97.45400788436268,96.81372549019608,1610612741,85,103,2024-10-27T02:10:16Z,6620000,False,234.0,-29.0,1,right,Z. LaVine 3PT fadeaway (22 PTS) (A. Dosunmu 6 AST),"[203897, 1630245]",1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,23.58,Made,22.0,A. Dosunmu,1630245.0,6.0,,,,,,,,,,,,,,
678,PT05M01.00S,2024-10-27T02:10:26.5Z,4,REGULAR,3pt,Jump Shot,[],1630598,26.49474375821288,81.61764705882352,1610612760,85,103,2024-10-27T02:10:44Z,6640000,False,-158.0,197.0,1,left,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.23,Missed,,,,,,,,,,,,,,,,,,
679,PT04M58.00S,2024-10-27T02:10:29.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612741,85,103,2024-10-27T02:10:44Z,6650000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,678.0,,,,,,,,,,
681,PT04M47.00S,2024-10-27T02:10:47.8Z,4,REGULAR,3pt,Jump Shot,[],203897,72.22404730617609,80.14705882352942,1610612741,85,103,2024-10-27T02:11:32Z,6670000,False,151.0,209.0,1,right,MISS Z. LaVine 25' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,25.73,Missed,,,,,,,,,,,,,,,,,,
682,PT04M44.00S,2024-10-27T02:10:50.8Z,4,REGULAR,rebound,defensive,[],1631114,,,1610612760,85,103,2024-10-27T02:10:54Z,6680000,False,,,0,,J. Williams REBOUND (Off:2 Def:7),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,681.0,9.0,7.0,2.0,,,,,,,
683,PT04M26.00S,2024-10-27T02:11:09.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,7.5722733245729295,38.970588235294116,1610612760,85,105,2024-10-27T02:11:18Z,6690000,False,55.0,19.0,1,left,J. Williams driving bank Jump Shot (24 PTS),[1631114],1610612760.0,OKC,driving bank,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.82,Made,24.0,,,,,,,,,,,,,,,,,
684,PT04M26.00S,2024-10-27T02:11:13.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,85,105,2024-10-27T02:11:13Z,6700000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT04M26.00S,2024-10-27T02:13:56.0Z,4,REGULAR,substitution,out,[],203897,,,1610612741,85,105,2024-10-27T02:14:12Z,6710000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT04M26.00S,2024-10-27T02:13:56.0Z,4,REGULAR,substitution,out,[],202696,,,1610612741,85,105,2024-10-27T02:14:12Z,6720000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT04M26.00S,2024-10-27T02:13:56.0Z,4,REGULAR,substitution,out,[],1630245,,,1610612741,85,105,2024-10-27T02:14:12Z,6730000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT04M26.00S,2024-10-27T02:13:56.0Z,4,REGULAR,substitution,out,[],1628366,,,1610612741,85,105,2024-10-27T02:14:12Z,6740000,False,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
689,PT04M26.00S,2024-10-27T02:13:56.0Z,4,REGULAR,substitution,out,[],1629632,,,1610612741,85,105,2024-10-27T02:14:12Z,6750000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT04M26.00S,2024-10-27T02:13:56.0Z,4,REGULAR,substitution,out,[],1631114,,,1610612741,85,105,2024-10-27T02:14:12Z,6760000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT04M26.00S,2024-10-27T02:13:56.0Z,4,REGULAR,substitution,in,[],1629659,,,1610612741,85,105,2024-10-27T02:14:12Z,6770000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT04M26.00S,2024-10-27T02:13:56.0Z,4,REGULAR,substitution,in,[],1641824,,,1610612741,85,105,2024-10-27T02:14:12Z,6780000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT04M26.00S,2024-10-27T02:13:56.0Z,4,REGULAR,substitution,in,[],1630537,,,1610612741,85,105,2024-10-27T02:14:12Z,6790000,False,,,0,,SUB in: C. Duarte,[1630537],1610612741.0,CHI,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT04M26.00S,2024-10-27T02:13:56.0Z,4,REGULAR,substitution,in,[],1628975,,,1610612741,85,105,2024-10-27T02:14:12Z,6800000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT04M26.00S,2024-10-27T02:13:56.0Z,4,REGULAR,substitution,in,[],1631207,,,1610612741,85,105,2024-10-27T02:14:12Z,6810000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
696,PT04M26.00S,2024-10-27T02:13:56.0Z,4,REGULAR,substitution,in,[],1642349,,,1610612741,85,105,2024-10-27T02:14:12Z,6820000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT04M01.00S,2024-10-27T02:14:32.0Z,4,REGULAR,2pt,Jump Shot,[],1641824,86.67871222076215,28.676470588235293,1610612741,85,105,2024-10-27T02:14:41Z,6830000,False,-107.0,73.0,1,right,MISS M. Buzelis 12' turnaround fadeaway Shot,[1641824],1610612741.0,CHI,turnaround fadeaway,,,Buzelis,M. Buzelis,,,,,Mid-Range,8-16 Left,12.9,Missed,,,,,,,,,,,,,,,,,,
698,PT03M59.00S,2024-10-27T02:14:34.0Z,4,REGULAR,rebound,defensive,[],1631172,,,1610612760,85,105,2024-10-27T02:14:41Z,6840000,False,,,0,,O. Dieng REBOUND (Off:0 Def:5),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Left,,,,,,,,,,697.0,5.0,5.0,0.0,,,,,,,
700,PT03M54.00S,2024-10-27T02:14:48.2Z,4,REGULAR,substitution,out,[],1641717,,,1610612760,85,105,2024-10-27T02:14:51Z,6860000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
701,PT03M54.00S,2024-10-27T02:14:48.2Z,4,REGULAR,substitution,in,[],1641794,,,1610612760,85,105,2024-10-27T02:14:51Z,6870000,False,,,0,,SUB in: D. Jones,[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
703,PT03M45.00S,2024-10-27T02:15:29.3Z,4,REGULAR,turnover,out-of-bounds,[],1641794,,,1610612760,85,105,2024-10-27T02:15:36Z,6890000,False,,,0,,D. Jones lost ball out-of-bounds TURNOVER (1 TO),[1641794],1610612760.0,OKC,lost ball,,,Jones,D. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,1630886.0,,,,,,,1.0,,,,,,
704,PT03M31.00S,2024-10-27T02:15:51.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628975,72.09264126149803,17.892156862745097,1610612741,85,105,2024-10-27T02:15:56Z,6900000,False,-161.0,210.0,1,right,MISS J. Carter 26' pullup 3PT,[1628975],1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,26.42,Missed,,,,,,,,,,,,,,,,,,
705,PT03M29.00S,2024-10-27T02:15:53.5Z,4,REGULAR,rebound,offensive,[],1629659,,,1610612741,85,105,2024-10-27T02:15:53Z,6910000,False,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:0),[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,704.0,1.0,0.0,1.0,,,,,,,
706,PT03M26.00S,2024-10-27T02:15:59.0Z,4,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612741,85,105,2024-10-27T02:16:07Z,6920000,False,,,0,,A. Caruso shooting personal FOUL (3 PF) (Buzelis 2 FT),"[1627936, 1641824]",1610612760.0,OKC,shooting,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1630886.0,3.0,0.0,,,,,,,,Buzelis,1641824.0,,
708,PT03M26.00S,2024-10-27T02:16:29.7Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1641824,,,1610612741,86,105,2024-10-27T02:16:29Z,6940000,False,,,0,,M. Buzelis Free Throw 1 of 2 (1 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
709,PT03M26.00S,2024-10-27T02:16:29.7Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1641824,,,1610612741,86,105,2024-10-27T02:16:51Z,6950000,False,,,0,,MISS M. Buzelis Free Throw 2 of 2,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
710,PT03M23.00S,2024-10-27T02:16:32.7Z,4,REGULAR,rebound,defensive,[],1631172,,,1610612760,86,105,2024-10-27T02:16:51Z,6960000,False,,,0,,O. Dieng REBOUND (Off:0 Def:6),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,709.0,6.0,6.0,0.0,,,,,,,
711,PT03M12.00S,2024-10-27T02:17:03.4Z,4,REGULAR,foul,offensive,[],1630598,,,1610612760,86,105,2024-10-27T02:17:11Z,6970000,False,,,0,,A. Wiggins off-the-ball offensive FOUL (5 PF),"[1630598, 1630537]",1610612760.0,OKC,off-the-ball,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,,201639.0,5.0,0.0,,,,,,,,Duarte,1630537.0,,
713,PT03M12.00S,2024-10-27T02:17:03.4Z,4,REGULAR,turnover,offensive foul,[],1630598,,,1610612760,86,105,2024-10-27T02:17:03Z,6990000,False,,,0,,A. Wiggins offensive foul TURNOVER (2 TO),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,,201639.0,,,,,,,2.0,,,,,,
714,PT03M12.00S,2024-10-27T02:17:09.8Z,4,REGULAR,substitution,out,[],1627936,,,1610612741,86,105,2024-10-27T02:17:16Z,7000000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
715,PT03M12.00S,2024-10-27T02:17:09.8Z,4,REGULAR,substitution,out,[],1630598,,,1610612741,86,105,2024-10-27T02:17:16Z,7010000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
716,PT03M12.00S,2024-10-27T02:17:09.8Z,4,REGULAR,substitution,in,[],1641745,,,1610612741,86,105,2024-10-27T02:17:16Z,7020000,False,,,0,,SUB in: A. Flagler,[1641745],1610612760.0,OKC,,,,Flagler,A. Flagler,,,,,,,,,,,,,,,,,,,,,,,,,,
717,PT03M12.00S,2024-10-27T02:17:09.8Z,4,REGULAR,substitution,in,[],1642505,,,1610612741,86,105,2024-10-27T02:17:16Z,7030000,False,,,0,,SUB in: A. Ducas,[1642505],1610612760.0,OKC,,,,Ducas,A. Ducas,,,,,,,,,,,,,,,,,,,,,,,,,,
718,PT02M58.00S,2024-10-27T02:17:32.6Z,4,REGULAR,turnover,lost ball,[],1629659,,,1610612741,86,105,2024-10-27T02:17:36Z,7040000,False,,,0,,T. Horton-Tucker lost ball TURNOVER (1 TO),"[1629659, 1641745]",1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,Flagler,1641745.0,,,,
719,PT02M58.00S,2024-10-27T02:17:32.6Z,4,REGULAR,steal,,[],1641745,,,1610612760,86,105,2024-10-27T02:19:00Z,7050000,False,,,0,,A. Flagler STEAL (1 STL),[1641745],1610612760.0,OKC,,,,Flagler,A. Flagler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
720,PT02M46.00S,2024-10-27T02:17:45.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641745,25.969119579500656,82.84313725490196,1610612760,86,108,2024-10-27T02:17:50Z,7060000,False,-164.0,192.0,1,left,A. Flagler 25' 3PT  (3 PTS) (A. Mitchell 3 AST),"[1641745, 1642349]",1610612760.0,OKC,,,,Flagler,A. Flagler,,,,,Above the Break 3,24+ Left Center,25.23,Made,3.0,A. Mitchell,1642349.0,3.0,,,,,,,,,,,,,,
722,PT02M33.00S,2024-10-27T02:17:57.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631207,94.56307490144546,50.49019607843137,1610612741,88,108,2024-10-27T02:20:26Z,7080000,False,2.0,-1.0,1,right,D. Terry driving Layup (2 PTS) (C. Duarte 1 AST),"[1631207, 1630537]",1610612741.0,CHI,driving,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,0.29,Made,2.0,C. Duarte,1630537.0,1.0,,,,,,,,,,,,,,
724,PT02M15.00S,2024-10-27T02:18:16.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642349,6.521024967148489,50.73529411764706,1610612760,88,110,2024-10-27T02:18:21Z,7100000,False,-4.0,9.0,1,left,A. Mitchell driving Layup (2 PTS),[1642349],1610612760.0,OKC,driving,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,0.95,Made,2.0,,,,,,,,,,,,,,,,,
725,PT02M06.00S,2024-10-27T02:18:24.6Z,4,REGULAR,3pt,Jump Shot,[],1630537,94.1688567674113,2.696078431372549,1610612741,91,110,2024-10-27T02:18:30Z,7110000,False,-237.0,2.0,1,right,C. Duarte 3PT  (3 PTS) (J. Carter 1 AST),"[1630537, 1628975]",1610612741.0,CHI,,,,Duarte,C. Duarte,,,,,Left Corner 3,24+ Left,23.65,Made,3.0,J. Carter,1628975.0,1.0,,,,,,,,,,,,,,
