actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M47.00S,2025-01-07T01:11:54.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202696,73.14388961892247,17.15686274509804,1610612741,0,2,2025-01-07T01:11:59Z,160000,False,-164.0,200.0,1,right,MISS N. Vučević 25' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,25.87,Missed,,,,,,,,,,,,,,,
17,PT10M44.00S,2025-01-07T01:11:57.9Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,0,2,2025-01-07T01:11:59Z,170000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT10M29.00S,2025-01-07T01:12:13.0Z,1,REGULAR,3pt,Jump Shot,[],1631110,26.231931668856767,17.401960784313726,1610612759,0,5,2025-01-07T01:12:18Z,180000,False,163.0,194.0,1,left,J. Sochan 25' 3PT  (3 PTS) (V. Wembanyama 1 AST),"[1631110, 1641705]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,25.35,Made,,,,,3.0,,,V. Wembanyama,1641705.0,1.0,,,,,
20,PT10M12.00S,2025-01-07T01:12:29.8Z,1,REGULAR,2pt,Jump Shot,[],203897,75.64060446780552,48.77450980392157,1610612741,0,5,2025-01-07T01:13:15Z,200000,False,-6.0,176.0,1,right,MISS Z. LaVine 17' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,,,,17.66,Missed,,,,,,,,,,,,,,,
21,PT10M10.00S,2025-01-07T01:12:31.8Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,0,5,2025-01-07T01:12:35Z,210000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Center,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,
22,PT10M01.00S,2025-01-07T01:12:43.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,12.040078843626807,47.30392156862745,1610612759,0,5,2025-01-07T01:14:30Z,220000,False,13.0,61.0,1,left,MISS V. Wembanyama 6' driving Layup - blocked,"[1641705, 1630172]",1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,6.22,Missed,,,,,,Williams,1630172.0,,,,,,,,
23,PT10M01.00S,2025-01-07T01:12:43.6Z,1,REGULAR,block,,[],1630172,,,1610612759,0,5,2025-01-07T01:25:40Z,230000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M01.00S,2025-01-07T01:12:43.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,0,5,2025-01-07T01:12:47Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,22.0,,,,,,,,,,,,,,
26,PT09M57.00S,2025-01-07T01:12:57.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631110,7.046649145860711,49.26470588235294,1610612759,0,7,2025-01-07T01:14:43Z,260000,False,4.0,14.0,1,left,J. Sochan cutting Layup (5 PTS) (C. Paul 1 AST),"[1631110, 101108]",1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,1.42,Made,,,,,5.0,,,C. Paul,101108.0,1.0,,,,,
28,PT09M42.00S,2025-01-07T01:13:12.1Z,1,REGULAR,3pt,Jump Shot,[],1630581,94.69448094612353,96.56862745098039,1610612741,0,7,2025-01-07T01:13:15Z,280000,False,233.0,-3.0,1,right,MISS J. Giddey 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,,,,23.28,Missed,,,,,,,,,,,,,,,
29,PT09M40.00S,2025-01-07T01:13:14.1Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,0,7,2025-01-07T01:13:15Z,290000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Right Corner 3,24+ Right,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,
30,PT09M35.00S,2025-01-07T01:13:19.3Z,1,REGULAR,3pt,Jump Shot,[],1641705,26.49474375821288,81.37254901960785,1610612759,0,7,2025-01-07T01:15:16Z,300000,False,-157.0,197.0,1,left,MISS V. Wembanyama 25' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,25.15,Missed,,,,,,,,,,,,,,,
31,PT09M32.00S,2025-01-07T01:13:22.3Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,0,7,2025-01-07T01:13:28Z,310000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,
32,PT09M26.00S,2025-01-07T01:13:27.9Z,1,REGULAR,3pt,Jump Shot,[],202696,66.96780551905388,51.225490196078425,1610612741,0,7,2025-01-07T01:13:32Z,320000,False,6.0,258.0,1,right,MISS N. Vučević 25' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,,,25.81,Missed,,,,,,,,,,,,,,,
33,PT09M23.00S,2025-01-07T01:13:30.9Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,0,7,2025-01-07T01:13:32Z,330000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,
34,PT09M13.00S,2025-01-07T01:13:44.1Z,1,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,0,7,2025-01-07T01:13:48Z,340000,False,,,0,,V. Wembanyama bad pass out-of-bounds TURNOVER (2 TO),[1641705],1610612759.0,SAS,bad pass,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,,,,,,,1627964.0,,,,
35,PT09M04.00S,2025-01-07T01:13:59.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202696,75.64060446780552,47.549019607843135,1610612741,0,7,2025-01-07T01:14:10Z,350000,False,-12.0,176.0,1,right,MISS N. Vučević 17' Jump Shot,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,16-24 Center,,,,17.69,Missed,,,,,,,,,,,,,,,
36,PT09M01.00S,2025-01-07T01:14:02.4Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,0,7,2025-01-07T01:14:25Z,360000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Center,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,
37,PT08M48.00S,2025-01-07T01:14:47.4Z,1,REGULAR,jumpball,recovered,[],203897,,,1610612759,0,7,2025-01-07T01:14:47Z,370000,False,,,0,,Jump Ball C. White vs. D. Vassell: Tip to Z. LaVine,"[203897, 1629632, 1630170]",1610612741.0,CHI,heldball,Z. LaVine,203897.0,LaVine,Z. LaVine,White,1629632.0,Vassell,1630170.0,,,,,,,,,,,,,,,,,,,,,,
40,PT08M48.00S,2025-01-07T01:14:47.4Z,1,REGULAR,turnover,lost ball,[],1630170,,,1610612759,0,7,2025-01-07T01:14:47Z,400000,False,,,0,,D. Vassell lost ball TURNOVER (1 TO),"[1630170, 1629632]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,1.0,White,1629632.0,,,,,,,,,,,,,,,,,
41,PT08M48.00S,2025-01-07T01:14:47.4Z,1,REGULAR,steal,,[],1629632,,,1610612741,0,7,2025-01-07T01:14:47Z,410000,False,,,0,,C. White STEAL (2 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M31.00S,2025-01-07T01:15:04.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202696,87.99277266754271,51.9607843137255,1610612741,0,7,2025-01-07T01:15:08Z,420000,False,10.0,60.0,1,right,MISS N. Vučević 6' driving Layup - blocked,"[202696, 1641705]",1610612741.0,CHI,driving,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,6.12,Missed,,,,,,Wembanyama,1641705.0,,,,,,,,
43,PT08M31.00S,2025-01-07T01:15:04.2Z,1,REGULAR,block,,[],1641705,,,1610612741,0,7,2025-01-07T01:15:06Z,430000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M28.00S,2025-01-07T01:15:07.2Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,0,7,2025-01-07T01:15:08Z,440000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,42.0,3.0,3.0,0.0,,,,,,,,,,,
45,PT08M22.00S,2025-01-07T01:15:12.9Z,1,REGULAR,turnover,bad pass,[],1641705,,,1610612759,0,7,2025-01-07T01:15:17Z,450000,False,,,0,,V. Wembanyama bad pass TURNOVER (3 TO),"[1641705, 1629632]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,3.0,White,1629632.0,,,,,,,,,,,,,,,,,
46,PT08M22.00S,2025-01-07T01:15:12.9Z,1,REGULAR,steal,,[],1629632,,,1610612741,0,7,2025-01-07T01:15:15Z,460000,False,,,0,,C. White STEAL (3 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
47,PT08M18.00S,2025-01-07T01:15:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629632,93.51182654402102,49.754901960784316,1610612741,2,7,2025-01-07T01:15:22Z,470000,False,-1.0,8.0,1,right,C. White driving Layup (2 PTS) (Z. LaVine 1 AST),"[1629632, 203897]",1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,0.86,Made,,,,,2.0,,,Z. LaVine,203897.0,1.0,,,,,
49,PT08M18.00S,2025-01-07T01:15:25.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,2,7,2025-01-07T01:15:25Z,490000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M03.00S,2025-01-07T01:18:45.3Z,1,REGULAR,3pt,Jump Shot,[],1630170,6.389618922470433,3.431372549019608,1610612759,2,10,2025-01-07T01:18:51Z,500000,False,233.0,8.0,1,left,D. Vassell 3PT  (5 PTS) (H. Barnes 1 AST),"[1630170, 203084]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,,,,23.29,Made,,,,,5.0,,,H. Barnes,203084.0,1.0,,,,,
52,PT07M50.00S,2025-01-07T01:18:58.1Z,1,REGULAR,3pt,Jump Shot,[],1630172,69.99014454664915,16.666666666666664,1610612741,5,10,2025-01-07T01:19:07Z,520000,False,-167.0,230.0,1,right,P. Williams 28' 3PT  (3 PTS) (Z. LaVine 2 AST),"[1630172, 203897]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,28.37,Made,,,,,3.0,,,Z. LaVine,203897.0,2.0,,,,,
55,PT07M43.00S,2025-01-07T01:19:09.7Z,1,REGULAR,substitution,out,[],1629632,,,1610612759,5,10,2025-01-07T01:19:18Z,550000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M43.00S,2025-01-07T01:19:09.7Z,1,REGULAR,substitution,in,[],1628366,,,1610612759,5,10,2025-01-07T01:19:18Z,560000,False,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M38.00S,2025-01-07T01:19:31.8Z,1,REGULAR,3pt,Jump Shot,[],1630170,28.728646517739815,75.73529411764706,1610612759,5,10,2025-01-07T01:19:37Z,570000,False,-129.0,218.0,1,left,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,25.27,Missed,,,,,,,,,,,,,,,
58,PT07M34.00S,2025-01-07T01:19:35.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,5,10,2025-01-07T01:19:37Z,580000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,
59,PT07M16.00S,2025-01-07T01:19:53.0Z,1,REGULAR,turnover,bad pass,[],1630172,,,1610612741,5,10,2025-01-07T01:19:56Z,590000,False,,,0,,P. Williams bad pass TURNOVER (1 TO),"[1630172, 1630170]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,1.0,Vassell,1630170.0,,,,,,,,,,,,,,,,,
60,PT07M16.00S,2025-01-07T01:19:53.0Z,1,REGULAR,steal,,[],1630170,,,1610612759,5,10,2025-01-07T01:19:54Z,600000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
61,PT07M05.00S,2025-01-07T01:20:03.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630170,27.020367936925098,42.15686274509804,1610612759,5,12,2025-01-07T01:20:08Z,610000,False,39.0,201.0,1,left,D. Vassell 20' pullup Jump Shot (7 PTS) (C. Paul 2 AST),"[1630170, 101108]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,,,,20.53,Made,,,,,7.0,,,C. Paul,101108.0,2.0,,,,,
63,PT06M56.00S,2025-01-07T01:20:12.8Z,1,REGULAR,3pt,Jump Shot,[],1630172,64.60249671484888,47.794117647058826,1610612741,8,12,2025-01-07T01:21:37Z,630000,False,-11.0,280.0,1,right,P. Williams 28' 3PT  (6 PTS) (J. Giddey 1 AST),"[1630172, 1630581]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,,28.04,Made,,,,,6.0,,,J. Giddey,1630581.0,1.0,,,,,
65,PT06M45.00S,2025-01-07T01:20:23.2Z,1,REGULAR,3pt,Jump Shot,[],1641705,33.722076215505915,48.77450980392157,1610612759,8,15,2025-01-07T01:20:27Z,650000,False,6.0,264.0,1,left,V. Wembanyama 26' 3PT  (3 PTS) (C. Paul 3 AST),"[1641705, 101108]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,26.46,Made,,,,,3.0,,,C. Paul,101108.0,3.0,,,,,
67,PT06M33.00S,2025-01-07T01:20:35.4Z,1,REGULAR,3pt,Jump Shot,[],203897,67.23061760840999,54.90196078431373,1610612741,8,15,2025-01-07T01:22:09Z,670000,False,25.0,256.0,1,right,MISS Z. LaVine 25' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,25.67,Missed,,,,,,,,,,,,,,,
68,PT06M31.00S,2025-01-07T01:20:37.4Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,8,15,2025-01-07T01:20:38Z,680000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,,67.0,4.0,4.0,0.0,,,,,,,,,,,
69,PT06M26.00S,2025-01-07T01:20:42.5Z,1,REGULAR,3pt,Jump Shot,[],1641705,32.670827858081466,27.941176470588236,1610612759,8,15,2025-01-07T01:23:19Z,690000,False,110.0,255.0,1,left,MISS V. Wembanyama 27' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,27.75,Missed,,,,,,,,,,,,,,,
70,PT06M21.00S,2025-01-07T01:20:47.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,8,15,2025-01-07T01:20:53Z,700000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,
71,PT06M14.00S,2025-01-07T01:20:55.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,93.9060446780552,47.794117647058826,1610612741,8,15,2025-01-07T01:21:00Z,710000,False,-11.0,5.0,1,right,MISS Z. LaVine driving DUNK,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,1.2,Missed,,,,,,,,,,,,,,,
72,PT06M11.00S,2025-01-07T01:20:58.3Z,1,REGULAR,rebound,offensive,[],1628366,,,1610612741,8,15,2025-01-07T01:20:58Z,720000,False,,,0,,L. Ball REBOUND (Off:1 Def:0),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,71.0,1.0,0.0,1.0,,,,,,,,,,,
73,PT06M04.00S,2025-01-07T01:21:05.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202696,94.95729303547962,3.6764705882352944,1610612741,8,15,2025-01-07T01:21:15Z,730000,False,-232.0,-5.0,1,right,MISS N. Vučević 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Left Corner 3,24+ Left,,,,23.17,Missed,,,,,,,,,,,,,,,
74,PT06M03.00S,2025-01-07T01:21:12.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,8,15,2025-01-07T01:21:12Z,740000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Left Corner 3,24+ Left,,,,,,73.0,,,,,,,,,,,,,,
75,PT06M03.00S,2025-01-07T01:21:13.3Z,1,REGULAR,foul,personal,[],101108,,,1610612741,8,15,2025-01-07T01:21:38Z,750000,False,,,0,,C. Paul loose ball personal FOUL (1 PF),"[101108, 1630581]",1610612759.0,SAS,loose ball,,,Paul,C. Paul,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Giddey,1630581.0
77,PT06M03.00S,2025-01-07T01:21:27.1Z,1,REGULAR,substitution,out,[],1641705,,,1610612741,8,15,2025-01-07T01:21:31Z,770000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M03.00S,2025-01-07T01:21:27.1Z,1,REGULAR,substitution,in,[],1629646,,,1610612741,8,15,2025-01-07T01:21:31Z,780000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M51.00S,2025-01-07T01:21:40.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202696,92.72339027595268,61.029411764705884,1610612741,10,15,2025-01-07T01:24:05Z,790000,False,55.0,16.0,1,right,N. Vučević turnaround Hook (2 PTS) (Z. LaVine 3 AST),"[202696, 203897]",1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,5.73,Made,,,,,2.0,,,Z. LaVine,203897.0,3.0,,,,,
81,PT05M40.00S,2025-01-07T01:21:52.6Z,1,REGULAR,3pt,Jump Shot,[],1631110,9.937582128777924,1.9607843137254901,1610612759,10,15,2025-01-07T01:21:58Z,810000,False,240.0,41.0,1,left,MISS J. Sochan 24' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Right Corner 3,24+ Right,,,,24.37,Missed,,,,,,,,,,,,,,,
82,PT05M36.00S,2025-01-07T01:21:56.6Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,10,15,2025-01-07T01:21:58Z,820000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,,,81.0,2.0,2.0,0.0,,,,,,,,,,,
83,PT05M26.00S,2025-01-07T01:22:05.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.72339027595268,51.71568627450981,1610612741,10,15,2025-01-07T01:24:51Z,830000,False,9.0,16.0,1,right,MISS N. Vučević cutting Layup,[202696],1610612741.0,CHI,cutting,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,1.81,Missed,,,,,,,,,,,,,,,
84,PT05M25.00S,2025-01-07T01:22:06.5Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,10,15,2025-01-07T01:22:14Z,840000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,
85,PT05M21.00S,2025-01-07T01:22:10.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,29.122864651773984,22.30392156862745,1610612759,10,15,2025-01-07T01:22:24Z,850000,False,138.0,221.0,1,left,MISS D. Vassell 26' running 3PT,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,26.11,Missed,,,,,,,,,,,,,,,
