actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
455,PT02M55.00S,2022-02-27T23:45:20.9Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,85,76,2022-02-27T23:45:36Z,4480000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
456,PT02M55.00S,2022-02-27T23:45:20.9Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,85,76,2022-02-27T23:45:36Z,4490000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,455.0,,,,,,,,,,,,,,,,,
457,PT02M55.00S,2022-02-27T23:45:20.9Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,85,76,2022-02-27T23:45:36Z,4500000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
458,PT02M54.00S,2022-02-27T23:45:21.9Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612754,85,76,2022-02-27T23:45:36Z,4510000,,,0,,M. Brogdon REBOUND (Off:0 Def:5),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,457.0,5.0,5.0,0.0,,,,,,,,,,,,,,
459,PT02M42.00S,2022-02-27T23:45:46.1Z,3,REGULAR,turnover,lost ball,[],1629048,,,1610612754,85,76,2022-02-27T23:45:49Z,4520000,,,0,,G. Bitadze lost ball TURNOVER (2 TO),"[1629048, 1627759]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,2.0,,,Brown,1627759.0
460,PT02M42.00S,2022-02-27T23:45:46.1Z,3,REGULAR,steal,,[],1627759,,,1610612738,85,76,2022-02-27T23:45:47Z,4530000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M39.00S,2022-02-27T23:45:49.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,6.258212877792378,45.09803921568628,1610612738,85,78,2022-02-27T23:45:54Z,4540000,25.0,6.0,1,left,J. Brown running finger roll Layup (20 PTS),[1627759],1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,2.53,Made,,,,,20.0,,,,,,,,,,,,,
462,PT02M21.00S,2022-02-27T23:46:06.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,87.86136662286465,38.23529411764706,1610612754,87,78,2022-02-27T23:46:11Z,4550000,-59.0,62.0,1,right,M. Brogdon 8' fadeaway Jump Shot (20 PTS),[1627763],1610612754.0,IND,fadeaway,,,Brogdon,M. Brogdon,,,,,8.52,Made,,,,,20.0,,,,,,,,,,,,,
463,PT02M03.00S,2022-02-27T23:46:24.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,18.610381077529567,49.50980392156863,1610612738,87,80,2022-02-27T23:46:28Z,4560000,2.0,122.0,1,left,D. White 12' driving floating Jump Shot (11 PTS) (D. Theis 1 AST),"[1628401, 1628464]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,12.24,Made,,,,,11.0,D. Theis,1628464.0,1.0,,,,,,,,,,
464,PT01M54.00S,2022-02-27T23:46:36.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,90.48948751642575,48.529411764705884,1610612754,89,80,2022-02-27T23:46:41Z,4570000,-7.0,37.0,1,right,O. Brissett driving Layup (23 PTS) (T. Haliburton 5 AST),"[1629052, 1630169]",1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,3.76,Made,,,,,23.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,
465,PT01M54.00S,2022-02-27T23:46:39.7Z,3,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612754,89,80,2022-02-27T23:46:46Z,4580000,,,0,,D. Theis shooting personal FOUL (2 PF) (Brissett 1 FT),"[1628464, 1629052]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,1155.0,2.0,0.0,Brissett,1629052.0,,,,,
467,PT01M54.00S,2022-02-27T23:46:57.6Z,3,REGULAR,substitution,out,[],1629048,,,1610612754,89,80,2022-02-27T23:47:34Z,4600000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M54.00S,2022-02-27T23:46:57.6Z,3,REGULAR,substitution,in,[],1630188,,,1610612754,89,80,2022-02-27T23:47:34Z,4610000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,
469,PT01M54.00S,2022-02-27T23:47:12.2Z,3,REGULAR,freethrow,1 of 1,[],1629052,,,1610612754,90,80,2022-02-27T23:47:12Z,4620000,,,0,,O. Brissett Free Throw 1 of 1 (24 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
472,PT01M38.00S,2022-02-27T23:47:34.3Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,90,80,2022-02-27T23:47:42Z,4630000,,,0,,J. Tatum offensive FOUL (4 PF),"[1628369, 1630169]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1155.0,4.0,0.0,Haliburton,1630169.0,,,,,
474,PT01M38.00S,2022-02-27T23:47:34.3Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,90,80,2022-02-27T23:47:34Z,4650000,,,0,,J. Tatum offensive foul TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1155.0,,,,,2.0,,,,
475,PT01M38.00S,2022-02-27T23:47:46.7Z,3,REGULAR,substitution,out,[],1627759,,,1610612754,90,80,2022-02-27T23:47:52Z,4660000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M38.00S,2022-02-27T23:47:46.7Z,3,REGULAR,substitution,in,[],1629684,,,1610612754,90,80,2022-02-27T23:47:52Z,4670000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M38.00S,2022-02-27T23:48:09.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612754,90,80,2022-02-27T23:48:09Z,4680000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M38.00S,2022-02-27T23:48:12.4Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612754,90,80,2022-02-27T23:49:18Z,4690000,,,0,,,[],1610612738.0,BOS,support,,,,,,,,,,,,,,,,,,,201640.0,,,,,,,,,
479,PT01M29.00S,2022-02-27T23:50:11.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612754,90,80,2022-02-27T23:50:19Z,4700000,,,0,,D. Theis shooting personal FOUL (3 PF) (Brissett 2 FT),"[1628464, 1629052]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,1626300.0,3.0,0.0,Brissett,1629052.0,,,,,
481,PT01M29.00S,2022-02-27T23:50:37.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629052,,,1610612754,91,80,2022-02-27T23:50:57Z,4720000,,,0,,O. Brissett Free Throw 1 of 2 (25 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
482,PT01M29.00S,2022-02-27T23:50:37.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629052,,,1610612754,91,80,2022-02-27T23:50:57Z,4730000,,,0,,MISS O. Brissett Free Throw 2 of 2,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Missed,,,,,,,,,,,,,,,,,,
483,PT01M28.00S,2022-02-27T23:50:38.6Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,91,80,2022-02-27T23:50:57Z,4740000,,,0,,D. Theis REBOUND (Off:0 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,482.0,5.0,5.0,0.0,,,,,,,,,,,,,,
484,PT01M21.00S,2022-02-27T23:51:03.8Z,3,REGULAR,3pt,Jump Shot,[],203935,31.61957950065703,40.931372549019606,1610612738,91,80,2022-02-27T23:51:08Z,4750000,45.0,245.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,
485,PT01M16.00S,2022-02-27T23:51:08.8Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,91,80,2022-02-27T23:51:08Z,4760000,,,0,,J. Smith REBOUND (Off:2 Def:6),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,484.0,8.0,6.0,2.0,,,,,,,,,,,,,,
486,PT00M55.90S,2022-02-27T23:51:29.0Z,3,REGULAR,2pt,Jump Shot,[],1627763,92.32917214191852,24.019607843137255,1610612754,91,80,2022-02-27T23:51:33Z,4770000,-130.0,20.0,1,right,MISS M. Brogdon 13' driving floating Shot,[1627763],1610612754.0,IND,driving floating,,,Brogdon,M. Brogdon,,,,,13.14,Missed,,,,,,,,,,,,,,,,,,
487,PT00M52.90S,2022-02-27T23:51:32.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,91,80,2022-02-27T23:51:33Z,4780000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,486.0,3.0,2.0,1.0,,,,,,,,,,,,,,
488,PT00M50.40S,2022-02-27T23:51:34.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,6.521024967148489,46.81372549019608,1610612738,91,82,2022-02-27T23:51:39Z,4790000,16.0,9.0,1,left,J. Tatum running Layup (17 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.82,Made,,,,,17.0,,,,,,,,,,,,,
489,PT00M31.20S,2022-02-27T23:52:00.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612754,91,82,2022-02-27T23:52:13Z,4800000,,,0,,G. Williams loose ball personal FOUL (2 PF) (Smith 2 FT),"[1629684, 1630188]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,,,,,,,,,,,201640.0,2.0,0.0,Smith,1630188.0,,,,,
491,PT00M31.20S,2022-02-27T23:52:27.7Z,3,REGULAR,freethrow,1 of 2,[],1630188,,,1610612754,92,82,2022-02-27T23:52:27Z,4820000,,,0,,J. Smith Free Throw 1 of 2 (5 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
492,PT00M31.20S,2022-02-27T23:52:41.5Z,3,REGULAR,freethrow,2 of 2,[],1630188,,,1610612754,93,82,2022-02-27T23:52:41Z,4830000,,,0,,J. Smith Free Throw 2 of 2 (6 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
500,PT00M13.70S,2022-02-27T23:52:46.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,9.017739816031538,46.568627450980394,1610612738,93,82,2022-02-27T23:55:54Z,4835000,17.0,32.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.66,Missed,,,,,,,,,,,,,,,,,,
501,PT00M12.00S,2022-02-27T23:52:48.5Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612754,93,82,2022-02-27T23:55:54Z,4837500,,,0,,M. Brogdon REBOUND (Off:0 Def:6),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,500.0,6.0,6.0,0.0,,,,,,,,,,,,,,
495,PT00M03.00S,2022-02-27T23:53:15.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.59198423127464,46.32352941176471,1610612754,93,82,2022-02-27T23:55:26Z,4860000,-18.0,17.0,1,right,MISS M. Brogdon finger roll Layup,[1627763],1610612754.0,IND,finger roll,,,Brogdon,M. Brogdon,,,,,2.51,Missed,,,,,,,,,,,,,,,,,,
496,PT00M03.00S,2022-02-27T23:53:15.1Z,3,REGULAR,rebound,offensive,[],1630537,,,1610612754,93,82,2022-02-27T23:53:19Z,4870000,,,0,,C. Duarte REBOUND (Off:1 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,495.0,2.0,1.0,1.0,,,,,,,,,,,,,,
497,PT00M00.00S,2022-02-27T23:53:18.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630537,78.53153745072274,21.323529411764707,1610612754,93,82,2022-02-27T23:55:26Z,4880000,-143.0,149.0,1,right,MISS C. Duarte 20' pullup Shot,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,20.7,Missed,,,,,,,,,,,,,,,,,,
498,PT00M00.00S,2022-02-27T23:53:18.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,93,82,2022-02-27T23:53:33Z,4890000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,497.0,,,,,,,,,,,,,,,,,
499,PT00M00.00S,2022-02-27T23:53:26.2Z,3,REGULAR,period,end,[],0,,,1610612754,93,82,2022-02-27T23:53:26Z,4900000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2022-02-27T23:55:57.8Z,4,REGULAR,substitution,out,['startperiod'],1630537,,,1610612754,93,82,2022-02-27T23:56:10Z,4910000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-02-27T23:55:57.8Z,4,REGULAR,substitution,out,['startperiod'],1627763,,,1610612754,93,82,2022-02-27T23:56:10Z,4920000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-02-27T23:55:57.8Z,4,REGULAR,substitution,out,['startperiod'],1629052,,,1610612754,93,82,2022-02-27T23:56:10Z,4930000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-02-27T23:55:57.8Z,4,REGULAR,substitution,out,['startperiod'],1628464,,,1610612754,93,82,2022-02-27T23:56:10Z,4940000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-02-27T23:55:57.8Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612754,93,82,2022-02-27T23:56:10Z,4950000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2022-02-27T23:55:57.8Z,4,REGULAR,substitution,in,['startperiod'],1630613,,,1610612754,93,82,2022-02-27T23:56:10Z,4960000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-02-27T23:55:57.8Z,4,REGULAR,substitution,in,['startperiod'],1630543,,,1610612754,93,82,2022-02-27T23:56:10Z,4970000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-02-27T23:55:57.8Z,4,REGULAR,substitution,in,['startperiod'],1627741,,,1610612754,93,82,2022-02-27T23:56:10Z,4980000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-02-27T23:55:57.8Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612754,93,82,2022-02-27T23:56:10Z,4990000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-02-27T23:55:57.8Z,4,REGULAR,substitution,in,['startperiod'],1629057,,,1610612754,93,82,2022-02-27T23:56:10Z,5000000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2022-02-27T23:56:07.4Z,4,REGULAR,period,start,[],0,,,1610612738,93,82,2022-02-27T23:56:10Z,5010000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT11M48.00S,2022-02-27T23:56:20.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,93,82,2022-02-27T23:56:20Z,5020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT11M42.00S,2022-02-27T23:56:41.7Z,4,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612738,93,82,2022-02-27T23:56:48Z,5030000,,,0,,B. Hield shooting personal FOUL (3 PF) (Tatum 2 FT),"[1627741, 1628369]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,,,,,,,,,,,1155.0,3.0,0.0,Tatum,1628369.0,,,,,
516,PT11M42.00S,2022-02-27T23:57:07.0Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,93,83,2022-02-27T23:57:07Z,5050000,,,0,,J. Tatum Free Throw 1 of 2 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
517,PT11M42.00S,2022-02-27T23:57:21.3Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,93,84,2022-02-27T23:57:21Z,5060000,,,0,,J. Tatum Free Throw 2 of 2 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
518,PT11M29.00S,2022-02-27T23:57:40.8Z,4,REGULAR,3pt,Jump Shot,[],1630188,92.59198423127464,2.941176470588235,1610612754,93,84,2022-02-27T23:57:46Z,5070000,-235.0,17.0,1,right,MISS J. Smith 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,23.59,Missed,,,,,,,,,,,,,,,,,,
519,PT11M24.00S,2022-02-27T23:57:45.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,93,84,2022-02-27T23:57:46Z,5080000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,518.0,4.0,3.0,1.0,,,,,,,,,,,,,,
520,PT11M14.00S,2022-02-27T23:57:54.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.966491458607096,44.6078431372549,1610612738,93,84,2022-02-27T23:57:58Z,5090000,27.0,22.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 1630543]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.51,Missed,,,,,,,,,,,,,,,Jackson,1630543.0,,
521,PT11M14.00S,2022-02-27T23:57:54.6Z,4,REGULAR,block,,[],1630543,,,1610612738,93,84,2022-02-27T23:57:56Z,5100000,,,0,,I. Jackson BLOCK (3 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
522,PT11M13.00S,2022-02-27T23:57:55.6Z,4,REGULAR,rebound,defensive,[],1627741,,,1610612754,93,84,2022-02-27T23:57:58Z,5110000,,,0,,B. Hield REBOUND (Off:0 Def:5),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,520.0,5.0,5.0,0.0,,,,,,,,,,,,,,
523,PT11M06.00S,2022-02-27T23:58:02.9Z,4,REGULAR,turnover,bad pass,[],1630543,,,1610612754,93,84,2022-02-27T23:58:06Z,5120000,,,0,,I. Jackson bad pass TURNOVER (3 TO),"[1630543, 1629684]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,3.0,,,Williams,1629684.0
524,PT11M06.00S,2022-02-27T23:58:02.9Z,4,REGULAR,steal,,[],1629684,,,1610612738,93,84,2022-02-27T23:58:04Z,5130000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
525,PT10M44.00S,2022-02-27T23:58:24.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,31.750985545335087,54.65686274509803,1610612738,93,84,2022-02-27T23:58:29Z,5140000,-23.0,246.0,1,left,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,
526,PT10M41.00S,2022-02-27T23:58:27.7Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,93,84,2022-02-27T23:58:29Z,5150000,,,0,,J. Tatum REBOUND (Off:2 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,525.0,5.0,3.0,2.0,,,,,,,,,,,,,,
527,PT10M35.00S,2022-02-27T23:58:34.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628369,32.40801576872536,39.21568627450981,1610612738,93,84,2022-02-27T23:58:38Z,5160000,54.0,252.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,
528,PT10M31.00S,2022-02-27T23:58:38.4Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,93,84,2022-02-27T23:58:38Z,5170000,,,0,,J. Smith REBOUND (Off:2 Def:7),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,527.0,9.0,7.0,2.0,,,,,,,,,,,,,,
530,PT10M25.00S,2022-02-27T23:58:52.8Z,4,REGULAR,foul,personal,[],1628401,,,1610612754,93,84,2022-02-27T23:59:26Z,5190000,,,0,,D. White personal FOUL (2 PF),"[1628401, 1630543]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,201640.0,2.0,0.0,Jackson,1630543.0,,,,,
532,PT10M19.00S,2022-02-27T23:59:18.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,91.80354796320631,49.01960784313725,1610612754,95,84,2022-02-27T23:59:25Z,5210000,-5.0,25.0,1,right,I. Jackson alley-oop DUNK (7 PTS) (T. Haliburton 6 AST),"[1630543, 1630169]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,2.5,Made,,,,,7.0,T. Haliburton,1630169.0,6.0,,,,,,,,,,
534,PT10M08.00S,2022-02-27T23:59:29.3Z,4,REGULAR,3pt,Jump Shot,[],1630202,19.530223390275953,93.38235294117648,1610612738,95,84,2022-02-27T23:59:33Z,5230000,-217.0,131.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,
535,PT10M05.00S,2022-02-27T23:59:32.3Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612754,95,84,2022-02-27T23:59:33Z,5240000,,,0,,T. Haliburton REBOUND (Off:0 Def:3),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,534.0,3.0,3.0,0.0,,,,,,,,,,,,,,
536,PT09M53.00S,2022-02-27T23:59:45.2Z,4,REGULAR,3pt,Jump Shot,[],1630188,93.38042049934296,2.450980392156863,1610612754,95,84,2022-02-27T23:59:49Z,5250000,-238.0,10.0,1,right,MISS J. Smith 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,23.79,Missed,,,,,,,,,,,,,,,,,,
537,PT09M50.00S,2022-02-27T23:59:48.2Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,95,84,2022-02-27T23:59:49Z,5260000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,536.0,2.0,1.0,1.0,,,,,,,,,,,,,,
538,PT09M44.00S,2022-02-27T23:59:58.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,95,84,2022-02-27T23:59:58Z,5270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT09M44.00S,2022-02-28T00:00:00.5Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,95,84,2022-02-28T00:00:03Z,5280000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
540,PT09M44.00S,2022-02-28T00:00:00.5Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,95,84,2022-02-28T00:00:03Z,5290000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M35.00S,2022-02-28T00:00:18.6Z,4,REGULAR,3pt,Jump Shot,[],1628369,10.463206307490145,96.32352941176471,1610612738,95,84,2022-02-28T00:00:29Z,5300000,-232.0,46.0,1,left,MISS J. Tatum step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,23.61,Missed,,,,,,,,,,,,,,,,,,
542,PT09M32.00S,2022-02-28T00:00:21.6Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,95,84,2022-02-28T00:00:22Z,5310000,,,0,,P. Pritchard REBOUND (Off:1 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,541.0,4.0,3.0,1.0,,,,,,,,,,,,,,
543,PT09M32.00S,2022-02-28T00:00:22.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630202,5.863994743758213,53.67647058823529,1610612738,95,86,2022-02-28T00:00:25Z,5320000,-18.0,3.0,1,left,P. Pritchard reverse Layup (8 PTS),[1630202],1610612738.0,BOS,reverse,,,Pritchard,P. Pritchard,,,,,1.86,Made,,,,,8.0,,,,,,,,,,,,,
544,PT09M10.00S,2022-02-28T00:00:43.2Z,4,REGULAR,2pt,Jump Shot,[],1630169,92.06636005256242,82.35294117647058,1610612754,95,86,2022-02-28T00:00:46Z,5330000,162.0,22.0,1,right,MISS T. Haliburton 16' step back Shot,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,16.33,Missed,,,,,,,,,,,,,,,,,,
