actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
353,PT08M57.00S,2021-11-21T01:19:52.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,21.23850197109067,90.19607843137256,1610612740,68,54,2021-11-21T01:20:01Z,3520000,-201.0,147.0,1,left,B. Ingram 24' 3PT  (12 PTS) (J. Valanciunas 2 AST),"[1627742, 202685]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,24.91,Made,,,,,,,,12.0,J. Valanciunas,202685.0,2.0,,,,,,,,
355,PT08M43.00S,2021-11-21T01:20:09.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,68,54,2021-11-21T01:20:09Z,3540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT08M36.00S,2021-11-21T01:20:30.5Z,3,REGULAR,3pt,Jump Shot,[],203200,66.04796320630749,47.05882352941176,1610612754,68,54,2021-11-21T01:20:36Z,3550000,-15.0,267.0,1,right,MISS J. Holiday 26' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,,
357,PT08M33.00S,2021-11-21T01:20:33.5Z,3,REGULAR,rebound,offensive,[],1626167,,,1610612754,68,54,2021-11-21T01:20:36Z,3560000,,,0,,M. Turner REBOUND (Off:1 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,356.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
358,PT08M30.00S,2021-11-21T01:20:36.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,91.40932982917214,46.568627450980394,1610612754,68,54,2021-11-21T01:20:41Z,3570000,-17.0,28.0,1,right,MISS D. Sabonis Layup - blocked,"[1627734, 1629638]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,3.31,Missed,,,,,,,,,,,,Alexander-Walker,1629638.0,,,,,,
359,PT08M30.00S,2021-11-21T01:20:36.2Z,3,REGULAR,block,,[],1629638,,,1610612754,68,54,2021-11-21T01:20:38Z,3580000,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT08M28.00S,2021-11-21T01:20:38.2Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,68,54,2021-11-21T01:20:41Z,3590000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,358.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
361,PT08M25.00S,2021-11-21T01:20:41.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,7.178055190538765,48.529411764705884,1610612740,68,56,2021-11-21T01:20:51Z,3600000,7.0,15.0,1,left,J. Hart running finger roll Layup (7 PTS),[1628404],1610612740.0,NOP,running finger roll,,,Hart,J. Hart,,,,,1.67,Made,,,,,,,,7.0,,,,,,,,,,,
362,PT08M23.00S,2021-11-21T01:20:50.5Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612754,68,56,2021-11-21T01:20:59Z,3610000,,,0,,TEAM delay-of-game VIOLATION,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,,
363,PT08M23.00S,2021-11-21T01:20:59.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,68,56,2021-11-21T01:20:59Z,3620000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT08M11.00S,2021-11-21T01:24:07.2Z,3,REGULAR,3pt,Jump Shot,[],203200,66.5735873850197,50.0,1610612754,71,56,2021-11-21T01:24:13Z,3630000,0.0,262.0,1,right,J. Holiday 26' 3PT  (17 PTS) (M. Brogdon 3 AST),"[203200, 1627763]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.17,Made,,,,,,,,17.0,M. Brogdon,1627763.0,3.0,,,,,,,,
366,PT07M56.00S,2021-11-21T01:24:22.8Z,3,REGULAR,turnover,bad pass,[],1627742,,,1610612740,71,56,2021-11-21T01:24:26Z,3650000,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1627763]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,1.0,Brogdon,1627763.0,,,,,,,,,,,,
367,PT07M56.00S,2021-11-21T01:24:22.8Z,3,REGULAR,steal,,[],1627763,,,1610612754,71,56,2021-11-21T01:24:24Z,3660000,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT07M53.00S,2021-11-21T01:24:26.9Z,3,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612754,71,56,2021-11-21T01:24:36Z,3670000,,,0,,J. Hart shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1628404, 1627734]",1610612740.0,NOP,shooting,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,1628954.0,2.0,0.0,Sabonis,1627734.0,
370,PT07M53.00S,2021-11-21T01:24:59.0Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627734,,,1610612754,71,56,2021-11-21T01:24:59Z,3690000,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
371,PT07M53.00S,2021-11-21T01:24:59.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,71,56,2021-11-21T01:24:59Z,3700000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,370.0,,,,,,,,,,,,,,,,,,
372,PT07M53.00S,2021-11-21T01:24:59.7Z,3,REGULAR,substitution,out,[],1629638,,,1610612754,71,56,2021-11-21T01:25:04Z,3710000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT07M53.00S,2021-11-21T01:24:59.7Z,3,REGULAR,substitution,in,[],1630529,,,1610612754,71,56,2021-11-21T01:25:04Z,3720000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT07M53.00S,2021-11-21T01:25:21.7Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627734,,,1610612754,72,56,2021-11-21T01:25:21Z,3730000,,,0,,D. Sabonis Free Throw 2 of 2 (17 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,17.0,,,,,,,,,,,
375,PT07M51.00S,2021-11-21T01:25:30.4Z,3,REGULAR,foul,personal,['2freethrow'],1627763,,,1610612740,72,56,2021-11-21T01:25:37Z,3740000,,,0,,M. Brogdon shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[1627763, 202685]",1610612754.0,IND,shooting,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,1628954.0,2.0,0.0,Valanciunas,202685.0,
377,PT07M51.00S,2021-11-21T01:25:58.6Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,72,57,2021-11-21T01:25:58Z,3760000,,,0,,J. Valanciunas Free Throw 1 of 2 (18 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,,,,18.0,,,,,,,,,,,
378,PT07M51.00S,2021-11-21T01:26:14.7Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,72,58,2021-11-21T01:26:14Z,3770000,,,0,,J. Valanciunas Free Throw 2 of 2 (19 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,,,,19.0,,,,,,,,,,,
380,PT07M27.00S,2021-11-21T01:26:41.5Z,3,REGULAR,3pt,Jump Shot,[],1627734,93.51182654402102,95.58823529411765,1610612754,75,58,2021-11-21T01:26:46Z,3790000,228.0,8.0,1,right,D. Sabonis 3PT  (20 PTS) (M. Brogdon 4 AST),"[1627734, 1627763]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,22.81,Made,,,,,,,,20.0,M. Brogdon,1627763.0,4.0,,,,,,,,
382,PT07M12.00S,2021-11-21T01:26:58.7Z,3,REGULAR,foul,personal,[],1627734,,,1610612740,75,58,2021-11-21T01:27:20Z,3810000,,,0,,D. Sabonis personal FOUL (2 PF),"[1627734, 202685]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Valanciunas,202685.0,
384,PT07M12.00S,2021-11-21T01:27:09.7Z,3,REGULAR,substitution,out,[],1627747,,,1610612740,75,58,2021-11-21T01:27:13Z,3830000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M12.00S,2021-11-21T01:27:09.7Z,3,REGULAR,substitution,in,[],1630537,,,1610612740,75,58,2021-11-21T01:27:13Z,3840000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT07M03.00S,2021-11-21T01:27:30.7Z,3,REGULAR,2pt,Jump Shot,[],1630529,28.203022339027594,64.2156862745098,1610612740,75,58,2021-11-21T01:27:35Z,3850000,-71.0,213.0,1,left,MISS H. Jones 22' Jump Shot,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,22.42,Missed,,,,,,,,,,,,,,,,,,,
387,PT07M01.00S,2021-11-21T01:27:32.7Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,75,58,2021-11-21T01:27:35Z,3860000,,,0,,D. Sabonis REBOUND (Off:2 Def:7),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,386.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
388,PT06M49.00S,2021-11-21T01:27:44.9Z,3,REGULAR,3pt,Jump Shot,[],1627763,69.33311432325887,23.284313725490197,1610612754,78,58,2021-11-21T01:27:50Z,3870000,-134.0,236.0,1,right,M. Brogdon 27' 3PT  (14 PTS) (D. Sabonis 6 AST),"[1627763, 1627734]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,27.1,Made,,,,,,,,14.0,D. Sabonis,1627734.0,6.0,,,,,,,,
390,PT06M47.00S,2021-11-21T01:27:50.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,78,58,2021-11-21T01:27:50Z,3890000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M47.00S,2021-11-21T01:30:32.4Z,3,REGULAR,substitution,out,[],203107,,,1610612740,78,58,2021-11-21T01:30:46Z,3900000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M47.00S,2021-11-21T01:30:32.4Z,3,REGULAR,substitution,in,[],1630184,,,1610612740,78,58,2021-11-21T01:30:46Z,3910000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M28.00S,2021-11-21T01:31:16.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,8.09789750328515,56.372549019607845,1610612740,78,58,2021-11-21T01:31:25Z,3920000,-32.0,24.0,1,left,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,3.97,Missed,,,,,,,,,,,,,,,,,,,
395,PT06M22.00S,2021-11-21T01:31:22.0Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,78,58,2021-11-21T01:31:25Z,3940000,,,0,,J. Valanciunas REBOUND (Off:4 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,393.0,11.0,7.0,4.0,,,,,,,,,,,,,,,
396,PT06M22.00S,2021-11-21T01:31:21.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.590000152587891,50.0,1610612740,78,58,2021-11-21T01:31:21Z,3950000,0.0,0.0,1,left,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
397,PT06M21.00S,2021-11-21T01:31:22.1Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,78,58,2021-11-21T01:31:22Z,3960000,,,0,,J. Valanciunas REBOUND (Off:5 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,396.0,12.0,7.0,5.0,,,,,,,,,,,,,,,
398,PT06M21.00S,2021-11-21T01:31:22.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.590000152587891,50.0,1610612740,78,58,2021-11-21T01:31:22Z,3970000,0.0,0.0,1,left,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
399,PT06M21.00S,2021-11-21T01:31:22.6Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,78,58,2021-11-21T01:31:22Z,3980000,,,0,,D. Sabonis REBOUND (Off:2 Def:8),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,398.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
400,PT06M15.00S,2021-11-21T01:31:30.3Z,3,REGULAR,turnover,traveling,[],1627734,,,1610612754,78,58,2021-11-21T01:31:38Z,3990000,,,0,,D. Sabonis traveling TURNOVER (2 TO),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,2.0,,,,,,,,,201639.0,,,,,
401,PT06M07.00S,2021-11-21T01:31:52.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630184,9.411957950065702,52.20588235294118,1610612740,78,58,2021-11-21T01:32:05Z,4000000,-11.0,36.0,1,left,MISS K. Lewis Jr. pullup Shot,[1630184],1610612740.0,NOP,pullup,,,Lewis Jr.,K. Lewis Jr.,,,,,3.76,Missed,,,,,,,,,,,,,,,,,,,
402,PT06M03.00S,2021-11-21T01:31:56.1Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,78,58,2021-11-21T01:31:58Z,4010000,,,0,,M. Turner REBOUND (Off:1 Def:6),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,401.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
403,PT05M50.00S,2021-11-21T01:32:07.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,92.06636005256242,56.61764705882353,1610612754,78,58,2021-11-21T01:32:15Z,4020000,33.0,22.0,1,right,MISS C. Duarte driving finger roll Layup,[1630537],1610612754.0,IND,driving finger roll,,,Duarte,C. Duarte,,,,,3.98,Missed,,,,,,,,,,,,,,,,,,,
404,PT05M48.00S,2021-11-21T01:32:09.8Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,78,58,2021-11-21T01:32:15Z,4030000,,,0,,J. Valanciunas REBOUND (Off:5 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,403.0,13.0,8.0,5.0,,,,,,,,,,,,,,,
405,PT05M46.00S,2021-11-21T01:32:12.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630184,6.652431011826544,54.65686274509803,1610612740,78,60,2021-11-21T01:32:22Z,4040000,-23.0,10.0,1,left,K. Lewis Jr. running Layup (7 PTS),[1630184],1610612740.0,NOP,running,,,Lewis Jr.,K. Lewis Jr.,,,,,2.54,Made,,,,,,,,7.0,,,,,,,,,,,
406,PT05M26.00S,2021-11-21T01:32:34.4Z,3,REGULAR,foul,personal,[],1627742,,,1610612754,78,60,2021-11-21T01:32:44Z,4050000,,,0,,B. Ingram personal FOUL (1 PF),"[1627742, 1630537]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,1628954.0,1.0,0.0,Duarte,1630537.0,
408,PT05M26.00S,2021-11-21T01:32:39.5Z,3,REGULAR,substitution,out,[],203200,,,1610612754,78,60,2021-11-21T01:33:03Z,4070000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M26.00S,2021-11-21T01:32:39.5Z,3,REGULAR,substitution,out,[],1627734,,,1610612754,78,60,2021-11-21T01:33:03Z,4080000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M26.00S,2021-11-21T01:32:39.5Z,3,REGULAR,substitution,out,[],202685,,,1610612754,78,60,2021-11-21T01:33:03Z,4090000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M26.00S,2021-11-21T01:32:39.5Z,3,REGULAR,substitution,in,[],1628470,,,1610612754,78,60,2021-11-21T01:33:03Z,4100000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M26.00S,2021-11-21T01:32:39.5Z,3,REGULAR,substitution,in,[],1629103,,,1610612754,78,60,2021-11-21T01:33:03Z,4110000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M26.00S,2021-11-21T01:32:39.5Z,3,REGULAR,substitution,in,[],1629637,,,1610612754,78,60,2021-11-21T01:33:03Z,4120000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M18.00S,2021-11-21T01:33:20.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,93.77463863337714,48.529411764705884,1610612754,80,60,2021-11-21T01:33:24Z,4130000,-7.0,6.0,1,right,M. Turner DUNK (9 PTS) (K. Martin 2 AST),"[1626167, 1629103]",1610612754.0,IND,,,,Turner,M. Turner,,,,,0.95,Made,,,,,,,,9.0,K. Martin,1629103.0,2.0,,,,,,,,
416,PT05M06.00S,2021-11-21T01:33:31.9Z,3,REGULAR,3pt,Jump Shot,[],1627742,21.76412614980289,91.91176470588235,1610612740,80,60,2021-11-21T01:33:36Z,4150000,-210.0,152.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
417,PT05M02.00S,2021-11-21T01:33:35.9Z,3,REGULAR,rebound,defensive,[],1628470,,,1610612754,80,60,2021-11-21T01:33:36Z,4160000,,,0,,T. Craig REBOUND (Off:0 Def:4),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,416.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
418,PT04M56.00S,2021-11-21T01:33:41.2Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1630537,79.31997371879106,30.637254901960787,1610612754,82,60,2021-11-21T01:33:52Z,4170000,-97.0,142.0,1,right,C. Duarte 17' pullup Jump Shot (4 PTS),[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,17.18,Made,,,,,,,,4.0,,,,,,,,,,,
419,PT04M33.00S,2021-11-21T01:34:03.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629637,8.886333771353483,40.68627450980392,1610612740,82,60,2021-11-21T01:34:09Z,4180000,47.0,31.0,1,left,MISS J. Hayes bank Hook,[1629637],1610612740.0,NOP,bank,,,Hayes,J. Hayes,,,,,5.6,Missed,,,,,,,,,,,,,,,,,,,
420,PT04M30.00S,2021-11-21T01:34:06.5Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612754,82,60,2021-11-21T01:34:09Z,4190000,,,0,,C. Duarte REBOUND (Off:0 Def:3),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,419.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
421,PT04M25.00S,2021-11-21T01:34:12.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626167,70.77858081471747,19.607843137254903,1610612754,82,60,2021-11-21T01:34:19Z,4200000,-152.0,222.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,26.92,Missed,,,,,,,,,,,,,,,,,,,
422,PT04M21.00S,2021-11-21T01:34:16.1Z,3,REGULAR,rebound,defensive,[],1630184,,,1610612740,82,60,2021-11-21T01:34:19Z,4210000,,,0,,K. Lewis Jr. REBOUND (Off:0 Def:2),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,421.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
423,PT04M15.00S,2021-11-21T01:34:22.1Z,3,REGULAR,turnover,bad pass,[],1630184,,,1610612740,82,60,2021-11-21T01:34:26Z,4220000,,,0,,K. Lewis Jr. bad pass TURNOVER (1 TO),"[1630184, 1629103]",1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,1.0,Martin,1629103.0,,,,,,,,,,,,
424,PT04M15.00S,2021-11-21T01:34:22.1Z,3,REGULAR,steal,,[],1629103,,,1610612754,82,60,2021-11-21T01:34:24Z,4230000,,,0,,K. Martin STEAL (1 STL),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M12.00S,2021-11-21T01:34:28.2Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1630537,69.33311432325887,47.05882352941176,1610612754,82,60,2021-11-21T01:35:50Z,4240000,-15.0,236.0,1,right,MISS C. Duarte 23' running pullup Shot,[1630537],1610612754.0,IND,running pullup,,,Duarte,C. Duarte,,,,,23.63,Missed,,,,,,,,,,,,,,,,,,,
426,PT04M09.00S,2021-11-21T01:34:31.2Z,3,REGULAR,rebound,offensive,[],1626167,,,1610612754,82,60,2021-11-21T01:35:01Z,4250000,,,0,,M. Turner REBOUND (Off:2 Def:6),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,425.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
427,PT04M09.00S,2021-11-21T01:34:32.3Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1626167,94.40999984741211,50.0,1610612754,84,60,2021-11-21T01:35:30Z,4260000,0.0,0.0,1,right,M. Turner tip DUNK (11 PTS),[1626167],1610612754.0,IND,tip,,,Turner,M. Turner,,,,,0.0,Made,,,,,,,,11.0,,,,,,,,,,,
428,PT03M46.00S,2021-11-21T01:34:50.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,11.251642575558476,40.931372549019606,1610612740,84,60,2021-11-21T01:34:58Z,4270000,45.0,53.0,1,left,MISS B. Ingram 6' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,6.99,Missed,,,,,,,,,,,,,,,,,,,
429,PT03M46.00S,2021-11-21T01:34:50.8Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,84,60,2021-11-21T01:34:58Z,4280000,,,0,,M. Turner REBOUND (Off:2 Def:7),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,428.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
430,PT03M34.00S,2021-11-21T01:35:03.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,91.93495400788436,47.05882352941176,1610612754,86,60,2021-11-21T01:35:19Z,4290000,-15.0,23.0,1,right,M. Brogdon driving Layup (16 PTS) (K. Martin 3 AST),"[1627763, 1629103]",1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,2.75,Made,,,,,,,,16.0,K. Martin,1629103.0,3.0,,,,,,,,
432,PT03M33.00S,2021-11-21T01:35:20.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612740,86,60,2021-11-21T01:35:20Z,4310000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M33.00S,2021-11-21T01:36:09.6Z,3,REGULAR,substitution,out,[],1627763,,,1610612740,86,60,2021-11-21T01:36:48Z,4320000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M33.00S,2021-11-21T01:36:09.6Z,3,REGULAR,substitution,out,[],1628404,,,1610612740,86,60,2021-11-21T01:36:48Z,4330000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M33.00S,2021-11-21T01:36:09.6Z,3,REGULAR,substitution,out,[],1627742,,,1610612740,86,60,2021-11-21T01:36:48Z,4340000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M33.00S,2021-11-21T01:36:09.6Z,3,REGULAR,substitution,in,[],204456,,,1610612740,86,60,2021-11-21T01:36:48Z,4350000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M33.00S,2021-11-21T01:36:09.6Z,3,REGULAR,substitution,in,[],1630530,,,1610612740,86,60,2021-11-21T01:36:48Z,4360000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M33.00S,2021-11-21T01:36:09.6Z,3,REGULAR,substitution,in,[],1629638,,,1610612740,86,60,2021-11-21T01:36:48Z,4370000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M14.00S,2021-11-21T01:37:08.2Z,3,REGULAR,turnover,bad pass,[],1629638,,,1610612740,86,60,2021-11-21T01:37:12Z,4380000,,,0,,N. Alexander-Walker bad pass TURNOVER (2 TO),"[1629638, 204456]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,2.0,McConnell,204456.0,,,,,,,,,,,,
440,PT03M14.00S,2021-11-21T01:37:08.2Z,3,REGULAR,steal,,[],204456,,,1610612754,86,60,2021-11-21T01:37:10Z,4390000,,,0,,T. McConnell STEAL (2 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
