actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
15,PT10M53.00S,2021-10-30T23:41:50.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630537,92.85479632063075,49.754901960784316,1610612754,2,0,2021-10-30T23:42:06Z,150000,-1.0,15.0,1,right,C. Duarte alley-oop Layup (2 PTS) (T. McConnell 1 AST),"[1630537, 204456]",1610612754.0,IND,alley-oop,,,Duarte,C. Duarte,,,,,1.47,Made,,,,,,,,,2.0,T. McConnell,204456.0,1.0,,,,,,,
17,PT10M36.00S,2021-10-30T23:42:07.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,6.521024967148489,50.245098039215684,1610612761,2,2,2021-10-30T23:42:16Z,170000,-1.0,9.0,1,left,O. Anunoby driving DUNK (2 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,0.89,Made,,,,,,,,,2.0,,,,,,,,,,
18,PT10M19.00S,2021-10-30T23:42:26.6Z,1,REGULAR,foul,personal,[],1627832,,,1610612754,2,2,2021-10-30T23:42:37Z,180000,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 1630537]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,202007.0,,,,,,,,1.0,0.0,Duarte,1630537.0,,,
20,PT10M08.00S,2021-10-30T23:42:54.6Z,1,REGULAR,3pt,Jump Shot,[],1627747,66.5735873850197,37.5,1610612754,2,2,2021-10-30T23:43:02Z,200000,-62.0,262.0,1,right,MISS C. LeVert 26' 3PT,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M03.00S,2021-10-30T23:42:59.6Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,2,2,2021-10-30T23:43:02Z,210000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
22,PT09M49.00S,2021-10-30T23:43:12.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,7.046649145860711,55.14705882352941,1610612761,2,2,2021-10-30T23:43:46Z,220000,-26.0,14.0,1,left,MISS S. Barnes driving floating bank Shot,[1630567],1610612761.0,TOR,driving floating bank,,,Barnes,S. Barnes,,,,,2.91,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M46.00S,2021-10-30T23:43:44.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,2,2,2021-10-30T23:43:44Z,230000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,
23,PT09M46.00S,2021-10-30T23:43:44.7Z,1,REGULAR,jumpball,recovered,[],1630173,,,1610612761,2,2,2021-10-30T23:43:44Z,240000,,,0,,Jump Ball S. Barnes vs. D. Sabonis: Tip to P. Achiuwa,"[1630173, 1630567, 1627734]",1610612761.0,TOR,heldball,P. Achiuwa,1630173.0,Achiuwa,P. Achiuwa,Barnes,1630567.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,
27,PT09M39.00S,2021-10-30T23:43:51.3Z,1,REGULAR,turnover,lost ball,[],1630173,,,1610612761,2,2,2021-10-30T23:43:56Z,270000,,,0,,P. Achiuwa lost ball TURNOVER (1 TO),"[1630173, 1627747]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,1.0,LeVert,1627747.0,,,,,,,,,,,
28,PT09M39.00S,2021-10-30T23:43:51.3Z,1,REGULAR,steal,,[],1627747,,,1610612754,2,2,2021-10-30T23:43:52Z,280000,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M36.00S,2021-10-30T23:43:54.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627747,92.9862023653088,46.07843137254902,1610612754,4,2,2021-10-30T23:44:02Z,290000,-20.0,13.0,1,right,C. LeVert running finger roll Layup (2 PTS) (C. Duarte 1 AST),"[1627747, 1630537]",1610612754.0,IND,running finger roll,,,LeVert,C. LeVert,,,,,2.37,Made,,,,,,,,,2.0,C. Duarte,1630537.0,1.0,,,,,,,
31,PT09M25.00S,2021-10-30T23:44:06.2Z,1,REGULAR,3pt,Jump Shot,[],1630173,8.360709592641262,96.07843137254902,1610612761,4,2,2021-10-30T23:44:10Z,310000,-230.0,26.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,23.19,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M22.00S,2021-10-30T23:44:09.2Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,4,2,2021-10-30T23:44:10Z,320000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT09M18.00S,2021-10-30T23:44:14.0Z,1,REGULAR,turnover,out-of-bounds,[],204456,,,1610612754,4,2,2021-10-30T23:44:18Z,330000,,,0,,T. McConnell bad pass out-of-bounds TURNOVER (2 TO),[204456],1610612754.0,IND,bad pass,,,McConnell,T. McConnell,,,,,,,,,,,1628954.0,2.0,,,,,,,,,,,,,
34,PT09M03.00S,2021-10-30T23:44:41.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,13.222733245729303,97.30392156862744,1610612761,4,2,2021-10-30T23:44:45Z,340000,-237.0,72.0,1,left,MISS O. Anunoby 24' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M59.00S,2021-10-30T23:44:45.4Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,4,2,2021-10-30T23:44:45Z,350000,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
36,PT08M59.00S,2021-10-30T23:44:45.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630567,7.5722733245729295,52.69607843137255,1610612761,4,4,2021-10-30T23:44:49Z,360000,-13.0,19.0,1,left,S. Barnes tip Layup (2 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,2.31,Made,,,,,,,,,2.0,,,,,,,,,,
37,PT08M49.00S,2021-10-30T23:44:54.9Z,1,REGULAR,3pt,Jump Shot,[],1627747,67.7562417871222,36.76470588235294,1610612754,7,4,2021-10-30T23:44:59Z,370000,-66.0,251.0,1,right,C. LeVert 25' 3PT pullup (5 PTS),[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,25.92,Made,,,,,,,,,5.0,,,,,,,,,,
38,PT08M37.00S,2021-10-30T23:45:06.7Z,1,REGULAR,turnover,lost ball,[],1628384,,,1610612761,7,4,2021-10-30T23:45:09Z,380000,,,0,,O. Anunoby lost ball TURNOVER (1 TO),"[1628384, 1627734]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,1.0,Sabonis,1627734.0,,,,,,,,,,,
39,PT08M37.00S,2021-10-30T23:45:06.7Z,1,REGULAR,steal,,[],1627734,,,1610612754,7,4,2021-10-30T23:47:03Z,390000,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M33.00S,2021-10-30T23:45:11.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627747,92.59198423127464,45.09803921568628,1610612754,9,4,2021-10-30T23:45:17Z,400000,-25.0,17.0,1,right,C. LeVert running finger roll Layup (7 PTS) (C. Duarte 2 AST),"[1627747, 1630537]",1610612754.0,IND,running finger roll,,,LeVert,C. LeVert,,,,,2.99,Made,,,,,,,,,7.0,C. Duarte,1630537.0,2.0,,,,,,,
42,PT08M14.00S,2021-10-30T23:45:29.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,17.95335085413929,55.14705882352941,1610612761,9,6,2021-10-30T23:45:34Z,420000,-26.0,116.0,1,left,F. VanVleet 11' fadeaway Jump Shot (2 PTS),[1627832],1610612761.0,TOR,fadeaway,,,VanVleet,F. VanVleet,,,,,11.91,Made,,,,,,,,,2.0,,,,,,,,,,
43,PT08M04.00S,2021-10-30T23:45:40.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,93.11760840998686,48.529411764705884,1610612754,11,6,2021-10-30T23:45:44Z,430000,-7.0,12.0,1,right,D. Sabonis cutting DUNK (2 PTS) (C. LeVert 1 AST),"[1627734, 1627747]",1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,1.43,Made,,,,,,,,,2.0,C. LeVert,1627747.0,1.0,,,,,,,
45,PT07M56.00S,2021-10-30T23:45:50.4Z,1,REGULAR,turnover,backcourt,[],1630567,,,1610612761,11,6,2021-10-30T23:45:58Z,450000,,,0,,S. Barnes backcourt TURNOVER (1 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,1628954.0,1.0,,,,,,,,,,,,,
46,PT07M45.00S,2021-10-30T23:46:16.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627747,93.38042049934296,47.549019607843135,1610612754,13,6,2021-10-30T23:46:19Z,460000,-12.0,10.0,1,right,C. LeVert cutting Layup (9 PTS) (T. McConnell 2 AST),"[1627747, 204456]",1610612754.0,IND,cutting,,,LeVert,C. LeVert,,,,,1.57,Made,,,,,,,,,9.0,T. McConnell,204456.0,2.0,,,,,,,
48,PT07M31.00S,2021-10-30T23:46:33.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,13,6,2021-10-30T23:46:34Z,480000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M21.00S,2021-10-30T23:49:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,11.645860709592641,57.59803921568627,1610612761,13,8,2021-10-30T23:49:58Z,500000,-38.0,57.0,1,left,S. Barnes 6' turnaround Jump Shot (4 PTS),[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,6.85,Made,,,,,,,,,4.0,,,,,,,,,,
51,PT07M02.00S,2021-10-30T23:50:11.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,91.5407358738502,45.588235294117645,1610612754,13,8,2021-10-30T23:50:16Z,510000,-22.0,27.0,1,right,MISS D. Sabonis cutting DUNK - blocked,"[1627734, 1630173]",1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,3.49,Missed,,,,,,,,,,,,,,,,,Achiuwa,1630173.0,
52,PT07M02.00S,2021-10-30T23:50:11.8Z,1,REGULAR,block,,[],1630173,,,1610612754,13,8,2021-10-30T23:54:54Z,520000,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M59.00S,2021-10-30T23:50:14.8Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,13,8,2021-10-30T23:50:16Z,530000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
54,PT06M52.00S,2021-10-30T23:50:21.7Z,1,REGULAR,3pt,Jump Shot,[],1629018,6.521024967148489,95.83333333333334,1610612761,13,11,2021-10-30T23:50:26Z,540000,-229.0,9.0,1,left,G. Trent Jr. 3PT  (3 PTS) (O. Anunoby 1 AST),"[1629018, 1628384]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,22.94,Made,,,,,,,,,3.0,O. Anunoby,1628384.0,1.0,,,,,,,
56,PT06M37.00S,2021-10-30T23:50:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,92.9862023653088,46.32352941176471,1610612754,13,11,2021-10-30T23:50:40Z,560000,-18.0,13.0,1,right,MISS C. LeVert driving finger roll Layup,[1627747],1610612754.0,IND,driving finger roll,,,LeVert,C. LeVert,,,,,2.28,Missed,,,,,,,,,,,,,,,,,,,
57,PT06M35.00S,2021-10-30T23:50:38.8Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,13,11,2021-10-30T23:50:40Z,570000,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
58,PT06M22.00S,2021-10-30T23:50:51.4Z,1,REGULAR,3pt,Jump Shot,[],1629018,23.209592641261498,12.745098039215685,1610612761,13,11,2021-10-30T23:50:57Z,580000,186.0,166.0,1,left,MISS G. Trent Jr. 24' step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,24.93,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M19.00S,2021-10-30T23:50:54.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,13,11,2021-10-30T23:50:57Z,590000,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
60,PT06M13.00S,2021-10-30T23:51:00.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,92.46057818659659,40.931372549019606,1610612754,13,11,2021-10-30T23:51:08Z,600000,-45.0,18.0,1,right,MISS D. Sabonis turnaround Shot,[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,4.89,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M10.00S,2021-10-30T23:51:03.7Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612754,13,11,2021-10-30T23:51:08Z,610000,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,60.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
62,PT06M10.00S,2021-10-30T23:51:04.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,94.40999984741211,50.0,1610612754,13,11,2021-10-30T23:51:04Z,620000,0.0,0.0,1,right,MISS D. Sabonis tip Layup,[1627734],1610612754.0,IND,tip,,,Sabonis,D. Sabonis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M09.00S,2021-10-30T23:51:05.1Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612754,13,11,2021-10-30T23:51:05Z,630000,,,0,,D. Sabonis REBOUND (Off:2 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,62.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
64,PT06M09.00S,2021-10-30T23:51:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,94.40999984741211,50.0,1610612754,15,11,2021-10-30T23:51:05Z,640000,0.0,0.0,1,right,D. Sabonis tip Layup (4 PTS),[1627734],1610612754.0,IND,tip,,,Sabonis,D. Sabonis,,,,,0.0,Made,,,,,,,,,4.0,,,,,,,,,,
65,PT05M58.00S,2021-10-30T23:51:15.6Z,1,REGULAR,2pt,Jump Shot,[],1627832,22.552562417871222,44.6078431372549,1610612761,15,13,2021-10-30T23:51:20Z,650000,27.0,159.0,1,left,F. VanVleet 16' pullup Jump Shot (4 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,16.18,Made,,,,,,,,,4.0,,,,,,,,,,
66,PT05M43.00S,2021-10-30T23:51:30.7Z,1,REGULAR,3pt,Jump Shot,[],204456,92.46057818659659,4.6568627450980395,1610612754,15,13,2021-10-30T23:51:35Z,660000,-227.0,18.0,1,right,MISS T. McConnell 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,22.74,Missed,,,,,,,,,,,,,,,,,,,
67,PT05M39.00S,2021-10-30T23:51:34.7Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,15,13,2021-10-30T23:51:35Z,670000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
68,PT05M38.00S,2021-10-30T23:51:38.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627832,7.5722733245729295,53.67647058823529,1610612761,15,15,2021-10-30T23:51:53Z,680000,-18.0,19.0,1,left,F. VanVleet running finger roll Layup (6 PTS),[1627832],1610612761.0,TOR,running finger roll,,,VanVleet,F. VanVleet,,,,,2.62,Made,,,,,,,,,6.0,,,,,,,,,,
69,PT05M38.00S,2021-10-30T23:51:40.9Z,1,REGULAR,foul,personal,['1freethrow'],1627747,,,1610612761,15,15,2021-10-30T23:51:45Z,690000,,,0,,C. LeVert shooting personal FOUL (1 PF) (VanVleet 1 FT),"[1627747, 1627832]",1610612754.0,IND,shooting,,,LeVert,C. LeVert,,,,,,,,,,,202007.0,,,,,,,,1.0,0.0,VanVleet,1627832.0,,,
71,PT05M38.00S,2021-10-30T23:51:53.5Z,1,REGULAR,substitution,out,[],1627747,,,1610612761,15,15,2021-10-30T23:52:12Z,710000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M38.00S,2021-10-30T23:51:53.5Z,1,REGULAR,substitution,out,[],1630173,,,1610612761,15,15,2021-10-30T23:52:12Z,720000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M38.00S,2021-10-30T23:51:53.5Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,15,15,2021-10-30T23:52:12Z,730000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M38.00S,2021-10-30T23:51:53.5Z,1,REGULAR,substitution,out,[],1629018,,,1610612761,15,15,2021-10-30T23:52:12Z,740000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M38.00S,2021-10-30T23:51:53.5Z,1,REGULAR,substitution,in,[],203200,,,1610612761,15,15,2021-10-30T23:52:12Z,750000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M38.00S,2021-10-30T23:51:53.5Z,1,REGULAR,substitution,in,[],203920,,,1610612761,15,15,2021-10-30T23:52:12Z,760000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M38.00S,2021-10-30T23:51:53.5Z,1,REGULAR,substitution,in,[],1630625,,,1610612761,15,15,2021-10-30T23:52:12Z,770000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M38.00S,2021-10-30T23:51:53.5Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,15,15,2021-10-30T23:52:12Z,780000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M38.00S,2021-10-30T23:52:13.5Z,1,REGULAR,freethrow,1 of 1,[],1627832,,,1610612761,15,16,2021-10-30T23:52:13Z,790000,,,0,,F. VanVleet Free Throw 1 of 1 (7 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,,,,,7.0,,,,,,,,,,
80,PT05M29.00S,2021-10-30T23:52:21.3Z,1,REGULAR,3pt,Jump Shot,[],203200,70.64717477003943,25.245098039215684,1610612754,15,16,2021-10-30T23:52:25Z,800000,-124.0,223.0,1,right,MISS J. Holiday 25' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M25.00S,2021-10-30T23:52:24.1Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,15,16,2021-10-30T23:52:24Z,810000,,,0,,K. Birch REBOUND (Off:0 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
82,PT05M18.00S,2021-10-30T23:52:33.1Z,1,REGULAR,foul,offensive,[],1627832,,,1610612761,15,16,2021-10-30T23:52:40Z,820000,,,0,,F. VanVleet offensive FOUL (2 PF),"[1627832, 204456]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,202007.0,,,,,,,,2.0,0.0,McConnell,204456.0,,,
84,PT05M18.00S,2021-10-30T23:52:33.1Z,1,REGULAR,turnover,offensive foul,[],1627832,,,1610612761,15,16,2021-10-30T23:52:33Z,840000,,,0,,F. VanVleet offensive foul TURNOVER (1 TO),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,202007.0,1.0,,,,,,,,,,,,,
85,PT05M18.00S,2021-10-30T23:52:39.6Z,1,REGULAR,substitution,out,[],1627832,,,1610612754,15,16,2021-10-30T23:52:49Z,850000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M18.00S,2021-10-30T23:52:39.6Z,1,REGULAR,substitution,in,[],1629018,,,1610612754,15,16,2021-10-30T23:52:49Z,860000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M09.00S,2021-10-30T23:53:10.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627734,66.83639947437582,53.18627450980392,1610612754,15,16,2021-10-30T23:53:14Z,870000,16.0,259.0,1,right,MISS D. Sabonis 25' 3PT - blocked,"[1627734, 1628449]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,25.97,Missed,,,,,,,,,,,,,,,,,Boucher,1628449.0,
