actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
182,PT08M37.00S,2021-11-14T00:41:05.3Z,2,REGULAR,substitution,out,[],1628470,,,1610612755,49,32,2021-11-14T00:42:44Z,1810000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M37.00S,2021-11-14T00:41:05.3Z,2,REGULAR,substitution,out,[],1630194,,,1610612755,49,32,2021-11-14T00:42:44Z,1820000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M37.00S,2021-11-14T00:41:05.3Z,2,REGULAR,substitution,in,[],1630537,,,1610612755,49,32,2021-11-14T00:42:44Z,1830000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M37.00S,2021-11-14T00:41:05.3Z,2,REGULAR,substitution,in,[],1627763,,,1610612755,49,32,2021-11-14T00:42:44Z,1840000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M37.00S,2021-11-14T00:41:05.3Z,2,REGULAR,substitution,in,[],1627747,,,1610612755,49,32,2021-11-14T00:42:44Z,1850000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M37.00S,2021-11-14T00:41:05.3Z,2,REGULAR,substitution,in,[],1626167,,,1610612755,49,32,2021-11-14T00:42:44Z,1860000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M37.00S,2021-11-14T00:41:05.3Z,2,REGULAR,substitution,in,[],203083,,,1610612755,49,32,2021-11-14T00:42:44Z,1870000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M37.00S,2021-11-14T00:41:47.3Z,2,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,49,33,2021-11-14T00:41:47Z,1880000,,,0,,T. Maxey Free Throw 1 of 1 (10 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
190,PT08M19.00S,2021-11-14T00:42:06.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,91.80354796320631,50.0,1610612754,51,33,2021-11-14T00:42:10Z,1890000,0.0,25.0,1,right,M. Turner cutting DUNK (8 PTS) (C. Duarte 3 AST),"[1626167, 1630537]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,,,,2.45,Made,8.0,C. Duarte,1630537.0,3.0,,,,,,,,,,,,
192,PT07M57.00S,2021-11-14T00:42:28.0Z,2,REGULAR,3pt,Jump Shot,[],1627788,24.392247043363994,85.7843137254902,1610612755,51,36,2021-11-14T00:42:35Z,1910000,-179.0,177.0,1,left,F. Korkmaz 25' 3PT pullup (5 PTS),[1627788],1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,,,,25.15,Made,5.0,,,,,,,,,,,,,,,
193,PT07M45.00S,2021-11-14T00:42:40.9Z,2,REGULAR,3pt,Jump Shot,[],1626167,66.17936925098554,47.549019607843135,1610612754,51,36,2021-11-14T00:42:45Z,1920000,-12.0,265.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,26.57,Missed,,,,,,,,,,,,,,,,
194,PT07M42.00S,2021-11-14T00:42:43.9Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,51,36,2021-11-14T00:42:45Z,1930000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,193.0,1.0,1.0,0.0,,,,,,,,
195,PT07M33.00S,2021-11-14T00:42:52.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,7.046649145860711,54.90196078431373,1610612755,51,38,2021-11-14T00:42:58Z,1940000,-25.0,14.0,1,left,G. Niang driving Layup (2 PTS),[1627777],1610612755.0,PHI,driving,,,Niang,G. Niang,,,,,,,,2.81,Made,2.0,,,,,,,,,,,,,,,
196,PT07M32.00S,2021-11-14T00:42:58.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,51,38,2021-11-14T00:42:58Z,1950000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M14.00S,2021-11-14T00:46:09.0Z,2,REGULAR,turnover,bad pass,[],1630537,,,1610612754,51,38,2021-11-14T00:46:12Z,1960000,,,0,,C. Duarte bad pass TURNOVER (2 TO),"[1630537, 1627777]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,2.0,Niang,1627777.0,,,,,,,,,,,,,,,,,,
198,PT07M14.00S,2021-11-14T00:46:09.0Z,2,REGULAR,steal,,[],1627777,,,1610612755,51,38,2021-11-14T00:46:10Z,1970000,,,0,,G. Niang STEAL (1 STL),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT06M58.00S,2021-11-14T00:46:24.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629003,12.565703022339028,45.588235294117645,1610612755,51,38,2021-11-14T00:46:29Z,1980000,22.0,66.0,1,left,MISS S. Milton 6' turnaround fadeaway Shot,[1629003],1610612755.0,PHI,turnaround fadeaway,,,Milton,S. Milton,,,,,,,,6.92,Missed,,,,,,,,,,,,,,,,
200,PT06M56.00S,2021-11-14T00:46:26.5Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,51,38,2021-11-14T00:46:29Z,1990000,,,0,,A. Drummond REBOUND (Off:2 Def:0),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,199.0,2.0,0.0,2.0,,,,,,,,
201,PT06M55.00S,2021-11-14T00:46:30.4Z,2,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612755,51,38,2021-11-14T00:46:34Z,2000000,,,0,,M. Turner shooting personal FOUL (1 PF) (Drummond 2 FT),"[1626167, 203083]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,203591.0,,,1.0,0.0,Drummond,203083.0,
203,PT06M55.00S,2021-11-14T00:46:53.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203083,,,1610612755,51,38,2021-11-14T00:46:53Z,2020000,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,Missed,,,,,,,,,,,,,,,,
204,PT06M55.00S,2021-11-14T00:46:53.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,51,38,2021-11-14T00:46:53Z,2030000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,203.0,,,,,,,,,,,
205,PT06M55.00S,2021-11-14T00:47:05.9Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203083,,,1610612755,51,39,2021-11-14T00:47:05Z,2040000,,,0,,A. Drummond Free Throw 2 of 2 (3 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
206,PT06M42.00S,2021-11-14T00:47:21.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,82.9993429697766,59.068627450980394,1610612754,53,39,2021-11-14T00:47:25Z,2050000,45.0,107.0,1,right,C. LeVert 11' pullup Jump Shot (4 PTS),[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,,,,11.65,Made,4.0,,,,,,,,,,,,,,,
207,PT06M24.00S,2021-11-14T00:47:42.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,12.171484888304862,51.225490196078425,1610612755,53,39,2021-11-14T00:47:49Z,2060000,-6.0,62.0,1,left,MISS S. Milton 6' driving Layup - blocked,"[1629003, 1627747]",1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,,,,6.22,Missed,,,,,,,,,,LeVert,1627747.0,,,,,
208,PT06M24.00S,2021-11-14T00:47:42.1Z,2,REGULAR,block,,[],1627747,,,1610612755,53,39,2021-11-14T00:47:44Z,2070000,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M24.00S,2021-11-14T00:47:42.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,53,39,2021-11-14T00:47:49Z,2080000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,207.0,,,,,,,,,,,
210,PT06M24.00S,2021-11-14T00:47:46.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,53,39,2021-11-14T00:47:46Z,2090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M24.00S,2021-11-14T00:47:46.6Z,2,REGULAR,substitution,out,[],1629103,,,1610612755,53,39,2021-11-14T00:47:59Z,2100000,,,0,,SUB out: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M24.00S,2021-11-14T00:47:46.6Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,53,39,2021-11-14T00:47:59Z,2110000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M24.00S,2021-11-14T00:47:46.6Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,53,39,2021-11-14T00:47:59Z,2120000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M24.00S,2021-11-14T00:47:46.6Z,2,REGULAR,substitution,in,[],1628470,,,1610612755,53,39,2021-11-14T00:47:59Z,2130000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M24.00S,2021-11-14T00:47:46.6Z,2,REGULAR,substitution,in,[],202699,,,1610612755,53,39,2021-11-14T00:47:59Z,2140000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M24.00S,2021-11-14T00:47:46.6Z,2,REGULAR,substitution,in,[],203552,,,1610612755,53,39,2021-11-14T00:47:59Z,2150000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M23.00S,2021-11-14T00:48:24.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202699,12.171484888304862,20.098039215686274,1610612755,53,39,2021-11-14T00:48:30Z,2160000,150.0,62.0,1,left,MISS T. Harris 16' Jump Shot,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,16.18,Missed,,,,,,,,,,,,,,,,
218,PT06M20.00S,2021-11-14T00:48:27.7Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612754,53,39,2021-11-14T00:48:30Z,2170000,,,0,,M. Brogdon REBOUND (Off:0 Def:5),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,217.0,5.0,5.0,0.0,,,,,,,,
219,PT06M13.00S,2021-11-14T00:48:33.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.46057818659659,47.05882352941176,1610612754,55,39,2021-11-14T00:48:37Z,2180000,-15.0,18.0,1,right,M. Brogdon driving finger roll Layup (4 PTS),[1627763],1610612754.0,IND,driving finger roll,,,Brogdon,M. Brogdon,,,,,,,,2.36,Made,4.0,,,,,,,,,,,,,,,
220,PT05M52.00S,2021-11-14T00:48:59.6Z,2,REGULAR,violation,kicked ball,[],1626167,,,1610612755,55,39,2021-11-14T00:49:10Z,2190000,,,0,,M. Turner kicked ball VIOLATION,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,203591.0,,,,,,,
221,PT05M52.00S,2021-11-14T00:49:12.3Z,2,REGULAR,substitution,out,[],1627788,,,1610612755,55,39,2021-11-14T00:49:15Z,2200000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M52.00S,2021-11-14T00:49:12.3Z,2,REGULAR,substitution,in,[],201980,,,1610612755,55,39,2021-11-14T00:49:15Z,2210000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M52.00S,2021-11-14T00:49:19.6Z,2,REGULAR,turnover,out-of-bounds,[],203552,,,1610612755,55,39,2021-11-14T00:49:26Z,2220000,,,0,,S. Curry bad pass out-of-bounds TURNOVER (1 TO),[203552],1610612755.0,PHI,bad pass,,,Curry,S. Curry,,,,,1.0,,,,,,,,,,,,,202041.0,,,,,,,
224,PT05M37.00S,2021-11-14T00:49:41.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627747,78.79434954007884,25.0,1610612754,55,39,2021-11-14T00:49:48Z,2230000,-125.0,147.0,1,right,MISS C. LeVert 19' step back Shot,[1627747],1610612754.0,IND,step back,,,LeVert,C. LeVert,,,,,,,,19.28,Missed,,,,,,,,,,,,,,,,
225,PT05M34.00S,2021-11-14T00:49:44.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,55,39,2021-11-14T00:49:48Z,2240000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,224.0,,,,,,,,,,,
226,PT05M34.00S,2021-11-14T00:49:49.3Z,2,REGULAR,foul,personal,[],201980,,,1610612754,55,39,2021-11-14T00:50:13Z,2250000,,,0,,D. Green loose ball personal FOUL (1 PF),"[201980, 1626167]",1610612755.0,PHI,loose ball,,,Green,D. Green,,,,,,,,,,,,,,,,,,203591.0,,,1.0,0.0,Turner,1626167.0,
228,PT05M28.00S,2021-11-14T00:50:10.3Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630537,82.47371879106439,74.26470588235294,1610612754,55,39,2021-11-14T00:50:16Z,2270000,121.0,112.0,1,right,MISS C. Duarte 16' fadeaway Shot,[1630537],1610612754.0,IND,fadeaway,,,Duarte,C. Duarte,,,,,,,,16.52,Missed,,,,,,,,,,,,,,,,
229,PT05M24.00S,2021-11-14T00:50:14.3Z,2,REGULAR,rebound,defensive,[],203552,,,1610612755,55,39,2021-11-14T00:50:16Z,2280000,,,0,,S. Curry REBOUND (Off:1 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,228.0,2.0,1.0,1.0,,,,,,,,
230,PT05M14.00S,2021-11-14T00:50:24.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,11.645860709592641,44.85294117647059,1610612755,55,39,2021-11-14T00:50:29Z,2290000,26.0,57.0,1,left,MISS T. Maxey 6' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,,,,6.25,Missed,,,,,,,,,,,,,,,,
231,PT05M10.00S,2021-11-14T00:50:28.1Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612754,55,39,2021-11-14T00:50:29Z,2300000,,,0,,M. Brogdon REBOUND (Off:0 Def:6),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,230.0,6.0,6.0,0.0,,,,,,,,
232,PT05M05.00S,2021-11-14T00:50:32.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630537,66.70499342969777,46.81372549019608,1610612754,58,39,2021-11-14T00:50:39Z,2310000,-16.0,260.0,1,right,C. Duarte 26' 3PT running (5 PTS) (M. Brogdon 4 AST),"[1630537, 1627763]",1610612754.0,IND,running,,,Duarte,C. Duarte,,,,,,,,26.1,Made,5.0,M. Brogdon,1627763.0,4.0,,,,,,,,,,,,
234,PT04M48.00S,2021-11-14T00:50:49.7Z,2,REGULAR,2pt,Jump Shot,[],202699,13.748357424441524,77.20588235294117,1610612755,58,39,2021-11-14T00:50:54Z,2330000,-136.0,77.0,1,left,MISS T. Harris 15' Jump Shot,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,15.61,Missed,,,,,,,,,,,,,,,,
235,PT04M44.00S,2021-11-14T00:50:53.8Z,2,REGULAR,rebound,offensive,[],201980,,,1610612755,58,39,2021-11-14T00:50:53Z,2340000,,,0,,D. Green REBOUND (Off:1 Def:0),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,234.0,1.0,0.0,1.0,,,,,,,,
236,PT04M34.00S,2021-11-14T00:51:06.3Z,2,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612755,58,39,2021-11-14T00:51:13Z,2350000,,,0,,T. Craig shooting personal FOUL (2 PF) (Harris 2 FT),"[1628470, 202699]",1610612754.0,IND,shooting,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,203591.0,,,2.0,0.0,Harris,202699.0,
238,PT04M34.00S,2021-11-14T00:51:36.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202699,,,1610612755,58,40,2021-11-14T00:51:36Z,2370000,,,0,,T. Harris Free Throw 1 of 2 (18 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,
239,PT04M34.00S,2021-11-14T00:51:37.0Z,2,REGULAR,substitution,out,[],1628470,,,1610612755,58,40,2021-11-14T00:51:40Z,2380000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M34.00S,2021-11-14T00:51:37.0Z,2,REGULAR,substitution,in,[],203200,,,1610612755,58,40,2021-11-14T00:51:40Z,2390000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M34.00S,2021-11-14T00:51:57.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202699,,,1610612755,58,41,2021-11-14T00:51:57Z,2400000,,,0,,T. Harris Free Throw 2 of 2 (19 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Made,19.0,,,,,,,,,,,,,,,
242,PT04M23.00S,2021-11-14T00:52:09.7Z,2,REGULAR,3pt,Jump Shot,[],1627747,66.44218134034165,54.166666666666664,1610612754,58,41,2021-11-14T00:52:14Z,2410000,21.0,263.0,1,right,MISS C. LeVert 26' 3PT,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,26.37,Missed,,,,,,,,,,,,,,,,
243,PT04M20.00S,2021-11-14T00:52:12.7Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,58,41,2021-11-14T00:52:14Z,2420000,,,0,,A. Drummond REBOUND (Off:2 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,242.0,3.0,1.0,2.0,,,,,,,,
244,PT04M12.00S,2021-11-14T00:52:20.4Z,2,REGULAR,2pt,Jump Shot,[],1630178,15.588042049934298,68.87254901960785,1610612755,58,41,2021-11-14T00:52:25Z,2430000,-94.0,94.0,1,left,MISS T. Maxey 13' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,,,,13.32,Missed,,,,,,,,,,,,,,,,
245,PT04M10.00S,2021-11-14T00:52:22.4Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612754,58,41,2021-11-14T00:52:25Z,2440000,,,0,,M. Brogdon REBOUND (Off:0 Def:7),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,244.0,7.0,7.0,0.0,,,,,,,,
246,PT04M03.00S,2021-11-14T00:52:31.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,93.64323258869908,50.0,1610612754,60,41,2021-11-14T00:52:37Z,2450000,0.0,7.0,1,right,M. Turner finger roll Layup (10 PTS) (C. LeVert 3 AST),"[1626167, 1627747]",1610612754.0,IND,finger roll,,,Turner,M. Turner,,,,,,,,0.73,Made,10.0,C. LeVert,1627747.0,3.0,,,,,,,,,,,,
248,PT04M03.00S,2021-11-14T00:52:33.8Z,2,REGULAR,foul,personal,['1freethrow'],203552,,,1610612754,60,41,2021-11-14T00:52:42Z,2470000,,,0,,S. Curry shooting personal FOUL (1 PF) (Turner 1 FT),"[203552, 1626167]",1610612755.0,PHI,shooting,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,1628951.0,,,1.0,0.0,Turner,1626167.0,
250,PT04M03.00S,2021-11-14T00:52:58.3Z,2,REGULAR,freethrow,1 of 1,[],1626167,,,1610612754,61,41,2021-11-14T00:52:58Z,2490000,,,0,,M. Turner Free Throw 1 of 1 (11 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
251,PT03M43.00S,2021-11-14T00:53:19.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201980,9.411957950065702,44.11764705882353,1610612755,61,41,2021-11-14T00:53:27Z,2500000,29.0,36.0,1,left,MISS D. Green Jump Shot - blocked,"[201980, 1626167]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,4.65,Missed,,,,,,,,,,Turner,1626167.0,,,,,
252,PT03M43.00S,2021-11-14T00:53:19.9Z,2,REGULAR,block,,[],1626167,,,1610612755,61,41,2021-11-14T00:53:24Z,2510000,,,0,,M. Turner BLOCK (4 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M42.00S,2021-11-14T00:53:20.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,61,41,2021-11-14T00:53:27Z,2520000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,251.0,,,,,,,,,,,
254,PT03M42.00S,2021-11-14T00:53:26.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,61,41,2021-11-14T00:53:26Z,2530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M40.00S,2021-11-14T00:53:41.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612755,61,41,2021-11-14T00:55:07Z,2540000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Harris 2 FT),"[203200, 202699]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,1628951.0,,,1.0,0.0,Harris,202699.0,
257,PT03M40.00S,2021-11-14T00:53:56.3Z,2,REGULAR,instantreplay,request,[],0,,,1610612755,61,41,2021-11-14T00:55:15Z,2560000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,202041.0,,,,,,,Foul occurred prior to expiration of time
258,PT03M40.00S,2021-11-14T00:55:21.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202699,,,1610612755,61,42,2021-11-14T00:55:41Z,2570000,,,0,,T. Harris Free Throw 1 of 2 (20 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
259,PT03M40.00S,2021-11-14T00:55:21.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202699,,,1610612755,61,43,2021-11-14T00:55:41Z,2580000,,,0,,T. Harris Free Throw 2 of 2 (21 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
260,PT03M28.00S,2021-11-14T00:55:49.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,81.42247043363994,51.225490196078425,1610612754,63,43,2021-11-14T00:55:57Z,2590000,6.0,122.0,1,right,M. Turner 12' Jump Shot (13 PTS) (M. Brogdon 5 AST),"[1626167, 1627763]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,12.23,Made,13.0,M. Brogdon,1627763.0,5.0,,,,,,,,,,,,
262,PT03M04.00S,2021-11-14T00:56:13.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.748357424441524,35.53921568627451,1610612755,63,45,2021-11-14T00:56:17Z,2610000,72.0,77.0,1,left,T. Harris 10' turnaround Jump Shot (23 PTS),[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,,,,10.54,Made,23.0,,,,,,,,,,,,,,,
263,PT02M42.00S,2021-11-14T00:56:36.1Z,2,REGULAR,3pt,Jump Shot,[],1627763,87.72996057818659,3.9215686274509802,1610612754,63,45,2021-11-14T00:56:41Z,2620000,-230.0,63.0,1,right,MISS M. Brogdon 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,23.88,Missed,,,,,,,,,,,,,,,,
264,PT02M38.00S,2021-11-14T00:56:40.1Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,63,45,2021-11-14T00:56:41Z,2630000,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,263.0,4.0,2.0,2.0,,,,,,,,
265,PT02M32.00S,2021-11-14T00:56:46.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201980,6.783837056504599,4.901960784313726,1610612755,63,48,2021-11-14T00:56:55Z,2640000,225.0,11.0,1,left,D. Green 3PT  (3 PTS) (T. Harris 2 AST),"[201980, 202699]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,22.58,Made,3.0,T. Harris,202699.0,2.0,,,,,,,,,,,,
267,PT02M31.00S,2021-11-14T00:56:59.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612754,63,48,2021-11-14T00:56:59Z,2660000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M31.00S,2021-11-14T00:57:56.4Z,2,REGULAR,substitution,out,[],1630537,,,1610612754,63,48,2021-11-14T00:58:24Z,2670000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M31.00S,2021-11-14T00:57:56.4Z,2,REGULAR,substitution,out,[],1627747,,,1610612754,63,48,2021-11-14T00:58:24Z,2680000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
