actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
17,PT10M29.00S,2021-11-14T00:12:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,17.95335085413929,40.931372549019606,1610612755,4,7,2021-11-14T00:12:32Z,170000,45.0,116.0,1,left,T. Maxey 12' driving floating Jump Shot (2 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,,,,12.48,Made,2.0,,,,,,,,,,,,,,,
18,PT10M11.00S,2021-11-14T00:12:44.4Z,1,REGULAR,2pt,Jump Shot,[],1627747,90.62089356110381,74.75490196078431,1610612754,4,7,2021-11-14T00:12:50Z,180000,124.0,36.0,1,right,MISS C. LeVert 12' driving floating Shot,[1627747],1610612754.0,IND,driving floating,,,LeVert,C. LeVert,,,,,,,,12.88,Missed,,,,,,,,,,,,,,,,
19,PT10M09.00S,2021-11-14T00:12:46.4Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,4,7,2021-11-14T00:12:50Z,190000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,
20,PT10M02.00S,2021-11-14T00:12:54.9Z,1,REGULAR,3pt,Jump Shot,[],202699,30.436925098554536,38.48039215686275,1610612755,4,10,2021-11-14T00:12:59Z,200000,58.0,234.0,1,left,T. Harris 24' 3PT  (6 PTS) (T. Maxey 1 AST),"[202699, 1630178]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,24.06,Made,6.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,
22,PT09M48.00S,2021-11-14T00:13:07.6Z,1,REGULAR,2pt,Jump Shot,[],1627734,81.15965834428384,30.637254901960787,1610612754,6,10,2021-11-14T00:13:11Z,220000,-97.0,125.0,1,right,D. Sabonis 15' Jump Shot (4 PTS) (M. Brogdon 1 AST),"[1627734, 1627763]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,15.78,Made,4.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,,
24,PT09M31.00S,2021-11-14T00:13:24.3Z,1,REGULAR,2pt,Jump Shot,[],203552,9.674770039421814,87.99019607843137,1610612755,6,10,2021-11-14T00:13:29Z,240000,-190.0,38.0,1,left,MISS S. Curry 19' step back Shot,[203552],1610612755.0,PHI,step back,,,Curry,S. Curry,,,,,,,,19.38,Missed,,,,,,,,,,,,,,,,
25,PT09M29.00S,2021-11-14T00:13:26.3Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612754,6,10,2021-11-14T00:13:29Z,250000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,
26,PT09M10.00S,2021-11-14T00:13:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,93.24901445466492,53.67647058823529,1610612754,8,10,2021-11-14T00:13:52Z,260000,18.0,11.0,1,right,M. Turner Layup (2 PTS) (C. Duarte 1 AST),"[1626167, 1630537]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,2.14,Made,2.0,C. Duarte,1630537.0,1.0,,,,,,,,,,,,
28,PT08M57.00S,2021-11-14T00:13:58.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.389618922470433,52.450980392156865,1610612755,8,12,2021-11-14T00:14:01Z,280000,-12.0,8.0,1,left,T. Harris cutting finger roll Layup (8 PTS) (T. Maxey 2 AST),"[202699, 1630178]",1610612755.0,PHI,cutting finger roll,,,Harris,T. Harris,,,,,,,,1.45,Made,8.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,
30,PT08M49.00S,2021-11-14T00:14:06.5Z,1,REGULAR,turnover,bad pass,[],1630537,,,1610612754,8,12,2021-11-14T00:14:09Z,300000,,,0,,C. Duarte bad pass TURNOVER (1 TO),"[1630537, 201980]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,1.0,Green,201980.0,,,,,,,,,,,,,,,,,,
31,PT08M49.00S,2021-11-14T00:14:06.5Z,1,REGULAR,steal,,[],201980,,,1610612755,8,12,2021-11-14T00:14:08Z,310000,,,0,,D. Green STEAL (1 STL),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT08M42.00S,2021-11-14T00:14:13.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,7.440867279894875,49.50980392156863,1610612755,8,14,2021-11-14T00:14:19Z,320000,2.0,17.0,1,left,T. Maxey running finger roll Layup (4 PTS),[1630178],1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,,,,1.76,Made,4.0,,,,,,,,,,,,,,,
33,PT08M40.00S,2021-11-14T00:14:23.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,8,14,2021-11-14T00:14:23Z,330000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M24.00S,2021-11-14T00:17:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.19776609724047,46.568627450980394,1610612754,10,14,2021-11-14T00:17:35Z,340000,-17.0,21.0,1,right,D. Sabonis Layup (6 PTS) (M. Brogdon 2 AST),"[1627734, 1627763]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,2.7,Made,6.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,,,
36,PT08M02.00S,2021-11-14T00:17:53.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203083,7.835085413929041,46.32352941176471,1610612755,10,14,2021-11-14T00:17:59Z,360000,18.0,21.0,1,left,MISS A. Drummond turnaround Hook,[203083],1610612755.0,PHI,turnaround,,,Drummond,A. Drummond,,,,,,,,2.8,Missed,,,,,,,,,,,,,,,,
37,PT08M00.00S,2021-11-14T00:17:55.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,10,14,2021-11-14T00:17:59Z,370000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,
38,PT07M48.00S,2021-11-14T00:18:07.5Z,1,REGULAR,2pt,Jump Shot,[],1627763,78.13731931668858,53.18627450980392,1610612754,10,14,2021-11-14T00:18:12Z,380000,16.0,153.0,1,right,MISS M. Brogdon 15' floating Shot,[1627763],1610612754.0,IND,floating,,,Brogdon,M. Brogdon,,,,,,,,15.38,Missed,,,,,,,,,,,,,,,,
39,PT07M45.00S,2021-11-14T00:18:10.5Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612754,10,14,2021-11-14T00:18:12Z,390000,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,38.0,2.0,1.0,1.0,,,,,,,,
40,PT07M39.00S,2021-11-14T00:18:18.5Z,1,REGULAR,turnover,out-of-bounds,[],1627747,,,1610612754,10,14,2021-11-14T00:18:24Z,400000,,,0,,C. LeVert lost ball out-of-bounds TURNOVER (1 TO),[1627747],1610612754.0,IND,lost ball,,,LeVert,C. LeVert,,,,,1.0,,,,,,,,,,,,,1628951.0,,,,,,,
41,PT07M25.00S,2021-11-14T00:18:37.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,10.200394218134035,52.450980392156865,1610612755,10,14,2021-11-14T00:18:42Z,410000,-12.0,43.0,1,left,MISS T. Maxey driving finger roll Layup - blocked,"[1630178, 1626167]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,,,,4.51,Missed,,,,,,,,,,Turner,1626167.0,,,,,
42,PT07M25.00S,2021-11-14T00:18:37.1Z,1,REGULAR,block,,[],1626167,,,1610612755,10,14,2021-11-14T00:18:39Z,420000,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M22.00S,2021-11-14T00:18:40.1Z,1,REGULAR,rebound,offensive,[],203552,,,1610612755,10,14,2021-11-14T00:18:42Z,430000,,,0,,S. Curry REBOUND (Off:1 Def:0),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,41.0,1.0,0.0,1.0,,,,,,,,
44,PT07M17.00S,2021-11-14T00:18:45.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202699,31.882391590013142,40.19607843137255,1610612755,10,14,2021-11-14T00:18:49Z,440000,49.0,247.0,1,left,MISS T. Harris 25' step back 3PT,[202699],1610612755.0,PHI,step back,,,Harris,T. Harris,,,,,,,,25.2,Missed,,,,,,,,,,,,,,,,
45,PT07M14.00S,2021-11-14T00:18:48.6Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612754,10,14,2021-11-14T00:18:49Z,450000,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,
46,PT07M04.00S,2021-11-14T00:18:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.77463863337714,52.94117647058824,1610612754,12,14,2021-11-14T00:19:02Z,460000,15.0,6.0,1,right,C. LeVert driving Layup (2 PTS) (D. Sabonis 1 AST),"[1627747, 1627734]",1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,,,,1.59,Made,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,
48,PT06M52.00S,2021-11-14T00:19:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,9.411957950065702,53.92156862745098,1610612755,12,14,2021-11-14T00:19:14Z,480000,-20.0,36.0,1,left,MISS T. Harris driving floating Shot,[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,,,,4.1,Missed,,,,,,,,,,,,,,,,
49,PT06M50.00S,2021-11-14T00:19:12.7Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,12,14,2021-11-14T00:19:12Z,490000,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,48.0,1.0,0.0,1.0,,,,,,,,
50,PT06M45.00S,2021-11-14T00:19:16.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203083,9.280551905387648,56.127450980392155,1610612755,12,16,2021-11-14T00:19:24Z,500000,-31.0,35.0,1,left,A. Drummond Jump Shot (2 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,4.63,Made,2.0,,,,,,,,,,,,,,,
51,PT06M24.00S,2021-11-14T00:19:37.5Z,1,REGULAR,3pt,Jump Shot,[],1627734,68.28186596583443,31.862745098039213,1610612754,15,16,2021-11-14T00:19:46Z,510000,-91.0,246.0,1,right,D. Sabonis 26' 3PT  (9 PTS) (C. LeVert 2 AST),"[1627734, 1627747]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,26.19,Made,9.0,C. LeVert,1627747.0,2.0,,,,,,,,,,,,
53,PT06M06.00S,2021-11-14T00:19:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,7.046649145860711,55.63725490196079,1610612755,15,16,2021-11-14T00:20:01Z,530000,-28.0,14.0,1,left,MISS A. Drummond reverse Layup,[203083],1610612755.0,PHI,reverse,,,Drummond,A. Drummond,,,,,,,,3.14,Missed,,,,,,,,,,,,,,,,
54,PT06M05.00S,2021-11-14T00:19:56.1Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612754,15,16,2021-11-14T00:20:01Z,540000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,53.0,2.0,2.0,0.0,,,,,,,,
55,PT06M01.00S,2021-11-14T00:20:00.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627734,94.30026281208936,49.26470588235294,1610612754,17,16,2021-11-14T00:20:07Z,550000,-4.0,1.0,1,right,D. Sabonis alley-oop DUNK (11 PTS) (C. Duarte 2 AST),"[1627734, 1630537]",1610612754.0,IND,alley-oop,,,Sabonis,D. Sabonis,,,,,,,,0.39,Made,11.0,C. Duarte,1630537.0,2.0,,,,,,,,,,,,
57,PT05M37.00S,2021-11-14T00:20:25.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,12.040078843626807,50.245098039215684,1610612755,17,16,2021-11-14T00:20:30Z,570000,-1.0,61.0,1,left,MISS T. Harris 6' turnaround fadeaway Shot,[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,,,,6.07,Missed,,,,,,,,,,,,,,,,
58,PT05M35.00S,2021-11-14T00:20:27.0Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612754,17,16,2021-11-14T00:20:30Z,580000,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,
59,PT05M30.00S,2021-11-14T00:20:31.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626167,93.51182654402102,45.83333333333333,1610612754,19,16,2021-11-14T00:20:37Z,590000,-21.0,8.0,1,right,M. Turner reverse Layup (4 PTS) (M. Brogdon 3 AST),"[1626167, 1627763]",1610612754.0,IND,reverse,,,Turner,M. Turner,,,,,,,,2.25,Made,4.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,,,
61,PT05M10.00S,2021-11-14T00:20:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,5.732588699080158,52.94117647058824,1610612755,19,18,2021-11-14T00:20:57Z,610000,-15.0,1.0,1,left,T. Harris driving finger roll Layup (10 PTS) (A. Drummond 1 AST),"[202699, 203083]",1610612755.0,PHI,driving finger roll,,,Harris,T. Harris,,,,,,,,1.48,Made,10.0,A. Drummond,203083.0,1.0,,,,,,,,,,,,
63,PT04M50.00S,2021-11-14T00:21:15.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,19,18,2021-11-14T00:21:15Z,630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT04M50.00S,2021-11-14T00:21:16.5Z,1,REGULAR,substitution,out,[],1630537,,,1610612754,19,18,2021-11-14T00:21:31Z,640000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT04M50.00S,2021-11-14T00:21:16.5Z,1,REGULAR,substitution,out,[],1627747,,,1610612754,19,18,2021-11-14T00:21:31Z,650000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT04M50.00S,2021-11-14T00:21:16.5Z,1,REGULAR,substitution,out,[],1627734,,,1610612754,19,18,2021-11-14T00:21:31Z,660000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT04M50.00S,2021-11-14T00:21:16.5Z,1,REGULAR,substitution,in,[],203200,,,1610612754,19,18,2021-11-14T00:21:31Z,670000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT04M50.00S,2021-11-14T00:21:16.5Z,1,REGULAR,substitution,in,[],204456,,,1610612754,19,18,2021-11-14T00:21:31Z,680000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT04M50.00S,2021-11-14T00:21:16.5Z,1,REGULAR,substitution,in,[],1628470,,,1610612754,19,18,2021-11-14T00:21:31Z,690000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M48.00S,2021-11-14T00:21:37.2Z,1,REGULAR,3pt,Jump Shot,[],203200,92.72339027595268,94.85294117647058,1610612754,22,18,2021-11-14T00:21:41Z,700000,224.0,16.0,1,right,J. Holiday 3PT  (3 PTS) (T. McConnell 1 AST),"[203200, 204456]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,22.49,Made,3.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,
72,PT04M27.00S,2021-11-14T00:21:58.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,6.258212877792378,53.92156862745098,1610612755,22,18,2021-11-14T00:22:03Z,720000,-20.0,6.0,1,left,MISS A. Drummond driving finger roll Layup - blocked,"[203083, 1626167]",1610612755.0,PHI,driving finger roll,,,Drummond,A. Drummond,,,,,,,,2.06,Missed,,,,,,,,,,Turner,1626167.0,,,,,
73,PT04M27.00S,2021-11-14T00:21:58.5Z,1,REGULAR,block,,[],1626167,,,1610612755,22,18,2021-11-14T00:22:00Z,730000,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M23.00S,2021-11-14T00:22:02.5Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612754,22,18,2021-11-14T00:22:03Z,740000,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,72.0,3.0,3.0,0.0,,,,,,,,
75,PT04M20.00S,2021-11-14T00:22:04.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627763,91.80354796320631,57.84313725490197,1610612754,24,18,2021-11-14T00:22:40Z,750000,39.0,25.0,1,right,M. Brogdon running pullup Jump Shot (2 PTS),[1627763],1610612754.0,IND,running pullup,,,Brogdon,M. Brogdon,,,,,,,,4.62,Made,2.0,,,,,,,,,,,,,,,
76,PT04M20.00S,2021-11-14T00:22:14.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,24,18,2021-11-14T00:22:14Z,760000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M20.00S,2021-11-14T00:24:08.1Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,24,18,2021-11-14T00:24:29Z,770000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M20.00S,2021-11-14T00:24:08.1Z,1,REGULAR,substitution,out,[],203083,,,1610612755,24,18,2021-11-14T00:24:29Z,780000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M20.00S,2021-11-14T00:24:08.1Z,1,REGULAR,substitution,out,[],201980,,,1610612755,24,18,2021-11-14T00:24:29Z,790000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M20.00S,2021-11-14T00:24:08.1Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,24,18,2021-11-14T00:24:29Z,800000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M20.00S,2021-11-14T00:24:08.1Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,24,18,2021-11-14T00:24:29Z,810000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M20.00S,2021-11-14T00:24:08.1Z,1,REGULAR,substitution,in,[],1627788,,,1610612755,24,18,2021-11-14T00:24:29Z,820000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT03M58.00S,2021-11-14T00:25:25.8Z,1,REGULAR,2pt,Jump Shot,[],1629003,14.799605781865965,66.17647058823529,1610612755,24,18,2021-11-14T00:25:29Z,830000,-81.0,87.0,1,left,MISS S. Milton 11' fadeaway Shot,[1629003],1610612755.0,PHI,fadeaway,,,Milton,S. Milton,,,,,,,,11.85,Missed,,,,,,,,,,,,,,,,
84,PT03M55.00S,2021-11-14T00:25:28.8Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612754,24,18,2021-11-14T00:25:29Z,840000,,,0,,M. Brogdon REBOUND (Off:0 Def:4),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,83.0,4.0,4.0,0.0,,,,,,,,
85,PT03M50.00S,2021-11-14T00:25:33.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627763,90.88370565045992,46.07843137254902,1610612754,24,18,2021-11-14T00:25:42Z,850000,-20.0,33.0,1,right,MISS M. Brogdon running finger roll Layup,[1627763],1610612754.0,IND,running finger roll,,,Brogdon,M. Brogdon,,,,,,,,3.86,Missed,,,,,,,,,,,,,,,,
86,PT03M49.00S,2021-11-14T00:25:34.3Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,24,18,2021-11-14T00:25:42Z,860000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,85.0,3.0,3.0,0.0,,,,,,,,
87,PT03M45.00S,2021-11-14T00:25:41.3Z,1,REGULAR,foul,offensive,[],202699,,,1610612755,24,18,2021-11-14T00:25:54Z,870000,,,0,,T. Harris charge offensive FOUL (1 PF),"[202699, 1628470]",1610612755.0,PHI,charge,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,1628951.0,,,1.0,0.0,Craig,1628470.0,
89,PT03M45.00S,2021-11-14T00:25:41.3Z,1,REGULAR,turnover,offensive foul,[],202699,,,1610612755,24,18,2021-11-14T00:25:41Z,890000,,,0,,T. Harris offensive foul TURNOVER (2 TO),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,2.0,,,,,,,,,,,,,1628951.0,,,,,,,
