actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
25,PT09M27.00S,2021-12-02T00:13:36.0Z,1,REGULAR,3pt,Jump Shot,[],1627747,91.01511169513797,94.6078431372549,1610612754,7,8,2021-12-02T00:13:40Z,250000,223.0,32.0,1,right,MISS C. LeVert 3PT,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,22.53,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M23.00S,2021-12-02T00:13:40.0Z,1,REGULAR,rebound,defensive,[],1627789,,,1610612737,7,8,2021-12-02T00:13:40Z,260000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:0 Def:1),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,
27,PT09M10.00S,2021-12-02T00:13:52.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,9.543363994743759,43.13725490196079,1610612737,7,10,2021-12-02T00:13:57Z,270000,34.0,37.0,1,left,C. Capela turnaround Hook (2 PTS) (J. Collins 1 AST),"[203991, 1628381]",1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,5.06,Made,2.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,,,
29,PT08M55.00S,2021-12-02T00:14:07.7Z,1,REGULAR,3pt,Jump Shot,[],1626167,68.41327201051249,64.2156862745098,1610612754,10,10,2021-12-02T00:14:33Z,290000,71.0,244.0,1,right,M. Turner 25' 3PT  (3 PTS) (D. Sabonis 2 AST),"[1626167, 1627734]",1610612754.0,IND,,,,Turner,M. Turner,,,,,25.45,Made,3.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,,
31,PT08M42.00S,2021-12-02T00:14:20.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,18.2161629434954,49.26470588235294,1610612737,10,12,2021-12-02T00:14:29Z,310000,4.0,119.0,1,left,K. Huerter 11' driving floating Jump Shot (4 PTS),[1628989],1610612737.0,ATL,driving floating,,,Huerter,K. Huerter,,,,,11.88,Made,4.0,,,,,,,,,,,,,,,,,,
32,PT08M25.00S,2021-12-02T00:14:36.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,88.91261498028909,36.51960784313725,1610612754,10,12,2021-12-02T00:14:42Z,320000,-67.0,52.0,1,right,MISS M. Brogdon 8' driving floating bank Shot,[1627763],1610612754.0,IND,driving floating bank,,,Brogdon,M. Brogdon,,,,,8.49,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M23.00S,2021-12-02T00:14:38.9Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,10,12,2021-12-02T00:14:42Z,330000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,32.0,2.0,2.0,0.0,,,,,
34,PT08M12.00S,2021-12-02T00:14:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,7.440867279894875,46.07843137254902,1610612737,10,12,2021-12-02T00:14:55Z,340000,20.0,17.0,1,left,MISS J. Collins cutting finger roll Layup - blocked,"[1628381, 1626167]",1610612737.0,ATL,cutting finger roll,,,Collins,J. Collins,,,,,2.62,Missed,,,,,,,,,,,,,,,Turner,1626167.0,,,
35,PT08M12.00S,2021-12-02T00:14:50.8Z,1,REGULAR,block,,[],1626167,,,1610612737,10,12,2021-12-02T00:14:53Z,350000,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M08.00S,2021-12-02T00:14:54.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,10,12,2021-12-02T00:14:55Z,360000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,
37,PT08M05.00S,2021-12-02T00:14:57.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626167,69.33311432325887,17.647058823529413,1610612754,10,12,2021-12-02T00:15:10Z,370000,-162.0,236.0,1,right,MISS M. Turner 28' running 3PT,[1626167],1610612754.0,IND,running,,,Turner,M. Turner,,,,,28.6,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M01.00S,2021-12-02T00:15:01.8Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,10,12,2021-12-02T00:15:10Z,380000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,
39,PT07M53.00S,2021-12-02T00:15:09.4Z,1,REGULAR,2pt,Jump Shot,[],1629027,23.99802890932983,48.03921568627451,1610612737,10,14,2021-12-02T00:15:15Z,390000,10.0,173.0,1,left,T. Young 17' pullup Jump Shot (2 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,17.34,Made,2.0,,,,,,,,,,,,,,,,,,
40,PT07M39.00S,2021-12-02T00:15:24.3Z,1,REGULAR,3pt,Jump Shot,[],1627734,74.45795006570303,82.35294117647058,1610612754,13,14,2021-12-02T00:15:28Z,400000,162.0,188.0,1,right,D. Sabonis 24' 3PT  (6 PTS) (M. Brogdon 1 AST),"[1627734, 1627763]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,24.77,Made,6.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,,,,,
42,PT07M24.00S,2021-12-02T00:15:38.6Z,1,REGULAR,3pt,Jump Shot,[],1627789,23.209592641261498,88.23529411764706,1610612737,13,14,2021-12-02T00:15:43Z,420000,-191.0,166.0,1,left,MISS T. Luwawu-Cabarrot 25' 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,,
43,PT07M21.00S,2021-12-02T00:15:41.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,13,14,2021-12-02T00:15:43Z,430000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,42.0,2.0,2.0,0.0,,,,,
44,PT07M08.00S,2021-12-02T00:15:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,93.64323258869908,47.30392156862745,1610612754,15,14,2021-12-02T00:15:58Z,440000,-13.0,7.0,1,right,D. Sabonis Layup (8 PTS) (C. LeVert 1 AST),"[1627734, 1627747]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,1.53,Made,8.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,,,,,
46,PT06M55.00S,2021-12-02T00:16:07.2Z,1,REGULAR,3pt,Jump Shot,[],1629027,33.722076215505915,72.30392156862744,1610612737,15,17,2021-12-02T00:16:19Z,460000,-112.0,264.0,1,left,T. Young 28' 3PT pullup (5 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,28.7,Made,5.0,,,,,,,,,,,,,,,,,,
47,PT06M55.00S,2021-12-02T00:16:15.9Z,1,REGULAR,foul,personal,['1freethrow'],1630537,,,1610612737,15,17,2021-12-02T00:16:21Z,470000,,,0,,C. Duarte shooting personal FOUL (1 PF) (Young 1 FT),"[1630537, 1629027]",1610612754.0,IND,shooting,,,Duarte,C. Duarte,,,,,,,,,,,1628484.0,1.0,0.0,Young,1629027.0,,,,,,,,,,
49,PT06M55.00S,2021-12-02T00:16:24.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,15,17,2021-12-02T00:19:57Z,490000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M55.00S,2021-12-02T00:18:37.6Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,15,17,2021-12-02T00:19:57Z,500000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M55.00S,2021-12-02T00:18:37.6Z,1,REGULAR,substitution,in,[],201568,,,1610612737,15,17,2021-12-02T00:19:57Z,510000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M55.00S,2021-12-02T00:19:20.5Z,1,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,15,18,2021-12-02T00:19:20Z,520000,,,0,,T. Young Free Throw 1 of 1 (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
54,PT06M46.00S,2021-12-02T00:19:33.3Z,1,REGULAR,turnover,out-of-bounds,[],1630537,,,1610612754,15,18,2021-12-02T00:19:39Z,530000,,,0,,C. Duarte lost ball out-of-bounds TURNOVER (1 TO),[1630537],1610612754.0,IND,lost ball,,,Duarte,C. Duarte,,,,,,,,,,,1146.0,,,,,1.0,,,,,,,,,
55,PT06M33.00S,2021-12-02T00:19:55.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203991,6.652431011826544,54.65686274509803,1610612737,15,18,2021-12-02T00:19:59Z,540000,-23.0,10.0,1,left,MISS C. Capela alley-oop Layup,[203991],1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,2.54,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M31.00S,2021-12-02T00:19:57.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,15,18,2021-12-02T00:19:59Z,550000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,55.0,3.0,3.0,0.0,,,,,
57,PT06M26.00S,2021-12-02T00:20:01.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627763,94.43166885676742,4.411764705882353,1610612754,18,18,2021-12-02T00:20:09Z,560000,-228.0,0.0,1,right,M. Brogdon 3PT running (5 PTS) (C. LeVert 2 AST),"[1627763, 1627747]",1610612754.0,IND,running,,,Brogdon,M. Brogdon,,,,,22.79,Made,5.0,C. LeVert,1627747.0,2.0,,,,,,,,,,,,,,,
80,PT06M11.00S,2021-12-02T00:20:17.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,9.017739816031538,48.529411764705884,1610612737,18,18,2021-12-02T00:36:56Z,585000,7.0,32.0,1,left,MISS T. Young floating Shot,[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,3.31,Missed,,,,,,,,,,,,,,,,,,,
81,PT06M11.00S,2021-12-02T00:20:17.3Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612754,18,18,2021-12-02T00:26:34Z,592500,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,80.0,2.0,2.0,0.0,,,,,
61,PT06M05.00S,2021-12-02T00:20:32.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630537,80.6340341655716,51.225490196078425,1610612754,20,18,2021-12-02T00:24:21Z,600000,6.0,130.0,1,right,C. Duarte 12' running pullup Jump Shot (2 PTS) (M. Brogdon 2 AST),"[1630537, 1627763]",1610612754.0,IND,running pullup,,,Duarte,C. Duarte,,,,,12.96,Made,2.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,,,,,,
63,PT05M50.00S,2021-12-02T00:20:37.9Z,1,REGULAR,3pt,Jump Shot,[],1628989,31.09395532194481,67.8921568627451,1610612737,20,21,2021-12-02T00:22:20Z,620000,-89.0,240.0,1,left,K. Huerter 25' 3PT step back (7 PTS),[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,25.6,Made,7.0,,,,,,,,,,,,,,,,,,
64,PT05M34.00S,2021-12-02T00:20:53.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,93.51182654402102,36.27450980392157,1610612754,22,21,2021-12-02T00:31:22Z,630000,-69.0,8.0,1,right,C. Duarte 6' driving floating Jump Shot (4 PTS),[1630537],1610612754.0,IND,driving floating,,,Duarte,C. Duarte,,,,,6.91,Made,4.0,,,,,,,,,,,,,,,,,,
65,PT05M27.00S,2021-12-02T00:20:59.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,7.30946123521682,53.92156862745098,1610612737,22,23,2021-12-02T00:21:06Z,640000,-20.0,16.0,1,left,K. Huerter alley-oop Layup (9 PTS) (T. Young 2 AST),"[1628989, 1629027]",1610612737.0,ATL,alley-oop,,,Huerter,K. Huerter,,,,,2.54,Made,9.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,,
67,PT05M13.00S,2021-12-02T00:21:15.0Z,1,REGULAR,2pt,Jump Shot,[],1627747,89.30683311432325,21.568627450980394,1610612754,22,23,2021-12-02T00:21:36Z,660000,-142.0,48.0,1,right,MISS C. LeVert 15' pullup Shot,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,15.01,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M13.00S,2021-12-02T00:21:18.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,22,23,2021-12-02T00:21:18Z,670000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,
69,PT05M13.00S,2021-12-02T00:21:18.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,22,23,2021-12-02T00:21:19Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M13.00S,2021-12-02T00:21:19.4Z,1,REGULAR,substitution,out,[],1627747,,,1610612737,22,23,2021-12-02T00:21:26Z,690000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M13.00S,2021-12-02T00:21:19.4Z,1,REGULAR,substitution,out,[],1627789,,,1610612737,22,23,2021-12-02T00:21:26Z,700000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M13.00S,2021-12-02T00:21:19.4Z,1,REGULAR,substitution,in,[],204456,,,1610612737,22,23,2021-12-02T00:21:26Z,710000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M13.00S,2021-12-02T00:21:19.4Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,22,23,2021-12-02T00:21:26Z,720000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M56.00S,2021-12-02T00:21:48.6Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612737,22,23,2021-12-02T00:31:28Z,730000,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1630537]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,1.0,,,,,,,Duarte,1630537.0,
75,PT04M56.00S,2021-12-02T00:21:48.6Z,1,REGULAR,steal,,[],1630537,,,1610612754,22,23,2021-12-02T00:21:50Z,740000,,,0,,C. Duarte STEAL (1 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M38.00S,2021-12-02T00:22:07.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630537,92.19776609724047,5.147058823529411,1610612754,25,23,2021-12-02T00:22:36Z,750000,-224.0,21.0,1,right,C. Duarte 3PT  (7 PTS) (M. Brogdon 3 AST),"[1630537, 1627763]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,22.53,Made,7.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,,,,,,
78,PT04M18.00S,2021-12-02T00:22:26.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,11.908672798948752,50.73529411764706,1610612737,25,23,2021-12-02T00:22:40Z,770000,-4.0,59.0,1,left,MISS C. Capela Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,5.95,Missed,,,,,,,,,,,,,,,,,,,
79,PT04M16.00S,2021-12-02T00:22:29.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,25,23,2021-12-02T00:22:29Z,780000,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,78.0,4.0,4.0,0.0,,,,,
82,PT04M04.00S,2021-12-02T00:22:41.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,86.94152431011827,48.529411764705884,1610612754,27,23,2021-12-02T00:22:46Z,790000,-7.0,70.0,1,right,M. Brogdon 7' driving floating Jump Shot (7 PTS),[1627763],1610612754.0,IND,driving floating,,,Brogdon,M. Brogdon,,,,,7.06,Made,7.0,,,,,,,,,,,,,,,,,,
83,PT03M57.00S,2021-12-02T00:22:51.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,27,23,2021-12-02T00:22:51Z,800000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M57.00S,2021-12-02T00:24:42.8Z,1,REGULAR,substitution,out,[],1630537,,,1610612737,27,23,2021-12-02T00:25:39Z,810000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M57.00S,2021-12-02T00:24:42.8Z,1,REGULAR,substitution,out,[],1627734,,,1610612737,27,23,2021-12-02T00:25:39Z,820000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M57.00S,2021-12-02T00:24:42.8Z,1,REGULAR,substitution,out,[],203991,,,1610612737,27,23,2021-12-02T00:25:39Z,830000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M57.00S,2021-12-02T00:24:42.8Z,1,REGULAR,substitution,in,[],1628470,,,1610612737,27,23,2021-12-02T00:25:39Z,840000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M57.00S,2021-12-02T00:24:42.8Z,1,REGULAR,substitution,in,[],203087,,,1610612737,27,23,2021-12-02T00:25:39Z,850000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M57.00S,2021-12-02T00:24:42.8Z,1,REGULAR,substitution,in,[],1628381,,,1610612737,27,23,2021-12-02T00:25:39Z,860000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M42.00S,2021-12-02T00:26:11.7Z,1,REGULAR,foul,personal,[],1628470,,,1610612737,27,23,2021-12-02T00:26:20Z,870000,,,0,,T. Craig personal FOUL (1 PF),"[1628470, 1628381]",1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,1146.0,1.0,0.0,Collins,1628381.0,,,,,,,,,,
92,PT03M35.00S,2021-12-02T00:26:36.3Z,1,REGULAR,3pt,Jump Shot,[],1629027,33.98488830486202,28.186274509803923,1610612737,27,26,2021-12-02T00:26:42Z,890000,109.0,267.0,1,left,T. Young 28' 3PT step back (9 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,28.84,Made,9.0,,,,,,,,,,,,,,,,,,
93,PT03M19.00S,2021-12-02T00:26:51.4Z,1,REGULAR,2pt,Jump Shot,[],203087,76.82325886990802,62.99019607843137,1610612754,27,26,2021-12-02T00:26:57Z,900000,65.0,165.0,1,right,MISS J. Lamb 17' pullup Shot,[203087],1610612754.0,IND,pullup,,,Lamb,J. Lamb,,,,,17.77,Missed,,,,,,,,,,,,,,,,,,,
