actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
177,PT11M14.00S,2021-12-17T00:40:12.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203585,5.995400788436268,54.90196078431373,1610612765,32,31,2021-12-17T00:40:17Z,1770000,-25.0,4.0,1,left,MISS R. McGruder running Layup - blocked,"[203585, 203087]",1610612765.0,DET,running,,,McGruder,R. McGruder,,,,,,,,,,Missed,,2.48,,,,,,,,,,,Lamb,203087.0,
178,PT11M14.00S,2021-12-17T00:40:12.4Z,2,REGULAR,block,,[],203087,,,1610612765,32,31,2021-12-17T00:40:15Z,1780000,,,0,,J. Lamb BLOCK (1 BLK),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M11.00S,2021-12-17T00:40:15.4Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612754,32,31,2021-12-17T00:40:17Z,1790000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,
180,PT11M05.00S,2021-12-17T00:40:22.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627747,91.5407358738502,48.77450980392157,1610612754,34,31,2021-12-17T00:40:32Z,1800000,-6.0,27.0,1,right,C. LeVert running Layup (6 PTS) (J. Lamb 1 AST),"[1627747, 203087]",1610612754.0,IND,running,,,LeVert,C. LeVert,,,,,,,,,,Made,6.0,2.77,,,,,J. Lamb,203087.0,1.0,,,,,,
182,PT10M49.00S,2021-12-17T00:40:38.7Z,2,REGULAR,3pt,Jump Shot,[],1630587,22.946780551905388,12.254901960784313,1610612765,34,31,2021-12-17T00:40:42Z,1820000,189.0,163.0,1,left,MISS I. Livers 24' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,Missed,,24.95,,,,,,,,,,,,,
183,PT10M46.00S,2021-12-17T00:40:41.7Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,34,31,2021-12-17T00:40:42Z,1830000,,,0,,D. Sabonis REBOUND (Off:0 Def:5),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,182.0,5.0,5.0,0.0,,,,,,,,,
184,PT10M34.00S,2021-12-17T00:40:53.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.59198423127464,51.71568627450981,1610612754,36,31,2021-12-17T00:40:56Z,1840000,9.0,17.0,1,right,D. Sabonis alley-oop Layup (6 PTS) (C. Duarte 1 AST),"[1627734, 1630537]",1610612754.0,IND,alley-oop,,,Sabonis,D. Sabonis,,,,,,,,,,Made,6.0,1.91,,,,,C. Duarte,1630537.0,1.0,,,,,,
186,PT10M17.00S,2021-12-17T00:41:12.5Z,2,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612765,36,31,2021-12-17T00:41:19Z,1860000,,,0,,T. Craig shooting personal FOUL (1 PF) (Lyles 2 FT),"[1628470, 1626168]",1610612754.0,IND,shooting,,,Craig,T. Craig,,,,,202041.0,1.0,0.0,Lyles,1626168.0,,,,,,,,,,,,,,,,
188,PT10M17.00S,2021-12-17T00:41:43.4Z,2,REGULAR,freethrow,1 of 2,[],1626168,,,1610612765,36,32,2021-12-17T00:41:43Z,1880000,,,0,,T. Lyles Free Throw 1 of 2 (3 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
189,PT10M17.00S,2021-12-17T00:42:00.3Z,2,REGULAR,freethrow,2 of 2,[],1626168,,,1610612765,36,33,2021-12-17T00:42:00Z,1890000,,,0,,T. Lyles Free Throw 2 of 2 (4 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
190,PT10M05.00S,2021-12-17T00:42:14.9Z,2,REGULAR,turnover,lost ball,[],1627747,,,1610612754,36,33,2021-12-17T00:42:22Z,1900000,,,0,,C. LeVert lost ball TURNOVER (1 TO),"[1627747, 1630587]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,1.0,Livers,1630587.0,,,
191,PT10M05.00S,2021-12-17T00:42:14.9Z,2,REGULAR,steal,,[],1630587,,,1610612765,36,33,2021-12-17T00:42:17Z,1910000,,,0,,I. Livers STEAL (1 STL),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M04.00S,2021-12-17T00:42:17.8Z,2,REGULAR,turnover,bad pass,[],1630587,,,1610612765,36,33,2021-12-17T00:42:56Z,1920000,,,0,,I. Livers bad pass TURNOVER (1 TO),"[1630587, 1627747]",1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,1.0,LeVert,1627747.0,,,
193,PT10M04.00S,2021-12-17T00:42:17.8Z,2,REGULAR,steal,,[],1627747,,,1610612754,36,33,2021-12-17T00:42:19Z,1930000,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M02.00S,2021-12-17T00:42:21.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203087,93.24901445466492,47.794117647058826,1610612754,38,33,2021-12-17T00:42:39Z,1940000,-11.0,11.0,1,right,J. Lamb cutting finger roll Layup (4 PTS) (C. LeVert 2 AST),"[203087, 1627747]",1610612754.0,IND,cutting finger roll,,,Lamb,J. Lamb,,,,,,,,,,Made,4.0,1.56,,,,,C. LeVert,1627747.0,2.0,,,,,,
196,PT10M02.00S,2021-12-17T00:42:25.7Z,2,REGULAR,foul,personal,['1freethrow'],203585,,,1610612754,38,33,2021-12-17T00:42:32Z,1960000,,,0,,R. McGruder shooting personal FOUL (1 PF) (Lamb 1 FT),"[203585, 203087]",1610612765.0,DET,shooting,,,McGruder,R. McGruder,,,,,202041.0,1.0,0.0,Lamb,203087.0,,,,,,,,,,,,,,,,
198,PT10M02.00S,2021-12-17T00:42:50.4Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],203087,,,1610612754,39,33,2021-12-17T00:42:50Z,1980000,,,0,,J. Lamb Free Throw 1 of 1 (5 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
199,PT09M52.00S,2021-12-17T00:43:03.2Z,2,REGULAR,3pt,Jump Shot,[],1628402,5.863994743758213,96.81372549019608,1610612765,39,36,2021-12-17T00:43:10Z,1990000,-234.0,3.0,1,left,F. Jackson 3PT  (3 PTS) (S. Lee 3 AST),"[1628402, 1630240]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,Made,3.0,23.41,,,,,S. Lee,1630240.0,3.0,,,,,,
201,PT09M36.00S,2021-12-17T00:43:18.6Z,2,REGULAR,turnover,bad pass,[],1630537,,,1610612754,39,36,2021-12-17T00:43:21Z,2010000,,,0,,C. Duarte bad pass TURNOVER (1 TO),"[1630537, 1630240]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,1.0,Lee,1630240.0,,,
202,PT09M36.00S,2021-12-17T00:43:18.6Z,2,REGULAR,steal,,[],1630240,,,1610612765,39,36,2021-12-17T00:49:17Z,2020000,,,0,,S. Lee STEAL (2 STL),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M27.00S,2021-12-17T00:43:28.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630587,28.991458607095925,24.509803921568626,1610612765,39,36,2021-12-17T00:43:32Z,2030000,127.0,220.0,1,left,MISS I. Livers 25' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,Missed,,25.43,,,,,,,,,,,,,
204,PT09M24.00S,2021-12-17T00:43:31.5Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,39,36,2021-12-17T00:43:32Z,2040000,,,0,,D. Sabonis REBOUND (Off:0 Def:6),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,203.0,6.0,6.0,0.0,,,,,,,,,
205,PT09M17.00S,2021-12-17T00:43:38.2Z,2,REGULAR,2pt,Jump Shot,[],203087,91.93495400788436,66.42156862745098,1610612754,41,36,2021-12-17T00:43:43Z,2050000,82.0,23.0,1,right,J. Lamb 8' driving floating bank Jump Shot (7 PTS),[203087],1610612754.0,IND,driving floating bank,,,Lamb,J. Lamb,,,,,,,,,,Made,7.0,8.53,,,,,,,,,,,,,
206,PT08M59.00S,2021-12-17T00:43:57.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626168,8.229303547963205,41.17647058823529,1610612765,41,38,2021-12-17T00:44:14Z,2060000,44.0,25.0,1,left,T. Lyles turnaround bank Jump Shot (6 PTS),[1626168],1610612765.0,DET,turnaround bank,,,Lyles,T. Lyles,,,,,,,,,,Made,6.0,5.06,,,,,,,,,,,,,
207,PT08M59.00S,2021-12-17T00:44:01.6Z,2,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612765,41,38,2021-12-17T00:44:08Z,2070000,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Lyles 1 FT),"[1627734, 1626168]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,202041.0,2.0,0.0,Lyles,1626168.0,,,,,,,,,,,,,,,,
209,PT08M59.00S,2021-12-17T00:44:19.7Z,2,REGULAR,substitution,out,[],1627734,,,1610612765,41,38,2021-12-17T00:45:51Z,2090000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M59.00S,2021-12-17T00:44:19.7Z,2,REGULAR,substitution,out,[],1627747,,,1610612765,41,38,2021-12-17T00:45:51Z,2100000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M59.00S,2021-12-17T00:44:19.7Z,2,REGULAR,substitution,in,[],1626167,,,1610612765,41,38,2021-12-17T00:45:51Z,2110000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M59.00S,2021-12-17T00:44:19.7Z,2,REGULAR,substitution,in,[],202954,,,1610612765,41,38,2021-12-17T00:45:51Z,2120000,,,0,,SUB in: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M59.00S,2021-12-17T00:44:50.3Z,2,REGULAR,freethrow,1 of 1,[],1626168,,,1610612765,41,39,2021-12-17T00:44:50Z,2130000,,,0,,T. Lyles Free Throw 1 of 1 (7 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
214,PT08M39.00S,2021-12-17T00:45:14.9Z,2,REGULAR,foul,personal,[],1630240,,,1610612754,41,39,2021-12-17T00:45:51Z,2140000,,,0,,S. Lee personal FOUL (2 PF),"[1630240, 202954]",1610612765.0,DET,,,,Lee,S. Lee,,,,,204059.0,2.0,0.0,Wanamaker,202954.0,,,,,,,,,,,,,,,,
216,PT08M29.00S,2021-12-17T00:45:48.2Z,2,REGULAR,3pt,Jump Shot,[],1626167,66.5735873850197,39.21568627450981,1610612754,41,39,2021-12-17T00:45:53Z,2160000,-54.0,262.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,Missed,,26.72,,,,,,,,,,,,,
217,PT08M25.00S,2021-12-17T00:45:52.2Z,2,REGULAR,rebound,offensive,[],1630537,,,1610612754,41,39,2021-12-17T00:45:53Z,2170000,,,0,,C. Duarte REBOUND (Off:2 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,216.0,3.0,1.0,2.0,,,,,,,,,
218,PT08M20.00S,2021-12-17T00:45:57.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203087,92.72339027595268,2.450980392156863,1610612754,41,39,2021-12-17T00:46:02Z,2180000,-238.0,16.0,1,right,MISS J. Lamb 3PT,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,Missed,,23.82,,,,,,,,,,,,,
219,PT08M19.00S,2021-12-17T00:45:58.2Z,2,REGULAR,rebound,offensive,[],1628470,,,1610612754,41,39,2021-12-17T01:04:23Z,2190000,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,218.0,2.0,1.0,1.0,,,,,,,,,
310,PT08M18.00S,2021-12-17T00:46:05.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628470,93.77463863337714,50.73529411764706,1610612754,41,39,2021-12-17T01:04:23Z,2195000,4.0,6.0,1,right,MISS T. Craig tip Layup,[1628470],1610612754.0,IND,tip,,,Craig,T. Craig,,,,,,,,,,Missed,,0.7,,,,,,,,,,,,,
311,PT08M18.00S,2021-12-17T00:46:05.9Z,2,REGULAR,rebound,defensive,[],203585,,,1610612765,41,39,2021-12-17T01:03:56Z,2197500,,,0,,R. McGruder REBOUND (Off:1 Def:2),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,310.0,3.0,2.0,1.0,,,,,,,,,
220,PT08M02.00S,2021-12-17T00:46:14.6Z,2,REGULAR,3pt,Jump Shot,[],1630240,16.63929040735874,94.11764705882352,1610612765,41,39,2021-12-17T00:46:19Z,2200000,-221.0,104.0,1,left,MISS S. Lee 24' 3PT,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,Missed,,24.38,,,,,,,,,,,,,
221,PT07M59.00S,2021-12-17T00:46:17.6Z,2,REGULAR,rebound,defensive,[],203087,,,1610612754,41,39,2021-12-17T00:46:19Z,2210000,,,0,,J. Lamb REBOUND (Off:0 Def:1),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,220.0,1.0,1.0,0.0,,,,,,,,,
222,PT07M54.00S,2021-12-17T00:46:23.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203087,91.80354796320631,41.42156862745098,1610612754,41,39,2021-12-17T00:47:44Z,2220000,-43.0,25.0,1,right,MISS J. Lamb running Layup - blocked,"[203087, 1630587]",1610612754.0,IND,running,,,Lamb,J. Lamb,,,,,,,,,,Missed,,4.94,,,,,,,,,,,Livers,1630587.0,
223,PT07M54.00S,2021-12-17T00:46:23.6Z,2,REGULAR,block,,[],1630587,,,1610612754,41,39,2021-12-17T00:46:26Z,2230000,,,0,,I. Livers BLOCK (1 BLK),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M54.00S,2021-12-17T00:46:23.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,41,39,2021-12-17T00:46:30Z,2240000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,222.0,,,,,,,,,,,,
225,PT07M54.00S,2021-12-17T00:46:28.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,41,39,2021-12-17T00:46:28Z,2250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M54.00S,2021-12-17T00:46:37.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203087,88.78120893561103,46.81372549019608,1610612754,43,39,2021-12-17T00:46:42Z,2260000,-16.0,53.0,1,right,J. Lamb alley-oop Layup (9 PTS) (B. Wanamaker 1 AST),"[203087, 202954]",1610612754.0,IND,alley-oop,,,Lamb,J. Lamb,,,,,,,,,,Made,9.0,5.53,,,,,B. Wanamaker,202954.0,1.0,,,,,,
228,PT07M33.00S,2021-12-17T00:46:57.0Z,2,REGULAR,2pt,Jump Shot,[],1628402,16.507884362680684,29.65686274509804,1610612765,43,41,2021-12-17T00:47:02Z,2280000,102.0,103.0,1,left,F. Jackson 14' fadeaway Jump Shot (5 PTS),[1628402],1610612765.0,DET,fadeaway,,,Jackson,F. Jackson,,,,,,,,,,Made,5.0,14.45,,,,,,,,,,,,,
229,PT07M19.00S,2021-12-17T00:47:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,90.48948751642575,45.83333333333333,1610612754,45,41,2021-12-17T00:47:18Z,2290000,-21.0,37.0,1,right,M. Turner cutting finger roll Layup (4 PTS) (J. Lamb 2 AST),"[1626167, 203087]",1610612754.0,IND,cutting finger roll,,,Turner,M. Turner,,,,,,,,,,Made,4.0,4.24,,,,,J. Lamb,203087.0,2.0,,,,,,
231,PT07M19.00S,2021-12-17T00:47:15.6Z,2,REGULAR,foul,personal,['1freethrow'],1630587,,,1610612754,45,41,2021-12-17T00:47:27Z,2310000,,,0,,I. Livers shooting personal FOUL (1 PF) (Turner 1 FT),"[1630587, 1626167]",1610612765.0,DET,shooting,,,Livers,I. Livers,,,,,1628480.0,1.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,,
233,PT07M19.00S,2021-12-17T00:47:27.9Z,2,REGULAR,substitution,out,[],1626168,,,1610612754,45,41,2021-12-17T00:47:44Z,2330000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M19.00S,2021-12-17T00:47:27.9Z,2,REGULAR,substitution,out,[],1630587,,,1610612754,45,41,2021-12-17T00:47:44Z,2340000,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M19.00S,2021-12-17T00:47:27.9Z,2,REGULAR,substitution,in,[],1630595,,,1610612754,45,41,2021-12-17T00:47:44Z,2350000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M19.00S,2021-12-17T00:47:27.9Z,2,REGULAR,substitution,in,[],1630191,,,1610612754,45,41,2021-12-17T00:47:44Z,2360000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M19.00S,2021-12-17T00:47:53.4Z,2,REGULAR,freethrow,1 of 1,[],1626167,,,1610612754,46,41,2021-12-17T00:47:53Z,2370000,,,0,,M. Turner Free Throw 1 of 1 (5 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
238,PT07M10.00S,2021-12-17T00:48:07.4Z,2,REGULAR,foul,personal,[],202954,,,1610612765,46,41,2021-12-17T00:48:17Z,2380000,,,0,,B. Wanamaker personal FOUL (1 PF),"[202954, 1630240]",1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,202041.0,1.0,0.0,Lee,1630240.0,,,,,,,,,,,,,,,,
240,PT07M10.00S,2021-12-17T00:48:17.9Z,2,REGULAR,substitution,out,[],203087,,,1610612765,46,41,2021-12-17T00:48:32Z,2400000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M10.00S,2021-12-17T00:48:17.9Z,2,REGULAR,substitution,out,[],1630240,,,1610612765,46,41,2021-12-17T00:48:32Z,2410000,,,0,,SUB out: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M10.00S,2021-12-17T00:48:17.9Z,2,REGULAR,substitution,in,[],1627747,,,1610612765,46,41,2021-12-17T00:48:32Z,2420000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M10.00S,2021-12-17T00:48:17.9Z,2,REGULAR,substitution,in,[],1630165,,,1610612765,46,41,2021-12-17T00:48:32Z,2430000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M58.00S,2021-12-17T00:48:53.5Z,2,REGULAR,2pt,Jump Shot,[],203585,8.360709592641262,24.019607843137255,1610612765,46,43,2021-12-17T00:48:58Z,2440000,130.0,26.0,1,left,R. McGruder 13' pullup Jump Shot (2 PTS),[203585],1610612765.0,DET,pullup,,,McGruder,R. McGruder,,,,,,,,,,Made,2.0,13.25,,,,,,,,,,,,,
245,PT06M40.00S,2021-12-17T00:49:09.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,85.89027595269383,38.970588235294116,1610612754,46,43,2021-12-17T00:49:21Z,2450000,-55.0,80.0,1,right,MISS M. Turner 9' turnaround fadeaway Shot,[1626167],1610612754.0,IND,turnaround fadeaway,,,Turner,M. Turner,,,,,,,,,,Missed,,9.72,,,,,,,,,,,,,
246,PT06M38.00S,2021-12-17T00:49:12.5Z,2,REGULAR,rebound,defensive,[],1630165,,,1610612765,46,43,2021-12-17T00:49:12Z,2460000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,245.0,1.0,1.0,0.0,,,,,,,,,
247,PT06M26.00S,2021-12-17T00:49:24.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.09789750328515,44.11764705882353,1610612765,46,43,2021-12-17T00:49:30Z,2470000,29.0,24.0,1,left,MISS C. Cunningham driving Layup - blocked,"[1630595, 1626167]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,,,,,,Missed,,3.77,,,,,,,,,,,Turner,1626167.0,
248,PT06M26.00S,2021-12-17T00:49:24.1Z,2,REGULAR,block,,[],1626167,,,1610612765,46,43,2021-12-17T00:49:27Z,2480000,,,0,,M. Turner BLOCK (3 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M25.00S,2021-12-17T00:49:25.1Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,46,43,2021-12-17T00:49:30Z,2490000,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,247.0,2.0,1.0,1.0,,,,,,,,,
250,PT06M25.00S,2021-12-17T00:49:29.3Z,2,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612765,46,43,2021-12-17T00:49:34Z,2500000,,,0,,M. Turner shooting personal FOUL (2 PF) (Stewart 2 FT),"[1626167, 1630191]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,204059.0,2.0,0.0,Stewart,1630191.0,,,,,,,,,,,,,,,,
252,PT06M25.00S,2021-12-17T00:49:37.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,46,43,2021-12-17T00:49:37Z,2520000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M25.00S,2021-12-17T00:52:00.5Z,2,REGULAR,substitution,out,[],1630537,,,1610612765,46,43,2021-12-17T00:52:14Z,2530000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M25.00S,2021-12-17T00:52:00.5Z,2,REGULAR,substitution,in,[],203200,,,1610612765,46,43,2021-12-17T00:52:14Z,2540000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M25.00S,2021-12-17T00:52:36.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630191,,,1610612765,46,44,2021-12-17T00:52:36Z,2550000,,,0,,I. Stewart Free Throw 1 of 2 (3 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
256,PT06M25.00S,2021-12-17T00:52:52.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630191,,,1610612765,46,45,2021-12-17T00:52:52Z,2560000,,,0,,I. Stewart Free Throw 2 of 2 (4 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
257,PT06M10.00S,2021-12-17T00:53:14.5Z,2,REGULAR,3pt,Jump Shot,[],203200,66.70499342969777,55.14705882352941,1610612754,46,45,2021-12-17T00:53:19Z,2570000,26.0,260.0,1,right,MISS J. Holiday 26' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,Missed,,26.18,,,,,,,,,,,,,
258,PT06M07.00S,2021-12-17T00:53:17.5Z,2,REGULAR,rebound,offensive,[],1626167,,,1610612754,46,45,2021-12-17T00:53:19Z,2580000,,,0,,M. Turner REBOUND (Off:1 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,257.0,2.0,1.0,1.0,,,,,,,,,
259,PT06M04.00S,2021-12-17T00:53:21.9Z,2,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612754,46,45,2021-12-17T00:53:33Z,2590000,,,0,,I. Stewart shooting personal FOUL (2 PF) (LeVert 2 FT),"[1630191, 1627747]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,204059.0,2.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,,
261,PT06M04.00S,2021-12-17T00:53:47.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627747,,,1610612754,47,45,2021-12-17T00:53:47Z,2610000,,,0,,C. LeVert Free Throw 1 of 2 (7 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
262,PT06M04.00S,2021-12-17T00:53:48.5Z,2,REGULAR,substitution,out,[],203585,,,1610612754,47,45,2021-12-17T00:53:53Z,2620000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M04.00S,2021-12-17T00:53:48.5Z,2,REGULAR,substitution,in,[],1630180,,,1610612754,47,45,2021-12-17T00:53:53Z,2630000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M04.00S,2021-12-17T00:54:07.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627747,,,1610612754,48,45,2021-12-17T00:54:07Z,2640000,,,0,,C. LeVert Free Throw 2 of 2 (8 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
