actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
15,PT11M08.00S,2021-11-01T23:12:01.3Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612754,0,0,2021-11-01T23:12:02Z,150000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
16,PT10M47.00S,2021-11-01T23:12:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,91.80354796320631,64.95098039215686,1610612754,2,0,2021-11-01T23:12:27Z,160000,75.0,25.0,1,right,T. McConnell 7' turnaround fadeaway Jump Shot (2 PTS),[204456],1610612754.0,IND,turnaround fadeaway,,,McConnell,T. McConnell,,,,,7.87,Made,,,,,2.0,,,,,,,,,,,,,,
17,PT10M29.00S,2021-11-01T23:12:40.5Z,1,REGULAR,turnover,bad pass,[],1629022,,,1610612759,2,0,2021-11-01T23:12:44Z,170000,,,0,,L. Walker IV bad pass TURNOVER (1 TO),"[1629022, 204456]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,1.0,McConnell,204456.0,,,,,,,,,,,
18,PT10M29.00S,2021-11-01T23:12:40.5Z,1,REGULAR,steal,,[],204456,,,1610612754,2,0,2021-11-01T23:12:41Z,180000,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M27.00S,2021-11-01T23:12:42.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",204456,93.77463863337714,50.98039215686274,1610612754,2,0,2021-11-01T23:12:50Z,190000,5.0,6.0,1,right,MISS T. McConnell running finger roll Layup,[204456],1610612754.0,IND,running finger roll,,,McConnell,T. McConnell,,,,,0.77,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M25.00S,2021-11-01T23:12:44.7Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,2,0,2021-11-01T23:12:50Z,200000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
21,PT10M16.00S,2021-11-01T23:12:53.2Z,1,REGULAR,3pt,Jump Shot,[],1629640,23.73521681997372,88.48039215686273,1610612759,2,0,2021-11-01T23:12:58Z,210000,-192.0,171.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M13.00S,2021-11-01T23:12:56.2Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,2,0,2021-11-01T23:12:58Z,220000,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
23,PT10M03.00S,2021-11-01T23:13:06.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,81.68528252299606,63.48039215686274,1610612754,2,0,2021-11-01T23:13:12Z,230000,67.0,120.0,1,right,MISS C. LeVert 13' pullup Shot,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,13.74,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M00.00S,2021-11-01T23:13:09.3Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,2,0,2021-11-01T23:13:12Z,240000,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
25,PT10M00.00S,2021-11-01T23:13:12.1Z,1,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612759,2,0,2021-11-01T23:13:18Z,250000,,,0,,J. Poeltl lost ball out-of-bounds TURNOVER (1 TO),[1627751],1610612759.0,SAS,lost ball,,,Poeltl,J. Poeltl,,,,,,,,,,,,1.0,,,2714.0,,,,,,,,,,
26,PT09M49.00S,2021-11-01T23:13:44.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630537,67.62483574244416,59.80392156862745,1610612754,5,0,2021-11-01T23:13:48Z,260000,49.0,252.0,1,right,C. Duarte 25' 3PT  (3 PTS) (C. LeVert 1 AST),"[1630537, 1627747]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,25.65,Made,,,,,3.0,,,,,C. LeVert,1627747.0,1.0,,,,,,,
28,PT09M39.00S,2021-11-01T23:13:55.6Z,1,REGULAR,foul,personal,['2freethrow'],204456,,,1610612759,5,0,2021-11-01T23:14:03Z,280000,,,0,,T. McConnell shooting personal FOUL (1 PF) (Murray 2 FT),"[204456, 1627749]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,,,,,,,,,,,1628487.0,,,,1.0,0.0,Murray,1627749.0,,,
30,PT09M39.00S,2021-11-01T23:14:23.1Z,1,REGULAR,freethrow,1 of 2,[],1627749,,,1610612759,5,1,2021-11-01T23:14:40Z,300000,,,0,,D. Murray Free Throw 1 of 2 (1 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
31,PT09M39.00S,2021-11-01T23:14:23.1Z,1,REGULAR,freethrow,2 of 2,[],1627749,,,1610612759,5,1,2021-11-01T23:14:40Z,310000,,,0,,MISS D. Murray Free Throw 2 of 2,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M37.00S,2021-11-01T23:14:25.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,5,1,2021-11-01T23:14:40Z,320000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT09M26.00S,2021-11-01T23:14:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,94.43166885676742,52.20588235294118,1610612754,5,1,2021-11-01T23:14:53Z,330000,11.0,0.0,1,right,MISS C. LeVert driving finger roll Layup - blocked,"[1627747, 1627751]",1610612754.0,IND,driving finger roll,,,LeVert,C. LeVert,,,,,1.1,Missed,,,,,,,,,,,,,,,,,Poeltl,1627751.0,
34,PT09M26.00S,2021-11-01T23:14:49.6Z,1,REGULAR,block,,[],1627751,,,1610612754,5,1,2021-11-01T23:14:51Z,340000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M24.00S,2021-11-01T23:14:51.6Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,5,1,2021-11-01T23:14:53Z,350000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
36,PT09M19.00S,2021-11-01T23:14:56.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627749,6.915243101182654,96.81372549019608,1610612759,5,4,2021-11-01T23:15:01Z,360000,-234.0,13.0,1,left,D. Murray 3PT  (4 PTS) (K. Johnson 1 AST),"[1627749, 1629640]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,23.44,Made,,,,,4.0,,,,,K. Johnson,1629640.0,1.0,,,,,,,
38,PT09M01.00S,2021-11-01T23:15:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.85479632063075,48.529411764705884,1610612754,5,4,2021-11-01T23:15:20Z,380000,-7.0,15.0,1,right,MISS D. Sabonis reverse Layup,[1627734],1610612754.0,IND,reverse,,,Sabonis,D. Sabonis,,,,,1.65,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M58.00S,2021-11-01T23:15:18.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,5,4,2021-11-01T23:15:20Z,390000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,
40,PT08M58.00S,2021-11-01T23:15:20.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,5,4,2021-11-01T23:15:20Z,400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M48.00S,2021-11-01T23:15:45.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,91.01511169513797,2.450980392156863,1610612754,8,4,2021-11-01T23:15:49Z,410000,-238.0,32.0,1,right,C. LeVert 3PT  (3 PTS) (D. Sabonis 1 AST),"[1627747, 1627734]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,23.98,Made,,,,,3.0,,,,,D. Sabonis,1627734.0,1.0,,,,,,,
43,PT08M29.00S,2021-11-01T23:16:04.0Z,1,REGULAR,2pt,Jump Shot,[],1627749,21.369908015768726,51.225490196078425,1610612759,8,4,2021-11-01T23:16:16Z,430000,-6.0,148.0,1,left,MISS D. Murray 14' pullup Shot - blocked,"[1627749, 204456]",1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,14.85,Missed,,,,,,,,,,,,,,,,,McConnell,204456.0,
44,PT08M29.00S,2021-11-01T23:16:04.0Z,1,REGULAR,block,,[],204456,,,1610612759,8,4,2021-11-01T23:16:06Z,440000,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M28.00S,2021-11-01T23:16:05.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,8,4,2021-11-01T23:16:09Z,450000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,
46,PT08M28.00S,2021-11-01T23:16:09.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,8,4,2021-11-01T23:16:09Z,460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M26.00S,2021-11-01T23:16:23.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627749,18.610381077529567,92.40196078431373,1610612759,8,7,2021-11-01T23:16:27Z,470000,-212.0,122.0,1,left,D. Murray 24' 3PT  (7 PTS) (D. White 1 AST),"[1627749, 1628401]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,24.48,Made,,,,,7.0,,,,,D. White,1628401.0,1.0,,,,,,,
49,PT08M15.00S,2021-11-01T23:16:33.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,84.31340341655716,51.470588235294116,1610612754,10,7,2021-11-01T23:16:37Z,490000,7.0,95.0,1,right,T. McConnell 9' pullup Jump Shot (4 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,9.53,Made,,,,,4.0,,,,,,,,,,,,,,
50,PT08M04.00S,2021-11-01T23:16:44.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629640,5.469776609724048,50.49019607843137,1610612759,10,9,2021-11-01T23:16:49Z,500000,-2.0,-1.0,1,left,K. Johnson driving DUNK (2 PTS) (D. Murray 1 AST),"[1629640, 1627749]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,0.27,Made,,,,,2.0,,,,,D. Murray,1627749.0,1.0,,,,,,,
52,PT07M54.00S,2021-11-01T23:16:56.4Z,1,REGULAR,turnover,traveling,[],1627747,,,1610612754,10,9,2021-11-01T23:17:02Z,520000,,,0,,C. LeVert traveling TURNOVER (1 TO),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,1.0,,,1627962.0,,,,,,,,,,
53,PT07M42.00S,2021-11-01T23:17:21.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627751,17.69053876478318,59.55882352941176,1610612759,10,11,2021-11-01T23:17:27Z,530000,-48.0,114.0,1,left,J. Poeltl 12' Jump Shot (2 PTS) (D. White 2 AST),"[1627751, 1628401]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,12.34,Made,,,,,2.0,,,,,D. White,1628401.0,2.0,,,,,,,
55,PT07M23.00S,2021-11-01T23:17:39.7Z,1,REGULAR,3pt,Jump Shot,[],1627747,68.67608409986859,71.07843137254902,1610612754,13,11,2021-11-01T23:17:45Z,550000,105.0,242.0,1,right,C. LeVert 26' 3PT step back (6 PTS),[1627747],1610612754.0,IND,step back,,,LeVert,C. LeVert,,,,,26.39,Made,,,,,6.0,,,,,,,,,,,,,,
56,PT07M12.00S,2021-11-01T23:17:50.0Z,1,REGULAR,2pt,Jump Shot,[],1627749,13.485545335085414,25.735294117647058,1610612759,13,13,2021-11-01T23:18:00Z,560000,121.0,74.0,1,left,D. Murray 14' pullup bank Jump Shot (9 PTS) (D. White 3 AST),"[1627749, 1628401]",1610612759.0,SAS,pullup bank,,,Murray,D. Murray,,,,,14.22,Made,,,,,9.0,,,,,D. White,1628401.0,3.0,,,,,,,
58,PT06M58.00S,2021-11-01T23:18:04.1Z,1,REGULAR,3pt,Jump Shot,[],1627734,70.38436268068331,73.2843137254902,1610612754,13,13,2021-11-01T23:18:09Z,580000,116.0,226.0,1,right,MISS D. Sabonis 25' 3PT,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,25.41,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M55.00S,2021-11-01T23:18:08.2Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,13,13,2021-11-01T23:18:08Z,590000,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,58.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
60,PT06M53.00S,2021-11-01T23:18:08.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626167,92.72339027595268,47.549019607843135,1610612754,15,13,2021-11-01T23:18:13Z,600000,-12.0,16.0,1,right,M. Turner putback Layup (2 PTS),[1626167],1610612754.0,IND,putback,,,Turner,M. Turner,,,,,2.01,Made,,,,,2.0,,,,,,,,,,,,,,
61,PT06M42.00S,2021-11-01T23:18:19.9Z,1,REGULAR,turnover,bad pass,[],1629640,,,1610612759,15,13,2021-11-01T23:18:24Z,610000,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 1626167]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,1.0,Turner,1626167.0,,,,,,,,,,,
62,PT06M42.00S,2021-11-01T23:18:19.9Z,1,REGULAR,steal,,[],1626167,,,1610612754,15,13,2021-11-01T23:18:21Z,620000,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M39.00S,2021-11-01T23:18:23.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627747,93.77463863337714,50.0,1610612754,17,13,2021-11-01T23:18:27Z,630000,0.0,6.0,1,right,C. LeVert running DUNK (8 PTS) (T. McConnell 1 AST),"[1627747, 204456]",1610612754.0,IND,running,,,LeVert,C. LeVert,,,,,0.6,Made,,,,,8.0,,,,,T. McConnell,204456.0,1.0,,,,,,,
65,PT06M38.00S,2021-11-01T23:18:28.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,17,13,2021-11-01T23:18:28Z,650000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M38.00S,2021-11-01T23:21:02.3Z,1,REGULAR,substitution,out,[],204456,,,1610612759,17,13,2021-11-01T23:21:28Z,660000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M38.00S,2021-11-01T23:21:02.3Z,1,REGULAR,substitution,out,[],1627747,,,1610612759,17,13,2021-11-01T23:21:28Z,670000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M38.00S,2021-11-01T23:21:02.3Z,1,REGULAR,substitution,out,[],1627734,,,1610612759,17,13,2021-11-01T23:21:28Z,680000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M38.00S,2021-11-01T23:21:02.3Z,1,REGULAR,substitution,in,[],203200,,,1610612759,17,13,2021-11-01T23:21:28Z,690000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M38.00S,2021-11-01T23:21:02.3Z,1,REGULAR,substitution,in,[],1628470,,,1610612759,17,13,2021-11-01T23:21:28Z,700000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M38.00S,2021-11-01T23:21:02.3Z,1,REGULAR,substitution,in,[],202954,,,1610612759,17,13,2021-11-01T23:21:28Z,710000,,,0,,SUB in: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M38.00S,2021-11-01T23:21:32.0Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612759,17,13,2021-11-01T23:21:37Z,720000,,,0,,TEAM delay-of-game VIOLATION,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,2714.0,,,,,,,,,,
74,PT06M26.00S,2021-11-01T23:21:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,5.863994743758213,47.30392156862745,1610612759,17,13,2021-11-01T23:22:00Z,740000,13.0,3.0,1,left,MISS L. Walker IV cutting finger roll Layup,[1629022],1610612759.0,SAS,cutting finger roll,,,Walker IV,L. Walker IV,,,,,1.37,Missed,,,,,,,,,,,,,,,,,,,
75,PT06M23.00S,2021-11-01T23:21:57.6Z,1,REGULAR,rebound,defensive,[],1630537,,,1610612754,17,13,2021-11-01T23:22:00Z,750000,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
76,PT06M20.00S,2021-11-01T23:22:02.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,17,13,2021-11-01T23:22:02Z,760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M12.00S,2021-11-01T23:22:26.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,80.3712220762155,49.26470588235294,1610612754,19,13,2021-11-01T23:22:31Z,770000,-4.0,132.0,1,right,M. Turner 13' Jump Shot (4 PTS) (J. Holiday 1 AST),"[1626167, 203200]",1610612754.0,IND,,,,Turner,M. Turner,,,,,13.21,Made,,,,,4.0,,,,,J. Holiday,203200.0,1.0,,,,,,,
80,PT06M02.00S,2021-11-01T23:22:37.2Z,1,REGULAR,turnover,out-of-bounds,[],1629022,,,1610612759,19,13,2021-11-01T23:22:43Z,800000,,,0,,L. Walker IV bad pass out-of-bounds TURNOVER (2 TO),[1629022],1610612759.0,SAS,bad pass,,,Walker IV,L. Walker IV,,,,,,,,,,,,2.0,,,2714.0,,,,,,,,,,
81,PT06M02.00S,2021-11-01T23:22:44.2Z,1,REGULAR,substitution,out,[],1629022,,,1610612754,19,13,2021-11-01T23:22:47Z,810000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M02.00S,2021-11-01T23:22:44.2Z,1,REGULAR,substitution,out,[],1628401,,,1610612754,19,13,2021-11-01T23:22:47Z,820000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M02.00S,2021-11-01T23:22:44.2Z,1,REGULAR,substitution,in,[],1630170,,,1610612754,19,13,2021-11-01T23:22:47Z,830000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M02.00S,2021-11-01T23:22:44.2Z,1,REGULAR,substitution,in,[],1627854,,,1610612754,19,13,2021-11-01T23:22:47Z,840000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M48.00S,2021-11-01T23:23:07.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203200,88.38699080157687,96.32352941176471,1610612754,22,13,2021-11-01T23:23:12Z,850000,232.0,57.0,1,right,J. Holiday 3PT pullup (3 PTS) (T. Craig 1 AST),"[203200, 1628470]",1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,23.84,Made,,,,,3.0,,,,,T. Craig,1628470.0,1.0,,,,,,,
87,PT05M39.00S,2021-11-01T23:23:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,8.360709592641262,44.6078431372549,1610612759,22,13,2021-11-01T23:23:28Z,870000,27.0,26.0,1,left,MISS J. Poeltl cutting finger roll Layup - blocked,"[1627751, 1626167]",1610612759.0,SAS,cutting finger roll,,,Poeltl,J. Poeltl,,,,,3.76,Missed,,,,,,,,,,,,,,,,,Turner,1626167.0,
88,PT05M39.00S,2021-11-01T23:23:17.6Z,1,REGULAR,block,,[],1626167,,,1610612759,22,13,2021-11-01T23:23:19Z,880000,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M38.00S,2021-11-01T23:23:18.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,22,13,2021-11-01T23:23:33Z,890000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,
90,PT05M38.00S,2021-11-01T23:23:21.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,22,13,2021-11-01T23:23:21Z,900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M31.00S,2021-11-01T23:23:43.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630170,12.959921156373195,75.24509803921569,1610612759,22,13,2021-11-01T23:23:50Z,910000,-126.0,69.0,1,left,MISS D. Vassell 14' fadeaway Shot,[1630170],1610612759.0,SAS,fadeaway,,,Vassell,D. Vassell,,,,,14.4,Missed,,,,,,,,,,,,,,,,,,,
