actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
364,PT07M25.00S,2022-02-05T01:24:48.7Z,3,REGULAR,rebound,offensive,[],1630678,,,1610612754,70,77,2022-02-05T01:24:49Z,3640000,,,0,,T. Taylor REBOUND (Off:4 Def:2),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,363.0,6.0,2.0,4.0,,,,,,,,,,,,,
365,PT07M24.00S,2022-02-05T01:24:49.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630613,87.46714848883047,2.941176470588235,1610612754,73,77,2022-02-05T01:24:53Z,3650000,-235.0,65.0,1,right,D. Washington Jr. 24' 3PT  (11 PTS) (T. Taylor 2 AST),"[1630613, 1630678]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,24.42,Made,11.0,,,,,T. Taylor,1630678.0,2.0,,,,,,,,,,
367,PT07M22.00S,2022-02-05T01:24:54.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,73,77,2022-02-05T01:24:54Z,3670000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT07M04.00S,2022-02-05T01:28:10.3Z,3,REGULAR,2pt,Jump Shot,[],1628972,16.376478318002626,26.715686274509803,1610612741,73,77,2022-02-05T01:28:15Z,3680000,116.0,101.0,1,left,MISS T. Brown Jr. 15' driving floating Shot,[1628972],1610612741.0,CHI,driving floating,,,Brown Jr.,T. Brown Jr.,,,,,15.44,Missed,,,,,,,,,,,,,,,,,,
369,PT07M00.00S,2022-02-05T01:28:12.6Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612754,73,77,2022-02-05T01:28:12Z,3690000,,,0,,C. LeVert REBOUND (Off:0 Def:5),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,368.0,5.0,5.0,0.0,,,,,,,,,,,,,
370,PT06M57.00S,2022-02-05T01:28:15.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630613,74.06373193166885,17.401960784313726,1610612754,73,77,2022-02-05T01:28:23Z,3700000,-163.0,191.0,1,right,MISS D. Washington Jr. 25' running 3PT,[1630613],1610612754.0,IND,running,,,Washington Jr.,D. Washington Jr.,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,
371,PT06M54.00S,2022-02-05T01:28:18.7Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,73,77,2022-02-05T01:28:23Z,3710000,,,0,,N. Vucevic REBOUND (Off:3 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,370.0,12.0,9.0,3.0,,,,,,,,,,,,,
372,PT06M48.00S,2022-02-05T01:28:28.9Z,3,REGULAR,foul,offensive,[],201942,,,1610612741,73,77,2022-02-05T01:28:38Z,3720000,,,0,,D. DeRozan charge offensive FOUL (2 PF),"[201942, 1630678]",1610612741.0,CHI,charge,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,204058.0,2.0,0.0,Taylor,1630678.0,,,,,
374,PT06M48.00S,2022-02-05T01:28:28.9Z,3,REGULAR,turnover,offensive foul,[],201942,,,1610612741,73,77,2022-02-05T01:28:28Z,3740000,,,0,,D. DeRozan offensive foul TURNOVER (3 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,204058.0,,,,,3.0,,,,
375,PT06M34.00S,2022-02-05T01:29:11.1Z,3,REGULAR,turnover,bad pass,[],203200,,,1610612754,73,77,2022-02-05T01:29:14Z,3750000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[203200, 201942]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,1.0,DeRozan,201942.0,,
376,PT06M34.00S,2022-02-05T01:29:11.1Z,3,REGULAR,steal,,[],201942,,,1610612741,73,77,2022-02-05T01:29:12Z,3760000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M30.00S,2022-02-05T01:29:15.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628972,7.966491458607096,46.32352941176471,1610612741,73,79,2022-02-05T01:29:22Z,3770000,18.0,22.0,1,left,T. Brown Jr. running finger roll Layup (9 PTS) (A. Dosunmu 10 AST),"[1628972, 1630245]",1610612741.0,CHI,running finger roll,,,Brown Jr.,T. Brown Jr.,,,,,2.9,Made,9.0,,,,,A. Dosunmu,1630245.0,10.0,,,,,,,,,,
379,PT06M09.00S,2022-02-05T01:29:35.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,92.85479632063075,52.450980392156865,1610612754,75,79,2022-02-05T01:29:41Z,3790000,12.0,15.0,1,right,D. Washington Jr. driving finger roll Layup (13 PTS) (T. Taylor 3 AST),"[1630613, 1630678]",1610612754.0,IND,driving finger roll,,,Washington Jr.,D. Washington Jr.,,,,,1.92,Made,13.0,,,,,T. Taylor,1630678.0,3.0,,,,,,,,,,
380,PT05M52.00S,2022-02-05T01:29:54.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,19.316688567674113,62.52297794117647,1610612741,75,79,2022-02-05T01:30:05Z,3800000,-63.0,129.0,1,left,MISS D. DeRozan 14' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,14.35,Missed,,,,,,,,,,,,,,,,,,
381,PT05M47.00S,2022-02-05T01:29:59.1Z,3,REGULAR,rebound,defensive,[],1630678,,,1610612754,75,79,2022-02-05T01:29:58Z,3810000,,,0,,T. Taylor REBOUND (Off:4 Def:3),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,380.0,7.0,3.0,4.0,,,,,,,,,,,,,
382,PT05M45.00S,2022-02-05T01:30:04.5Z,3,REGULAR,foul,personal,[],201942,,,1610612754,75,79,2022-02-05T01:30:31Z,3820000,,,0,,D. DeRozan take personal FOUL (3 PF),"[201942, 1630613]",1610612741.0,CHI,take,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,204058.0,3.0,0.0,Washington Jr.,1630613.0,,,,,
384,PT05M45.00S,2022-02-05T01:30:11.0Z,3,REGULAR,substitution,out,[],201942,,,1610612754,75,79,2022-02-05T01:30:19Z,3840000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
385,PT05M45.00S,2022-02-05T01:30:11.0Z,3,REGULAR,substitution,out,[],1629750,,,1610612754,75,79,2022-02-05T01:30:19Z,3850000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
386,PT05M45.00S,2022-02-05T01:30:11.0Z,3,REGULAR,substitution,in,[],1630792,,,1610612754,75,79,2022-02-05T01:30:19Z,3860000,,,0,,SUB in: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M45.00S,2022-02-05T01:30:11.0Z,3,REGULAR,substitution,in,[],1629744,,,1610612754,75,79,2022-02-05T01:30:19Z,3870000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M39.00S,2022-02-05T01:30:44.1Z,3,REGULAR,3pt,Jump Shot,[],203200,93.77463863337714,3.1862745098039214,1610612754,78,79,2022-02-05T01:30:50Z,3880000,-234.0,6.0,1,right,J. Holiday 3PT  (6 PTS) (T. Taylor 4 AST),"[203200, 1630678]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.42,Made,6.0,,,,,T. Taylor,1630678.0,4.0,,,,,,,,,,
390,PT05M20.00S,2022-02-05T01:31:01.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,8.09789750328515,47.05882352941176,1610612741,78,81,2022-02-05T01:31:05Z,3900000,15.0,24.0,1,left,N. Vucevic Layup (26 PTS) (T. Brown Jr. 1 AST),"[202696, 1628972]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,2.78,Made,26.0,,,,,T. Brown Jr.,1628972.0,1.0,,,,,,,,,,
392,PT05M12.00S,2022-02-05T01:31:11.0Z,3,REGULAR,3pt,Jump Shot,[],1630613,68.41327201051249,28.186274509803923,1610612754,78,81,2022-02-05T01:31:15Z,3920000,-109.0,244.0,1,right,MISS D. Washington Jr. 26' 3PT,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,26.76,Missed,,,,,,,,,,,,,,,,,,
393,PT05M08.00S,2022-02-05T01:31:15.0Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,78,81,2022-02-05T01:31:15Z,3930000,,,0,,N. Vucevic REBOUND (Off:3 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,392.0,13.0,10.0,3.0,,,,,,,,,,,,,
394,PT04M57.00S,2022-02-05T01:31:24.4Z,3,REGULAR,3pt,Jump Shot,[],1630792,27.677398160315374,78.43137254901961,1610612741,78,81,2022-02-05T01:31:31Z,3940000,-142.0,208.0,1,left,MISS M. Hill 25' 3PT,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,
395,PT04M55.00S,2022-02-05T01:31:26.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,78,81,2022-02-05T01:31:31Z,3950000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,394.0,,,,,,,,,,,,,,,,
396,PT04M55.00S,2022-02-05T01:31:31.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,78,81,2022-02-05T01:31:31Z,3960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M45.00S,2022-02-05T01:31:52.6Z,3,REGULAR,2pt,Jump Shot,[],1630613,85.23324572930355,31.61764705882353,1610612754,78,81,2022-02-05T01:31:57Z,3970000,-92.0,86.0,1,right,MISS D. Washington Jr. 12' driving floating Shot,[1630613],1610612754.0,IND,driving floating,,,Washington Jr.,D. Washington Jr.,,,,,12.61,Missed,,,,,,,,,,,,,,,,,,
398,PT04M42.00S,2022-02-05T01:31:55.6Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,78,81,2022-02-05T01:31:57Z,3980000,,,0,,N. Vucevic REBOUND (Off:3 Def:11),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,397.0,14.0,11.0,3.0,,,,,,,,,,,,,
399,PT04M23.00S,2022-02-05T01:32:14.4Z,3,REGULAR,3pt,Jump Shot,[],1630792,21.23850197109067,89.95098039215686,1610612741,78,81,2022-02-05T01:32:18Z,3990000,-200.0,147.0,1,left,MISS M. Hill 24' 3PT,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,24.81,Missed,,,,,,,,,,,,,,,,,,
400,PT04M21.00S,2022-02-05T01:32:16.4Z,3,REGULAR,rebound,defensive,[],1630613,,,1610612754,78,81,2022-02-05T01:32:18Z,4000000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:5),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,399.0,5.0,5.0,0.0,,,,,,,,,,,,,
401,PT04M16.00S,2022-02-05T01:32:23.7Z,3,REGULAR,foul,personal,[],1629744,,,1610612754,78,81,2022-02-05T01:32:31Z,4010000,,,0,,M. Thomas personal FOUL (1 PF),"[1629744, 1628470]",1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,101284.0,1.0,0.0,Craig,1628470.0,,,,,
403,PT04M16.00S,2022-02-05T01:32:30.5Z,3,REGULAR,substitution,out,[],1628470,,,1610612754,78,81,2022-02-05T01:32:33Z,4030000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M16.00S,2022-02-05T01:32:30.5Z,3,REGULAR,substitution,in,[],1629052,,,1610612754,78,81,2022-02-05T01:32:33Z,4040000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M06.00S,2022-02-05T01:32:54.0Z,3,REGULAR,2pt,Jump Shot,[],1627747,86.67871222076215,68.87254901960785,1610612754,80,81,2022-02-05T01:33:01Z,4050000,94.0,73.0,1,right,C. LeVert 11' pullup Jump Shot (30 PTS),[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,11.91,Made,30.0,,,,,,,,,,,,,,,,,
406,PT04M04.00S,2022-02-05T01:33:01.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612741,80,81,2022-02-05T01:33:01Z,4060000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M04.00S,2022-02-05T01:34:02.3Z,3,REGULAR,substitution,out,[],203200,,,1610612741,80,81,2022-02-05T01:34:36Z,4070000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M04.00S,2022-02-05T01:34:02.3Z,3,REGULAR,substitution,in,[],1630537,,,1610612741,80,81,2022-02-05T01:34:36Z,4080000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M04.00S,2022-02-05T01:34:37.8Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,80,81,2022-02-05T01:34:44Z,4090000,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,204059.0,,,,,,,,,
411,PT03M51.00S,2022-02-05T01:34:55.4Z,3,REGULAR,foul,personal,[],1630678,,,1610612741,80,81,2022-02-05T01:35:06Z,4100000,,,0,,T. Taylor personal FOUL (2 PF),"[1630678, 202696]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,204058.0,2.0,0.0,Vucevic,202696.0,,,,,
413,PT03M51.00S,2022-02-05T01:35:06.9Z,3,REGULAR,substitution,out,[],1630678,,,1610612741,80,81,2022-02-05T01:35:10Z,4120000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M51.00S,2022-02-05T01:35:06.9Z,3,REGULAR,substitution,in,[],1629617,,,1610612741,80,81,2022-02-05T01:35:10Z,4130000,,,0,,SUB in: R. Perry,[1629617],1610612754.0,IND,,,,Perry,R. Perry,,,,,,,,,,,,,,,,,,,,,,,,
415,PT03M47.00S,2022-02-05T01:35:26.3Z,3,REGULAR,foul,personal,['2freethrow'],1629617,,,1610612741,80,81,2022-02-05T01:35:30Z,4140000,,,0,,R. Perry shooting personal FOUL (2 PF) (Vucevic 2 FT),"[1629617, 202696]",1610612754.0,IND,shooting,,,Perry,R. Perry,,,,,,,,,,,,,,,204059.0,2.0,0.0,Vucevic,202696.0,,,,,
417,PT03M47.00S,2022-02-05T01:35:53.2Z,3,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,80,82,2022-02-05T01:35:53Z,4160000,,,0,,N. Vucevic Free Throw 1 of 2 (27 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
418,PT03M47.00S,2022-02-05T01:35:54.1Z,3,REGULAR,substitution,out,[],1628972,,,1610612741,80,82,2022-02-05T01:35:59Z,4170000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M47.00S,2022-02-05T01:35:54.1Z,3,REGULAR,substitution,in,[],1629750,,,1610612741,80,82,2022-02-05T01:35:59Z,4180000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M47.00S,2022-02-05T01:36:13.7Z,3,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,80,83,2022-02-05T01:36:13Z,4190000,,,0,,N. Vucevic Free Throw 2 of 2 (28 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
421,PT03M32.00S,2022-02-05T01:36:30.9Z,3,REGULAR,3pt,Jump Shot,[],1630537,94.30026281208936,2.2058823529411766,1610612754,83,83,2022-02-05T01:36:36Z,4200000,-239.0,1.0,1,right,C. Duarte 3PT  (8 PTS) (D. Washington Jr. 3 AST),"[1630537, 1630613]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,23.9,Made,8.0,,,,,D. Washington Jr.,1630613.0,3.0,,,,,,,,,,
423,PT03M20.00S,2022-02-05T01:36:43.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627747,,,1610612741,83,83,2022-02-05T01:36:48Z,4220000,,,0,,C. LeVert shooting personal FOUL (3 PF) (Green 2 FT),"[1627747, 1629750]",1610612754.0,IND,shooting,,,LeVert,C. LeVert,,,,,,,,,,,,,,,101284.0,3.0,0.0,Green,1629750.0,,,,,
425,PT03M20.00S,2022-02-05T01:37:16.5Z,3,REGULAR,freethrow,1 of 2,[],1629750,,,1610612741,83,84,2022-02-05T01:37:16Z,4240000,,,0,,J. Green Free Throw 1 of 2 (11 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
426,PT03M20.00S,2022-02-05T01:37:17.1Z,3,REGULAR,substitution,out,[],1629052,,,1610612741,83,84,2022-02-05T01:37:28Z,4250000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M20.00S,2022-02-05T01:37:17.1Z,3,REGULAR,substitution,out,[],1627747,,,1610612741,83,84,2022-02-05T01:37:28Z,4260000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M20.00S,2022-02-05T01:37:17.1Z,3,REGULAR,substitution,out,[],202696,,,1610612741,83,84,2022-02-05T01:37:28Z,4270000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M20.00S,2022-02-05T01:37:17.1Z,3,REGULAR,substitution,out,[],1630245,,,1610612741,83,84,2022-02-05T01:37:28Z,4280000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M20.00S,2022-02-05T01:37:17.1Z,3,REGULAR,substitution,in,[],202362,,,1610612741,83,84,2022-02-05T01:37:28Z,4290000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M20.00S,2022-02-05T01:37:17.1Z,3,REGULAR,substitution,in,[],1628470,,,1610612741,83,84,2022-02-05T01:37:28Z,4300000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M20.00S,2022-02-05T01:37:17.1Z,3,REGULAR,substitution,in,[],201942,,,1610612741,83,84,2022-02-05T01:37:28Z,4310000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M20.00S,2022-02-05T01:37:17.1Z,3,REGULAR,substitution,in,[],1628396,,,1610612741,83,84,2022-02-05T01:37:28Z,4320000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M20.00S,2022-02-05T01:37:47.5Z,3,REGULAR,freethrow,2 of 2,[],1629750,,,1610612741,83,85,2022-02-05T01:37:47Z,4330000,,,0,,J. Green Free Throw 2 of 2 (12 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
435,PT02M57.00S,2022-02-05T01:38:12.7Z,3,REGULAR,3pt,Jump Shot,[],202362,63.55124835742444,75.98039215686273,1610612754,86,85,2022-02-05T01:38:18Z,4340000,130.0,290.0,1,right,L. Stephenson 31' 3PT  (3 PTS) (C. Duarte 2 AST),"[202362, 1630537]",1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,31.79,Made,3.0,,,,,C. Duarte,1630537.0,2.0,,,,,,,,,,
437,PT02M41.00S,2022-02-05T01:38:30.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629617,,,1610612741,86,85,2022-02-05T01:38:45Z,4360000,,,0,,R. Perry personal FOUL (3 PF) (DeRozan 2 FT),"[1629617, 201942]",1610612754.0,IND,,,,Perry,R. Perry,,,,,,,,,,,,,,,204059.0,3.0,0.0,DeRozan,201942.0,,,,,
439,PT02M41.00S,2022-02-05T01:39:06.9Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,86,86,2022-02-05T01:39:06Z,4380000,,,0,,D. DeRozan Free Throw 1 of 2 (20 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
440,PT02M41.00S,2022-02-05T01:39:22.9Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,86,87,2022-02-05T01:39:22Z,4390000,,,0,,D. DeRozan Free Throw 2 of 2 (21 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
441,PT02M26.00S,2022-02-05T01:39:39.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,90.62089356110381,47.30392156862745,1610612754,86,87,2022-02-05T01:39:43Z,4400000,-13.0,36.0,1,right,MISS C. Duarte driving floating Shot,[1630537],1610612754.0,IND,driving floating,,,Duarte,C. Duarte,,,,,3.82,Missed,,,,,,,,,,,,,,,,,,
442,PT02M24.00S,2022-02-05T01:39:41.1Z,3,REGULAR,rebound,defensive,[],1630792,,,1610612741,86,87,2022-02-05T01:39:43Z,4410000,,,0,,M. Hill REBOUND (Off:1 Def:2),[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,441.0,3.0,2.0,1.0,,,,,,,,,,,,,
443,PT02M19.00S,2022-02-05T01:39:50.5Z,3,REGULAR,foul,offensive,[],201942,,,1610612741,86,87,2022-02-05T01:40:08Z,4420000,,,0,,D. DeRozan offensive FOUL (4 PF),"[201942, 1628470]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,204059.0,4.0,0.0,Craig,1628470.0,,,,,
445,PT02M19.00S,2022-02-05T01:39:50.5Z,3,REGULAR,turnover,offensive foul,[],201942,,,1610612741,86,87,2022-02-05T01:39:50Z,4440000,,,0,,D. DeRozan offensive foul TURNOVER (4 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,204059.0,,,,,4.0,,,,
446,PT02M08.00S,2022-02-05T01:40:27.3Z,3,REGULAR,turnover,discontinued dribble,[],202362,,,1610612754,86,87,2022-02-05T01:40:36Z,4450000,,,0,,L. Stephenson discontinued dribble TURNOVER (2 TO),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,101284.0,,,,,2.0,,,,
447,PT01M59.00S,2022-02-05T01:40:46.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201942,13.61695137976347,74.01960784313727,1610612741,86,89,2022-02-05T01:40:52Z,4460000,-120.0,75.0,1,left,D. DeRozan 14' pullup Jump Shot (23 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,14.19,Made,23.0,,,,,,,,,,,,,,,,,
448,PT01M47.00S,2022-02-05T01:41:00.3Z,3,REGULAR,foul,personal,['2freethrow'],1630792,,,1610612754,86,89,2022-02-05T01:41:07Z,4470000,,,0,,M. Hill shooting personal FOUL (2 PF) (Stephenson 2 FT),"[1630792, 202362]",1610612741.0,CHI,shooting,,,Hill,M. Hill,,,,,,,,,,,,,,,204058.0,2.0,0.0,Stephenson,202362.0,,,,,
450,PT01M47.00S,2022-02-05T01:41:28.3Z,3,REGULAR,freethrow,1 of 2,[],202362,,,1610612754,87,89,2022-02-05T01:41:28Z,4490000,,,0,,L. Stephenson Free Throw 1 of 2 (4 PTS),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
451,PT01M47.00S,2022-02-05T01:41:29.2Z,3,REGULAR,substitution,out,[],1628396,,,1610612754,87,89,2022-02-05T01:41:32Z,4500000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
452,PT01M47.00S,2022-02-05T01:41:29.2Z,3,REGULAR,substitution,in,[],202696,,,1610612754,87,89,2022-02-05T01:41:32Z,4510000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
453,PT01M47.00S,2022-02-05T01:41:52.3Z,3,REGULAR,freethrow,2 of 2,[],202362,,,1610612754,88,89,2022-02-05T01:41:52Z,4520000,,,0,,L. Stephenson Free Throw 2 of 2 (5 PTS),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
454,PT01M33.00S,2022-02-05T01:42:07.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202696,6.1268068331143235,50.0,1610612741,88,91,2022-02-05T01:42:13Z,4530000,0.0,5.0,1,left,N. Vucevic driving DUNK (30 PTS) (D. DeRozan 6 AST),"[202696, 201942]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,0.51,Made,30.0,,,,,D. DeRozan,201942.0,6.0,,,,,,,,,,
456,PT01M23.00S,2022-02-05T01:42:18.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202362,92.06636005256242,54.41176470588235,1610612754,88,91,2022-02-05T01:42:24Z,4550000,22.0,22.0,1,right,MISS L. Stephenson driving Layup - blocked,"[202362, 1629750]",1610612754.0,IND,driving,,,Stephenson,L. Stephenson,,,,,3.13,Missed,,,,,,,,,,,,,,,,,Green,1629750.0
457,PT01M23.00S,2022-02-05T01:42:18.2Z,3,REGULAR,block,,[],1629750,,,1610612754,88,91,2022-02-05T01:42:21Z,4560000,,,0,,J. Green BLOCK (1 BLK),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
