actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
184,PT11M17.00S,2022-02-13T20:42:02.7Z,2,REGULAR,rebound,offensive,[],1630678,,,1610612754,39,36,2022-02-13T20:42:03Z,1840000,,,0,,T. Taylor REBOUND (Off:1 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,183.0,,,,,,,2.0,1.0,1.0,,,,,
185,PT11M17.00S,2022-02-13T20:42:04.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,39,36,2022-02-13T20:42:04Z,1850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M16.00S,2022-02-13T20:42:17.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202362,94.03745072273325,94.85294117647058,1610612754,39,36,2022-02-13T20:42:22Z,1860000,224.0,4.0,1,right,MISS L. Stephenson 3PT,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,Missed,,,,22.43,,,,,,,,,,,
187,PT11M13.00S,2022-02-13T20:42:20.9Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,39,36,2022-02-13T20:42:20Z,1870000,,,0,,J. Smith REBOUND (Off:2 Def:0),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,186.0,,,,,,,2.0,0.0,2.0,,,,,
188,PT11M11.00S,2022-02-13T20:42:23.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202362,93.38042049934296,59.068627450980394,1610612754,39,36,2022-02-13T20:42:29Z,1880000,45.0,10.0,1,right,MISS L. Stephenson driving floating bank Shot,[202362],1610612754.0,IND,driving floating bank,,,Stephenson,L. Stephenson,,,,,,,,,,Missed,,,,4.63,,,,,,,,,,,
189,PT11M08.00S,2022-02-13T20:42:26.0Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,39,36,2022-02-13T20:42:29Z,1890000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,188.0,,,,,,,1.0,1.0,0.0,,,,,
190,PT11M00.00S,2022-02-13T20:42:33.5Z,2,REGULAR,turnover,lost ball,[],1630162,,,1610612750,39,36,2022-02-13T20:42:36Z,1900000,,,0,,A. Edwards lost ball TURNOVER (2 TO),"[1630162, 202362]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,2.0,,,,,,,,Stephenson,202362.0,,,
191,PT11M00.00S,2022-02-13T20:42:33.5Z,2,REGULAR,steal,,[],202362,,,1610612754,39,36,2022-02-13T20:42:34Z,1910000,,,0,,L. Stephenson STEAL (1 STL),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M59.00S,2022-02-13T20:42:37.1Z,2,REGULAR,turnover,double dribble,[],202362,,,1610612754,39,36,2022-02-13T20:42:42Z,1920000,,,0,,L. Stephenson double dribble TURNOVER (1 TO),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,1830.0,,,,,,,,1.0,,,,,,,,,,,,
193,PT10M59.00S,2022-02-13T20:42:52.5Z,2,REGULAR,substitution,out,[],202362,,,1610612750,39,36,2022-02-13T20:42:54Z,1930000,,,0,,SUB out: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M59.00S,2022-02-13T20:42:52.5Z,2,REGULAR,substitution,in,[],1626208,,,1610612750,39,36,2022-02-13T20:42:54Z,1940000,,,0,,SUB in: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M47.00S,2022-02-13T20:43:13.3Z,2,REGULAR,foul,technical,['1freethrow'],1630678,,,1610612750,39,36,2022-02-13T20:43:23Z,1950000,,,0,,T. Taylor defensive-3-second technical FOUL (1 Tech),[1630678],1610612754.0,IND,defensive-3-second,,,Taylor,T. Taylor,,,,,1204.0,1.0,1.0,,,,,,,,,,,,,,,,,,
196,PT10M47.00S,2022-02-13T20:43:27.8Z,2,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,39,37,2022-02-13T20:43:27Z,1960000,,,0,,A. Edwards technical Free Throw 1 of 1 (9 PTS),[1630162],1610612750.0,MIN,technical,,,Edwards,A. Edwards,,,,,,,,,,Made,,9.0,,,,,,,,,,,,,
197,PT10M47.00S,2022-02-13T20:43:30.3Z,2,REGULAR,substitution,out,[],1630678,,,1610612750,39,37,2022-02-13T20:43:33Z,1970000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT10M47.00S,2022-02-13T20:43:30.3Z,2,REGULAR,substitution,in,[],1629048,,,1610612750,39,37,2022-02-13T20:43:33Z,1980000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M42.00S,2022-02-13T20:43:49.9Z,2,REGULAR,turnover,lost ball,[],1630162,,,1610612750,39,37,2022-02-13T20:43:54Z,1990000,,,0,,A. Edwards lost ball TURNOVER (3 TO),"[1630162, 1630613]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,3.0,,,,,,,,Washington Jr.,1630613.0,,,
200,PT10M42.00S,2022-02-13T20:43:49.9Z,2,REGULAR,steal,,[],1630613,,,1610612754,39,37,2022-02-13T20:43:51Z,2000000,,,0,,D. Washington Jr. STEAL (2 STL),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M30.00S,2022-02-13T20:44:01.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630613,93.24901445466492,53.431372549019606,1610612754,39,37,2022-02-13T20:44:05Z,2010000,17.0,11.0,1,right,MISS D. Washington Jr. driving finger roll Layup,[1630613],1610612754.0,IND,driving finger roll,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Missed,,,,2.04,,,,,,,,,,,
202,PT10M28.00S,2022-02-13T20:44:03.9Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,39,37,2022-02-13T20:44:05Z,2020000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,201.0,,,,,,,1.0,1.0,0.0,,,,,
203,PT10M22.00S,2022-02-13T20:44:08.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630162,7.30946123521682,50.0,1610612750,39,39,2022-02-13T20:44:14Z,2030000,0.0,16.0,1,left,A. Edwards running DUNK (11 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,,,,,,Made,,11.0,,1.62,,,,,,,,,,,
204,PT10M20.00S,2022-02-13T20:44:16.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,39,39,2022-02-13T20:44:16Z,2040000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M06.00S,2022-02-13T20:47:20.4Z,2,REGULAR,turnover,lost ball,[],1629048,,,1610612754,39,39,2022-02-13T20:47:23Z,2050000,,,0,,G. Bitadze lost ball TURNOVER (1 TO),"[1629048, 1630162]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,1.0,,,,,,,,Edwards,1630162.0,,,
206,PT10M06.00S,2022-02-13T20:47:20.4Z,2,REGULAR,steal,,[],1630162,,,1610612750,39,39,2022-02-13T20:47:21Z,2060000,,,0,,A. Edwards STEAL (2 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M00.00S,2022-02-13T20:47:31.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630162,7.703679369250986,48.03921568627451,1610612750,39,41,2022-02-13T20:48:02Z,2090000,10.0,20.0,1,left,A. Edwards running DUNK (13 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,,,,,,Made,,13.0,,2.22,,,,,,,,,,,
210,PT09M53.00S,2022-02-13T20:47:33.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626208,69.85873850197109,17.401960784313726,1610612754,42,41,2022-02-13T20:47:42Z,2100000,-163.0,231.0,1,right,K. Sykes 28' 3PT running (3 PTS) (T. Haliburton 7 AST),"[1626208, 1630169]",1610612754.0,IND,running,,,Sykes,K. Sykes,,,,,,,,,,Made,,3.0,,28.26,T. Haliburton,1630169.0,7.0,,,,,,,,
212,PT09M44.00S,2022-02-13T20:47:46.7Z,2,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612750,42,41,2022-02-13T20:47:51Z,2120000,,,0,,J. Smith shooting personal FOUL (1 PF) (Reid 2 FT),"[1630188, 1629675]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,1830.0,1.0,0.0,Reid,1629675.0,,,,,,,,,,,,,,,,
214,PT09M44.00S,2022-02-13T20:48:14.5Z,2,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,42,42,2022-02-13T20:48:14Z,2140000,,,0,,N. Reid Free Throw 1 of 2 (5 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Made,,5.0,,,,,,,,,,,,,
215,PT09M44.00S,2022-02-13T20:48:39.5Z,2,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,42,43,2022-02-13T20:48:39Z,2150000,,,0,,N. Reid Free Throw 2 of 2 (6 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
216,PT09M33.00S,2022-02-13T20:48:53.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630188,94.1688567674113,50.245098039215684,1610612754,44,43,2022-02-13T20:48:56Z,2160000,1.0,2.0,1,right,J. Smith DUNK (6 PTS) (T. Haliburton 8 AST),"[1630188, 1630169]",1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,Made,,6.0,,0.26,T. Haliburton,1630169.0,8.0,,,,,,,,
218,PT09M17.00S,2022-02-13T20:49:08.3Z,2,REGULAR,3pt,Jump Shot,[],1627736,31.750985545335087,34.31372549019608,1610612750,44,46,2022-02-13T20:49:13Z,2180000,78.0,246.0,1,left,M. Beasley 25' 3PT  (6 PTS) (N. Reid 1 AST),"[1627736, 1629675]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,Made,,6.0,,25.82,N. Reid,1629675.0,1.0,,,,,,,,
220,PT09M03.00S,2022-02-13T20:49:24.4Z,2,REGULAR,foul,offensive,[],1629048,,,1610612754,44,46,2022-02-13T20:49:33Z,2200000,,,0,,G. Bitadze charge offensive FOUL (2 PF),"[1629048, 1629162]",1610612754.0,IND,charge,,,Bitadze,G. Bitadze,,,,,1830.0,2.0,0.0,McLaughlin,1629162.0,,,,,,,,,,,,,,,,
222,PT09M03.00S,2022-02-13T20:49:24.4Z,2,REGULAR,turnover,offensive foul,[],1629048,,,1610612754,44,46,2022-02-13T20:49:24Z,2220000,,,0,,G. Bitadze offensive foul TURNOVER (2 TO),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,1830.0,,,,,,,,2.0,,,,,,,,,,,,
223,PT08M52.00S,2022-02-13T20:49:52.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,27.677398160315374,82.84313725490196,1610612750,44,46,2022-02-13T20:49:58Z,2230000,-164.0,208.0,1,left,MISS A. Edwards 26' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,,,,,Missed,,,,26.48,,,,,,,,,,,
224,PT08M48.00S,2022-02-13T20:49:56.9Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,44,46,2022-02-13T21:04:40Z,2240000,,,0,,N. Reid REBOUND (Off:1 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,223.0,,,,,,,1.0,0.0,1.0,,,,,
225,PT08M46.00S,2022-02-13T20:49:58.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629675,7.046649145860711,47.549019607843135,1610612750,44,48,2022-02-13T20:50:03Z,2250000,12.0,14.0,1,left,N. Reid driving DUNK (8 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,,,,,,Made,,8.0,,1.84,,,,,,,,,,,
227,PT08M33.00S,2022-02-13T20:50:11.0Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,44,48,2022-02-13T20:50:14Z,2270000,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1630162]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,1.0,,,,,,,,Edwards,1630162.0,,,
228,PT08M33.00S,2022-02-13T20:50:11.0Z,2,REGULAR,steal,,[],1630162,,,1610612750,44,48,2022-02-13T20:50:12Z,2280000,,,0,,A. Edwards STEAL (3 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M27.00S,2022-02-13T20:50:17.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629162,4.155716162943495,97.30392156862744,1610612750,44,51,2022-02-13T20:50:24Z,2290000,-237.0,-13.0,1,left,J. McLaughlin 3PT running (3 PTS) (M. Beasley 2 AST),"[1629162, 1627736]",1610612750.0,MIN,running,,,McLaughlin,J. McLaughlin,,,,,,,,,,Made,,3.0,,23.69,M. Beasley,1627736.0,2.0,,,,,,,,
231,PT08M25.00S,2022-02-13T20:50:25.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,44,51,2022-02-13T20:50:25Z,2310000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M25.00S,2022-02-13T20:52:49.4Z,2,REGULAR,substitution,out,[],1630613,,,1610612754,44,51,2022-02-13T20:53:12Z,2320000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M25.00S,2022-02-13T20:52:49.4Z,2,REGULAR,substitution,out,[],1630188,,,1610612754,44,51,2022-02-13T20:53:12Z,2330000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M25.00S,2022-02-13T20:52:49.4Z,2,REGULAR,substitution,out,[],1629048,,,1610612754,44,51,2022-02-13T20:53:12Z,2340000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M25.00S,2022-02-13T20:52:49.4Z,2,REGULAR,substitution,in,[],202684,,,1610612754,44,51,2022-02-13T20:53:12Z,2350000,,,0,,SUB in: T. Thompson,[202684],1610612754.0,IND,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M25.00S,2022-02-13T20:52:49.4Z,2,REGULAR,substitution,in,[],1629052,,,1610612754,44,51,2022-02-13T20:53:12Z,2360000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M25.00S,2022-02-13T20:52:49.4Z,2,REGULAR,substitution,in,[],1627741,,,1610612754,44,51,2022-02-13T20:53:12Z,2370000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M03.00S,2022-02-13T20:53:46.9Z,2,REGULAR,3pt,Jump Shot,[],1629052,71.56701708278581,16.176470588235293,1610612754,44,51,2022-02-13T20:53:51Z,2380000,-169.0,215.0,1,right,MISS O. Brissett 27' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Missed,,,,27.34,,,,,,,,,,,
239,PT07M59.00S,2022-02-13T20:53:50.9Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,44,51,2022-02-13T20:53:51Z,2390000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,238.0,,,,,,,2.0,2.0,0.0,,,,,
240,PT07M54.00S,2022-02-13T20:53:55.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,8.229303547963205,47.794117647058826,1610612750,44,51,2022-02-13T20:54:00Z,2400000,11.0,25.0,1,left,MISS A. Edwards running Layup,[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,,,,,,Missed,,,,2.72,,,,,,,,,,,
242,PT07M52.00S,2022-02-13T20:53:57.2Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,44,51,2022-02-13T20:54:00Z,2420000,,,0,,T. Haliburton REBOUND (Off:0 Def:4),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,240.0,,,,,,,4.0,4.0,0.0,,,,,
243,PT07M52.00S,2022-02-13T20:54:00.4Z,2,REGULAR,foul,personal,[],1629162,,,1610612754,44,51,2022-02-13T20:54:08Z,2430000,,,0,,J. McLaughlin take personal FOUL (1 PF),"[1629162, 1630169]",1610612750.0,MIN,take,,,McLaughlin,J. McLaughlin,,,,,1204.0,1.0,0.0,Haliburton,1630169.0,,,,,,,,,,,,,,,,
245,PT07M52.00S,2022-02-13T20:54:16.4Z,2,REGULAR,substitution,out,[],1627736,,,1610612754,44,51,2022-02-13T20:54:30Z,2450000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M52.00S,2022-02-13T20:54:16.4Z,2,REGULAR,substitution,in,[],201976,,,1610612754,44,51,2022-02-13T20:54:30Z,2460000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M38.00S,2022-02-13T20:54:53.0Z,2,REGULAR,foul,personal,[],201976,,,1610612754,44,51,2022-02-13T20:55:00Z,2470000,,,0,,P. Beverley personal FOUL (2 PF),"[201976, 202684]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,1201.0,2.0,0.0,Thompson,202684.0,,,,,,,,,,,,,,,,
249,PT07M29.00S,2022-02-13T20:55:21.7Z,2,REGULAR,2pt,Jump Shot,[],1626208,81.8166885676741,73.0392156862745,1610612754,44,51,2022-02-13T20:55:25Z,2490000,115.0,118.0,1,right,MISS K. Sykes 16' pullup Shot,[1626208],1610612754.0,IND,pullup,,,Sykes,K. Sykes,,,,,,,,,,Missed,,,,16.52,,,,,,,,,,,
250,PT07M26.00S,2022-02-13T20:55:24.7Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,44,51,2022-02-13T20:55:25Z,2500000,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,249.0,,,,,,,3.0,3.0,0.0,,,,,
251,PT07M21.00S,2022-02-13T20:55:29.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201976,19.398817345597898,93.62745098039215,1610612750,44,54,2022-02-13T20:55:36Z,2510000,-218.0,130.0,1,left,P. Beverley 25' 3PT running (6 PTS) (A. Edwards 3 AST),"[201976, 1630162]",1610612750.0,MIN,running,,,Beverley,P. Beverley,,,,,,,,,,Made,,6.0,,25.38,A. Edwards,1630162.0,3.0,,,,,,,,
253,PT07M09.00S,2022-02-13T20:55:42.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202684,88.51839684625493,42.64705882352941,1610612754,44,54,2022-02-13T20:55:47Z,2530000,-37.0,55.0,1,right,MISS T. Thompson 6' turnaround Hook,[202684],1610612754.0,IND,turnaround,,,Thompson,T. Thompson,,,,,,,,,,Missed,,,,6.65,,,,,,,,,,,
254,PT07M05.00S,2022-02-13T20:55:46.1Z,2,REGULAR,rebound,offensive,[],1629052,,,1610612754,44,54,2022-02-13T20:55:47Z,2540000,,,0,,O. Brissett REBOUND (Off:1 Def:0),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,253.0,,,,,,,1.0,0.0,1.0,,,,,
255,PT07M05.00S,2022-02-13T20:55:45.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629052,94.40999984741211,50.0,1610612754,44,54,2022-02-13T20:55:57Z,2550000,0.0,0.0,1,right,MISS O. Brissett tip Layup,[1629052],1610612754.0,IND,tip,,,Brissett,O. Brissett,,,,,,,,,,Missed,,,,0.0,,,,,,,,,,,
256,PT07M05.00S,2022-02-13T20:55:45.8Z,2,REGULAR,rebound,offensive,[],1629052,,,1610612754,44,54,2022-02-13T20:55:57Z,2560000,,,0,,O. Brissett REBOUND (Off:2 Def:0),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,255.0,,,,,,,2.0,0.0,2.0,,,,,
257,PT07M02.00S,2022-02-13T20:55:48.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626208,91.80354796320631,96.32352941176471,1610612754,44,54,2022-02-13T20:55:53Z,2570000,232.0,25.0,1,right,MISS K. Sykes 3PT,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,Missed,,,,23.29,,,,,,,,,,,
258,PT07M00.00S,2022-02-13T20:55:50.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,44,54,2022-02-13T20:55:53Z,2580000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,257.0,,,,,,,,,,,,,,
259,PT07M00.00S,2022-02-13T20:55:53.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,44,54,2022-02-13T20:55:53Z,2590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M00.00S,2022-02-13T20:55:55.1Z,2,REGULAR,substitution,out,[],1629162,,,1610612754,44,54,2022-02-13T20:56:02Z,2600000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M00.00S,2022-02-13T20:55:55.1Z,2,REGULAR,substitution,in,[],1629020,,,1610612754,44,54,2022-02-13T20:56:02Z,2610000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M59.00S,2022-02-13T20:56:08.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,91.40932982917214,2.450980392156863,1610612754,44,54,2022-02-13T20:56:13Z,2620000,-238.0,28.0,1,right,MISS B. Hield 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,Missed,,,,23.94,,,,,,,,,,,
263,PT06M56.00S,2022-02-13T20:56:11.9Z,2,REGULAR,rebound,defensive,[],201976,,,1610612750,44,54,2022-02-13T20:56:13Z,2630000,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,262.0,,,,,,,1.0,1.0,0.0,,,,,
264,PT06M39.00S,2022-02-13T20:56:31.1Z,2,REGULAR,foul,personal,['2freethrow'],202684,,,1610612750,44,54,2022-02-13T20:56:38Z,2640000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Reid 2 FT),"[202684, 1629675]",1610612754.0,IND,shooting,,,Thompson,T. Thompson,,,,,1830.0,1.0,0.0,Reid,1629675.0,,,,,,,,,,,,,,,,
266,PT06M39.00S,2022-02-13T20:56:57.8Z,2,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,44,55,2022-02-13T20:56:57Z,2660000,,,0,,N. Reid Free Throw 1 of 2 (9 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Made,,9.0,,,,,,,,,,,,,
267,PT06M39.00S,2022-02-13T20:56:59.9Z,2,REGULAR,substitution,out,[],1626208,,,1610612750,44,55,2022-02-13T20:57:06Z,2670000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M39.00S,2022-02-13T20:56:59.9Z,2,REGULAR,substitution,in,[],202362,,,1610612750,44,55,2022-02-13T20:57:06Z,2680000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M39.00S,2022-02-13T20:57:19.1Z,2,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,44,56,2022-02-13T20:57:19Z,2690000,,,0,,N. Reid Free Throw 2 of 2 (10 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Made,,10.0,,,,,,,,,,,,,
270,PT06M17.00S,2022-02-13T20:57:44.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629052,83.78777923784494,44.6078431372549,1610612754,46,56,2022-02-13T20:58:01Z,2700000,-27.0,100.0,1,right,O. Brissett 10' pullup Jump Shot (13 PTS),[1629052],1610612754.0,IND,pullup,,,Brissett,O. Brissett,,,,,,,,,,Made,,13.0,,10.35,,,,,,,,,,,
271,PT06M17.00S,2022-02-13T20:57:48.4Z,2,REGULAR,foul,personal,['1freethrow'],1629675,,,1610612754,46,56,2022-02-13T20:57:58Z,2710000,,,0,,N. Reid shooting personal FOUL (1 PF) (Brissett 1 FT),"[1629675, 1629052]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,1830.0,1.0,0.0,Brissett,1629052.0,,,,,,,,,,,,,,,,
273,PT06M17.00S,2022-02-13T20:57:59.0Z,2,REGULAR,substitution,out,[],1630162,,,1610612754,46,56,2022-02-13T20:58:38Z,2730000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M17.00S,2022-02-13T20:57:59.0Z,2,REGULAR,substitution,out,[],1629675,,,1610612754,46,56,2022-02-13T20:58:38Z,2740000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M17.00S,2022-02-13T20:57:59.0Z,2,REGULAR,substitution,in,[],1626156,,,1610612754,46,56,2022-02-13T20:58:38Z,2750000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
