actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
25,PT10M17.00S,2022-02-13T20:13:32.0Z,1,REGULAR,3pt,Jump Shot,[],1630169,76.82325886990802,11.519607843137255,1610612754,6,5,2022-02-13T20:13:36Z,250000,-192.0,165.0,1,right,MISS T. Haliburton 25' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,Missed,,,,25.37,,,,,,,,,,,
26,PT10M13.00S,2022-02-13T20:13:36.0Z,1,REGULAR,rebound,offensive,[],1630537,,,1610612754,6,5,2022-02-13T20:13:36Z,260000,,,0,,C. Duarte REBOUND (Off:1 Def:0),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,25.0,,,,,,,1.0,0.0,1.0,,,,,
27,PT10M10.00S,2022-02-13T20:13:38.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,75.3777923784494,83.33333333333334,1610612754,6,5,2022-02-13T20:13:44Z,270000,167.0,179.0,1,right,MISS B. Hield 24' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,Missed,,,,24.45,,,,,,,,,,,
28,PT10M05.00S,2022-02-13T20:13:43.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,6,5,2022-02-13T20:13:44Z,280000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,27.0,,,,,,,2.0,1.0,1.0,,,,,
29,PT09M59.00S,2022-02-13T20:13:49.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630162,11.383048620236531,53.431372549019606,1610612750,6,5,2022-02-13T20:17:19Z,290000,-17.0,55.0,1,left,MISS A. Edwards driving floating bank Shot,[1630162],1610612750.0,MIN,driving floating bank,,,Edwards,A. Edwards,,,,,,,,,,Missed,,,,5.71,,,,,,,,,,,
30,PT09M56.00S,2022-02-13T20:13:52.7Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612754,6,5,2022-02-13T20:13:58Z,300000,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,29.0,,,,,,,1.0,1.0,0.0,,,,,
31,PT09M51.00S,2022-02-13T20:13:57.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630537,93.51182654402102,52.20588235294118,1610612754,8,5,2022-02-13T20:14:05Z,310000,11.0,8.0,1,right,C. Duarte running reverse Layup (2 PTS) (B. Hield 1 AST),"[1630537, 1627741]",1610612754.0,IND,running reverse,,,Duarte,C. Duarte,,,,,,,,,,Made,,2.0,,1.39,B. Hield,1627741.0,1.0,,,,,,,,
33,PT09M44.00S,2022-02-13T20:14:05.0Z,1,REGULAR,turnover,lost ball,[],1626156,,,1610612750,8,5,2022-02-13T20:14:08Z,330000,,,0,,D. Russell lost ball TURNOVER (1 TO),"[1626156, 1630169]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,1.0,,,,,,,,Haliburton,1630169.0,,,
34,PT09M44.00S,2022-02-13T20:14:05.0Z,1,REGULAR,steal,,[],1630169,,,1610612754,8,5,2022-02-13T20:14:07Z,340000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M39.00S,2022-02-13T20:14:10.2Z,1,REGULAR,turnover,bad pass,[],1630537,,,1610612754,8,5,2022-02-13T20:14:22Z,350000,,,0,,C. Duarte bad pass TURNOVER (1 TO),"[1630537, 1630162]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,1.0,,,,,,,,Edwards,1630162.0,,,
36,PT09M39.00S,2022-02-13T20:14:10.2Z,1,REGULAR,steal,,[],1630162,,,1610612750,8,5,2022-02-13T20:14:11Z,360000,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M35.00S,2022-02-13T20:14:13.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626156,5.863994743758213,52.20588235294118,1610612750,8,7,2022-02-13T20:14:20Z,370000,-11.0,3.0,1,left,D. Russell running finger roll Layup (2 PTS) (A. Edwards 1 AST),"[1626156, 1630162]",1610612750.0,MIN,running finger roll,,,Russell,D. Russell,,,,,,,,,,Made,,2.0,,1.13,A. Edwards,1630162.0,1.0,,,,,,,,
39,PT09M23.00S,2022-02-13T20:14:25.5Z,1,REGULAR,3pt,Jump Shot,[],1630537,80.50262812089356,93.13725490196079,1610612754,8,7,2022-02-13T20:14:30Z,390000,216.0,131.0,1,right,MISS C. Duarte 25' 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,Missed,,,,25.23,,,,,,,,,,,
40,PT09M21.00S,2022-02-13T20:14:27.5Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,8,7,2022-02-13T20:14:30Z,400000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,39.0,,,,,,,3.0,2.0,1.0,,,,,
41,PT09M06.00S,2022-02-13T20:14:42.6Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,8,7,2022-02-13T20:14:46Z,410000,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1627741]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,1.0,,,,,,,,Hield,1627741.0,,,
42,PT09M06.00S,2022-02-13T20:14:42.6Z,1,REGULAR,steal,,[],1627741,,,1610612754,8,7,2022-02-13T20:17:28Z,420000,,,0,,B. Hield STEAL (1 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT09M03.00S,2022-02-13T20:14:46.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627741,92.59198423127464,53.67647058823529,1610612754,10,7,2022-02-13T20:14:54Z,430000,18.0,17.0,1,right,B. Hield running finger roll Layup (2 PTS),[1627741],1610612754.0,IND,running finger roll,,,Hield,B. Hield,,,,,,,,,,Made,,2.0,,2.51,,,,,,,,,,,
44,PT08M46.00S,2022-02-13T20:15:02.6Z,1,REGULAR,3pt,Jump Shot,[],1630162,12.959921156373195,1.9607843137254901,1610612750,10,7,2022-02-13T20:15:06Z,440000,240.0,69.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Missed,,,,25.0,,,,,,,,,,,
45,PT08M42.00S,2022-02-13T20:15:06.6Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612754,10,7,2022-02-13T20:15:06Z,450000,,,0,,G. Bitadze REBOUND (Off:0 Def:2),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,44.0,,,,,,,2.0,2.0,0.0,,,,,
46,PT08M35.00S,2022-02-13T20:15:15.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,10,7,2022-02-13T20:15:15Z,460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M34.00S,2022-02-13T20:15:27.8Z,1,REGULAR,3pt,Jump Shot,[],1629052,68.01905387647832,36.27450980392157,1610612754,13,7,2022-02-13T20:15:32Z,470000,-69.0,248.0,1,right,O. Brissett 25' 3PT  (6 PTS) (T. Haliburton 3 AST),"[1629052, 1630169]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,,6.0,,25.74,T. Haliburton,1630169.0,3.0,,,,,,,,
49,PT08M14.00S,2022-02-13T20:15:47.2Z,1,REGULAR,3pt,Jump Shot,[],201976,23.078186596583443,89.2156862745098,1610612750,13,10,2022-02-13T20:15:52Z,490000,-196.0,164.0,1,left,P. Beverley 25' 3PT  (3 PTS) (D. Russell 2 AST),"[201976, 1626156]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,Made,,3.0,,25.59,D. Russell,1626156.0,2.0,,,,,,,,
51,PT07M56.00S,2022-02-13T20:16:05.4Z,1,REGULAR,turnover,bad pass,[],1630537,,,1610612754,13,10,2022-02-13T20:16:08Z,510000,,,0,,C. Duarte bad pass TURNOVER (2 TO),"[1630537, 201976]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,2.0,,,,,,,,Beverley,201976.0,,,
52,PT07M56.00S,2022-02-13T20:16:05.4Z,1,REGULAR,steal,,[],201976,,,1610612750,13,10,2022-02-13T20:16:06Z,520000,,,0,,P. Beverley STEAL (1 STL),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M52.00S,2022-02-13T20:16:09.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629020,8.09789750328515,47.30392156862745,1610612750,13,12,2022-02-13T20:16:15Z,530000,13.0,24.0,1,left,J. Vanderbilt running finger roll Layup (2 PTS) (P. Beverley 1 AST),"[1629020, 201976]",1610612750.0,MIN,running finger roll,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,Made,,2.0,,2.72,P. Beverley,201976.0,1.0,,,,,,,,
55,PT07M46.00S,2022-02-13T20:16:18.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,13,12,2022-02-13T20:16:18Z,550000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M46.00S,2022-02-13T20:19:07.7Z,1,REGULAR,substitution,out,[],1630537,,,1610612754,13,12,2022-02-13T20:19:17Z,560000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M46.00S,2022-02-13T20:19:07.7Z,1,REGULAR,substitution,in,[],202362,,,1610612754,13,12,2022-02-13T20:19:17Z,570000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M31.00S,2022-02-13T20:19:39.3Z,1,REGULAR,3pt,Jump Shot,[],1630169,66.70499342969777,40.931372549019606,1610612754,16,12,2022-02-13T20:19:52Z,580000,-45.0,260.0,1,right,T. Haliburton 26' 3PT step back (3 PTS) (G. Bitadze 1 AST),"[1630169, 1629048]",1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,,,,,,Made,,3.0,,26.44,G. Bitadze,1629048.0,1.0,,,,,,,,
60,PT07M14.00S,2022-02-13T20:19:55.0Z,1,REGULAR,2pt,Jump Shot,[],1626157,14.4053876478318,77.45098039215686,1610612750,16,12,2022-02-13T20:19:59Z,600000,-137.0,83.0,1,left,MISS K. Towns 16' Jump Shot,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Missed,,,,16.04,,,,,,,,,,,
61,PT07M12.00S,2022-02-13T20:19:57.0Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,16,12,2022-02-13T20:19:59Z,610000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,60.0,,,,,,,1.0,1.0,0.0,,,,,
62,PT07M02.00S,2022-02-13T20:20:07.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,93.77463863337714,52.94117647058824,1610612754,16,12,2022-02-13T20:20:11Z,620000,15.0,6.0,1,right,MISS O. Brissett driving Layup,[1629052],1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,,,,,,Missed,,,,1.59,,,,,,,,,,,
63,PT07M01.00S,2022-02-13T20:20:08.8Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,16,12,2022-02-13T20:20:11Z,630000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,62.0,,,,,,,4.0,3.0,1.0,,,,,
64,PT06M55.00S,2022-02-13T20:20:15.7Z,1,REGULAR,turnover,out-of-bounds,[],201976,,,1610612750,16,12,2022-02-13T20:20:20Z,640000,,,0,,P. Beverley bad pass out-of-bounds TURNOVER (1 TO),[201976],1610612750.0,MIN,bad pass,,,Beverley,P. Beverley,,,,,1830.0,,,,,,,,1.0,,,,,,,,,,,,
65,PT06M47.00S,2022-02-13T20:20:28.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629048,92.9862023653088,46.07843137254902,1610612754,16,12,2022-02-13T20:20:32Z,650000,-20.0,13.0,1,right,MISS G. Bitadze Layup,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,Missed,,,,2.37,,,,,,,,,,,
66,PT06M45.00S,2022-02-13T20:20:30.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,16,12,2022-02-13T20:20:32Z,660000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,65.0,,,,,,,1.0,1.0,0.0,,,,,
67,PT06M40.00S,2022-02-13T20:20:36.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201976,28.465834428383708,20.098039215686274,1610612750,16,12,2022-02-13T20:20:41Z,670000,150.0,215.0,1,left,MISS P. Beverley 26' running pullup 3PT,[201976],1610612750.0,MIN,running pullup,,,Beverley,P. Beverley,,,,,,,,,,Missed,,,,26.2,,,,,,,,,,,
68,PT06M36.00S,2022-02-13T20:20:40.1Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,16,12,2022-02-13T20:20:41Z,680000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,67.0,,,,,,,1.0,1.0,0.0,,,,,
69,PT06M33.00S,2022-02-13T20:20:44.7Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612754,16,12,2022-02-13T20:20:52Z,690000,,,0,,K. Towns shooting personal FOUL (1 PF) (Stephenson 2 FT),"[1626157, 202362]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,1204.0,1.0,0.0,Stephenson,202362.0,,,,,,,,,,,,,,,,
71,PT06M33.00S,2022-02-13T20:21:16.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202362,,,1610612754,17,12,2022-02-13T20:21:16Z,710000,,,0,,L. Stephenson Free Throw 1 of 2 (1 PTS),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
72,PT06M33.00S,2022-02-13T20:21:30.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202362,,,1610612754,18,12,2022-02-13T20:21:30Z,720000,,,0,,L. Stephenson Free Throw 2 of 2 (2 PTS),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
73,PT06M23.00S,2022-02-13T20:21:42.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,7.703679369250986,50.0,1610612750,18,14,2022-02-13T20:21:47Z,730000,0.0,20.0,1,left,K. Towns cutting DUNK (4 PTS) (D. Russell 3 AST),"[1626157, 1626156]",1610612750.0,MIN,cutting,,,Towns,K. Towns,,,,,,,,,,Made,,4.0,,1.99,D. Russell,1626156.0,3.0,,,,,,,,
75,PT06M11.00S,2022-02-13T20:21:54.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,64.86530880420499,50.98039215686274,1610612754,18,14,2022-02-13T20:21:58Z,750000,5.0,278.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,Missed,,,,27.78,,,,,,,,,,,
76,PT06M09.00S,2022-02-13T20:21:56.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,18,14,2022-02-13T20:21:58Z,760000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,75.0,,,,,,,2.0,2.0,0.0,,,,,
77,PT05M58.00S,2022-02-13T20:22:08.9Z,1,REGULAR,3pt,Jump Shot,[],1626156,11.383048620236531,94.11764705882352,1610612750,18,17,2022-02-13T20:22:16Z,770000,-221.0,55.0,1,left,D. Russell 3PT pullup (5 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,,,,,,Made,,5.0,,22.72,,,,,,,,,,,
78,PT05M40.00S,2022-02-13T20:22:25.2Z,1,REGULAR,3pt,Jump Shot,[],1629052,92.46057818659659,3.431372549019608,1610612754,21,17,2022-02-13T20:22:30Z,780000,-233.0,18.0,1,right,O. Brissett 3PT  (9 PTS) (T. Haliburton 4 AST),"[1629052, 1630169]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,,9.0,,23.35,T. Haliburton,1630169.0,4.0,,,,,,,,
80,PT05M19.00S,2022-02-13T20:22:46.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,5.075558475689881,55.88235294117647,1610612750,21,17,2022-02-13T20:22:50Z,800000,-29.0,-5.0,1,left,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,Missed,,,,2.98,,,,,,,,,,,
81,PT05M18.00S,2022-02-13T20:22:48.2Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,21,17,2022-02-13T20:22:48Z,810000,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,80.0,,,,,,,2.0,2.0,0.0,,,,,
82,PT05M16.00S,2022-02-13T20:22:54.6Z,1,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612754,21,17,2022-02-13T20:23:02Z,820000,,,0,,D. Russell shooting personal FOUL (1 PF) (Stephenson 2 FT),"[1626156, 202362]",1610612750.0,MIN,shooting,,,Russell,D. Russell,,,,,1201.0,1.0,0.0,Stephenson,202362.0,,,,,,,,,,,,,,,,
84,PT05M16.00S,2022-02-13T20:23:24.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202362,,,1610612754,22,17,2022-02-13T20:23:24Z,840000,,,0,,L. Stephenson Free Throw 1 of 2 (3 PTS),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
85,PT05M16.00S,2022-02-13T20:23:25.2Z,1,REGULAR,substitution,out,[],1630162,,,1610612754,22,17,2022-02-13T20:23:27Z,850000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M16.00S,2022-02-13T20:23:25.2Z,1,REGULAR,substitution,in,[],1627736,,,1610612754,22,17,2022-02-13T20:23:27Z,860000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M16.00S,2022-02-13T20:23:43.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202362,,,1610612754,23,17,2022-02-13T20:23:43Z,870000,,,0,,L. Stephenson Free Throw 2 of 2 (4 PTS),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
88,PT05M05.00S,2022-02-13T20:23:57.2Z,1,REGULAR,3pt,Jump Shot,[],1627736,28.203022339027594,75.0,1610612750,23,17,2022-02-13T20:24:01Z,880000,-125.0,213.0,1,left,MISS M. Beasley 24' pullup 3PT,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,,,,,,Missed,,,,24.66,,,,,,,,,,,
89,PT05M02.00S,2022-02-13T20:24:00.2Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,23,17,2022-02-13T20:24:01Z,890000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,88.0,,,,,,,2.0,2.0,0.0,,,,,
90,PT04M50.00S,2022-02-13T20:24:11.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,93.11760840998686,50.49019607843137,1610612754,25,17,2022-02-13T20:24:16Z,900000,2.0,12.0,1,right,G. Bitadze driving DUNK (5 PTS) (T. Haliburton 5 AST),"[1629048, 1630169]",1610612754.0,IND,driving,,,Bitadze,G. Bitadze,,,,,,,,,,Made,,5.0,,1.25,T. Haliburton,1630169.0,5.0,,,,,,,,
