actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
265,PT02M48.00S,2022-02-01T00:54:53.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,54,50,2022-02-01T00:54:53Z,2630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M43.00S,2022-02-01T00:55:17.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628470,25.312089356110377,58.08823529411765,1610612754,54,50,2022-02-01T00:55:22Z,2640000,-40.0,185.0,1,left,MISS T. Craig 18' pullup Shot,[1628470],1610612754.0,IND,pullup,,,Craig,T. Craig,,,,,18.98,Missed,,,,,,,,,,,,,,,,,,
267,PT02M39.00S,2022-02-01T00:55:21.7Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,54,50,2022-02-01T00:55:22Z,2650000,,,0,,T. Mann REBOUND (Off:0 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,266.0,3.0,3.0,0.0,,,,,,,,,,
268,PT02M34.00S,2022-02-01T00:55:26.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629611,89.04402102496715,54.41176470588235,1610612746,54,50,2022-02-01T00:55:37Z,2660000,22.0,50.0,1,right,MISS T. Mann running Shot,[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,5.51,Missed,,,,,,,,,,,,,,,,,,
269,PT02M34.00S,2022-02-01T00:55:26.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,54,50,2022-02-01T00:55:37Z,2670000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,268.0,,,,,,,,,,,,,
271,PT02M34.00S,2022-02-01T00:55:36.7Z,2,REGULAR,foul,personal,[],201586,,,1610612754,54,50,2022-02-01T00:55:44Z,2690000,,,0,,S. Ibaka loose ball personal FOUL (2 PF),"[201586, 1630543]",1610612746.0,LAC,loose ball,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,2003.0,,2.0,0.0,Jackson,1630543.0,,,,
273,PT02M16.00S,2022-02-01T00:56:05.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630527,,,1610612754,54,50,2022-02-01T00:56:11Z,2710000,,,0,,B. Boston Jr. personal FOUL (2 PF) (Lamb 2 FT),"[1630527, 203087]",1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,202007.0,,2.0,0.0,Lamb,203087.0,,,,
275,PT02M16.00S,2022-02-01T00:56:32.9Z,2,REGULAR,freethrow,1 of 2,[],203087,,,1610612754,55,50,2022-02-01T00:56:59Z,2730000,,,0,,J. Lamb Free Throw 1 of 2 (4 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
276,PT02M16.00S,2022-02-01T00:56:33.6Z,2,REGULAR,substitution,out,[],1630543,,,1610612754,55,50,2022-02-01T00:56:46Z,2740000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M16.00S,2022-02-01T00:56:33.6Z,2,REGULAR,substitution,out,[],1630527,,,1610612754,55,50,2022-02-01T00:56:46Z,2750000,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M16.00S,2022-02-01T00:56:33.6Z,2,REGULAR,substitution,out,[],1629611,,,1610612754,55,50,2022-02-01T00:56:46Z,2760000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M16.00S,2022-02-01T00:56:33.6Z,2,REGULAR,substitution,in,[],1630678,,,1610612754,55,50,2022-02-01T00:56:46Z,2770000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M16.00S,2022-02-01T00:56:33.6Z,2,REGULAR,substitution,in,[],1629599,,,1610612754,55,50,2022-02-01T00:56:46Z,2780000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M16.00S,2022-02-01T00:56:33.6Z,2,REGULAR,substitution,in,[],201587,,,1610612754,55,50,2022-02-01T00:56:46Z,2790000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M16.00S,2022-02-01T00:56:32.9Z,2,REGULAR,freethrow,2 of 2,[],203087,,,1610612754,55,50,2022-02-01T00:56:59Z,2800000,,,0,,MISS J. Lamb Free Throw 2 of 2,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Missed,,,,,,,,,,,,,,,,,,
283,PT02M15.00S,2022-02-01T00:56:33.9Z,2,REGULAR,rebound,defensive,[],201586,,,1610612746,55,50,2022-02-01T00:56:59Z,2810000,,,0,,S. Ibaka REBOUND (Off:2 Def:5),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,282.0,7.0,5.0,2.0,,,,,,,,,,
284,PT02M06.00S,2022-02-01T00:57:08.1Z,2,REGULAR,2pt,Jump Shot,[],202694,91.5407358738502,23.03921568627451,1610612746,55,50,2022-02-01T00:57:12Z,2820000,-135.0,27.0,1,right,MISS M. Morris Sr. 13' turnaround Shot,[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,13.75,Missed,,,,,,,,,,,,,,,,,,
285,PT02M02.00S,2022-02-01T00:57:12.1Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,55,50,2022-02-01T00:57:12Z,2830000,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,284.0,3.0,3.0,0.0,,,,,,,,,,
286,PT01M52.00S,2022-02-01T00:57:21.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,8.492115637319317,47.05882352941176,1610612754,55,50,2022-02-01T00:57:26Z,2840000,15.0,27.0,1,left,MISS T. Taylor Layup,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,3.1,Missed,,,,,,,,,,,,,,,,,,
287,PT01M48.00S,2022-02-01T00:57:24.6Z,2,REGULAR,rebound,offensive,[],1630678,,,1610612754,55,50,2022-02-01T00:57:24Z,2850000,,,0,,T. Taylor REBOUND (Off:3 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,286.0,4.0,1.0,3.0,,,,,,,,,,
288,PT01M48.00S,2022-02-01T00:57:25.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630678,7.178055190538765,53.67647058823529,1610612754,57,50,2022-02-01T00:57:35Z,2860000,-18.0,15.0,1,left,T. Taylor Layup (6 PTS),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,2.37,Made,6.0,,,,,,,,,,,,,,,,,
289,PT01M34.00S,2022-02-01T00:57:38.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201586,88.64980289093299,36.51960784313725,1610612746,57,52,2022-02-01T00:57:44Z,2870000,-67.0,54.0,1,right,S. Ibaka 8' turnaround Hook (10 PTS),[201586],1610612746.0,LAC,turnaround,,,Ibaka,S. Ibaka,,,,,8.65,Made,10.0,,,,,,,,,,,,,,,,,
290,PT01M15.00S,2022-02-01T00:57:58.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203087,7.30946123521682,43.13725490196079,1610612754,59,52,2022-02-01T00:58:02Z,2880000,34.0,16.0,1,left,J. Lamb driving finger roll Layup (6 PTS),[203087],1610612754.0,IND,driving finger roll,,,Lamb,J. Lamb,,,,,3.79,Made,6.0,,,,,,,,,,,,,,,,,
291,PT01M08.00S,2022-02-01T00:58:05.8Z,2,REGULAR,3pt,Jump Shot,[],1629599,73.80091984231275,17.647058823529413,1610612746,59,55,2022-02-01T00:58:11Z,2890000,-162.0,194.0,1,right,A. Coffey 25' 3PT  (11 PTS) (R. Jackson 4 AST),"[1629599, 202704]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,25.25,Made,11.0,R. Jackson,202704.0,4.0,,,,,,,,,,,,,,
293,PT00M39.90S,2022-02-01T00:58:33.5Z,2,REGULAR,2pt,Jump Shot,[],1630537,18.2161629434954,67.64705882352942,1610612754,59,55,2022-02-01T00:58:37Z,2910000,-88.0,119.0,1,left,MISS C. Duarte 14' pullup Shot,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,14.79,Missed,,,,,,,,,,,,,,,,,,
294,PT00M38.10S,2022-02-01T00:58:35.3Z,2,REGULAR,rebound,defensive,[],201586,,,1610612746,59,55,2022-02-01T00:58:37Z,2920000,,,0,,S. Ibaka REBOUND (Off:2 Def:6),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,293.0,8.0,6.0,2.0,,,,,,,,,,
296,PT00M34.40S,2022-02-01T00:58:39.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202704,66.17936925098554,35.049019607843135,1610612746,59,55,2022-02-01T00:58:45Z,2940000,-75.0,265.0,1,right,MISS R. Jackson 27' running pullup 3PT,[202704],1610612746.0,LAC,running pullup,,,Jackson,R. Jackson,,,,,27.57,Missed,,,,,,,,,,,,,,,,,,
297,PT00M30.80S,2022-02-01T00:58:43.5Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,59,55,2022-02-01T00:58:45Z,2950000,,,0,,C. LeVert REBOUND (Off:0 Def:4),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,296.0,4.0,4.0,0.0,,,,,,,,,,
298,PT00M12.00S,2022-02-01T00:59:05.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629599,,,1610612754,59,55,2022-02-01T00:59:12Z,2960000,,,0,,A. Coffey shooting personal FOUL (1 PF) (LeVert 2 FT),"[1629599, 1627747]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,,,,,,,,,,,1155.0,,1.0,0.0,LeVert,1627747.0,,,,
300,PT00M12.00S,2022-02-01T00:59:35.1Z,2,REGULAR,freethrow,1 of 2,[],1627747,,,1610612754,59,55,2022-02-01T00:59:35Z,2980000,,,0,,MISS C. LeVert Free Throw 1 of 2,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Missed,,,,,,,,,,,,,,,,,,
301,PT00M12.00S,2022-02-01T00:59:35.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,59,55,2022-02-01T00:59:35Z,2990000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,
302,PT00M12.00S,2022-02-01T00:59:36.3Z,2,REGULAR,substitution,out,[],203087,,,1610612754,59,55,2022-02-01T00:59:46Z,3000000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M12.00S,2022-02-01T00:59:36.3Z,2,REGULAR,substitution,out,[],1630678,,,1610612754,59,55,2022-02-01T00:59:46Z,3010000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M12.00S,2022-02-01T00:59:36.3Z,2,REGULAR,substitution,in,[],203200,,,1610612754,59,55,2022-02-01T00:59:46Z,3020000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M12.00S,2022-02-01T00:59:36.3Z,2,REGULAR,substitution,in,[],1626208,,,1610612754,59,55,2022-02-01T00:59:46Z,3030000,,,0,,SUB in: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M12.00S,2022-02-01T00:59:58.0Z,2,REGULAR,freethrow,2 of 2,[],1627747,,,1610612754,60,55,2022-02-01T00:59:58Z,3040000,,,0,,C. LeVert Free Throw 2 of 2 (14 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
307,PT00M08.20S,2022-02-01T01:00:04.7Z,2,REGULAR,foul,personal,[],1626208,,,1610612746,60,55,2022-02-01T01:00:11Z,3050000,,,0,,K. Sykes take personal FOUL (1 PF),"[1626208, 202704]",1610612754.0,IND,take,,,Sykes,K. Sykes,,,,,,,,,,,,,,,2003.0,,1.0,0.0,Jackson,202704.0,,,,
309,PT00M04.20S,2022-02-01T01:00:29.3Z,2,REGULAR,3pt,Jump Shot,[],202694,65.65374507227332,51.470588235294116,1610612746,60,55,2022-02-01T01:00:37Z,3070000,7.0,270.0,1,right,MISS M. Morris Sr. 27' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,
310,PT00M01.30S,2022-02-01T01:00:32.1Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612754,60,55,2022-02-01T01:00:32Z,3080000,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,309.0,2.0,2.0,0.0,,,,,,,,,,
311,PT00M00.00S,2022-02-01T01:00:33.8Z,2,REGULAR,3pt,Jump Shot,[],1628470,64.33968462549278,63.23529411764706,1610612754,60,55,2022-02-01T01:00:42Z,3090000,-66.0,552.0,1,left,MISS T. Craig 55' pullup 3PT,[1628470],1610612754.0,IND,pullup,,,Craig,T. Craig,,,,,55.63,Missed,,,,,,,,,,,,,,,,,,
312,PT00M00.00S,2022-02-01T01:00:33.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,60,55,2022-02-01T01:00:42Z,3100000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,311.0,,,,,,,,,,,,,
313,PT00M00.00S,2022-02-01T01:00:38.8Z,2,REGULAR,period,end,[],0,,,1610612754,60,55,2022-02-01T01:00:38Z,3110000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2022-02-01T01:15:00.9Z,3,REGULAR,substitution,out,['startperiod'],1626208,,,1610612754,60,55,2022-02-01T01:15:52Z,3120000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2022-02-01T01:15:00.9Z,3,REGULAR,substitution,out,['startperiod'],201587,,,1610612754,60,55,2022-02-01T01:15:52Z,3130000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2022-02-01T01:15:00.9Z,3,REGULAR,substitution,in,['startperiod'],1630543,,,1610612754,60,55,2022-02-01T01:15:52Z,3140000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2022-02-01T01:15:00.9Z,3,REGULAR,substitution,in,['startperiod'],1629611,,,1610612754,60,55,2022-02-01T01:15:52Z,3150000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2022-02-01T01:16:05.0Z,3,REGULAR,period,start,[],0,,,1610612746,60,55,2022-02-01T01:16:05Z,3160000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M50.00S,2022-02-01T01:16:14.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,6.915243101182654,49.50980392156863,1610612746,60,57,2022-02-01T01:16:18Z,3170000,2.0,13.0,1,left,R. Jackson driving finger roll Layup (10 PTS),[202704],1610612746.0,LAC,driving finger roll,,,Jackson,R. Jackson,,,,,1.27,Made,10.0,,,,,,,,,,,,,,,,,
320,PT11M31.00S,2022-02-01T01:16:35.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,60,57,2022-02-01T01:16:35Z,3180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M27.00S,2022-02-01T01:17:00.7Z,3,REGULAR,3pt,Jump Shot,[],1628470,92.32917214191852,95.34313725490196,1610612754,60,57,2022-02-01T01:17:04Z,3190000,227.0,20.0,1,right,MISS T. Craig 3PT,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,22.75,Missed,,,,,,,,,,,,,,,,,,
322,PT11M24.00S,2022-02-01T01:17:03.7Z,3,REGULAR,rebound,defensive,[],202704,,,1610612746,60,57,2022-02-01T01:17:04Z,3200000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,321.0,1.0,1.0,0.0,,,,,,,,,,
323,PT11M08.00S,2022-02-01T01:17:22.2Z,3,REGULAR,foul,technical,['1freethrow'],1630543,,,1610612746,60,57,2022-02-01T01:17:31Z,3210000,,,0,,I. Jackson defensive-3-second technical FOUL (1 Tech),[1630543],1610612754.0,IND,defensive-3-second,,,Jackson,I. Jackson,,,,,,,,,,,,,,,202007.0,,0.0,1.0,,,,,,
324,PT11M08.00S,2022-02-01T01:17:44.4Z,3,REGULAR,freethrow,1 of 1,[],202694,,,1610612746,60,58,2022-02-01T01:17:44Z,3220000,,,0,,M. Morris Sr. technical Free Throw 1 of 1 (5 PTS),[202694],1610612746.0,LAC,technical,,,Morris Sr.,M. Morris Sr.,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
325,PT11M02.00S,2022-02-01T01:18:01.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202694,6.521024967148489,46.81372549019608,1610612746,60,58,2022-02-01T01:18:04Z,3230000,16.0,9.0,1,left,MISS M. Morris Sr. Layup - blocked,"[202694, 1630543]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,1.82,Missed,,,,,,,,,,,,,,,Jackson,1630543.0,,
326,PT11M02.00S,2022-02-01T01:18:01.1Z,3,REGULAR,block,,[],1630543,,,1610612746,60,58,2022-02-01T01:18:03Z,3240000,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
327,PT11M00.00S,2022-02-01T01:18:03.1Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612754,60,58,2022-02-01T01:18:04Z,3250000,,,0,,C. Duarte REBOUND (Off:1 Def:2),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,325.0,3.0,2.0,1.0,,,,,,,,,,
328,PT10M48.00S,2022-02-01T01:18:14.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,93.38042049934296,49.754901960784316,1610612754,60,58,2022-02-01T01:18:18Z,3260000,-1.0,10.0,1,right,MISS I. Jackson cutting finger roll Layup,[1630543],1610612754.0,IND,cutting finger roll,,,Jackson,I. Jackson,,,,,0.98,Missed,,,,,,,,,,,,,,,,,,
329,PT10M45.00S,2022-02-01T01:18:17.4Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,60,58,2022-02-01T01:18:18Z,3270000,,,0,,I. Jackson REBOUND (Off:3 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,328.0,5.0,2.0,3.0,,,,,,,,,,
330,PT10M45.00S,2022-02-01T01:18:17.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,94.40999984741211,50.0,1610612754,62,58,2022-02-01T01:18:17Z,3280000,0.0,0.0,1,right,I. Jackson tip Layup (13 PTS),[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,0.0,Made,13.0,,,,,,,,,,,,,,,,,
331,PT10M34.00S,2022-02-01T01:18:30.0Z,3,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612746,62,58,2022-02-01T01:18:38Z,3290000,,,0,,C. LeVert shooting personal FOUL (2 PF) (Ibaka 2 FT),"[1627747, 201586]",1610612754.0,IND,shooting,,,LeVert,C. LeVert,,,,,,,,,,,,,,,1155.0,,2.0,0.0,Ibaka,201586.0,,,,
333,PT10M34.00S,2022-02-01T01:19:00.3Z,3,REGULAR,freethrow,1 of 2,[],201586,,,1610612746,62,59,2022-02-01T01:19:00Z,3310000,,,0,,S. Ibaka Free Throw 1 of 2 (11 PTS),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
334,PT10M34.00S,2022-02-01T01:19:17.5Z,3,REGULAR,freethrow,2 of 2,[],201586,,,1610612746,62,60,2022-02-01T01:19:17Z,3320000,,,0,,S. Ibaka Free Throw 2 of 2 (12 PTS),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
335,PT10M24.00S,2022-02-01T01:19:59.5Z,3,REGULAR,jumpball,recovered,[],202694,,,1610612754,62,60,2022-02-01T01:19:59Z,3330000,,,0,,Jump Ball S. Ibaka vs. C. LeVert: Tip to M. Morris Sr.,"[202694, 201586, 1627747]",1610612746.0,LAC,heldball,M. Morris Sr.,202694.0,Morris Sr.,M. Morris Sr.,Ibaka,201586.0,LeVert,1627747.0,,,,,,,,,,,,,,,,,,,,
338,PT10M24.00S,2022-02-01T01:19:59.5Z,3,REGULAR,turnover,lost ball,[],1627747,,,1610612754,62,60,2022-02-01T01:19:59Z,3360000,,,0,,C. LeVert lost ball TURNOVER (2 TO),"[1627747, 201586]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,2.0,,,,,,,Ibaka,201586.0
339,PT10M24.00S,2022-02-01T01:19:59.5Z,3,REGULAR,steal,,[],201586,,,1610612746,62,60,2022-02-01T01:19:59Z,3370000,,,0,,S. Ibaka STEAL (1 STL),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
340,PT10M16.00S,2022-02-01T01:20:07.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629599,7.046649145860711,95.83333333333334,1610612746,62,63,2022-02-01T01:20:11Z,3380000,-229.0,14.0,1,left,A. Coffey 3PT  (14 PTS) (M. Morris Sr. 1 AST),"[1629599, 202694]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,22.96,Made,14.0,M. Morris Sr.,202694.0,1.0,,,,,,,,,,,,,,
342,PT09M50.00S,2022-02-01T01:20:34.9Z,3,REGULAR,turnover,lost ball,[],1627747,,,1610612754,62,63,2022-02-01T01:20:40Z,3400000,,,0,,C. LeVert lost ball TURNOVER (3 TO),"[1627747, 1629599]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,3.0,,,,,,,Coffey,1629599.0
343,PT09M50.00S,2022-02-01T01:20:34.9Z,3,REGULAR,steal,,[],1629599,,,1610612746,62,63,2022-02-01T01:21:28Z,3410000,,,0,,A. Coffey STEAL (1 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
344,PT09M45.00S,2022-02-01T01:20:39.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629599,24.917871222076215,14.460784313725492,1610612746,62,66,2022-02-01T01:20:55Z,3420000,178.0,182.0,1,left,A. Coffey 25' 3PT  (17 PTS) (T. Mann 2 AST),"[1629599, 1629611]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,25.41,Made,17.0,T. Mann,1629611.0,2.0,,,,,,,,,,,,,,
346,PT09M42.00S,2022-02-01T01:20:57.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,62,66,2022-02-01T01:20:57Z,3440000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT09M23.00S,2022-02-01T01:24:00.2Z,3,REGULAR,2pt,Jump Shot,[],1630537,82.47371879106439,77.69607843137256,1610612754,62,66,2022-02-01T01:25:39Z,3450000,138.0,112.0,1,right,MISS C. Duarte 17' step back Shot,[1630537],1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,17.82,Missed,,,,,,,,,,,,,,,,,,
348,PT09M19.00S,2022-02-01T01:24:04.2Z,3,REGULAR,rebound,defensive,[],201586,,,1610612746,62,66,2022-02-01T01:24:05Z,3460000,,,0,,S. Ibaka REBOUND (Off:2 Def:7),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,347.0,9.0,7.0,2.0,,,,,,,,,,
349,PT09M10.00S,2022-02-01T01:24:16.0Z,3,REGULAR,foul,personal,[],1628470,,,1610612746,62,66,2022-02-01T01:24:22Z,3470000,,,0,,T. Craig personal FOUL (2 PF),"[1628470, 202694]",1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,2003.0,,2.0,0.0,Morris Sr.,202694.0,,,,
351,PT09M04.00S,2022-02-01T01:24:40.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,13.748357424441524,37.99019607843137,1610612746,62,66,2022-02-01T01:24:45Z,3490000,60.0,77.0,1,left,MISS M. Morris Sr. 9' turnaround fadeaway Shot,[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,9.74,Missed,,,,,,,,,,,,,,,,,,
352,PT09M00.00S,2022-02-01T01:24:44.9Z,3,REGULAR,rebound,offensive,[],1629611,,,1610612746,62,66,2022-02-01T01:24:45Z,3500000,,,0,,T. Mann REBOUND (Off:1 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,351.0,4.0,3.0,1.0,,,,,,,,,,
353,PT08M58.00S,2022-02-01T01:24:45.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629611,6.1268068331143235,55.63725490196079,1610612746,62,66,2022-02-01T01:24:50Z,3510000,-28.0,5.0,1,left,MISS T. Mann putback Layup - blocked,"[1629611, 1630543]",1610612746.0,LAC,putback,,,Mann,T. Mann,,,,,2.87,Missed,,,,,,,,,,,,,,,Jackson,1630543.0,,
354,PT08M58.00S,2022-02-01T01:24:45.7Z,3,REGULAR,block,,[],1630543,,,1610612746,62,66,2022-02-01T01:24:48Z,3520000,,,0,,I. Jackson BLOCK (2 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
