actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
19,PT10M24.00S,2022-03-23T23:14:44.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,14.011169513797633,50.49019607843137,1610612758,2,7,2022-03-23T23:14:50Z,190000,-2.0,79.0,1,left,H. Barnes 7' driving floating bank Jump Shot (5 PTS),[203084],1610612758.0,SAC,driving floating bank,,,Barnes,H. Barnes,,,,,,,7.92,Made,5.0,,,,,,,,,,,,,,,,
20,PT10M06.00S,2022-03-23T23:15:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,92.19776609724047,47.05882352941176,1610612754,4,7,2022-03-23T23:15:07Z,200000,-15.0,21.0,1,right,G. Bitadze cutting finger roll Layup (2 PTS) (B. Hield 1 AST),"[1629048, 1627741]",1610612754.0,IND,cutting finger roll,,,Bitadze,G. Bitadze,,,,,,,2.55,Made,2.0,,,,,B. Hield,1627741.0,1.0,,,,,,,,,
22,PT09M47.00S,2022-03-23T23:15:22.0Z,1,REGULAR,2pt,Jump Shot,[],1626168,12.302890932982917,27.205882352941174,1610612758,4,7,2022-03-23T23:15:26Z,220000,114.0,63.0,1,left,MISS T. Lyles 13' pullup Shot,[1626168],1610612758.0,SAC,pullup,,,Lyles,T. Lyles,,,,,,,13.03,Missed,,,,,,,,,,,,,,,,,
23,PT09M43.00S,2022-03-23T23:15:26.0Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612754,4,7,2022-03-23T23:15:26Z,230000,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,
24,PT09M35.00S,2022-03-23T23:15:35.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,93.38042049934296,54.166666666666664,1610612754,6,7,2022-03-23T23:15:39Z,240000,21.0,10.0,1,right,G. Bitadze Layup (4 PTS) (J. Anderson 1 AST),"[1629048, 1626147]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,2.3,Made,4.0,,,,,J. Anderson,1626147.0,1.0,,,,,,,,,
26,PT09M35.00S,2022-03-23T23:15:37.7Z,1,REGULAR,foul,personal,['1freethrow'],203200,,,1610612754,6,7,2022-03-23T23:15:47Z,260000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Bitadze 1 FT),"[203200, 1629048]",1610612758.0,SAC,shooting,,,Holiday,J. Holiday,,,,,203592.0,,,,,,,,,,,,1.0,0.0,Bitadze,1629048.0,,,,,
28,PT09M35.00S,2022-03-23T23:16:00.7Z,1,REGULAR,freethrow,1 of 1,[],1629048,,,1610612754,7,7,2022-03-23T23:16:00Z,280000,,,0,,G. Bitadze Free Throw 1 of 1 (5 PTS),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
29,PT09M15.00S,2022-03-23T23:16:23.8Z,1,REGULAR,turnover,bad pass,[],203200,,,1610612758,7,7,2022-03-23T23:16:27Z,290000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[203200, 1629048]",1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,1.0,,,,,,,,,,,,,,,Bitadze,1629048.0,,,
30,PT09M15.00S,2022-03-23T23:16:23.8Z,1,REGULAR,steal,,[],1629048,,,1610612754,7,7,2022-03-23T23:16:25Z,300000,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M07.00S,2022-03-23T23:16:31.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,94.43166885676742,94.6078431372549,1610612754,7,7,2022-03-23T23:16:36Z,310000,223.0,0.0,1,right,MISS B. Hield 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,22.3,Missed,,,,,,,,,,,,,,,,,
32,PT09M04.00S,2022-03-23T23:16:34.7Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,7,7,2022-03-23T23:16:36Z,320000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,
33,PT08M58.00S,2022-03-23T23:16:39.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203084,33.196452036793694,44.6078431372549,1610612758,7,7,2022-03-23T23:16:45Z,330000,27.0,260.0,1,left,MISS H. Barnes 26' running pullup 3PT,[203084],1610612758.0,SAC,running pullup,,,Barnes,H. Barnes,,,,,,,26.09,Missed,,,,,,,,,,,,,,,,,
34,PT08M55.00S,2022-03-23T23:16:42.9Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,7,7,2022-03-23T23:16:45Z,340000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,
35,PT08M51.00S,2022-03-23T23:16:47.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627741,93.64323258869908,47.794117647058826,1610612754,9,7,2022-03-23T23:16:52Z,350000,-11.0,7.0,1,right,B. Hield running finger roll Layup (2 PTS),[1627741],1610612754.0,IND,running finger roll,,,Hield,B. Hield,,,,,,,1.32,Made,2.0,,,,,,,,,,,,,,,,
36,PT08M42.00S,2022-03-23T23:17:01.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,9,7,2022-03-23T23:17:01Z,360000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M29.00S,2022-03-23T23:20:08.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627745,11.12023653088042,41.66666666666667,1610612758,9,9,2022-03-23T23:20:14Z,370000,42.0,52.0,1,left,D. Jones 6' turnaround bank Jump Shot (2 PTS) (D. Mitchell 1 AST),"[1627745, 1630558]",1610612758.0,SAC,turnaround bank,,,Jones,D. Jones,,,,,,,6.67,Made,2.0,,,,,D. Mitchell,1630558.0,1.0,,,,,,,,,
39,PT08M29.00S,2022-03-23T23:20:12.0Z,1,REGULAR,foul,personal,['1freethrow'],1626147,,,1610612758,9,9,2022-03-23T23:20:21Z,390000,,,0,,J. Anderson shooting personal FOUL (1 PF) (Jones 1 FT),"[1626147, 1627745]",1610612754.0,IND,shooting,,,Anderson,J. Anderson,,,,,203592.0,,,,,,,,,,,,1.0,0.0,Jones,1627745.0,,,,,
41,PT08M29.00S,2022-03-23T23:20:31.3Z,1,REGULAR,freethrow,1 of 1,[],1627745,,,1610612758,9,10,2022-03-23T23:20:31Z,410000,,,0,,D. Jones Free Throw 1 of 1 (3 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
42,PT08M16.00S,2022-03-23T23:20:47.2Z,1,REGULAR,2pt,Jump Shot,[],1630169,71.69842312746385,47.549019607843135,1610612754,9,10,2022-03-23T23:20:52Z,420000,-12.0,214.0,1,right,MISS T. Haliburton 21' step back Shot,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,,,21.39,Missed,,,,,,,,,,,,,,,,,
43,PT08M12.00S,2022-03-23T23:20:51.2Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,9,10,2022-03-23T23:20:52Z,430000,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,
44,PT08M02.00S,2022-03-23T23:21:01.2Z,1,REGULAR,3pt,Jump Shot,[],1630558,29.911300919842315,30.637254901960787,1610612758,9,13,2022-03-23T23:21:05Z,440000,97.0,229.0,1,left,D. Mitchell 24' 3PT  (5 PTS) (T. Lyles 1 AST),"[1630558, 1626168]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,24.83,Made,5.0,,,,,T. Lyles,1626168.0,1.0,,,,,,,,,
46,PT07M49.00S,2022-03-23T23:21:13.1Z,1,REGULAR,3pt,Jump Shot,[],1629048,66.96780551905388,47.05882352941176,1610612754,9,13,2022-03-23T23:21:17Z,460000,-15.0,258.0,1,right,MISS G. Bitadze 25' 3PT,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,25.84,Missed,,,,,,,,,,,,,,,,,
47,PT07M47.00S,2022-03-23T23:21:15.1Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,9,13,2022-03-23T23:21:17Z,470000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,
48,PT07M36.00S,2022-03-23T23:21:26.1Z,1,REGULAR,3pt,Jump Shot,[],203200,4.5499342969776615,95.83333333333334,1610612758,9,13,2022-03-23T23:21:30Z,480000,-229.0,-10.0,1,left,MISS J. Holiday 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,22.94,Missed,,,,,,,,,,,,,,,,,
49,PT07M34.00S,2022-03-23T23:21:28.1Z,1,REGULAR,rebound,defensive,[],1626147,,,1610612754,9,13,2022-03-23T23:21:30Z,490000,,,0,,J. Anderson REBOUND (Off:0 Def:1),[1626147],1610612754.0,IND,,,,Anderson,J. Anderson,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,
50,PT07M26.00S,2022-03-23T23:21:36.1Z,1,REGULAR,3pt,Jump Shot,[],1626147,65.78515111695138,64.4607843137255,1610612754,9,13,2022-03-23T23:21:41Z,500000,72.0,269.0,1,right,MISS J. Anderson 27' 3PT,[1626147],1610612754.0,IND,,,,Anderson,J. Anderson,,,,,,,27.86,Missed,,,,,,,,,,,,,,,,,
51,PT07M22.00S,2022-03-23T23:21:40.1Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612758,9,13,2022-03-23T23:21:41Z,510000,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,
52,PT07M19.00S,2022-03-23T23:21:45.2Z,1,REGULAR,foul,personal,[],1626147,,,1610612758,9,13,2022-03-23T23:21:55Z,520000,,,0,,J. Anderson personal FOUL (2 PF),"[1626147, 203084]",1610612754.0,IND,,,,Anderson,J. Anderson,,,,,1179.0,,,,,,,,,,,,2.0,0.0,Barnes,203084.0,,,,,
54,PT07M19.00S,2022-03-23T23:22:07.8Z,1,REGULAR,substitution,out,[],1626147,,,1610612758,9,13,2022-03-23T23:22:09Z,540000,,,0,,SUB out: J. Anderson,[1626147],1610612754.0,IND,,,,Anderson,J. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M19.00S,2022-03-23T23:22:07.8Z,1,REGULAR,substitution,in,[],1630678,,,1610612758,9,13,2022-03-23T23:22:09Z,550000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M11.00S,2022-03-23T23:22:27.0Z,1,REGULAR,3pt,Jump Shot,[],1626168,6.521024967148489,96.81372549019608,1610612758,9,16,2022-03-23T23:22:32Z,560000,-234.0,9.0,1,left,T. Lyles 3PT  (3 PTS) (H. Barnes 1 AST),"[1626168, 203084]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,23.43,Made,3.0,,,,,H. Barnes,203084.0,1.0,,,,,,,,,
58,PT07M00.00S,2022-03-23T23:22:36.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,92.9862023653088,50.0,1610612754,11,16,2022-03-23T23:22:40Z,580000,0.0,13.0,1,right,G. Bitadze cutting DUNK (7 PTS) (T. Taylor 1 AST),"[1629048, 1630678]",1610612754.0,IND,cutting,,,Bitadze,G. Bitadze,,,,,,,1.34,Made,7.0,,,,,T. Taylor,1630678.0,1.0,,,,,,,,,
60,PT06M48.00S,2022-03-23T23:22:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,5.338370565045992,44.85294117647059,1610612758,11,18,2022-03-23T23:22:55Z,600000,26.0,-2.0,1,left,D. Jones Layup (5 PTS) (D. Mitchell 2 AST),"[1627745, 1630558]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,2.58,Made,5.0,,,,,D. Mitchell,1630558.0,2.0,,,,,,,,,
62,PT06M48.00S,2022-03-23T23:22:52.9Z,1,REGULAR,foul,personal,['1freethrow'],1629048,,,1610612758,11,18,2022-03-23T23:23:04Z,620000,,,0,,G. Bitadze shooting personal FOUL (1 PF) (Jones 1 FT),"[1629048, 1627745]",1610612754.0,IND,shooting,,,Bitadze,G. Bitadze,,,,,203592.0,,,,,,,,,,,,1.0,0.0,Jones,1627745.0,,,,,
64,PT06M48.00S,2022-03-23T23:23:08.7Z,1,REGULAR,substitution,out,[],1629048,,,1610612758,11,18,2022-03-23T23:23:54Z,640000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M48.00S,2022-03-23T23:23:08.7Z,1,REGULAR,substitution,in,[],1630543,,,1610612758,11,18,2022-03-23T23:23:54Z,650000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M48.00S,2022-03-23T23:23:31.2Z,1,REGULAR,freethrow,1 of 1,[],1627745,,,1610612758,11,19,2022-03-23T23:23:31Z,660000,,,0,,D. Jones Free Throw 1 of 1 (6 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
67,PT06M36.00S,2022-03-23T23:23:45.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,92.85479632063075,52.450980392156865,1610612754,13,19,2022-03-23T23:23:48Z,670000,12.0,15.0,1,right,I. Jackson cutting finger roll Layup (2 PTS) (T. Haliburton 1 AST),"[1630543, 1630169]",1610612754.0,IND,cutting finger roll,,,Jackson,I. Jackson,,,,,,,1.92,Made,2.0,,,,,T. Haliburton,1630169.0,1.0,,,,,,,,,
69,PT06M30.00S,2022-03-23T23:23:54.7Z,1,REGULAR,foul,offensive,[],1627745,,,1610612758,13,19,2022-03-23T23:24:00Z,690000,,,0,,D. Jones offensive FOUL (1 PF),"[1627745, 1630543]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,1179.0,,,,,,,,,,,,1.0,0.0,Jackson,1630543.0,,,,,
71,PT06M30.00S,2022-03-23T23:23:54.7Z,1,REGULAR,turnover,offensive foul,[],1627745,,,1610612758,13,19,2022-03-23T23:23:54Z,710000,,,0,,D. Jones offensive foul TURNOVER (1 TO),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,1179.0,1.0,,,,,,,,,,,,,,,,,,,
72,PT06M11.00S,2022-03-23T23:24:22.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,73.53810775295663,82.84313725490196,1610612754,16,19,2022-03-23T23:24:27Z,720000,164.0,196.0,1,right,B. Hield 25' 3PT  (5 PTS) (T. Haliburton 2 AST),"[1627741, 1630169]",1610612754.0,IND,,,,Hield,B. Hield,,,,,,,25.58,Made,5.0,,,,,T. Haliburton,1630169.0,2.0,,,,,,,,,
74,PT05M49.00S,2022-03-23T23:24:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,8.754927726675426,48.77450980392157,1610612758,16,21,2022-03-23T23:24:49Z,740000,6.0,30.0,1,left,D. Jones finger roll Layup (8 PTS),[1627745],1610612758.0,SAC,finger roll,,,Jones,D. Jones,,,,,,,3.04,Made,8.0,,,,,,,,,,,,,,,,
75,PT05M37.00S,2022-03-23T23:24:56.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,92.9862023653088,53.67647058823529,1610612754,16,21,2022-03-23T23:25:01Z,750000,18.0,13.0,1,right,MISS I. Jackson Layup,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,2.28,Missed,,,,,,,,,,,,,,,,,
77,PT05M33.00S,2022-03-23T23:25:00.9Z,1,REGULAR,rebound,offensive,[],1629052,,,1610612754,16,21,2022-03-23T23:25:01Z,770000,,,0,,O. Brissett REBOUND (Off:1 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,75.0,2.0,1.0,1.0,,,,,,,,,,,,
78,PT05M31.00S,2022-03-23T23:25:01.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,91.93495400788436,95.58823529411765,1610612754,19,21,2022-03-23T23:25:06Z,780000,228.0,23.0,1,right,B. Hield 3PT  (8 PTS) (O. Brissett 1 AST),"[1627741, 1629052]",1610612754.0,IND,,,,Hield,B. Hield,,,,,,,22.91,Made,8.0,,,,,O. Brissett,1629052.0,1.0,,,,,,,,,
80,PT05M10.00S,2022-03-23T23:25:22.3Z,1,REGULAR,turnover,bad pass,[],203200,,,1610612758,19,21,2022-03-23T23:25:25Z,800000,,,0,,J. Holiday bad pass TURNOVER (2 TO),"[203200, 1627741]",1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,2.0,,,,,,,,,,,,,,,Hield,1627741.0,,,
81,PT05M10.00S,2022-03-23T23:25:22.3Z,1,REGULAR,steal,,[],1627741,,,1610612754,19,21,2022-03-23T23:25:23Z,810000,,,0,,B. Hield STEAL (1 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M06.00S,2022-03-23T23:25:29.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,19,21,2022-03-23T23:25:29Z,820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M06.00S,2022-03-23T23:25:31.2Z,1,REGULAR,substitution,out,[],203200,,,1610612754,19,21,2022-03-23T23:25:41Z,830000,,,0,,SUB out: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M06.00S,2022-03-23T23:25:31.2Z,1,REGULAR,substitution,out,[],1626168,,,1610612754,19,21,2022-03-23T23:25:41Z,840000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M06.00S,2022-03-23T23:25:31.2Z,1,REGULAR,substitution,in,[],1628978,,,1610612754,19,21,2022-03-23T23:25:41Z,850000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M06.00S,2022-03-23T23:25:31.2Z,1,REGULAR,substitution,in,[],1629002,,,1610612754,19,21,2022-03-23T23:25:41Z,860000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M06.00S,2022-03-23T23:25:46.6Z,1,REGULAR,substitution,out,[],1629052,,,1610612754,19,21,2022-03-23T23:25:54Z,870000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M06.00S,2022-03-23T23:25:46.6Z,1,REGULAR,substitution,in,[],1630613,,,1610612754,19,21,2022-03-23T23:25:54Z,880000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M02.00S,2022-03-23T23:26:06.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627741,91.80354796320631,45.09803921568628,1610612754,21,21,2022-03-23T23:26:09Z,890000,-25.0,25.0,1,right,B. Hield cutting finger roll Layup (10 PTS) (I. Jackson 1 AST),"[1627741, 1630543]",1610612754.0,IND,cutting finger roll,,,Hield,B. Hield,,,,,,,3.46,Made,10.0,,,,,I. Jackson,1630543.0,1.0,,,,,,,,,
91,PT04M49.00S,2022-03-23T23:26:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629002,6.783837056504599,51.71568627450981,1610612758,21,23,2022-03-23T23:26:22Z,910000,-9.0,11.0,1,left,C. Metu alley-oop Layup (2 PTS) (D. Jones 1 AST),"[1629002, 1627745]",1610612758.0,SAC,alley-oop,,,Metu,C. Metu,,,,,,,1.42,Made,2.0,,,,,D. Jones,1627745.0,1.0,,,,,,,,,
93,PT04M38.00S,2022-03-23T23:26:30.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630543,92.59198423127464,54.41176470588235,1610612754,21,23,2022-03-23T23:26:37Z,930000,22.0,17.0,1,right,MISS I. Jackson driving floating Shot,[1630543],1610612754.0,IND,driving floating,,,Jackson,I. Jackson,,,,,,,2.79,Missed,,,,,,,,,,,,,,,,,
95,PT04M35.00S,2022-03-23T23:26:33.0Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,21,23,2022-03-23T23:26:37Z,950000,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,93.0,3.0,3.0,0.0,,,,,,,,,,,,
96,PT04M23.00S,2022-03-23T23:26:45.5Z,1,REGULAR,turnover,lost ball,[],1629002,,,1610612758,21,23,2022-03-23T23:26:48Z,960000,,,0,,C. Metu lost ball TURNOVER (1 TO),"[1629002, 1630543]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,,1.0,,,,,,,,,,,,,,,Jackson,1630543.0,,,
97,PT04M23.00S,2022-03-23T23:26:45.5Z,1,REGULAR,steal,,[],1630543,,,1610612754,21,23,2022-03-23T23:26:47Z,970000,,,0,,I. Jackson STEAL (1 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M19.00S,2022-03-23T23:26:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630613,94.03745072273325,53.92156862745098,1610612754,23,23,2022-03-23T23:26:53Z,980000,20.0,4.0,1,right,D. Washington Jr. running finger roll Layup (2 PTS),[1630613],1610612754.0,IND,running finger roll,,,Washington Jr.,D. Washington Jr.,,,,,,,1.99,Made,2.0,,,,,,,,,,,,,,,,
