actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
68,PT06M53.00S,2021-12-07T00:18:29.2Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612754,11,9,2021-12-07T00:18:38Z,670000,,,0,,D. Gafford shooting personal FOUL (2 PF) (Duarte 2 FT),"[1629655, 1630537]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,203591.0,2.0,0.0,Duarte,1630537.0,,,
70,PT06M53.00S,2021-12-07T00:18:40.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,11,9,2021-12-07T00:18:40Z,690000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M53.00S,2021-12-07T00:21:00.5Z,1,REGULAR,substitution,out,[],1627734,,,1610612754,11,9,2021-12-07T00:21:28Z,700000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M53.00S,2021-12-07T00:21:00.5Z,1,REGULAR,substitution,out,[],1629655,,,1610612754,11,9,2021-12-07T00:21:28Z,710000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M53.00S,2021-12-07T00:21:00.5Z,1,REGULAR,substitution,out,[],1628988,,,1610612754,11,9,2021-12-07T00:21:28Z,720000,,,0,,SUB out: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M53.00S,2021-12-07T00:21:00.5Z,1,REGULAR,substitution,in,[],1629052,,,1610612754,11,9,2021-12-07T00:21:28Z,730000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M53.00S,2021-12-07T00:21:00.5Z,1,REGULAR,substitution,in,[],1626149,,,1610612754,11,9,2021-12-07T00:21:28Z,740000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M53.00S,2021-12-07T00:21:00.5Z,1,REGULAR,substitution,in,[],203526,,,1610612754,11,9,2021-12-07T00:21:28Z,750000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M53.00S,2021-12-07T00:21:33.7Z,1,REGULAR,freethrow,1 of 2,[],1630537,,,1610612754,12,9,2021-12-07T00:21:33Z,760000,,,0,,C. Duarte Free Throw 1 of 2 (1 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
78,PT06M53.00S,2021-12-07T00:21:47.2Z,1,REGULAR,freethrow,2 of 2,[],1630537,,,1610612754,13,9,2021-12-07T00:21:47Z,770000,,,0,,C. Duarte Free Throw 2 of 2 (2 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
79,PT06M38.00S,2021-12-07T00:22:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203526,8.886333771353483,42.8921568627451,1610612764,13,11,2021-12-07T00:22:09Z,780000,36.0,31.0,1,left,R. Neto driving finger roll Layup (2 PTS) (M. Harrell 1 AST),"[203526, 1626149]",1610612764.0,WAS,driving finger roll,,,Neto,R. Neto,,,,,,,,4.71,Made,,,,,2.0,M. Harrell,1626149.0,1.0,,,,,,,,
81,PT06M21.00S,2021-12-07T00:22:20.4Z,1,REGULAR,2pt,Jump Shot,[],1627763,79.188567674113,82.84313725490196,1610612754,13,11,2021-12-07T00:22:26Z,800000,164.0,143.0,1,right,MISS M. Brogdon 21' step back Shot,[1627763],1610612754.0,IND,step back,,,Brogdon,M. Brogdon,,,,,,,,21.78,Missed,,,,,,,,,,,,,,,,
82,PT06M18.00S,2021-12-07T00:22:23.4Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,13,11,2021-12-07T00:22:26Z,810000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,
83,PT06M13.00S,2021-12-07T00:22:31.1Z,1,REGULAR,foul,personal,[],1627763,,,1610612764,13,11,2021-12-07T00:22:36Z,820000,,,0,,M. Brogdon personal FOUL (1 PF),"[1627763, 1626149]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Harrell,1626149.0,,,
85,PT06M13.00S,2021-12-07T00:22:37.0Z,1,REGULAR,substitution,out,[],1630537,,,1610612764,13,11,2021-12-07T00:22:44Z,840000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M13.00S,2021-12-07T00:22:37.0Z,1,REGULAR,substitution,in,[],203087,,,1610612764,13,11,2021-12-07T00:22:44Z,850000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M00.00S,2021-12-07T00:23:04.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,6.389618922470433,46.07843137254902,1610612764,13,11,2021-12-07T00:23:08Z,860000,20.0,8.0,1,left,MISS K. Kuzma cutting DUNK - blocked,"[1628398, 1626167]",1610612764.0,WAS,cutting,,,Kuzma,K. Kuzma,,,,,,,,2.1,Missed,,,,,,,,,,,,,,Turner,1626167.0,
88,PT06M00.00S,2021-12-07T00:23:04.6Z,1,REGULAR,block,,[],1626167,,,1610612764,13,11,2021-12-07T00:23:07Z,870000,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M57.00S,2021-12-07T00:23:07.6Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,13,11,2021-12-07T00:23:54Z,880000,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,87.0,2.0,2.0,0.0,,,,,,,,,,,,
90,PT05M54.00S,2021-12-07T00:23:11.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627747,92.06636005256242,44.36274509803921,1610612754,13,11,2021-12-07T00:23:41Z,890000,-28.0,22.0,1,right,MISS C. LeVert running Layup,[1627747],1610612754.0,IND,running,,,LeVert,C. LeVert,,,,,,,,3.58,Missed,,,,,,,,,,,,,,,,
91,PT05M49.00S,2021-12-07T00:23:16.5Z,1,REGULAR,rebound,offensive,[],1627763,,,1610612754,13,11,2021-12-07T00:23:21Z,900000,,,0,,M. Brogdon REBOUND (Off:2 Def:1),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,90.0,3.0,1.0,2.0,,,,,,,,,,,,
