actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
19,PT10M06.00S,2022-03-16T00:12:27.7Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,5,5,2022-03-16T00:12:27Z,190000,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,18.0,1.0,0.0,1.0,,,,,,,,,,,
20,PT10M03.00S,2022-03-16T00:12:30.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629637,5.075558475689881,53.92156862745098,1610612740,7,5,2022-03-16T00:12:37Z,200000,-20.0,-5.0,1,left,J. Hayes putback Layup (2 PTS),[1629637],1610612740.0,NOP,putback,,,Hayes,J. Hayes,,,,,2.02,Made,2.0,,,,,,,,,,,,,,,,,,
21,PT09M51.00S,2022-03-16T00:12:42.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,90.88370565045992,48.77450980392157,1610612756,7,7,2022-03-16T00:12:48Z,210000,-6.0,33.0,1,right,D. Ayton cutting Layup (4 PTS) (D. Booker 1 AST),"[1629028, 1626164]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,3.38,Made,4.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,,
23,PT09M38.00S,2022-03-16T00:12:56.5Z,1,REGULAR,3pt,Jump Shot,[],1630529,5.863994743758213,3.1862745098039214,1610612740,10,7,2022-03-16T00:13:01Z,230000,234.0,3.0,1,left,H. Jones 3PT  (6 PTS) (C. McCollum 2 AST),"[1630529, 203468]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,23.41,Made,6.0,C. McCollum,203468.0,2.0,,,,,,,,,,,,,,,
25,PT09M30.00S,2022-03-16T00:13:03.3Z,1,REGULAR,3pt,Jump Shot,[],203109,69.85873850197109,24.509803921568626,1610612756,10,10,2022-03-16T00:20:04Z,250000,-127.0,231.0,1,right,J. Crowder 26' 3PT pullup (3 PTS) (C. Payne 1 AST),"[203109, 1626166]",1610612756.0,PHX,pullup,,,Crowder,J. Crowder,,,,,26.37,Made,3.0,C. Payne,1626166.0,1.0,,,,,,,,,,,,,,,
27,PT09M13.00S,2022-03-16T00:13:20.7Z,1,REGULAR,3pt,Jump Shot,[],203468,25.837713534822605,13.725490196078432,1610612740,13,10,2022-03-16T00:19:59Z,270000,181.0,190.0,1,left,C. McCollum 26' 3PT pullup (3 PTS) (J. Valanciunas 1 AST),"[203468, 202685]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,26.3,Made,3.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,,
29,PT09M11.00S,2022-03-16T00:13:29.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,13,10,2022-03-16T00:13:29Z,290000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT08M57.00S,2022-03-16T00:16:30.1Z,1,REGULAR,2pt,Jump Shot,[],1626164,78.66294349540078,26.225490196078432,1610612756,13,12,2022-03-16T00:16:42Z,300000,-119.0,148.0,1,right,D. Booker 18' pullup Jump Shot (5 PTS) (J. Crowder 2 AST),"[1626164, 203109]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,18.99,Made,5.0,J. Crowder,203109.0,2.0,,,,,,,,,,,,,,,
32,PT08M39.00S,2022-03-16T00:16:48.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,5.338370565045992,55.63725490196079,1610612740,13,12,2022-03-16T00:17:11Z,320000,-28.0,-2.0,1,left,MISS C. McCollum Layup - blocked,"[203468, 1628969]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,2.83,Missed,,,,,,,,,Bridges,1628969.0,,,,,,,,,
33,PT08M39.00S,2022-03-16T00:16:48.9Z,1,REGULAR,block,,[],1628969,,,1610612740,13,12,2022-03-16T00:16:51Z,330000,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M39.00S,2022-03-16T00:16:48.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,13,12,2022-03-16T00:17:11Z,340000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,
35,PT08M39.00S,2022-03-16T00:16:54.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,13,12,2022-03-16T00:16:54Z,350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M31.00S,2022-03-16T00:17:11.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202685,29.25427069645204,68.13725490196079,1610612740,16,12,2022-03-16T00:17:16Z,360000,-91.0,222.0,1,left,J. Valanciunas 24' 3PT  (5 PTS) (C. McCollum 3 AST),"[202685, 203468]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,24.03,Made,5.0,C. McCollum,203468.0,3.0,,,,,,,,,,,,,,,
38,PT08M11.00S,2022-03-16T00:17:30.5Z,1,REGULAR,2pt,Jump Shot,[],1626164,74.32654402102497,61.029411764705884,1610612756,16,14,2022-03-16T00:17:36Z,380000,55.0,189.0,1,right,D. Booker 19' pullup Jump Shot (7 PTS) (D. Ayton 1 AST),"[1626164, 1629028]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,19.67,Made,7.0,D. Ayton,1629028.0,1.0,,,,,,,,,,,,,,,
40,PT08M00.00S,2022-03-16T00:17:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,6.258212877792378,39.950980392156865,1610612740,16,14,2022-03-16T00:17:48Z,400000,50.0,6.0,1,left,MISS C. McCollum driving Layup,[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,5.06,Missed,,,,,,,,,,,,,,,,,,,
41,PT07M58.00S,2022-03-16T00:17:43.3Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,16,14,2022-03-16T00:17:48Z,410000,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,
42,PT07M52.00S,2022-03-16T00:17:49.7Z,1,REGULAR,3pt,Jump Shot,[],203109,73.14388961892247,16.176470588235293,1610612756,16,14,2022-03-16T00:17:56Z,420000,-169.0,200.0,1,right,MISS J. Crowder 26' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,,
43,PT07M49.00S,2022-03-16T00:17:52.7Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,16,14,2022-03-16T00:17:56Z,430000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,
44,PT07M47.00S,2022-03-16T00:17:55.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629637,4.681340341655716,49.50980392156863,1610612740,18,14,2022-03-16T00:18:04Z,440000,2.0,-8.0,1,left,J. Hayes running DUNK (4 PTS) (C. McCollum 4 AST),"[1629637, 203468]",1610612740.0,NOP,running,,,Hayes,J. Hayes,,,,,0.89,Made,4.0,C. McCollum,203468.0,4.0,,,,,,,,,,,,,,,
46,PT07M27.00S,2022-03-16T00:18:13.8Z,1,REGULAR,2pt,Jump Shot,[],1629028,92.72339027595268,25.245098039215684,1610612756,18,14,2022-03-16T00:18:20Z,460000,-124.0,16.0,1,right,MISS D. Ayton 12' turnaround Shot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,12.48,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M25.00S,2022-03-16T00:18:15.8Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,18,14,2022-03-16T00:18:20Z,470000,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,,
48,PT07M19.00S,2022-03-16T00:18:22.5Z,1,REGULAR,3pt,Jump Shot,[],1628984,18.873193166885677,6.862745098039216,1610612740,21,14,2022-03-16T00:23:10Z,480000,216.0,125.0,1,left,D. Graham 24' 3PT pullup (3 PTS),[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,24.93,Made,3.0,,,,,,,,,,,,,,,,,,
49,PT07M03.00S,2022-03-16T00:18:38.3Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,21,14,2022-03-16T00:18:46Z,490000,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1630529]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,1.0,Jones,1630529.0,,,,,,
50,PT07M03.00S,2022-03-16T00:18:38.3Z,1,REGULAR,steal,,[],1630529,,,1610612740,21,14,2022-03-16T00:18:39Z,500000,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M01.00S,2022-03-16T00:18:42.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629637,6.258212877792378,50.245098039215684,1610612740,23,14,2022-03-16T00:19:02Z,510000,-1.0,6.0,1,left,J. Hayes running finger roll Layup (6 PTS),[1629637],1610612740.0,NOP,running finger roll,,,Hayes,J. Hayes,,,,,0.64,Made,6.0,,,,,,,,,,,,,,,,,,
52,PT07M01.00S,2022-03-16T00:18:50.4Z,1,REGULAR,foul,personal,['1freethrow'],203109,,,1610612740,23,14,2022-03-16T00:19:12Z,520000,,,0,,J. Crowder shooting personal FOUL (1 PF) (Hayes 1 FT),"[203109, 1629637]",1610612756.0,PHX,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Hayes,1629637.0,
54,PT07M01.00S,2022-03-16T00:19:03.2Z,1,REGULAR,substitution,out,[],202685,,,1610612740,23,14,2022-03-16T00:19:09Z,540000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M01.00S,2022-03-16T00:19:03.2Z,1,REGULAR,substitution,out,[],1628984,,,1610612740,23,14,2022-03-16T00:19:09Z,550000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M01.00S,2022-03-16T00:19:03.2Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,23,14,2022-03-16T00:19:09Z,560000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M01.00S,2022-03-16T00:19:03.2Z,1,REGULAR,substitution,in,[],1626195,,,1610612740,23,14,2022-03-16T00:19:09Z,570000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M01.00S,2022-03-16T00:19:21.8Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629637,,,1610612740,23,14,2022-03-16T00:19:30Z,580000,,,0,,MISS J. Hayes Free Throw 1 of 1,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M58.00S,2022-03-16T00:19:24.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,23,14,2022-03-16T00:19:30Z,590000,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,
60,PT06M38.00S,2022-03-16T00:19:42.5Z,1,REGULAR,2pt,Jump Shot,[],1626164,82.60512483574244,21.323529411764707,1610612756,23,16,2022-03-16T00:19:49Z,600000,-143.0,111.0,1,right,D. Booker 18' step back Jump Shot (9 PTS) (C. Payne 2 AST),"[1626164, 1626166]",1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,18.13,Made,9.0,C. Payne,1626166.0,2.0,,,,,,,,,,,,,,,
61,PT06M27.00S,2022-03-16T00:20:04.6Z,1,REGULAR,foul,offensive,[],203468,,,1610612740,23,16,2022-03-16T00:41:41Z,610000,,,0,,C. McCollum offensive FOUL (1 PF),"[203468, 1626164]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Booker,1626164.0,
63,PT06M27.00S,2022-03-16T00:20:04.6Z,1,REGULAR,turnover,offensive foul,[],203468,,,1610612740,23,16,2022-03-16T00:20:04Z,630000,,,0,,C. McCollum offensive foul TURNOVER (1 TO),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,1.0,,,1626301.0,,,,,
64,PT06M27.00S,2022-03-16T00:20:30.0Z,1,REGULAR,instantreplay,request,[],0,,,1610612756,23,16,2022-03-16T00:21:52Z,640000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,,Common Foul Upheld
65,PT06M09.00S,2022-03-16T00:22:35.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629028,94.1688567674113,50.73529411764706,1610612756,23,18,2022-03-16T00:22:41Z,650000,4.0,2.0,1,right,D. Ayton driving Layup (6 PTS),[1629028],1610612756.0,PHX,driving,,,Ayton,D. Ayton,,,,,0.44,Made,6.0,,,,,,,,,,,,,,,,,,
66,PT05M45.00S,2022-03-16T00:23:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,6.521024967148489,44.6078431372549,1610612740,23,18,2022-03-16T00:23:06Z,660000,27.0,9.0,1,left,MISS W. Hernangomez driving Layup,[1626195],1610612740.0,NOP,driving,,,Hernangomez,W. Hernangomez,,,,,2.84,Missed,,,,,,,,,,,,,,,,,,,
67,PT05M42.00S,2022-03-16T00:23:03.1Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,23,18,2022-03-16T00:23:06Z,670000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,
68,PT05M38.00S,2022-03-16T00:23:06.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,92.32917214191852,3.431372549019608,1610612756,23,21,2022-03-16T00:23:35Z,680000,-233.0,20.0,1,right,M. Bridges 3PT  (3 PTS) (J. Crowder 3 AST),"[1628969, 203109]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,23.36,Made,3.0,J. Crowder,203109.0,3.0,,,,,,,,,,,,,,,
70,PT05M19.00S,2022-03-16T00:23:26.3Z,1,REGULAR,2pt,Jump Shot,[],1630631,18.2161629434954,24.019607843137255,1610612740,23,21,2022-03-16T00:23:33Z,700000,130.0,119.0,1,left,MISS J. Alvarado 17' pullup Shot,[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,17.6,Missed,,,,,,,,,,,,,,,,,,,
71,PT05M16.00S,2022-03-16T00:23:29.3Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,23,21,2022-03-16T00:23:33Z,710000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,
73,PT05M06.00S,2022-03-16T00:23:38.7Z,1,REGULAR,foul,personal,['2freethrow'],1626195,,,1610612756,23,21,2022-03-16T00:24:28Z,730000,,,0,,W. Hernangomez shooting personal FOUL (1 PF) (Ayton 2 FT),"[1626195, 1629028]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Ayton,1629028.0,
75,PT05M06.00S,2022-03-16T00:24:02.7Z,1,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,23,22,2022-03-16T00:24:25Z,750000,,,0,,D. Ayton Free Throw 1 of 2 (7 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
76,PT05M06.00S,2022-03-16T00:24:02.7Z,1,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,23,23,2022-03-16T00:24:25Z,760000,,,0,,D. Ayton Free Throw 2 of 2 (8 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
77,PT04M43.00S,2022-03-16T00:24:42.6Z,1,REGULAR,3pt,Jump Shot,[],1630631,22.158344283837057,8.823529411764707,1610612740,23,23,2022-03-16T00:24:48Z,770000,206.0,156.0,1,left,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,,
78,PT04M39.00S,2022-03-16T00:24:46.6Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,23,23,2022-03-16T00:24:48Z,780000,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,77.0,3.0,3.0,0.0,,,,,,,,,,,
79,PT04M27.00S,2022-03-16T00:24:59.1Z,1,REGULAR,turnover,lost ball,[],1628969,,,1610612756,23,23,2022-03-16T00:28:06Z,790000,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628969, 1630529]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,1.0,Jones,1630529.0,,,,,,
80,PT04M27.00S,2022-03-16T00:24:59.1Z,1,REGULAR,steal,,[],1630529,,,1610612740,23,23,2022-03-16T00:25:00Z,800000,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M20.00S,2022-03-16T00:25:05.5Z,1,REGULAR,turnover,lost ball,[],1630631,,,1610612740,23,23,2022-03-16T00:25:10Z,810000,,,0,,J. Alvarado lost ball TURNOVER (1 TO),"[1630631, 1626166]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,1.0,Payne,1626166.0,,,,,,
82,PT04M20.00S,2022-03-16T00:25:05.5Z,1,REGULAR,steal,,[],1626166,,,1610612756,23,23,2022-03-16T00:25:07Z,820000,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M16.00S,2022-03-16T00:25:09.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203109,92.32917214191852,97.05882352941177,1610612756,23,26,2022-03-16T00:25:14Z,830000,235.0,20.0,1,right,J. Crowder 3PT  (6 PTS) (C. Payne 3 AST),"[203109, 1626166]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,23.61,Made,6.0,C. Payne,1626166.0,3.0,,,,,,,,,,,,,,,
85,PT04M14.00S,2022-03-16T00:25:16.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,23,26,2022-03-16T00:25:16Z,850000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M14.00S,2022-03-16T00:27:45.1Z,1,REGULAR,substitution,out,[],1629637,,,1610612740,23,26,2022-03-16T00:28:01Z,860000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M14.00S,2022-03-16T00:27:45.1Z,1,REGULAR,substitution,out,[],1626166,,,1610612740,23,26,2022-03-16T00:28:01Z,870000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M14.00S,2022-03-16T00:27:45.1Z,1,REGULAR,substitution,out,[],1629028,,,1610612740,23,26,2022-03-16T00:28:01Z,880000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M14.00S,2022-03-16T00:27:45.1Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,23,26,2022-03-16T00:28:01Z,890000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M14.00S,2022-03-16T00:27:45.1Z,1,REGULAR,substitution,in,[],1628988,,,1610612740,23,26,2022-03-16T00:28:01Z,900000,,,0,,SUB in: A. Holiday,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M14.00S,2022-03-16T00:27:45.1Z,1,REGULAR,substitution,in,[],201580,,,1610612740,23,26,2022-03-16T00:28:01Z,910000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M14.00S,2022-03-16T00:27:45.1Z,1,REGULAR,substitution,out,[],203468,,,1610612740,23,26,2022-03-16T00:30:57Z,915000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M14.00S,2022-03-16T00:27:45.1Z,1,REGULAR,substitution,in,[],1628984,,,1610612740,23,26,2022-03-16T00:30:57Z,917500,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
