actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
180,PT09M19.00S,2022-01-30T00:40:44.9Z,2,REGULAR,rebound,offensive,[],1630631,,,1610612740,22,30,2022-01-30T00:40:44Z,1720000,,,0,,J. Alvarado REBOUND (Off:1 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,179.0,2.0,1.0,1.0,,,,,,,
181,PT09M17.00S,2022-01-30T00:40:46.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630631,12.697109067017081,51.71568627450981,1610612740,22,30,2022-01-30T00:41:34Z,1730000,-9.0,67.0,1,left,MISS J. Alvarado 6' floating Shot,[1630631],1610612740.0,NOP,floating,,,Alvarado,J. Alvarado,,,,,,,,,,,Missed,,6.75,,,,,,,,,,,
182,PT09M15.00S,2022-01-30T00:40:48.8Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,22,30,2022-01-30T00:41:06Z,1740000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,181.0,3.0,3.0,0.0,,,,,,,
183,PT08M55.00S,2022-01-30T00:41:08.0Z,2,REGULAR,2pt,Jump Shot,[],1626196,72.22404730617609,44.36274509803921,1610612738,22,32,2022-01-30T00:41:18Z,1750000,-28.0,209.0,1,right,J. Richardson 21' pullup Jump Shot (5 PTS) (J. Tatum 3 AST),"[1626196, 1628369]",1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,,,,,,,Made,5.0,21.05,,,,,J. Tatum,1628369.0,3.0,,,,
185,PT08M36.00S,2022-01-30T00:41:27.0Z,2,REGULAR,3pt,Jump Shot,[],1629109,10.068988173455978,3.6764705882352944,1610612740,22,32,2022-01-30T00:41:33Z,1770000,232.0,42.0,1,left,MISS G. Clark 3PT,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,Missed,,23.54,,,,,,,,,,,
186,PT08M34.00S,2022-01-30T00:41:29.0Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,22,32,2022-01-30T00:41:33Z,1780000,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,185.0,4.0,4.0,0.0,,,,,,,
187,PT08M27.00S,2022-01-30T00:41:36.9Z,2,REGULAR,3pt,Jump Shot,[],1629684,66.17936925098554,54.41176470588235,1610612738,22,35,2022-01-30T00:41:40Z,1790000,22.0,265.0,1,right,G. Williams 26' 3PT  (3 PTS) (J. Richardson 1 AST),"[1629684, 1626196]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,Made,3.0,26.63,,,,,J. Richardson,1626196.0,1.0,,,,
189,PT07M58.00S,2022-01-30T00:42:04.9Z,2,REGULAR,2pt,Jump Shot,[],1629638,20.844283837056505,31.372549019607842,1610612740,22,35,2022-01-30T00:42:14Z,1810000,93.0,143.0,1,left,MISS N. Alexander-Walker 17' Jump Shot - blocked,"[1629638, 1629684]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,Missed,,17.1,,,,,,,,Williams,1629684.0,,
190,PT07M58.00S,2022-01-30T00:42:04.9Z,2,REGULAR,block,,[],1629684,,,1610612740,22,35,2022-01-30T00:42:07Z,1820000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
191,PT07M51.00S,2022-01-30T00:42:11.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,22,35,2022-01-30T00:42:41Z,1830000,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,189.0,6.0,6.0,0.0,,,,,,,
192,PT07M50.00S,2022-01-30T00:42:13.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,89.43823915900131,51.225490196078425,1610612738,22,37,2022-01-30T00:42:59Z,1840000,6.0,47.0,1,right,J. Tatum running DUNK (13 PTS) (A. Horford 2 AST),"[1628369, 201143]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,,,,,Made,13.0,4.72,,,,,A. Horford,201143.0,2.0,,,,
194,PT07M28.00S,2022-01-30T00:42:39.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612740,22,37,2022-01-30T00:42:54Z,1860000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,1627541.0,,,,,,,,,,,,,,,,,,,
195,PT07M28.00S,2022-01-30T00:42:48.1Z,2,REGULAR,substitution,out,[],1629638,,,1610612738,22,37,2022-01-30T00:43:08Z,1870000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M28.00S,2022-01-30T00:42:48.1Z,2,REGULAR,substitution,out,[],1629109,,,1610612738,22,37,2022-01-30T00:43:08Z,1880000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M28.00S,2022-01-30T00:42:48.1Z,2,REGULAR,substitution,out,[],1630631,,,1610612738,22,37,2022-01-30T00:43:08Z,1890000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M28.00S,2022-01-30T00:42:48.1Z,2,REGULAR,substitution,out,[],201143,,,1610612738,22,37,2022-01-30T00:43:08Z,1900000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M28.00S,2022-01-30T00:42:48.1Z,2,REGULAR,substitution,in,[],1628984,,,1610612738,22,37,2022-01-30T00:43:08Z,1910000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M28.00S,2022-01-30T00:42:48.1Z,2,REGULAR,substitution,in,[],202066,,,1610612738,22,37,2022-01-30T00:43:08Z,1920000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M28.00S,2022-01-30T00:42:48.1Z,2,REGULAR,substitution,in,[],1628404,,,1610612738,22,37,2022-01-30T00:43:08Z,1930000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M28.00S,2022-01-30T00:42:48.1Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,22,37,2022-01-30T00:43:08Z,1940000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M20.00S,2022-01-30T00:43:13.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203471,69.59592641261499,72.79411764705883,1610612738,22,37,2022-01-30T00:43:22Z,1950000,114.0,233.0,1,right,MISS D. Schroder 25' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,Missed,,25.97,,,,,,,,,,,
204,PT07M17.00S,2022-01-30T00:43:16.0Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,22,37,2022-01-30T00:43:22Z,1960000,,,0,,J. Hart REBOUND (Off:0 Def:5),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,203.0,5.0,5.0,0.0,,,,,,,
205,PT07M14.00S,2022-01-30T00:43:23.5Z,2,REGULAR,foul,personal,[],1628369,,,1610612740,22,37,2022-01-30T00:43:42Z,1970000,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 1626195]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,201246.0,,2.0,0.0,Hernangomez,1626195.0,,,,,,,,,,,,,,
207,PT07M14.00S,2022-01-30T00:43:34.3Z,2,REGULAR,substitution,out,[],203471,,,1610612740,22,37,2022-01-30T00:43:38Z,1990000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M14.00S,2022-01-30T00:43:34.3Z,2,REGULAR,substitution,in,[],203935,,,1610612740,22,37,2022-01-30T00:43:38Z,2000000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M09.00S,2022-01-30T00:43:51.0Z,2,REGULAR,3pt,Jump Shot,[],1630529,23.99802890932983,10.294117647058822,1610612740,22,37,2022-01-30T00:43:57Z,2010000,199.0,173.0,1,left,MISS H. Jones 26' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,Missed,,26.34,,,,,,,,,,,
210,PT07M06.00S,2022-01-30T00:43:54.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,22,37,2022-01-30T00:43:57Z,2020000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,209.0,3.0,3.0,0.0,,,,,,,
211,PT07M02.00S,2022-01-30T00:44:01.9Z,2,REGULAR,foul,personal,[],1630529,,,1610612738,22,37,2022-01-30T00:44:11Z,2030000,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 1629684]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,201246.0,,1.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,
213,PT06M55.00S,2022-01-30T00:44:23.3Z,2,REGULAR,3pt,Jump Shot,[],1626196,71.04139290407359,79.41176470588235,1610612738,22,37,2022-01-30T00:44:30Z,2050000,147.0,220.0,1,right,MISS J. Richardson 26' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,Missed,,26.44,,,,,,,,,,,
214,PT06M51.00S,2022-01-30T00:44:27.3Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,22,37,2022-01-30T00:44:30Z,2060000,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,213.0,1.0,1.0,0.0,,,,,,,
215,PT06M48.00S,2022-01-30T00:44:32.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202066,6.389618922470433,54.65686274509803,1610612740,24,37,2022-01-30T00:44:41Z,2070000,-23.0,8.0,1,left,G. Temple Layup (4 PTS) (H. Jones 1 AST),"[202066, 1630529]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,Made,4.0,2.45,,,,,H. Jones,1630529.0,1.0,,,,
218,PT06M48.00S,2022-01-30T00:44:38.3Z,2,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612740,24,37,2022-01-30T00:47:41Z,2100000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Temple 1 FT),"[1629057, 202066]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,1627541.0,,2.0,0.0,Temple,202066.0,,,,,,,,,,,,,,
220,PT06M48.00S,2022-01-30T00:44:58.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,24,37,2022-01-30T00:45:51Z,2120000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M48.00S,2022-01-30T00:45:15.3Z,2,REGULAR,substitution,out,[],1629684,,,1610612740,24,37,2022-01-30T00:47:38Z,2130000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M48.00S,2022-01-30T00:45:15.3Z,2,REGULAR,substitution,in,[],1630174,,,1610612740,24,37,2022-01-30T00:47:38Z,2140000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M48.00S,2022-01-30T00:48:00.7Z,2,REGULAR,freethrow,1 of 1,[],202066,,,1610612740,25,37,2022-01-30T00:48:00Z,2150000,,,0,,G. Temple Free Throw 1 of 1 (5 PTS),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
224,PT06M30.00S,2022-01-30T00:48:21.0Z,2,REGULAR,3pt,Jump Shot,[],203935,87.33574244415243,96.81372549019608,1610612738,25,37,2022-01-30T00:48:36Z,2160000,234.0,67.0,1,right,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,Missed,,24.34,,,,,,,,,,,
225,PT06M26.00S,2022-01-30T00:48:25.0Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,25,37,2022-01-30T00:48:36Z,2170000,,,0,,J. Hart REBOUND (Off:0 Def:6),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,224.0,6.0,6.0,0.0,,,,,,,
226,PT06M20.00S,2022-01-30T00:48:31.1Z,2,REGULAR,3pt,Jump Shot,[],1628984,13.222733245729303,95.58823529411765,1610612740,25,37,2022-01-30T00:48:42Z,2180000,-228.0,72.0,1,left,MISS D. Graham 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,Missed,,23.89,,,,,,,,,,,
227,PT06M15.00S,2022-01-30T00:48:36.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,25,37,2022-01-30T00:54:34Z,2190000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,226.0,4.0,4.0,0.0,,,,,,,
228,PT06M06.00S,2022-01-30T00:48:43.7Z,2,REGULAR,2pt,Jump Shot,[],1628369,89.83245729303549,24.019607843137255,1610612738,25,39,2022-01-30T00:48:51Z,2200000,-130.0,43.0,1,right,J. Tatum 13' turnaround Jump Shot (15 PTS),[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,,,,,,,Made,15.0,13.69,,,,,,,,,,,
229,PT05M43.00S,2022-01-30T00:49:08.1Z,2,REGULAR,2pt,Jump Shot,[],1628984,12.828515111695138,25.49019607843137,1610612740,27,39,2022-01-30T00:49:13Z,2210000,123.0,68.0,1,left,D. Graham 14' floating Jump Shot (2 PTS) (W. Hernangomez 1 AST),"[1628984, 1626195]",1610612740.0,NOP,floating,,,Graham,D. Graham,,,,,,,,,,,Made,2.0,14.02,,,,,W. Hernangomez,1626195.0,1.0,,,,
231,PT05M25.00S,2022-01-30T00:49:25.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,64.47109067017082,53.18627450980392,1610612738,27,39,2022-01-30T00:49:35Z,2230000,16.0,281.0,1,right,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Missed,,28.19,,,,,,,,,,,
232,PT05M22.00S,2022-01-30T00:49:28.0Z,2,REGULAR,rebound,offensive,[],203935,,,1610612738,27,39,2022-01-30T00:49:28Z,2240000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,231.0,2.0,1.0,1.0,,,,,,,
233,PT05M21.00S,2022-01-30T00:49:29.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,91.40932982917214,52.20588235294118,1610612738,27,41,2022-01-30T00:49:44Z,2250000,11.0,28.0,1,right,M. Smart putback Layup (2 PTS),[203935],1610612738.0,BOS,putback,,,Smart,M. Smart,,,,,,,,,,,Made,2.0,3.04,,,,,,,,,,,
234,PT05M06.00S,2022-01-30T00:49:49.1Z,2,REGULAR,foul,offensive,[],1626195,,,1610612740,27,41,2022-01-30T00:50:52Z,2260000,,,0,,W. Hernangomez offensive FOUL (2 PF),"[1626195, 1628369]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,1627534.0,,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,
236,PT05M06.00S,2022-01-30T00:49:49.1Z,2,REGULAR,turnover,offensive foul,[],1626195,,,1610612740,27,41,2022-01-30T00:49:49Z,2280000,,,0,,W. Hernangomez offensive foul TURNOVER (1 TO),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,1627534.0,1.0,,,,,,,,,,,,,,,,,,
237,PT05M06.00S,2022-01-30T00:50:00.4Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,27,41,2022-01-30T00:50:11Z,2290000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M06.00S,2022-01-30T00:50:00.4Z,2,REGULAR,substitution,out,[],1626196,,,1610612738,27,41,2022-01-30T00:50:11Z,2300000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M06.00S,2022-01-30T00:50:00.4Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,27,41,2022-01-30T00:50:11Z,2310000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M06.00S,2022-01-30T00:50:00.4Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,27,41,2022-01-30T00:50:11Z,2320000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M55.00S,2022-01-30T00:50:20.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,87.59855453350855,2.2058823529411766,1610612738,27,41,2022-01-30T00:50:25Z,2330000,-239.0,64.0,1,right,MISS A. Nesmith 24' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,Missed,,24.74,,,,,,,,,,,
242,PT04M52.00S,2022-01-30T00:50:23.1Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,27,41,2022-01-30T00:50:25Z,2340000,,,0,,J. Hart REBOUND (Off:0 Def:7),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,241.0,7.0,7.0,0.0,,,,,,,
243,PT04M48.00S,2022-01-30T00:50:27.4Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1628404,21.369908015768726,51.9607843137255,1610612740,29,41,2022-01-30T00:50:37Z,2350000,-10.0,148.0,1,left,J. Hart 14' pullup Jump Shot (2 PTS),[1628404],1610612740.0,NOP,pullup,,,Hart,J. Hart,,,,,,,,,,,Made,2.0,14.87,,,,,,,,,,,
244,PT04M35.00S,2022-01-30T00:50:40.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,86.02168199737189,57.107843137254896,1610612738,29,41,2022-01-30T00:50:49Z,2360000,36.0,79.0,1,right,MISS J. Brown 8' Layup,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Missed,,8.65,,,,,,,,,,,
245,PT04M30.00S,2022-01-30T00:50:45.8Z,2,REGULAR,rebound,defensive,[],202066,,,1610612740,29,41,2022-01-30T00:51:43Z,2370000,,,0,,G. Temple REBOUND (Off:0 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,244.0,2.0,2.0,0.0,,,,,,,
248,PT04M14.00S,2022-01-30T00:51:00.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626195,8.360709592641262,50.0,1610612740,29,41,2022-01-30T00:51:54Z,2400000,0.0,26.0,1,left,MISS W. Hernangomez turnaround Hook,[1626195],1610612740.0,NOP,turnaround,,,Hernangomez,W. Hernangomez,,,,,,,,,,,Missed,,2.61,,,,,,,,,,,
249,PT04M11.00S,2022-01-30T00:51:03.9Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,29,41,2022-01-30T00:51:12Z,2410000,,,0,,R. Williams III REBOUND (Off:2 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,248.0,8.0,6.0,2.0,,,,,,,
250,PT04M00.00S,2022-01-30T00:51:20.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,29,41,2022-01-30T00:51:20Z,2420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT03M54.00S,2022-01-30T00:51:39.4Z,2,REGULAR,3pt,Jump Shot,[],1627759,68.54467805519053,22.794117647058822,1610612738,29,41,2022-01-30T00:51:51Z,2430000,-136.0,243.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Missed,,27.86,,,,,,,,,,,
252,PT03M51.00S,2022-01-30T00:51:42.4Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,29,41,2022-01-30T00:51:51Z,2440000,,,0,,W. Hernangomez REBOUND (Off:1 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,251.0,2.0,1.0,1.0,,,,,,,
253,PT03M28.00S,2022-01-30T00:52:05.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626195,7.966491458607096,62.745098039215684,1610612740,31,41,2022-01-30T00:54:20Z,2450000,-64.0,22.0,1,left,W. Hernangomez 6' floating Jump Shot (8 PTS) (D. Graham 1 AST),"[1626195, 1628984]",1610612740.0,NOP,floating,,,Hernangomez,W. Hernangomez,,,,,,,,,,,Made,8.0,6.75,,,,,D. Graham,1628984.0,1.0,,,,
255,PT03M11.00S,2022-01-30T00:52:22.2Z,2,REGULAR,3pt,Jump Shot,[],1627759,76.5604467805519,90.68627450980392,1610612738,31,44,2022-01-30T00:52:32Z,2470000,203.0,168.0,1,right,J. Brown 26' 3PT  (15 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,15.0,26.37,,,,,M. Smart,203935.0,4.0,,,,
257,PT02M55.00S,2022-01-30T00:52:37.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626195,4.07358738501971,64.23866421568627,1610612740,31,44,2022-01-30T00:52:48Z,2490000,-71.0,-14.0,1,left,MISS W. Hernangomez 7' turnaround Shot,[1626195],1610612740.0,NOP,turnaround,,,Hernangomez,W. Hernangomez,,,,,,,,,,,Missed,,7.26,,,,,,,,,,,
258,PT02M53.00S,2022-01-30T00:52:39.9Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,31,44,2022-01-30T00:52:48Z,2500000,,,0,,R. Williams III REBOUND (Off:2 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,257.0,9.0,7.0,2.0,,,,,,,
259,PT02M47.00S,2022-01-30T00:52:49.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,31,44,2022-01-30T00:52:49Z,2510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT02M47.00S,2022-01-30T00:52:57.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,31,44,2022-01-30T00:52:57Z,2520000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M47.00S,2022-01-30T00:55:19.0Z,2,REGULAR,substitution,out,[],1630174,,,1610612738,31,44,2022-01-30T00:55:48Z,2530000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
262,PT02M47.00S,2022-01-30T00:55:19.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,31,44,2022-01-30T00:55:48Z,2540000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
263,PT02M38.00S,2022-01-30T00:56:13.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,31,44,2022-01-30T00:56:13Z,2550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M33.00S,2022-01-30T00:56:29.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,69.20170827858082,20.833333333333336,1610612738,31,47,2022-01-30T00:56:35Z,2560000,-146.0,237.0,1,right,J. Tatum 27' 3PT  (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,18.0,27.83,,,,,,,,,,,
266,PT02M17.00S,2022-01-30T00:56:45.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,16.63929040735874,41.17647058823529,1610612740,31,47,2022-01-30T00:57:02Z,2580000,44.0,104.0,1,left,MISS J. Hart 11' floating Shot,[1628404],1610612740.0,NOP,floating,,,Hart,J. Hart,,,,,,,,,,,Missed,,11.29,,,,,,,,,,,
267,PT02M15.00S,2022-01-30T00:56:47.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,31,47,2022-01-30T00:57:02Z,2590000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,266.0,5.0,5.0,0.0,,,,,,,
268,PT02M12.00S,2022-01-30T00:56:53.4Z,2,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,31,47,2022-01-30T00:58:17Z,2600000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,,1.0,,,,,,,,,,,,,,,,,,
269,PT01M52.00S,2022-01-30T00:57:19.8Z,2,REGULAR,turnover,bad pass,[],202066,,,1610612740,31,47,2022-01-30T00:57:24Z,2610000,,,0,,G. Temple bad pass TURNOVER (1 TO),"[202066, 1629057]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,1.0,,,,,,,,,,,,,,,,,Williams III,1629057.0
270,PT01M52.00S,2022-01-30T00:57:19.8Z,2,REGULAR,steal,,[],1629057,,,1610612738,31,47,2022-01-30T00:57:22Z,2620000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
271,PT01M39.00S,2022-01-30T00:57:33.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203935,81.42247043363994,41.42156862745098,1610612738,31,47,2022-01-30T00:57:43Z,2630000,-43.0,122.0,1,right,MISS M. Smart 12' turnaround Shot,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,,,,,,,Missed,,12.94,,,,,,,,,,,
