actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
271,PT01M14.00S,2021-12-02T02:01:00.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204001,6.652431011826544,52.20588235294118,1610612742,44,65,2021-12-02T02:01:06Z,2700000,-11.0,10.0,1,left,K. Porzingis driving finger roll Layup (13 PTS) (D. Finney-Smith 3 AST),"[204001, 1627827]",1610612742.0,DAL,driving finger roll,,,Porzingis,K. Porzingis,,,,,1.49,Made,13.0,D. Finney-Smith,1627827.0,3.0,,,,,,,,,,,,,,,
273,PT00M59.20S,2021-12-02T02:01:15.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,81.02825229960578,41.911764705882355,1610612740,46,65,2021-12-02T02:01:26Z,2720000,-40.0,126.0,1,right,B. Ingram 13' pullup Jump Shot (19 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,13.21,Made,19.0,,,,,,,,,,,,,,,,,,
274,PT00M50.40S,2021-12-02T02:01:27.8Z,2,REGULAR,turnover,lost ball,[],1629029,,,1610612742,46,65,2021-12-02T02:01:49Z,2730000,,,0,,L. Doncic lost ball TURNOVER (5 TO),"[1629029, 202066]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,5.0,,,,,,,,,Temple,202066.0,,,
275,PT00M50.40S,2021-12-02T02:01:27.8Z,2,REGULAR,steal,,[],202066,,,1610612740,46,65,2021-12-02T02:01:32Z,2740000,,,0,,G. Temple STEAL (1 STL),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT00M43.40S,2021-12-02T02:01:34.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202066,73.66951379763469,17.892156862745097,1610612740,46,65,2021-12-02T02:11:19Z,2750000,-161.0,195.0,1,right,MISS G. Temple 25' running 3PT,[202066],1610612740.0,NOP,running,,,Temple,G. Temple,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
277,PT00M43.40S,2021-12-02T02:01:37.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,46,65,2021-12-02T02:01:37Z,2760000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,276.0,,,,,,,,
278,PT00M43.40S,2021-12-02T02:01:39.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,46,65,2021-12-02T02:01:39Z,2770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT00M30.40S,2021-12-02T02:02:03.1Z,2,REGULAR,2pt,Jump Shot,[],1629029,9.806176084099869,74.75490196078431,1610612742,46,67,2021-12-02T02:12:34Z,2780000,-124.0,40.0,1,left,L. Doncic 13' turnaround fadeaway Jump Shot (22 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,13.0,Made,22.0,,,,,,,,,,,,,,,,,,
280,PT00M10.20S,2021-12-02T02:02:25.2Z,2,REGULAR,2pt,Jump Shot,[],1627742,80.1084099868594,27.941176470588236,1610612740,46,67,2021-12-02T02:02:31Z,2790000,-110.0,134.0,1,right,MISS B. Ingram 17' step back Shot,[1627742],1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,17.39,Missed,,,,,,,,,,,,,,,,,,,
281,PT00M06.70S,2021-12-02T02:02:28.6Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,46,67,2021-12-02T02:02:28Z,2800000,,,0,,H. Jones REBOUND (Off:2 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,280.0,3.0,1.0,2.0,,,,,
282,PT00M06.60S,2021-12-02T02:02:29.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630529,91.93495400788436,41.42156862745098,1610612740,46,67,2021-12-02T02:14:16Z,2810000,-43.0,23.0,1,right,MISS H. Jones putback Layup - blocked,"[1630529, 204001]",1610612740.0,NOP,putback,,,Jones,H. Jones,,,,,4.88,Missed,,,,,,,,,,,,,,,,,,Porzingis,204001.0
283,PT00M06.60S,2021-12-02T02:02:29.7Z,2,REGULAR,block,,[],204001,,,1610612740,46,67,2021-12-02T02:02:32Z,2820000,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT00M06.60S,2021-12-02T02:02:29.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,46,67,2021-12-02T02:03:29Z,2830000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,282.0,,,,,,,,
285,PT00M06.40S,2021-12-02T02:02:40.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612740,46,67,2021-12-02T02:02:47Z,2840000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,202037.0,,,,,,,,,,,,,,
286,PT00M06.40S,2021-12-02T02:02:44.6Z,2,REGULAR,substitution,out,[],202685,,,1610612742,46,67,2021-12-02T02:02:51Z,2850000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT00M06.40S,2021-12-02T02:02:44.6Z,2,REGULAR,substitution,in,[],203107,,,1610612742,46,67,2021-12-02T02:02:51Z,2860000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT00M00.00S,2021-12-02T02:03:05.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,43.18331143232589,37.745098039215684,1610612742,46,67,2021-12-02T02:16:08Z,2870000,61.0,353.0,1,left,MISS L. Doncic 35' step back 3PT - blocked,"[1629029, 1630529]",1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,35.87,Missed,,,,,,,,,,,,,,,,,,Jones,1630529.0
289,PT00M00.00S,2021-12-02T02:03:05.7Z,2,REGULAR,block,,[],1630529,,,1610612742,46,67,2021-12-02T02:03:11Z,2880000,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT00M00.00S,2021-12-02T02:03:05.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,46,67,2021-12-02T02:03:17Z,2890000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,288.0,,,,,,,,
291,PT00M00.00S,2021-12-02T02:03:19.4Z,2,REGULAR,period,end,[],0,,,1610612742,46,67,2021-12-02T02:03:19Z,2900000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT12M00.00S,2021-12-02T02:18:01.4Z,3,REGULAR,substitution,out,['startperiod'],203107,,,1610612742,46,67,2021-12-02T02:18:25Z,2910000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT12M00.00S,2021-12-02T02:18:01.4Z,3,REGULAR,substitution,out,['startperiod'],203501,,,1610612742,46,67,2021-12-02T02:18:25Z,2920000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT12M00.00S,2021-12-02T02:18:01.4Z,3,REGULAR,substitution,out,['startperiod'],1628973,,,1610612742,46,67,2021-12-02T02:18:25Z,2930000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT12M00.00S,2021-12-02T02:18:01.4Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612742,46,67,2021-12-02T02:18:25Z,2940000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2021-12-02T02:18:01.4Z,3,REGULAR,substitution,in,['startperiod'],203939,,,1610612742,46,67,2021-12-02T02:18:25Z,2950000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2021-12-02T02:18:01.4Z,3,REGULAR,substitution,in,['startperiod'],203493,,,1610612742,46,67,2021-12-02T02:18:25Z,2960000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2021-12-02T02:18:39.1Z,3,REGULAR,period,start,[],0,,,1610612740,46,67,2021-12-02T02:18:39Z,2970000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT11M40.00S,2021-12-02T02:18:59.1Z,3,REGULAR,3pt,Jump Shot,[],1628984,18.2161629434954,94.36274509803921,1610612740,46,67,2021-12-02T02:19:04Z,2980000,-222.0,119.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
301,PT11M36.00S,2021-12-02T02:19:03.1Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,46,67,2021-12-02T02:19:04Z,2990000,,,0,,L. Doncic REBOUND (Off:1 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,300.0,3.0,2.0,1.0,,,,,
302,PT11M26.00S,2021-12-02T02:19:11.6Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,46,67,2021-12-02T02:19:15Z,3000000,,,0,,L. Doncic bad pass TURNOVER (6 TO),"[1629029, 1628984]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,6.0,,,,,,,,,Graham,1628984.0,,,
303,PT11M26.00S,2021-12-02T02:19:11.6Z,3,REGULAR,steal,,[],1628984,,,1610612740,46,67,2021-12-02T02:19:13Z,3010000,,,0,,D. Graham STEAL (2 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT11M25.00S,2021-12-02T02:19:19.4Z,3,REGULAR,foul,personal,[],203939,,,1610612740,46,67,2021-12-02T02:20:42Z,3020000,,,0,,D. Powell take personal FOUL (2 PF),"[203939, 1628984]",1610612742.0,DAL,take,,,Powell,D. Powell,,,,,,,,,,,1627534.0,,2.0,0.0,Graham,1628984.0,,,,,,,,,
306,PT11M18.00S,2021-12-02T02:19:44.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202066,12.828515111695138,49.01960784313725,1610612740,48,67,2021-12-02T02:19:55Z,3040000,5.0,68.0,1,left,G. Temple 6' driving floating Jump Shot (5 PTS),[202066],1610612740.0,NOP,driving floating,,,Temple,G. Temple,,,,,6.83,Made,5.0,,,,,,,,,,,,,,,,,,
307,PT11M03.00S,2021-12-02T02:19:58.9Z,3,REGULAR,3pt,Jump Shot,[],203493,93.11760840998686,2.450980392156863,1610612742,48,70,2021-12-02T02:20:03Z,3050000,-238.0,12.0,1,right,R. Bullock 3PT  (6 PTS) (L. Doncic 11 AST),"[203493, 1629029]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,23.8,Made,6.0,L. Doncic,1629029.0,11.0,,,,,,,,,,,,,,,
309,PT10M43.00S,2021-12-02T02:20:19.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,4.812746386333772,45.34313725490196,1610612740,48,70,2021-12-02T02:20:26Z,3070000,23.0,-7.0,1,left,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,2.44,Missed,,,,,,,,,,,,,,,,,,,
310,PT10M38.00S,2021-12-02T02:20:24.0Z,3,REGULAR,rebound,defensive,[],204001,,,1610612742,48,70,2021-12-02T02:20:26Z,3080000,,,0,,K. Porzingis REBOUND (Off:0 Def:4),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,309.0,4.0,4.0,0.0,,,,,
311,PT10M34.00S,2021-12-02T02:20:27.1Z,3,REGULAR,3pt,Jump Shot,[],204001,66.83639947437582,49.50980392156863,1610612742,48,70,2021-12-02T02:23:03Z,3090000,-2.0,259.0,1,right,MISS K. Porzingis 25' running 3PT,[204001],1610612742.0,DAL,running,,,Porzingis,K. Porzingis,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
312,PT10M32.00S,2021-12-02T02:20:29.1Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,48,70,2021-12-02T02:20:33Z,3100000,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,311.0,2.0,2.0,0.0,,,,,
313,PT10M24.00S,2021-12-02T02:20:37.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,6.258212877792378,46.32352941176471,1610612740,48,70,2021-12-02T02:23:45Z,3110000,18.0,6.0,1,left,MISS J. Valanciunas cutting Layup,[202685],1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,1.94,Missed,,,,,,,,,,,,,,,,,,,
314,PT10M21.00S,2021-12-02T02:20:40.6Z,3,REGULAR,rebound,defensive,[],204001,,,1610612742,48,70,2021-12-02T02:20:48Z,3120000,,,0,,K. Porzingis REBOUND (Off:0 Def:5),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,313.0,5.0,5.0,0.0,,,,,
315,PT10M14.00S,2021-12-02T02:20:48.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],204001,83.39356110381078,49.754901960784316,1610612742,48,70,2021-12-02T02:26:13Z,3130000,-1.0,104.0,1,right,MISS K. Porzingis 10' Hook,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,10.36,Missed,,,,,,,,,,,,,,,,,,,
316,PT10M06.00S,2021-12-02T02:20:56.5Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,48,70,2021-12-02T02:21:00Z,3140000,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,315.0,4.0,3.0,1.0,,,,,
317,PT09M53.00S,2021-12-02T02:21:08.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,8.754927726675426,49.754901960784316,1610612740,50,70,2021-12-02T02:27:25Z,3150000,1.0,30.0,1,left,J. Valanciunas Hook (6 PTS) (B. Ingram 2 AST),"[202685, 1627742]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,2.98,Made,6.0,B. Ingram,1627742.0,2.0,,,,,,,,,,,,,,,
319,PT09M38.00S,2021-12-02T02:21:23.5Z,3,REGULAR,turnover,lost ball,[],203939,,,1610612742,50,70,2021-12-02T02:28:45Z,3170000,,,0,,D. Powell lost ball TURNOVER (1 TO),"[203939, 202066]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,1.0,,,,,,,,,Temple,202066.0,,,
320,PT09M38.00S,2021-12-02T02:21:23.5Z,3,REGULAR,steal,,[],202066,,,1610612740,50,70,2021-12-02T02:28:45Z,3180000,,,0,,G. Temple STEAL (2 STL),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT09M32.00S,2021-12-02T02:21:29.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,26.363337713534822,81.61764705882352,1610612740,50,70,2021-12-02T02:29:42Z,3190000,-158.0,195.0,1,left,MISS D. Graham 25' running pullup 3PT,[1628984],1610612740.0,NOP,running pullup,,,Graham,D. Graham,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
322,PT09M31.00S,2021-12-02T02:21:31.1Z,3,REGULAR,rebound,offensive,[],202066,,,1610612740,50,70,2021-12-02T02:21:31Z,3200000,,,0,,G. Temple REBOUND (Off:1 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,321.0,2.0,1.0,1.0,,,,,
323,PT09M29.00S,2021-12-02T02:21:32.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627742,32.276609724047304,44.6078431372549,1610612740,53,70,2021-12-02T02:21:36Z,3210000,27.0,251.0,1,left,B. Ingram 25' 3PT  (22 PTS) (D. Graham 3 AST),"[1627742, 1628984]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.23,Made,22.0,D. Graham,1628984.0,3.0,,,,,,,,,,,,,,,
325,PT09M12.00S,2021-12-02T02:21:49.6Z,3,REGULAR,3pt,Jump Shot,[],1627827,92.06636005256242,96.81372549019608,1610612742,53,73,2021-12-02T02:21:55Z,3230000,234.0,22.0,1,right,D. Finney-Smith 3PT  (6 PTS) (L. Doncic 12 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,23.51,Made,6.0,L. Doncic,1629029.0,12.0,,,,,,,,,,,,,,,
327,PT08M54.00S,2021-12-02T02:22:07.7Z,3,REGULAR,3pt,Jump Shot,[],202685,30.56833114323259,66.91176470588235,1610612740,53,73,2021-12-02T02:22:12Z,3250000,-85.0,235.0,1,left,MISS J. Valanciunas 24' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,,
328,PT08M51.00S,2021-12-02T02:22:10.7Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,53,73,2021-12-02T02:22:12Z,3260000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,327.0,2.0,2.0,0.0,,,,,
329,PT08M36.00S,2021-12-02T02:22:25.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,93.38042049934296,64.2156862745098,1610612742,53,73,2021-12-02T02:31:14Z,3270000,71.0,10.0,1,right,MISS L. Doncic 7' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,7.18,Missed,,,,,,,,,,,,,,,,,,,
330,PT08M35.00S,2021-12-02T02:22:26.3Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,53,73,2021-12-02T02:22:39Z,3280000,,,0,,J. Valanciunas REBOUND (Off:1 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,329.0,5.0,4.0,1.0,,,,,
331,PT08M34.00S,2021-12-02T02:22:33.3Z,3,REGULAR,foul,personal,[],203493,,,1610612740,53,73,2021-12-02T02:32:25Z,3290000,,,0,,R. Bullock take personal FOUL (1 PF),"[203493, 202066]",1610612742.0,DAL,take,,,Bullock,R. Bullock,,,,,,,,,,,1830.0,,1.0,0.0,Temple,202066.0,,,,,,,,,
333,PT08M30.00S,2021-12-02T02:23:02.9Z,3,REGULAR,3pt,Jump Shot,[],1627742,33.85348226018397,52.450980392156865,1610612740,53,73,2021-12-02T02:23:08Z,3310000,-12.0,266.0,1,left,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,,
334,PT08M27.00S,2021-12-02T02:23:05.9Z,3,REGULAR,rebound,defensive,[],204001,,,1610612742,53,73,2021-12-02T02:23:08Z,3320000,,,0,,K. Porzingis REBOUND (Off:0 Def:6),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,333.0,6.0,6.0,0.0,,,,,
335,PT08M18.00S,2021-12-02T02:23:18.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,53,73,2021-12-02T02:23:18Z,3330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT08M13.00S,2021-12-02T02:23:37.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,93.24901445466492,49.50980392156863,1610612742,53,75,2021-12-02T02:33:28Z,3340000,-2.0,11.0,1,right,D. Powell driving DUNK (7 PTS) (K. Porzingis 2 AST),"[203939, 204001]",1610612742.0,DAL,driving,,,Powell,D. Powell,,,,,1.13,Made,7.0,K. Porzingis,204001.0,2.0,,,,,,,,,,,,,,,
338,PT08M13.00S,2021-12-02T02:23:43.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,53,75,2021-12-02T02:23:43Z,3360000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT07M59.00S,2021-12-02T02:26:49.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,7.178055190538765,47.794117647058826,1610612740,53,75,2021-12-02T02:33:54Z,3370000,11.0,15.0,1,left,MISS J. Valanciunas driving Layup,[202685],1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,1.86,Missed,,,,,,,,,,,,,,,,,,,
340,PT07M57.00S,2021-12-02T02:26:51.0Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,53,75,2021-12-02T02:26:54Z,3380000,,,0,,L. Doncic REBOUND (Off:1 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,339.0,4.0,3.0,1.0,,,,,
341,PT07M53.00S,2021-12-02T02:26:55.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],204001,64.33968462549278,41.17647058823529,1610612742,53,78,2021-12-02T02:34:37Z,3390000,-44.0,283.0,1,right,K. Porzingis 28' 3PT running (16 PTS) (L. Doncic 13 AST),"[204001, 1629029]",1610612742.0,DAL,running,,,Porzingis,K. Porzingis,,,,,28.61,Made,16.0,L. Doncic,1629029.0,13.0,,,,,,,,,,,,,,,
343,PT07M38.00S,2021-12-02T02:27:10.5Z,3,REGULAR,3pt,Jump Shot,[],202685,27.808804204993432,18.38235294117647,1610612740,53,78,2021-12-02T02:27:15Z,3410000,158.0,209.0,1,left,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
344,PT07M35.00S,2021-12-02T02:27:13.0Z,3,REGULAR,rebound,defensive,[],204001,,,1610612742,53,78,2021-12-02T02:27:13Z,3420000,,,0,,K. Porzingis REBOUND (Off:0 Def:7),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,343.0,7.0,7.0,0.0,,,,,
345,PT07M19.00S,2021-12-02T02:27:29.0Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,53,78,2021-12-02T02:27:35Z,3430000,,,0,,L. Doncic bad pass TURNOVER (7 TO),"[1629029, 1630529]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,7.0,,,,,,,,,Jones,1630529.0,,,
346,PT07M19.00S,2021-12-02T02:27:29.0Z,3,REGULAR,steal,,[],1630529,,,1610612740,53,78,2021-12-02T02:27:31Z,3440000,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT07M17.00S,2021-12-02T02:27:38.8Z,3,REGULAR,foul,personal,[],203493,,,1610612740,53,78,2021-12-02T02:27:43Z,3450000,,,0,,R. Bullock personal FOUL (2 PF),"[203493, 1627742]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,1830.0,,2.0,0.0,Ingram,1627742.0,,,,,,,,,
349,PT07M17.00S,2021-12-02T02:27:43.5Z,3,REGULAR,substitution,out,[],1630529,,,1610612740,53,78,2021-12-02T02:27:51Z,3470000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT07M17.00S,2021-12-02T02:27:43.5Z,3,REGULAR,substitution,out,[],202685,,,1610612740,53,78,2021-12-02T02:27:51Z,3480000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT07M17.00S,2021-12-02T02:27:43.5Z,3,REGULAR,substitution,in,[],1629638,,,1610612740,53,78,2021-12-02T02:27:51Z,3500000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT07M17.00S,2021-12-02T02:27:43.5Z,3,REGULAR,substitution,in,[],1626195,,,1610612740,53,78,2021-12-02T02:28:17Z,3510000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT06M54.00S,2021-12-02T02:28:17.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628984,3.892904073587385,48.03921568627451,1610612740,53,78,2021-12-02T02:36:26Z,3520000,10.0,-16.0,1,left,MISS D. Graham driving Layup,[1628984],1610612740.0,NOP,driving,,,Graham,D. Graham,,,,,1.87,Missed,,,,,,,,,,,,,,,,,,,
355,PT06M54.00S,2021-12-02T02:28:17.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,53,78,2021-12-02T02:28:22Z,3530000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,354.0,,,,,,,,
356,PT06M54.00S,2021-12-02T02:28:21.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,53,78,2021-12-02T02:28:21Z,3540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT06M54.00S,2021-12-02T02:28:22.5Z,3,REGULAR,substitution,out,[],203939,,,1610612742,53,78,2021-12-02T02:28:27Z,3550000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT06M54.00S,2021-12-02T02:28:22.5Z,3,REGULAR,substitution,in,[],1628467,,,1610612742,53,78,2021-12-02T02:28:27Z,3560000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT06M39.00S,2021-12-02T02:28:54.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,92.85479632063075,49.754901960784316,1610612742,53,80,2021-12-02T02:37:22Z,3570000,-1.0,15.0,1,right,K. Porzingis cutting DUNK (18 PTS) (L. Doncic 14 AST),"[204001, 1629029]",1610612742.0,DAL,cutting,,,Porzingis,K. Porzingis,,,,,1.47,Made,18.0,L. Doncic,1629029.0,14.0,,,,,,,,,,,,,,,
