actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
451,PT03M13.00S,2022-02-11T02:10:06.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627742,,,1610612748,67,76,2022-02-11T02:10:16Z,4500000,,,0,,B. Ingram shooting personal FOUL (3 PF) (Dedmon 2 FT),"[1627742, 203473]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,1627962.0,,,,,,,,3.0,0.0,Dedmon,203473.0,,,,,,,,
453,PT03M13.00S,2022-02-11T02:10:27.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203473,,,1610612748,67,77,2022-02-11T02:10:27Z,4520000,,,0,,D. Dedmon Free Throw 1 of 2 (5 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
454,PT03M13.00S,2022-02-11T02:10:43.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203473,,,1610612748,67,78,2022-02-11T02:10:43Z,4530000,,,0,,D. Dedmon Free Throw 2 of 2 (6 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
455,PT02M49.00S,2022-02-11T02:11:08.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,6.389618922470433,42.64705882352941,1610612740,69,78,2022-02-11T02:19:22Z,4540000,37.0,8.0,1,left,J. Alvarado driving Layup (4 PTS),[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,,,3.76,Made,4.0,,,,,,,,,,,,,,,
456,PT02M42.00S,2022-02-11T02:11:21.3Z,3,REGULAR,foul,offensive,[],203473,,,1610612748,69,78,2022-02-11T02:11:30Z,4550000,,,0,,D. Dedmon off-the-ball offensive FOUL (4 PF),"[203473, 1630631]",1610612748.0,MIA,off-the-ball,,,Dedmon,D. Dedmon,,,,,1627962.0,,,,,,,,4.0,1.0,Alvarado,1630631.0,,,,,,,,
458,PT02M42.00S,2022-02-11T02:11:21.3Z,3,REGULAR,turnover,offensive foul,[],203473,,,1610612748,69,78,2022-02-11T02:11:21Z,4570000,,,0,,D. Dedmon offensive foul TURNOVER (1 TO),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,1627962.0,1.0,,,,,,,,,,,,,,,,,,
459,PT02M34.00S,2022-02-11T02:11:38.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,12.959921156373195,14.705882352941178,1610612740,69,78,2022-02-11T02:11:46Z,4580000,176.0,69.0,1,left,MISS B. Ingram 18' turnaround Shot,[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,,,18.96,Missed,,,,,,,,,,,,,,,,
460,PT02M30.00S,2022-02-11T02:11:42.5Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,69,78,2022-02-11T02:11:46Z,4590000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,459.0,1.0,1.0,0.0,,,,
461,PT02M22.00S,2022-02-11T02:11:51.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,86.94152431011827,44.11764705882353,1610612748,69,78,2022-02-11T02:20:11Z,4600000,-29.0,70.0,1,right,MISS J. Butler 7' driving floating Shot,[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,,,7.61,Missed,,,,,,,,,,,,,,,,
462,PT02M21.00S,2022-02-11T02:11:52.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,69,78,2022-02-11T02:11:57Z,4610000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,461.0,,,,,,,
463,PT02M21.00S,2022-02-11T02:11:57.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,69,78,2022-02-11T02:11:57Z,4620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M08.00S,2022-02-11T02:12:15.0Z,3,REGULAR,3pt,Jump Shot,[],1629109,6.258212877792378,3.9215686274509802,1610612740,69,78,2022-02-11T02:12:21Z,4630000,230.0,6.0,1,left,MISS G. Clark 3PT,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,23.05,Missed,,,,,,,,,,,,,,,,
465,PT02M03.00S,2022-02-11T02:12:20.0Z,3,REGULAR,rebound,offensive,[],202066,,,1610612740,69,78,2022-02-11T02:12:21Z,4640000,,,0,,G. Temple REBOUND (Off:1 Def:0),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,464.0,1.0,0.0,1.0,,,,
466,PT02M01.00S,2022-02-11T02:12:30.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,69,78,2022-02-11T02:12:30Z,4650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M01.00S,2022-02-11T02:12:32.6Z,3,REGULAR,substitution,out,[],1629130,,,1610612740,69,78,2022-02-11T02:12:41Z,4660000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M01.00S,2022-02-11T02:12:32.6Z,3,REGULAR,substitution,in,[],200768,,,1610612740,69,78,2022-02-11T02:12:41Z,4670000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
469,PT01M56.00S,2022-02-11T02:12:54.1Z,3,REGULAR,turnover,bad pass,[],1627742,,,1610612740,69,78,2022-02-11T02:12:58Z,4680000,,,0,,B. Ingram bad pass TURNOVER (2 TO),"[1627742, 1629622]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,2.0,,,,,,,,,,,,,,,,,Strus,1629622.0
470,PT01M56.00S,2022-02-11T02:12:54.1Z,3,REGULAR,steal,,[],1629622,,,1610612748,69,78,2022-02-11T02:12:56Z,4690000,,,0,,M. Strus STEAL (1 STL),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M50.00S,2022-02-11T02:13:07.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627742,,,1610612748,69,78,2022-02-11T02:13:25Z,4700000,,,0,,B. Ingram personal FOUL (4 PF) (Dedmon 2 FT),"[1627742, 203473]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,1626301.0,,,,,,,,4.0,0.0,Dedmon,203473.0,,,,,,,,
473,PT01M50.00S,2022-02-11T02:13:28.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203473,,,1610612748,69,78,2022-02-11T02:13:28Z,4720000,,,0,,MISS D. Dedmon Free Throw 1 of 2,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Missed,,,,,,,,,,,,,,,,
474,PT01M50.00S,2022-02-11T02:13:28.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,69,78,2022-02-11T02:13:28Z,4730000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,473.0,,,,,,,
475,PT01M50.00S,2022-02-11T02:13:29.9Z,3,REGULAR,substitution,out,[],1627742,,,1610612748,69,78,2022-02-11T02:13:35Z,4740000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M50.00S,2022-02-11T02:13:29.9Z,3,REGULAR,substitution,in,[],203468,,,1610612748,69,78,2022-02-11T02:13:35Z,4750000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M50.00S,2022-02-11T02:13:45.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203473,,,1610612748,69,79,2022-02-11T02:13:45Z,4760000,,,0,,D. Dedmon Free Throw 2 of 2 (7 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
478,PT01M40.00S,2022-02-11T02:13:55.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,16.507884362680684,48.529411764705884,1610612740,71,79,2022-02-11T02:22:48Z,4770000,7.0,103.0,1,left,J. Alvarado 10' driving floating Jump Shot (6 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,,,10.3,Made,6.0,,,,,,,,,,,,,,,
479,PT01M24.00S,2022-02-11T02:14:11.9Z,3,REGULAR,3pt,Jump Shot,[],1629216,91.40932982917214,95.83333333333334,1610612748,71,82,2022-02-11T02:23:17Z,4780000,229.0,28.0,1,right,G. Vincent 3PT pullup (3 PTS) (M. Strus 1 AST),"[1629216, 1629622]",1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,23.09,Made,3.0,M. Strus,1629622.0,1.0,,,,,,,,,,,,
481,PT01M04.00S,2022-02-11T02:14:38.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,71,82,2022-02-11T02:14:38Z,4800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT01M00.00S,2022-02-11T02:14:51.4Z,3,REGULAR,turnover,lost ball,[],203468,,,1610612740,71,82,2022-02-11T02:14:55Z,4810000,,,0,,C. McCollum lost ball TURNOVER (1 TO),"[203468, 200768]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,1.0,,,,,,,,,,,,,,,,,Lowry,200768.0
483,PT01M00.00S,2022-02-11T02:14:51.4Z,3,REGULAR,steal,,[],200768,,,1610612748,71,82,2022-02-11T02:15:47Z,4820000,,,0,,K. Lowry STEAL (2 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
484,PT00M58.70S,2022-02-11T02:15:01.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612748,71,82,2022-02-11T02:15:43Z,4830000,,,0,,J. Hayes shooting personal FOUL (2 PF) (Strus 2 FT),"[1629637, 1629622]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,1626301.0,,,,,,,,2.0,0.0,Strus,1629622.0,,,,,,,,
486,PT00M58.70S,2022-02-11T02:15:21.6Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629622,,,1610612748,71,83,2022-02-11T02:15:44Z,4850000,,,0,,M. Strus Free Throw 1 of 2 (7 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
487,PT00M58.70S,2022-02-11T02:15:21.6Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629622,,,1610612748,71,83,2022-02-11T02:15:44Z,4860000,,,0,,MISS M. Strus Free Throw 2 of 2,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Missed,,,,,,,,,,,,,,,,
488,PT00M56.50S,2022-02-11T02:15:23.8Z,3,REGULAR,rebound,defensive,[],1629109,,,1610612740,71,83,2022-02-11T02:15:44Z,4870000,,,0,,G. Clark REBOUND (Off:1 Def:7),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,487.0,8.0,7.0,1.0,,,,
489,PT00M41.30S,2022-02-11T02:15:55.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,5.338370565045992,50.98039215686274,1610612740,73,83,2022-02-11T02:16:17Z,4880000,-5.0,-2.0,1,left,J. Hayes alley-oop DUNK (2 PTS) (J. Alvarado 1 AST),"[1629637, 1630631]",1610612740.0,NOP,alley-oop,,,Hayes,J. Hayes,,,,,,,0.54,Made,2.0,J. Alvarado,1630631.0,1.0,,,,,,,,,,,,
491,PT00M33.30S,2022-02-11T02:16:05.8Z,3,REGULAR,3pt,Jump Shot,[],200768,62.10578186596584,66.91176470588235,1610612748,73,83,2022-02-11T02:24:52Z,4900000,85.0,304.0,1,right,MISS K. Lowry 31' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,31.53,Missed,,,,,,,,,,,,,,,,
492,PT00M30.40S,2022-02-11T02:16:08.7Z,3,REGULAR,rebound,defensive,[],1629109,,,1610612740,73,83,2022-02-11T02:16:11Z,4910000,,,0,,G. Clark REBOUND (Off:1 Def:8),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,491.0,9.0,8.0,1.0,,,,
493,PT00M15.80S,2022-02-11T02:16:23.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,9.411957950065702,50.245098039215684,1610612740,73,83,2022-02-11T02:25:32Z,4920000,-1.0,36.0,1,left,MISS J. Alvarado driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,,,3.6,Missed,,,,,,,,,,,,,,,,
494,PT00M13.40S,2022-02-11T02:16:25.8Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,73,83,2022-02-11T02:25:32Z,4930000,,,0,,D. Dedmon REBOUND (Off:2 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,493.0,6.0,4.0,2.0,,,,
495,PT00M01.00S,2022-02-11T02:16:42.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,73,83,2022-02-11T02:17:30Z,4960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M00.10S,2022-02-11T02:17:26.4Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612748,73,83,2022-02-11T02:17:46Z,4970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT00M00.10S,2022-02-11T02:17:37.8Z,3,REGULAR,turnover,bad pass,[],200768,,,1610612748,73,83,2022-02-11T02:30:55Z,5005000,,,0,,K. Lowry bad pass TURNOVER (3 TO),"[200768, 1629109]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,3.0,,,,,,,,,,,,,,,,,Clark,1629109.0
562,PT00M00.10S,2022-02-11T02:17:37.8Z,3,REGULAR,steal,,[],1629109,,,1610612740,73,83,2022-02-11T02:31:40Z,5007500,,,0,,G. Clark STEAL (3 STL),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M00.00S,2022-02-11T02:18:02.7Z,3,REGULAR,period,end,[],0,,,1610612740,73,83,2022-02-11T02:18:02Z,5010000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2022-02-11T02:20:10.9Z,4,REGULAR,substitution,out,['startperiod'],1629637,,,1610612740,73,83,2022-02-11T02:20:37Z,5020000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2022-02-11T02:20:10.9Z,4,REGULAR,substitution,out,['startperiod'],1629109,,,1610612740,73,83,2022-02-11T02:20:37Z,5030000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-02-11T02:20:10.9Z,4,REGULAR,substitution,out,['startperiod'],202710,,,1610612740,73,83,2022-02-11T02:20:37Z,5040000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-02-11T02:20:10.9Z,4,REGULAR,substitution,in,['startperiod'],1630230,,,1610612740,73,83,2022-02-11T02:20:37Z,5050000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-02-11T02:20:10.9Z,4,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,73,83,2022-02-11T02:20:37Z,5060000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-02-11T02:20:10.9Z,4,REGULAR,substitution,in,['startperiod'],1628389,,,1610612740,73,83,2022-02-11T02:20:37Z,5070000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2022-02-11T02:20:36.0Z,4,REGULAR,period,start,[],0,,,1610612740,73,83,2022-02-11T02:20:38Z,5080000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT11M47.00S,2022-02-11T02:20:48.1Z,4,REGULAR,3pt,Jump Shot,[],203468,26.231931668856767,13.725490196078432,1610612740,73,83,2022-02-11T02:27:28Z,5090000,181.0,194.0,1,left,MISS C. McCollum 26' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,,,26.57,Missed,,,,,,,,,,,,,,,,
509,PT11M45.00S,2022-02-11T02:20:50.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,73,83,2022-02-11T02:20:58Z,5100000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,508.0,,,,,,,
510,PT11M45.00S,2022-02-11T02:20:57.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,73,83,2022-02-11T02:20:57Z,5110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT11M35.00S,2022-02-11T02:21:29.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630631,14.14257555847569,55.88235294117647,1610612740,75,83,2022-02-11T02:21:44Z,5120000,-29.0,80.0,1,left,J. Alvarado 8' driving floating Jump Shot (8 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,,,8.56,Made,8.0,,,,,,,,,,,,,,,
512,PT11M13.00S,2022-02-11T02:21:50.6Z,4,REGULAR,3pt,Jump Shot,[],1629216,94.69448094612353,4.166666666666666,1610612748,75,83,2022-02-11T02:21:54Z,5130000,-229.0,-3.0,1,right,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,22.92,Missed,,,,,,,,,,,,,,,,
513,PT11M10.00S,2022-02-11T02:21:53.6Z,4,REGULAR,rebound,defensive,[],203468,,,1610612740,75,83,2022-02-11T02:21:54Z,5140000,,,0,,C. McCollum REBOUND (Off:1 Def:4),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,512.0,5.0,4.0,1.0,,,,
514,PT11M01.00S,2022-02-11T02:22:04.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,5.995400788436268,53.67647058823529,1610612740,75,83,2022-02-11T02:33:35Z,5150000,-18.0,4.0,1,left,MISS C. McCollum driving Layup - blocked,"[203468, 203473]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,,,1.88,Missed,,,,,,,,,,,,,Dedmon,203473.0,,
515,PT11M01.00S,2022-02-11T02:22:04.9Z,4,REGULAR,block,,[],203473,,,1610612740,75,83,2022-02-11T02:32:07Z,5160000,,,0,,D. Dedmon BLOCK (2 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
516,PT11M01.00S,2022-02-11T02:22:04.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,75,83,2022-02-11T02:22:12Z,5170000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,514.0,,,,,,,
517,PT11M01.00S,2022-02-11T02:22:10.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,75,83,2022-02-11T02:22:10Z,5180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT10M53.00S,2022-02-11T02:22:34.1Z,4,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612740,75,83,2022-02-11T02:22:46Z,5190000,,,0,,M. Strus shooting personal FOUL (1 PF) (McCollum 2 FT),"[1629622, 203468]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,1830.0,,,,,,,,1.0,0.0,McCollum,203468.0,,,,,,,,
520,PT10M53.00S,2022-02-11T02:23:00.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203468,,,1610612740,76,83,2022-02-11T02:23:00Z,5210000,,,0,,C. McCollum Free Throw 1 of 2 (13 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
521,PT10M53.00S,2022-02-11T02:23:00.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203468,,,1610612740,76,83,2022-02-11T02:23:20Z,5220000,,,0,,MISS C. McCollum Free Throw 2 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Missed,,,,,,,,,,,,,,,,
522,PT10M50.00S,2022-02-11T02:23:03.9Z,4,REGULAR,rebound,defensive,[],203473,,,1610612748,76,83,2022-02-11T02:23:20Z,5230000,,,0,,D. Dedmon REBOUND (Off:2 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,521.0,7.0,5.0,2.0,,,,
524,PT10M42.00S,2022-02-11T02:23:37.8Z,4,REGULAR,foul,personal,['3freethrow'],1630631,,,1610612748,76,83,2022-02-11T02:23:47Z,5250000,,,0,,J. Alvarado shooting personal FOUL (1 PF) (Vincent 3 FT),"[1630631, 1629216]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,1627962.0,,,,,,,,1.0,0.0,Vincent,1629216.0,,,,,,,,
526,PT10M42.00S,2022-02-11T02:23:57.8Z,4,REGULAR,freethrow,1 of 3,[],1629216,,,1610612748,76,84,2022-02-11T02:23:57Z,5270000,,,0,,G. Vincent Free Throw 1 of 3 (4 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
527,PT10M42.00S,2022-02-11T02:24:11.2Z,4,REGULAR,freethrow,2 of 3,[],1629216,,,1610612748,76,85,2022-02-11T02:24:11Z,5280000,,,0,,G. Vincent Free Throw 2 of 3 (5 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
528,PT10M42.00S,2022-02-11T02:24:26.8Z,4,REGULAR,freethrow,3 of 3,[],1629216,,,1610612748,76,86,2022-02-11T02:24:26Z,5290000,,,0,,G. Vincent Free Throw 3 of 3 (6 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
529,PT10M32.00S,2022-02-11T02:24:38.9Z,4,REGULAR,3pt,Jump Shot,[],202066,8.754927726675426,95.83333333333334,1610612740,76,86,2022-02-11T02:24:46Z,5300000,-229.0,30.0,1,left,MISS G. Temple 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,23.11,Missed,,,,,,,,,,,,,,,,
530,PT10M30.00S,2022-02-11T02:24:40.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,76,86,2022-02-11T02:24:46Z,5310000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,529.0,,,,,,,
531,PT10M30.00S,2022-02-11T02:24:48.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,76,86,2022-02-11T02:24:48Z,5320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT10M12.00S,2022-02-11T02:25:08.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203473,92.46057818659659,50.73529411764706,1610612748,76,88,2022-02-11T02:25:15Z,5330000,4.0,18.0,1,right,D. Dedmon alley-oop DUNK (9 PTS) (K. Lowry 10 AST),"[203473, 200768]",1610612748.0,MIA,alley-oop,,,Dedmon,D. Dedmon,,,,,,,1.88,Made,9.0,K. Lowry,200768.0,10.0,,,,,,,,,,,,
534,PT09M59.00S,2022-02-11T02:25:21.1Z,4,REGULAR,3pt,Jump Shot,[],1630631,3.4986859395532193,95.83333333333334,1610612740,79,88,2022-02-11T02:25:26Z,5350000,-229.0,-20.0,1,left,J. Alvarado 3PT  (11 PTS) (G. Temple 3 AST),"[1630631, 202066]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,23.0,Made,11.0,G. Temple,202066.0,3.0,,,,,,,,,,,,
536,PT09M44.00S,2022-02-11T02:25:41.9Z,4,REGULAR,foul,personal,['2freethrow'],1630230,,,1610612748,79,88,2022-02-11T02:25:48Z,5370000,,,0,,N. Marshall shooting personal FOUL (1 PF) (Dedmon 2 FT),"[1630230, 203473]",1610612740.0,NOP,shooting,,,Marshall,N. Marshall,,,,,1627962.0,,,,,,,,1.0,0.0,Dedmon,203473.0,,,,,,,,
538,PT09M44.00S,2022-02-11T02:26:04.8Z,4,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,79,89,2022-02-11T02:26:04Z,5390000,,,0,,D. Dedmon Free Throw 1 of 2 (10 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
539,PT09M44.00S,2022-02-11T02:26:06.7Z,4,REGULAR,substitution,out,[],202066,,,1610612748,79,89,2022-02-11T02:26:26Z,5400000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
540,PT09M44.00S,2022-02-11T02:26:06.7Z,4,REGULAR,substitution,out,[],1630230,,,1610612748,79,89,2022-02-11T02:26:26Z,5410000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M44.00S,2022-02-11T02:26:06.7Z,4,REGULAR,substitution,in,[],1630529,,,1610612748,79,89,2022-02-11T02:26:26Z,5420000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
542,PT09M44.00S,2022-02-11T02:26:06.7Z,4,REGULAR,substitution,in,[],1628984,,,1610612748,79,89,2022-02-11T02:26:26Z,5430000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M44.00S,2022-02-11T02:26:27.5Z,4,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,79,90,2022-02-11T02:26:27Z,5440000,,,0,,D. Dedmon Free Throw 2 of 2 (11 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
