actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
178,PT11M48.00S,2022-03-26T21:40:57.9Z,2,REGULAR,3pt,Jump Shot,[],1628984,73.80091984231275,82.1078431372549,1610612740,32,22,2022-03-26T21:41:06Z,1770000,161.0,194.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
179,PT11M40.00S,2022-03-26T21:41:05.9Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612740,32,22,2022-03-26T21:41:06Z,1780000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,178.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
180,PT11M40.00S,2022-03-26T21:41:05.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626204,94.40999984741211,50.0,1610612740,34,22,2022-03-26T21:41:05Z,1790000,0.0,0.0,1,right,L. Nance Jr. tip Layup (2 PTS),[1626204],1610612740.0,NOP,tip,,,Nance Jr.,L. Nance Jr.,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,,
181,PT11M34.00S,2022-03-26T21:41:13.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.5722733245729295,44.6078431372549,1610612759,34,22,2022-03-26T21:41:38Z,1800000,27.0,19.0,1,left,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,3.28,Missed,,,,,,,,,,,,,,,,,,,
182,PT11M32.00S,2022-03-26T21:41:15.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,34,22,2022-03-26T21:41:38Z,1810000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,
183,PT11M32.00S,2022-03-26T21:41:19.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,34,22,2022-03-26T21:41:19Z,1820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M26.00S,2022-03-26T21:41:38.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630563,10.726018396846255,49.50980392156863,1610612759,34,24,2022-03-26T21:41:46Z,1830000,2.0,48.0,1,left,J. Primo Jump Shot (5 PTS),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,4.84,Made,,,,,,,,,,5.0,,,,,,,,,
185,PT11M12.00S,2022-03-26T21:41:53.1Z,2,REGULAR,turnover,bad pass,[],202685,,,1610612740,34,24,2022-03-26T21:41:59Z,1840000,,,0,,J. Valanciunas bad pass TURNOVER (2 TO),"[202685, 1627749]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,2.0,Murray,1627749.0,
186,PT11M12.00S,2022-03-26T21:41:53.1Z,2,REGULAR,steal,,[],1627749,,,1610612759,34,24,2022-03-26T21:41:55Z,1850000,,,0,,D. Murray STEAL (1 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT11M08.00S,2022-03-26T21:41:56.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630563,6.1268068331143235,49.50980392156863,1610612759,34,26,2022-03-26T21:42:03Z,1860000,2.0,5.0,1,left,J. Primo cutting Layup (7 PTS) (D. Murray 2 AST),"[1630563, 1627749]",1610612759.0,SAS,cutting,,,Primo,J. Primo,,,,,0.57,Made,,,,,,,,,,7.0,,,D. Murray,1627749.0,2.0,,,,
189,PT10M39.00S,2022-03-26T21:42:25.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628984,87.07293035479631,60.29411764705882,1610612740,34,26,2022-03-26T21:42:29Z,1880000,51.0,69.0,1,right,MISS D. Graham 8' pullup Shot,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,8.61,Missed,,,,,,,,,,,,,,,,,,,
190,PT10M37.00S,2022-03-26T21:42:27.3Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,34,26,2022-03-26T21:42:29Z,1890000,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,189.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
191,PT10M27.00S,2022-03-26T21:42:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,12.434296977660972,46.568627450980394,1610612759,34,28,2022-03-26T21:42:45Z,1900000,17.0,64.0,1,left,Z. Collins 6' Layup (4 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,6.67,Made,,,,,,,,,,4.0,,,,,,,,,
192,PT10M13.00S,2022-03-26T21:42:55.3Z,2,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612740,34,28,2022-03-26T21:43:06Z,1910000,,,0,,Z. Collins shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[1628380, 202685]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,,,,,,,202056.0,2.0,1.0,Valanciunas,202685.0,,,,,,,,,,
194,PT10M13.00S,2022-03-26T21:43:23.5Z,2,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,35,28,2022-03-26T21:43:45Z,1930000,,,0,,J. Valanciunas Free Throw 1 of 2 (5 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
195,PT10M13.00S,2022-03-26T21:43:24.5Z,2,REGULAR,substitution,out,[],1629640,,,1610612740,35,28,2022-03-26T21:43:29Z,1940000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M13.00S,2022-03-26T21:43:24.5Z,2,REGULAR,substitution,in,[],1629111,,,1610612740,35,28,2022-03-26T21:43:29Z,1950000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M13.00S,2022-03-26T21:43:23.5Z,2,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,35,28,2022-03-26T21:43:45Z,1960000,,,0,,MISS J. Valanciunas Free Throw 2 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Missed,,,,,,,,,,,,,,,,,,,
198,PT10M11.00S,2022-03-26T21:43:25.5Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,35,28,2022-03-26T21:43:45Z,1970000,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,197.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
199,PT10M01.00S,2022-03-26T21:43:57.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,35,28,2022-03-26T21:43:57Z,1980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M54.00S,2022-03-26T21:44:19.0Z,2,REGULAR,3pt,Jump Shot,[],1630563,21.369908015768726,88.72549019607843,1610612759,35,28,2022-03-26T21:44:23Z,1990000,-194.0,148.0,1,left,MISS J. Primo 24' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,24.39,Missed,,,,,,,,,,,,,,,,,,,
201,PT09M51.00S,2022-03-26T21:44:22.0Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,35,28,2022-03-26T21:44:23Z,2000000,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,200.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
202,PT09M42.00S,2022-03-26T21:44:32.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,87.1222076215506,49.06556372549019,1610612740,35,28,2022-03-26T21:44:39Z,2010000,-5.0,69.0,1,right,MISS J. Valanciunas 6' Hook,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,6.88,Missed,,,,,,,,,,,,,,,,,,,
203,PT09M37.00S,2022-03-26T21:44:37.3Z,2,REGULAR,rebound,offensive,[],1628984,,,1610612740,35,28,2022-03-26T21:44:39Z,2020000,,,0,,D. Graham REBOUND (Off:1 Def:0),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,202.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
204,PT09M30.00S,2022-03-26T21:44:43.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630631,73.9323258869908,15.686274509803921,1610612740,38,28,2022-03-26T21:45:02Z,2030000,-172.0,193.0,1,right,J. Alvarado 25' 3PT step back (5 PTS),[1630631],1610612740.0,NOP,step back,,,Alvarado,J. Alvarado,,,,,25.79,Made,,,,,,,,,,5.0,,,,,,,,,
205,PT09M12.00S,2022-03-26T21:45:01.8Z,2,REGULAR,3pt,Jump Shot,[],1629111,6.521024967148489,3.431372549019608,1610612759,38,28,2022-03-26T21:45:07Z,2040000,233.0,9.0,1,left,MISS J. Landale 3PT,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,,
206,PT09M08.00S,2022-03-26T21:45:05.8Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,38,28,2022-03-26T21:45:07Z,2050000,,,0,,J. Alvarado REBOUND (Off:0 Def:2),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,205.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
207,PT09M00.00S,2022-03-26T21:45:18.7Z,2,REGULAR,foul,personal,[],1630580,,,1610612740,38,28,2022-03-26T21:46:26Z,2060000,,,0,,J. Wieskamp personal FOUL (1 PF),"[1630580, 202685]",1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,203591.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,,
209,PT09M00.00S,2022-03-26T21:45:23.9Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,38,28,2022-03-26T21:45:29Z,2080000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M00.00S,2022-03-26T21:45:23.9Z,2,REGULAR,substitution,out,[],1630580,,,1610612740,38,28,2022-03-26T21:45:29Z,2090000,,,0,,SUB out: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M00.00S,2022-03-26T21:45:23.9Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,38,28,2022-03-26T21:45:29Z,2100000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M00.00S,2022-03-26T21:45:23.9Z,2,REGULAR,substitution,in,[],1626196,,,1610612740,38,28,2022-03-26T21:45:29Z,2110000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M52.00S,2022-03-26T21:45:44.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628984,87.59855453350855,46.81372549019608,1610612740,38,28,2022-03-26T21:45:49Z,2120000,-16.0,64.0,1,right,MISS D. Graham 6' driving floating Shot,[1628984],1610612740.0,NOP,driving floating,,,Graham,D. Graham,,,,,6.6,Missed,,,,,,,,,,,,,,,,,,,
214,PT08M49.00S,2022-03-26T21:45:47.4Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,38,28,2022-03-26T21:45:47Z,2130000,,,0,,J. Valanciunas REBOUND (Off:2 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,213.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
215,PT08M49.00S,2022-03-26T21:45:47.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,94.40999984741211,50.0,1610612740,40,28,2022-03-26T21:45:47Z,2140000,0.0,0.0,1,right,J. Valanciunas tip Layup (7 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,0.0,Made,,,,,,,,,,7.0,,,,,,,,,
216,PT08M43.00S,2022-03-26T21:45:59.7Z,2,REGULAR,foul,personal,['2freethrow'],202685,,,1610612759,40,28,2022-03-26T21:46:16Z,2150000,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Murray 2 FT),"[202685, 1627749]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,202041.0,2.0,0.0,Murray,1627749.0,,,,,,,,,,
218,PT08M43.00S,2022-03-26T21:46:21.2Z,2,REGULAR,freethrow,1 of 2,[],1627749,,,1610612759,40,29,2022-03-26T21:46:21Z,2170000,,,0,,D. Murray Free Throw 1 of 2 (7 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
219,PT08M43.00S,2022-03-26T21:46:26.5Z,2,REGULAR,substitution,out,[],1628380,,,1610612759,40,29,2022-03-26T21:46:29Z,2180000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M43.00S,2022-03-26T21:46:26.5Z,2,REGULAR,substitution,in,[],1627751,,,1610612759,40,29,2022-03-26T21:46:29Z,2190000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M43.00S,2022-03-26T21:46:40.5Z,2,REGULAR,freethrow,2 of 2,[],1627749,,,1610612759,40,30,2022-03-26T21:46:40Z,2200000,,,0,,D. Murray Free Throw 2 of 2 (8 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
222,PT08M33.00S,2022-03-26T21:46:51.0Z,2,REGULAR,turnover,bad pass,[],1628984,,,1610612740,40,30,2022-03-26T21:47:02Z,2210000,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 1627749]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,1.0,Murray,1627749.0,
223,PT08M33.00S,2022-03-26T21:46:51.0Z,2,REGULAR,steal,,[],1627749,,,1610612759,40,30,2022-03-26T21:46:52Z,2220000,,,0,,D. Murray STEAL (2 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M32.00S,2022-03-26T21:46:57.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627749,7.178055190538765,52.94117647058824,1610612759,40,30,2022-03-26T21:47:10Z,2230000,-15.0,15.0,1,left,MISS D. Murray running Layup - blocked,"[1627749, 1628984]",1610612759.0,SAS,running,,,Murray,D. Murray,,,,,2.1,Missed,,,,,,,,,,,Graham,1628984.0,,,,,,,
225,PT08M32.00S,2022-03-26T21:46:57.0Z,2,REGULAR,block,,[],1628984,,,1610612759,40,30,2022-03-26T21:47:00Z,2240000,,,0,,D. Graham BLOCK (1 BLK),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M32.00S,2022-03-26T21:46:57.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,40,30,2022-03-26T21:47:10Z,2250000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,224.0,,,,,,,,,,,,,,,,,,
227,PT08M32.00S,2022-03-26T21:47:02.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,40,30,2022-03-26T21:47:02Z,2260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M30.00S,2022-03-26T21:47:11.4Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1626196,5.075558475689881,80.63725490196079,1610612759,40,32,2022-03-26T21:47:15Z,2270000,-153.0,-5.0,1,left,J. Richardson 15' pullup Jump Shot (4 PTS) (D. Murray 3 AST),"[1626196, 1627749]",1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,15.33,Made,,,,,,,,,,4.0,,,D. Murray,1627749.0,3.0,,,,
230,PT08M16.00S,2022-03-26T21:47:25.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,89.30683311432325,51.470588235294116,1610612740,40,32,2022-03-26T21:47:29Z,2290000,7.0,48.0,1,right,MISS J. Alvarado driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,4.86,Missed,,,,,,,,,,,,,,,,,,,
231,PT08M13.00S,2022-03-26T21:47:28.0Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,40,32,2022-03-26T21:47:29Z,2300000,,,0,,J. Valanciunas REBOUND (Off:3 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,230.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
232,PT08M13.00S,2022-03-26T21:47:27.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,94.40999984741211,50.0,1610612740,42,32,2022-03-26T21:47:27Z,2310000,0.0,0.0,1,right,J. Valanciunas tip Layup (9 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,0.0,Made,,,,,,,,,,9.0,,,,,,,,,
233,PT08M03.00S,2022-03-26T21:47:38.5Z,2,REGULAR,3pt,Jump Shot,[],1626196,17.296320630749015,94.85294117647058,1610612759,42,35,2022-03-26T21:47:43Z,2320000,-224.0,110.0,1,left,J. Richardson 24' 3PT  (7 PTS) (D. Murray 4 AST),"[1626196, 1627749]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,24.99,Made,,,,,,,,,,7.0,,,D. Murray,1627749.0,4.0,,,,
235,PT07M49.00S,2022-03-26T21:47:52.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,94.1688567674113,46.32352941176471,1610612740,44,35,2022-03-26T21:47:56Z,2340000,-18.0,2.0,1,right,J. Alvarado driving finger roll Layup (7 PTS),[1630631],1610612740.0,NOP,driving finger roll,,,Alvarado,J. Alvarado,,,,,1.85,Made,,,,,,,,,,7.0,,,,,,,,,
236,PT07M37.00S,2022-03-26T21:48:08.9Z,2,REGULAR,violation,kicked ball,[],202685,,,1610612759,44,35,2022-03-26T21:48:23Z,2350000,,,0,,J. Valanciunas kicked ball VIOLATION,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,203591.0,,,,,,,,,,,,,,
238,PT07M37.00S,2022-03-26T21:48:13.0Z,2,REGULAR,substitution,out,[],202685,,,1610612759,44,35,2022-03-26T21:48:22Z,2370000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M37.00S,2022-03-26T21:48:13.0Z,2,REGULAR,substitution,out,[],1630563,,,1610612759,44,35,2022-03-26T21:48:22Z,2380000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M37.00S,2022-03-26T21:48:13.0Z,2,REGULAR,substitution,in,[],203468,,,1610612759,44,35,2022-03-26T21:48:22Z,2390000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M37.00S,2022-03-26T21:48:13.0Z,2,REGULAR,substitution,in,[],1626195,,,1610612759,44,35,2022-03-26T21:48:22Z,2400000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M37.00S,2022-03-26T21:48:13.0Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,44,35,2022-03-26T21:48:22Z,2410000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M37.00S,2022-03-26T21:48:13.0Z,2,REGULAR,substitution,out,[],1630631,,,1610612759,44,35,2022-03-26T21:49:19Z,2415000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M32.00S,2022-03-26T21:48:35.0Z,2,REGULAR,3pt,Jump Shot,[],1627749,29.38567674113009,27.450980392156865,1610612759,44,35,2022-03-26T21:48:40Z,2420000,113.0,224.0,1,left,MISS D. Murray 25' 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,,
244,PT07M28.00S,2022-03-26T21:48:39.0Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,44,35,2022-03-26T21:48:40Z,2430000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,243.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
245,PT07M18.00S,2022-03-26T21:48:49.0Z,2,REGULAR,3pt,Jump Shot,[],1630529,74.32654402102497,15.931372549019606,1610612740,44,35,2022-03-26T21:49:37Z,2440000,-170.0,189.0,1,right,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
246,PT07M10.00S,2022-03-26T21:48:57.0Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612759,44,35,2022-03-26T21:48:56Z,2450000,,,0,,J. Richardson REBOUND (Off:1 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,245.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
247,PT07M09.00S,2022-03-26T21:48:59.9Z,2,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612759,44,35,2022-03-26T21:49:23Z,2460000,,,0,,H. Jones shooting personal FOUL (1 PF) (Murray 2 FT),"[1630529, 1627749]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,,,,,,,202041.0,1.0,0.0,Murray,1627749.0,,,,,,,,,,
250,PT07M09.00S,2022-03-26T21:49:24.7Z,2,REGULAR,freethrow,1 of 2,[],1627749,,,1610612759,44,36,2022-03-26T21:49:24Z,2480000,,,0,,D. Murray Free Throw 1 of 2 (9 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
251,PT07M09.00S,2022-03-26T21:49:44.9Z,2,REGULAR,freethrow,2 of 2,[],1627749,,,1610612759,44,37,2022-03-26T21:49:44Z,2490000,,,0,,D. Murray Free Throw 2 of 2 (10 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
252,PT06M50.00S,2022-03-26T21:50:06.9Z,2,REGULAR,turnover,lost ball,[],1630529,,,1610612740,44,37,2022-03-26T21:50:11Z,2500000,,,0,,H. Jones lost ball TURNOVER (1 TO),"[1630529, 1627749]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,1.0,Murray,1627749.0,
253,PT06M50.00S,2022-03-26T21:50:06.9Z,2,REGULAR,steal,,[],1627749,,,1610612759,44,37,2022-03-26T21:50:08Z,2510000,,,0,,D. Murray STEAL (3 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M43.00S,2022-03-26T21:50:14.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,29.25427069645204,73.2843137254902,1610612759,44,40,2022-03-26T21:50:18Z,2520000,-116.0,222.0,1,left,K. Johnson 25' 3PT  (5 PTS) (D. Murray 5 AST),"[1629640, 1627749]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.11,Made,,,,,,,,,,5.0,,,D. Murray,1627749.0,5.0,,,,
256,PT06M42.00S,2022-03-26T21:50:24.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,44,40,2022-03-26T21:50:24Z,2540000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M42.00S,2022-03-26T21:52:24.1Z,2,REGULAR,substitution,out,[],1626204,,,1610612740,44,40,2022-03-26T21:52:57Z,2550000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M42.00S,2022-03-26T21:52:24.1Z,2,REGULAR,substitution,in,[],1629637,,,1610612740,44,40,2022-03-26T21:52:57Z,2560000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M35.00S,2022-03-26T21:53:15.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630529,92.19776609724047,49.50980392156863,1610612740,44,40,2022-03-26T21:53:23Z,2570000,-2.0,21.0,1,right,MISS H. Jones driving DUNK,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,2.09,Missed,,,,,,,,,,,,,,,,,,,
260,PT06M33.00S,2022-03-26T21:53:17.7Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612759,44,40,2022-03-26T21:53:23Z,2580000,,,0,,D. Murray REBOUND (Off:0 Def:5),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,259.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
261,PT06M18.00S,2022-03-26T21:53:32.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,5.338370565045992,45.83333333333333,1610612759,44,42,2022-03-26T21:53:38Z,2590000,21.0,-2.0,1,left,J. Poeltl Layup (6 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,2.09,Made,,,,,,,,,,6.0,,,,,,,,,
262,PT06M04.00S,2022-03-26T21:53:46.4Z,2,REGULAR,3pt,Jump Shot,[],203468,68.01905387647832,45.34313725490196,1610612740,44,42,2022-03-26T21:53:51Z,2600000,-23.0,248.0,1,right,MISS C. McCollum 24' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,24.92,Missed,,,,,,,,,,,,,,,,,,,
