actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
68,PT06M16.00S,2021-11-13T01:20:55.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628404,92.72339027595268,52.20588235294118,1610612740,17,13,2021-11-13T01:21:02Z,660000,11.0,16.0,1,right,MISS J. Hart driving Layup,[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,,,,,,,1.93,Missed,,,,,,,,,,,,
69,PT06M14.00S,2021-11-13T01:20:57.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,17,13,2021-11-13T01:21:02Z,670000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,68.0,2.0,2.0,0.0,,,,
70,PT06M07.00S,2021-11-13T01:21:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,6.652431011826544,50.245098039215684,1610612751,17,13,2021-11-13T01:21:12Z,680000,-1.0,10.0,1,left,MISS B. Brown Layup,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,1.01,Missed,,,,,,,,,,,,
71,PT06M04.00S,2021-11-13T01:21:07.9Z,1,REGULAR,rebound,defensive,[],202066,,,1610612740,17,13,2021-11-13T01:21:12Z,690000,,,0,,G. Temple REBOUND (Off:0 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,70.0,1.0,1.0,0.0,,,,
72,PT05M58.00S,2021-11-13T01:21:13.6Z,1,REGULAR,3pt,Jump Shot,[],202066,70.51576872536137,20.098039215686274,1610612740,17,13,2021-11-13T01:26:46Z,700000,-150.0,225.0,1,right,MISS G. Temple 26' pullup 3PT,[202066],1610612740.0,NOP,pullup,,,Temple,G. Temple,,,,,,,,,,,26.99,Missed,,,,,,,,,,,,
73,PT05M55.00S,2021-11-13T01:21:16.6Z,1,REGULAR,rebound,defensive,[],201933,,,1610612751,17,13,2021-11-13T01:21:18Z,710000,,,0,,B. Griffin REBOUND (Off:0 Def:3),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,72.0,3.0,3.0,0.0,,,,
74,PT05M47.00S,2021-11-13T01:21:24.5Z,1,REGULAR,3pt,Jump Shot,[],203925,27.414586070959263,81.61764705882352,1610612751,17,16,2021-11-13T01:27:24Z,720000,-158.0,205.0,1,left,J. Harris 25' 3PT pullup (12 PTS) (B. Griffin 1 AST),"[203925, 201933]",1610612751.0,BKN,pullup,,,Harris,J. Harris,,,,,,,,,,,25.9,Made,12.0,B. Griffin,201933.0,1.0,,,,,,,,
76,PT05M33.00S,2021-11-13T01:21:38.6Z,1,REGULAR,2pt,Jump Shot,[],202685,92.85479632063075,75.49019607843137,1610612740,19,16,2021-11-13T01:21:47Z,740000,127.0,15.0,1,right,J. Valanciunas 12' Jump Shot (8 PTS) (J. Hart 3 AST),"[202685, 1628404]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,12.83,Made,8.0,J. Hart,1628404.0,3.0,,,,,,,,
78,PT05M09.00S,2021-11-13T01:22:02.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,16.113666228646515,56.61764705882353,1610612751,19,18,2021-11-13T01:22:11Z,760000,-33.0,99.0,1,left,K. Durant 10' step back Jump Shot (4 PTS) (J. Harden 4 AST),"[201142, 201935]",1610612751.0,BKN,step back,,,Durant,K. Durant,,,,,,,,,,,10.44,Made,4.0,J. Harden,201935.0,4.0,,,,,,,,
80,PT04M52.00S,2021-11-13T01:22:22.9Z,1,REGULAR,foul,personal,[],201935,,,1610612740,19,18,2021-11-13T01:23:18Z,780000,,,0,,J. Harden personal FOUL (2 PF),"[201935, 202685]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,1627541.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,
82,PT04M52.00S,2021-11-13T01:22:39.0Z,1,REGULAR,substitution,out,[],1628984,,,1610612740,19,18,2021-11-13T01:22:43Z,800000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M52.00S,2021-11-13T01:22:39.0Z,1,REGULAR,substitution,in,[],203107,,,1610612740,19,18,2021-11-13T01:22:43Z,810000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M52.00S,2021-11-13T01:22:56.7Z,1,REGULAR,substitution,out,[],202685,,,1610612740,19,18,2021-11-13T01:23:03Z,820000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M52.00S,2021-11-13T01:22:56.7Z,1,REGULAR,substitution,in,[],1629637,,,1610612740,19,18,2021-11-13T01:23:03Z,830000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M44.00S,2021-11-13T01:23:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,86.28449408672799,52.69607843137255,1610612740,21,18,2021-11-13T01:23:28Z,840000,13.0,76.0,1,right,J. Hart 7' driving finger roll Layup (2 PTS) (J. Hayes 1 AST),"[1628404, 1629637]",1610612740.0,NOP,driving finger roll,,,Hart,J. Hart,,,,,,,,,,,7.76,Made,2.0,J. Hayes,1629637.0,1.0,,,,,,,,
88,PT04M31.00S,2021-11-13T01:23:36.9Z,1,REGULAR,turnover,traveling,[],201142,,,1610612751,21,18,2021-11-13T01:23:45Z,860000,,,0,,K. Durant traveling TURNOVER (1 TO),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,1627541.0,,,,,1.0,,,,,,,,,,,,,,
89,PT04M23.00S,2021-11-13T01:23:57.3Z,1,REGULAR,foul,personal,[],203925,,,1610612740,21,18,2021-11-13T01:24:32Z,870000,,,0,,J. Harris personal FOUL (1 PF),"[203925, 1628404]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,1627963.0,1.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,
91,PT04M23.00S,2021-11-13T01:24:16.0Z,1,REGULAR,substitution,out,[],1628971,,,1610612740,21,18,2021-11-13T01:24:30Z,890000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M23.00S,2021-11-13T01:24:16.0Z,1,REGULAR,substitution,out,[],201933,,,1610612740,21,18,2021-11-13T01:24:30Z,900000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M23.00S,2021-11-13T01:24:16.0Z,1,REGULAR,substitution,in,[],1627761,,,1610612740,21,18,2021-11-13T01:24:30Z,910000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M23.00S,2021-11-13T01:24:16.0Z,1,REGULAR,substitution,in,[],200746,,,1610612740,21,18,2021-11-13T01:24:30Z,920000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M10.00S,2021-11-13T01:24:36.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203107,87.99277266754271,62.5,1610612740,21,18,2021-11-13T01:30:15Z,930000,62.0,60.0,1,right,MISS T. Satoransky 8' driving floating bank Shot,[203107],1610612740.0,NOP,driving floating bank,,,Satoransky,T. Satoransky,,,,,,,,,,,8.69,Missed,,,,,,,,,,,,
