actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
452,PT01M56.00S,2021-12-11T02:38:04.7Z,3,REGULAR,substitution,in,[],202709,,,1610612740,78,65,2021-12-11T02:40:41Z,4400000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT01M56.00S,2021-12-11T02:38:04.7Z,3,REGULAR,substitution,in,[],1628367,,,1610612740,78,65,2021-12-11T02:40:41Z,4410000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT01M36.00S,2021-12-11T02:40:59.0Z,3,REGULAR,3pt,Jump Shot,[],1629638,31.61957950065703,68.38235294117648,1610612740,81,65,2021-12-11T02:41:06Z,4420000,-92.0,245.0,1,left,N. Alexander-Walker 26' 3PT  (5 PTS) (B. Ingram 3 AST),"[1629638, 1627742]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,26.14,Made,5.0,B. Ingram,1627742.0,3.0,,,,,,,,,,,,,,,
456,PT01M18.00S,2021-12-11T02:41:16.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,87.86136662286465,51.225490196078425,1610612765,81,65,2021-12-11T02:41:25Z,4440000,6.0,62.0,1,right,MISS T. Lyles 6' Layup - blocked,"[1626168, 1627742]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,6.19,Missed,,,,,,,,,,,,,,,,,Ingram,1627742.0,
457,PT01M18.00S,2021-12-11T02:41:16.9Z,3,REGULAR,block,,[],1627742,,,1610612765,81,65,2021-12-11T02:42:19Z,4450000,,,0,,B. Ingram BLOCK (2 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT01M15.00S,2021-12-11T02:41:19.9Z,3,REGULAR,rebound,defensive,[],202066,,,1610612740,81,65,2021-12-11T02:41:25Z,4460000,,,0,,G. Temple REBOUND (Off:1 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,456.0,,,,,,3.0,2.0,1.0,,,,,,
459,PT01M12.00S,2021-12-11T02:41:22.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629638,6.389618922470433,53.67647058823529,1610612740,83,65,2021-12-11T02:41:29Z,4470000,-18.0,8.0,1,left,N. Alexander-Walker Layup (7 PTS) (T. Satoransky 2 AST),"[1629638, 203107]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,1.99,Made,7.0,T. Satoransky,203107.0,2.0,,,,,,,,,,,,,,,
461,PT00M58.70S,2021-12-11T02:41:37.2Z,3,REGULAR,turnover,bad pass,[],202709,,,1610612765,83,65,2021-12-11T02:41:46Z,4490000,,,0,,C. Joseph bad pass TURNOVER (2 TO),"[202709, 202066]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,2.0,Temple,202066.0,,,
462,PT00M58.70S,2021-12-11T02:41:37.2Z,3,REGULAR,steal,,[],202066,,,1610612740,83,65,2021-12-11T02:41:41Z,4500000,,,0,,G. Temple STEAL (2 STL),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT00M53.40S,2021-12-11T02:41:42.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202066,9.017739816031538,55.14705882352941,1610612740,83,65,2021-12-11T02:41:52Z,4510000,-26.0,32.0,1,left,MISS G. Temple Layup,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,4.13,Missed,,,,,,,,,,,,,,,,,,,
464,PT00M51.30S,2021-12-11T02:41:44.5Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612765,83,65,2021-12-11T02:41:52Z,4520000,,,0,,H. Diallo REBOUND (Off:2 Def:5),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,463.0,,,,,,7.0,5.0,2.0,,,,,,
465,PT00M40.00S,2021-12-11T02:41:55.8Z,3,REGULAR,3pt,Jump Shot,[],1628402,65.1281208935611,38.970588235294116,1610612765,83,65,2021-12-11T02:42:54Z,4530000,-55.0,275.0,1,right,MISS F. Jackson 28' pullup 3PT,[1628402],1610612765.0,DET,pullup,,,Jackson,F. Jackson,,,,,28.08,Missed,,,,,,,,,,,,,,,,,,,
466,PT00M36.70S,2021-12-11T02:41:59.1Z,3,REGULAR,rebound,defensive,[],203107,,,1610612740,83,65,2021-12-11T02:42:00Z,4540000,,,0,,T. Satoransky REBOUND (Off:0 Def:3),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,465.0,,,,,,3.0,3.0,0.0,,,,,,
467,PT00M28.70S,2021-12-11T02:42:07.2Z,3,REGULAR,3pt,Jump Shot,[],1627742,31.882391590013142,61.76470588235294,1610612740,83,65,2021-12-11T02:43:10Z,4550000,-59.0,247.0,1,left,MISS B. Ingram 25' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,25.41,Missed,,,,,,,,,,,,,,,,,,,
468,PT00M26.50S,2021-12-11T02:42:09.4Z,3,REGULAR,rebound,offensive,[],202066,,,1610612740,83,65,2021-12-11T02:42:09Z,4560000,,,0,,G. Temple REBOUND (Off:2 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,467.0,,,,,,4.0,2.0,2.0,,,,,,
469,PT00M13.90S,2021-12-11T02:42:22.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202066,18.478975032851512,40.68627450980392,1610612740,83,65,2021-12-11T02:42:30Z,4570000,47.0,121.0,1,left,MISS G. Temple 12' floating Shot,[202066],1610612740.0,NOP,floating,,,Temple,G. Temple,,,,,12.98,Missed,,,,,,,,,,,,,,,,,,,
470,PT00M11.20S,2021-12-11T02:42:24.7Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612765,83,65,2021-12-11T02:42:30Z,4580000,,,0,,T. Lyles REBOUND (Off:1 Def:4),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,469.0,,,,,,5.0,4.0,1.0,,,,,,
471,PT00M02.10S,2021-12-11T02:42:34.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,91.67214191852825,45.34313725490196,1610612765,83,67,2021-12-11T02:42:47Z,4590000,-23.0,26.0,1,right,H. Diallo reverse Layup (8 PTS) (C. Joseph 2 AST),"[1628977, 202709]",1610612765.0,DET,reverse,,,Diallo,H. Diallo,,,,,3.48,Made,8.0,C. Joseph,202709.0,2.0,,,,,,,,,,,,,,,
473,PT00M00.80S,2021-12-11T02:42:42.8Z,3,REGULAR,3pt,Jump Shot,[],203107,57.506570302233904,44.6078431372549,1610612740,83,67,2021-12-11T02:45:53Z,4610000,27.0,488.0,1,left,MISS T. Satoransky 48' 3PT,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,48.88,Missed,,,,,,,,,,,,,,,,,,,
474,PT00M00.50S,2021-12-11T02:42:43.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,83,67,2021-12-11T02:46:22Z,4620000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,473.0,,,,,,,,,,,,,,
475,PT00M00.00S,2021-12-11T02:42:53.4Z,3,REGULAR,period,end,[],0,,,1610612740,83,67,2021-12-11T02:46:22Z,4630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2021-12-11T02:44:55.5Z,4,REGULAR,substitution,out,['startperiod'],1627742,,,1610612740,83,67,2021-12-11T02:46:22Z,4640000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2021-12-11T02:44:55.5Z,4,REGULAR,substitution,out,['startperiod'],203107,,,1610612740,83,67,2021-12-11T02:46:22Z,4650000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2021-12-11T02:44:55.5Z,4,REGULAR,substitution,in,['startperiod'],1628404,,,1610612740,83,67,2021-12-11T02:46:22Z,4660000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2021-12-11T02:44:55.5Z,4,REGULAR,substitution,in,['startperiod'],1628984,,,1610612740,83,67,2021-12-11T02:46:22Z,4670000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2021-12-11T02:45:23.0Z,4,REGULAR,period,start,[],0,,,1610612740,83,67,2021-12-11T02:45:23Z,4680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT11M44.00S,2021-12-11T02:45:38.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626195,8.09789750328515,47.30392156862745,1610612740,85,67,2021-12-11T02:45:46Z,4690000,13.0,24.0,1,left,W. Hernangomez DUNK (4 PTS) (N. Alexander-Walker 3 AST),"[1626195, 1629638]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,2.72,Made,4.0,N. Alexander-Walker,1629638.0,3.0,,,,,,,,,,,,,,,
483,PT11M27.00S,2021-12-11T02:45:54.7Z,4,REGULAR,turnover,lost ball,[],1626168,,,1610612765,85,67,2021-12-11T02:46:03Z,4710000,,,0,,T. Lyles lost ball TURNOVER (1 TO),"[1626168, 1629638]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,1.0,Alexander-Walker,1629638.0,,,
484,PT11M27.00S,2021-12-11T02:45:54.7Z,4,REGULAR,steal,,[],1629638,,,1610612740,85,67,2021-12-11T02:45:58Z,4720000,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT11M22.00S,2021-12-11T02:45:59.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628404,7.178055190538765,47.794117647058826,1610612740,87,67,2021-12-11T02:47:31Z,4730000,11.0,15.0,1,left,J. Hart running Layup (14 PTS) (N. Alexander-Walker 4 AST),"[1628404, 1629638]",1610612740.0,NOP,running,,,Hart,J. Hart,,,,,1.86,Made,14.0,N. Alexander-Walker,1629638.0,4.0,,,,,,,,,,,,,,,
488,PT11M07.00S,2021-12-11T02:46:18.7Z,4,REGULAR,violation,kicked ball,[],1628984,,,1610612765,87,67,2021-12-11T02:46:43Z,4760000,,,0,,D. Graham kicked ball VIOLATION,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,202056.0,,,,,,,,,,,,,
489,PT10M57.00S,2021-12-11T02:46:47.5Z,4,REGULAR,2pt,Jump Shot,[],202709,76.69185282522996,47.30392156862745,1610612765,87,67,2021-12-11T02:46:53Z,4770000,-13.0,167.0,1,right,MISS C. Joseph 16' step back Shot,[202709],1610612765.0,DET,step back,,,Joseph,C. Joseph,,,,,16.71,Missed,,,,,,,,,,,,,,,,,,,
490,PT10M55.00S,2021-12-11T02:46:49.5Z,4,REGULAR,rebound,defensive,[],1628984,,,1610612740,87,67,2021-12-11T02:46:53Z,4780000,,,0,,D. Graham REBOUND (Off:0 Def:4),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,489.0,,,,,,4.0,4.0,0.0,,,,,,
491,PT10M46.00S,2021-12-11T02:47:04.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,87,67,2021-12-11T02:47:04Z,4790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT10M44.00S,2021-12-11T02:47:20.8Z,4,REGULAR,2pt,Jump Shot,[],1629638,17.296320630749015,23.284313725490197,1610612740,89,67,2021-12-11T02:47:27Z,4800000,134.0,110.0,1,left,N. Alexander-Walker 17' Jump Shot (9 PTS) (D. Graham 4 AST),"[1629638, 1628984]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,17.31,Made,9.0,D. Graham,1628984.0,4.0,,,,,,,,,,,,,,,
494,PT10M25.00S,2021-12-11T02:47:42.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,91.40932982917214,45.588235294117645,1610612765,89,69,2021-12-11T02:48:04Z,4820000,-22.0,28.0,1,right,H. Diallo driving Layup (10 PTS),[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,3.59,Made,10.0,,,,,,,,,,,,,,,,,,
495,PT10M25.00S,2021-12-11T02:47:52.7Z,4,REGULAR,foul,personal,['1freethrow'],1626195,,,1610612765,89,69,2021-12-11T02:48:01Z,4830000,,,0,,W. Hernangomez shooting personal FOUL (1 PF) (Diallo 1 FT),"[1626195, 1628977]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,202056.0,1.0,0.0,Diallo,1628977.0,,,,,,,,,
497,PT10M25.00S,2021-12-11T02:48:11.3Z,4,REGULAR,freethrow,1 of 1,[],1628977,,,1610612765,89,70,2021-12-11T02:48:11Z,4850000,,,0,,H. Diallo Free Throw 1 of 1 (11 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
498,PT10M11.00S,2021-12-11T02:48:30.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629638,8.623521681997373,47.794117647058826,1610612740,91,70,2021-12-11T02:48:53Z,4860000,11.0,29.0,1,left,N. Alexander-Walker Layup (11 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,3.06,Made,11.0,,,,,,,,,,,,,,,,,,
499,PT10M11.00S,2021-12-11T02:48:42.6Z,4,REGULAR,violation,defensive goaltending,[],1626168,,,1610612740,91,70,2021-12-11T02:48:53Z,4870000,,,0,,T. Lyles defensive goaltending VIOLATION,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,1662.0,,,,,,,,,,,,,
500,PT09M56.00S,2021-12-11T02:49:00.7Z,4,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612765,91,70,2021-12-11T02:49:14Z,4880000,,,0,,J. Hart shooting personal FOUL (4 PF) (Lyles 2 FT),"[1628404, 1626168]",1610612740.0,NOP,shooting,,,Hart,J. Hart,,,,,,,,,,,,200832.0,4.0,0.0,Lyles,1626168.0,,,,,,,,,
502,PT09M56.00S,2021-12-11T02:49:30.1Z,4,REGULAR,freethrow,1 of 2,[],1626168,,,1610612765,91,71,2021-12-11T02:49:30Z,4900000,,,0,,T. Lyles Free Throw 1 of 2 (15 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
503,PT09M56.00S,2021-12-11T02:50:00.0Z,4,REGULAR,freethrow,2 of 2,[],1626168,,,1610612765,91,72,2021-12-11T02:50:00Z,4910000,,,0,,T. Lyles Free Throw 2 of 2 (16 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
504,PT09M42.00S,2021-12-11T02:50:17.0Z,4,REGULAR,3pt,Jump Shot,[],1629638,28.597240473061763,79.90196078431373,1610612740,91,72,2021-12-11T02:50:44Z,4920000,-150.0,216.0,1,left,MISS N. Alexander-Walker 26' pullup 3PT,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
505,PT09M39.00S,2021-12-11T02:50:20.0Z,4,REGULAR,rebound,offensive,[],1628404,,,1610612740,91,72,2021-12-11T02:50:23Z,4930000,,,0,,J. Hart REBOUND (Off:3 Def:8),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,504.0,,,,,,11.0,8.0,3.0,,,,,,
506,PT09M36.00S,2021-12-11T02:50:22.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,26.231931668856767,15.686274509803921,1610612740,94,72,2021-12-11T02:50:28Z,4940000,172.0,194.0,1,left,D. Graham 25' 3PT  (9 PTS) (J. Hart 4 AST),"[1628984, 1628404]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.91,Made,9.0,J. Hart,1628404.0,4.0,,,,,,,,,,,,,,,
508,PT09M11.00S,2021-12-11T02:50:47.0Z,4,REGULAR,2pt,Jump Shot,[],1628977,75.3777923784494,53.18627450980392,1610612765,94,72,2021-12-11T02:51:17Z,4960000,16.0,179.0,1,right,MISS H. Diallo 17' pullup Shot,[1628977],1610612765.0,DET,pullup,,,Diallo,H. Diallo,,,,,17.96,Missed,,,,,,,,,,,,,,,,,,,
509,PT09M09.00S,2021-12-11T02:50:49.0Z,4,REGULAR,rebound,defensive,[],1626195,,,1610612740,94,72,2021-12-11T02:50:56Z,4970000,,,0,,W. Hernangomez REBOUND (Off:1 Def:6),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,508.0,,,,,,7.0,6.0,1.0,,,,,,
510,PT09M02.00S,2021-12-11T02:50:57.1Z,4,REGULAR,3pt,Jump Shot,[],1629638,27.808804204993432,77.45098039215686,1610612740,97,72,2021-12-11T02:51:36Z,4980000,-137.0,209.0,1,left,N. Alexander-Walker 25' 3PT step back (14 PTS),[1629638],1610612740.0,NOP,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,25.0,Made,14.0,,,,,,,,,,,,,,,,,,
511,PT08M56.00S,2021-12-11T02:51:11.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,97,72,2021-12-11T02:51:11Z,4990000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT08M56.00S,2021-12-11T02:53:15.0Z,4,REGULAR,substitution,out,[],1628977,,,1610612765,97,72,2021-12-11T02:53:58Z,5000000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT08M56.00S,2021-12-11T02:53:15.0Z,4,REGULAR,substitution,out,[],202709,,,1610612765,97,72,2021-12-11T02:53:58Z,5010000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT08M56.00S,2021-12-11T02:53:15.0Z,4,REGULAR,substitution,in,[],203924,,,1610612765,97,72,2021-12-11T02:53:58Z,5020000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT08M56.00S,2021-12-11T02:53:15.0Z,4,REGULAR,substitution,in,[],1630240,,,1610612765,97,72,2021-12-11T02:53:58Z,5030000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT08M44.00S,2021-12-11T02:54:16.5Z,4,REGULAR,turnover,bad pass,[],1628402,,,1610612765,97,72,2021-12-11T02:54:21Z,5040000,,,0,,F. Jackson bad pass TURNOVER (2 TO),"[1628402, 1629638]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,2.0,Alexander-Walker,1629638.0,,,
517,PT08M44.00S,2021-12-11T02:54:16.5Z,4,REGULAR,steal,,[],1629638,,,1610612740,97,72,2021-12-11T02:54:19Z,5050000,,,0,,N. Alexander-Walker STEAL (2 STL),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT08M31.00S,2021-12-11T02:54:29.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626195,7.966491458607096,46.81372549019608,1610612740,99,72,2021-12-11T02:54:44Z,5060000,16.0,22.0,1,left,W. Hernangomez Layup (6 PTS) (J. Hart 5 AST),"[1626195, 1628404]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,2.75,Made,6.0,J. Hart,1628404.0,5.0,,,,,,,,,,,,,,,
520,PT08M14.00S,2021-12-11T02:54:45.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,91.93495400788436,46.81372549019608,1610612765,99,74,2021-12-11T02:54:53Z,5080000,-16.0,23.0,1,right,T. Lyles driving finger roll Layup (18 PTS) (S. Lee 1 AST),"[1626168, 1630240]",1610612765.0,DET,driving finger roll,,,Lyles,T. Lyles,,,,,2.82,Made,18.0,S. Lee,1630240.0,1.0,,,,,,,,,,,,,,,
521,PT08M00.00S,2021-12-11T02:54:59.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,10.200394218134035,59.068627450980394,1610612740,99,74,2021-12-11T02:55:10Z,5090000,-45.0,43.0,1,left,MISS N. Alexander-Walker 6' driving finger roll Layup - blocked,"[1629638, 203924]",1610612740.0,NOP,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,6.27,Missed,,,,,,,,,,,,,,,,,Grant,203924.0,
522,PT08M00.00S,2021-12-11T02:54:59.9Z,4,REGULAR,block,,[],203924,,,1610612740,99,74,2021-12-11T02:55:03Z,5100000,,,0,,J. Grant BLOCK (4 BLK),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT07M56.00S,2021-12-11T02:55:03.9Z,4,REGULAR,rebound,defensive,[],1628402,,,1610612765,99,74,2021-12-11T02:55:10Z,5110000,,,0,,F. Jackson REBOUND (Off:0 Def:1),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,521.0,,,,,,1.0,1.0,0.0,,,,,,
524,PT07M54.00S,2021-12-11T02:55:06.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628402,91.14651773981603,47.794117647058826,1610612765,99,74,2021-12-11T02:55:14Z,5120000,-11.0,31.0,1,right,MISS F. Jackson Layup,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,3.26,Missed,,,,,,,,,,,,,,,,,,,
525,PT07M51.00S,2021-12-11T02:55:08.6Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,99,74,2021-12-11T02:55:08Z,5130000,,,0,,J. Hart REBOUND (Off:3 Def:9),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,524.0,,,,,,12.0,9.0,3.0,,,,,,
526,PT07M47.00S,2021-12-11T02:55:13.0Z,4,REGULAR,2pt,Jump Shot,[],1629638,16.63929040735874,74.26470588235294,1610612740,99,74,2021-12-11T02:55:20Z,5140000,-121.0,104.0,1,left,MISS N. Alexander-Walker 15' pullup Shot,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,15.97,Missed,,,,,,,,,,,,,,,,,,,
527,PT07M44.00S,2021-12-11T02:55:15.6Z,4,REGULAR,rebound,offensive,[],1628404,,,1610612740,99,74,2021-12-11T02:55:15Z,5150000,,,0,,J. Hart REBOUND (Off:4 Def:9),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,526.0,,,,,,13.0,9.0,4.0,,,,,,
532,PT07M43.00S,2021-12-11T02:55:39.6Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612740,99,74,2021-12-11T02:56:57Z,5175000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT07M43.00S,2021-12-11T02:55:58.8Z,4,REGULAR,instantreplay,request,[],0,,,1610612740,99,74,2021-12-11T03:03:11Z,5180000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,No foul
549,PT07M43.00S,2021-12-11T02:56:48.1Z,4,REGULAR,substitution,out,[],202066,,,1610612740,99,74,2021-12-11T03:01:20Z,5182500,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT07M43.00S,2021-12-11T02:56:48.1Z,4,REGULAR,substitution,out,[],1628984,,,1610612740,99,74,2021-12-11T03:01:20Z,5183750,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT07M43.00S,2021-12-11T02:56:48.1Z,4,REGULAR,substitution,in,[],1630529,,,1610612740,99,74,2021-12-11T03:01:20Z,5184375,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT07M43.00S,2021-12-11T02:56:48.1Z,4,REGULAR,substitution,in,[],203107,,,1610612740,99,74,2021-12-11T03:01:20Z,5184687,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT07M40.00S,2021-12-11T02:59:16.1Z,4,REGULAR,jumpball,recovered,[],1630240,,,1610612765,99,74,2021-12-11T02:59:16Z,5190000,,,0,,Jump Ball J. Grant vs. W. Hernangomez: Tip to S. Lee,"[1630240, 203924, 1626195]",1610612765.0,DET,challenge,S. Lee,1630240.0,Lee,S. Lee,Grant,203924.0,Hernangomez,1626195.0,,,,,,,,,,,,,,,,,,,,,
536,PT07M29.00S,2021-12-11T02:59:27.3Z,4,REGULAR,3pt,Jump Shot,[],1630240,72.35545335085413,17.401960784313726,1610612765,99,74,2021-12-11T02:59:34Z,5220000,-163.0,207.0,1,right,MISS S. Lee 26' 3PT,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,,
537,PT07M23.00S,2021-12-11T02:59:33.3Z,4,REGULAR,rebound,defensive,[],1630529,,,1610612740,99,74,2021-12-11T02:59:34Z,5230000,,,0,,H. Jones REBOUND (Off:0 Def:4),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,536.0,,,,,,4.0,4.0,0.0,,,,,,
538,PT07M09.00S,2021-12-11T02:59:46.8Z,4,REGULAR,3pt,Jump Shot,[],1629638,25.57490144546649,11.76470588235294,1610612740,99,74,2021-12-11T03:03:53Z,5240000,191.0,188.0,1,left,MISS N. Alexander-Walker 26' step back 3PT,[1629638],1610612740.0,NOP,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,,
