actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
45,PT07M55.00S,2022-01-04T01:16:15.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,31.904977003942182,34.673713235294116,1610612740,8,6,2022-01-04T01:16:27Z,450000,77.0,247.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,25.9,Missed,,,,,,,,,,,,,,
46,PT07M52.00S,2022-01-04T01:16:18.5Z,1,REGULAR,rebound,defensive,[],201144,,,1610612762,8,6,2022-01-04T01:16:20Z,460000,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,
47,PT07M44.00S,2022-01-04T01:16:27.9Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612762,8,6,2022-01-04T01:16:42Z,470000,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1626195]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,1.0,Hernangomez,1626195.0,,,,,,
48,PT07M44.00S,2022-01-04T01:16:27.9Z,1,REGULAR,steal,,[],1626195,,,1610612740,8,6,2022-01-04T01:20:43Z,480000,,,0,,W. Hernangomez STEAL (1 STL),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M44.00S,2022-01-04T01:16:31.6Z,1,REGULAR,foul,personal,[],201144,,,1610612740,8,6,2022-01-04T01:20:00Z,490000,,,0,,M. Conley take personal FOUL (1 PF),"[201144, 1628404]",1610612762.0,UTA,take,,,Conley,M. Conley,,,,,203177.0,1.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,,
51,PT07M29.00S,2022-01-04T01:16:59.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,18.478975032851512,18.137254901960784,1610612740,10,6,2022-01-04T01:17:12Z,510000,159.0,121.0,1,left,B. Ingram 20' turnaround Jump Shot (2 PTS),[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,,,,,,20.02,Made,2.0,,,,,,,,,,,,,
52,PT07M11.00S,2022-01-04T01:17:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,91.27792378449409,49.754901960784316,1610612762,10,8,2022-01-04T01:17:22Z,520000,-1.0,29.0,1,right,M. Conley floating Jump Shot (2 PTS),[201144],1610612762.0,UTA,floating,,,Conley,M. Conley,,,,,,,,,,2.95,Made,2.0,,,,,,,,,,,,,
53,PT07M07.00S,2022-01-04T01:17:25.2Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612740,10,8,2022-01-04T01:17:36Z,530000,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Hart 2 FT),"[1628378, 1628404]",1610612762.0,UTA,shooting,,,Mitchell,D. Mitchell,,,,,2004.0,1.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,,
55,PT07M07.00S,2022-01-04T01:17:55.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628404,,,1610612740,10,8,2022-01-04T01:18:19Z,550000,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,Missed,,,,,,,,,,,,,,
56,PT07M07.00S,2022-01-04T01:17:55.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,10,8,2022-01-04T01:18:19Z,560000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,
57,PT07M07.00S,2022-01-04T01:17:56.5Z,1,REGULAR,substitution,out,[],201144,,,1610612740,10,8,2022-01-04T01:18:04Z,570000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M07.00S,2022-01-04T01:17:56.5Z,1,REGULAR,substitution,in,[],204060,,,1610612740,10,8,2022-01-04T01:18:04Z,580000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M07.00S,2022-01-04T01:17:55.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628404,,,1610612740,10,8,2022-01-04T01:18:19Z,590000,,,0,,MISS J. Hart Free Throw 2 of 2,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,Missed,,,,,,,,,,,,,,
60,PT07M04.00S,2022-01-04T01:17:58.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,10,8,2022-01-04T01:18:19Z,600000,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,59.0,3.0,2.0,1.0,,,,,,,,,
61,PT06M50.00S,2022-01-04T01:18:32.4Z,1,REGULAR,turnover,lost ball,[],1628378,,,1610612762,10,8,2022-01-04T01:18:37Z,610000,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1628378, 1630529]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,1.0,Jones,1630529.0,,,,,,
62,PT06M50.00S,2022-01-04T01:18:32.4Z,1,REGULAR,steal,,[],1630529,,,1610612740,10,8,2022-01-04T01:18:34Z,620000,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M45.00S,2022-01-04T01:18:37.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,5.863994743758213,52.69607843137255,1610612740,12,8,2022-01-04T01:19:00Z,630000,-13.0,3.0,1,left,H. Jones running Layup (2 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,,,,,,1.37,Made,2.0,,,,,,,,,,,,,
64,PT06M27.00S,2022-01-04T01:18:55.4Z,1,REGULAR,3pt,Jump Shot,[],204060,86.02168199737189,3.1862745098039214,1610612762,12,8,2022-01-04T01:19:03Z,640000,-234.0,79.0,1,right,MISS J. Ingles 24' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,24.7,Missed,,,,,,,,,,,,,,
65,PT06M27.00S,2022-01-04T01:18:55.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,12,8,2022-01-04T01:19:35Z,650000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,
66,PT06M25.00S,2022-01-04T01:19:37.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,12,8,2022-01-04T01:19:37Z,660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M25.00S,2022-01-04T01:19:40.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,12,8,2022-01-04T01:19:40Z,670000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M25.00S,2022-01-04T01:21:17.1Z,1,REGULAR,substitution,out,[],1628984,,,1610612740,12,8,2022-01-04T01:21:56Z,680000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M25.00S,2022-01-04T01:21:17.1Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,12,8,2022-01-04T01:21:56Z,690000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M06.00S,2022-01-04T01:22:17.4Z,1,REGULAR,2pt,Jump Shot,[],1627742,28.728646517739815,50.73529411764706,1610612740,12,8,2022-01-04T01:22:55Z,700000,-4.0,218.0,1,left,MISS B. Ingram 21' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,,,21.75,Missed,,,,,,,,,,,,,,
71,PT06M02.00S,2022-01-04T01:22:21.4Z,1,REGULAR,rebound,defensive,[],204060,,,1610612762,12,8,2022-01-04T01:22:23Z,710000,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,
72,PT05M50.00S,2022-01-04T01:22:32.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,83.39356110381078,53.431372549019606,1610612762,12,8,2022-01-04T01:23:50Z,720000,17.0,104.0,1,right,MISS D. Mitchell 10' turnaround Shot,[1628378],1610612762.0,UTA,turnaround,,,Mitchell,D. Mitchell,,,,,,,,,,10.5,Missed,,,,,,,,,,,,,,
73,PT05M46.00S,2022-01-04T01:22:36.9Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,12,8,2022-01-04T01:22:40Z,730000,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,72.0,2.0,2.0,0.0,,,,,,,,,
74,PT05M41.00S,2022-01-04T01:22:42.1Z,1,REGULAR,3pt,Jump Shot,[],1630631,5.601182654402102,2.2058823529411766,1610612740,12,8,2022-01-04T01:22:48Z,740000,239.0,0.0,1,left,MISS J. Alvarado 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,23.9,Missed,,,,,,,,,,,,,,
75,PT05M38.00S,2022-01-04T01:22:45.2Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,12,8,2022-01-04T01:22:45Z,750000,,,0,,W. Hernangomez REBOUND (Off:3 Def:0),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,74.0,3.0,0.0,3.0,,,,,,,,,
76,PT05M36.00S,2022-01-04T01:22:55.9Z,1,REGULAR,foul,personal,[],204060,,,1610612740,12,8,2022-01-04T01:23:02Z,760000,,,0,,J. Ingles personal FOUL (1 PF),"[204060, 1626195]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,2004.0,1.0,0.0,Hernangomez,1626195.0,,,,,,,,,,,,,,,,
78,PT05M36.00S,2022-01-04T01:23:01.8Z,1,REGULAR,substitution,out,[],203497,,,1610612740,12,8,2022-01-04T01:23:05Z,780000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M36.00S,2022-01-04T01:23:01.8Z,1,REGULAR,substitution,in,[],200752,,,1610612740,12,8,2022-01-04T01:23:05Z,790000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M29.00S,2022-01-04T01:23:16.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626195,5.206964520367937,49.754901960784316,1610612740,14,8,2022-01-04T01:23:21Z,800000,1.0,-4.0,1,left,W. Hernangomez cutting DUNK (2 PTS) (B. Ingram 1 AST),"[1626195, 1627742]",1610612740.0,NOP,cutting,,,Hernangomez,W. Hernangomez,,,,,,,,,,0.38,Made,2.0,,,,,,,,B. Ingram,1627742.0,1.0,,,
82,PT05M13.00S,2022-01-04T01:23:31.4Z,1,REGULAR,2pt,Jump Shot,[],200752,83.26215505913272,76.22549019607843,1610612762,14,10,2022-01-04T01:23:37Z,820000,131.0,105.0,1,right,R. Gay 16' Jump Shot (2 PTS) (J. Ingles 1 AST),"[200752, 204060]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,16.78,Made,2.0,,,,,,,,J. Ingles,204060.0,1.0,,,
84,PT04M52.00S,2022-01-04T01:23:55.1Z,1,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612740,14,10,2022-01-04T01:24:56Z,840000,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Jones 2 FT),"[1626220, 1630529]",1610612762.0,UTA,shooting,,,O'Neale,R. O'Neale,,,,,1629174.0,1.0,0.0,Jones,1630529.0,,,,,,,,,,,,,,,,
86,PT04M52.00S,2022-01-04T01:24:25.3Z,1,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,15,10,2022-01-04T01:24:25Z,860000,,,0,,H. Jones Free Throw 1 of 2 (3 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
87,PT04M52.00S,2022-01-04T01:24:26.4Z,1,REGULAR,substitution,out,[],1626195,,,1610612740,15,10,2022-01-04T01:24:30Z,870000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M52.00S,2022-01-04T01:24:26.4Z,1,REGULAR,substitution,in,[],1629637,,,1610612740,15,10,2022-01-04T01:24:30Z,880000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
