actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
29,PT09M47.00S,2021-10-27T23:48:19.2Z,1,REGULAR,3pt,Jump Shot,[],1630529,80.50262812089356,92.64705882352942,1610612740,12,4,2021-10-27T23:48:26Z,290000,213.0,131.0,1,right,H. Jones 25' 3PT  (3 PTS) (B. Ingram 2 AST),"[1630529, 1627742]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,25.01,Made,3.0,B. Ingram,1627742.0,2.0,,,,,,,,,,,,,,,
31,PT09M41.00S,2021-10-27T23:48:27.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629027,7.178055190538765,50.0,1610612737,12,6,2021-10-27T23:54:30Z,310000,0.0,15.0,1,left,T. Young driving finger roll Layup (2 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,1.5,Made,2.0,,,,,,,,,,,,,,,,,,
32,PT09M41.00S,2021-10-27T23:48:30.3Z,1,REGULAR,foul,personal,['1freethrow'],1630529,,,1610612737,12,6,2021-10-27T23:48:44Z,320000,,,0,,H. Jones shooting personal FOUL (1 PF) (Young 1 FT),"[1630529, 1629027]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,,,,,,,,,,,2003.0,1.0,0.0,Young,1629027.0,,,,,,
34,PT09M41.00S,2021-10-27T23:48:53.9Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629027,,,1610612737,12,7,2021-10-27T23:48:53Z,340000,,,0,,T. Young Free Throw 1 of 1 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
35,PT09M28.00S,2021-10-27T23:49:10.3Z,1,REGULAR,2pt,Jump Shot,[],1627742,77.4802890932983,61.51960784313726,1610612740,14,7,2021-10-27T23:49:16Z,350000,58.0,159.0,1,right,B. Ingram 16' turnaround Jump Shot (8 PTS),[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,16.93,Made,8.0,,,,,,,,,,,,,,,,,,
36,PT09M13.00S,2021-10-27T23:49:24.7Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,14,7,2021-10-27T23:49:36Z,360000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1628984]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,1.0,Graham,1628984.0,
37,PT09M13.00S,2021-10-27T23:49:24.7Z,1,REGULAR,steal,,[],1628984,,,1610612740,14,7,2021-10-27T23:49:28Z,370000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT09M10.00S,2021-10-27T23:49:37.2Z,1,REGULAR,foul,offensive,[],1630529,,,1610612740,14,7,2021-10-27T23:49:49Z,380000,,,0,,H. Jones charge offensive FOUL (2 PF),"[1630529, 203991]",1610612740.0,NOP,charge,,,Jones,H. Jones,,,,,,,,,,,,,,,2003.0,2.0,0.0,Capela,203991.0,,,,,,
40,PT09M10.00S,2021-10-27T23:49:37.2Z,1,REGULAR,turnover,offensive foul,[],1630529,,,1610612740,14,7,2021-10-27T23:49:37Z,400000,,,0,,H. Jones offensive foul TURNOVER (1 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,2003.0,,,,,,,1.0,,,
41,PT09M10.00S,2021-10-27T23:49:50.7Z,1,REGULAR,substitution,out,[],1630529,,,1610612737,14,7,2021-10-27T23:49:59Z,410000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT09M10.00S,2021-10-27T23:49:50.7Z,1,REGULAR,substitution,in,[],202066,,,1610612737,14,7,2021-10-27T23:49:59Z,420000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M54.00S,2021-10-27T23:50:13.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629631,14.273981603153747,45.588235294117645,1610612737,14,7,2021-10-27T23:50:20Z,430000,22.0,82.0,1,left,MISS D. Hunter 8' turnaround Shot,[1629631],1610612737.0,ATL,turnaround,,,Hunter,D. Hunter,,,,,8.46,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M49.00S,2021-10-27T23:50:18.7Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,14,7,2021-10-27T23:50:18Z,440000,,,0,,J. Collins REBOUND (Off:3 Def:0),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,43.0,3.0,0.0,3.0,,,,,,,,,,,
45,PT08M48.00S,2021-10-27T23:50:33.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,14,7,2021-10-27T23:50:33Z,450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M43.00S,2021-10-27T23:50:49.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628381,27.94021024967148,18.137254901960784,1610612737,14,7,2021-10-27T23:50:54Z,460000,159.0,210.0,1,left,MISS J. Collins 26' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M39.00S,2021-10-27T23:50:53.7Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,14,7,2021-10-27T23:50:54Z,470000,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,46.0,1.0,0.0,1.0,,,,,,,,,,,
48,PT08M38.00S,2021-10-27T23:50:54.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203992,22.28975032851511,88.97058823529412,1610612737,14,7,2021-10-27T23:50:59Z,480000,-195.0,157.0,1,left,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,,
49,PT08M34.00S,2021-10-27T23:50:58.7Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,14,7,2021-10-27T23:50:59Z,490000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,
50,PT08M31.00S,2021-10-27T23:51:05.1Z,1,REGULAR,foul,personal,[],1628381,,,1610612740,14,7,2021-10-27T23:51:15Z,500000,,,0,,J. Collins personal FOUL (1 PF),"[1628381, 1627742]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Ingram,1627742.0,,,,,,
52,PT08M18.00S,2021-10-27T23:51:36.2Z,1,REGULAR,3pt,Jump Shot,[],1629638,74.45795006570303,84.31372549019608,1610612740,14,7,2021-10-27T23:51:41Z,520000,172.0,188.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
53,PT08M15.00S,2021-10-27T23:51:39.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,14,7,2021-10-27T23:51:41Z,530000,,,0,,C. Capela REBOUND (Off:3 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,52.0,4.0,1.0,3.0,,,,,,,,,,,
54,PT08M08.00S,2021-10-27T23:51:51.8Z,1,REGULAR,foul,offensive,[],1628381,,,1610612737,14,7,2021-10-28T00:54:00Z,540000,,,0,,J. Collins offensive FOUL (2 PF),"[1628381, 1629638]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,1628172.0,2.0,0.0,Alexander-Walker,1629638.0,,,,,,
56,PT08M08.00S,2021-10-27T23:51:51.8Z,1,REGULAR,turnover,offensive foul,[],1628381,,,1610612737,14,7,2021-10-27T23:51:51Z,560000,,,0,,J. Collins offensive foul TURNOVER (1 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,1628172.0,,,,,,,1.0,,,
57,PT08M08.00S,2021-10-27T23:52:10.2Z,1,REGULAR,substitution,out,[],1628381,,,1610612740,14,7,2021-10-27T23:52:14Z,570000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT08M08.00S,2021-10-27T23:52:10.2Z,1,REGULAR,substitution,in,[],1628989,,,1610612740,14,7,2021-10-27T23:52:14Z,580000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT08M08.00S,2021-10-27T23:52:33.5Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612740,14,7,2021-10-27T23:52:33Z,590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M53.00S,2021-10-27T23:53:51.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627742,82.47371879106439,45.588235294117645,1610612740,14,7,2021-10-27T23:57:30Z,600000,-22.0,112.0,1,right,MISS B. Ingram 11' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,11.44,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M50.00S,2021-10-27T23:53:54.9Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,14,7,2021-10-27T23:53:56Z,610000,,,0,,C. Capela REBOUND (Off:3 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,61.0,5.0,2.0,3.0,,,,,,,,,,,
63,PT07M45.00S,2021-10-27T23:54:00.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629631,6.915243101182654,54.90196078431373,1610612737,14,7,2021-10-27T23:54:08Z,620000,-25.0,13.0,1,left,MISS D. Hunter Layup - blocked,"[1629631, 1627742]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,2.75,Missed,,,,,,,,,,,,,,Ingram,1627742.0,,,,
64,PT07M45.00S,2021-10-27T23:54:00.0Z,1,REGULAR,block,,[],1627742,,,1610612737,14,7,2021-10-27T23:54:02Z,630000,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M41.00S,2021-10-27T23:54:04.0Z,1,REGULAR,rebound,defensive,[],1628984,,,1610612740,14,7,2021-10-27T23:54:08Z,640000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,
66,PT07M39.00S,2021-10-27T23:54:06.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628984,94.56307490144546,52.94117647058824,1610612740,16,7,2021-10-28T00:02:45Z,650000,15.0,-1.0,1,right,D. Graham running Layup (5 PTS),[1628984],1610612740.0,NOP,running,,,Graham,D. Graham,,,,,1.48,Made,5.0,,,,,,,,,,,,,,,,,,
67,PT07M29.00S,2021-10-27T23:54:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,17.427726675427067,42.64705882352941,1610612737,16,9,2021-10-27T23:54:23Z,660000,37.0,111.0,1,left,T. Young 11' floating Jump Shot (5 PTS),[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,11.72,Made,5.0,,,,,,,,,,,,,,,,,,
68,PT07M18.00S,2021-10-27T23:54:26.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,94.43166885676742,53.92156862745098,1610612740,18,9,2021-10-27T23:54:37Z,670000,20.0,0.0,1,right,N. Alexander-Walker floating Jump Shot (2 PTS),[1629638],1610612740.0,NOP,floating,,,Alexander-Walker,N. Alexander-Walker,,,,,1.96,Made,2.0,,,,,,,,,,,,,,,,,,
69,PT07M07.00S,2021-10-27T23:54:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,5.338370565045992,53.92156862745098,1610612737,18,11,2021-10-27T23:54:45Z,680000,-20.0,-2.0,1,left,T. Young finger roll Layup (7 PTS),[1629027],1610612737.0,ATL,finger roll,,,Young,T. Young,,,,,1.97,Made,7.0,,,,,,,,,,,,,,,,,,
70,PT06M56.00S,2021-10-27T23:54:49.8Z,1,REGULAR,3pt,Jump Shot,[],1628984,66.17936925098554,49.01960784313725,1610612740,18,11,2021-10-27T23:54:54Z,690000,-5.0,265.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
71,PT06M51.00S,2021-10-27T23:54:54.8Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,18,11,2021-10-27T23:54:54Z,700000,,,0,,T. Young REBOUND (Off:1 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,70.0,2.0,1.0,1.0,,,,,,,,,,,
72,PT06M41.00S,2021-10-27T23:55:03.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,5.732588699080158,51.9607843137255,1610612737,18,13,2021-10-27T23:55:11Z,710000,-10.0,1.0,1,left,K. Huerter driving Layup (2 PTS),[1628989],1610612737.0,ATL,driving,,,Huerter,K. Huerter,,,,,0.99,Made,2.0,,,,,,,,,,,,,,,,,,
74,PT06M29.00S,2021-10-27T23:55:15.9Z,1,REGULAR,2pt,Jump Shot,[],1628984,77.08607095926413,25.245098039215684,1610612740,18,13,2021-10-28T00:06:10Z,730000,-124.0,163.0,1,right,MISS D. Graham 20' pullup Shot,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,20.46,Missed,,,,,,,,,,,,,,,,,,,
75,PT06M26.00S,2021-10-27T23:55:18.9Z,1,REGULAR,rebound,offensive,[],1628984,,,1610612740,18,13,2021-10-27T23:55:22Z,740000,,,0,,D. Graham REBOUND (Off:1 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,74.0,2.0,1.0,1.0,,,,,,,,,,,
76,PT06M21.00S,2021-10-27T23:55:24.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,78.26872536136662,73.2843137254902,1610612740,18,13,2021-10-27T23:55:31Z,750000,116.0,152.0,1,right,MISS B. Ingram 19' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,19.13,Missed,,,,,,,,,,,,,,,,,,,
77,PT06M18.00S,2021-10-27T23:55:27.3Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,18,13,2021-10-27T23:55:31Z,760000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,
78,PT06M14.00S,2021-10-27T23:55:32.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203991,4.681340341655716,50.73529411764706,1610612737,18,15,2021-10-28T00:03:05Z,770000,-4.0,-8.0,1,left,C. Capela cutting DUNK (2 PTS) (T. Young 2 AST),"[203991, 1629027]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,0.93,Made,2.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,,
80,PT06M13.00S,2021-10-27T23:55:43.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,18,15,2021-10-27T23:55:43Z,790000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M13.00S,2021-10-27T23:58:31.0Z,1,REGULAR,substitution,out,[],1628984,,,1610612740,18,15,2021-10-27T23:58:47Z,800000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M13.00S,2021-10-27T23:58:31.0Z,1,REGULAR,substitution,in,[],1630184,,,1610612740,18,15,2021-10-27T23:58:47Z,810000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M56.00S,2021-10-27T23:59:18.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,89.30683311432325,45.588235294117645,1610612740,18,15,2021-10-27T23:59:23Z,820000,-22.0,48.0,1,right,MISS J. Valanciunas Hook,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,5.28,Missed,,,,,,,,,,,,,,,,,,,
87,PT05M54.00S,2021-10-27T23:59:20.0Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,18,15,2021-10-27T23:59:23Z,830000,,,0,,T. Young REBOUND (Off:1 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,86.0,3.0,2.0,1.0,,,,,,,,,,,
88,PT05M40.00S,2021-10-27T23:59:39.4Z,1,REGULAR,foul,personal,[],202066,,,1610612737,18,15,2021-10-27T23:59:48Z,840000,,,0,,G. Temple personal FOUL (1 PF),"[202066, 1629027]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,2003.0,1.0,0.0,Young,1629027.0,,,,,,
90,PT05M37.00S,2021-10-28T00:00:04.4Z,1,REGULAR,foul,personal,[],202066,,,1610612737,18,15,2021-10-28T00:00:12Z,860000,,,0,,G. Temple personal FOUL (2 PF),"[202066, 203991]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,1628172.0,2.0,0.0,Capela,203991.0,,,,,,
