actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
16,PT10M42.00S,2021-10-30T00:11:58.2Z,1,REGULAR,steal,,[],1629638,,,1610612740,2,3,2021-10-30T00:12:03Z,160000,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M34.00S,2021-10-30T00:12:05.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629638,91.67214191852825,53.18627450980392,1610612740,4,3,2021-10-30T00:12:15Z,170000,16.0,26.0,1,right,N. Alexander-Walker driving DUNK (2 PTS),[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,3.03,Made,2.0,,,,,,,,,,,,,,
18,PT10M16.00S,2021-10-30T00:12:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,13.222733245729303,58.82352941176471,1610612758,4,3,2021-10-30T00:12:33Z,180000,-44.0,72.0,1,left,MISS D. Fox 8' floating Shot,[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,,,,,8.43,Missed,,,,,,,,,,,,,,,
19,PT10M10.00S,2021-10-30T00:12:30.5Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,4,3,2021-10-30T00:12:33Z,190000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M02.00S,2021-10-30T00:12:38.3Z,1,REGULAR,3pt,Jump Shot,[],1628984,89.30683311432325,95.09803921568627,1610612740,4,3,2021-10-30T00:12:43Z,200000,225.0,48.0,1,right,MISS D. Graham 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,23.06,Missed,,,,,,,,,,,,,,,
21,PT09M59.00S,2021-10-30T00:12:41.3Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,4,3,2021-10-30T00:12:43Z,210000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
22,PT09M52.00S,2021-10-30T00:12:48.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,17.95335085413929,37.99019607843137,1610612758,4,5,2021-10-30T00:12:56Z,220000,60.0,116.0,1,left,R. Holmes 13' floating Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1626158, 1630169]",1610612758.0,SAC,floating,,,Holmes,R. Holmes,,,,,,,,,13.09,Made,2.0,,,,,T. Haliburton,1630169.0,1.0,,,,,,,
150,PT09M37.00S,2021-10-30T00:12:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,94.53022339027595,53.431372549019606,1610612740,4,5,2021-10-30T00:35:57Z,235000,17.0,-1.0,1,right,MISS N. Alexander-Walker driving reverse Layup,[1629638],1610612740.0,NOP,driving reverse,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,1.72,Missed,,,,,,,,,,,,,,,
151,PT09M36.00S,2021-10-30T00:12:57.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,4,5,2021-10-30T00:35:57Z,237500,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,
24,PT09M36.00S,2021-10-30T00:13:04.0Z,1,REGULAR,foul,personal,[],202685,,,1610612758,4,5,2021-10-30T00:36:06Z,240000,,,0,,J. Valanciunas loose ball personal FOUL (1 PF),"[202685, 1626158]",1610612740.0,NOP,loose ball,,,Valanciunas,J. Valanciunas,,,,,,,,202041.0,,,,,,,,,,,1.0,0.0,Holmes,1626158.0,,,
27,PT09M15.00S,2021-10-30T00:13:59.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626158,9.806176084099869,34.31372549019608,1610612758,4,7,2021-10-30T00:36:01Z,270000,78.0,40.0,1,left,R. Holmes 8' driving bank Hook (4 PTS),[1626158],1610612758.0,SAC,driving bank,,,Holmes,R. Holmes,,,,,,,,,8.79,Made,4.0,,,,,,,,,,,,,,
28,PT09M10.00S,2021-10-30T00:14:09.5Z,1,REGULAR,foul,technical,['1freethrow'],1629002,,,1610612740,4,7,2021-10-30T00:21:39Z,280000,,,0,,C. Metu technical FOUL (1 Tech),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,203591.0,,,,,,,,,,,0.0,1.0,,,,,
29,PT09M10.00S,2021-10-30T00:14:31.6Z,1,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,5,7,2021-10-30T00:14:31Z,290000,,,0,,B. Ingram technical Free Throw 1 of 1 (1 PTS),[1627742],1610612740.0,NOP,technical,,,Ingram,B. Ingram,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
30,PT09M03.00S,2021-10-30T00:14:58.1Z,1,REGULAR,3pt,Jump Shot,[],1628984,68.28186596583443,35.049019607843135,1610612740,5,7,2021-10-30T00:15:03Z,300000,-75.0,246.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,25.68,Missed,,,,,,,,,,,,,,,
31,PT08M58.00S,2021-10-30T00:15:03.1Z,1,REGULAR,rebound,defensive,[],203090,,,1610612758,5,7,2021-10-30T00:15:03Z,310000,,,0,,M. Harkless REBOUND (Off:0 Def:1),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
32,PT08M55.00S,2021-10-30T00:15:05.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203084,25.969119579500656,7.107843137254902,1610612758,5,10,2021-10-30T00:15:11Z,320000,214.0,192.0,1,left,H. Barnes 28' 3PT  (3 PTS) (T. Haliburton 2 AST),"[203084, 1630169]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,28.76,Made,3.0,,,,,T. Haliburton,1630169.0,2.0,,,,,,,
34,PT08M38.00S,2021-10-30T00:15:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,91.93495400788436,48.77450980392157,1610612740,7,10,2021-10-30T00:15:30Z,340000,-6.0,23.0,1,right,J. Valanciunas driving reverse Layup (4 PTS) (N. Alexander-Walker 2 AST),"[202685, 1629638]",1610612740.0,NOP,driving reverse,,,Valanciunas,J. Valanciunas,,,,,,,,,2.41,Made,4.0,,,,,N. Alexander-Walker,1629638.0,2.0,,,,,,,
36,PT08M26.00S,2021-10-30T00:15:34.0Z,1,REGULAR,3pt,Jump Shot,[],203084,29.6484888304862,77.45098039215686,1610612758,7,10,2021-10-30T00:15:42Z,360000,-137.0,226.0,1,left,MISS H. Barnes 26' pullup 3PT,[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,,,,,26.46,Missed,,,,,,,,,,,,,,,
37,PT08M23.00S,2021-10-30T00:15:37.0Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,7,10,2021-10-30T00:15:42Z,370000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,
40,PT08M02.00S,2021-10-30T00:15:57.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,88.12417871222075,49.01960784313725,1610612740,9,10,2021-10-30T00:16:07Z,400000,-5.0,59.0,1,right,H. Jones driving Layup (2 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,,,,,5.93,Made,2.0,,,,,,,,,,,,,,
41,PT08M00.00S,2021-10-30T00:16:04.9Z,1,REGULAR,2pt,Layup,[],1630169,6.258212877792378,33.088235294117645,1610612758,9,12,2021-10-30T00:37:56Z,410000,85.0,6.0,1,left,T. Haliburton 8' cutting Layup (2 PTS) (M. Harkless 1 AST),"[1630169, 203090]",1610612758.0,SAC,cutting,,,Haliburton,T. Haliburton,,,,,,,,,8.48,Made,2.0,,,,,M. Harkless,203090.0,1.0,,,,,,,
43,PT08M00.00S,2021-10-30T00:16:25.5Z,1,REGULAR,foul,personal,['1freethrow'],1630529,,,1610612758,9,12,2021-10-30T00:35:18Z,430000,,,0,,H. Jones shooting personal FOUL (1 PF) (Haliburton 1 FT),"[1630529, 1630169]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,,,,202041.0,,,,,,,,,,,1.0,0.0,Haliburton,1630169.0,,,
153,PT08M00.00S,2021-10-30T00:16:45.3Z,1,REGULAR,freethrow,1 of 1,[],1630169,,,1610612758,9,12,2021-10-30T00:36:04Z,445000,,,0,,MISS T. Haliburton Free Throw 1 of 1,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,Missed,,,,,,,,,,,,,,,
154,PT08M00.00S,2021-10-30T00:16:45.3Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,9,12,2021-10-30T00:36:04Z,447500,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,
90,PT07M53.00S,2021-10-30T00:17:05.2Z,1,REGULAR,foul,personal,['2freethrow'],203090,,,1610612740,9,12,2021-10-30T00:25:16Z,450000,,,0,,M. Harkless shooting personal FOUL (1 PF) (Ingram 2 FT),"[203090, 1627742]",1610612758.0,SAC,shooting,,,Harkless,M. Harkless,,,,,,,,202901.0,,,,,,,,,,,1.0,0.0,Ingram,1627742.0,,,
97,PT07M53.00S,2021-10-30T00:17:25.0Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,10,12,2021-10-30T00:26:03Z,457500,,,0,,B. Ingram Free Throw 1 of 2 (2 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
98,PT07M53.00S,2021-10-30T00:17:25.0Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,10,12,2021-10-30T00:26:03Z,458750,,,0,,MISS B. Ingram Free Throw 2 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,,,,,,,,,,,,,
99,PT07M53.00S,2021-10-30T00:17:25.0Z,1,REGULAR,rebound,defensive,[],203090,,,1610612758,10,12,2021-10-30T00:26:03Z,459375,,,0,,M. Harkless REBOUND (Off:0 Def:2),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,98.0,2.0,2.0,0.0,,,,,,,,,,
46,PT07M37.00S,2021-10-30T00:17:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,17.296320630749015,38.72549019607843,1610612758,10,12,2021-10-30T00:17:51Z,460000,56.0,110.0,1,left,MISS T. Haliburton 12' pullup Shot,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,,,,,12.37,Missed,,,,,,,,,,,,,,,
47,PT07M33.00S,2021-10-30T00:17:48.9Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,10,12,2021-10-30T00:17:51Z,470000,,,0,,B. Ingram REBOUND (Off:1 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,46.0,2.0,1.0,1.0,,,,,,,,,,
48,PT07M29.00S,2021-10-30T00:17:52.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627742,92.46057818659659,54.65686274509803,1610612740,12,12,2021-10-30T00:39:14Z,480000,23.0,18.0,1,right,B. Ingram running Layup (4 PTS),[1627742],1610612740.0,NOP,running,,,Ingram,B. Ingram,,,,,,,,,2.97,Made,4.0,,,,,,,,,,,,,,
49,PT07M21.00S,2021-10-30T00:17:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,8.09789750328515,52.69607843137255,1610612758,12,14,2021-10-30T00:39:43Z,490000,-13.0,24.0,1,left,H. Barnes cutting Layup (5 PTS) (D. Fox 1 AST),"[203084, 1628368]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,,,,,2.72,Made,5.0,,,,,D. Fox,1628368.0,1.0,,,,,,,
51,PT07M09.00S,2021-10-30T00:18:12.3Z,1,REGULAR,2pt,Jump Shot,[],1627742,82.21090670170827,75.0,1610612740,14,14,2021-10-30T00:18:19Z,510000,125.0,115.0,1,right,B. Ingram 16' pullup Jump Shot (6 PTS) (J. Valanciunas 1 AST),"[1627742, 202685]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,,16.96,Made,6.0,,,,,J. Valanciunas,202685.0,1.0,,,,,,,
53,PT06M47.00S,2021-10-30T00:18:34.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,11.908672798948752,52.20588235294118,1610612758,14,14,2021-10-30T00:18:41Z,530000,-11.0,59.0,1,left,MISS H. Barnes 6' turnaround Shot,[203084],1610612758.0,SAC,turnaround,,,Barnes,H. Barnes,,,,,,,,,6.04,Missed,,,,,,,,,,,,,,,
54,PT06M45.00S,2021-10-30T00:18:36.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,14,14,2021-10-30T00:18:41Z,540000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,
55,PT06M34.00S,2021-10-30T00:18:47.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,82.7365308804205,63.23529411764706,1610612740,14,14,2021-10-30T00:18:53Z,550000,66.0,110.0,1,right,MISS B. Ingram 12' turnaround Shot,[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,,,,,12.82,Missed,,,,,,,,,,,,,,,
56,PT06M30.00S,2021-10-30T00:18:51.7Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,14,14,2021-10-30T00:40:38Z,560000,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,
57,PT06M26.00S,2021-10-30T00:18:55.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626158,9.280551905387648,49.50980392156863,1610612758,14,16,2021-10-30T00:19:03Z,570000,2.0,35.0,1,left,R. Holmes cutting DUNK (6 PTS) (T. Haliburton 3 AST),"[1626158, 1630169]",1610612758.0,SAC,cutting,,,Holmes,R. Holmes,,,,,,,,,3.48,Made,6.0,,,,,T. Haliburton,1630169.0,3.0,,,,,,,
59,PT06M02.00S,2021-10-30T00:19:20.2Z,1,REGULAR,2pt,Jump Shot,[],1630529,85.89027595269383,87.99019607843137,1610612740,14,16,2021-10-30T00:19:25Z,590000,190.0,80.0,1,right,MISS H. Jones 20' Jump Shot,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,20.62,Missed,,,,,,,,,,,,,,,
60,PT05M57.00S,2021-10-30T00:19:25.2Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,14,16,2021-10-30T00:19:25Z,600000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,
61,PT05M56.00S,2021-10-30T00:19:35.2Z,1,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612758,14,16,2021-10-30T00:19:51Z,610000,,,0,,B. Ingram shooting personal FOUL (1 PF) (Barnes 2 FT),"[1627742, 203084]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,,,,202901.0,,,,,,,,,,,1.0,0.0,Barnes,203084.0,,,
63,PT05M56.00S,2021-10-30T00:20:29.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,14,16,2021-10-30T00:20:29Z,630000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M56.00S,2021-10-30T00:22:12.2Z,1,REGULAR,substitution,out,[],1628984,,,1610612758,14,16,2021-10-30T00:22:58Z,650000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M56.00S,2021-10-30T00:22:12.2Z,1,REGULAR,substitution,out,[],203090,,,1610612758,14,16,2021-10-30T00:22:58Z,660000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M56.00S,2021-10-30T00:22:12.2Z,1,REGULAR,substitution,out,[],1626158,,,1610612758,14,16,2021-10-30T00:22:58Z,670000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M56.00S,2021-10-30T00:22:12.2Z,1,REGULAR,substitution,out,[],1630169,,,1610612758,14,16,2021-10-30T00:22:58Z,680000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M56.00S,2021-10-30T00:22:12.2Z,1,REGULAR,substitution,in,[],1630184,,,1610612758,14,16,2021-10-30T00:22:58Z,690000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M56.00S,2021-10-30T00:22:12.2Z,1,REGULAR,substitution,in,[],1630530,,,1610612758,14,16,2021-10-30T00:22:58Z,700000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M56.00S,2021-10-30T00:22:12.2Z,1,REGULAR,substitution,in,[],203458,,,1610612758,14,16,2021-10-30T00:22:58Z,710000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M56.00S,2021-10-30T00:22:12.2Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,14,16,2021-10-30T00:22:58Z,720000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M56.00S,2021-10-30T00:22:12.2Z,1,REGULAR,substitution,in,[],1627741,,,1610612758,14,16,2021-10-30T00:22:58Z,730000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT05M56.00S,2021-10-30T00:22:12.2Z,1,REGULAR,substitution,out,[],1630529,,,1610612758,14,16,2021-10-30T00:42:52Z,735000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT05M56.00S,2021-10-30T00:22:12.2Z,1,REGULAR,substitution,out,[],1627742,,,1610612758,14,16,2021-10-30T00:42:52Z,737500,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT05M56.00S,2021-10-30T00:22:12.2Z,1,REGULAR,substitution,in,[],1628404,,,1610612758,14,16,2021-10-30T00:42:52Z,738750,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M56.00S,2021-10-30T00:23:11.1Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,14,17,2021-10-30T00:28:46Z,740000,,,0,,H. Barnes Free Throw 1 of 2 (6 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
76,PT05M56.00S,2021-10-30T00:23:11.1Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,14,18,2021-10-30T00:28:46Z,760000,,,0,,H. Barnes Free Throw 2 of 2 (7 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
77,PT05M44.00S,2021-10-30T00:23:18.6Z,1,REGULAR,3pt,Jump Shot,[],1629638,76.39618922470433,12.5,1610612740,14,18,2021-10-30T00:44:36Z,770000,-188.0,169.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,25.27,Missed,,,,,,,,,,,,,,,
78,PT05M41.00S,2021-10-30T00:23:21.6Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,14,18,2021-10-30T00:44:36Z,780000,,,0,,D. Fox REBOUND (Off:0 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,77.0,3.0,3.0,0.0,,,,,,,,,,
79,PT05M28.00S,2021-10-30T00:23:29.5Z,1,REGULAR,2pt,Jump Shot,[],1628368,12.795663600525614,65.93137254901961,1610612758,14,20,2021-10-30T00:45:10Z,790000,-80.0,68.0,1,left,D. Fox 10' turnaround fadeaway Jump Shot (5 PTS),[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,,,,,10.46,Made,5.0,,,,,,,,,,,,,,
128,PT05M15.00S,2021-10-30T00:23:41.7Z,1,REGULAR,3pt,Jump Shot,[],1629638,70.3515111695138,28.67647058823529,1610612740,17,20,2021-10-30T00:31:23Z,800000,-107.0,226.0,1,right,N. Alexander-Walker 25' 3PT  (5 PTS) (J. Hart 1 AST),"[1629638, 1628404]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,25.01,Made,5.0,,,,,J. Hart,1628404.0,1.0,,,,,,,
225,PT05M01.00S,2021-10-30T00:23:55.0Z,1,REGULAR,3pt,Jump Shot,[],1628368,30.14126149802891,28.67647058823529,1610612758,17,20,2021-10-30T00:46:12Z,817500,107.0,231.0,1,left,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,25.42,Missed,,,,,,,,,,,,,,,
