actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
447,PT00M58.20S,2022-02-18T02:43:43.6Z,3,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,81,100,2022-02-18T02:43:43Z,4430000,,,0,,J. Hayes Free Throw 2 of 2 (18 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,Made,,,,,18.0,,,,,,,,
448,PT00M44.60S,2022-02-18T02:44:00.0Z,3,REGULAR,3pt,Jump Shot,[],1629029,65.1281208935611,58.333333333333336,1610612742,81,103,2022-02-18T02:44:25Z,4440000,42.0,275.0,1,right,L. Doncic 27' 3PT step back (43 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,,,,27.84,Made,,,,,43.0,,,,,,,,
449,PT00M31.50S,2022-02-18T02:44:18.0Z,3,REGULAR,turnover,bad pass,[],1629637,,,1610612740,81,103,2022-02-18T02:44:22Z,4450000,,,0,,J. Hayes bad pass TURNOVER (1 TO),"[1629637, 1627827]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,1.0,,,,,,,,,,Finney-Smith,1627827.0,,,,
450,PT00M31.50S,2022-02-18T02:44:18.0Z,3,REGULAR,steal,,[],1627827,,,1610612742,81,103,2022-02-18T02:44:19Z,4460000,,,0,,D. Finney-Smith STEAL (2 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT00M19.50S,2022-02-18T02:44:31.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629029,93.64323258869908,49.754901960784316,1610612742,81,105,2022-02-18T02:44:36Z,4470000,-1.0,7.0,1,right,L. Doncic driving DUNK (45 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,,,,,,,0.74,Made,,,,,45.0,,,,,,,,
453,PT00M00.00S,2022-02-18T02:44:56.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,5.863994743758213,52.94117647058824,1610612740,81,105,2022-02-18T02:45:47Z,4490000,-15.0,3.0,1,left,MISS J. Hayes reverse Layup,[1629637],1610612740.0,NOP,reverse,,,Hayes,J. Hayes,,,,,,,,,,,1.49,Missed,,,,,,,,,,,,,
454,PT00M00.00S,2022-02-18T02:44:56.4Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,81,105,2022-02-18T02:45:02Z,4500000,,,0,,L. Doncic REBOUND (Off:1 Def:10),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,453.0,11.0,10.0,1.0,,,,,,,,,
455,PT00M00.00S,2022-02-18T02:45:04.5Z,3,REGULAR,period,end,[],0,,,1610612742,81,105,2022-02-18T02:45:04Z,4510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2022-02-18T02:47:28.4Z,4,REGULAR,substitution,out,['startperiod'],1629637,,,1610612742,81,105,2022-02-18T02:47:40Z,4520000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2022-02-18T02:47:28.4Z,4,REGULAR,substitution,out,['startperiod'],1627742,,,1610612742,81,105,2022-02-18T02:47:40Z,4530000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2022-02-18T02:47:28.4Z,4,REGULAR,substitution,out,['startperiod'],202066,,,1610612742,81,105,2022-02-18T02:47:40Z,4540000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2022-02-18T02:47:28.4Z,4,REGULAR,substitution,out,['startperiod'],1627827,,,1610612742,81,105,2022-02-18T02:47:40Z,4550000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2022-02-18T02:47:28.4Z,4,REGULAR,substitution,out,['startperiod'],1628467,,,1610612742,81,105,2022-02-18T02:47:40Z,4560000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2022-02-18T02:47:28.4Z,4,REGULAR,substitution,out,['startperiod'],202722,,,1610612742,81,105,2022-02-18T02:47:40Z,4570000,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2022-02-18T02:47:28.4Z,4,REGULAR,substitution,in,['startperiod'],1630529,,,1610612742,81,105,2022-02-18T02:47:40Z,4580000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2022-02-18T02:47:28.4Z,4,REGULAR,substitution,in,['startperiod'],202685,,,1610612742,81,105,2022-02-18T02:47:40Z,4590000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2022-02-18T02:47:28.4Z,4,REGULAR,substitution,in,['startperiod'],203468,,,1610612742,81,105,2022-02-18T02:47:40Z,4600000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2022-02-18T02:47:28.4Z,4,REGULAR,substitution,in,['startperiod'],1628973,,,1610612742,81,105,2022-02-18T02:47:40Z,4610000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2022-02-18T02:47:28.4Z,4,REGULAR,substitution,in,['startperiod'],203939,,,1610612742,81,105,2022-02-18T02:47:40Z,4620000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2022-02-18T02:47:28.4Z,4,REGULAR,substitution,in,['startperiod'],1630182,,,1610612742,81,105,2022-02-18T02:47:40Z,4630000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2022-02-18T02:47:39.1Z,4,REGULAR,period,start,[],0,,,1610612740,81,105,2022-02-18T02:47:41Z,4640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT11M50.00S,2022-02-18T02:47:51.4Z,4,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,81,105,2022-02-18T02:48:14Z,4650000,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (1 TO),[203468],1610612740.0,NOP,bad pass,,,McCollum,C. McCollum,,,,,1193.0,,,,,1.0,,,,,,,,,,,,,,,
470,PT11M26.00S,2022-02-18T02:48:18.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629029,86.15308804204993,50.73529411764706,1610612742,81,105,2022-02-18T02:48:53Z,4660000,4.0,78.0,1,right,MISS L. Doncic 7' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,,,,,,7.78,Missed,,,,,,,,,,,,,
471,PT11M22.00S,2022-02-18T02:48:22.3Z,4,REGULAR,rebound,defensive,[],1628984,,,1610612740,81,105,2022-02-18T02:48:22Z,4670000,,,0,,D. Graham REBOUND (Off:0 Def:3),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,470.0,3.0,3.0,0.0,,,,,,,,,
472,PT11M20.00S,2022-02-18T02:48:26.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,6.1268068331143235,54.41176470588235,1610612740,83,105,2022-02-18T02:49:08Z,4680000,-22.0,5.0,1,left,D. Graham running Layup (9 PTS),[1628984],1610612740.0,NOP,running,,,Graham,D. Graham,,,,,,,,,,,2.27,Made,,,,,9.0,,,,,,,,
473,PT11M20.00S,2022-02-18T02:48:28.9Z,4,REGULAR,foul,personal,['1freethrow'],203915,,,1610612740,83,105,2022-02-18T02:48:37Z,4690000,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Graham 1 FT),"[203915, 1628984]",1610612742.0,DAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,1193.0,1.0,0.0,Graham,1628984.0,,,,,,,,,,,,,,,,
475,PT11M20.00S,2022-02-18T02:48:53.3Z,4,REGULAR,freethrow,1 of 1,[],1628984,,,1610612740,83,105,2022-02-18T02:49:01Z,4710000,,,0,,MISS D. Graham Free Throw 1 of 1,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,Missed,,,,,,,,,,,,,
476,PT11M17.00S,2022-02-18T02:48:56.3Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,83,105,2022-02-18T02:49:01Z,4720000,,,0,,L. Doncic REBOUND (Off:1 Def:11),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,475.0,12.0,11.0,1.0,,,,,,,,,
477,PT11M02.00S,2022-02-18T02:49:08.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,85.3646517739816,52.20588235294118,1610612742,83,107,2022-02-18T02:49:19Z,4730000,11.0,85.0,1,right,L. Doncic 8' turnaround Jump Shot (47 PTS),[1629029],1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,,,,,,,8.58,Made,,,,,47.0,,,,,,,,
478,PT10M52.00S,2022-02-18T02:49:18.9Z,4,REGULAR,3pt,Jump Shot,[],203468,29.25427069645204,72.54901960784314,1610612740,86,107,2022-02-18T02:49:52Z,4740000,-113.0,222.0,1,left,C. McCollum 24' 3PT pullup (23 PTS) (J. Valanciunas 4 AST),"[203468, 202685]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,,,,,,,24.94,Made,,,,,23.0,,,,,J. Valanciunas,202685.0,4.0,
480,PT10M32.00S,2022-02-18T02:49:38.8Z,4,REGULAR,3pt,Jump Shot,[],1629029,69.07030223390277,19.11764705882353,1610612742,86,107,2022-02-18T02:50:17Z,4760000,-154.0,238.0,1,right,MISS L. Doncic 28' turnaround 3PT,[1629029],1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,,,,,,,28.39,Missed,,,,,,,,,,,,,
481,PT10M29.00S,2022-02-18T02:49:41.8Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,86,107,2022-02-18T02:49:46Z,4770000,,,0,,J. Valanciunas REBOUND (Off:3 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,480.0,12.0,9.0,3.0,,,,,,,,,
482,PT10M22.00S,2022-02-18T02:49:49.6Z,4,REGULAR,3pt,Jump Shot,[],1628984,27.677398160315374,76.22549019607843,1610612740,86,107,2022-02-18T02:50:42Z,4780000,-131.0,208.0,1,left,MISS D. Graham 24' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,,,,,,,24.56,Missed,,,,,,,,,,,,,
483,PT10M17.00S,2022-02-18T02:49:54.6Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,86,107,2022-02-18T02:49:56Z,4790000,,,0,,L. Doncic REBOUND (Off:1 Def:12),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,482.0,13.0,12.0,1.0,,,,,,,,,
484,PT10M10.00S,2022-02-18T02:50:00.8Z,4,REGULAR,3pt,Jump Shot,[],1628973,93.77463863337714,4.411764705882353,1610612742,86,110,2022-02-18T02:50:07Z,4800000,-228.0,6.0,1,right,J. Brunson 3PT  (19 PTS) (J. Green 2 AST),"[1628973, 1630182]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,22.8,Made,,,,,19.0,,,,,J. Green,1630182.0,2.0,
486,PT09M59.00S,2022-02-18T02:50:22.1Z,4,REGULAR,foul,personal,[],203915,,,1610612740,86,110,2022-02-18T02:50:27Z,4820000,,,0,,S. Dinwiddie personal FOUL (2 PF),"[203915, 202685]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,2003.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,
488,PT09M59.00S,2022-02-18T02:50:27.5Z,4,REGULAR,substitution,out,[],1629029,,,1610612740,86,110,2022-02-18T02:50:35Z,4840000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT09M59.00S,2022-02-18T02:50:27.5Z,4,REGULAR,substitution,in,[],202722,,,1610612740,86,110,2022-02-18T02:50:35Z,4850000,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT09M53.00S,2022-02-18T02:50:43.0Z,4,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,86,110,2022-02-18T02:50:49Z,4860000,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (2 TO),[203468],1610612740.0,NOP,bad pass,,,McCollum,C. McCollum,,,,,1193.0,,,,,2.0,,,,,,,,,,,,,,,
491,PT09M46.00S,2022-02-18T02:51:01.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203939,89.04402102496715,50.73529411764706,1610612742,86,110,2022-02-18T02:51:38Z,4870000,4.0,50.0,1,right,MISS D. Powell cutting Layup,[203939],1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,,,,,,,5.06,Missed,,,,,,,,,,,,,
492,PT09M43.00S,2022-02-18T02:51:04.4Z,4,REGULAR,rebound,defensive,[],1628984,,,1610612740,86,110,2022-02-18T02:51:05Z,4880000,,,0,,D. Graham REBOUND (Off:0 Def:4),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,491.0,4.0,4.0,0.0,,,,,,,,,
493,PT09M33.00S,2022-02-18T02:51:13.9Z,4,REGULAR,3pt,Jump Shot,[],203468,22.421156373193167,88.97058823529412,1610612740,86,110,2022-02-18T02:51:19Z,4890000,-195.0,158.0,1,left,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,25.11,Missed,,,,,,,,,,,,,
494,PT09M30.00S,2022-02-18T02:51:16.9Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,86,110,2022-02-18T02:51:19Z,4900000,,,0,,J. Valanciunas REBOUND (Off:4 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,493.0,13.0,9.0,4.0,,,,,,,,,
495,PT09M28.00S,2022-02-18T02:51:21.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,86,110,2022-02-18T02:51:21Z,4910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT09M21.00S,2022-02-18T02:51:49.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630529,10.988830486202366,53.431372549019606,1610612740,88,110,2022-02-18T02:51:55Z,4920000,-17.0,51.0,1,left,H. Jones Layup (2 PTS) (C. McCollum 4 AST),"[1630529, 203468]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,5.36,Made,,,,,2.0,,,,,C. McCollum,203468.0,4.0,
498,PT09M21.00S,2022-02-18T02:51:52.8Z,4,REGULAR,foul,personal,['1freethrow'],202722,,,1610612740,88,110,2022-02-18T02:52:03Z,4940000,,,0,,D. Bertans shooting personal FOUL (2 PF) (Jones 1 FT),"[202722, 1630529]",1610612742.0,DAL,shooting,,,Bertans,D. Bertans,,,,,1193.0,2.0,0.0,Jones,1630529.0,,,,,,,,,,,,,,,,
500,PT09M21.00S,2022-02-18T02:52:12.7Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630529,,,1610612740,89,110,2022-02-18T02:52:12Z,4960000,,,0,,H. Jones Free Throw 1 of 1 (3 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
501,PT08M58.00S,2022-02-18T02:52:37.4Z,4,REGULAR,3pt,Jump Shot,[],202722,78.40013140604468,7.352941176470589,1610612742,89,110,2022-02-18T02:53:16Z,4970000,-213.0,151.0,1,right,MISS D. Bertans 26' step back 3PT,[202722],1610612742.0,DAL,step back,,,Bertans,D. Bertans,,,,,,,,,,,26.1,Missed,,,,,,,,,,,,,
502,PT08M52.00S,2022-02-18T02:52:43.4Z,4,REGULAR,rebound,offensive,[],203939,,,1610612742,89,110,2022-02-18T02:58:46Z,4980000,,,0,,D. Powell REBOUND (Off:3 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,501.0,5.0,2.0,3.0,,,,,,,,,
503,PT08M46.00S,2022-02-18T02:52:47.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628973,90.22667542706965,37.99019607843137,1610612742,89,112,2022-02-18T02:52:52Z,4990000,-60.0,39.0,1,right,J. Brunson 7' Layup (21 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,7.18,Made,,,,,21.0,,,,,,,,
504,PT08M36.00S,2022-02-18T02:53:04.7Z,4,REGULAR,foul,personal,[],1630182,,,1610612740,89,112,2022-02-18T02:53:18Z,5000000,,,0,,J. Green personal FOUL (1 PF),"[1630182, 203468]",1610612742.0,DAL,,,,Green,J. Green,,,,,2003.0,1.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,,
506,PT08M30.00S,2022-02-18T02:53:30.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630182,,,1610612740,89,112,2022-02-18T02:53:37Z,5020000,,,0,,J. Green shooting personal FOUL (2 PF) (McCollum 2 FT),"[1630182, 203468]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,1627534.0,2.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,,
508,PT08M30.00S,2022-02-18T02:53:55.2Z,4,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,90,112,2022-02-18T02:53:55Z,5040000,,,0,,C. McCollum Free Throw 1 of 2 (24 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,,,,,24.0,,,,,,,,
509,PT08M30.00S,2022-02-18T02:54:11.6Z,4,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,91,112,2022-02-18T02:54:11Z,5050000,,,0,,C. McCollum Free Throw 2 of 2 (25 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,,,,,25.0,,,,,,,,
510,PT08M12.00S,2022-02-18T02:54:34.9Z,4,REGULAR,turnover,lost ball,[],1628973,,,1610612742,91,112,2022-02-18T02:54:38Z,5060000,,,0,,J. Brunson lost ball TURNOVER (2 TO),"[1628973, 203503]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,2.0,,,,,,,,,,Snell,203503.0,,,,
511,PT08M12.00S,2022-02-18T02:54:34.9Z,4,REGULAR,steal,,[],203503,,,1610612740,91,112,2022-02-18T02:54:37Z,5070000,,,0,,T. Snell STEAL (1 STL),[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT08M03.00S,2022-02-18T02:54:44.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203468,14.273981603153747,19.11764705882353,1610612740,91,112,2022-02-18T02:54:50Z,5080000,154.0,82.0,1,left,MISS C. McCollum 17' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,,,,,,,17.47,Missed,,,,,,,,,,,,,
513,PT07M59.00S,2022-02-18T02:54:47.3Z,4,REGULAR,rebound,offensive,[],1628984,,,1610612740,91,112,2022-02-18T02:54:47Z,5090000,,,0,,D. Graham REBOUND (Off:1 Def:4),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,512.0,5.0,4.0,1.0,,,,,,,,,
514,PT07M50.00S,2022-02-18T02:54:57.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628984,20.844283837056505,92.40196078431373,1610612740,94,112,2022-02-18T02:55:34Z,5100000,-212.0,143.0,1,left,D. Graham 25' 3PT  (12 PTS) (C. McCollum 5 AST),"[1628984, 203468]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,25.59,Made,,,,,12.0,,,,,C. McCollum,203468.0,5.0,
516,PT07M34.00S,2022-02-18T02:55:12.5Z,4,REGULAR,3pt,Jump Shot,[],203915,71.56701708278581,80.3921568627451,1610612742,94,115,2022-02-18T02:55:18Z,5120000,152.0,215.0,1,right,S. Dinwiddie 26' 3PT  (8 PTS) (J. Brunson 6 AST),"[203915, 1628973]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,26.31,Made,,,,,8.0,,,,,J. Brunson,1628973.0,6.0,
518,PT07M18.00S,2022-02-18T02:55:28.0Z,4,REGULAR,3pt,Jump Shot,[],203503,8.623521681997373,4.411764705882353,1610612740,97,115,2022-02-18T02:55:34Z,5140000,228.0,29.0,1,left,T. Snell 3PT  (11 PTS) (H. Jones 3 AST),"[203503, 1630529]",1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,22.97,Made,,,,,11.0,,,,,H. Jones,1630529.0,3.0,
520,PT06M57.00S,2022-02-18T02:55:49.3Z,4,REGULAR,2pt,Jump Shot,[],1628973,87.99277266754271,69.11764705882352,1610612742,97,115,2022-02-18T02:56:12Z,5160000,96.0,60.0,1,right,MISS J. Brunson 11' pullup bank Shot,[1628973],1610612742.0,DAL,pullup bank,,,Brunson,J. Brunson,,,,,,,,,,,11.31,Missed,,,,,,,,,,,,,
521,PT06M54.00S,2022-02-18T02:55:52.3Z,4,REGULAR,rebound,defensive,[],1630529,,,1610612740,97,115,2022-02-18T02:55:57Z,5170000,,,0,,H. Jones REBOUND (Off:3 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,520.0,4.0,1.0,3.0,,,,,,,,,
522,PT06M38.00S,2022-02-18T02:56:09.1Z,4,REGULAR,3pt,Jump Shot,[],203468,20.844283837056505,8.57843137254902,1610612740,100,115,2022-02-18T02:56:15Z,5180000,207.0,143.0,1,left,C. McCollum 25' 3PT  (28 PTS) (T. Snell 1 AST),"[203468, 203503]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,25.19,Made,,,,,28.0,,,,,T. Snell,203503.0,1.0,
524,PT06M35.00S,2022-02-18T02:56:18.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,100,115,2022-02-18T02:56:18Z,5200000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT06M35.00S,2022-02-18T02:58:38.3Z,4,REGULAR,substitution,out,[],203939,,,1610612742,100,115,2022-02-18T02:58:53Z,5210000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT06M35.00S,2022-02-18T02:58:38.3Z,4,REGULAR,substitution,out,[],1630182,,,1610612742,100,115,2022-02-18T02:58:53Z,5220000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT06M35.00S,2022-02-18T02:58:38.3Z,4,REGULAR,substitution,out,[],203915,,,1610612742,100,115,2022-02-18T02:58:53Z,5230000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT06M35.00S,2022-02-18T02:58:38.3Z,4,REGULAR,substitution,in,[],1629029,,,1610612742,100,115,2022-02-18T02:58:53Z,5240000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT06M35.00S,2022-02-18T02:58:38.3Z,4,REGULAR,substitution,in,[],1627827,,,1610612742,100,115,2022-02-18T02:58:53Z,5250000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT06M35.00S,2022-02-18T02:58:38.3Z,4,REGULAR,substitution,in,[],1628467,,,1610612742,100,115,2022-02-18T02:58:53Z,5260000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT06M18.00S,2022-02-18T02:59:22.0Z,4,REGULAR,3pt,Jump Shot,[],202722,94.03745072273325,95.83333333333334,1610612742,100,115,2022-02-18T02:59:26Z,5270000,229.0,4.0,1,right,MISS D. Bertans 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,22.92,Missed,,,,,,,,,,,,,
532,PT06M15.00S,2022-02-18T02:59:25.0Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,100,115,2022-02-18T02:59:26Z,5280000,,,0,,J. Valanciunas REBOUND (Off:4 Def:10),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,531.0,14.0,10.0,4.0,,,,,,,,,
533,PT06M10.00S,2022-02-18T02:59:32.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,19.267411300919843,36.76470588235294,1610612740,102,115,2022-02-18T03:00:00Z,5290000,66.0,129.0,1,left,C. McCollum 14' driving floating Jump Shot (30 PTS),[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,,,,,,,14.46,Made,,,,,30.0,,,,,,,,
534,PT06M10.00S,2022-02-18T02:59:35.4Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628973,,,1610612740,102,115,2022-02-18T03:00:04Z,5300000,,,0,,J. Brunson shooting personal FOUL (3 PF) (McCollum 1 FT),"[1628973, 203468]",1610612742.0,DAL,shooting,,,Brunson,J. Brunson,,,,,1627534.0,3.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,,
536,PT06M10.00S,2022-02-18T02:59:52.0Z,4,REGULAR,substitution,out,[],1628984,,,1610612740,102,115,2022-02-18T02:59:57Z,5320000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
