actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
542,PT07M43.00S,2022-02-15T02:57:59.3Z,4,REGULAR,rebound,defensive,[],1629109,,,1610612740,102,76,2022-02-15T02:58:01Z,5330000,,,0,,G. Clark REBOUND (Off:0 Def:3),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,541.0,3.0,3.0,0.0,,,,,,,,,,,,,,
543,PT07M37.00S,2022-02-15T02:58:03.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202685,11.777266754270697,49.01960784313725,1610612740,104,76,2022-02-15T02:58:11Z,5340000,5.0,58.0,1,left,J. Valanciunas finger roll Layup (18 PTS) (H. Jones 5 AST),"[202685, 1630529]",1610612740.0,NOP,finger roll,,,Valanciunas,J. Valanciunas,,,,,5.84,Made,,,,,18.0,,,H. Jones,1630529.0,5.0,,,,,,,,
545,PT07M29.00S,2022-02-15T02:58:12.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630625,87.20433639947439,59.068627450980394,1610612761,104,76,2022-02-15T03:06:09Z,5360000,45.0,68.0,1,right,MISS D. Banton 8' driving floating Shot,[1630625],1610612761.0,TOR,driving floating,,,Banton,D. Banton,,,,,8.15,Missed,,,,,,,,,,,,,,,,,,
546,PT07M29.00S,2022-02-15T02:58:12.6Z,4,REGULAR,rebound,offensive,[],1628449,,,1610612761,104,76,2022-02-15T02:58:26Z,5370000,,,0,,C. Boucher REBOUND (Off:3 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,545.0,6.0,3.0,3.0,,,,,,,,,,,,,,
547,PT07M29.00S,2022-02-15T02:58:22.0Z,4,REGULAR,foul,personal,['2freethrow'],1629109,,,1610612761,104,76,2022-02-15T02:58:32Z,5380000,,,0,,G. Clark shooting personal FOUL (1 PF) (Boucher 2 FT),"[1629109, 1628449]",1610612740.0,NOP,shooting,,,Clark,G. Clark,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Boucher,1628449.0,,,
549,PT07M29.00S,2022-02-15T02:58:36.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628449,,,1610612761,104,77,2022-02-15T02:58:36Z,5400000,,,0,,C. Boucher Free Throw 1 of 2 (14 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
550,PT07M29.00S,2022-02-15T02:58:43.2Z,4,REGULAR,substitution,out,[],1627783,,,1610612761,104,77,2022-02-15T02:58:48Z,5410000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
551,PT07M29.00S,2022-02-15T02:58:43.2Z,4,REGULAR,substitution,in,[],1630567,,,1610612761,104,77,2022-02-15T02:58:48Z,5420000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
552,PT07M29.00S,2022-02-15T02:59:05.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628449,,,1610612761,104,78,2022-02-15T02:59:05Z,5430000,,,0,,C. Boucher Free Throw 2 of 2 (15 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
553,PT07M17.00S,2022-02-15T02:59:22.9Z,4,REGULAR,3pt,Jump Shot,[],1629109,10.85742444152431,96.07843137254902,1610612740,107,78,2022-02-15T02:59:31Z,5440000,-230.0,50.0,1,left,G. Clark 3PT  (6 PTS) (G. Temple 1 AST),"[1629109, 202066]",1610612740.0,NOP,,,,Clark,G. Clark,,,,,23.57,Made,,,,,6.0,,,G. Temple,202066.0,1.0,,,,,,,,
555,PT06M58.00S,2022-02-15T02:59:41.1Z,4,REGULAR,3pt,Jump Shot,[],1630567,67.23061760840999,34.31372549019608,1610612761,107,78,2022-02-15T02:59:48Z,5460000,-78.0,256.0,1,right,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,
556,PT06M56.00S,2022-02-15T02:59:43.1Z,4,REGULAR,rebound,offensive,[],201152,,,1610612761,107,78,2022-02-15T02:59:48Z,5470000,,,0,,T. Young REBOUND (Off:3 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,555.0,4.0,1.0,3.0,,,,,,,,,,,,,,
557,PT06M54.00S,2022-02-15T02:59:46.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630625,92.85479632063075,72.79411764705883,1610612761,107,78,2022-02-15T02:59:52Z,5480000,114.0,15.0,1,right,MISS D. Banton 11' Jump Shot,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,11.49,Missed,,,,,,,,,,,,,,,,,,
558,PT06M54.00S,2022-02-15T02:59:46.1Z,4,REGULAR,rebound,defensive,[],203468,,,1610612740,107,78,2022-02-15T02:59:52Z,5490000,,,0,,C. McCollum REBOUND (Off:0 Def:4),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,557.0,4.0,4.0,0.0,,,,,,,,,,,,,,
559,PT06M42.00S,2022-02-15T02:59:57.1Z,4,REGULAR,3pt,Jump Shot,[],203468,25.04927726675427,88.72549019607843,1610612740,110,78,2022-02-15T03:00:08Z,5500000,-194.0,183.0,1,left,C. McCollum 26' 3PT  (23 PTS) (G. Temple 2 AST),"[203468, 202066]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,26.64,Made,,,,,23.0,,,G. Temple,202066.0,2.0,,,,,,,,
561,PT06M29.00S,2022-02-15T03:00:09.7Z,4,REGULAR,2pt,Jump Shot,[],1630201,79.45137976346912,22.30392156862745,1610612761,110,78,2022-02-15T03:09:21Z,5520000,-138.0,141.0,1,right,MISS M. Flynn 19' step back Shot,[1630201],1610612761.0,TOR,step back,,,Flynn,M. Flynn,,,,,19.74,Missed,,,,,,,,,,,,,,,,,,
562,PT06M27.00S,2022-02-15T03:00:11.7Z,4,REGULAR,rebound,defensive,[],202066,,,1610612740,110,78,2022-02-15T03:00:19Z,5530000,,,0,,G. Temple REBOUND (Off:0 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,561.0,2.0,2.0,0.0,,,,,,,,,,,,,,
563,PT06M15.00S,2022-02-15T03:00:27.0Z,4,REGULAR,turnover,out-of-bounds,[],202685,,,1610612740,110,78,2022-02-15T03:00:34Z,5540000,,,0,,J. Valanciunas bad pass out-of-bounds TURNOVER (3 TO),[202685],1610612740.0,NOP,bad pass,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,1628951.0,,,,,3.0,,
564,PT06M15.00S,2022-02-15T03:00:36.9Z,4,REGULAR,substitution,out,[],1628449,,,1610612761,110,78,2022-02-15T03:00:42Z,5550000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M15.00S,2022-02-15T03:00:36.9Z,4,REGULAR,substitution,in,[],1630173,,,1610612761,110,78,2022-02-15T03:00:42Z,5560000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M08.00S,2022-02-15T03:01:00.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630567,84.97043363994744,59.068627450980394,1610612761,110,78,2022-02-15T03:01:06Z,5570000,45.0,89.0,1,right,MISS S. Barnes 9' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,9.97,Missed,,,,,,,,,,,,,,,,,,
567,PT06M04.00S,2022-02-15T03:01:04.3Z,4,REGULAR,rebound,defensive,[],1629109,,,1610612740,110,78,2022-02-15T03:01:06Z,5580000,,,0,,G. Clark REBOUND (Off:0 Def:4),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,566.0,4.0,4.0,0.0,,,,,,,,,,,,,,
569,PT06M02.00S,2022-02-15T03:01:09.3Z,4,REGULAR,violation,kicked ball,[],1630173,,,1610612740,110,78,2022-02-15T03:11:36Z,5600000,,,0,,P. Achiuwa kicked ball VIOLATION,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,2002.0,,,,,,,
570,PT06M02.00S,2022-02-15T03:01:24.3Z,4,REGULAR,substitution,out,[],203468,,,1610612740,110,78,2022-02-15T03:01:29Z,5610000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
571,PT06M02.00S,2022-02-15T03:01:24.3Z,4,REGULAR,substitution,out,[],202685,,,1610612740,110,78,2022-02-15T03:01:29Z,5620000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
572,PT06M02.00S,2022-02-15T03:01:24.3Z,4,REGULAR,substitution,in,[],1626195,,,1610612740,110,78,2022-02-15T03:01:29Z,5630000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
573,PT06M02.00S,2022-02-15T03:01:24.3Z,4,REGULAR,substitution,in,[],1630631,,,1610612740,110,78,2022-02-15T03:01:29Z,5640000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
574,PT05M56.00S,2022-02-15T03:01:40.0Z,4,REGULAR,3pt,Jump Shot,[],1630529,25.57490144546649,85.5392156862745,1610612740,110,78,2022-02-15T03:01:52Z,5650000,-178.0,188.0,1,left,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,
575,PT05M50.00S,2022-02-15T03:01:46.0Z,4,REGULAR,rebound,offensive,[],1626195,,,1610612740,110,78,2022-02-15T03:01:52Z,5660000,,,0,,W. Hernangomez REBOUND (Off:1 Def:0),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,574.0,1.0,0.0,1.0,,,,,,,,,,,,,,
576,PT05M50.00S,2022-02-15T03:01:46.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,5.590000152587891,50.0,1610612740,112,78,2022-02-15T03:01:46Z,5670000,0.0,0.0,1,left,W. Hernangomez tip Layup (2 PTS),[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
577,PT05M41.00S,2022-02-15T03:01:55.0Z,4,REGULAR,3pt,Jump Shot,[],1630201,73.14388961892247,84.80392156862744,1610612761,112,78,2022-02-15T03:02:02Z,5680000,174.0,200.0,1,right,MISS M. Flynn 26' 3PT,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,
578,PT05M38.00S,2022-02-15T03:01:58.0Z,4,REGULAR,rebound,offensive,[],1630625,,,1610612761,112,78,2022-02-15T03:02:02Z,5690000,,,0,,D. Banton REBOUND (Off:1 Def:0),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,577.0,1.0,0.0,1.0,,,,,,,,,,,,,,
579,PT05M37.00S,2022-02-15T03:01:59.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630625,92.46057818659659,49.754901960784316,1610612761,112,80,2022-02-15T03:02:09Z,5700000,-1.0,18.0,1,right,D. Banton putback Layup (2 PTS),[1630625],1610612761.0,TOR,putback,,,Banton,D. Banton,,,,,1.84,Made,,,,,2.0,,,,,,,,,,,,,
580,PT05M21.00S,2022-02-15T03:02:14.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,7.30946123521682,50.49019607843137,1610612740,112,80,2022-02-15T03:02:19Z,5710000,-2.0,16.0,1,left,MISS W. Hernangomez Layup,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,1.64,Missed,,,,,,,,,,,,,,,,,,
581,PT05M19.00S,2022-02-15T03:02:16.4Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,112,80,2022-02-15T03:02:19Z,5720000,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,580.0,3.0,3.0,0.0,,,,,,,,,,,,,,
582,PT05M13.00S,2022-02-15T03:02:24.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630631,,,1610612761,112,80,2022-02-15T03:02:39Z,5730000,,,0,,J. Alvarado shooting personal FOUL (2 PF) (Achiuwa 2 FT),"[1630631, 1630173]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Achiuwa,1630173.0,,,
584,PT05M13.00S,2022-02-15T03:02:49.8Z,4,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,112,81,2022-02-15T03:12:58Z,5750000,,,0,,P. Achiuwa Free Throw 1 of 2 (4 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
589,PT05M13.00S,2022-02-15T03:02:49.8Z,4,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,112,82,2022-02-15T03:12:58Z,5755000,,,0,,P. Achiuwa Free Throw 2 of 2 (5 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
585,PT05M13.00S,2022-02-15T03:02:50.5Z,4,REGULAR,substitution,out,[],1630529,,,1610612740,112,82,2022-02-15T03:12:58Z,5760000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
586,PT05M13.00S,2022-02-15T03:02:50.5Z,4,REGULAR,substitution,out,[],201152,,,1610612740,112,82,2022-02-15T03:12:58Z,5770000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
587,PT05M13.00S,2022-02-15T03:02:50.5Z,4,REGULAR,substitution,in,[],1630230,,,1610612740,112,82,2022-02-15T03:12:58Z,5780000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
588,PT05M13.00S,2022-02-15T03:02:50.5Z,4,REGULAR,substitution,in,[],1629139,,,1610612740,112,82,2022-02-15T03:12:58Z,5790000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,
590,PT05M11.00S,2022-02-15T03:03:20.4Z,4,REGULAR,turnover,bad pass,[],1630631,,,1610612740,112,82,2022-02-15T03:10:06Z,5795000,,,0,,J. Alvarado bad pass TURNOVER (3 TO),"[1630631, 1630201]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,3.0,Flynn,1630201.0
591,PT05M11.00S,2022-02-15T03:03:20.4Z,4,REGULAR,steal,,[],1630201,,,1610612761,112,82,2022-02-15T03:03:24Z,5797500,,,0,,M. Flynn STEAL (1 STL),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,
592,PT05M10.00S,2022-02-15T03:03:29.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630567,91.40932982917214,48.28431372549019,1610612761,112,84,2022-02-15T03:07:46Z,5830000,-9.0,28.0,1,right,S. Barnes Layup (5 PTS) (M. Flynn 1 AST),"[1630567, 1630201]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,2.96,Made,,,,,5.0,,,M. Flynn,1630201.0,1.0,,,,,,,,
593,PT04M51.00S,2022-02-15T03:03:39.3Z,4,REGULAR,3pt,Jump Shot,[],1630230,13.87976346911958,4.166666666666666,1610612740,115,84,2022-02-15T03:04:03Z,5840000,229.0,78.0,1,left,N. Marshall 24' 3PT  (3 PTS) (J. Alvarado 3 AST),"[1630230, 1630631]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,24.21,Made,,,,,3.0,,,J. Alvarado,1630631.0,3.0,,,,,,,,
595,PT04M39.00S,2022-02-15T03:03:53.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626195,,,1610612761,115,84,2022-02-15T03:04:12Z,5860000,,,0,,W. Hernangomez shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1626195, 1630173]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Achiuwa,1630173.0,,,
597,PT04M39.00S,2022-02-15T03:04:17.7Z,4,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,115,85,2022-02-15T03:04:17Z,5880000,,,0,,P. Achiuwa Free Throw 1 of 2 (6 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
598,PT04M39.00S,2022-02-15T03:04:19.6Z,4,REGULAR,substitution,out,[],202066,,,1610612761,115,85,2022-02-15T03:04:24Z,5890000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
599,PT04M39.00S,2022-02-15T03:04:19.6Z,4,REGULAR,substitution,out,[],1630567,,,1610612761,115,85,2022-02-15T03:04:24Z,5900000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
600,PT04M39.00S,2022-02-15T03:04:19.6Z,4,REGULAR,substitution,in,[],1630530,,,1610612761,115,85,2022-02-15T03:04:24Z,5910000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
601,PT04M39.00S,2022-02-15T03:04:19.6Z,4,REGULAR,substitution,in,[],1629004,,,1610612761,115,85,2022-02-15T03:04:24Z,5920000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,
602,PT04M39.00S,2022-02-15T03:04:38.2Z,4,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,115,85,2022-02-15T03:04:38Z,5930000,,,0,,MISS P. Achiuwa Free Throw 2 of 2,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Missed,,,,,,,,,,,,,,,,,,
603,PT04M36.00S,2022-02-15T03:04:40.2Z,4,REGULAR,rebound,defensive,[],1629109,,,1610612740,115,85,2022-02-15T03:04:40Z,5940000,,,0,,G. Clark REBOUND (Off:0 Def:5),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,602.0,5.0,5.0,0.0,,,,,,,,,,,,,,
604,PT04M20.00S,2022-02-15T03:04:55.8Z,4,REGULAR,3pt,Jump Shot,[],1630230,32.802233902759525,57.84313725490197,1610612740,118,85,2022-02-15T03:05:09Z,5950000,-39.0,256.0,1,left,N. Marshall 25' 3PT  (6 PTS) (G. Clark 2 AST),"[1630230, 1629109]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,25.88,Made,,,,,6.0,,,G. Clark,1629109.0,2.0,,,,,,,,
606,PT03M55.00S,2022-02-15T03:05:19.8Z,4,REGULAR,2pt,Jump Shot,[],1629139,91.40932982917214,88.97058823529412,1610612761,118,85,2022-02-15T03:05:25Z,5970000,195.0,28.0,1,right,MISS Y. Watanabe 19' pullup Shot,[1629139],1610612761.0,TOR,pullup,,,Watanabe,Y. Watanabe,,,,,19.69,Missed,,,,,,,,,,,,,,,,,,
607,PT03M55.00S,2022-02-15T03:05:19.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,118,85,2022-02-15T03:05:25Z,5980000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,606.0,,,,,,,,,,,,,,,,,
608,PT03M55.00S,2022-02-15T03:05:24.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,118,85,2022-02-15T03:05:24Z,5990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M47.00S,2022-02-15T03:05:42.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,91.93495400788436,60.78431372549019,1610612761,118,85,2022-02-15T03:05:48Z,6000000,54.0,23.0,1,right,MISS P. Achiuwa Layup - blocked,"[1630173, 1626195]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,5.87,Missed,,,,,,Hernangomez,1626195.0,,,,,,,,,,,
610,PT03M47.00S,2022-02-15T03:05:42.9Z,4,REGULAR,block,,[],1626195,,,1610612761,118,85,2022-02-15T03:05:45Z,6010000,,,0,,W. Hernangomez BLOCK (1 BLK),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
611,PT03M47.00S,2022-02-15T03:05:42.9Z,4,REGULAR,rebound,defensive,[],1626195,,,1610612740,118,85,2022-02-15T03:05:48Z,6020000,,,0,,W. Hernangomez REBOUND (Off:1 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,609.0,2.0,1.0,1.0,,,,,,,,,,,,,,
612,PT03M37.00S,2022-02-15T03:05:53.4Z,4,REGULAR,3pt,Jump Shot,[],1630230,30.962549277266753,34.55882352941176,1610612740,118,85,2022-02-15T03:06:09Z,6030000,77.0,239.0,1,left,MISS N. Marshall 25' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,
613,PT03M33.00S,2022-02-15T03:05:57.4Z,4,REGULAR,rebound,defensive,[],1629004,,,1610612761,118,85,2022-02-15T03:06:09Z,6040000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,612.0,1.0,1.0,0.0,,,,,,,,,,,,,,
614,PT03M20.00S,2022-02-15T03:06:09.0Z,4,REGULAR,3pt,Jump Shot,[],1630201,74.32654402102497,85.29411764705883,1610612761,118,85,2022-02-15T03:17:52Z,6050000,176.0,189.0,1,right,MISS M. Flynn 25' step back 3PT,[1630201],1610612761.0,TOR,step back,,,Flynn,M. Flynn,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,
615,PT03M17.00S,2022-02-15T03:06:12.0Z,4,REGULAR,rebound,defensive,[],1626195,,,1610612740,118,85,2022-02-15T03:06:17Z,6060000,,,0,,W. Hernangomez REBOUND (Off:1 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,614.0,3.0,2.0,1.0,,,,,,,,,,,,,,
616,PT03M13.00S,2022-02-15T03:06:20.3Z,4,REGULAR,foul,personal,[],1629139,,,1610612740,118,85,2022-02-15T03:06:28Z,6070000,,,0,,Y. Watanabe personal FOUL (1 PF),"[1629139, 1630230]",1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Marshall,1630230.0,,,
618,PT02M59.00S,2022-02-15T03:06:47.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,6.915243101182654,56.372549019607845,1610612740,118,85,2022-02-15T03:07:08Z,6090000,-32.0,13.0,1,left,MISS W. Hernangomez Layup,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,3.43,Missed,,,,,,,,,,,,,,,,,,
619,PT02M57.00S,2022-02-15T03:06:49.5Z,4,REGULAR,rebound,defensive,[],1629139,,,1610612761,118,85,2022-02-15T03:07:08Z,6100000,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,618.0,1.0,1.0,0.0,,,,,,,,,,,,,,
620,PT02M53.00S,2022-02-15T03:06:55.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612761,118,85,2022-02-15T03:07:34Z,6110000,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Watanabe 2 FT),"[1630530, 1629139]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Watanabe,1629139.0,,,
622,PT02M53.00S,2022-02-15T03:07:10.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,118,85,2022-02-15T03:07:10Z,6130000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M53.00S,2022-02-15T03:09:55.9Z,4,REGULAR,freethrow,1 of 2,[],1629139,,,1610612761,118,86,2022-02-15T03:09:55Z,6140000,,,0,,Y. Watanabe Free Throw 1 of 2 (1 PTS),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
625,PT02M53.00S,2022-02-15T03:10:08.5Z,4,REGULAR,freethrow,2 of 2,[],1629139,,,1610612761,118,87,2022-02-15T03:10:08Z,6150000,,,0,,Y. Watanabe Free Throw 2 of 2 (2 PTS),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
626,PT02M30.00S,2022-02-15T03:10:34.4Z,4,REGULAR,turnover,bad pass,[],1630230,,,1610612740,118,87,2022-02-15T03:10:39Z,6160000,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 1630625]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,1.0,Banton,1630625.0
627,PT02M30.00S,2022-02-15T03:10:34.4Z,4,REGULAR,steal,,[],1630625,,,1610612761,118,87,2022-02-15T03:10:36Z,6170000,,,0,,D. Banton STEAL (1 STL),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,
628,PT02M27.00S,2022-02-15T03:10:38.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629004,71.82982917214193,16.666666666666664,1610612761,118,87,2022-02-15T03:20:05Z,6180000,-167.0,212.0,1,right,MISS S. Mykhailiuk 26' running pullup 3PT,[1629004],1610612761.0,TOR,running pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,
