actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT11M03.00S,2026-01-08T02:45:07.6Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,1,0,2026-01-08T02:45:11Z,160000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,,,,,,,,,15.0,2.0,1.0,1.0,,,,,,,,
17,PT10M53.00S,2026-01-08T02:45:17.4Z,1,REGULAR,3pt,Jump Shot,[],1630577,70.25295663600527,71.81372549019608,1610612759,1,0,2026-01-08T02:45:25Z,170000,False,109.0,227.0,1,right,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,,,,,25.19,,,,,,,
18,PT10M50.00S,2026-01-08T02:45:20.4Z,1,REGULAR,rebound,defensive,[],203935,,,1610612747,1,0,2026-01-08T02:45:25Z,180000,False,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,
19,PT10M49.00S,2026-01-08T02:45:23.4Z,1,REGULAR,turnover,out-of-bounds,[],203935,,,1610612747,1,0,2026-01-08T02:45:32Z,190000,False,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612747.0,LAL,bad pass,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,203592.0,1.0,,,,,,,,,,,,,,,,,,
20,PT10M43.00S,2026-01-08T02:45:34.0Z,1,REGULAR,turnover,out-of-bounds,[],1642264,,,1610612759,1,0,2026-01-08T02:45:42Z,200000,False,,,0,,S. Castle bad pass out-of-bounds TURNOVER (1 TO),[1642264],1610612759.0,SAS,bad pass,,,Castle,S. Castle,,,,,Mid-Range,8-16 Left,1628484.0,1.0,,,,,,,,,,,,,,,,,,
21,PT10M29.00S,2026-01-08T02:45:54.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629029,19.267411300919843,35.049019607843135,1610612747,1,2,2026-01-08T02:48:13Z,210000,False,75.0,129.0,1,left,L. Dončić 14' driving floating Jump Shot (2 PTS),[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Made,2.0,,,,,14.88,,,,,,,
22,PT10M26.00S,2026-01-08T02:46:04.3Z,1,REGULAR,foul,personal,[],1629029,,,1610612759,1,2,2026-01-08T02:46:12Z,220000,False,,,0,,L. Dončić personal FOUL (1 PF),"[1629029, 1628368]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,2530.0,,1.0,0.0,Fox,1628368.0,,,,,,,,,,,,,,
24,PT10M09.00S,2026-01-08T02:46:28.4Z,1,REGULAR,turnover,bad pass,[],1630577,,,1610612759,1,2,2026-01-08T02:46:34Z,240000,False,,,0,,J. Champagnie bad pass TURNOVER (1 TO),"[1630577, 1629029]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,,Dončić,1629029.0,,,,,
25,PT10M09.00S,2026-01-08T02:46:28.4Z,1,REGULAR,steal,,[],1629029,,,1610612747,1,2,2026-01-08T02:46:30Z,250000,False,,,0,,L. Dončić STEAL (1 STL),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
26,PT10M00.00S,2026-01-08T02:46:42.7Z,1,REGULAR,foul,personal,['2freethrow'],1630577,,,1610612747,1,2,2026-01-08T02:46:53Z,260000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Dončić 2 FT),"[1630577, 1629029]",1610612759.0,SAS,shooting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,203592.0,,1.0,0.0,Dončić,1629029.0,,,,,,,,,,,,,,
28,PT10M00.00S,2026-01-08T02:47:07.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629029,,,1610612747,1,2,2026-01-08T02:47:07Z,280000,False,,,0,,MISS L. Dončić Free Throw 1 of 2,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
29,PT10M00.00S,2026-01-08T02:47:07.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,1,2,2026-01-08T02:47:07Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,
30,PT10M00.00S,2026-01-08T02:47:24.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629029,,,1610612747,1,3,2026-01-08T02:47:24Z,300000,False,,,0,,L. Dončić Free Throw 2 of 2 (3 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
31,PT09M38.00S,2026-01-08T02:47:52.4Z,1,REGULAR,foul,personal,['3freethrow'],1629020,,,1610612759,1,3,2026-01-08T02:48:14Z,310000,False,,,0,,J. Vanderbilt shooting personal FOUL (2 PF) (Champagnie 3 FT),"[1629020, 1630577]",1610612747.0,LAL,shooting,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,2530.0,,2.0,0.0,Champagnie,1630577.0,,,,,,,,,,,,,,
33,PT09M38.00S,2026-01-08T02:48:16.7Z,1,REGULAR,freethrow,1 of 3,[],1630577,,,1610612759,2,3,2026-01-08T02:48:54Z,330000,False,,,0,,J. Champagnie Free Throw 1 of 3 (1 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
34,PT09M38.00S,2026-01-08T02:48:16.7Z,1,REGULAR,freethrow,2 of 3,[],1630577,,,1610612759,3,3,2026-01-08T02:48:54Z,340000,False,,,0,,J. Champagnie Free Throw 2 of 3 (2 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
35,PT09M38.00S,2026-01-08T02:48:34.8Z,1,REGULAR,substitution,out,[],1629020,,,1610612759,3,3,2026-01-08T02:48:45Z,350000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M38.00S,2026-01-08T02:48:34.8Z,1,REGULAR,substitution,in,[],1642261,,,1610612759,3,3,2026-01-08T02:48:45Z,360000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M38.00S,2026-01-08T02:48:16.7Z,1,REGULAR,freethrow,3 of 3,[],1630577,,,1610612759,3,3,2026-01-08T02:48:54Z,370000,False,,,0,,MISS J. Champagnie Free Throw 3 of 3,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
38,PT09M37.00S,2026-01-08T02:48:17.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,3,3,2026-01-08T02:50:17Z,380000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,
39,PT09M23.00S,2026-01-08T02:49:04.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,4.418528252299605,61.76470588235294,1610612747,3,3,2026-01-08T02:51:07Z,390000,False,-59.0,-11.0,1,left,MISS D. Ayton floating Shot,[1629028],1610612747.0,LAL,floating,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,,,,,5.98,,,,,,,
40,PT09M21.00S,2026-01-08T02:49:06.3Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,3,3,2026-01-08T02:49:12Z,400000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,
41,PT09M15.00S,2026-01-08T02:49:11.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203084,93.9060446780552,47.794117647058826,1610612759,5,3,2026-01-08T02:49:18Z,410000,False,-11.0,5.0,1,right,H. Barnes running Layup (3 PTS) (S. Castle 1 AST),"[203084, 1642264]",1610612759.0,SAS,running,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,Made,3.0,,,,,1.2,,,S. Castle,1642264.0,1.0,,
43,PT09M02.00S,2026-01-08T02:49:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,5.995400788436268,54.90196078431373,1610612747,5,5,2026-01-08T02:49:31Z,430000,False,-25.0,4.0,1,left,D. Ayton alley-oop Layup (2 PTS) (L. Dončić 1 AST),"[1629028, 1629029]",1610612747.0,LAL,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,,,,,2.48,,,L. Dončić,1629029.0,1.0,,
45,PT08M52.00S,2026-01-08T02:49:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,93.24901445466492,47.794117647058826,1610612759,7,5,2026-01-08T02:49:46Z,450000,False,-11.0,11.0,1,right,S. Castle driving Layup (2 PTS) (J. Champagnie 1 AST),"[1642264, 1630577]",1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,,,,,1.56,,,J. Champagnie,1630577.0,1.0,,
47,PT08M52.00S,2026-01-08T02:49:39.7Z,1,REGULAR,foul,personal,['1freethrow'],1629028,,,1610612759,7,5,2026-01-08T02:49:58Z,470000,False,,,0,,D. Ayton shooting personal FOUL (1 PF) (Castle 1 FT),"[1629028, 1642264]",1610612747.0,LAL,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,203592.0,,1.0,0.0,Castle,1642264.0,,,,,,,,,,,,,,
49,PT08M52.00S,2026-01-08T02:50:04.8Z,1,REGULAR,freethrow,1 of 1,[],1642264,,,1610612759,8,5,2026-01-08T02:50:04Z,490000,False,,,0,,S. Castle Free Throw 1 of 1 (3 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
50,PT08M41.00S,2026-01-08T02:50:23.8Z,1,REGULAR,violation,kicked ball,[],1628436,,,1610612747,8,5,2026-01-08T02:50:38Z,500000,False,,,0,,L. Kornet kicked ball VIOLATION,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,203592.0,,,,,,,,,,,,,,,,,,,
51,PT08M29.00S,2026-01-08T02:50:48.7Z,1,REGULAR,2pt,Jump Shot,[],1629029,7.178055190538765,27.696078431372552,1610612747,8,5,2026-01-08T02:55:06Z,510000,False,112.0,15.0,1,left,MISS L. Dončić 11' driving floating Shot,[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,,,,,,,Missed,,,,,,11.25,,,,,,,
52,PT08M26.00S,2026-01-08T02:50:51.7Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,8,5,2026-01-08T02:55:06Z,520000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Right,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,
54,PT08M20.00S,2026-01-08T02:51:12.0Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1642261,,,1610612759,8,5,2026-01-08T02:51:23Z,540000,False,,,0,,D. Knecht shooting personal FOUL (1 PF) (Champagnie 3 FT),"[1642261, 1630577]",1610612747.0,LAL,shooting,,,Knecht,D. Knecht,,,,,Left Corner 3,24+ Left,2530.0,,1.0,0.0,Champagnie,1630577.0,,,,,,,,,,,,,,
56,PT08M20.00S,2026-01-08T02:51:35.1Z,1,REGULAR,freethrow,1 of 3,[],1630577,,,1610612759,9,5,2026-01-08T02:51:35Z,560000,False,,,0,,J. Champagnie Free Throw 1 of 3 (3 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
57,PT08M20.00S,2026-01-08T02:51:48.6Z,1,REGULAR,freethrow,2 of 3,[],1630577,,,1610612759,10,5,2026-01-08T02:51:48Z,570000,False,,,0,,J. Champagnie Free Throw 2 of 3 (4 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
58,PT08M20.00S,2026-01-08T02:52:04.0Z,1,REGULAR,freethrow,3 of 3,[],1630577,,,1610612759,11,5,2026-01-08T02:52:04Z,580000,False,,,0,,J. Champagnie Free Throw 3 of 3 (5 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
59,PT08M05.00S,2026-01-08T02:52:20.1Z,1,REGULAR,2pt,Jump Shot,[],1629029,20.71287779237845,39.21568627450981,1610612747,11,7,2026-01-08T02:52:27Z,590000,False,54.0,142.0,1,left,L. Dončić 15' turnaround fadeaway Jump Shot (5 PTS),[1629029],1610612747.0,LAL,turnaround fadeaway,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Center,,,,,,,Made,5.0,,,,,15.21,,,,,,,
60,PT07M45.00S,2026-01-08T02:52:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630577,89.04402102496715,46.568627450980394,1610612759,13,7,2026-01-08T02:52:46Z,600000,False,-17.0,50.0,1,right,J. Champagnie driving floating Jump Shot (7 PTS),[1630577],1610612759.0,SAS,driving floating,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,7.0,,,,,5.33,,,,,,,
61,PT07M30.00S,2026-01-08T02:52:57.3Z,1,REGULAR,turnover,out-of-bounds,[],1629028,,,1610612747,13,7,2026-01-08T02:53:05Z,610000,False,,,0,,D. Ayton bad pass out-of-bounds TURNOVER (1 TO),[1629028],1610612747.0,LAL,bad pass,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,203592.0,1.0,,,,,,,,,,,,,,,,,,
62,PT07M30.00S,2026-01-08T02:53:04.3Z,1,REGULAR,substitution,out,[],1628368,,,1610612759,13,7,2026-01-08T02:53:06Z,620000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M30.00S,2026-01-08T02:53:04.3Z,1,REGULAR,substitution,in,[],1642844,,,1610612759,13,7,2026-01-08T02:53:06Z,630000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M19.00S,2026-01-08T02:53:23.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631222,,,1610612759,13,7,2026-01-08T02:53:43Z,640000,False,,,0,,J. LaRavia shooting personal FOUL (1 PF) (Kornet 2 FT),"[1631222, 1628436]",1610612747.0,LAL,shooting,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,203592.0,,1.0,0.0,Kornet,1628436.0,,,,,,,,,,,,,,
66,PT07M19.00S,2026-01-08T02:53:53.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628436,,,1610612759,14,7,2026-01-08T02:54:16Z,660000,False,,,0,,L. Kornet Free Throw 1 of 2 (1 PTS),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
67,PT07M19.00S,2026-01-08T02:53:53.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628436,,,1610612759,14,7,2026-01-08T02:54:16Z,670000,False,,,0,,MISS L. Kornet Free Throw 2 of 2,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
68,PT07M17.00S,2026-01-08T02:53:55.9Z,1,REGULAR,rebound,defensive,[],203935,,,1610612747,14,7,2026-01-08T02:54:16Z,680000,False,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,67.0,3.0,3.0,0.0,,,,,,,,
69,PT07M06.00S,2026-01-08T02:54:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.30946123521682,42.15686274509804,1610612747,14,9,2026-01-08T02:54:32Z,690000,False,39.0,16.0,1,left,M. Smart driving Layup (2 PTS),[203935],1610612747.0,LAL,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,,,,,4.24,,,,,,,
70,PT06M54.00S,2026-01-08T02:54:36.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,93.64323258869908,53.18627450980392,1610612759,14,9,2026-01-08T03:00:16Z,700000,False,16.0,7.0,1,right,MISS S. Castle driving floating bank Shot,[1642264],1610612759.0,SAS,driving floating bank,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,,,,,1.75,,,,,,,
71,PT06M53.00S,2026-01-08T02:54:37.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,14,9,2026-01-08T02:54:45Z,710000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,
72,PT06M48.00S,2026-01-08T02:54:42.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642261,5.863994743758213,50.245098039215684,1610612747,14,11,2026-01-08T02:55:01Z,720000,False,-1.0,3.0,1,left,D. Knecht running alley-oop DUNK (2 PTS) (L. Dončić 2 AST),"[1642261, 1629029]",1610612747.0,LAL,running alley-oop,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,,,,,0.29,,,L. Dončić,1629029.0,2.0,,
74,PT06M48.00S,2026-01-08T02:54:47.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,14,11,2026-01-08T02:59:20Z,740000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M31.00S,2026-01-08T02:58:33.9Z,1,REGULAR,2pt,Jump Shot,[],1630577,79.31997371879106,49.50980392156863,1610612759,14,11,2026-01-08T02:58:40Z,750000,False,-2.0,142.0,1,right,MISS J. Champagnie 14' pullup Shot,[1630577],1610612759.0,SAS,pullup,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Center,,,,,,,Missed,,,,,,14.19,,,,,,,
76,PT06M26.00S,2026-01-08T02:58:38.9Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612747,14,11,2026-01-08T02:58:40Z,760000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:1),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Mid-Range,8-16 Center,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,
77,PT06M12.00S,2026-01-08T02:58:57.8Z,1,REGULAR,turnover,out-of-bounds,[],1642261,,,1610612747,14,11,2026-01-08T02:59:09Z,770000,False,,,0,,D. Knecht lost ball out-of-bounds TURNOVER (1 TO),[1642261],1610612747.0,LAL,lost ball,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Right Center,1628484.0,1.0,,,,,,,,,,,,,,,,,,
78,PT06M12.00S,2026-01-08T02:59:01.5Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,14,11,2026-01-08T02:59:04Z,780000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M12.00S,2026-01-08T02:59:01.5Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,14,11,2026-01-08T02:59:04Z,790000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M02.00S,2026-01-08T02:59:18.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642844,97.19119579500656,95.58823529411765,1610612759,14,11,2026-01-08T02:59:25Z,800000,False,228.0,-26.0,1,right,MISS D. Harper 3PT,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Right Corner 3,24+ Right,,,,,,,Missed,,,,,,22.94,,,,,,,
81,PT06M00.00S,2026-01-08T02:59:20.1Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612747,14,11,2026-01-08T02:59:20Z,810000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:2),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Right Corner 3,24+ Right,,,,,,,,,80.0,2.0,2.0,0.0,,,,,,,,
82,PT05M51.00S,2026-01-08T02:59:28.6Z,1,REGULAR,3pt,Jump Shot,[],1631222,3.235873850197109,95.09803921568627,1610612747,14,11,2026-01-08T02:59:34Z,820000,False,-225.0,-22.0,1,left,MISS J. LaRavia 3PT,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,,,,,22.66,,,,,,,
83,PT05M47.00S,2026-01-08T02:59:32.6Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,14,11,2026-01-08T02:59:34Z,830000,False,,,0,,S. Castle REBOUND (Off:0 Def:2),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Left Corner 3,24+ Left,,,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,
84,PT05M40.00S,2026-01-08T02:59:40.0Z,1,REGULAR,turnover,bad pass,[],1629640,,,1610612759,14,11,2026-01-08T02:59:47Z,840000,False,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 1629029]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,Dončić,1629029.0,,,,,
