actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
290,PT06M06.00S,2026-01-01T01:08:08.4Z,2,REGULAR,substitution,out,[],1630577,,,1610612759,52,62,2026-01-01T01:08:34Z,2850000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT06M06.00S,2026-01-01T01:08:08.4Z,2,REGULAR,substitution,out,[],1628384,,,1610612759,52,62,2026-01-01T01:08:34Z,2860000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT06M06.00S,2026-01-01T01:08:08.4Z,2,REGULAR,substitution,out,[],1642278,,,1610612759,52,62,2026-01-01T01:08:34Z,2870000,False,,,0,,SUB out: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT06M06.00S,2026-01-01T01:08:08.4Z,2,REGULAR,substitution,out,[],1626157,,,1610612759,52,62,2026-01-01T01:08:34Z,2880000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT06M06.00S,2026-01-01T01:08:08.4Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,52,62,2026-01-01T01:08:34Z,2890000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT06M06.00S,2026-01-01T01:08:08.4Z,2,REGULAR,substitution,in,[],1628973,,,1610612759,52,62,2026-01-01T01:08:34Z,2910000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT06M06.00S,2026-01-01T01:08:08.4Z,2,REGULAR,substitution,in,[],1628969,,,1610612759,52,62,2026-01-01T01:08:34Z,2920000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT06M06.00S,2026-01-01T01:08:08.4Z,2,REGULAR,substitution,in,[],1630574,,,1610612759,52,62,2026-01-01T01:10:21Z,2925000,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT05M54.00S,2026-01-01T01:08:37.7Z,2,REGULAR,3pt,Jump Shot,[],1642264,82.34231274638634,93.87254901960785,1610612759,52,62,2026-01-01T01:08:42Z,2930000,False,219.0,113.0,1,right,MISS S. Castle 24' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,24.7,Missed,,,,,,,,,,,,,,,,,,
299,PT05M51.00S,2026-01-01T01:08:40.7Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,52,62,2026-01-01T01:08:42Z,2940000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,298.0,,,,1.0,1.0,0.0,,
300,PT05M46.00S,2026-01-01T01:08:46.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628973,13.748357424441524,54.90196078431373,1610612752,52,64,2026-01-01T01:09:00Z,2950000,False,-25.0,77.0,1,left,J. Brunson 8' running pullup Jump Shot (13 PTS),[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.05,Made,13.0,,,,,,,,,,,,,,,,,
301,PT05M31.00S,2026-01-01T01:09:02.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,93.11760840998686,56.372549019607845,1610612759,52,64,2026-01-01T01:26:29Z,2960000,False,32.0,12.0,1,right,MISS S. Castle driving floating Shot,[1642264],1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,3.42,Missed,,,,,,,,,,,,,,,,,,
302,PT05M26.00S,2026-01-01T01:09:07.1Z,2,REGULAR,rebound,defensive,[],1630574,,,1610612752,52,64,2026-01-01T01:09:08Z,2970000,False,,,0,,A. Hukporti REBOUND (Off:1 Def:1),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,301.0,,,,2.0,1.0,1.0,,
303,PT05M21.00S,2026-01-01T01:09:11.7Z,2,REGULAR,2pt,Jump Shot,[],203903,20.844283837056505,79.41176470588235,1610612752,52,64,2026-01-01T01:26:41Z,2980000,False,-147.0,143.0,1,left,MISS J. Clarkson 20' step back Shot,[203903],1610612752.0,NYK,step back,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Left Center,20.54,Missed,,,,,,,,,,,,,,,,,,
304,PT05M18.00S,2026-01-01T01:09:14.7Z,2,REGULAR,rebound,defensive,[],1642264,,,1610612759,52,64,2026-01-01T01:09:24Z,2990000,False,,,0,,S. Castle REBOUND (Off:0 Def:2),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,303.0,,,,2.0,2.0,0.0,,
305,PT05M14.00S,2026-01-01T01:09:18.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203084,71.69842312746385,20.833333333333336,1610612759,52,64,2026-01-01T01:24:12Z,3000000,False,-146.0,214.0,1,right,MISS H. Barnes 25' running 3PT,[203084],1610612759.0,SAS,running,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
306,PT05M14.00S,2026-01-01T01:09:18.9Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,52,64,2026-01-01T01:09:27Z,3010000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,305.0,,,,2.0,2.0,0.0,,
307,PT05M05.00S,2026-01-01T01:09:27.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203903,6.389618922470433,46.32352941176471,1610612752,52,64,2026-01-01T01:09:38Z,3020000,False,18.0,8.0,1,left,MISS J. Clarkson running Layup,[203903],1610612752.0,NYK,running,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,,
308,PT05M02.00S,2026-01-01T01:09:30.4Z,2,REGULAR,rebound,defensive,[],203084,,,1610612759,52,64,2026-01-01T01:09:38Z,3030000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,307.0,,,,1.0,1.0,0.0,,
309,PT04M54.00S,2026-01-01T01:09:38.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,91.80354796320631,56.127450980392155,1610612759,52,64,2026-01-01T01:24:27Z,3040000,False,31.0,25.0,1,right,MISS K. Johnson driving finger roll Layup,[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.92,Missed,,,,,,,,,,,,,,,,,,
310,PT04M50.00S,2026-01-01T01:09:42.6Z,2,REGULAR,rebound,defensive,[],1630574,,,1610612752,52,64,2026-01-01T01:09:44Z,3050000,False,,,0,,A. Hukporti REBOUND (Off:1 Def:2),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,309.0,,,,3.0,2.0,1.0,,
311,PT04M48.00S,2026-01-01T01:09:44.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203903,6.652431011826544,53.67647058823529,1610612752,52,66,2026-01-01T01:11:49Z,3060000,False,-18.0,10.0,1,left,J. Clarkson running Layup (5 PTS) (J. Brunson 3 AST),"[203903, 1628973]",1610612752.0,NYK,running,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,2.09,Made,5.0,,,,,,,,,,J. Brunson,1628973.0,3.0,,,,,
313,PT04M37.00S,2026-01-01T01:09:54.8Z,2,REGULAR,3pt,Jump Shot,[],1642264,71.56701708278581,16.176470588235293,1610612759,52,66,2026-01-01T01:10:00Z,3080000,False,-169.0,215.0,1,right,MISS S. Castle 27' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,27.34,Missed,,,,,,,,,,,,,,,,,,
314,PT04M34.00S,2026-01-01T01:09:58.5Z,2,REGULAR,rebound,offensive,[],203084,,,1610612759,52,66,2026-01-01T01:09:58Z,3090000,False,,,0,,H. Barnes REBOUND (Off:1 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,313.0,,,,2.0,1.0,1.0,,
315,PT04M32.00S,2026-01-01T01:10:01.5Z,2,REGULAR,turnover,bad pass,[],203084,,,1610612759,52,66,2026-01-01T01:10:08Z,3100000,False,,,0,,H. Barnes bad pass TURNOVER (1 TO),"[203084, 1630574]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,Hukporti,1630574.0,,,,,,,,,,,,,,
316,PT04M32.00S,2026-01-01T01:10:01.5Z,2,REGULAR,steal,,[],1630574,,,1610612752,52,66,2026-01-01T01:10:05Z,3110000,False,,,0,,A. Hukporti STEAL (1 STL),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
317,PT04M26.00S,2026-01-01T01:10:07.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203903,8.229303547963205,4.6568627450980395,1610612752,52,69,2026-01-01T01:27:19Z,3120000,False,227.0,25.0,1,left,J. Clarkson 3PT running (8 PTS) (M. Bridges 1 AST),"[203903, 1628969]",1610612752.0,NYK,running,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,22.81,Made,8.0,,,,,,,,,,M. Bridges,1628969.0,1.0,,,,,
319,PT04M24.00S,2026-01-01T01:10:21.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,52,69,2026-01-01T01:10:21Z,3140000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT04M24.00S,2026-01-01T01:11:09.9Z,2,REGULAR,substitution,out,[],1642844,,,1610612759,52,69,2026-01-01T01:11:52Z,3150000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT04M24.00S,2026-01-01T01:11:09.9Z,2,REGULAR,substitution,out,[],1642264,,,1610612759,52,69,2026-01-01T01:11:52Z,3160000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT04M24.00S,2026-01-01T01:11:09.9Z,2,REGULAR,substitution,in,[],1628368,,,1610612759,52,69,2026-01-01T01:11:52Z,3170000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT04M24.00S,2026-01-01T01:11:09.9Z,2,REGULAR,substitution,in,[],1630577,,,1610612759,52,69,2026-01-01T01:11:52Z,3180000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT04M04.00S,2026-01-01T01:12:04.0Z,2,REGULAR,3pt,Jump Shot,[],1630577,73.01248357424441,82.59803921568627,1610612759,52,69,2026-01-01T01:12:10Z,3190000,False,163.0,201.0,1,right,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
326,PT04M00.00S,2026-01-01T01:12:08.0Z,2,REGULAR,rebound,defensive,[],1630540,,,1610612752,52,69,2026-01-01T01:12:10Z,3200000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,325.0,,,,1.0,1.0,0.0,,
327,PT03M51.00S,2026-01-01T01:12:17.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,17.69053876478318,43.872549019607845,1610612752,52,71,2026-01-01T01:12:22Z,3210000,False,31.0,114.0,1,left,J. Clarkson 11' turnaround fadeaway Jump Shot (10 PTS),[203903],1610612752.0,NYK,turnaround fadeaway,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,11.78,Made,10.0,,,,,,,,,,,,,,,,,
328,PT03M31.00S,2026-01-01T01:12:36.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,80.89684625492772,61.51960784313726,1610612759,54,71,2026-01-01T01:12:41Z,3220000,False,58.0,127.0,1,right,D. Fox 13' step back Jump Shot (11 PTS) (H. Barnes 2 AST),"[1628368, 203084]",1610612759.0,SAS,step back,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,13.95,Made,11.0,,,,,,,,,,H. Barnes,203084.0,2.0,,,,,
330,PT03M18.00S,2026-01-01T01:12:51.5Z,2,REGULAR,foul,offensive,[],1630574,,,1610612752,54,71,2026-01-01T01:12:59Z,3240000,False,,,0,,A. Hukporti offensive FOUL (1 PF),"[1630574, 1628368]",1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Above the Break 3,24+ Right Center,,,,,,,2882.0,1.0,0.0,Fox,1628368.0,,,,,,,,,
332,PT03M18.00S,2026-01-01T01:12:51.5Z,2,REGULAR,turnover,offensive foul,[],1630574,,,1610612752,54,71,2026-01-01T01:12:51Z,3260000,False,,,0,,A. Hukporti offensive foul TURNOVER (1 TO),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Above the Break 3,24+ Right Center,,,,1.0,,,2882.0,,,,,,,,,,,,,
333,PT03M18.00S,2026-01-01T01:13:00.7Z,2,REGULAR,substitution,out,[],1628436,,,1610612759,54,71,2026-01-01T01:13:11Z,3270000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT03M18.00S,2026-01-01T01:13:00.7Z,2,REGULAR,substitution,out,[],203903,,,1610612759,54,71,2026-01-01T01:13:11Z,3280000,False,,,0,,SUB out: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT03M18.00S,2026-01-01T01:13:00.7Z,2,REGULAR,substitution,in,[],1641705,,,1610612759,54,71,2026-01-01T01:13:11Z,3300000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT03M18.00S,2026-01-01T01:13:00.7Z,2,REGULAR,substitution,in,[],1628384,,,1610612759,54,71,2026-01-01T01:13:11Z,3310000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT03M18.00S,2026-01-01T01:13:00.7Z,2,REGULAR,substitution,in,[],1641755,,,1610612759,54,71,2026-01-01T01:13:11Z,3320000,False,,,0,,SUB in: K. McCullar Jr.,[1641755],1610612752.0,NYK,,,,McCullar Jr.,K. McCullar Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT03M18.00S,2026-01-01T01:13:00.7Z,2,REGULAR,substitution,out,[],1628969,,,1610612759,54,71,2026-01-01T01:21:40Z,3325000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT03M08.00S,2026-01-01T01:13:26.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628368,92.9862023653088,46.81372549019608,1610612759,54,71,2026-01-01T01:27:45Z,3330000,False,-16.0,13.0,1,right,MISS D. Fox driving Layup,[1628368],1610612759.0,SAS,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
340,PT03M08.00S,2026-01-01T01:13:26.8Z,2,REGULAR,rebound,offensive,[],1641705,,,1610612759,54,71,2026-01-01T01:13:40Z,3340000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,339.0,,,,5.0,3.0,2.0,,
341,PT03M08.00S,2026-01-01T01:13:34.0Z,2,REGULAR,foul,personal,[],1641755,,,1610612759,54,71,2026-01-01T01:13:42Z,3350000,False,,,0,,K. McCullar Jr. personal FOUL (1 PF),"[1641755, 1641705]",1610612752.0,NYK,,,,McCullar Jr.,K. McCullar Jr.,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,
343,PT03M01.00S,2026-01-01T01:14:00.1Z,2,REGULAR,turnover,lost ball,[],1630577,,,1610612759,54,71,2026-01-01T01:14:03Z,3370000,False,,,0,,J. Champagnie lost ball TURNOVER (1 TO),"[1630577, 1628384]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,Anunoby,1628384.0,,,,,,,,,,,,,,
344,PT03M01.00S,2026-01-01T01:14:00.1Z,2,REGULAR,steal,,[],1628384,,,1610612752,54,71,2026-01-01T01:14:02Z,3380000,False,,,0,,O. Anunoby STEAL (2 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
345,PT02M54.00S,2026-01-01T01:14:07.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630574,5.601182654402102,50.245098039215684,1610612752,54,73,2026-01-01T01:23:59Z,3390000,False,-1.0,0.0,1,left,A. Hukporti DUNK (6 PTS) (O. Anunoby 1 AST),"[1630574, 1628384]",1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Restricted Area,0-8 Center,0.12,Made,6.0,,,,,,,,,,O. Anunoby,1628384.0,1.0,,,,,
347,PT02M40.00S,2026-01-01T01:14:20.5Z,2,REGULAR,3pt,Jump Shot,[],1641705,66.44218134034165,32.59803921568628,1610612759,57,73,2026-01-01T01:14:25Z,3410000,False,-87.0,263.0,1,right,V. Wembanyama 27' 3PT  (16 PTS) (D. Fox 1 AST),"[1641705, 1628368]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,27.69,Made,16.0,,,,,,,,,,D. Fox,1628368.0,1.0,,,,,
349,PT02M25.00S,2026-01-01T01:14:36.1Z,2,REGULAR,3pt,Jump Shot,[],1628973,30.436925098554536,81.12745098039215,1610612752,57,73,2026-01-01T01:14:40Z,3430000,False,-156.0,234.0,1,left,MISS J. Brunson 28' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,28.07,Missed,,,,,,,,,,,,,,,,,,
350,PT02M21.00S,2026-01-01T01:14:40.1Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,57,73,2026-01-01T01:14:40Z,3440000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:4),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,349.0,,,,4.0,4.0,0.0,,
351,PT02M09.00S,2026-01-01T01:15:21.2Z,2,REGULAR,jumpball,recovered,[],1628368,,,1610612759,57,73,2026-01-01T01:15:21Z,3450000,False,,,0,,Jump Ball D. Fox vs. M. McBride: Tip to D. Fox,"[1628368, 1628368, 1630540]",1610612759.0,SAS,heldball,D. Fox,1628368.0,Fox,D. Fox,Fox,1628368.0,McBride,1630540.0,,,,,,,,,,,,,,,,,,,,,,
354,PT01M54.00S,2026-01-01T01:15:35.3Z,2,REGULAR,3pt,Jump Shot,[],1628368,70.64717477003943,13.23529411764706,1610612759,57,73,2026-01-01T01:22:07Z,3480000,False,-184.0,223.0,1,right,MISS D. Fox 28' 3PT,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,28.93,Missed,,,,,,,,,,,,,,,,,,
355,PT01M48.00S,2026-01-01T01:15:41.3Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,57,73,2026-01-01T01:15:42Z,3490000,False,,,0,,K. Johnson REBOUND (Off:3 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,354.0,,,,3.0,0.0,3.0,,
356,PT01M48.00S,2026-01-01T01:15:41.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629640,94.40999984741211,50.0,1610612759,57,73,2026-01-01T01:15:45Z,3500000,False,0.0,0.0,1,right,MISS K. Johnson putback Layup,[1629640],1610612759.0,SAS,putback,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
357,PT01M48.00S,2026-01-01T01:15:41.8Z,2,REGULAR,rebound,defensive,[],1630540,,,1610612752,57,73,2026-01-01T01:15:45Z,3510000,False,,,0,,M. McBride REBOUND (Off:0 Def:2),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,356.0,,,,2.0,2.0,0.0,,
358,PT01M38.00S,2026-01-01T01:15:51.1Z,2,REGULAR,3pt,Jump Shot,[],1630540,27.54599211563732,17.15686274509804,1610612752,57,73,2026-01-01T01:15:55Z,3520000,False,164.0,206.0,1,left,MISS M. McBride 26' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
359,PT01M35.00S,2026-01-01T01:15:54.1Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,57,73,2026-01-01T01:15:55Z,3530000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,358.0,,,,6.0,4.0,2.0,,
360,PT01M30.00S,2026-01-01T01:15:59.7Z,2,REGULAR,3pt,Jump Shot,[],1641705,68.67608409986859,30.14705882352941,1610612759,60,73,2026-01-01T01:31:39Z,3540000,False,-99.0,242.0,1,right,V. Wembanyama 26' 3PT pullup bank (19 PTS),[1641705],1610612759.0,SAS,pullup bank,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,26.15,Made,19.0,,,,,,,,,,,,,,,,,
361,PT01M06.00S,2026-01-01T01:16:23.1Z,2,REGULAR,2pt,Jump Shot,[],1630574,21.23850197109067,48.77450980392157,1610612752,60,73,2026-01-01T01:16:30Z,3550000,False,6.0,147.0,1,left,MISS A. Hukporti 14' Jump Shot,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Mid-Range,8-16 Center,14.72,Missed,,,,,,,,,,,,,,,,,,
362,PT01M00.00S,2026-01-01T01:16:29.1Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,60,73,2026-01-01T01:16:30Z,3560000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:5),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,361.0,,,,7.0,5.0,2.0,,
363,PT00M58.30S,2026-01-01T01:16:32.3Z,2,REGULAR,3pt,Jump Shot,[],1628368,68.54467805519053,28.921568627450984,1610612759,60,73,2026-01-01T01:22:34Z,3570000,False,-105.0,243.0,1,right,MISS D. Fox 26' step back 3PT,[1628368],1610612759.0,SAS,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,26.51,Missed,,,,,,,,,,,,,,,,,,
364,PT00M58.30S,2026-01-01T01:16:32.3Z,2,REGULAR,rebound,defensive,[],1630574,,,1610612752,60,73,2026-01-01T01:16:48Z,3580000,False,,,0,,A. Hukporti REBOUND (Off:1 Def:3),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,363.0,,,,4.0,3.0,1.0,,
365,PT00M45.20S,2026-01-01T01:16:45.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,19.530223390275953,62.745098039215684,1610612752,60,73,2026-01-01T01:18:09Z,3590000,False,-64.0,131.0,1,left,MISS J. Brunson 14' pullup Shot - blocked,"[1628973, 1630577]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,14.58,Missed,,,,,,,,,,,,,,,,,Champagnie,1630577.0
399,PT00M45.20S,2026-01-01T01:16:45.4Z,2,REGULAR,block,,[],1630577,,,1610612752,60,73,2026-01-01T01:28:00Z,3595000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
366,PT00M45.20S,2026-01-01T01:16:45.4Z,2,REGULAR,rebound,offensive,[],1628973,,,1610612752,60,73,2026-01-01T01:18:09Z,3600000,False,,,0,,J. Brunson REBOUND (Off:1 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,365.0,,,,3.0,2.0,1.0,,
367,PT00M37.50S,2026-01-01T01:16:53.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628973,5.206964520367937,46.32352941176471,1610612752,60,73,2026-01-01T01:19:07Z,3610000,False,18.0,-4.0,1,left,MISS J. Brunson putback Layup - blocked,"[1628973, 1641705]",1610612752.0,NYK,putback,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,Wembanyama,1641705.0
368,PT00M37.50S,2026-01-01T01:16:53.2Z,2,REGULAR,block,,[],1641705,,,1610612752,60,73,2026-01-01T01:16:56Z,3620000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
