actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
173,PT00M40.80S,2026-03-06T01:36:30.2Z,1,REGULAR,rebound,defensive,[],1642868,,,1610612759,35,21,2026-03-06T01:46:17Z,1670000,False,,,0,,C. Bryant REBOUND (Off:1 Def:2),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Restricted Area,0-8 Center,,,,,172.0,,,,,3.0,2.0,1.0,,,,,,,,
174,PT00M32.20S,2026-03-06T01:36:39.9Z,1,REGULAR,3pt,Jump Shot,[],1628368,64.99671484888306,50.245098039215684,1610612759,38,21,2026-03-06T01:36:43Z,1680000,False,1.0,277.0,1,right,D. Fox 27' 3PT pullup (16 PTS),[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,27.65,Made,,,,16.0,,,,,,,,,,,,,,
175,PT00M08.80S,2026-03-06T01:37:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631204,5.995400788436268,53.431372549019606,1610612765,38,21,2026-03-06T01:47:06Z,1690000,False,-17.0,4.0,1,left,MISS M. Sasser driving finger roll Layup,[1631204],1610612765.0,DET,driving finger roll,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
176,PT00M08.80S,2026-03-06T01:37:13.4Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,38,21,2026-03-06T01:47:06Z,1700000,False,,,0,,I. Stewart REBOUND (Off:3 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,175.0,,,,,3.0,0.0,3.0,,,,,,,,
177,PT00M08.80S,2026-03-06T01:37:22.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642868,,,1610612765,38,21,2026-03-06T01:46:52Z,1710000,False,,,0,,C. Bryant shooting personal FOUL (2 PF) (Stewart 2 FT),"[1642868, 1630191]",1610612759.0,SAS,shooting,,,Bryant,C. Bryant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627541.0,,2.0,0.0,Stewart,1630191.0,,
179,PT00M08.80S,2026-03-06T01:37:38.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630191,,,1610612765,38,22,2026-03-06T01:37:38Z,1730000,False,,,0,,I. Stewart Free Throw 1 of 2 (5 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
180,PT00M08.80S,2026-03-06T01:37:38.9Z,1,REGULAR,substitution,out,[],1642844,,,1610612765,38,22,2026-03-06T01:37:55Z,1740000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT00M08.80S,2026-03-06T01:37:38.9Z,1,REGULAR,substitution,out,[],1642868,,,1610612765,38,22,2026-03-06T01:37:55Z,1750000,False,,,0,,SUB out: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT00M08.80S,2026-03-06T01:37:38.9Z,1,REGULAR,substitution,out,[],1642450,,,1610612765,38,22,2026-03-06T01:37:55Z,1760000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT00M08.80S,2026-03-06T01:37:38.9Z,1,REGULAR,substitution,in,[],1630577,,,1610612765,38,22,2026-03-06T01:37:55Z,1770000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT00M08.80S,2026-03-06T01:37:38.9Z,1,REGULAR,substitution,in,[],1630170,,,1610612765,38,22,2026-03-06T01:37:55Z,1780000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT00M08.80S,2026-03-06T01:37:38.9Z,1,REGULAR,substitution,in,[],1629750,,,1610612765,38,22,2026-03-06T01:37:55Z,1790000,False,,,0,,SUB in: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT00M08.80S,2026-03-06T01:38:08.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630191,,,1610612765,38,23,2026-03-06T01:38:08Z,1800000,False,,,0,,I. Stewart Free Throw 2 of 2 (6 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
187,PT00M00.00S,2026-03-06T01:38:21.4Z,1,REGULAR,2pt,Jump Shot,[],1628368,81.02825229960578,32.35294117647059,1610612759,38,23,2026-03-06T01:38:27Z,1810000,False,-88.0,126.0,1,right,MISS D. Fox 15' pullup Shot,[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,15.36,Missed,,,,,,,,,,,,,,,,,,
188,PT00M00.00S,2026-03-06T01:38:23.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,38,23,2026-03-06T01:38:23Z,1820000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,8-16 Left,,,,,187.0,,,,,,,,,,,,,,,
189,PT00M00.00S,2026-03-06T01:38:26.2Z,1,REGULAR,period,end,[],0,,,1610612759,38,23,2026-03-06T01:38:26Z,1830000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2026-03-06T01:40:00.0Z,2,REGULAR,substitution,out,['startperiod'],1628436,,,1610612759,38,23,2026-03-06T01:41:15Z,1840000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2026-03-06T01:40:00.0Z,2,REGULAR,substitution,out,['startperiod'],1630170,,,1610612759,38,23,2026-03-06T01:41:15Z,1850000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2026-03-06T01:40:00.0Z,2,REGULAR,substitution,out,['startperiod'],202699,,,1610612759,38,23,2026-03-06T01:41:15Z,1860000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2026-03-06T01:40:00.0Z,2,REGULAR,substitution,in,['startperiod'],1642844,,,1610612759,38,23,2026-03-06T01:41:15Z,1870000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2026-03-06T01:40:00.0Z,2,REGULAR,substitution,in,['startperiod'],1641705,,,1610612759,38,23,2026-03-06T01:41:15Z,1880000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2026-03-06T01:40:00.0Z,2,REGULAR,substitution,in,['startperiod'],1630595,,,1610612759,38,23,2026-03-06T01:41:15Z,1890000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2026-03-06T01:41:21.2Z,2,REGULAR,period,start,[],0,,,1610612765,38,23,2026-03-06T01:41:21Z,1900000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT11M46.00S,2026-03-06T01:41:34.2Z,2,REGULAR,3pt,Jump Shot,[],1630595,31.61957950065703,61.029411764705884,1610612765,38,26,2026-03-06T01:41:39Z,1910000,False,-55.0,245.0,1,left,C. Cunningham 25' 3PT  (5 PTS) (I. Stewart 1 AST),"[1630595, 1630191]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,25.08,Made,,,,5.0,I. Stewart,1630191.0,1.0,,,,,,,,,,,
199,PT11M43.00S,2026-03-06T01:41:41.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,38,26,2026-03-06T01:41:41Z,1930000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT11M43.00S,2026-03-06T01:44:27.0Z,2,REGULAR,substitution,out,[],1629640,,,1610612759,38,26,2026-03-06T01:44:36Z,1940000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT11M43.00S,2026-03-06T01:44:27.0Z,2,REGULAR,substitution,out,[],1642844,,,1610612759,38,26,2026-03-06T01:44:36Z,1950000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT11M43.00S,2026-03-06T01:44:27.0Z,2,REGULAR,substitution,in,[],1642264,,,1610612759,38,26,2026-03-06T01:44:36Z,1960000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT11M43.00S,2026-03-06T01:44:27.0Z,2,REGULAR,substitution,in,[],1642868,,,1610612759,38,26,2026-03-06T01:44:36Z,1970000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT11M20.00S,2026-03-06T01:45:03.2Z,2,REGULAR,2pt,Jump Shot,[],1642264,78.13731931668858,42.8921568627451,1610612759,38,26,2026-03-06T01:47:51Z,1980000,False,-36.0,153.0,1,right,MISS S. Castle 15' driving floating Shot,[1642264],1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,Mid-Range,8-16 Center,15.71,Missed,,,,,,,,,,,,,,,,,,
207,PT11M17.00S,2026-03-06T01:45:06.2Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,38,26,2026-03-06T01:45:06Z,1990000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Center,,,,,206.0,,,,,1.0,1.0,0.0,,,,,,,,
208,PT11M08.00S,2026-03-06T01:45:14.5Z,2,REGULAR,3pt,Jump Shot,[],1629750,3.3672798948751645,4.6568627450980395,1610612765,38,29,2026-03-06T01:45:20Z,2000000,False,227.0,-21.0,1,left,J. Green 3PT  (3 PTS) (C. Cunningham 3 AST),"[1629750, 1630595]",1610612765.0,DET,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,22.77,Made,,,,3.0,C. Cunningham,1630595.0,3.0,,,,,,,,,,,
210,PT10M51.00S,2026-03-06T01:45:30.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,92.46057818659659,48.77450980392157,1610612759,40,29,2026-03-06T01:45:34Z,2020000,False,-6.0,18.0,1,right,D. Fox driving Layup (18 PTS) (V. Wembanyama 1 AST),"[1628368, 1641705]",1610612759.0,SAS,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1.94,Made,,,,18.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,,
212,PT10M32.00S,2026-03-06T01:45:50.7Z,2,REGULAR,3pt,Jump Shot,[],1630595,28.203022339027594,76.9607843137255,1610612765,40,29,2026-03-06T01:45:54Z,2040000,False,-135.0,213.0,1,left,MISS C. Cunningham 25' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
213,PT10M29.00S,2026-03-06T01:45:53.7Z,2,REGULAR,rebound,defensive,[],1642868,,,1610612759,40,29,2026-03-06T01:45:54Z,2050000,False,,,0,,C. Bryant REBOUND (Off:1 Def:3),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Above the Break 3,24+ Left Center,,,,,212.0,,,,,4.0,3.0,1.0,,,,,,,,
214,PT10M19.00S,2026-03-06T01:46:02.9Z,2,REGULAR,3pt,Jump Shot,[],1641705,71.56701708278581,79.16666666666666,1610612759,40,29,2026-03-06T01:46:07Z,2060000,False,146.0,215.0,1,right,MISS V. Wembanyama 25' pullup 3PT,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,25.96,Missed,,,,,,,,,,,,,,,,,,
215,PT10M19.00S,2026-03-06T01:46:02.9Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612765,40,29,2026-03-06T01:46:10Z,2070000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,214.0,,,,,1.0,1.0,0.0,,,,,,,,
216,PT10M15.00S,2026-03-06T01:46:07.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629750,5.995400788436268,44.85294117647059,1610612765,40,31,2026-03-06T01:46:25Z,2080000,False,26.0,4.0,1,left,J. Green running alley-oop Layup (5 PTS) (C. LeVert 2 AST),"[1629750, 1627747]",1610612765.0,DET,running alley-oop,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.6,Made,,,,5.0,C. LeVert,1627747.0,2.0,,,,,,,,,,,
218,PT09M59.00S,2026-03-06T01:46:23.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,94.03745072273325,52.69607843137255,1610612759,42,31,2026-03-06T01:46:29Z,2100000,False,13.0,4.0,1,right,V. Wembanyama alley-oop DUNK (14 PTS) (S. Castle 6 AST),"[1641705, 1642264]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,1.39,Made,,,,14.0,S. Castle,1642264.0,6.0,,,,,,,,,,,
220,PT09M43.00S,2026-03-06T01:46:39.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,4.02431011826544,55.88235294117647,1610612765,42,31,2026-03-06T01:46:45Z,2120000,False,-29.0,-15.0,1,left,MISS C. LeVert driving finger roll Layup - blocked,"[1627747, 1642868]",1610612765.0,DET,driving finger roll,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,3.29,Missed,Bryant,1642868.0,,,,,,,,,,,,,,,,
221,PT09M43.00S,2026-03-06T01:46:39.7Z,2,REGULAR,block,,[],1642868,,,1610612765,42,31,2026-03-06T01:46:42Z,2130000,False,,,0,,C. Bryant BLOCK (2 BLK),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
222,PT09M40.00S,2026-03-06T01:46:42.7Z,2,REGULAR,rebound,defensive,[],1642868,,,1610612759,42,31,2026-03-06T01:46:45Z,2140000,False,,,0,,C. Bryant REBOUND (Off:1 Def:4),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,220.0,,,,,5.0,4.0,1.0,,,,,,,,
223,PT09M36.00S,2026-03-06T01:46:48.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641705,92.85479632063075,49.754901960784316,1610612759,42,31,2026-03-06T02:27:44Z,2150000,False,-1.0,15.0,1,right,MISS V. Wembanyama running finger roll Layup,[1641705],1610612759.0,SAS,running finger roll,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
224,PT09M35.00S,2026-03-06T01:46:49.5Z,2,REGULAR,rebound,offensive,[],1641705,,,1610612759,42,31,2026-03-06T01:49:18Z,2160000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,223.0,,,,,4.0,3.0,1.0,,,,,,,,
225,PT09M35.00S,2026-03-06T01:46:51.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641705,94.40999984741211,50.0,1610612759,44,31,2026-03-06T01:46:51Z,2170000,False,0.0,0.0,1,right,V. Wembanyama tip DUNK (16 PTS),[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,0.0,Made,,,,16.0,,,,,,,,,,,,,,
226,PT09M35.00S,2026-03-06T01:46:52.5Z,2,REGULAR,foul,personal,['1freethrow'],1629750,,,1610612759,44,31,2026-03-06T01:46:59Z,2180000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Wembanyama 1 FT),"[1629750, 1641705]",1610612765.0,DET,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627541.0,,1.0,0.0,Wembanyama,1641705.0,,
228,PT09M35.00S,2026-03-06T01:47:28.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1641705,,,1610612759,45,31,2026-03-06T01:47:28Z,2200000,False,,,0,,V. Wembanyama Free Throw 1 of 1 (17 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,17.0,,,,,,,,,,,,,,
229,PT09M24.00S,2026-03-06T01:47:45.6Z,2,REGULAR,foul,personal,['2freethrow'],1641705,,,1610612765,45,31,2026-03-06T01:47:57Z,2210000,False,,,0,,V. Wembanyama shooting personal FOUL (1 PF) (Stewart 2 FT),"[1641705, 1630191]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627541.0,,1.0,0.0,Stewart,1630191.0,,
231,PT09M24.00S,2026-03-06T01:48:04.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612765,45,31,2026-03-06T01:48:04Z,2230000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT09M24.00S,2026-03-06T01:51:10.7Z,2,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,45,32,2026-03-06T01:51:10Z,2250000,False,,,0,,I. Stewart Free Throw 1 of 2 (7 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,,,,7.0,,,,,,,,,,,,,,
234,PT09M24.00S,2026-03-06T01:51:14.9Z,2,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,45,33,2026-03-06T01:51:14Z,2260000,False,,,0,,I. Stewart Free Throw 2 of 2 (8 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,,,,8.0,,,,,,,,,,,,,,
235,PT09M07.00S,2026-03-06T01:51:34.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642868,93.64323258869908,50.98039215686274,1610612759,47,33,2026-03-06T01:51:42Z,2270000,False,5.0,7.0,1,right,C. Bryant alley-oop DUNK (2 PTS) (D. Fox 2 AST),"[1642868, 1628368]",1610612759.0,SAS,alley-oop,,,Bryant,C. Bryant,,,,,Restricted Area,0-8 Center,0.88,Made,,,,2.0,D. Fox,1628368.0,2.0,,,,,,,,,,,
237,PT08M58.00S,2026-03-06T01:51:44.7Z,2,REGULAR,2pt,Jump Shot,[],1630595,14.668199737187912,22.058823529411764,1610612765,47,35,2026-03-06T01:52:04Z,2290000,False,140.0,85.0,1,left,C. Cunningham 16' pullup Jump Shot (7 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right,16.37,Made,,,,7.0,,,,,,,,,,,,,,
238,PT08M38.00S,2026-03-06T01:52:05.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,93.77463863337714,45.34313725490196,1610612759,49,35,2026-03-06T01:52:14Z,2300000,False,-23.0,6.0,1,right,S. Castle driving Layup (4 PTS),[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,2.41,Made,,,,4.0,,,,,,,,,,,,,,
239,PT08M38.00S,2026-03-06T01:52:07.9Z,2,REGULAR,foul,personal,['1freethrow'],1629750,,,1610612759,49,35,2026-03-06T01:52:34Z,2310000,False,,,0,,J. Green shooting personal FOUL (2 PF) (Castle 1 FT),"[1629750, 1642264]",1610612765.0,DET,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627541.0,,2.0,0.0,Castle,1642264.0,,
241,PT08M38.00S,2026-03-06T01:52:15.6Z,2,REGULAR,substitution,out,[],1631204,,,1610612759,49,35,2026-03-06T01:53:00Z,2330000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M38.00S,2026-03-06T01:52:15.6Z,2,REGULAR,substitution,out,[],1630191,,,1610612759,49,35,2026-03-06T01:53:00Z,2340000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M38.00S,2026-03-06T01:52:15.6Z,2,REGULAR,substitution,in,[],1631105,,,1610612759,49,35,2026-03-06T01:53:00Z,2350000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M38.00S,2026-03-06T01:52:15.6Z,2,REGULAR,substitution,in,[],1628989,,,1610612759,49,35,2026-03-06T01:53:00Z,2360000,False,,,0,,SUB in: K. Huerter,[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M38.00S,2026-03-06T01:52:45.5Z,2,REGULAR,freethrow,1 of 1,[],1642264,,,1610612759,50,35,2026-03-06T01:52:45Z,2370000,False,,,0,,S. Castle Free Throw 1 of 1 (5 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
246,PT08M26.00S,2026-03-06T01:52:58.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.1268068331143235,51.225490196078425,1610612765,50,35,2026-03-06T01:53:06Z,2380000,False,-6.0,5.0,1,left,MISS C. Cunningham driving finger roll Layup,[1630595],1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,0.8,Missed,,,,,,,,,,,,,,,,,,
247,PT08M24.00S,2026-03-06T01:52:59.9Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,50,35,2026-03-06T01:53:00Z,2390000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,246.0,,,,,5.0,4.0,1.0,,,,,,,,
248,PT08M19.00S,2026-03-06T01:53:05.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,93.9060446780552,50.73529411764706,1610612759,52,35,2026-03-06T01:53:10Z,2400000,False,4.0,5.0,1,right,D. Fox running finger roll Layup (20 PTS),[1628368],1610612759.0,SAS,running finger roll,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,0.61,Made,,,,20.0,,,,,,,,,,,,,,
249,PT08M10.00S,2026-03-06T01:53:17.1Z,2,REGULAR,violation,kicked ball,[],1641705,,,1610612765,52,35,2026-03-06T01:53:22Z,2410000,False,,,0,,V. Wembanyama kicked ball VIOLATION,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,202053.0,,,,,,,
250,PT08M10.00S,2026-03-06T01:53:22.6Z,2,REGULAR,substitution,out,[],1628368,,,1610612765,52,35,2026-03-06T01:53:34Z,2420000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M10.00S,2026-03-06T01:53:22.6Z,2,REGULAR,substitution,out,[],1630577,,,1610612765,52,35,2026-03-06T01:53:34Z,2430000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT08M10.00S,2026-03-06T01:53:22.6Z,2,REGULAR,substitution,in,[],1642844,,,1610612765,52,35,2026-03-06T01:53:34Z,2440000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT08M10.00S,2026-03-06T01:53:22.6Z,2,REGULAR,substitution,in,[],1630170,,,1610612765,52,35,2026-03-06T01:53:34Z,2450000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT08M01.00S,2026-03-06T01:53:52.7Z,2,REGULAR,foul,personal,[],1642264,,,1610612765,52,35,2026-03-06T01:54:31Z,2460000,False,,,0,,S. Castle personal FOUL (3 PF),"[1642264, 1630595]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627541.0,,3.0,0.0,Cunningham,1630595.0,,
256,PT07M47.00S,2026-03-06T01:54:28.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,5.601182654402102,48.03921568627451,1610612765,52,37,2026-03-06T01:55:28Z,2480000,False,10.0,0.0,1,left,J. Duren cutting Layup (6 PTS) (C. Cunningham 4 AST),"[1631105, 1630595]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.98,Made,,,,6.0,C. Cunningham,1630595.0,4.0,,,,,,,,,,,
258,PT07M47.00S,2026-03-06T01:54:31.3Z,2,REGULAR,foul,personal,['1freethrow'],1641705,,,1610612765,52,37,2026-03-06T01:54:42Z,2500000,False,,,0,,V. Wembanyama shooting personal FOUL (2 PF) (Duren 1 FT),"[1641705, 1631105]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202053.0,,2.0,0.0,Duren,1631105.0,,
260,PT07M47.00S,2026-03-06T01:54:48.9Z,2,REGULAR,substitution,out,[],1627747,,,1610612765,52,37,2026-03-06T01:55:15Z,2520000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M47.00S,2026-03-06T01:54:48.9Z,2,REGULAR,substitution,in,[],1629130,,,1610612765,52,37,2026-03-06T01:55:15Z,2530000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
