actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
24,PT09M54.00S,2026-03-06T01:13:10.6Z,1,REGULAR,turnover,out-of-bounds,[],1641709,,,1610612765,7,2,2026-03-06T01:13:17Z,240000,False,,,0,,A. Thompson lost ball out-of-bounds TURNOVER (1 TO),[1641709],1610612765.0,DET,lost ball,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202053.0,1.0,,,,,,
25,PT09M54.00S,2026-03-06T01:13:30.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,7,2,2026-03-06T01:13:30Z,250000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M54.00S,2026-03-06T01:14:48.6Z,1,REGULAR,substitution,out,[],1641709,,,1610612759,7,2,2026-03-06T01:16:21Z,260000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M54.00S,2026-03-06T01:14:48.6Z,1,REGULAR,substitution,in,[],1641842,,,1610612759,7,2,2026-03-06T01:16:21Z,270000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M42.00S,2026-03-06T01:16:37.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,69.20170827858082,23.52941176470588,1610612759,10,2,2026-03-06T01:16:41Z,280000,False,-132.0,237.0,1,right,D. Fox 27' 3PT  (5 PTS) (S. Castle 2 AST),"[1628368, 1642264]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,27.15,Made,,,,5.0,S. Castle,1642264.0,2.0,,,,,,,,,,,
31,PT09M18.00S,2026-03-06T01:17:02.1Z,1,REGULAR,3pt,Jump Shot,[],1629130,33.196452036793694,66.66666666666666,1610612765,10,5,2026-03-06T01:17:08Z,300000,False,-83.0,260.0,1,left,D. Robinson 27' 3PT  (3 PTS) (C. Cunningham 2 AST),"[1629130, 1630595]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,27.25,Made,,,,3.0,C. Cunningham,1630595.0,2.0,,,,,,,,,,,
32,PT09M09.00S,2026-03-06T01:17:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,92.9862023653088,48.77450980392157,1610612759,12,5,2026-03-06T01:18:16Z,310000,False,-6.0,13.0,1,right,D. Fox driving Layup (7 PTS) (S. Castle 3 AST),"[1628368, 1642264]",1610612759.0,SAS,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1.47,Made,,,,7.0,S. Castle,1642264.0,3.0,,,,,,,,,,,
34,PT08M56.00S,2026-03-06T01:17:24.5Z,1,REGULAR,2pt,Jump Shot,[],1630595,21.632720105124836,36.76470588235294,1610612765,12,5,2026-03-06T01:17:28Z,330000,False,66.0,151.0,1,left,MISS C. Cunningham 16' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,16.47,Missed,,,,,,,,,,,,,,,,,,
35,PT08M53.00S,2026-03-06T01:17:25.9Z,1,REGULAR,rebound,offensive,[],1641842,,,1610612765,12,5,2026-03-06T01:17:26Z,340000,False,,,0,,R. Holland II REBOUND (Off:1 Def:0),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,16-24 Right Center,,,,,34.0,,,,,1.0,0.0,1.0,,,,,,,,
36,PT08M50.00S,2026-03-06T01:17:29.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,32.40801576872536,47.549019607843135,1610612765,12,5,2026-03-06T01:17:33Z,350000,False,12.0,252.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,25.24,Missed,,,,,,,,,,,,,,,,,,
37,PT08M47.00S,2026-03-06T01:17:32.6Z,1,REGULAR,rebound,offensive,[],1641842,,,1610612765,12,5,2026-03-06T01:17:32Z,360000,False,,,0,,R. Holland II REBOUND (Off:2 Def:0),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Center,,,,,36.0,,,,,2.0,0.0,2.0,,,,,,,,
38,PT08M47.00S,2026-03-06T01:17:32.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641842,5.590000152587891,50.0,1610612765,12,7,2026-03-06T01:17:32Z,370000,False,0.0,0.0,1,left,R. Holland II tip Layup (2 PTS),[1641842],1610612765.0,DET,tip,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Left,0.0,Made,,,,2.0,,,,,,,,,,,,,,
39,PT08M38.00S,2026-03-06T01:17:41.4Z,1,REGULAR,3pt,Jump Shot,[],1630170,95.6143232588699,95.83333333333334,1610612759,15,7,2026-03-06T01:17:45Z,380000,False,229.0,-11.0,1,right,D. Vassell 3PT  (3 PTS) (D. Fox 1 AST),"[1630170, 1628368]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,22.95,Made,,,,3.0,D. Fox,1628368.0,1.0,,,,,,,,,,,
41,PT08M24.00S,2026-03-06T01:17:55.8Z,1,REGULAR,2pt,Jump Shot,[],1630595,23.866622864651774,48.03921568627451,1610612765,15,9,2026-03-06T01:17:59Z,400000,False,10.0,172.0,1,left,C. Cunningham 17' pullup Jump Shot (2 PTS) (J. Duren 1 AST),"[1630595, 1631105]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,17.21,Made,,,,2.0,J. Duren,1631105.0,1.0,,,,,,,,,,,
43,PT08M14.00S,2026-03-06T01:18:05.1Z,1,REGULAR,3pt,Jump Shot,[],1630170,64.07687253613666,48.77450980392157,1610612759,15,9,2026-03-06T01:18:09Z,420000,False,-6.0,285.0,1,right,MISS D. Vassell 28' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,28.53,Missed,,,,,,,,,,,,,,,,,,
44,PT08M11.00S,2026-03-06T01:18:08.1Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,15,9,2026-03-06T01:18:09Z,430000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,43.0,,,,,2.0,2.0,0.0,,,,,,,,
45,PT08M08.00S,2026-03-06T01:18:14.0Z,1,REGULAR,foul,personal,['2freethrow'],1642264,,,1610612765,15,9,2026-03-06T01:18:21Z,440000,False,,,0,,S. Castle shooting personal FOUL (1 PF) (Harris 2 FT),"[1642264, 202699]",1610612759.0,SAS,shooting,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202053.0,,1.0,0.0,Harris,202699.0,,
47,PT08M08.00S,2026-03-06T01:18:46.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202699,,,1610612765,15,10,2026-03-06T01:18:46Z,460000,False,,,0,,T. Harris Free Throw 1 of 2 (1 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,,,,1.0,,,,,,,,,,,,,,
48,PT08M08.00S,2026-03-06T01:19:01.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202699,,,1610612765,15,11,2026-03-06T01:19:01Z,470000,False,,,0,,T. Harris Free Throw 2 of 2 (2 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,,,,2.0,,,,,,,,,,,,,,
49,PT07M55.00S,2026-03-06T01:19:15.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,91.80354796320631,64.4607843137255,1610612759,15,11,2026-03-06T01:20:13Z,480000,False,72.0,25.0,1,right,MISS S. Castle 7' pullup bank Shot,[1642264],1610612759.0,SAS,pullup bank,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,7.63,Missed,,,,,,,,,,,,,,,,,,
50,PT07M53.00S,2026-03-06T01:19:17.2Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,15,11,2026-03-06T01:20:13Z,490000,False,,,0,,J. Duren REBOUND (Off:0 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,49.0,,,,,3.0,3.0,0.0,,,,,,,,
51,PT07M45.00S,2026-03-06T01:19:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,5.469776609724048,46.81372549019608,1610612765,15,11,2026-03-06T01:19:30Z,500000,False,16.0,-1.0,1,left,MISS C. Cunningham driving Layup - blocked,"[1630595, 1641705]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.59,Missed,Wembanyama,1641705.0,,,,,,,,,,,,,,,,
52,PT07M45.00S,2026-03-06T01:19:24.8Z,1,REGULAR,block,,[],1641705,,,1610612765,15,11,2026-03-06T01:19:26Z,510000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M43.00S,2026-03-06T01:19:26.8Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,15,11,2026-03-06T01:21:18Z,520000,False,,,0,,J. Duren REBOUND (Off:1 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,51.0,,,,,4.0,3.0,1.0,,,,,,,,
54,PT07M43.00S,2026-03-06T01:19:29.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,15,11,2026-03-06T01:22:33Z,530000,False,0.0,0.0,1,left,MISS J. Duren putback Layup,[1631105],1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
55,PT07M42.00S,2026-03-06T01:19:30.8Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,15,11,2026-03-06T01:22:33Z,540000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,54.0,,,,,2.0,2.0,0.0,,,,,,,,
57,PT07M32.00S,2026-03-06T01:19:58.0Z,1,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,15,11,2026-03-06T01:20:08Z,560000,False,,,0,,D. Vassell lost ball out-of-bounds TURNOVER (1 TO),[1630170],1610612759.0,SAS,lost ball,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,1146.0,1.0,,,,,,
60,PT07M12.00S,2026-03-06T01:20:39.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,13.485545335085414,96.07843137254902,1610612765,15,11,2026-03-06T01:23:31Z,580000,False,-230.0,74.0,1,left,MISS D. Robinson 24' pullup 3PT,[1629130],1610612765.0,DET,pullup,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,24.21,Missed,,,,,,,,,,,,,,,,,,
61,PT07M10.00S,2026-03-06T01:20:41.6Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,15,11,2026-03-06T01:23:31Z,590000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,,,60.0,,,,,1.0,1.0,0.0,,,,,,,,
62,PT07M02.00S,2026-03-06T01:20:50.0Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612759,15,11,2026-03-06T01:21:01Z,600000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1631105, 1641705]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1627541.0,,1.0,0.0,Wembanyama,1641705.0,,
64,PT07M02.00S,2026-03-06T01:21:19.5Z,1,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,16,11,2026-03-06T01:21:19Z,620000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (6 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
65,PT07M02.00S,2026-03-06T01:21:20.1Z,1,REGULAR,substitution,out,[],1628368,,,1610612759,16,11,2026-03-06T01:21:36Z,630000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M02.00S,2026-03-06T01:21:20.1Z,1,REGULAR,substitution,in,[],1642844,,,1610612759,16,11,2026-03-06T01:21:36Z,640000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M02.00S,2026-03-06T01:21:44.5Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,17,11,2026-03-06T01:21:44Z,650000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (7 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,7.0,,,,,,,,,,,,,,
68,PT06M46.00S,2026-03-06T01:22:02.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,5.601182654402102,46.07843137254902,1610612765,17,11,2026-03-06T01:22:07Z,660000,False,20.0,0.0,1,left,MISS J. Duren driving floating bank Shot,[1631105],1610612765.0,DET,driving floating bank,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
69,PT06M44.00S,2026-03-06T01:22:03.7Z,1,REGULAR,rebound,offensive,[],1641842,,,1610612765,17,11,2026-03-06T01:22:03Z,670000,False,,,0,,R. Holland II REBOUND (Off:3 Def:0),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,68.0,,,,,3.0,0.0,3.0,,,,,,,,
70,PT06M43.00S,2026-03-06T01:22:07.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1641842,6.389618922470433,50.245098039215684,1610612765,17,13,2026-03-06T01:25:10Z,680000,False,-1.0,8.0,1,left,R. Holland II putback Layup (4 PTS),[1641842],1610612765.0,DET,putback,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,0.77,Made,,,,4.0,,,,,,,,,,,,,,
71,PT06M43.00S,2026-03-06T01:22:14.0Z,1,REGULAR,violation,defensive goaltending,[],1641705,,,1610612765,17,13,2026-03-06T01:22:26Z,690000,False,,,0,,V. Wembanyama defensive goaltending VIOLATION,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,202053.0,,,,,,,
72,PT06M26.00S,2026-03-06T01:22:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,94.82588699080158,52.20588235294118,1610612759,19,13,2026-03-06T01:22:36Z,700000,False,11.0,-4.0,1,right,S. Castle driving finger roll Layup (2 PTS),[1642264],1610612759.0,SAS,driving finger roll,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,1.17,Made,,,,2.0,,,,,,,,,,,,,,
73,PT06M12.00S,2026-03-06T01:22:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,5.995400788436268,52.69607843137255,1610612765,19,15,2026-03-06T01:22:47Z,710000,False,-13.0,4.0,1,left,J. Duren Layup (4 PTS) (T. Harris 1 AST),"[1631105, 202699]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.41,Made,,,,4.0,T. Harris,202699.0,1.0,,,,,,,,,,,
75,PT06M02.00S,2026-03-06T01:22:58.0Z,1,REGULAR,foul,personal,[],1631105,,,1610612759,19,15,2026-03-06T01:23:02Z,730000,False,,,0,,J. Duren personal FOUL (2 PF),"[1631105, 1641705]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,202053.0,,2.0,0.0,Wembanyama,1641705.0,,
77,PT06M02.00S,2026-03-06T01:23:12.5Z,1,REGULAR,substitution,out,[],1631105,,,1610612759,19,15,2026-03-06T01:23:28Z,750000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M02.00S,2026-03-06T01:23:12.5Z,1,REGULAR,substitution,in,[],1630191,,,1610612759,19,15,2026-03-06T01:23:28Z,770000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M02.00S,2026-03-06T01:23:12.5Z,1,REGULAR,substitution,in,[],1627747,,,1610612759,19,15,2026-03-06T01:23:28Z,780000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT06M02.00S,2026-03-06T01:23:12.5Z,1,REGULAR,substitution,out,[],202699,,,1610612759,19,15,2026-03-06T01:24:27Z,785000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M51.00S,2026-03-06T01:23:41.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,81.68528252299606,60.049019607843135,1610612759,21,15,2026-03-06T01:23:47Z,790000,False,50.0,120.0,1,right,V. Wembanyama 12' turnaround Jump Shot (9 PTS) (S. Castle 4 AST),"[1641705, 1642264]",1610612759.0,SAS,turnaround,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,12.98,Made,,,,9.0,S. Castle,1642264.0,4.0,,,,,,,,,,,
83,PT05M43.00S,2026-03-06T01:23:50.8Z,1,REGULAR,3pt,Jump Shot,[],1630595,30.436925098554536,72.05882352941177,1610612765,21,15,2026-03-06T01:29:22Z,810000,False,-110.0,234.0,1,left,MISS C. Cunningham 25' pullup 3PT - blocked,"[1630595, 1642264]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,25.83,Missed,Castle,1642264.0,,,,,,,,,,,,,,,,
84,PT05M43.00S,2026-03-06T01:23:50.8Z,1,REGULAR,block,,[],1642264,,,1610612765,21,15,2026-03-06T01:23:54Z,820000,False,,,0,,S. Castle BLOCK (1 BLK),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
85,PT05M43.00S,2026-03-06T01:23:50.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,21,15,2026-03-06T01:24:08Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,83.0,,,,,,,,,,,,,,,
87,PT05M43.00S,2026-03-06T01:23:59.6Z,1,REGULAR,substitution,out,[],1630577,,,1610612765,21,15,2026-03-06T01:24:02Z,850000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M43.00S,2026-03-06T01:23:59.6Z,1,REGULAR,substitution,in,[],1629640,,,1610612765,21,15,2026-03-06T01:24:02Z,860000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M38.00S,2026-03-06T01:24:17.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630191,24.26084099868594,9.558823529411764,1610612765,21,15,2026-03-06T01:24:21Z,870000,False,202.0,176.0,1,left,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,26.78,Missed,,,,,,,,,,,,,,,,,,
