actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
425,PT05M43.00S,2026-01-16T02:42:35.4Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,92,64,2026-01-16T02:43:31Z,4250000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,,,,,,424.0,,,,,5.0,3.0,2.0,,,,,,,
426,PT05M36.00S,2026-01-16T02:42:41.6Z,3,REGULAR,3pt,Jump Shot,[],1629645,93.9060446780552,95.34313725490196,1610612749,92,64,2026-01-16T02:42:45Z,4260000,False,227.0,5.0,1,right,MISS K. Porter Jr. 3PT,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Right Corner 3,24+ Right,,,,22.68,Missed,,,,,,,,,,,,,,,
427,PT05M34.00S,2026-01-16T02:42:43.6Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,92,64,2026-01-16T02:42:45Z,4270000,False,,,0,,K. Johnson REBOUND (Off:1 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,,426.0,,,,,6.0,5.0,1.0,,,,,,,
428,PT05M27.00S,2026-01-16T02:42:52.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642844,13.485545335085414,50.0,1610612759,92,64,2026-01-16T02:44:45Z,4280000,False,0.0,74.0,1,left,MISS D. Harper 7' driving floating Shot,[1642844],1610612759.0,SAS,driving floating,,,Harper,D. Harper,,,,,In The Paint (Non-RA),0-8 Center,,,,7.43,Missed,,,,,,,,,,,,,,,
429,PT05M22.00S,2026-01-16T02:42:57.1Z,3,REGULAR,rebound,offensive,[],1642844,,,1610612759,92,64,2026-01-16T02:42:58Z,4290000,False,,,0,,D. Harper REBOUND (Off:1 Def:2),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,In The Paint (Non-RA),0-8 Center,,,,,,428.0,,,,,3.0,2.0,1.0,,,,,,,
430,PT05M22.00S,2026-01-16T02:42:56.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642844,5.590000152587891,50.0,1610612759,94,64,2026-01-16T02:42:56Z,4300000,False,0.0,0.0,1,left,D. Harper tip Layup (5 PTS),[1642844],1610612759.0,SAS,tip,,,Harper,D. Harper,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,5.0,,,,,,,,,,,,,
431,PT05M06.00S,2026-01-16T02:43:12.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,92.85479632063075,47.794117647058826,1610612749,94,64,2026-01-16T02:45:21Z,4310000,False,-11.0,15.0,1,right,MISS B. Portis driving finger roll Layup,[1626171],1610612749.0,MIL,driving finger roll,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,1.84,Missed,,,,,,,,,,,,,,,
432,PT05M03.00S,2026-01-16T02:43:15.3Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612759,94,64,2026-01-16T02:44:31Z,4320000,False,,,0,,L. Kornet REBOUND (Off:0 Def:3),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,431.0,,,,,3.0,3.0,0.0,,,,,,,
433,PT04M47.00S,2026-01-16T02:43:31.6Z,3,REGULAR,2pt,Jump Shot,[],1642844,20.97568988173456,46.32352941176471,1610612759,96,64,2026-01-16T02:43:34Z,4330000,False,18.0,145.0,1,left,D. Harper 14' pullup Jump Shot (7 PTS) (H. Barnes 3 AST),"[1642844, 203084]",1610612759.0,SAS,pullup,,,Harper,D. Harper,,,,,Mid-Range,8-16 Center,,,,14.59,Made,,7.0,H. Barnes,203084.0,3.0,,,,,,,,,,
435,PT04M30.00S,2026-01-16T02:43:48.4Z,3,REGULAR,2pt,Jump Shot,[],1629645,74.58935611038108,58.08823529411765,1610612749,96,64,2026-01-16T02:43:54Z,4350000,False,40.0,186.0,1,right,MISS K. Porter Jr. 19' step back Shot,[1629645],1610612749.0,MIL,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,19.07,Missed,,,,,,,,,,,,,,,
436,PT04M26.00S,2026-01-16T02:43:52.4Z,3,REGULAR,rebound,defensive,[],1642844,,,1610612759,96,64,2026-01-16T02:43:54Z,4360000,False,,,0,,D. Harper REBOUND (Off:1 Def:3),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Mid-Range,16-24 Center,,,,,,435.0,,,,,4.0,3.0,1.0,,,,,,,
437,PT04M21.00S,2026-01-16T02:43:57.4Z,3,REGULAR,3pt,Jump Shot,[],203084,8.623521681997373,3.6764705882352944,1610612759,99,64,2026-01-16T02:44:06Z,4370000,False,232.0,29.0,1,left,H. Barnes 3PT  (6 PTS) (D. Harper 4 AST),"[203084, 1642844]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,23.34,Made,,6.0,D. Harper,1642844.0,4.0,,,,,,,,,,
439,PT04M20.00S,2026-01-16T02:44:02.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612749,99,64,2026-01-16T02:44:02Z,4390000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M20.00S,2026-01-16T02:46:34.3Z,3,REGULAR,substitution,out,[],1642264,,,1610612749,99,64,2026-01-16T02:46:56Z,4400000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M20.00S,2026-01-16T02:46:34.3Z,3,REGULAR,substitution,out,[],1628436,,,1610612749,99,64,2026-01-16T02:46:56Z,4410000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M20.00S,2026-01-16T02:46:34.3Z,3,REGULAR,substitution,out,[],203084,,,1610612749,99,64,2026-01-16T02:46:56Z,4420000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M20.00S,2026-01-16T02:46:34.3Z,3,REGULAR,substitution,out,[],1629645,,,1610612749,99,64,2026-01-16T02:46:56Z,4430000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M20.00S,2026-01-16T02:46:34.3Z,3,REGULAR,substitution,out,[],1631260,,,1610612749,99,64,2026-01-16T02:46:56Z,4440000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M20.00S,2026-01-16T02:46:34.3Z,3,REGULAR,substitution,out,[],203507,,,1610612749,99,64,2026-01-16T02:46:56Z,4450000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M20.00S,2026-01-16T02:46:34.3Z,3,REGULAR,substitution,in,[],1641705,,,1610612749,99,64,2026-01-16T02:46:56Z,4460000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M20.00S,2026-01-16T02:46:34.3Z,3,REGULAR,substitution,in,[],1642868,,,1610612749,99,64,2026-01-16T02:46:56Z,4470000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M20.00S,2026-01-16T02:46:34.3Z,3,REGULAR,substitution,in,[],1628368,,,1610612749,99,64,2026-01-16T02:46:56Z,4480000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M20.00S,2026-01-16T02:46:34.3Z,3,REGULAR,substitution,in,[],1629018,,,1610612749,99,64,2026-01-16T02:46:56Z,4490000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M20.00S,2026-01-16T02:46:34.3Z,3,REGULAR,substitution,in,[],1631157,,,1610612749,99,64,2026-01-16T02:46:56Z,4500000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M20.00S,2026-01-16T02:46:34.3Z,3,REGULAR,substitution,in,[],1628398,,,1610612749,99,64,2026-01-16T02:46:56Z,4510000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M00.00S,2026-01-16T02:47:15.6Z,3,REGULAR,3pt,Jump Shot,[],1629018,68.01905387647832,61.76470588235294,1610612749,99,64,2026-01-16T02:47:38Z,4520000,False,59.0,248.0,1,right,MISS G. Trent Jr. 25' step back 3PT,[1629018],1610612749.0,MIL,step back,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,25.5,Missed,,,,,,,,,,,,,,,
453,PT03M57.00S,2026-01-16T02:47:18.6Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,99,64,2026-01-16T02:47:19Z,4530000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:8),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,,452.0,,,,,8.0,8.0,0.0,,,,,,,
454,PT03M50.00S,2026-01-16T02:47:25.2Z,3,REGULAR,3pt,Jump Shot,[],1628368,6.1268068331143235,95.34313725490196,1610612759,99,64,2026-01-16T02:47:33Z,4540000,False,-227.0,5.0,1,left,MISS D. Fox 3PT,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,22.68,Missed,,,,,,,,,,,,,,,
455,PT03M46.00S,2026-01-16T02:47:29.2Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612749,99,64,2026-01-16T02:47:33Z,4550000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,454.0,,,,,3.0,2.0,1.0,,,,,,,
456,PT03M36.00S,2026-01-16T02:47:39.1Z,3,REGULAR,2pt,Jump Shot,[],1626171,81.2910643889619,23.03921568627451,1610612749,99,66,2026-01-16T02:47:43Z,4560000,False,-135.0,123.0,1,right,B. Portis 18' Jump Shot (10 PTS) (R. Rollins 6 AST),"[1626171, 1631157]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left Center,,,,18.28,Made,,10.0,R. Rollins,1631157.0,6.0,,,,,,,,,,
458,PT03M14.00S,2026-01-16T02:48:03.5Z,3,REGULAR,foul,personal,[],1631157,,,1610612759,99,66,2026-01-16T02:48:11Z,4580000,False,,,0,,R. Rollins personal FOUL (4 PF),"[1631157, 1641705]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2534.0,4.0,0.0,Wembanyama,1641705.0,,
460,PT03M04.00S,2026-01-16T02:48:38.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642844,5.863994743758213,48.529411764705884,1610612759,101,66,2026-01-16T02:48:42Z,4600000,False,7.0,3.0,1,left,D. Harper alley-oop DUNK (9 PTS) (V. Wembanyama 1 AST),"[1642844, 1641705]",1610612759.0,SAS,alley-oop,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,0.78,Made,,9.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,
462,PT02M48.00S,2026-01-16T02:48:53.8Z,3,REGULAR,3pt,Jump Shot,[],203914,92.06636005256242,96.07843137254902,1610612749,101,69,2026-01-16T02:48:58Z,4620000,False,230.0,22.0,1,right,G. Harris 3PT  (3 PTS) (R. Rollins 7 AST),"[203914, 1631157]",1610612749.0,MIL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,,,,23.15,Made,,3.0,R. Rollins,1631157.0,7.0,,,,,,,,,,
464,PT02M29.00S,2026-01-16T02:49:12.8Z,3,REGULAR,2pt,Jump Shot,[],1641705,23.99802890932983,46.07843137254902,1610612759,101,69,2026-01-16T02:49:17Z,4640000,False,20.0,173.0,1,left,MISS V. Wembanyama 17' Jump Shot,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,,,,17.42,Missed,,,,,,,,,,,,,,,
465,PT02M29.00S,2026-01-16T02:49:12.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,101,69,2026-01-16T02:49:17Z,4650000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,16-24 Center,,,,,,464.0,,,,,,,,,,,,,,
467,PT02M16.00S,2026-01-16T02:49:37.7Z,3,REGULAR,foul,personal,[],1629640,,,1610612749,101,69,2026-01-16T02:49:43Z,4670000,False,,,0,,K. Johnson personal FOUL (2 PF),"[1629640, 1631157]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2534.0,2.0,0.0,Rollins,1631157.0,,
469,PT02M01.00S,2026-01-16T02:50:09.4Z,3,REGULAR,3pt,Jump Shot,[],1629018,92.19776609724047,3.9215686274509802,1610612749,101,69,2026-01-16T02:50:13Z,4690000,False,-230.0,21.0,1,right,MISS G. Trent Jr. 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,,,,23.13,Missed,,,,,,,,,,,,,,,
470,PT01M58.00S,2026-01-16T02:50:12.6Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612759,101,69,2026-01-16T02:50:12Z,4700000,False,,,0,,D. Fox REBOUND (Off:1 Def:3),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,,,469.0,,,,,4.0,3.0,1.0,,,,,,,
471,PT01M55.00S,2026-01-16T02:50:18.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631157,,,1610612759,101,69,2026-01-16T02:50:27Z,4710000,False,,,0,,R. Rollins personal FOUL (5 PF) (Fox 2 FT),"[1631157, 1628368]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1629177.0,5.0,0.0,Fox,1628368.0,,
473,PT01M55.00S,2026-01-16T02:50:45.7Z,3,REGULAR,freethrow,1 of 2,[],1628368,,,1610612759,101,69,2026-01-16T03:56:06Z,4730000,False,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
474,PT01M55.00S,2026-01-16T02:50:45.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,101,69,2026-01-16T03:56:06Z,4740000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,473.0,,,,,,,,,,,,,,
475,PT01M55.00S,2026-01-16T02:50:46.6Z,3,REGULAR,substitution,out,[],1642868,,,1610612759,101,69,2026-01-16T02:50:49Z,4750000,False,,,0,,SUB out: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M55.00S,2026-01-16T02:50:46.6Z,3,REGULAR,substitution,in,[],1628436,,,1610612759,101,69,2026-01-16T02:50:49Z,4760000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M55.00S,2026-01-16T02:50:52.1Z,3,REGULAR,substitution,out,[],1631157,,,1610612759,101,69,2026-01-16T02:50:55Z,4770000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M55.00S,2026-01-16T02:50:52.1Z,3,REGULAR,substitution,in,[],1630175,,,1610612759,101,69,2026-01-16T02:50:55Z,4780000,False,,,0,,SUB in: C. Anthony,[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT01M55.00S,2026-01-16T02:50:45.7Z,3,REGULAR,freethrow,2 of 2,[],1628368,,,1610612759,102,69,2026-01-16T03:56:06Z,4790000,False,,,0,,D. Fox Free Throw 2 of 2 (18 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,Made,,18.0,,,,,,,,,,,,,
481,PT01M37.00S,2026-01-16T02:51:45.3Z,3,REGULAR,turnover,bad pass,[],1630175,,,1610612749,102,69,2026-01-16T02:51:51Z,4810000,False,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1629640]",1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,1.0,Johnson,1629640.0,,,,,,,,,,,,,,,,,
482,PT01M37.00S,2026-01-16T02:51:45.3Z,3,REGULAR,steal,,[],1629640,,,1610612759,102,69,2026-01-16T02:51:47Z,4820000,False,,,0,,K. Johnson STEAL (3 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
483,PT01M33.00S,2026-01-16T02:51:49.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642844,7.703679369250986,49.50980392156863,1610612759,104,69,2026-01-16T02:51:59Z,4830000,False,2.0,20.0,1,left,D. Harper running finger roll Layup (11 PTS) (K. Johnson 2 AST),"[1642844, 1629640]",1610612759.0,SAS,running finger roll,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,2.01,Made,,11.0,K. Johnson,1629640.0,2.0,,,,,,,,,,
485,PT01M13.00S,2026-01-16T02:52:10.1Z,3,REGULAR,2pt,Jump Shot,[],1628398,86.94152431011827,67.64705882352942,1610612749,104,69,2026-01-16T02:52:55Z,4850000,False,88.0,70.0,1,right,MISS K. Kuzma 11' driving floating Shot,[1628398],1610612749.0,MIL,driving floating,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,,11.27,Missed,,,,,,,,,,,,,,,
486,PT01M10.00S,2026-01-16T02:52:13.1Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,104,69,2026-01-16T02:52:14Z,4860000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:9),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,,,485.0,,,,,9.0,9.0,0.0,,,,,,,
487,PT01M04.00S,2026-01-16T02:52:18.2Z,3,REGULAR,turnover,bad pass,[],1628368,,,1610612759,104,69,2026-01-16T02:52:21Z,4870000,False,,,0,,D. Fox bad pass TURNOVER (4 TO),"[1628368, 1626171]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,4.0,Portis,1626171.0,,,,,,,,,,,,,,,,,
488,PT01M04.00S,2026-01-16T02:52:18.2Z,3,REGULAR,steal,,[],1626171,,,1610612749,104,69,2026-01-16T02:53:26Z,4880000,False,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
489,PT01M00.00S,2026-01-16T02:52:22.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628398,94.56307490144546,95.58823529411765,1610612749,104,69,2026-01-16T02:52:32Z,4890000,False,228.0,-1.0,1,right,MISS K. Kuzma running 3PT,[1628398],1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,22.79,Missed,,,,,,,,,,,,,,,
490,PT00M56.70S,2026-01-16T02:52:26.0Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,104,69,2026-01-16T02:52:27Z,4900000,False,,,0,,K. Johnson REBOUND (Off:1 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,,489.0,,,,,7.0,6.0,1.0,,,,,,,
491,PT00M42.80S,2026-01-16T02:52:40.5Z,3,REGULAR,3pt,Jump Shot,[],1629640,5.075558475689881,95.34313725490196,1610612759,104,69,2026-01-16T02:52:49Z,4910000,False,-227.0,-5.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,22.68,Missed,,,,,,,,,,,,,,,
492,PT00M39.60S,2026-01-16T02:52:43.7Z,3,REGULAR,rebound,offensive,[],1641705,,,1610612759,104,69,2026-01-16T02:52:49Z,4920000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:9),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,,,,491.0,,,,,10.0,9.0,1.0,,,,,,,
493,PT00M36.90S,2026-01-16T02:52:47.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1641705,23.73521681997372,48.28431372549019,1610612759,106,69,2026-01-16T02:54:13Z,4930000,False,9.0,171.0,1,left,V. Wembanyama 17' Jump Shot (22 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,,,,17.08,Made,,22.0,,,,,,,,,,,,,
494,PT00M22.40S,2026-01-16T02:53:10.4Z,3,REGULAR,3pt,Jump Shot,[],1628398,69.20170827858082,16.911764705882355,1610612749,106,69,2026-01-16T02:53:13Z,4940000,False,-165.0,237.0,1,right,MISS K. Kuzma 28' 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,28.9,Missed,,,,,,,,,,,,,,,
495,PT00M19.90S,2026-01-16T02:53:12.9Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,106,69,2026-01-16T02:53:13Z,4950000,False,,,0,,K. Johnson REBOUND (Off:1 Def:7),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,494.0,,,,,8.0,7.0,1.0,,,,,,,
496,PT00M00.00S,2026-01-16T02:53:32.8Z,3,REGULAR,2pt,Jump Shot,[],1641705,18.347568988173457,76.22549019607843,1610612759,106,69,2026-01-16T02:53:37Z,4960000,False,-131.0,120.0,1,left,MISS V. Wembanyama 17' fadeaway Shot,[1641705],1610612759.0,SAS,fadeaway,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Left Center,,,,17.77,Missed,,,,,,,,,,,,,,,
497,PT00M00.00S,2026-01-16T02:53:32.8Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,106,69,2026-01-16T02:53:37Z,4970000,False,,,0,,B. Portis REBOUND (Off:0 Def:6),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left Center,,,,,,496.0,,,,,6.0,6.0,0.0,,,,,,,
498,PT00M00.00S,2026-01-16T02:53:35.4Z,3,REGULAR,period,end,[],0,,,1610612749,106,69,2026-01-16T02:53:35Z,4980000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2026-01-16T02:55:31.9Z,4,REGULAR,substitution,out,['startperiod'],1641705,,,1610612749,106,69,2026-01-16T02:56:12Z,4990000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2026-01-16T02:55:31.9Z,4,REGULAR,substitution,out,['startperiod'],1628368,,,1610612749,106,69,2026-01-16T02:56:12Z,5000000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2026-01-16T02:55:31.9Z,4,REGULAR,substitution,in,['startperiod'],1642264,,,1610612749,106,69,2026-01-16T02:56:12Z,5010000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2026-01-16T02:55:31.9Z,4,REGULAR,substitution,in,['startperiod'],1630577,,,1610612749,106,69,2026-01-16T02:56:12Z,5020000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2026-01-16T02:56:16.5Z,4,REGULAR,period,start,[],0,,,1610612759,106,69,2026-01-16T02:56:16Z,5030000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT11M45.00S,2026-01-16T02:56:30.9Z,4,REGULAR,3pt,Jump Shot,[],1642844,29.517082785808146,72.30392156862744,1610612759,106,69,2026-01-16T02:56:35Z,5040000,False,-112.0,225.0,1,left,MISS D. Harper 25' 3PT,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Left Center,,,,25.11,Missed,,,,,,,,,,,,,,,
505,PT11M41.00S,2026-01-16T02:56:34.9Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612759,106,69,2026-01-16T02:56:35Z,5050000,False,,,0,,L. Kornet REBOUND (Off:1 Def:3),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,,,504.0,,,,,4.0,3.0,1.0,,,,,,,
506,PT11M41.00S,2026-01-16T02:56:34.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,5.590000152587891,50.0,1610612759,108,69,2026-01-16T02:56:34Z,5060000,False,0.0,0.0,1,left,L. Kornet tip Layup (10 PTS),[1628436],1610612759.0,SAS,tip,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,10.0,,,,,,,,,,,,,
507,PT11M28.00S,2026-01-16T02:56:49.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,91.40932982917214,49.50980392156863,1610612749,108,71,2026-01-16T02:57:53Z,5070000,False,-2.0,28.0,1,right,K. Kuzma driving Layup (17 PTS) (G. Trent Jr. 1 AST),"[1628398, 1629018]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,2.84,Made,,17.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,
