actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
177,PT12M00.00S,2026-03-09T00:44:52.4Z,2,REGULAR,substitution,out,['startperiod'],1629006,,,1610612759,32,33,2026-03-09T00:45:08Z,1760000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2026-03-09T00:44:52.4Z,2,REGULAR,substitution,out,['startperiod'],1631106,,,1610612759,32,33,2026-03-09T00:45:08Z,1770000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2026-03-09T00:44:52.4Z,2,REGULAR,substitution,in,['startperiod'],1630578,,,1610612759,32,33,2026-03-09T00:45:08Z,1780000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2026-03-09T00:44:52.4Z,2,REGULAR,substitution,in,['startperiod'],1642263,,,1610612759,32,33,2026-03-09T00:45:08Z,1790000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2026-03-09T00:44:52.4Z,2,REGULAR,substitution,in,['startperiod'],1627827,,,1610612759,32,33,2026-03-09T00:45:08Z,1800000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2026-03-09T00:45:14.0Z,2,REGULAR,period,start,[],0,,,1610612745,32,33,2026-03-09T00:45:14Z,1810000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M48.00S,2026-03-09T00:45:29.3Z,2,REGULAR,foul,offensive,[],1630578,,,1610612745,32,33,2026-03-09T00:45:36Z,1820000,False,,,0,,A. Sengun offensive FOUL (1 PF),"[1630578, 1628368]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,1627534.0,1.0,0.0,Fox,1628368.0,,,,,,,,,,,,,,,
185,PT11M48.00S,2026-03-09T00:45:29.3Z,2,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,32,33,2026-03-09T00:45:29Z,1840000,False,,,0,,A. Sengun offensive foul TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,1627534.0,,,,,,,,,,,,,,,1.0,,,,
186,PT11M29.00S,2026-03-09T00:46:05.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629640,6.521024967148489,46.07843137254902,1610612759,34,33,2026-03-09T00:46:25Z,1850000,False,20.0,9.0,1,left,K. Johnson driving bank Hook (7 PTS),[1629640],1610612759.0,SAS,driving bank,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,2.15,Made,7.0,,,,,,,,,,,,
187,PT11M17.00S,2026-03-09T00:46:16.3Z,2,REGULAR,3pt,Jump Shot,[],1642263,67.23061760840999,63.48039215686274,1610612745,34,33,2026-03-09T00:46:21Z,1860000,False,67.0,256.0,1,right,MISS R. Sheppard 26' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,,,,26.42,Missed,,,,,,,,,,,,,
188,PT11M14.00S,2026-03-09T00:46:19.3Z,2,REGULAR,rebound,defensive,[],1642264,,,1610612759,34,33,2026-03-09T00:46:21Z,1870000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,187.0,1.0,1.0,0.0,,,,,
189,PT11M03.00S,2026-03-09T00:46:30.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,7.046649145860711,47.549019607843135,1610612759,36,33,2026-03-09T00:46:35Z,1880000,False,12.0,14.0,1,left,D. Fox driving Layup (5 PTS) (S. Castle 2 AST),"[1628368, 1642264]",1610612759.0,SAS,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,1.84,Made,5.0,S. Castle,1642264.0,2.0,,,,,,,,,
191,PT10M52.00S,2026-03-09T00:46:41.6Z,2,REGULAR,turnover,bad pass,[],1642263,,,1610612745,36,33,2026-03-09T00:46:53Z,1900000,False,,,0,,R. Sheppard bad pass TURNOVER (1 TO),"[1642263, 1630577]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,,,Champagnie,1630577.0
192,PT10M52.00S,2026-03-09T00:46:41.6Z,2,REGULAR,steal,,[],1630577,,,1610612759,36,33,2026-03-09T00:46:43Z,1910000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
193,PT10M40.00S,2026-03-09T00:46:53.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1641705,11.300919842312746,24.662990196078432,1610612759,38,33,2026-03-09T00:47:08Z,1920000,False,127.0,54.0,1,left,V. Wembanyama 13' turnaround fadeaway bank Jump Shot (10 PTS) (J. Champagnie 3 AST),"[1641705, 1630577]",1610612759.0,SAS,turnaround fadeaway bank,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,,,13.76,Made,10.0,J. Champagnie,1630577.0,3.0,,,,,,,,,
195,PT10M23.00S,2026-03-09T00:47:09.9Z,2,REGULAR,2pt,Jump Shot,[],1641708,74.98357424441524,22.30392156862745,1610612745,38,35,2026-03-09T00:47:58Z,1940000,False,-138.0,183.0,1,right,A. Thompson 22' pullup Jump Shot (10 PTS),[1641708],1610612745.0,HOU,pullup,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,22.93,Made,10.0,,,,,,,,,,,,
196,PT10M14.00S,2026-03-09T00:47:19.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,5.601182654402102,50.245098039215684,1610612759,40,35,2026-03-09T00:48:15Z,1950000,False,-1.0,0.0,1,left,V. Wembanyama alley-oop DUNK (12 PTS) (D. Fox 5 AST),"[1641705, 1628368]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,0.12,Made,12.0,D. Fox,1628368.0,5.0,,,,,,,,,
198,PT10M05.00S,2026-03-09T00:47:28.0Z,2,REGULAR,3pt,Jump Shot,[],1631095,78.13731931668858,90.93137254901961,1610612745,40,35,2026-03-09T00:47:52Z,1970000,False,205.0,153.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,25.56,Missed,,,,,,,,,,,,,
199,PT10M05.00S,2026-03-09T00:47:28.0Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,40,35,2026-03-09T00:47:52Z,1980000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,198.0,1.0,0.0,1.0,,,,,
200,PT10M01.00S,2026-03-09T00:47:34.2Z,2,REGULAR,foul,personal,[],1628368,,,1610612745,40,35,2026-03-09T00:47:43Z,1990000,False,,,0,,D. Fox personal FOUL (2 PF),"[1628368, 1630578]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left,2003.0,2.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,,,
202,PT10M01.00S,2026-03-09T00:47:52.3Z,2,REGULAR,substitution,out,[],1628368,,,1610612745,40,35,2026-03-09T00:47:54Z,2010000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M01.00S,2026-03-09T00:47:52.3Z,2,REGULAR,substitution,in,[],1642844,,,1610612745,40,35,2026-03-09T00:47:54Z,2020000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M52.00S,2026-03-09T00:48:10.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642263,84.31340341655716,61.029411764705884,1610612745,40,37,2026-03-09T00:48:18Z,2030000,False,55.0,95.0,1,right,R. Sheppard 10' driving floating Jump Shot (5 PTS),[1642263],1610612745.0,HOU,driving floating,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.98,Made,5.0,,,,,,,,,,,,
205,PT09M39.00S,2026-03-09T00:48:23.6Z,2,REGULAR,3pt,Jump Shot,[],1641705,27.94021024967148,19.852941176470587,1610612759,40,37,2026-03-09T00:48:50Z,2040000,False,151.0,210.0,1,left,MISS V. Wembanyama 25' step back 3PT,[1641705],1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,25.86,Missed,,,,,,,,,,,,,
206,PT09M36.00S,2026-03-09T00:48:26.6Z,2,REGULAR,rebound,offensive,[],1630577,,,1610612759,40,37,2026-03-09T00:48:30Z,2050000,False,,,0,,J. Champagnie REBOUND (Off:2 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,205.0,3.0,1.0,2.0,,,,,
207,PT09M34.00S,2026-03-09T00:48:29.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642264,32.276609724047304,38.970588235294116,1610612759,43,37,2026-03-09T00:48:40Z,2060000,False,55.0,251.0,1,left,S. Castle 25' 3PT  (5 PTS) (D. Harper 2 AST),"[1642264, 1642844]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,,,25.69,Made,5.0,D. Harper,1642844.0,2.0,,,,,,,,,
209,PT09M09.00S,2026-03-09T00:48:53.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.51182654402102,47.05882352941176,1610612745,43,39,2026-03-09T00:49:17Z,2080000,False,-15.0,8.0,1,right,A. Sengun driving reverse Layup (6 PTS),[1630578],1610612745.0,HOU,driving reverse,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,1.7,Made,6.0,,,,,,,,,,,,
210,PT09M04.00S,2026-03-09T00:49:02.2Z,2,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612759,43,39,2026-03-09T00:49:17Z,2090000,False,,,0,,A. Sengun shooting personal FOUL (2 PF) (Castle 2 FT),"[1630578, 1642264]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2003.0,2.0,0.0,Castle,1642264.0,,,,,,,,,,,,,,,
212,PT09M04.00S,2026-03-09T00:49:34.7Z,2,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,44,39,2026-03-09T00:49:34Z,2110000,False,,,0,,S. Castle Free Throw 1 of 2 (6 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
213,PT09M04.00S,2026-03-09T00:49:36.9Z,2,REGULAR,substitution,out,[],1641708,,,1610612759,44,39,2026-03-09T00:49:48Z,2120000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M04.00S,2026-03-09T00:49:36.9Z,2,REGULAR,substitution,out,[],1627827,,,1610612759,44,39,2026-03-09T00:49:48Z,2130000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M04.00S,2026-03-09T00:49:36.9Z,2,REGULAR,substitution,in,[],1629006,,,1610612759,44,39,2026-03-09T00:49:48Z,2140000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M04.00S,2026-03-09T00:49:36.9Z,2,REGULAR,substitution,in,[],1631106,,,1610612759,44,39,2026-03-09T00:49:48Z,2150000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M04.00S,2026-03-09T00:50:07.8Z,2,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,45,39,2026-03-09T00:50:07Z,2160000,False,,,0,,S. Castle Free Throw 2 of 2 (7 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
218,PT08M46.00S,2026-03-09T00:50:31.1Z,2,REGULAR,turnover,lost ball,[],1642263,,,1610612745,45,39,2026-03-09T00:50:40Z,2170000,False,,,0,,R. Sheppard lost ball TURNOVER (2 TO),"[1642263, 1641705]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,,,Wembanyama,1641705.0
219,PT08M46.00S,2026-03-09T00:50:31.1Z,2,REGULAR,steal,,[],1641705,,,1610612759,45,39,2026-03-09T00:50:34Z,2180000,False,,,0,,V. Wembanyama STEAL (1 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
220,PT08M42.00S,2026-03-09T00:50:35.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642844,5.338370565045992,52.94117647058824,1610612759,47,39,2026-03-09T00:50:53Z,2190000,False,-15.0,-2.0,1,left,D. Harper running Layup (10 PTS),[1642844],1610612759.0,SAS,running,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,,,1.49,Made,10.0,,,,,,,,,,,,
221,PT08M36.00S,2026-03-09T00:50:44.4Z,2,REGULAR,turnover,out-of-bounds,[],1642263,,,1610612745,47,39,2026-03-09T00:51:00Z,2200000,False,,,0,,R. Sheppard lost ball out-of-bounds TURNOVER (3 TO),[1642263],1610612745.0,HOU,lost ball,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,1627534.0,,,,,,,,,,,,,,,3.0,,,,
222,PT08M23.00S,2026-03-09T00:51:06.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,27.54599211563732,20.098039215686274,1610612759,50,39,2026-03-09T00:51:17Z,2210000,False,150.0,206.0,1,left,K. Johnson 25' 3PT  (10 PTS) (J. Champagnie 4 AST),"[1629640, 1630577]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,25.49,Made,10.0,J. Champagnie,1630577.0,4.0,,,,,,,,,
224,PT08M22.00S,2026-03-09T00:51:16.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,50,39,2026-03-09T00:51:16Z,2230000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M05.00S,2026-03-09T00:55:03.5Z,2,REGULAR,2pt,Jump Shot,[],1631095,85.62746386333771,67.40196078431373,1610612745,50,41,2026-03-09T00:55:16Z,2240000,False,87.0,83.0,1,right,J. Smith Jr. 12' pullup Jump Shot (2 PTS),[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,12.0,Made,2.0,,,,,,,,,,,,
226,PT07M46.00S,2026-03-09T00:55:23.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,8.886333771353483,35.78431372549019,1610612759,52,41,2026-03-09T00:55:32Z,2250000,False,71.0,31.0,1,left,S. Castle 7' turnaround bank Jump Shot (9 PTS),[1642264],1610612759.0,SAS,turnaround bank,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.76,Made,9.0,,,,,,,,,,,,
227,PT07M29.00S,2026-03-09T00:55:39.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,81.15965834428384,51.470588235294116,1610612745,52,43,2026-03-09T00:55:57Z,2260000,False,7.0,125.0,1,right,J. Smith Jr. 12' fadeaway Jump Shot (4 PTS) (A. Sengun 2 AST),"[1631095, 1630578]",1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.48,Made,4.0,A. Sengun,1630578.0,2.0,,,,,,,,,
229,PT07M13.00S,2026-03-09T00:55:55.9Z,2,REGULAR,3pt,Jump Shot,[],1641705,31.09395532194481,32.59803921568628,1610612759,52,43,2026-03-09T00:56:04Z,2280000,False,87.0,240.0,1,left,MISS V. Wembanyama 25' pullup 3PT,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,25.51,Missed,,,,,,,,,,,,,
230,PT07M10.00S,2026-03-09T00:55:58.9Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,52,43,2026-03-09T00:56:04Z,2290000,False,,,0,,T. Eason REBOUND (Off:1 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,229.0,3.0,2.0,1.0,,,,,
231,PT07M04.00S,2026-03-09T00:56:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,88.78120893561103,51.9607843137255,1610612745,52,43,2026-03-09T00:56:38Z,2300000,False,10.0,53.0,1,right,MISS T. Eason driving Layup - blocked,"[1631106, 1641705]",1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.39,Missed,,,,,,,,,,Wembanyama,1641705.0,,
232,PT07M04.00S,2026-03-09T00:56:06.4Z,2,REGULAR,block,,[],1641705,,,1610612745,52,43,2026-03-09T00:56:11Z,2310000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
233,PT07M04.00S,2026-03-09T00:56:06.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,52,43,2026-03-09T00:56:32Z,2320000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,231.0,,,,,,,,
234,PT07M04.00S,2026-03-09T00:56:18.9Z,2,REGULAR,substitution,out,[],1629640,,,1610612745,52,43,2026-03-09T00:56:25Z,2330000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M04.00S,2026-03-09T00:56:18.9Z,2,REGULAR,substitution,out,[],1630577,,,1610612745,52,43,2026-03-09T00:56:25Z,2340000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M04.00S,2026-03-09T00:56:18.9Z,2,REGULAR,substitution,out,[],1642263,,,1610612745,52,43,2026-03-09T00:56:25Z,2350000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M04.00S,2026-03-09T00:56:18.9Z,2,REGULAR,substitution,in,[],1630170,,,1610612745,52,43,2026-03-09T00:56:25Z,2360000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M04.00S,2026-03-09T00:56:18.9Z,2,REGULAR,substitution,in,[],1642868,,,1610612745,52,43,2026-03-09T00:56:25Z,2370000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M04.00S,2026-03-09T00:56:18.9Z,2,REGULAR,substitution,in,[],1641708,,,1610612745,52,43,2026-03-09T00:56:25Z,2380000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M02.00S,2026-03-09T00:56:38.2Z,2,REGULAR,foul,personal,['2freethrow'],1642868,,,1610612745,52,43,2026-03-09T00:56:44Z,2390000,False,,,0,,C. Bryant shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[1642868, 1631095]",1610612759.0,SAS,shooting,,,Bryant,C. Bryant,,,,,Mid-Range,16-24 Right,2003.0,1.0,0.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,
243,PT07M02.00S,2026-03-09T00:57:08.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631095,,,1610612745,52,44,2026-03-09T00:57:08Z,2410000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (5 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
244,PT07M02.00S,2026-03-09T00:57:10.5Z,2,REGULAR,substitution,out,[],1629006,,,1610612745,52,44,2026-03-09T00:57:15Z,2420000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M02.00S,2026-03-09T00:57:10.5Z,2,REGULAR,substitution,in,[],201142,,,1610612745,52,44,2026-03-09T00:57:15Z,2430000,False,,,0,,SUB in: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M02.00S,2026-03-09T00:57:30.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631095,,,1610612745,52,45,2026-03-09T00:57:30Z,2440000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (6 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
247,PT06M48.00S,2026-03-09T00:57:46.0Z,2,REGULAR,3pt,Jump Shot,[],1630170,30.042706964520367,26.225490196078432,1610612759,52,45,2026-03-09T00:57:50Z,2450000,False,119.0,230.0,1,left,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,,,25.88,Missed,,,,,,,,,,,,,
248,PT06M45.00S,2026-03-09T00:57:49.0Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,52,45,2026-03-09T00:57:50Z,2460000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,247.0,2.0,1.0,1.0,,,,,
249,PT06M26.00S,2026-03-09T00:58:08.2Z,2,REGULAR,3pt,Jump Shot,[],1631106,69.33311432325887,25.735294117647058,1610612745,52,45,2026-03-09T00:58:14Z,2470000,False,-121.0,236.0,1,right,MISS T. Eason 26' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,,26.52,Missed,,,,,,,,,,,,,
250,PT06M22.00S,2026-03-09T00:58:12.2Z,2,REGULAR,rebound,defensive,[],1642868,,,1610612759,52,45,2026-03-09T00:58:14Z,2480000,False,,,0,,C. Bryant REBOUND (Off:0 Def:1),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,249.0,1.0,1.0,0.0,,,,,
251,PT06M17.00S,2026-03-09T00:58:18.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642264,5.863994743758213,46.32352941176471,1610612759,54,45,2026-03-09T00:58:31Z,2490000,False,18.0,3.0,1,left,S. Castle running finger roll Layup (11 PTS),[1642264],1610612759.0,SAS,running finger roll,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,1.86,Made,11.0,,,,,,,,,,,,
252,PT06M17.00S,2026-03-09T00:58:21.5Z,2,REGULAR,foul,personal,['1freethrow'],1631106,,,1610612759,54,45,2026-03-09T00:58:46Z,2500000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (Castle 1 FT),"[1631106, 1642264]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1627534.0,1.0,0.0,Castle,1642264.0,,,,,,,,,,,,,,,
254,PT06M17.00S,2026-03-09T00:58:36.4Z,2,REGULAR,substitution,out,[],1641705,,,1610612759,54,45,2026-03-09T00:58:42Z,2520000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M17.00S,2026-03-09T00:58:36.4Z,2,REGULAR,substitution,out,[],1642844,,,1610612759,54,45,2026-03-09T00:58:42Z,2530000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M17.00S,2026-03-09T00:58:36.4Z,2,REGULAR,substitution,in,[],1628368,,,1610612759,54,45,2026-03-09T00:58:42Z,2540000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M17.00S,2026-03-09T00:58:36.4Z,2,REGULAR,substitution,in,[],1628436,,,1610612759,54,45,2026-03-09T00:58:42Z,2550000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M17.00S,2026-03-09T00:59:07.2Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1642264,,,1610612759,55,45,2026-03-09T00:59:07Z,2560000,False,,,0,,S. Castle Free Throw 1 of 1 (12 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,
259,PT05M58.00S,2026-03-09T00:59:29.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,92.85479632063075,46.81372549019608,1610612745,55,47,2026-03-09T00:59:37Z,2570000,False,-16.0,15.0,1,right,T. Eason driving reverse Layup (2 PTS) (A. Sengun 3 AST),"[1631106, 1630578]",1610612745.0,HOU,driving reverse,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,2.17,Made,2.0,A. Sengun,1630578.0,3.0,,,,,,,,,
