actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
17,PT10M46.00S,2026-03-09T00:14:43.3Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,3,0,2026-03-09T00:14:46Z,170000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,
18,PT10M35.00S,2026-03-09T00:14:53.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,6.783837056504599,50.98039215686274,1610612759,5,0,2026-03-09T00:14:59Z,180000,False,-5.0,11.0,1,left,V. Wembanyama driving finger roll Layup (5 PTS) (D. Fox 2 AST),"[1641705, 1628368]",1610612759.0,SAS,driving finger roll,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,1.23,Made,5.0,D. Fox,1628368.0,2.0,,,,,,,,,
20,PT10M14.00S,2026-03-09T00:15:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.59198423127464,47.549019607843135,1610612745,5,2,2026-03-09T00:15:21Z,200000,False,-12.0,17.0,1,right,A. Sengun driving finger roll Layup (2 PTS) (K. Durant 1 AST),"[1630578, 201142]",1610612745.0,HOU,driving finger roll,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,2.11,Made,2.0,K. Durant,201142.0,1.0,,,,,,,,,
22,PT10M08.00S,2026-03-09T00:15:20.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,6.652431011826544,48.28431372549019,1610612759,5,2,2026-03-09T00:16:21Z,220000,False,9.0,10.0,1,left,MISS S. Castle driving Layup - blocked,"[1642264, 201142]",1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,1.32,Missed,,,,,,,,,,Durant,201142.0,,
23,PT10M08.00S,2026-03-09T00:15:20.7Z,1,REGULAR,block,,[],201142,,,1610612759,5,2,2026-03-09T00:15:23Z,230000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M04.00S,2026-03-09T00:15:24.7Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,5,2,2026-03-09T00:15:27Z,240000,False,,,0,,T. Eason REBOUND (Off:1 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,22.0,2.0,1.0,1.0,,,,,
25,PT10M00.00S,2026-03-09T00:15:28.5Z,1,REGULAR,3pt,Jump Shot,[],201142,69.85873850197109,74.75490196078431,1610612745,5,2,2026-03-09T00:16:47Z,250000,False,124.0,231.0,1,right,MISS K. Durant 26' 3PT,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,26.19,Missed,,,,,,,,,,,,,
26,PT09M57.00S,2026-03-09T00:15:31.5Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,5,2,2026-03-09T00:15:38Z,260000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,25.0,2.0,2.0,0.0,,,,,
27,PT09M52.00S,2026-03-09T00:15:36.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,3.630091984231275,98.0392156862745,1610612759,5,2,2026-03-09T00:17:07Z,270000,False,-240.0,-18.0,1,left,MISS J. Champagnie 24' running 3PT,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,,,,24.09,Missed,,,,,,,,,,,,,
28,PT09M50.00S,2026-03-09T00:15:39.3Z,1,REGULAR,rebound,offensive,[],1630577,,,1610612759,5,2,2026-03-09T00:15:39Z,280000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,27.0,1.0,0.0,1.0,,,,,
29,PT09M47.00S,2026-03-09T00:15:44.1Z,1,REGULAR,foul,personal,[],1631095,,,1610612759,5,2,2026-03-09T00:16:05Z,290000,False,,,0,,J. Smith Jr. personal FOUL (2 PF),"[1631095, 1642264]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,2003.0,2.0,0.0,Castle,1642264.0,,,,,,,,,,,,,,,
31,PT09M47.00S,2026-03-09T00:15:58.8Z,1,REGULAR,substitution,out,[],1631095,,,1610612759,5,2,2026-03-09T00:16:06Z,310000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M47.00S,2026-03-09T00:15:58.8Z,1,REGULAR,substitution,in,[],1627827,,,1610612759,5,2,2026-03-09T00:16:06Z,320000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M40.00S,2026-03-09T00:16:22.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628368,22.470433639947437,67.4249387254902,1610612759,5,2,2026-03-09T00:16:29Z,330000,False,-87.0,159.0,1,left,MISS D. Fox 18' step back Shot,[1628368],1610612759.0,SAS,step back,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,,,,,,18.1,Missed,,,,,,,,,,,,,
34,PT09M37.00S,2026-03-09T00:16:25.4Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,5,2,2026-03-09T00:16:29Z,340000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,33.0,1.0,1.0,0.0,,,,,
35,PT09M23.00S,2026-03-09T00:16:39.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,88.12417871222075,51.71568627450981,1610612745,5,4,2026-03-09T00:16:51Z,350000,False,9.0,59.0,1,right,K. Durant driving Layup (2 PTS) (A. Sengun 1 AST),"[201142, 1630578]",1610612745.0,HOU,driving,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.97,Made,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,
37,PT09M15.00S,2026-03-09T00:16:45.9Z,1,REGULAR,3pt,Jump Shot,[],1641705,26.10052562417871,83.82352941176471,1610612759,5,4,2026-03-09T00:17:25Z,370000,False,-169.0,193.0,1,left,MISS V. Wembanyama 25' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,25.65,Missed,,,,,,,,,,,,,
38,PT09M15.00S,2026-03-09T00:16:45.9Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,5,4,2026-03-09T00:17:25Z,380000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,37.0,3.0,2.0,1.0,,,,,
39,PT09M14.00S,2026-03-09T00:16:51.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641705,13.009198423127463,53.94454656862745,1610612759,7,4,2026-03-09T00:17:34Z,390000,False,-20.0,70.0,1,left,V. Wembanyama 7' putback Layup (7 PTS),[1641705],1610612759.0,SAS,putback,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.25,Made,7.0,,,,,,,,,,,,
40,PT09M14.00S,2026-03-09T00:16:55.2Z,1,REGULAR,foul,personal,['1freethrow'],1627827,,,1610612759,7,4,2026-03-09T00:17:16Z,400000,False,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Wembanyama 1 FT),"[1627827, 1641705]",1610612745.0,HOU,shooting,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,
42,PT09M14.00S,2026-03-09T00:17:03.6Z,1,REGULAR,substitution,out,[],1641708,,,1610612759,7,4,2026-03-09T00:17:25Z,420000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT09M14.00S,2026-03-09T00:17:03.6Z,1,REGULAR,substitution,in,[],1642263,,,1610612759,7,4,2026-03-09T00:17:25Z,430000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT09M14.00S,2026-03-09T00:17:33.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1641705,,,1610612759,8,4,2026-03-09T00:17:33Z,440000,False,,,0,,V. Wembanyama Free Throw 1 of 1 (8 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
45,PT08M51.00S,2026-03-09T00:17:58.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,92.85479632063075,45.588235294117645,1610612745,8,4,2026-03-09T00:33:51Z,450000,False,-22.0,15.0,1,right,MISS A. Sengun driving bank Hook,[1630578],1610612745.0,HOU,driving bank,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,2.65,Missed,,,,,,,,,,,,,
46,PT08M48.00S,2026-03-09T00:18:01.8Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,8,4,2026-03-09T00:18:04Z,460000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,45.0,2.0,1.0,1.0,,,,,
47,PT08M41.00S,2026-03-09T00:18:07.7Z,1,REGULAR,2pt,Jump Shot,[],1630170,11.514454664914586,31.862745098039213,1610612759,8,4,2026-03-09T00:18:16Z,470000,False,91.0,56.0,1,left,MISS D. Vassell 10' turnaround fadeaway Shot,[1630170],1610612759.0,SAS,turnaround fadeaway,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,10.64,Missed,,,,,,,,,,,,,
48,PT08M39.00S,2026-03-09T00:18:09.7Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,8,4,2026-03-09T00:18:16Z,480000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,
49,PT08M32.00S,2026-03-09T00:18:16.9Z,1,REGULAR,3pt,Jump Shot,[],1627827,89.17542706964521,96.56862745098039,1610612745,8,7,2026-03-09T00:18:21Z,490000,False,233.0,49.0,1,right,D. Finney-Smith 3PT  (3 PTS) (T. Eason 1 AST),"[1627827, 1631106]",1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,,,23.8,Made,3.0,T. Eason,1631106.0,1.0,,,,,,,,,
51,PT08M09.00S,2026-03-09T00:18:39.8Z,1,REGULAR,2pt,Jump Shot,[],1642264,22.28975032851511,67.8921568627451,1610612759,10,7,2026-03-09T00:18:49Z,510000,False,-89.0,157.0,1,left,S. Castle 18' step back Jump Shot (2 PTS) (D. Fox 3 AST),"[1642264, 1628368]",1610612759.0,SAS,step back,,,Castle,S. Castle,,,,,Mid-Range,16-24 Left Center,,,,,,18.07,Made,2.0,D. Fox,1628368.0,3.0,,,,,,,,,
52,PT07M46.00S,2026-03-09T00:19:02.9Z,1,REGULAR,2pt,Jump Shot,[],1630578,84.44480946123521,30.392156862745097,1610612745,10,9,2026-03-09T00:19:07Z,520000,False,-98.0,94.0,1,right,A. Sengun 13' Jump Shot (4 PTS) (D. Finney-Smith 1 AST),"[1630578, 1627827]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,,,,13.56,Made,4.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,
54,PT07M38.00S,2026-03-09T00:19:11.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.389618922470433,47.05882352941176,1610612759,12,9,2026-03-09T00:20:44Z,540000,False,15.0,8.0,1,left,D. Fox cutting Layup (2 PTS) (S. Castle 1 AST),"[1628368, 1642264]",1610612759.0,SAS,cutting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,1.65,Made,2.0,S. Castle,1642264.0,1.0,,,,,,,,,
56,PT07M16.00S,2026-03-09T00:19:33.2Z,1,REGULAR,3pt,Jump Shot,[],1627827,94.56307490144546,2.941176470588235,1610612745,12,9,2026-03-09T00:19:40Z,560000,False,-235.0,-1.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,,,,,,23.53,Missed,,,,,,,,,,,,,
57,PT07M14.00S,2026-03-09T00:19:37.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,12,9,2026-03-09T00:19:37Z,570000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,56.0,,,,,,,,
59,PT07M14.00S,2026-03-09T00:19:40.3Z,1,REGULAR,substitution,out,[],1641705,,,1610612759,12,9,2026-03-09T00:19:50Z,590000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M14.00S,2026-03-09T00:19:40.3Z,1,REGULAR,substitution,out,[],1628368,,,1610612759,12,9,2026-03-09T00:19:50Z,600000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M14.00S,2026-03-09T00:19:40.3Z,1,REGULAR,substitution,in,[],1628436,,,1610612759,12,9,2026-03-09T00:19:50Z,610000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M14.00S,2026-03-09T00:19:40.3Z,1,REGULAR,substitution,in,[],1642844,,,1610612759,12,9,2026-03-09T00:19:50Z,620000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M03.00S,2026-03-09T00:20:15.5Z,1,REGULAR,3pt,Jump Shot,[],1630577,32.276609724047304,50.73529411764706,1610612759,15,9,2026-03-09T00:20:20Z,630000,False,-4.0,251.0,1,left,J. Champagnie 25' 3PT  (3 PTS) (D. Harper 1 AST),"[1630577, 1642844]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,25.09,Made,3.0,D. Harper,1642844.0,1.0,,,,,,,,,
65,PT06M48.00S,2026-03-09T00:20:30.1Z,1,REGULAR,2pt,Jump Shot,[],1630578,76.95466491458606,51.225490196078425,1610612745,15,9,2026-03-09T00:21:18Z,650000,False,6.0,164.0,1,right,MISS A. Sengun 16' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,,,,,,16.42,Missed,,,,,,,,,,,,,
66,PT06M45.00S,2026-03-09T00:20:33.1Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,15,9,2026-03-09T00:20:35Z,660000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,65.0,1.0,1.0,0.0,,,,,
67,PT06M37.00S,2026-03-09T00:20:41.3Z,1,REGULAR,3pt,Jump Shot,[],1642844,19.136005256241788,6.61764705882353,1610612759,18,9,2026-03-09T00:20:46Z,670000,False,217.0,127.0,1,left,D. Harper 25' 3PT  (3 PTS) (D. Vassell 1 AST),"[1642844, 1630170]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Right Center,,,,,,25.15,Made,3.0,D. Vassell,1630170.0,1.0,,,,,,,,,
69,PT06M36.00S,2026-03-09T00:20:48.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,18,9,2026-03-09T00:20:48Z,690000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M36.00S,2026-03-09T00:24:08.2Z,1,REGULAR,substitution,out,[],1631106,,,1610612745,18,9,2026-03-09T00:24:14Z,700000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M36.00S,2026-03-09T00:24:08.2Z,1,REGULAR,substitution,in,[],1641708,,,1610612745,18,9,2026-03-09T00:24:14Z,710000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M19.00S,2026-03-09T00:24:39.2Z,1,REGULAR,3pt,Jump Shot,[],1642263,72.22404730617609,17.401960784313726,1610612745,18,12,2026-03-09T00:24:45Z,720000,False,-163.0,209.0,1,right,R. Sheppard 26' 3PT  (3 PTS) (K. Durant 2 AST),"[1642263, 201142]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,26.47,Made,3.0,K. Durant,201142.0,2.0,,,,,,,,,
75,PT05M59.00S,2026-03-09T00:24:58.1Z,1,REGULAR,3pt,Jump Shot,[],1642844,23.209592641261498,10.049019607843137,1610612759,21,12,2026-03-09T00:25:04Z,740000,False,200.0,166.0,1,left,D. Harper 25' 3PT  (6 PTS) (J. Champagnie 1 AST),"[1642844, 1630577]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Right Center,,,,,,25.96,Made,6.0,J. Champagnie,1630577.0,1.0,,,,,,,,,
77,PT05M35.00S,2026-03-09T00:25:22.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,85.62746386333771,65.19607843137256,1610612745,21,14,2026-03-09T00:25:29Z,760000,False,76.0,83.0,1,right,K. Durant 11' turnaround Jump Shot (4 PTS),[201142],1610612745.0,HOU,turnaround,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,,,,,,11.22,Made,4.0,,,,,,,,,,,,
78,PT05M20.00S,2026-03-09T00:25:39.7Z,1,REGULAR,foul,personal,['3freethrow'],1627827,,,1610612759,21,14,2026-03-09T00:25:50Z,770000,False,,,0,,D. Finney-Smith shooting personal FOUL (2 PF) (Vassell 3 FT),"[1627827, 1630170]",1610612745.0,HOU,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,2003.0,2.0,0.0,Vassell,1630170.0,,,,,,,,,,,,,,,
80,PT05M20.00S,2026-03-09T00:26:10.3Z,1,REGULAR,freethrow,1 of 3,[],1630170,,,1610612759,22,14,2026-03-09T00:26:10Z,790000,False,,,0,,D. Vassell Free Throw 1 of 3 (1 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
81,PT05M20.00S,2026-03-09T00:26:28.8Z,1,REGULAR,freethrow,2 of 3,[],1630170,,,1610612759,23,14,2026-03-09T00:26:28Z,800000,False,,,0,,D. Vassell Free Throw 2 of 3 (2 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
82,PT05M20.00S,2026-03-09T00:26:30.1Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,23,14,2026-03-09T00:26:38Z,810000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M20.00S,2026-03-09T00:26:30.1Z,1,REGULAR,substitution,out,[],1630578,,,1610612759,23,14,2026-03-09T00:26:38Z,820000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M20.00S,2026-03-09T00:26:30.1Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,23,14,2026-03-09T00:26:38Z,830000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M20.00S,2026-03-09T00:26:30.1Z,1,REGULAR,substitution,in,[],203991,,,1610612759,23,14,2026-03-09T00:26:38Z,840000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M20.00S,2026-03-09T00:26:55.2Z,1,REGULAR,freethrow,3 of 3,[],1630170,,,1610612759,24,14,2026-03-09T00:26:55Z,850000,False,,,0,,D. Vassell Free Throw 3 of 3 (3 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
87,PT05M05.00S,2026-03-09T00:27:12.2Z,1,REGULAR,3pt,Jump Shot,[],1642263,70.12155059132719,19.362745098039216,1610612745,24,14,2026-03-09T00:27:22Z,860000,False,-153.0,228.0,1,right,MISS R. Sheppard 27' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,27.5,Missed,,,,,,,,,,,,,
88,PT05M03.00S,2026-03-09T00:27:14.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,24,14,2026-03-09T00:27:22Z,870000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,87.0,,,,,,,,
