actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
253,PT05M32.00S,2025-11-16T21:53:06.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,89.30683311432325,56.127450980392155,1610612759,51,38,2025-11-16T21:53:18Z,2520000,False,31.0,48.0,1,right,MISS S. Castle driving Layup,[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.69,Missed,,,,,,,,,,,,,,
254,PT05M30.00S,2025-11-16T21:53:08.2Z,2,REGULAR,rebound,defensive,[],201566,,,1610612758,51,38,2025-11-16T21:53:18Z,2530000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,253.0,3.0,3.0,0.0,,,,,,
255,PT05M22.00S,2025-11-16T21:53:16.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.521024967148489,45.83333333333333,1610612758,51,38,2025-11-16T21:53:37Z,2540000,False,21.0,9.0,1,left,MISS R. Westbrook driving finger roll Layup - blocked,"[201566, 1628436]",1610612758.0,SAC,driving finger roll,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,2.26,Missed,,,,,,,,,,,,,Kornet,1628436.0
256,PT05M22.00S,2025-11-16T21:53:16.6Z,2,REGULAR,block,,[],1628436,,,1610612758,51,38,2025-11-16T21:53:20Z,2550000,False,,,0,,L. Kornet BLOCK (2 BLK),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
257,PT05M22.00S,2025-11-16T21:53:16.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,51,38,2025-11-16T21:53:37Z,2560000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,255.0,,,,,,,,,
259,PT05M14.00S,2025-11-16T21:53:43.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201942,6.521024967148489,23.284313725490197,1610612758,51,40,2025-11-16T21:53:48Z,2580000,False,134.0,9.0,1,left,D. DeRozan 13' turnaround fadeaway Jump Shot (18 PTS),[201942],1610612758.0,SAC,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,,,13.39,Made,18.0,,,,,,,,,,,,,
260,PT05M02.00S,2025-11-16T21:53:55.5Z,2,REGULAR,turnover,lost ball,[],1642264,,,1610612759,51,40,2025-11-16T21:54:07Z,2590000,False,,,0,,S. Castle lost ball TURNOVER (3 TO),"[1642264, 201566]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,8-16 Right,,3.0,Westbrook,201566.0,,,,,,,,,,,,,,,,
261,PT05M02.00S,2025-11-16T21:53:55.5Z,2,REGULAR,steal,,[],201566,,,1610612758,51,40,2025-11-16T21:53:57Z,2600000,False,,,0,,R. Westbrook STEAL (2 STL),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
262,PT04M54.00S,2025-11-16T21:54:03.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201566,20.318659658344284,93.62745098039215,1610612758,51,43,2025-11-16T21:54:10Z,2610000,False,-218.0,138.0,1,left,R. Westbrook 25' 3PT  (3 PTS) (D. Sabonis 4 AST),"[201566, 1627734]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,25.84,Made,3.0,D. Sabonis,1627734.0,4.0,,,,,,,,,,
264,PT04M36.00S,2025-11-16T21:54:21.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,86.5473061760841,34.55882352941176,1610612759,53,43,2025-11-16T21:54:31Z,2630000,False,-77.0,74.0,1,right,D. Vassell 10' driving floating bank Jump Shot (6 PTS) (S. Castle 5 AST),"[1630170, 1642264]",1610612759.0,SAS,driving floating bank,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Left,,,,,10.69,Made,6.0,S. Castle,1642264.0,5.0,,,,,,,,,,
266,PT04M14.00S,2025-11-16T21:54:43.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,11.514454664914586,49.50980392156863,1610612758,53,43,2025-11-16T21:54:50Z,2650000,False,2.0,56.0,1,left,MISS D. Sabonis Hook,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.58,Missed,,,,,,,,,,,,,,
267,PT04M11.00S,2025-11-16T21:54:46.5Z,2,REGULAR,rebound,defensive,[],1642868,,,1610612759,53,43,2025-11-16T21:54:50Z,2660000,False,,,0,,C. Bryant REBOUND (Off:0 Def:1),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,266.0,1.0,1.0,0.0,,,,,,
268,PT04M02.00S,2025-11-16T21:54:58.7Z,2,REGULAR,turnover,out-of-bounds,[],1628436,,,1610612759,53,43,2025-11-16T21:55:06Z,2670000,False,,,0,,L. Kornet lost ball out-of-bounds TURNOVER (1 TO),[1628436],1610612759.0,SAS,lost ball,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,1151.0,1.0,,,,,,,,,,,,,,,,,,
269,PT04M02.00S,2025-11-16T21:55:04.8Z,2,REGULAR,substitution,out,[],1642264,,,1610612758,53,43,2025-11-16T21:55:07Z,2680000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M02.00S,2025-11-16T21:55:04.8Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,53,43,2025-11-16T21:55:07Z,2690000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M46.00S,2025-11-16T21:55:35.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642363,12.040078843626807,61.029411764705884,1610612758,53,43,2025-11-16T21:55:46Z,2700000,False,-55.0,61.0,1,left,MISS N. Clifford 8' fadeaway Shot,[1642363],1610612758.0,SAC,fadeaway,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),8-16 Left,,,,,8.2,Missed,,,,,,,,,,,,,,
272,PT03M44.00S,2025-11-16T21:55:37.8Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612759,53,43,2025-11-16T21:55:46Z,2710000,False,,,0,,L. Kornet REBOUND (Off:4 Def:4),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,271.0,8.0,4.0,4.0,,,,,,
273,PT03M38.00S,2025-11-16T21:55:46.3Z,2,REGULAR,foul,personal,['2freethrow'],201942,,,1610612759,53,43,2025-11-16T21:55:54Z,2720000,False,,,0,,D. DeRozan shooting personal FOUL (2 PF) (Kornet 2 FT),"[201942, 1628436]",1610612758.0,SAC,shooting,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,1151.0,,,,,,,,,,,,,,2.0,0.0,Kornet,1628436.0,,
275,PT03M38.00S,2025-11-16T21:56:17.4Z,2,REGULAR,freethrow,1 of 2,[],1628436,,,1610612759,54,43,2025-11-16T21:56:17Z,2740000,False,,,0,,L. Kornet Free Throw 1 of 2 (3 PTS),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
276,PT03M38.00S,2025-11-16T21:56:18.4Z,2,REGULAR,substitution,out,[],1642868,,,1610612759,54,43,2025-11-16T21:56:25Z,2750000,False,,,0,,SUB out: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M38.00S,2025-11-16T21:56:18.4Z,2,REGULAR,substitution,in,[],1631110,,,1610612759,54,43,2025-11-16T21:56:25Z,2760000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M38.00S,2025-11-16T21:56:42.7Z,2,REGULAR,freethrow,2 of 2,[],1628436,,,1610612759,55,43,2025-11-16T21:56:42Z,2770000,False,,,0,,L. Kornet Free Throw 2 of 2 (4 PTS),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
279,PT03M29.00S,2025-11-16T21:56:54.1Z,2,REGULAR,turnover,lost ball,[],201566,,,1610612758,55,43,2025-11-16T21:57:05Z,2780000,False,,,0,,R. Westbrook lost ball TURNOVER (4 TO),"[201566, 1630170]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,4.0,Vassell,1630170.0,,,,,,,,,,,,,,,,
280,PT03M29.00S,2025-11-16T21:56:54.1Z,2,REGULAR,steal,,[],1630170,,,1610612759,55,43,2025-11-16T21:56:56Z,2790000,False,,,0,,D. Vassell STEAL (2 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
281,PT03M25.00S,2025-11-16T21:56:59.5Z,2,REGULAR,foul,personal,['2freethrow'],1642363,,,1610612759,55,43,2025-11-16T21:57:12Z,2800000,False,,,0,,N. Clifford shooting personal FOUL (1 PF) (Vassell 2 FT),"[1642363, 1630170]",1610612758.0,SAC,shooting,,,Clifford,N. Clifford,,,,,Restricted Area,0-8 Center,204058.0,,,,,,,,,,,,,,1.0,0.0,Vassell,1630170.0,,
283,PT03M25.00S,2025-11-16T21:57:28.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630170,,,1610612759,56,43,2025-11-16T21:58:05Z,2820000,False,,,0,,D. Vassell Free Throw 1 of 2 (7 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
284,PT03M25.00S,2025-11-16T21:57:29.1Z,2,REGULAR,substitution,out,[],1628436,,,1610612759,56,43,2025-11-16T21:57:46Z,2830000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M25.00S,2025-11-16T21:57:29.1Z,2,REGULAR,substitution,out,[],1642363,,,1610612759,56,43,2025-11-16T21:57:46Z,2840000,False,,,0,,SUB out: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M25.00S,2025-11-16T21:57:29.1Z,2,REGULAR,substitution,out,[],201942,,,1610612759,56,43,2025-11-16T21:57:46Z,2850000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M25.00S,2025-11-16T21:57:29.1Z,2,REGULAR,substitution,in,[],203482,,,1610612759,56,43,2025-11-16T21:57:46Z,2860000,False,,,0,,SUB in: K. Olynyk,[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M25.00S,2025-11-16T21:57:29.1Z,2,REGULAR,substitution,in,[],1628370,,,1610612759,56,43,2025-11-16T21:57:46Z,2870000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M25.00S,2025-11-16T21:57:29.1Z,2,REGULAR,substitution,in,[],203897,,,1610612759,56,43,2025-11-16T21:57:46Z,2880000,False,,,0,,SUB in: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M25.00S,2025-11-16T21:57:28.2Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630170,,,1610612759,57,43,2025-11-16T21:58:05Z,2890000,False,,,0,,D. Vassell Free Throw 2 of 2 (8 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
291,PT03M17.00S,2025-11-16T21:58:12.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,5.338370565045992,53.431372549019606,1610612758,57,45,2025-11-16T21:58:19Z,2900000,False,-17.0,-2.0,1,left,R. Westbrook driving finger roll Layup (5 PTS),[201566],1610612758.0,SAC,driving finger roll,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,1.74,Made,5.0,,,,,,,,,,,,,
292,PT03M11.00S,2025-11-16T21:58:20.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612759,57,45,2025-11-16T21:58:35Z,2910000,False,,,0,,D. Schröder shooting personal FOUL (3 PF) (Fox 2 FT),"[203471, 1628368]",1610612758.0,SAC,shooting,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,1151.0,,,,,,,,,,,,,,3.0,0.0,Fox,1628368.0,,
294,PT03M11.00S,2025-11-16T21:58:49.6Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612759,58,45,2025-11-16T21:58:49Z,2930000,False,,,0,,D. Fox Free Throw 1 of 2 (9 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
295,PT03M11.00S,2025-11-16T21:59:07.4Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612759,59,45,2025-11-16T21:59:07Z,2940000,False,,,0,,D. Fox Free Throw 2 of 2 (10 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
296,PT03M02.00S,2025-11-16T21:59:17.5Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612758,59,45,2025-11-16T21:59:25Z,2950000,False,,,0,,R. Westbrook bad pass TURNOVER (5 TO),"[201566, 203084]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,5.0,Barnes,203084.0,,,,,,,,,,,,,,,,
297,PT03M02.00S,2025-11-16T21:59:17.5Z,2,REGULAR,steal,,[],203084,,,1610612759,59,45,2025-11-16T21:59:20Z,2960000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
298,PT02M57.00S,2025-11-16T21:59:22.6Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630170,91.93495400788436,61.76470588235294,1610612759,61,45,2025-11-16T22:17:18Z,2970000,False,59.0,23.0,1,right,D. Vassell 6' driving floating bank Jump Shot (10 PTS) (H. Barnes 2 AST),"[1630170, 203084]",1610612759.0,SAS,driving floating bank,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.32,Made,10.0,H. Barnes,203084.0,2.0,,,,,,,,,,
300,PT02M47.00S,2025-11-16T21:59:32.5Z,2,REGULAR,3pt,Jump Shot,[],203471,19.793035479632064,93.62745098039215,1610612758,61,48,2025-11-16T21:59:37Z,2990000,False,-218.0,134.0,1,left,D. Schröder 25' 3PT  (12 PTS) (M. Monk 1 AST),"[203471, 1628370]",1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,,,,,25.58,Made,12.0,M. Monk,1628370.0,1.0,,,,,,,,,,
302,PT02M31.00S,2025-11-16T21:59:47.9Z,2,REGULAR,3pt,Jump Shot,[],1631110,68.01905387647832,70.34313725490196,1610612759,64,48,2025-11-16T21:59:54Z,3010000,False,102.0,248.0,1,right,J. Sochan 26' 3PT  (9 PTS) (D. Fox 5 AST),"[1631110, 1628368]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,26.81,Made,9.0,D. Fox,1628368.0,5.0,,,,,,,,,,
304,PT02M18.00S,2025-11-16T22:00:01.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,12.697109067017081,47.549019607843135,1610612758,64,50,2025-11-16T22:00:09Z,3030000,False,12.0,67.0,1,left,M. Monk 6' driving floating Jump Shot (4 PTS) (Z. LaVine 2 AST),"[1628370, 203897]",1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.8,Made,4.0,Z. LaVine,203897.0,2.0,,,,,,,,,,
306,PT01M57.00S,2025-11-16T22:00:25.5Z,2,REGULAR,turnover,out-of-bounds,[],1631110,,,1610612759,64,50,2025-11-16T22:00:35Z,3050000,False,,,0,,J. Sochan lost ball out-of-bounds TURNOVER (1 TO),[1631110],1610612759.0,SAS,lost ball,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Right,202056.0,1.0,,,,,,,,,,,,,,,,,,
307,PT01M57.00S,2025-11-16T22:00:30.8Z,2,REGULAR,substitution,out,[],203084,,,1610612758,64,50,2025-11-16T22:00:36Z,3060000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M57.00S,2025-11-16T22:00:30.8Z,2,REGULAR,substitution,in,[],1642264,,,1610612758,64,50,2025-11-16T22:00:36Z,3070000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M49.00S,2025-11-16T22:00:50.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203471,15.719448094612352,56.86274509803921,1610612758,64,52,2025-11-16T22:00:57Z,3080000,False,-34.0,95.0,1,left,D. Schröder 10' driving floating Jump Shot (14 PTS),[203471],1610612758.0,SAC,driving floating,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,,,,,10.13,Made,14.0,,,,,,,,,,,,,
310,PT01M37.00S,2025-11-16T22:01:09.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203897,,,1610612759,64,52,2025-11-16T22:01:47Z,3090000,False,,,0,,Z. LaVine shooting personal FOUL (2 PF) (Castle 2 FT),"[203897, 1642264]",1610612758.0,SAC,shooting,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Center,202056.0,,,,,,,,,,,,,,2.0,0.0,Castle,1642264.0,,
312,PT01M37.00S,2025-11-16T22:01:34.7Z,2,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,65,52,2025-11-16T22:02:07Z,3110000,False,,,0,,S. Castle Free Throw 1 of 2 (4 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
313,PT01M37.00S,2025-11-16T22:01:36.2Z,2,REGULAR,substitution,out,[],203482,,,1610612759,65,52,2025-11-16T22:01:40Z,3120000,False,,,0,,SUB out: K. Olynyk,[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M37.00S,2025-11-16T22:01:36.2Z,2,REGULAR,substitution,in,[],1628436,,,1610612759,65,52,2025-11-16T22:01:40Z,3130000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M37.00S,2025-11-16T22:01:34.7Z,2,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,65,52,2025-11-16T22:02:07Z,3140000,False,,,0,,MISS S. Castle Free Throw 2 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
316,PT01M31.00S,2025-11-16T22:01:40.7Z,2,REGULAR,rebound,defensive,[],201566,,,1610612758,65,52,2025-11-16T22:02:07Z,3150000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:4),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,315.0,4.0,4.0,0.0,,,,,,
317,PT01M26.00S,2025-11-16T22:02:12.2Z,2,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612758,65,52,2025-11-16T22:02:26Z,3160000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1628436, 201566]",1610612759.0,SAS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,204058.0,,,,,,,,,,,,,,1.0,0.0,Westbrook,201566.0,,
319,PT01M26.00S,2025-11-16T22:02:44.4Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612758,65,53,2025-11-16T22:02:44Z,3180000,False,,,0,,R. Westbrook Free Throw 1 of 2 (6 PTS),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
320,PT01M26.00S,2025-11-16T22:03:03.9Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612758,65,54,2025-11-16T22:03:03Z,3190000,False,,,0,,R. Westbrook Free Throw 2 of 2 (7 PTS),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
321,PT01M11.00S,2025-11-16T22:03:19.3Z,2,REGULAR,3pt,Jump Shot,[],1630170,69.72733245729303,74.75490196078431,1610612759,65,54,2025-11-16T22:03:25Z,3200000,False,124.0,232.0,1,right,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,,26.31,Missed,,,,,,,,,,,,,,
322,PT01M08.00S,2025-11-16T22:03:22.3Z,2,REGULAR,rebound,defensive,[],203471,,,1610612758,65,54,2025-11-16T22:03:25Z,3210000,False,,,0,,D. Schröder REBOUND (Off:0 Def:4),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,321.0,4.0,4.0,0.0,,,,,,
323,PT01M05.00S,2025-11-16T22:03:29.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642264,,,1610612758,65,54,2025-11-16T22:03:36Z,3220000,False,,,0,,S. Castle shooting personal FOUL (2 PF) (Westbrook 2 FT),"[1642264, 201566]",1610612759.0,SAS,shooting,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,202056.0,,,,,,,,,,,,,,2.0,0.0,Westbrook,201566.0,,
325,PT01M05.00S,2025-11-16T22:03:59.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],201566,,,1610612758,65,55,2025-11-16T22:04:22Z,3240000,False,,,0,,R. Westbrook Free Throw 1 of 2 (8 PTS),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
326,PT01M05.00S,2025-11-16T22:03:59.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],201566,,,1610612758,65,55,2025-11-16T22:04:22Z,3250000,False,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
327,PT01M01.00S,2025-11-16T22:04:03.6Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,65,55,2025-11-16T22:04:22Z,3260000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,326.0,2.0,2.0,0.0,,,,,,
328,PT00M50.20S,2025-11-16T22:04:32.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,84.1819973718791,57.107843137254896,1610612759,65,55,2025-11-16T22:04:37Z,3270000,False,36.0,96.0,1,right,MISS D. Vassell 10' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,,10.25,Missed,,,,,,,,,,,,,,
329,PT00M47.70S,2025-11-16T22:04:34.7Z,2,REGULAR,rebound,defensive,[],201566,,,1610612758,65,55,2025-11-16T22:04:37Z,3280000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:5),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,328.0,5.0,5.0,0.0,,,,,,
330,PT00M43.20S,2025-11-16T22:04:42.5Z,2,REGULAR,foul,offensive,['inpenalty'],1627734,,,1610612758,65,55,2025-11-16T22:04:52Z,3290000,False,,,0,,D. Sabonis offensive FOUL (2 PF),"[1627734, 1642264]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,1151.0,,,,,,,,,,,,,,2.0,0.0,Castle,1642264.0,,
332,PT00M43.20S,2025-11-16T22:04:42.5Z,2,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,65,55,2025-11-16T22:04:42Z,3310000,False,,,0,,D. Sabonis offensive foul TURNOVER (2 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,1151.0,2.0,,,,,,,,,,,,,,,,,,
333,PT00M39.00S,2025-11-16T22:04:59.3Z,2,REGULAR,turnover,bad pass,[],1628368,,,1610612759,65,55,2025-11-16T22:05:07Z,3320000,False,,,0,,D. Fox bad pass TURNOVER (2 TO),"[1628368, 1628370]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,2.0,Monk,1628370.0,,,,,,,,,,,,,,,,
334,PT00M39.00S,2025-11-16T22:04:59.3Z,2,REGULAR,steal,,[],1628370,,,1610612758,65,55,2025-11-16T22:05:01Z,3330000,False,,,0,,M. Monk STEAL (1 STL),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
335,PT00M35.70S,2025-11-16T22:05:03.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628370,6.783837056504599,48.03921568627451,1610612758,65,57,2025-11-16T22:05:12Z,3340000,False,10.0,11.0,1,left,M. Monk running DUNK (6 PTS),[1628370],1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,1.5,Made,6.0,,,,,,,,,,,,,
336,PT00M14.60S,2025-11-16T22:05:31.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,85.23324572930355,50.0,1610612759,67,57,2025-11-16T22:05:36Z,3350000,False,0.0,86.0,1,right,D. Fox 8' pullup Jump Shot (12 PTS),[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,8.63,Made,12.0,,,,,,,,,,,,,
