actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
24,PT10M26.00S,2026-02-22T01:11:58.3Z,1,REGULAR,rebound,offensive,[],1630170,,,1610612759,6,0,2026-02-22T01:13:39Z,240000,False,,,0,,D. Vassell REBOUND (Off:1 Def:0),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,
25,PT10M14.00S,2026-02-22T01:12:10.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641705,78.79434954007884,36.029411764705884,1610612759,6,0,2026-02-22T01:12:22Z,250000,False,-70.0,147.0,1,right,MISS V. Wembanyama 16' fadeaway Shot,[1641705],1610612759.0,SAS,fadeaway,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Left Center,16.26,Missed,,,,,,,,,,,,,,,,,,
26,PT10M10.00S,2026-02-22T01:12:13.3Z,1,REGULAR,rebound,offensive,[],1642264,,,1610612759,6,0,2026-02-22T01:12:13Z,260000,False,,,0,,S. Castle REBOUND (Off:1 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,16-24 Left Center,,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,
27,PT10M07.00S,2026-02-22T01:12:16.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642264,84.44480946123521,58.82352941176471,1610612759,8,0,2026-02-22T01:16:57Z,270000,False,44.0,94.0,1,right,S. Castle 10' fadeaway Jump Shot (2 PTS),[1642264],1610612759.0,SAS,fadeaway,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,10.36,Made,2.0,,,,,,,,,,,,,,,,,
28,PT09M48.00S,2026-02-22T01:12:35.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642875,14.668199737187912,42.8921568627451,1610612758,8,0,2026-02-22T01:17:22Z,280000,False,36.0,85.0,1,left,MISS M. Raynaud 9' turnaround Hook,[1642875],1610612758.0,SAC,turnaround,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,9.25,Missed,,,,,,,,,,,,,,,,,,
29,PT09M46.00S,2026-02-22T01:12:37.6Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,8,0,2026-02-22T01:12:37Z,290000,False,,,0,,S. Castle REBOUND (Off:1 Def:2),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,28.0,3.0,2.0,1.0,,,,,,,,,,,,,
30,PT09M41.00S,2026-02-22T01:12:43.0Z,1,REGULAR,3pt,Jump Shot,[],1630170,71.43561103810775,19.607843137254903,1610612759,11,0,2026-02-22T01:12:49Z,300000,False,-152.0,216.0,1,right,D. Vassell 26' 3PT  (3 PTS) (J. Champagnie 2 AST),"[1630170, 1630577]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,26.41,Made,3.0,,,,,,,J. Champagnie,1630577.0,2.0,,,,,,,,
32,PT09M40.00S,2026-02-22T01:12:49.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,11,0,2026-02-22T01:12:49Z,320000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M28.00S,2026-02-22T01:15:50.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,19.530223390275953,47.794117647058826,1610612758,11,0,2026-02-22T01:17:57Z,330000,False,11.0,131.0,1,left,MISS K. Murray 13' fadeaway Shot,[1631099],1610612758.0,SAC,fadeaway,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.16,Missed,,,,,,,,,,,,,,,,,,
34,PT09M21.00S,2026-02-22T01:15:57.3Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,11,0,2026-02-22T01:16:01Z,340000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,
35,PT09M18.00S,2026-02-22T01:15:59.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,64.9043199737188,46.005667892156865,1610612759,11,0,2026-02-22T01:18:44Z,350000,False,-20.0,277.0,1,right,MISS V. Wembanyama 27' running 3PT,[1641705],1610612759.0,SAS,running,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,27.81,Missed,,,,,,,,,,,,,,,,,,
36,PT09M14.00S,2026-02-22T01:16:03.4Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,11,0,2026-02-22T01:16:12Z,360000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,
37,PT09M09.00S,2026-02-22T01:16:09.6Z,1,REGULAR,2pt,Jump Shot,[],1642875,3.630091984231275,33.57843137254902,1610612758,11,2,2026-02-22T01:16:32Z,370000,False,82.0,-18.0,1,left,M. Raynaud 8' floating Jump Shot (2 PTS) (R. Westbrook 1 AST),"[1642875, 201566]",1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Right,8.41,Made,2.0,,,,,,,R. Westbrook,201566.0,1.0,,,,,,,,
39,PT09M06.00S,2026-02-22T01:16:19.8Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612759,11,2,2026-02-22T01:16:40Z,390000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,204059.0,,,,,,,
40,PT08M58.00S,2026-02-22T01:16:38.0Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612759,11,2,2026-02-22T01:16:48Z,400000,False,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 1630173]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Achiuwa,1630173.0,,,,
41,PT08M58.00S,2026-02-22T01:16:38.0Z,1,REGULAR,steal,,[],1630173,,,1610612758,11,2,2026-02-22T01:16:40Z,410000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M52.00S,2026-02-22T01:16:43.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631099,4.5499342969776615,54.65686274509803,1610612758,11,4,2026-02-22T01:17:01Z,420000,False,-23.0,-10.0,1,left,K. Murray running DUNK (2 PTS) (P. Achiuwa 1 AST),"[1631099, 1630173]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,2.52,Made,2.0,,,,,,,P. Achiuwa,1630173.0,1.0,,,,,,,,
44,PT08M41.00S,2026-02-22T01:16:54.5Z,1,REGULAR,3pt,Jump Shot,[],1630577,94.82588699080158,2.2058823529411766,1610612759,14,4,2026-02-22T01:17:03Z,440000,False,-239.0,-4.0,1,right,J. Champagnie 3PT  (3 PTS) (S. Castle 1 AST),"[1630577, 1642264]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.9,Made,3.0,,,,,,,S. Castle,1642264.0,1.0,,,,,,,,
46,PT08M25.00S,2026-02-22T01:17:10.8Z,1,REGULAR,2pt,Jump Shot,[],201942,11.908672798948752,28.676470588235293,1610612758,14,4,2026-02-22T01:17:17Z,460000,False,107.0,59.0,1,left,MISS D. DeRozan 12' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,12.2,Missed,,,,,,,,,,,,,,,,,,
47,PT08M21.00S,2026-02-22T01:17:14.8Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,14,4,2026-02-22T01:17:17Z,470000,False,,,0,,S. Castle REBOUND (Off:1 Def:3),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,8-16 Right,,,,46.0,4.0,3.0,1.0,,,,,,,,,,,,,
48,PT08M17.00S,2026-02-22T01:17:22.0Z,1,REGULAR,turnover,discontinued dribble,[],1642264,,,1610612759,14,4,2026-02-22T01:17:47Z,480000,False,,,0,,S. Castle discontinued dribble TURNOVER (1 TO),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,204059.0,1.0,,,,,,
49,PT08M04.00S,2026-02-22T01:17:47.0Z,1,REGULAR,turnover,out-of-bounds,[],201566,,,1610612758,14,4,2026-02-22T01:17:56Z,490000,False,,,0,,R. Westbrook bad pass out-of-bounds TURNOVER (1 TO),[201566],1610612758.0,SAC,bad pass,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,204059.0,1.0,,,,,,
50,PT07M58.00S,2026-02-22T01:17:56.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641705,93.11760840998686,51.470588235294116,1610612759,16,4,2026-02-22T01:18:06Z,500000,False,7.0,12.0,1,right,V. Wembanyama alley-oop DUNK (4 PTS) (D. Fox 2 AST),"[1641705, 1628368]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,1.43,Made,4.0,,,,,,,D. Fox,1628368.0,2.0,,,,,,,,
52,PT07M47.00S,2026-02-22T01:18:16.0Z,1,REGULAR,3pt,Jump Shot,[],201566,29.911300919842315,67.40196078431373,1610612758,16,4,2026-02-22T01:18:23Z,520000,False,-87.0,229.0,1,left,MISS R. Westbrook 24' pullup 3PT,[201566],1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,24.47,Missed,,,,,,,,,,,,,,,,,,
53,PT07M46.00S,2026-02-22T01:18:18.0Z,1,REGULAR,rebound,offensive,[],1642875,,,1610612758,16,4,2026-02-22T01:18:18Z,530000,False,,,0,,M. Raynaud REBOUND (Off:2 Def:0),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Left Center,,,,52.0,2.0,0.0,2.0,,,,,,,,,,,,,
54,PT07M43.00S,2026-02-22T01:18:20.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201942,8.229303547963205,97.54901960784314,1610612758,16,4,2026-02-22T01:18:25Z,540000,False,-238.0,25.0,1,left,MISS D. DeRozan 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,23.9,Missed,,,,,,,,,,,,,,,,,,
55,PT07M40.00S,2026-02-22T01:18:23.2Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,16,4,2026-02-22T01:18:25Z,550000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,,54.0,3.0,3.0,0.0,,,,,,,,,,,,,
56,PT07M33.00S,2026-02-22T01:18:29.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,93.11760840998686,46.07843137254902,1610612759,16,4,2026-02-22T01:18:41Z,560000,False,-20.0,12.0,1,right,MISS D. Fox running finger roll Layup - blocked,"[1628368, 1631099]",1610612759.0,SAS,running finger roll,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,Murray,1631099.0,,,,,,,,,,,
57,PT07M33.00S,2026-02-22T01:18:29.5Z,1,REGULAR,block,,[],1631099,,,1610612759,16,4,2026-02-22T01:18:32Z,570000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M30.00S,2026-02-22T01:18:32.5Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,16,4,2026-02-22T01:18:41Z,580000,False,,,0,,M. Raynaud REBOUND (Off:2 Def:1),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,,56.0,3.0,1.0,2.0,,,,,,,,,,,,,
59,PT07M29.00S,2026-02-22T01:18:34.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642875,3.7614980289093296,45.588235294117645,1610612758,16,6,2026-02-22T01:18:50Z,590000,False,22.0,-17.0,1,left,M. Raynaud running finger roll Layup (4 PTS),[1642875],1610612758.0,SAC,running finger roll,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,2.79,Made,4.0,,,,,,,,,,,,,,,,,
60,PT07M18.00S,2026-02-22T01:18:45.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,93.38042049934296,51.225490196078425,1610612759,18,6,2026-02-22T01:23:42Z,600000,False,6.0,10.0,1,right,V. Wembanyama driving DUNK (6 PTS),[1641705],1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,1.15,Made,6.0,,,,,,,,,,,,,,,,,
61,PT07M01.00S,2026-02-22T01:19:02.3Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612758,18,6,2026-02-22T01:19:10Z,610000,False,,,0,,R. Westbrook bad pass TURNOVER (2 TO),"[201566, 1630577]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,2.0,Champagnie,1630577.0,,,,
62,PT07M01.00S,2026-02-22T01:19:02.3Z,1,REGULAR,steal,,[],1630577,,,1610612759,18,6,2026-02-22T01:19:04Z,620000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
63,PT06M56.00S,2026-02-22T01:19:07.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630577,92.72339027595268,52.20588235294118,1610612759,20,6,2026-02-22T01:19:16Z,630000,False,11.0,16.0,1,right,J. Champagnie running DUNK (5 PTS),[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1.93,Made,5.0,,,,,,,,,,,,,,,,,
64,PT06M38.00S,2026-02-22T01:19:25.1Z,1,REGULAR,2pt,Jump Shot,[],1631099,23.209592641261498,63.970588235294116,1610612758,20,8,2026-02-22T01:19:31Z,640000,False,-70.0,166.0,1,left,K. Murray 17' step back Jump Shot (4 PTS) (M. Raynaud 1 AST),"[1631099, 1642875]",1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left Center,17.98,Made,4.0,,,,,,,M. Raynaud,1642875.0,1.0,,,,,,,,
66,PT06M24.00S,2026-02-22T01:19:38.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,81.2910643889619,63.970588235294116,1610612759,20,8,2026-02-22T01:19:43Z,660000,False,70.0,123.0,1,right,MISS S. Castle 14' pullup Shot,[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,14.18,Missed,,,,,,,,,,,,,,,,,,
67,PT06M22.00S,2026-02-22T01:19:40.6Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,20,8,2026-02-22T01:19:43Z,670000,False,,,0,,M. Raynaud REBOUND (Off:2 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,66.0,4.0,2.0,2.0,,,,,,,,,,,,,
68,PT06M10.00S,2026-02-22T01:19:53.0Z,1,REGULAR,2pt,Jump Shot,[],201566,21.76412614980289,34.31372549019608,1610612758,20,10,2026-02-22T01:19:58Z,680000,False,78.0,152.0,1,left,R. Westbrook 17' pullup Jump Shot (2 PTS),[201566],1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right Center,17.11,Made,2.0,,,,,,,,,,,,,,,,,
69,PT05M56.00S,2026-02-22T01:20:06.4Z,1,REGULAR,3pt,Jump Shot,[],1628368,73.66951379763469,83.08823529411765,1610612759,20,10,2026-02-22T01:20:13Z,690000,False,165.0,195.0,1,right,MISS D. Fox 25' step back 3PT,[1628368],1610612759.0,SAS,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
70,PT05M52.00S,2026-02-22T01:20:10.4Z,1,REGULAR,rebound,offensive,[],1642264,,,1610612759,20,10,2026-02-22T01:20:13Z,700000,False,,,0,,S. Castle REBOUND (Off:2 Def:3),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,,,,69.0,5.0,3.0,2.0,,,,,,,,,,,,,
71,PT05M51.00S,2026-02-22T01:20:11.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642264,91.93495400788436,53.431372549019606,1610612759,22,10,2026-02-22T01:20:22Z,710000,False,17.0,23.0,1,right,S. Castle putback Layup (4 PTS),[1642264],1610612759.0,SAS,putback,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,2.9,Made,4.0,,,,,,,,,,,,,,,,,
72,PT05M38.00S,2026-02-22T01:20:25.4Z,1,REGULAR,3pt,Jump Shot,[],1642875,19.793035479632064,7.8431372549019605,1610612758,22,10,2026-02-22T01:20:32Z,720000,False,211.0,134.0,1,left,MISS M. Raynaud 24' 3PT,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Right Center,24.96,Missed,,,,,,,,,,,,,,,,,,
73,PT05M37.00S,2026-02-22T01:20:26.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,22,10,2026-02-22T01:22:32Z,730000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,72.0,,,,,,,,,,,,,,,,
75,PT05M37.00S,2026-02-22T01:20:51.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,22,10,2026-02-22T01:22:50Z,750000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M37.00S,2026-02-22T01:22:55.9Z,1,REGULAR,substitution,out,[],1641705,,,1610612759,22,10,2026-02-22T01:23:32Z,770000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M37.00S,2026-02-22T01:22:55.9Z,1,REGULAR,substitution,out,[],1628368,,,1610612759,22,10,2026-02-22T01:23:32Z,780000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
