actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
256,PT05M50.00S,2026-01-18T01:50:55.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,44,33,2026-01-18T01:50:55Z,2530000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,
257,PT05M50.00S,2026-01-18T01:51:16.3Z,2,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,45,33,2026-01-18T01:51:16Z,2540000,False,,,0,,S. Castle Free Throw 2 of 2 (5 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
258,PT05M34.00S,2026-01-18T01:51:32.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,93.51182654402102,47.794117647058826,1610612750,45,35,2026-01-18T01:51:36Z,2550000,False,-11.0,8.0,1,right,B. Hyland driving finger roll Layup (2 PTS),[1630538],1610612750.0,MIN,driving finger roll,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,1.39,Made,2.0,,,,,,,,,,,,,,,,,
259,PT05M22.00S,2026-01-18T01:51:44.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,5.732588699080158,52.94117647058824,1610612759,47,35,2026-01-18T01:51:47Z,2560000,False,-15.0,1.0,1,left,H. Barnes driving Layup (5 PTS),[203084],1610612759.0,SAS,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.48,Made,5.0,,,,,,,,,,,,,,,,,
260,PT05M12.00S,2026-01-18T01:51:53.7Z,2,REGULAR,2pt,Jump Shot,[],1630183,81.8166885676741,32.35294117647059,1610612750,47,35,2026-01-18T01:52:21Z,2570000,False,-88.0,118.0,1,right,MISS J. McDaniels 14' driving floating Shot,[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,14.76,Missed,,,,,,,,,,,,,,,,,,
261,PT05M09.00S,2026-01-18T01:51:56.7Z,2,REGULAR,rebound,defensive,[],1642264,,,1610612759,47,35,2026-01-18T01:51:58Z,2580000,False,,,0,,S. Castle REBOUND (Off:1 Def:3),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,8-16 Left,,,,260.0,4.0,3.0,1.0,,,,,,,,,,,,,
262,PT05M07.00S,2026-01-18T01:52:02.4Z,2,REGULAR,turnover,palming,[],1642264,,,1610612759,47,35,2026-01-18T01:52:13Z,2590000,False,,,0,,S. Castle palming TURNOVER (2 TO),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,,,,,1830.0,2.0,,,,,,,,,,,
263,PT05M07.00S,2026-01-18T01:52:06.0Z,2,REGULAR,substitution,out,[],1642844,,,1610612750,47,35,2026-01-18T01:52:12Z,2600000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M07.00S,2026-01-18T01:52:06.0Z,2,REGULAR,substitution,in,[],1629640,,,1610612750,47,35,2026-01-18T01:52:12Z,2610000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M52.00S,2026-01-18T01:52:29.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,75.64060446780552,86.76470588235294,1610612750,47,35,2026-01-18T01:52:33Z,2620000,False,184.0,176.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
266,PT04M48.00S,2026-01-18T01:52:33.4Z,2,REGULAR,rebound,defensive,[],203084,,,1610612759,47,35,2026-01-18T01:52:33Z,2630000,False,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,265.0,4.0,3.0,1.0,,,,,,,,,,,,,
267,PT04M40.00S,2026-01-18T01:52:41.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,6.389618922470433,50.245098039215684,1610612759,49,35,2026-01-18T01:53:19Z,2640000,False,-1.0,8.0,1,left,L. Kornet alley-oop DUNK (2 PTS) (S. Castle 5 AST),"[1628436, 1642264]",1610612759.0,SAS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,,,,,,,,,,,S. Castle,1642264.0,5.0,,,,
269,PT04M29.00S,2026-01-18T01:52:52.0Z,2,REGULAR,3pt,Jump Shot,[],1628978,68.67608409986859,27.696078431372552,1610612750,49,35,2026-01-18T01:53:37Z,2660000,False,-112.0,242.0,1,right,MISS D. DiVincenzo 26' pullup 3PT,[1628978],1610612750.0,MIN,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
270,PT04M26.00S,2026-01-18T01:52:55.1Z,2,REGULAR,rebound,defensive,[],1642264,,,1610612759,49,35,2026-01-18T01:52:55Z,2670000,False,,,0,,S. Castle REBOUND (Off:1 Def:4),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,269.0,5.0,4.0,1.0,,,,,,,,,,,,,
271,PT04M21.00S,2026-01-18T01:53:01.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628436,5.469776609724048,51.470588235294116,1610612759,51,35,2026-01-18T01:53:32Z,2680000,False,-7.0,-1.0,1,left,L. Kornet running Layup (4 PTS) (S. Castle 6 AST),"[1628436, 1642264]",1610612759.0,SAS,running,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.75,Made,4.0,,,,,,,,,,,S. Castle,1642264.0,6.0,,,,
273,PT04M21.00S,2026-01-18T01:53:08.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612750,51,35,2026-01-18T01:53:08Z,2700000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M21.00S,2026-01-18T01:55:48.0Z,2,REGULAR,substitution,out,[],1642264,,,1610612750,51,35,2026-01-18T01:56:12Z,2710000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M21.00S,2026-01-18T01:55:48.0Z,2,REGULAR,substitution,out,[],1628436,,,1610612750,51,35,2026-01-18T01:56:12Z,2720000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M21.00S,2026-01-18T01:55:48.0Z,2,REGULAR,substitution,out,[],1628978,,,1610612750,51,35,2026-01-18T01:56:12Z,2730000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M21.00S,2026-01-18T01:55:48.0Z,2,REGULAR,substitution,out,[],1630538,,,1610612750,51,35,2026-01-18T01:56:12Z,2740000,False,,,0,,SUB out: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M21.00S,2026-01-18T01:55:48.0Z,2,REGULAR,substitution,in,[],1641705,,,1610612750,51,35,2026-01-18T01:56:12Z,2750000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M21.00S,2026-01-18T01:55:48.0Z,2,REGULAR,substitution,in,[],1628368,,,1610612750,51,35,2026-01-18T01:56:12Z,2760000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M21.00S,2026-01-18T01:55:48.0Z,2,REGULAR,substitution,in,[],1630548,,,1610612750,51,35,2026-01-18T01:56:12Z,2770000,False,,,0,,SUB in: J. Juzang,[1630548],1610612750.0,MIN,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M21.00S,2026-01-18T01:55:48.0Z,2,REGULAR,substitution,in,[],201144,,,1610612750,51,35,2026-01-18T01:56:12Z,2780000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M59.00S,2026-01-18T01:56:29.2Z,2,REGULAR,2pt,Jump Shot,[],1630162,94.56307490144546,85.29411764705883,1610612750,51,37,2026-01-18T01:56:38Z,2790000,False,176.0,-1.0,1,right,A. Edwards 17' pullup Jump Shot (13 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right,17.65,Made,13.0,,,,,,,,,,,,,,,,,
283,PT03M33.00S,2026-01-18T01:56:56.1Z,2,REGULAR,2pt,Jump Shot,[],1641705,11.777266754270697,71.81372549019608,1610612759,51,37,2026-01-18T01:57:00Z,2800000,False,-109.0,58.0,1,left,MISS V. Wembanyama 12' pullup bank Shot,[1641705],1610612759.0,SAS,pullup bank,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,12.37,Missed,,,,,,,,,,,,,,,,,,
284,PT03M31.00S,2026-01-18T01:56:58.1Z,2,REGULAR,rebound,defensive,[],1630548,,,1610612750,51,37,2026-01-18T01:57:00Z,2810000,False,,,0,,J. Juzang REBOUND (Off:0 Def:1),[1630548],1610612750.0,MIN,,,,Juzang,J. Juzang,,,,,Mid-Range,8-16 Left,,,,283.0,1.0,1.0,0.0,,,,,,,,,,,,,
285,PT03M22.00S,2026-01-18T01:57:06.0Z,2,REGULAR,2pt,Jump Shot,[],1630162,96.13994743758212,70.58823529411765,1610612750,51,39,2026-01-18T01:57:11Z,2820000,False,103.0,-16.0,1,right,A. Edwards 10' fadeaway Jump Shot (15 PTS),[1630162],1610612750.0,MIN,fadeaway,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,10.42,Made,15.0,,,,,,,,,,,,,,,,,
286,PT03M04.00S,2026-01-18T01:57:24.3Z,2,REGULAR,3pt,Jump Shot,[],203084,8.886333771353483,5.147058823529411,1610612759,54,39,2026-01-18T01:57:30Z,2830000,False,224.0,31.0,1,left,H. Barnes 3PT  (8 PTS) (V. Wembanyama 2 AST),"[203084, 1641705]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,22.64,Made,8.0,,,,,,,,,,,V. Wembanyama,1641705.0,2.0,,,,
288,PT02M55.00S,2026-01-18T01:57:44.4Z,2,REGULAR,foul,personal,['2freethrow'],1630577,,,1610612750,54,39,2026-01-18T01:57:51Z,2850000,False,,,0,,J. Champagnie shooting personal FOUL (2 PF) (McDaniels 2 FT),"[1630577, 1630183]",1610612759.0,SAS,shooting,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,,,,,,,,1628480.0,,,,,,,,,2.0,0.0,McDaniels,1630183.0
290,PT02M55.00S,2026-01-18T01:58:06.7Z,2,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,54,40,2026-01-18T01:58:06Z,2870000,False,,,0,,J. McDaniels Free Throw 1 of 2 (12 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
291,PT02M55.00S,2026-01-18T01:58:08.5Z,2,REGULAR,substitution,out,[],1630577,,,1610612750,54,40,2026-01-18T01:58:11Z,2880000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M55.00S,2026-01-18T01:58:08.5Z,2,REGULAR,substitution,in,[],1642264,,,1610612750,54,40,2026-01-18T01:58:11Z,2890000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M55.00S,2026-01-18T01:58:26.5Z,2,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,54,41,2026-01-18T01:58:26Z,2900000,False,,,0,,J. McDaniels Free Throw 2 of 2 (13 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
294,PT02M37.00S,2026-01-18T01:58:45.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,14.536793692509855,42.64705882352941,1610612759,56,41,2026-01-18T01:59:08Z,2910000,False,37.0,84.0,1,left,V. Wembanyama 9' driving floating Jump Shot (13 PTS),[1641705],1610612759.0,SAS,driving floating,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,9.18,Made,13.0,,,,,,,,,,,,,,,,,
295,PT02M20.00S,2026-01-18T01:59:02.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,89.43823915900131,47.549019607843135,1610612750,56,41,2026-01-18T01:59:25Z,2920000,False,-12.0,47.0,1,right,MISS A. Edwards driving floating bank Shot,[1630162],1610612750.0,MIN,driving floating bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,,,,,,,,,,,,,,,,,,
296,PT02M19.00S,2026-01-18T01:59:03.5Z,2,REGULAR,rebound,offensive,[],1630548,,,1610612750,56,41,2026-01-18T01:59:25Z,2930000,False,,,0,,J. Juzang REBOUND (Off:1 Def:1),[1630548],1610612750.0,MIN,,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,,,,295.0,2.0,1.0,1.0,,,,,,,,,,,,,
297,PT02M17.00S,2026-01-18T01:59:06.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203944,88.38699080157687,89.95098039215686,1610612750,56,41,2026-01-18T02:01:56Z,2940000,False,200.0,57.0,1,right,MISS J. Randle 20' Jump Shot,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right,20.77,Missed,,,,,,,,,,,,,,,,,,
298,PT02M15.00S,2026-01-18T01:59:08.3Z,2,REGULAR,rebound,defensive,[],1642264,,,1610612759,56,41,2026-01-18T01:59:10Z,2950000,False,,,0,,S. Castle REBOUND (Off:1 Def:5),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Right Corner 3,24+ Right,,,,297.0,6.0,5.0,1.0,,,,,,,,,,,,,
299,PT02M07.00S,2026-01-18T01:59:16.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,6.258212877792378,38.23529411764706,1610612759,56,41,2026-01-18T02:02:00Z,2960000,False,59.0,6.0,1,left,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.91,Missed,,,,,,,,,,,,,,,,,,
300,PT02M05.00S,2026-01-18T01:59:18.3Z,2,REGULAR,rebound,defensive,[],203944,,,1610612750,56,41,2026-01-18T01:59:24Z,2970000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,299.0,4.0,3.0,1.0,,,,,,,,,,,,,
301,PT02M01.00S,2026-01-18T01:59:22.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630548,95.22010512483574,3.1862745098039214,1610612750,56,41,2026-01-18T01:59:32Z,2980000,False,-234.0,-8.0,1,right,MISS J. Juzang running 3PT,[1630548],1610612750.0,MIN,running,,,Juzang,J. Juzang,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
302,PT02M01.00S,2026-01-18T01:59:22.0Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,56,41,2026-01-18T01:59:32Z,2990000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,,301.0,4.0,3.0,1.0,,,,,,,,,,,,,
303,PT01M52.00S,2026-01-18T01:59:31.7Z,2,REGULAR,3pt,Jump Shot,[],1641705,32.013797634691194,20.833333333333336,1610612759,59,41,2026-01-18T01:59:41Z,3000000,False,146.0,248.0,1,left,V. Wembanyama 28' 3PT  (16 PTS) (D. Fox 4 AST),"[1641705, 1628368]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,28.8,Made,16.0,,,,,,,,,,,D. Fox,1628368.0,4.0,,,,
305,PT01M25.00S,2026-01-18T01:59:57.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,94.56307490144546,48.03921568627451,1610612750,59,43,2026-01-18T02:00:00Z,3020000,False,-10.0,-1.0,1,right,J. Randle Layup (6 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.99,Made,6.0,,,,,,,,,,,,,,,,,
306,PT01M18.00S,2026-01-18T02:00:04.8Z,2,REGULAR,3pt,Jump Shot,[],1641705,32.14520367936925,44.11764705882353,1610612759,62,43,2026-01-18T02:00:14Z,3030000,False,29.0,250.0,1,left,V. Wembanyama 25' 3PT  (19 PTS) (D. Fox 5 AST),"[1641705, 1628368]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,25.14,Made,19.0,,,,,,,,,,,D. Fox,1628368.0,5.0,,,,
308,PT00M51.70S,2026-01-18T02:00:31.3Z,2,REGULAR,3pt,Jump Shot,[],201144,95.6143232588699,95.83333333333334,1610612750,62,43,2026-01-18T02:00:38Z,3050000,False,229.0,-11.0,1,right,MISS M. Conley 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
309,PT00M50.80S,2026-01-18T02:00:32.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,62,43,2026-01-18T02:00:38Z,3060000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Right Corner 3,24+ Right,,,,308.0,,,,,,,,,,,,,,,,
310,PT00M50.80S,2026-01-18T02:00:38.2Z,2,REGULAR,foul,personal,[],1642264,,,1610612750,62,43,2026-01-18T02:00:52Z,3070000,False,,,0,,S. Castle loose ball personal FOUL (2 PF),"[1642264, 203944]",1610612759.0,SAS,loose ball,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,,1830.0,,,,,,,,,2.0,0.0,Randle,203944.0
312,PT00M50.80S,2026-01-18T02:00:54.3Z,2,REGULAR,substitution,out,[],203084,,,1610612750,62,43,2026-01-18T02:00:56Z,3090000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M50.80S,2026-01-18T02:00:54.3Z,2,REGULAR,substitution,in,[],1630577,,,1610612750,62,43,2026-01-18T02:00:56Z,3100000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M45.60S,2026-01-18T02:01:15.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628368,,,1610612750,62,43,2026-01-18T02:01:42Z,3110000,False,,,0,,D. Fox personal FOUL (2 PF) (Edwards 2 FT),"[1628368, 1630162]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right,,,,,,,,1628480.0,,,,,,,,,2.0,0.0,Edwards,1630162.0
316,PT00M45.60S,2026-01-18T02:01:43.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630162,,,1610612750,62,43,2026-01-18T02:01:43Z,3130000,False,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
317,PT00M45.60S,2026-01-18T02:01:43.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,62,43,2026-01-18T02:01:43Z,3140000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,
318,PT00M45.60S,2026-01-18T02:01:55.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630162,,,1610612750,62,44,2026-01-18T02:01:55Z,3150000,False,,,0,,A. Edwards Free Throw 2 of 2 (16 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
319,PT00M31.30S,2026-01-18T02:02:12.0Z,2,REGULAR,3pt,Jump Shot,[],1641705,30.962549277266753,32.59803921568628,1610612759,65,44,2026-01-18T02:02:15Z,3160000,False,87.0,239.0,1,left,V. Wembanyama 25' 3PT  (22 PTS) (D. Fox 6 AST),"[1641705, 1628368]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,25.39,Made,22.0,,,,,,,,,,,D. Fox,1628368.0,6.0,,,,
322,PT00M20.80S,2026-01-18T02:02:40.5Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,65,44,2026-01-18T02:02:43Z,3190000,False,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 1629640]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,,,,,,,,2.0,Johnson,1629640.0,,,,,,,,,
323,PT00M20.80S,2026-01-18T02:02:40.5Z,2,REGULAR,steal,,[],1629640,,,1610612759,65,44,2026-01-18T02:02:42Z,3200000,False,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
324,PT00M02.30S,2026-01-18T02:02:59.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642264,11.251642575558476,3.6764705882352944,1610612759,68,44,2026-01-18T02:03:03Z,3210000,False,232.0,53.0,1,left,S. Castle 3PT  (8 PTS) (D. Fox 7 AST),"[1642264, 1628368]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Right Corner 3,24+ Right,23.77,Made,8.0,,,,,,,,,,,D. Fox,1628368.0,7.0,,,,
326,PT00M01.20S,2026-01-18T02:03:20.0Z,2,REGULAR,turnover,out-of-bounds,[],203944,,,1610612750,68,44,2026-01-18T02:03:27Z,3230000,False,,,0,,J. Randle bad pass out-of-bounds TURNOVER (1 TO),[203944],1610612750.0,MIN,bad pass,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,1830.0,1.0,,,,,,,,,,,
327,PT00M00.70S,2026-01-18T02:03:44.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630162,,,1610612759,68,44,2026-01-18T02:03:56Z,3240000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1630162, 1641705]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,1628480.0,,,,,,,,,1.0,1.0,Wembanyama,1641705.0
329,PT00M00.70S,2026-01-18T02:04:18.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1641705,,,1610612759,68,44,2026-01-18T02:04:18Z,3260000,False,,,0,,MISS V. Wembanyama Free Throw 1 of 2,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
330,PT00M00.70S,2026-01-18T02:04:18.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,68,44,2026-01-18T02:04:18Z,3270000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,
331,PT00M00.70S,2026-01-18T02:04:41.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1641705,,,1610612759,69,44,2026-01-18T02:04:41Z,3280000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (23 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
332,PT00M00.00S,2026-01-18T02:04:47.8Z,2,REGULAR,heave,,[],0,,,1610612750,69,44,2026-01-18T02:08:13Z,3290000,False,,,0,,MIN Heave,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,16-24 Right,80.83,,,,,,,,,,,,,,,,,,,
333,PT00M00.00S,2026-01-18T02:04:47.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,69,44,2026-01-18T02:08:13Z,3300000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,16-24 Right,,,,332.0,,,,,,,,,,,,,,,,
334,PT00M00.00S,2026-01-18T02:04:53.0Z,2,REGULAR,period,end,[],0,,,1610612750,69,44,2026-01-18T02:04:53Z,3310000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2026-01-18T02:19:06.2Z,3,REGULAR,substitution,out,['startperiod'],1629640,,,1610612750,69,44,2026-01-18T02:20:04Z,3320000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2026-01-18T02:19:06.2Z,3,REGULAR,substitution,out,['startperiod'],1630548,,,1610612750,69,44,2026-01-18T02:20:04Z,3330000,False,,,0,,SUB out: J. Juzang,[1630548],1610612750.0,MIN,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2026-01-18T02:19:06.2Z,3,REGULAR,substitution,out,['startperiod'],201144,,,1610612750,69,44,2026-01-18T02:20:04Z,3340000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2026-01-18T02:19:06.2Z,3,REGULAR,substitution,in,['startperiod'],203084,,,1610612750,69,44,2026-01-18T02:20:04Z,3350000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2026-01-18T02:19:06.2Z,3,REGULAR,substitution,in,['startperiod'],1628978,,,1610612750,69,44,2026-01-18T02:20:04Z,3360000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
