actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
13,PT10M36.00S,2025-10-26T18:13:30.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641705,93.38042049934296,52.94117647058824,1610612759,2,2,2025-10-26T18:13:42Z,130000,False,15.0,10.0,1,right,MISS V. Wembanyama Jump Shot,[1641705],1610612759.0,SAS,,Wembanyama,V. Wembanyama,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,,,,,,
14,PT10M36.00S,2025-10-26T18:13:30.4Z,1,REGULAR,rebound,offensive,[],203084,,,1610612759,2,2,2025-10-26T18:13:42Z,140000,False,,,0,,H. Barnes REBOUND (Off:2 Def:0),[203084],1610612759.0,SAS,,Barnes,H. Barnes,,Restricted Area,0-8 Center,,,13.0,,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,
15,PT10M30.00S,2025-10-26T18:13:36.9Z,1,REGULAR,turnover,bad pass,[],203084,,,1610612759,2,2,2025-10-26T18:13:47Z,150000,False,,,0,,H. Barnes bad pass TURNOVER (1 TO),"[203084, 1629008]",1610612759.0,SAS,,Barnes,H. Barnes,,Mid-Range,8-16 Left,,,,,,,,1.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,
16,PT10M30.00S,2025-10-26T18:13:36.9Z,1,REGULAR,steal,,[],1629008,,,1610612751,2,2,2025-10-26T18:13:38Z,160000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612751.0,BKN,,Porter Jr.,M. Porter Jr.,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M28.00S,2025-10-26T18:13:41.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630560,5.338370565045992,51.71568627450981,1610612751,2,4,2025-10-26T18:14:02Z,170000,False,-9.0,-2.0,1,left,C. Thomas driving floating Jump Shot (4 PTS) (M. Porter Jr. 1 AST),"[1630560, 1629008]",1610612751.0,BKN,,Thomas,C. Thomas,driving floating,Restricted Area,0-8 Center,0.89,Made,,4.0,,,,,,,M. Porter Jr.,1629008.0,1.0,,,,,,,,,,,,
19,PT10M28.00S,2025-10-26T18:13:45.9Z,1,REGULAR,foul,personal,['1freethrow'],1641705,,,1610612751,2,4,2025-10-26T18:14:01Z,190000,False,,,0,,V. Wembanyama shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[1641705, 1629008]",1610612759.0,SAS,200833.0,Wembanyama,V. Wembanyama,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,
21,PT10M28.00S,2025-10-26T18:14:10.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629008,,,1610612751,2,5,2025-10-26T18:14:10Z,210000,False,,,0,,M. Porter Jr. Free Throw 1 of 1 (1 PTS),[1629008],1610612751.0,BKN,,Porter Jr.,M. Porter Jr.,,,,,Made,,1.0,,,,,,,,,,,,,,,,,,,,,
22,PT10M15.00S,2025-10-26T18:14:23.7Z,1,REGULAR,turnover,bad pass,[],1642264,,,1610612759,2,5,2025-10-26T18:14:28Z,220000,False,,,0,,S. Castle bad pass TURNOVER (1 TO),"[1642264, 1629008]",1610612759.0,SAS,,Castle,S. Castle,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,
23,PT10M15.00S,2025-10-26T18:14:23.7Z,1,REGULAR,steal,,[],1629008,,,1610612751,2,5,2025-10-26T18:18:58Z,230000,False,,,0,,M. Porter Jr. STEAL (2 STL),[1629008],1610612751.0,BKN,,Porter Jr.,M. Porter Jr.,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M12.00S,2025-10-26T18:14:27.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629651,6.389618922470433,48.03921568627451,1610612751,2,7,2025-10-26T18:17:22Z,240000,False,10.0,8.0,1,left,N. Claxton running DUNK (2 PTS),[1629651],1610612751.0,BKN,,Claxton,N. Claxton,running,Restricted Area,0-8 Center,1.24,Made,,2.0,,,,,,,,,,,,,,,,,,,,,
25,PT10M02.00S,2025-10-26T18:14:36.6Z,1,REGULAR,turnover,bad pass,[],203084,,,1610612759,2,7,2025-10-26T18:14:45Z,250000,False,,,0,,H. Barnes bad pass TURNOVER (2 TO),"[203084, 1642879]",1610612759.0,SAS,,Barnes,H. Barnes,,Above the Break 3,24+ Left Center,,,,,,,,2.0,Saraf,1642879.0,,,,,,,,,,,,,,,
26,PT10M02.00S,2025-10-26T18:14:36.6Z,1,REGULAR,steal,,[],1642879,,,1610612751,2,7,2025-10-26T18:14:38Z,260000,False,,,0,,B. Saraf STEAL (1 STL),[1642879],1610612751.0,BKN,,Saraf,B. Saraf,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M52.00S,2025-10-26T18:14:46.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642879,7.046649145860711,94.36274509803921,1610612751,2,7,2025-10-26T18:14:51Z,270000,False,-222.0,14.0,1,left,MISS B. Saraf 3PT - blocked,"[1642879, 1641705]",1610612751.0,BKN,,Saraf,B. Saraf,,Left Corner 3,24+ Left,22.22,Missed,,,,,,,,,,,,,,,,Wembanyama,1641705.0,,,,,,
28,PT09M52.00S,2025-10-26T18:14:46.6Z,1,REGULAR,block,,[],1641705,,,1610612751,2,7,2025-10-26T18:14:49Z,280000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,Wembanyama,V. Wembanyama,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M49.00S,2025-10-26T18:14:49.6Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,2,7,2025-10-26T18:14:51Z,290000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,Wembanyama,V. Wembanyama,,Left Corner 3,24+ Left,,,27.0,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,
30,PT09M33.00S,2025-10-26T18:15:06.2Z,1,REGULAR,turnover,bad pass,[],1642264,,,1610612759,2,7,2025-10-26T18:15:12Z,300000,False,,,0,,S. Castle bad pass TURNOVER (2 TO),"[1642264, 1629651]",1610612759.0,SAS,,Castle,S. Castle,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,Claxton,1629651.0,,,,,,,,,,,,,,,
31,PT09M33.00S,2025-10-26T18:15:06.2Z,1,REGULAR,steal,,[],1629651,,,1610612751,2,7,2025-10-26T18:19:31Z,310000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,Claxton,N. Claxton,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M31.00S,2025-10-26T18:15:14.1Z,1,REGULAR,foul,personal,['2freethrow'],1630577,,,1610612751,2,7,2025-10-26T18:15:22Z,320000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Claxton 2 FT),"[1630577, 1629651]",1610612759.0,SAS,1193.0,Champagnie,J. Champagnie,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Claxton,1629651.0,,,,,,,,
34,PT09M31.00S,2025-10-26T18:15:43.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629651,,,1610612751,2,8,2025-10-26T18:15:43Z,340000,False,,,0,,N. Claxton Free Throw 1 of 2 (3 PTS),[1629651],1610612751.0,BKN,,Claxton,N. Claxton,,,,,Made,,3.0,,,,,,,,,,,,,,,,,,,,,
35,PT09M31.00S,2025-10-26T18:16:04.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629651,,,1610612751,2,9,2025-10-26T18:16:04Z,350000,False,,,0,,N. Claxton Free Throw 2 of 2 (4 PTS),[1629651],1610612751.0,BKN,,Claxton,N. Claxton,,,,,Made,,4.0,,,,,,,,,,,,,,,,,,,,,
36,PT09M16.00S,2025-10-26T18:16:20.2Z,1,REGULAR,3pt,Jump Shot,[],203084,92.46057818659659,3.9215686274509802,1610612759,2,9,2025-10-26T18:16:24Z,360000,False,-230.0,18.0,1,right,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,Barnes,H. Barnes,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M12.00S,2025-10-26T18:16:24.2Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,2,9,2025-10-26T18:16:24Z,370000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612751.0,BKN,,Porter Jr.,M. Porter Jr.,,Left Corner 3,24+ Left,,,36.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,
38,PT09M04.00S,2025-10-26T18:16:31.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,6.389618922470433,54.65686274509803,1610612751,2,9,2025-10-26T18:16:45Z,380000,False,-23.0,8.0,1,left,MISS N. Claxton turnaround Shot - blocked,"[1629651, 1641705]",1610612751.0,BKN,,Claxton,N. Claxton,turnaround,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,Wembanyama,1641705.0,,,,,,
39,PT09M04.00S,2025-10-26T18:16:31.8Z,1,REGULAR,block,,[],1641705,,,1610612751,2,9,2025-10-26T18:16:34Z,390000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,Wembanyama,V. Wembanyama,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT09M01.00S,2025-10-26T18:16:34.8Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,2,9,2025-10-26T18:16:45Z,400000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,Champagnie,J. Champagnie,,Restricted Area,0-8 Center,,,38.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,
41,PT08M53.00S,2025-10-26T18:16:43.0Z,1,REGULAR,3pt,Jump Shot,[],1630170,79.45137976346912,8.823529411764707,1610612759,5,9,2025-10-26T18:16:54Z,410000,False,-206.0,141.0,1,right,D. Vassell 24' 3PT  (3 PTS) (V. Wembanyama 1 AST),"[1630170, 1641705]",1610612759.0,SAS,,Vassell,D. Vassell,,Above the Break 3,24+ Left Center,24.94,Made,,3.0,,,,,,,V. Wembanyama,1641705.0,1.0,,,,,,,,,,,,
43,PT08M32.00S,2025-10-26T18:17:03.6Z,1,REGULAR,2pt,Jump Shot,[],1630560,10.33180026281209,23.284313725490197,1610612751,5,9,2025-10-26T18:17:07Z,430000,False,134.0,45.0,1,left,MISS C. Thomas 14' pullup Shot,[1630560],1610612751.0,BKN,,Thomas,C. Thomas,pullup,Mid-Range,8-16 Right,14.08,Missed,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M30.00S,2025-10-26T18:17:05.6Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,5,9,2025-10-26T18:17:07Z,440000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,Wembanyama,V. Wembanyama,,Mid-Range,8-16 Right,,,43.0,,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,
45,PT08M24.00S,2025-10-26T18:17:12.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642264,85.23324572930355,42.64705882352941,1610612759,5,9,2025-10-26T18:25:32Z,450000,False,-37.0,86.0,1,right,MISS S. Castle 9' running Layup,[1642264],1610612759.0,SAS,,Castle,S. Castle,running,In The Paint (Non-RA),8-16 Center,9.38,Missed,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M22.00S,2025-10-26T18:17:14.1Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,5,9,2025-10-26T18:17:15Z,460000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612751.0,BKN,,Porter Jr.,M. Porter Jr.,,In The Paint (Non-RA),8-16 Center,,,45.0,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,
47,PT08M03.00S,2025-10-26T18:17:33.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,16.245072273324574,42.15686274509804,1610612751,5,11,2025-10-26T18:17:41Z,470000,False,39.0,100.0,1,left,C. Thomas 10' driving floating Jump Shot (6 PTS) (B. Saraf 1 AST),"[1630560, 1642879]",1610612751.0,BKN,,Thomas,C. Thomas,driving floating,In The Paint (Non-RA),8-16 Center,10.76,Made,,6.0,,,,,,,B. Saraf,1642879.0,1.0,,,,,,,,,,,,
49,PT08M02.00S,2025-10-26T18:17:39.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,5,11,2025-10-26T18:17:39Z,490000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M02.00S,2025-10-26T18:20:14.5Z,1,REGULAR,substitution,out,[],1642264,,,1610612759,5,11,2025-10-26T18:20:21Z,500000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M02.00S,2025-10-26T18:20:14.5Z,1,REGULAR,substitution,in,[],1642844,,,1610612759,5,11,2025-10-26T18:20:21Z,510000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M02.00S,2025-10-26T18:20:43.5Z,1,REGULAR,turnover,5-second-violation,['team'],0,,,1610612759,5,11,2025-10-26T18:20:51Z,520000,False,,,0,,SAS 5-second-violation Team TURNOVER,[],1610612759.0,SAS,204059.0,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M53.00S,2025-10-26T18:21:19.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630560,26.757555847568987,80.88235294117648,1610612751,5,11,2025-10-26T18:21:23Z,540000,False,-154.0,199.0,1,left,MISS C. Thomas 25' pullup 3PT,[1630560],1610612751.0,BKN,,Thomas,C. Thomas,pullup,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M49.00S,2025-10-26T18:21:22.2Z,1,REGULAR,rebound,defensive,[],1642844,,,1610612759,5,11,2025-10-26T18:21:22Z,550000,False,,,0,,D. Harper REBOUND (Off:0 Def:1),[1642844],1610612759.0,SAS,,Harper,D. Harper,,Above the Break 3,24+ Left Center,,,54.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,
56,PT07M38.00S,2025-10-26T18:21:34.5Z,1,REGULAR,3pt,Jump Shot,[],1630170,68.54467805519053,70.09803921568627,1610612759,5,11,2025-10-26T18:21:38Z,560000,False,100.0,243.0,1,right,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,Vassell,D. Vassell,,Above the Break 3,24+ Right Center,26.31,Missed,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M37.00S,2025-10-26T18:21:35.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,5,11,2025-10-26T18:21:38Z,570000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,Above the Break 3,24+ Right Center,,,56.0,,,,,,,,,,,,,,,,,,,,,,
58,PT07M37.00S,2025-10-26T18:21:38.7Z,1,REGULAR,foul,personal,[],1629651,,,1610612759,5,11,2025-10-26T18:21:47Z,580000,False,,,0,,N. Claxton loose ball personal FOUL (1 PF),"[1629651, 1641705]",1610612751.0,BKN,1193.0,Claxton,N. Claxton,loose ball,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Wembanyama,1641705.0,,,,,,,,
60,PT07M29.00S,2025-10-26T18:22:12.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203084,93.9060446780552,50.73529411764706,1610612759,7,11,2025-10-26T18:22:21Z,600000,False,4.0,5.0,1,right,H. Barnes cutting DUNK (2 PTS) (V. Wembanyama 2 AST),"[203084, 1641705]",1610612759.0,SAS,,Barnes,H. Barnes,cutting,Restricted Area,0-8 Center,0.61,Made,,2.0,,,,,,,V. Wembanyama,1641705.0,2.0,,,,,,,,,,,,
62,PT07M11.00S,2025-10-26T18:22:30.8Z,1,REGULAR,3pt,Jump Shot,[],1629008,27.808804204993432,79.41176470588235,1610612751,7,14,2025-10-26T18:22:35Z,620000,False,-147.0,209.0,1,left,M. Porter Jr. 25' 3PT pullup (4 PTS) (T. Mann 1 AST),"[1629008, 1629611]",1610612751.0,BKN,,Porter Jr.,M. Porter Jr.,pullup,Above the Break 3,24+ Left Center,25.55,Made,,4.0,,,,,,,T. Mann,1629611.0,1.0,,,,,,,,,,,,
64,PT07M01.00S,2025-10-26T18:22:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,93.38042049934296,48.28431372549019,1610612759,9,14,2025-10-26T18:22:49Z,640000,False,-9.0,10.0,1,right,D. Harper driving Layup (2 PTS),[1642844],1610612759.0,SAS,,Harper,D. Harper,driving,Restricted Area,0-8 Center,1.3,Made,,2.0,,,,,,,,,,,,,,,,,,,,,
65,PT07M01.00S,2025-10-26T18:22:48.4Z,1,REGULAR,foul,personal,['1freethrow'],1642879,,,1610612759,9,14,2025-10-26T18:23:02Z,650000,False,,,0,,B. Saraf shooting personal FOUL (1 PF) (Harper 1 FT),"[1642879, 1642844]",1610612751.0,BKN,200833.0,Saraf,B. Saraf,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Harper,1642844.0,,,,,,,,
67,PT07M01.00S,2025-10-26T18:23:14.5Z,1,REGULAR,freethrow,1 of 1,[],1642844,,,1610612759,10,14,2025-10-26T18:23:14Z,670000,False,,,0,,D. Harper Free Throw 1 of 1 (3 PTS),[1642844],1610612759.0,SAS,,Harper,D. Harper,,,,,Made,,3.0,,,,,,,,,,,,,,,,,,,,,
68,PT06M48.00S,2025-10-26T18:23:33.6Z,1,REGULAR,foul,personal,[],1630170,,,1610612751,10,14,2025-10-26T18:23:42Z,680000,False,,,0,,D. Vassell personal FOUL (1 PF),"[1630170, 1629008]",1610612759.0,SAS,204059.0,Vassell,D. Vassell,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,
70,PT06M39.00S,2025-10-26T18:23:55.8Z,1,REGULAR,3pt,Jump Shot,[],1642879,4.418528252299605,96.32352941176471,1610612751,10,14,2025-10-26T18:23:59Z,700000,False,-232.0,-11.0,1,left,MISS B. Saraf 3PT,[1642879],1610612751.0,BKN,,Saraf,B. Saraf,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M37.00S,2025-10-26T18:23:57.8Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,10,14,2025-10-26T18:23:59Z,710000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,Wembanyama,V. Wembanyama,,Left Corner 3,24+ Left,,,70.0,,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,
72,PT06M34.00S,2025-10-26T18:24:04.0Z,1,REGULAR,foul,personal,[],1629008,,,1610612759,10,14,2025-10-26T18:24:12Z,720000,False,,,0,,M. Porter Jr. personal FOUL (1 PF),"[1629008, 1630170]",1610612751.0,BKN,204059.0,Porter Jr.,M. Porter Jr.,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Vassell,1630170.0,,,,,,,,
74,PT06M34.00S,2025-10-26T18:24:18.8Z,1,REGULAR,substitution,out,[],1641705,,,1610612759,10,14,2025-10-26T18:24:34Z,740000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M34.00S,2025-10-26T18:24:18.8Z,1,REGULAR,substitution,out,[],203084,,,1610612759,10,14,2025-10-26T18:24:34Z,750000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M34.00S,2025-10-26T18:24:18.8Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,10,14,2025-10-26T18:24:34Z,760000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M34.00S,2025-10-26T18:24:18.8Z,1,REGULAR,substitution,in,[],202687,,,1610612759,10,14,2025-10-26T18:24:34Z,770000,False,,,0,,SUB in: B. Biyombo,[202687],1610612759.0,SAS,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M20.00S,2025-10-26T18:24:55.2Z,1,REGULAR,2pt,Jump Shot,[],1630170,87.20433639947439,73.52941176470588,1610612759,12,14,2025-10-26T18:25:00Z,780000,False,118.0,68.0,1,right,D. Vassell 13' pullup Jump Shot (5 PTS) (D. Harper 1 AST),"[1630170, 1642844]",1610612759.0,SAS,,Vassell,D. Vassell,pullup,Mid-Range,8-16 Right,13.57,Made,,5.0,,,,,,,D. Harper,1642844.0,1.0,,,,,,,,,,,,
80,PT05M55.00S,2025-10-26T18:25:22.5Z,1,REGULAR,3pt,Jump Shot,[],1630560,31.225361366622867,38.72549019607843,1610612751,12,14,2025-10-26T18:26:15Z,800000,False,56.0,241.0,1,left,MISS C. Thomas 24' step back 3PT,[1630560],1610612751.0,BKN,,Thomas,C. Thomas,step back,Above the Break 3,24+ Center,24.75,Missed,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M55.00S,2025-10-26T18:25:22.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,12,14,2025-10-26T18:26:15Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,Above the Break 3,24+ Center,,,80.0,,,,,,,,,,,,,,,,,,,,,,
82,PT05M55.00S,2025-10-26T18:25:31.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,12,14,2025-10-26T18:26:04Z,820000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,204059.0,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
