actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,jumpBallRecoverdPersonId
255,PT06M11.00S,2024-01-03T01:51:11.3Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,35,31,2024-01-03T01:51:15Z,2480000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,Sochan,J. Sochan,,,,,,,,,,,,,,254.0,1.0,1.0,0.0,
256,PT05M51.00S,2024-01-03T01:51:30.9Z,2,REGULAR,3pt,Jump Shot,[],1630577,28.728646517739815,25.98039215686275,1610612759,35,31,2024-01-03T01:51:36Z,2490000,False,120.0,218.0,1,left,MISS J. Champagnie 24' 3PT,[1630577],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,24.85,Missed,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,
257,PT05M48.00S,2024-01-03T01:51:33.9Z,2,REGULAR,rebound,offensive,[],1630170,,,1610612759,35,31,2024-01-03T01:51:36Z,2500000,False,,,0,,D. Vassell REBOUND (Off:1 Def:0),[1630170],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Vassell,D. Vassell,,,,,,,,,,,,,,256.0,1.0,0.0,1.0,
258,PT05M48.00S,2024-01-03T01:51:36.1Z,2,REGULAR,foul,personal,[],1629630,,,1610612759,35,31,2024-01-03T01:51:52Z,2510000,False,,,0,,J. Morant personal FOUL (1 PF),"[1629630, 1630170]",1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Morant,J. Morant,,,,202056.0,1.0,0.0,Vassell,1630170.0,,,,,,,,,,
260,PT05M34.00S,2024-01-03T01:52:14.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631104,15.982260183968464,47.05882352941176,1610612759,35,33,2024-01-03T01:52:20Z,2530000,False,15.0,98.0,1,left,B. Wesley 9' driving floating Jump Shot (2 PTS) (D. Barlow 2 AST),"[1631104, 1631230]",1610612759.0,SAS,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,9.88,Made,2.0,Wesley,B. Wesley,D. Barlow,1631230.0,2.0,,,,,,,,,,,,,,,
262,PT05M10.00S,2024-01-03T01:52:38.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,90.48948751642575,57.84313725490197,1610612763,37,33,2024-01-03T01:52:42Z,2550000,False,39.0,37.0,1,right,D. Bane driving floating bank Jump Shot (10 PTS),[1630217],1610612763.0,MEM,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,5.38,Made,10.0,Bane,D. Bane,,,,,,,,,,,,,,,,,,
263,PT05M03.00S,2024-01-03T01:52:50.2Z,2,REGULAR,foul,offensive,[],1631230,,,1610612759,37,33,2024-01-03T01:53:04Z,2560000,False,,,0,,D. Barlow offensive FOUL (2 PF),"[1631230, 1629630]",1610612759.0,SAS,,,,,,,Mid-Range,8-16 Right,,,,Barlow,D. Barlow,,,,202056.0,2.0,0.0,Morant,1629630.0,,,,,,,,,,
265,PT05M03.00S,2024-01-03T01:52:50.2Z,2,REGULAR,turnover,offensive foul,[],1631230,,,1610612759,37,33,2024-01-03T01:52:50Z,2580000,False,,,0,,D. Barlow offensive foul TURNOVER (1 TO),[1631230],1610612759.0,SAS,,,,,,,Mid-Range,8-16 Right,,,,Barlow,D. Barlow,,,,202056.0,,,,,1.0,,,,,,,,,
266,PT04M40.00S,2024-01-03T01:53:24.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203935,72.09264126149803,84.55882352941177,1610612763,37,33,2024-01-03T01:53:30Z,2590000,False,173.0,210.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,27.18,Missed,,Smart,M. Smart,,,,,,,,,,,,,,,,,,
267,PT04M36.00S,2024-01-03T01:53:28.9Z,2,REGULAR,rebound,defensive,[],1631230,,,1610612759,37,33,2024-01-03T01:53:30Z,2600000,False,,,0,,D. Barlow REBOUND (Off:2 Def:3),[1631230],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Barlow,D. Barlow,,,,,,,,,,,,,,266.0,5.0,3.0,2.0,
268,PT04M22.00S,2024-01-03T01:53:43.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631110,8.754927726675426,48.03921568627451,1610612759,37,35,2024-01-03T01:53:47Z,2610000,False,10.0,30.0,1,left,J. Sochan turnaround Hook (4 PTS),[1631110],1610612759.0,SAS,turnaround,,,,,,Restricted Area,0-8 Center,3.14,Made,4.0,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
269,PT04M08.00S,2024-01-03T01:53:57.3Z,2,REGULAR,turnover,bad pass,[],1630217,,,1610612763,37,35,2024-01-03T01:54:01Z,2620000,False,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 1630170]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Bane,D. Bane,,,,,,,,,1.0,Vassell,1630170.0,,,,,,,
270,PT04M08.00S,2024-01-03T01:53:57.3Z,2,REGULAR,steal,,[],1630170,,,1610612759,37,35,2024-01-03T01:53:59Z,2630000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
271,PT03M47.00S,2024-01-03T01:54:20.8Z,2,REGULAR,foul,offensive,[],1631230,,,1610612759,37,35,2024-01-03T01:54:33Z,2640000,False,,,0,,D. Barlow offensive FOUL (3 PF),"[1631230, 1629630]",1610612759.0,SAS,,,,,,,Mid-Range,16-24 Center,,,,Barlow,D. Barlow,,,,203591.0,3.0,0.0,Morant,1629630.0,,,,,,,,,,
273,PT03M47.00S,2024-01-03T01:54:20.8Z,2,REGULAR,turnover,offensive foul,[],1631230,,,1610612759,37,35,2024-01-03T01:54:20Z,2660000,False,,,0,,D. Barlow offensive foul TURNOVER (2 TO),[1631230],1610612759.0,SAS,,,,,,,Mid-Range,16-24 Center,,,,Barlow,D. Barlow,,,,203591.0,,,,,2.0,,,,,,,,,
274,PT03M47.00S,2024-01-03T01:54:32.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,37,35,2024-01-03T01:54:32Z,2670000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M47.00S,2024-01-03T01:55:32.5Z,2,REGULAR,substitution,out,[],1631230,,,1610612763,37,35,2024-01-03T01:57:20Z,2680000,False,,,0,,SUB out: D. Barlow,[1631230],1610612759.0,SAS,,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,
276,PT03M47.00S,2024-01-03T01:55:32.5Z,2,REGULAR,substitution,in,[],1629640,,,1610612763,37,35,2024-01-03T01:57:20Z,2690000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
277,PT03M38.00S,2024-01-03T01:57:41.6Z,2,REGULAR,foul,offensive,[],1631246,,,1610612763,37,35,2024-01-03T01:58:08Z,2700000,False,,,0,,V. Williams Jr. offensive FOUL (3 PF),"[1631246, 1630170]",1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Williams Jr.,V. Williams Jr.,,,,202056.0,3.0,0.0,Vassell,1630170.0,,,,,,,,,,
279,PT03M38.00S,2024-01-03T01:57:41.6Z,2,REGULAR,turnover,offensive foul,[],1631246,,,1610612763,37,35,2024-01-03T01:57:41Z,2720000,False,,,0,,V. Williams Jr. offensive foul TURNOVER (1 TO),[1631246],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Williams Jr.,V. Williams Jr.,,,,202056.0,,,,,1.0,,,,,,,,,
280,PT03M25.00S,2024-01-03T01:58:15.7Z,2,REGULAR,foul,offensive,[],1629640,,,1610612759,37,35,2024-01-03T01:58:27Z,2730000,False,,,0,,K. Johnson charge offensive FOUL (1 PF),"[1629640, 1631246]",1610612759.0,SAS,charge,,,,,,In The Paint (Non-RA),8-16 Center,,,,Johnson,K. Johnson,,,,202056.0,1.0,0.0,Williams Jr.,1631246.0,,,,,,,,,,
282,PT03M25.00S,2024-01-03T01:58:15.7Z,2,REGULAR,turnover,offensive foul,[],1629640,,,1610612759,37,35,2024-01-03T01:58:15Z,2750000,False,,,0,,K. Johnson offensive foul TURNOVER (2 TO),[1629640],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Johnson,K. Johnson,,,,202056.0,,,,,2.0,,,,,,,,,
283,PT03M13.00S,2024-01-03T01:58:38.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,89.83245729303549,43.13725490196079,1610612763,37,35,2024-01-03T01:58:44Z,2760000,False,-34.0,43.0,1,right,MISS J. Jackson Jr. driving finger roll Layup - blocked,"[1628991, 1631110]",1610612763.0,MEM,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,Sochan,1631110.0,,,,,
292,PT03M13.00S,2024-01-03T01:58:38.7Z,2,REGULAR,block,,[],1631110,,,1610612763,37,35,2024-01-03T01:59:58Z,2765000,False,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
284,PT03M10.00S,2024-01-03T01:58:41.7Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,37,35,2024-01-03T01:58:44Z,2770000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630577],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,283.0,2.0,2.0,0.0,
285,PT03M09.00S,2024-01-03T01:58:42.2Z,2,REGULAR,turnover,bad pass,[],1630577,,,1610612759,37,35,2024-01-03T01:58:47Z,2780000,False,,,0,,J. Champagnie bad pass TURNOVER (1 TO),"[1630577, 1628991]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Champagnie,J. Champagnie,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,,,
286,PT03M09.00S,2024-01-03T01:58:42.2Z,2,REGULAR,steal,,[],1628991,,,1610612763,37,35,2024-01-03T01:58:44Z,2790000,False,,,0,,J. Jackson Jr. STEAL (2 STL),[1628991],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
287,PT03M08.00S,2024-01-03T01:58:47.3Z,2,REGULAR,foul,personal,[],1630577,,,1610612763,37,35,2024-01-03T01:58:57Z,2800000,False,,,0,,J. Champagnie personal FOUL (2 PF),"[1630577, 1630217]",1610612759.0,SAS,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Champagnie,J. Champagnie,,,,1627963.0,2.0,0.0,Bane,1630217.0,,,,,,,,,,
289,PT02M55.00S,2024-01-03T01:59:27.7Z,2,REGULAR,turnover,out-of-bounds,[],1631246,,,1610612763,37,35,2024-01-03T01:59:32Z,2820000,False,,,0,,V. Williams Jr. bad pass out-of-bounds TURNOVER (2 TO),[1631246],1610612763.0,MEM,bad pass,,,,,,Above the Break 3,24+ Center,,,,Williams Jr.,V. Williams Jr.,,,,1627963.0,,,,,2.0,,,,,,,,,
290,PT02M55.00S,2024-01-03T01:59:30.7Z,2,REGULAR,substitution,out,[],1628991,,,1610612759,37,35,2024-01-03T01:59:39Z,2830000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
291,PT02M55.00S,2024-01-03T01:59:30.7Z,2,REGULAR,substitution,in,[],202687,,,1610612759,37,35,2024-01-03T01:59:39Z,2840000,False,,,0,,SUB in: B. Biyombo,[202687],1610612763.0,MEM,,,,,,,,,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,
293,PT02M44.00S,2024-01-03T01:59:57.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631104,6.521024967148489,48.28431372549019,1610612759,37,37,2024-01-03T02:00:03Z,2850000,False,9.0,9.0,1,left,B. Wesley cutting DUNK (4 PTS) (K. Johnson 4 AST),"[1631104, 1629640]",1610612759.0,SAS,cutting,,,,,,Restricted Area,0-8 Center,1.23,Made,4.0,Wesley,B. Wesley,K. Johnson,1629640.0,4.0,,,,,,,,,,,,,,,
295,PT02M27.00S,2024-01-03T02:00:16.5Z,2,REGULAR,foul,personal,[],1630577,,,1610612763,37,37,2024-01-03T02:00:52Z,2870000,False,,,0,,J. Champagnie personal FOUL (3 PF),"[1630577, 203935]",1610612759.0,SAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Champagnie,J. Champagnie,,,,202056.0,3.0,0.0,Smart,203935.0,,,,,,,,,,
297,PT02M27.00S,2024-01-03T02:00:41.0Z,2,REGULAR,substitution,out,[],1631246,,,1610612763,37,37,2024-01-03T02:00:53Z,2890000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,,,,,,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,
298,PT02M27.00S,2024-01-03T02:00:41.0Z,2,REGULAR,substitution,out,[],1630577,,,1610612763,37,37,2024-01-03T02:00:53Z,2900000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,,,,,,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,
299,PT02M27.00S,2024-01-03T02:00:41.0Z,2,REGULAR,substitution,in,[],1628379,,,1610612763,37,37,2024-01-03T02:00:53Z,2910000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,
300,PT02M27.00S,2024-01-03T02:00:41.0Z,2,REGULAR,substitution,in,[],1641705,,,1610612763,37,37,2024-01-03T02:00:53Z,2920000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,,,,,,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
301,PT02M24.00S,2024-01-03T02:01:09.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,89.17542706964521,34.068627450980394,1610612763,39,37,2024-01-03T02:01:14Z,2930000,False,-80.0,49.0,1,right,D. Bane 9' driving floating bank Jump Shot (12 PTS) (J. Morant 3 AST),"[1630217, 1629630]",1610612763.0,MEM,driving floating bank,,,,,,In The Paint (Non-RA),8-16 Left,9.37,Made,12.0,Bane,D. Bane,J. Morant,1629630.0,3.0,,,,,,,,,,,,,,,
303,PT02M13.00S,2024-01-03T02:01:20.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.440867279894875,55.14705882352941,1610612759,39,37,2024-01-03T02:01:25Z,2950000,False,-26.0,17.0,1,left,MISS K. Johnson driving finger roll Layup - blocked,"[1629640, 202687]",1610612759.0,SAS,driving finger roll,,,,,,Restricted Area,0-8 Center,3.1,Missed,,Johnson,K. Johnson,,,,,,,,,,,,Biyombo,202687.0,,,,,
304,PT02M13.00S,2024-01-03T02:01:20.0Z,2,REGULAR,block,,[],202687,,,1610612759,39,37,2024-01-03T02:01:22Z,2960000,False,,,0,,B. Biyombo BLOCK (3 BLK),[202687],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,
305,PT02M09.00S,2024-01-03T02:01:24.0Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612763,39,37,2024-01-03T02:01:25Z,2970000,False,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Kennard,L. Kennard,,,,,,,,,,,,,,303.0,2.0,2.0,0.0,
306,PT01M57.00S,2024-01-03T02:01:36.3Z,2,REGULAR,3pt,Jump Shot,[],1629630,69.85873850197109,25.245098039215684,1610612763,42,37,2024-01-03T02:01:41Z,2980000,False,-124.0,231.0,1,right,J. Morant 26' 3PT pullup (9 PTS) (L. Kennard 2 AST),"[1629630, 1628379]",1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Left Center,26.19,Made,9.0,Morant,J. Morant,L. Kennard,1628379.0,2.0,,,,,,,,,,,,,,,
308,PT01M41.00S,2024-01-03T02:01:51.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,11.251642575558476,39.705882352941174,1610612759,42,37,2024-01-03T02:01:57Z,3000000,False,51.0,53.0,1,left,MISS K. Johnson 7' driving floating bank Shot,[1629640],1610612759.0,SAS,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,7.41,Missed,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
309,PT01M39.00S,2024-01-03T02:01:53.8Z,2,REGULAR,rebound,defensive,[],202687,,,1610612763,42,37,2024-01-03T02:01:57Z,3010000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:4),[202687],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,308.0,4.0,4.0,0.0,
310,PT01M32.00S,2024-01-03T02:02:01.6Z,2,REGULAR,3pt,Jump Shot,[],1629630,68.54467805519053,36.76470588235294,1610612763,42,37,2024-01-03T02:02:08Z,3020000,False,-66.0,243.0,1,right,MISS J. Morant 25' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Center,25.2,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
311,PT01M29.00S,2024-01-03T02:02:05.2Z,2,REGULAR,rebound,offensive,[],1628379,,,1610612763,42,37,2024-01-03T02:02:05Z,3030000,False,,,0,,L. Kennard REBOUND (Off:1 Def:2),[1628379],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Kennard,L. Kennard,,,,,,,,,,,,,,310.0,3.0,2.0,1.0,
312,PT01M20.00S,2024-01-03T02:02:14.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202687,89.04402102496715,43.38235294117647,1610612763,42,37,2024-01-03T02:02:21Z,3040000,False,-33.0,50.0,1,right,MISS B. Biyombo 6' Hook,[202687],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,6.04,Missed,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,
314,PT01M17.00S,2024-01-03T02:02:17.2Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,42,37,2024-01-03T02:02:21Z,3060000,False,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1629640],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Johnson,K. Johnson,,,,,,,,,,,,,,312.0,4.0,3.0,1.0,
315,PT01M09.00S,2024-01-03T02:02:24.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,6.652431011826544,41.911764705882355,1610612759,42,37,2024-01-03T02:02:30Z,3070000,False,40.0,10.0,1,left,MISS V. Wembanyama alley-oop Layup,[1641705],1610612759.0,SAS,alley-oop,,,,,,Restricted Area,0-8 Center,4.16,Missed,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
316,PT01M07.00S,2024-01-03T02:02:26.7Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,42,37,2024-01-03T02:02:30Z,3080000,False,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Morant,J. Morant,,,,,,,,,,,,,,315.0,3.0,3.0,0.0,
318,PT01M03.00S,2024-01-03T02:02:48.3Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1631104,,,1610612763,42,37,2024-01-03T02:05:12Z,3100000,False,,,0,,B. Wesley flagrant-type-1 personal FOUL (1 PF) (Kennard 3 FT),"[1631104, 1628379]",1610612759.0,SAS,flagrant-type-1,,,,,,Above the Break 3,24+ Left Center,,,,Wesley,B. Wesley,,,,203591.0,1.0,0.0,Kennard,1628379.0,,,,,,,,,,
321,PT01M03.00S,2024-01-03T02:04:52.4Z,2,REGULAR,freethrow,1 of 3,[],1628379,,,1610612763,43,37,2024-01-03T02:05:20Z,3130000,False,,,0,,L. Kennard flagrant Free Throw 1 of 3 (4 PTS),[1628379],1610612763.0,MEM,flagrant,,,,,,,,,Made,4.0,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,
322,PT01M03.00S,2024-01-03T02:04:52.4Z,2,REGULAR,freethrow,2 of 3,[],1628379,,,1610612763,44,37,2024-01-03T02:05:20Z,3140000,False,,,0,,L. Kennard flagrant Free Throw 2 of 3 (5 PTS),[1628379],1610612763.0,MEM,flagrant,,,,,,,,,Made,5.0,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,
323,PT01M03.00S,2024-01-03T02:04:52.4Z,2,REGULAR,freethrow,3 of 3,[],1628379,,,1610612763,45,37,2024-01-03T02:05:20Z,3150000,False,,,0,,L. Kennard flagrant Free Throw 3 of 3 (6 PTS),[1628379],1610612763.0,MEM,flagrant,,,,,,,,,Made,6.0,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,
324,PT00M45.00S,2024-01-03T02:05:49.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,81.553876478318,37.254901960784316,1610612763,47,37,2024-01-03T02:05:56Z,3160000,False,-64.0,121.0,1,right,J. Morant 13' turnaround fadeaway Jump Shot (11 PTS),[1629630],1610612763.0,MEM,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,13.67,Made,11.0,Morant,J. Morant,,,,,,,,,,,,,,,,,,
325,PT00M32.90S,2024-01-03T02:06:04.5Z,2,REGULAR,3pt,Jump Shot,[],1629640,31.750985545335087,54.41176470588235,1610612759,47,37,2024-01-03T02:06:09Z,3170000,False,-22.0,246.0,1,left,MISS K. Johnson 24' pullup 3PT,[1629640],1610612759.0,SAS,pullup,,,,,,Above the Break 3,24+ Center,24.7,Missed,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
326,PT00M29.70S,2024-01-03T02:06:07.7Z,2,REGULAR,rebound,defensive,[],202687,,,1610612763,47,37,2024-01-03T02:06:09Z,3180000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:5),[202687],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,325.0,5.0,5.0,0.0,
327,PT00M12.40S,2024-01-03T02:06:24.9Z,2,REGULAR,turnover,lost ball,[],1629630,,,1610612763,47,37,2024-01-03T02:06:32Z,3190000,False,,,0,,J. Morant lost ball TURNOVER (1 TO),"[1629630, 1629640]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Morant,J. Morant,,,,,,,,,1.0,Johnson,1629640.0,,,,,,,
328,PT00M12.40S,2024-01-03T02:06:24.9Z,2,REGULAR,steal,,[],1629640,,,1610612759,47,37,2024-01-03T02:06:26Z,3200000,False,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
329,PT00M03.50S,2024-01-03T02:06:33.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,7.30946123521682,94.36274509803921,1610612759,47,40,2024-01-03T02:06:40Z,3210000,False,-222.0,16.0,1,left,K. Johnson 3PT  (6 PTS) (J. Sochan 1 AST),"[1629640, 1631110]",1610612759.0,SAS,,,,,,,Left Corner 3,24+ Left,22.24,Made,6.0,Johnson,K. Johnson,J. Sochan,1631110.0,1.0,,,,,,,,,,,,,,,
331,PT00M00.20S,2024-01-03T02:06:42.4Z,2,REGULAR,3pt,Jump Shot,[],203935,45.68002628120894,72.79411764705883,1610612763,47,40,2024-01-03T02:07:37Z,3230000,False,114.0,458.0,1,right,MISS M. Smart 47' pullup 3PT,[203935],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Center,47.21,Missed,,Smart,M. Smart,,,,,,,,,,,,,,,,,,
332,PT00M00.20S,2024-01-03T02:06:42.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,47,40,2024-01-03T02:07:37Z,3240000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,331.0,,,,
333,PT00M00.00S,2024-01-03T02:06:46.5Z,2,REGULAR,period,end,[],0,,,1610612763,47,40,2024-01-03T02:06:46Z,3250000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2024-01-03T02:21:22.0Z,3,REGULAR,substitution,out,['startperiod'],1628379,,,1610612763,47,40,2024-01-03T02:22:03Z,3260000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2024-01-03T02:21:22.0Z,3,REGULAR,substitution,out,['startperiod'],1629640,,,1610612763,47,40,2024-01-03T02:22:03Z,3270000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2024-01-03T02:21:22.0Z,3,REGULAR,substitution,out,['startperiod'],1631104,,,1610612763,47,40,2024-01-03T02:22:03Z,3280000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,,,,,,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2024-01-03T02:21:22.0Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,47,40,2024-01-03T02:22:03Z,3290000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2024-01-03T02:21:22.0Z,3,REGULAR,substitution,in,['startperiod'],1630200,,,1610612763,47,40,2024-01-03T02:22:03Z,3300000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2024-01-03T02:21:22.0Z,3,REGULAR,substitution,in,['startperiod'],1630577,,,1610612763,47,40,2024-01-03T02:22:03Z,3310000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,,,,,,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2024-01-03T02:22:12.5Z,3,REGULAR,period,start,[],0,,,1610612759,47,40,2024-01-03T02:22:12Z,3320000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
