actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M51.00S,2023-12-09T01:11:52.1Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,2,2,2023-12-09T01:11:53Z,180000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M46.00S,2023-12-09T01:11:56.8Z,1,REGULAR,turnover,lost ball,[],1630217,,,1610612763,2,2,2023-12-09T01:12:01Z,190000,False,,,0,,D. Bane lost ball TURNOVER (1 TO),"[1630217, 1626157]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,Towns,1626157.0,,,,,,
20,PT10M46.00S,2023-12-09T01:11:56.8Z,1,REGULAR,steal,,[],1626157,,,1610612750,2,2,2023-12-09T01:12:00Z,200000,False,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
21,PT10M37.00S,2023-12-09T01:12:05.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203497,94.03745072273325,48.77450980392157,1610612750,2,4,2023-12-09T01:12:08Z,210000,False,-6.0,4.0,1,right,R. Gobert cutting DUNK (4 PTS) (A. Edwards 1 AST),"[203497, 1630162]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,4.0,,A. Edwards,1630162.0,1.0,,,,,,,,,
23,PT10M22.00S,2023-12-09T01:12:20.2Z,1,REGULAR,3pt,Jump Shot,[],1631223,29.517082785808146,29.166666666666668,1610612763,5,4,2023-12-09T01:12:23Z,230000,False,104.0,225.0,1,left,D. Roddy 24' 3PT  (5 PTS) (D. Rose 2 AST),"[1631223, 201565]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,24.8,Made,,,,,5.0,,D. Rose,201565.0,2.0,,,,,,,,,
25,PT10M09.00S,2023-12-09T01:12:33.3Z,1,REGULAR,3pt,Jump Shot,[],1626157,70.12155059132719,72.30392156862744,1610612750,5,4,2023-12-09T01:12:37Z,250000,False,112.0,228.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
26,PT10M09.00S,2023-12-09T01:12:33.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,5,4,2023-12-09T01:12:37Z,260000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,25.0,,,,,,,,,,,,,,,,,
28,PT09M56.00S,2023-12-09T01:12:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201565,6.258212877792378,52.20588235294118,1610612763,7,4,2023-12-09T01:12:56Z,280000,False,-11.0,6.0,1,left,D. Rose driving finger roll Layup (2 PTS),[201565],1610612763.0,MEM,driving finger roll,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,2.0,,,,,,,,,,,,,
29,PT09M45.00S,2023-12-09T01:13:07.6Z,1,REGULAR,foul,personal,[],202687,,,1610612750,7,4,2023-12-09T01:13:12Z,290000,False,,,0,,B. Biyombo personal FOUL (1 PF),"[202687, 1626157]",1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,201245.0,,,,,,,1.0,0.0,Towns,1626157.0,,
31,PT09M40.00S,2023-12-09T01:13:26.9Z,1,REGULAR,3pt,Jump Shot,[],1629638,69.20170827858082,31.862745098039213,1610612750,7,4,2023-12-09T01:13:30Z,310000,False,-91.0,237.0,1,right,MISS N. Alexander-Walker 25' pullup 3PT - blocked,"[1629638, 1630217]",1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,,,,,,,,,,,,,,,,Bane,1630217.0
32,PT09M40.00S,2023-12-09T01:13:26.9Z,1,REGULAR,block,,[],1630217,,,1610612750,7,4,2023-12-09T01:13:29Z,320000,False,,,0,,D. Bane BLOCK (1 BLK),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
33,PT09M37.00S,2023-12-09T01:13:29.9Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,7,4,2023-12-09T01:13:30Z,330000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Left Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M33.00S,2023-12-09T01:13:32.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,6.258212877792378,48.529411764705884,1610612763,9,4,2023-12-09T01:13:36Z,340000,False,7.0,6.0,1,left,D. Bane running finger roll Layup (2 PTS) (B. Biyombo 1 AST),"[1630217, 202687]",1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,2.0,,B. Biyombo,202687.0,1.0,,,,,,,,,
36,PT09M20.00S,2023-12-09T01:13:46.2Z,1,REGULAR,2pt,Jump Shot,[],1630162,75.3777923784494,61.51960784313726,1610612750,9,4,2023-12-09T01:13:52Z,360000,False,58.0,179.0,1,right,MISS A. Edwards 18' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,18.79,Missed,,,,,,,,,,,,,,,,,,
37,PT09M15.00S,2023-12-09T01:13:51.2Z,1,REGULAR,rebound,offensive,[],1629638,,,1610612750,9,4,2023-12-09T01:13:52Z,370000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:0),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Center,,,36.0,1.0,0.0,1.0,,,,,,,,,,,,,,
38,PT09M10.00S,2023-12-09T01:13:56.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,66.17936925098554,52.94117647058824,1610612750,9,4,2023-12-09T01:13:59Z,380000,False,15.0,265.0,1,right,MISS K. Towns 26' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,26.58,Missed,,,,,,,,,,,,,,,,,,
39,PT09M08.00S,2023-12-09T01:13:58.0Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,9,4,2023-12-09T01:13:59Z,390000,False,,,0,,R. Gobert REBOUND (Off:3 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,38.0,4.0,1.0,3.0,,,,,,,,,,,,,,
40,PT09M07.00S,2023-12-09T01:14:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,93.64323258869908,51.9607843137255,1610612750,9,6,2023-12-09T01:14:02Z,400000,False,10.0,7.0,1,right,R. Gobert putback Layup (6 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,6.0,,,,,,,,,,,,,
41,PT08M53.00S,2023-12-09T01:14:12.6Z,1,REGULAR,2pt,Jump Shot,[],1630217,22.683968462549277,73.0392156862745,1610612763,9,6,2023-12-09T01:14:15Z,410000,False,-115.0,161.0,1,left,MISS D. Bane 19' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left Center,19.77,Missed,,,,,,,,,,,,,,,,,,
42,PT08M51.00S,2023-12-09T01:14:14.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,9,6,2023-12-09T01:14:15Z,420000,False,,,0,,R. Gobert REBOUND (Off:3 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,,,41.0,5.0,2.0,3.0,,,,,,,,,,,,,,
43,PT08M36.00S,2023-12-09T01:14:30.4Z,1,REGULAR,2pt,Jump Shot,[],201144,87.33574244415243,33.088235294117645,1610612750,9,6,2023-12-09T01:14:34Z,430000,False,-85.0,67.0,1,right,MISS M. Conley 10' driving floating Shot,[201144],1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,Mid-Range,8-16 Left,10.76,Missed,,,,,,,,,,,,,,,,,,
44,PT08M31.00S,2023-12-09T01:14:35.4Z,1,REGULAR,rebound,defensive,[],201565,,,1610612763,9,6,2023-12-09T01:15:54Z,440000,False,,,0,,D. Rose REBOUND (Off:0 Def:1),[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,Mid-Range,8-16 Left,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT08M27.00S,2023-12-09T01:14:38.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],201565,7.30946123521682,32.35294117647059,1610612763,9,6,2023-12-09T01:14:44Z,450000,False,88.0,16.0,1,left,MISS D. Rose 8' driving floating Shot,[201565],1610612763.0,MEM,driving floating,,,Rose,D. Rose,,,,,Mid-Range,8-16 Right,8.97,Missed,,,,,,,,,,,,,,,,,,
46,PT08M24.00S,2023-12-09T01:14:41.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,9,6,2023-12-09T01:14:44Z,460000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
48,PT08M17.00S,2023-12-09T01:15:12.7Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,9,6,2023-12-09T01:15:18Z,480000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M17.00S,2023-12-09T01:15:12.7Z,1,REGULAR,substitution,in,[],1628972,,,1610612750,9,6,2023-12-09T01:15:18Z,490000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M14.00S,2023-12-09T01:15:35.7Z,1,REGULAR,foul,offensive,[],203497,,,1610612750,9,6,2023-12-09T01:15:43Z,500000,False,,,0,,R. Gobert offensive FOUL (1 PF),"[203497, 201565]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left,,,,,,,,2003.0,,,,,,,1.0,0.0,Rose,201565.0,,
52,PT08M14.00S,2023-12-09T01:15:35.7Z,1,REGULAR,turnover,offensive foul,[],203497,,,1610612750,9,6,2023-12-09T01:15:35Z,520000,False,,,0,,R. Gobert offensive foul TURNOVER (1 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left,,,,,,,,2003.0,,,,1.0,,,,,,,,
53,PT08M01.00S,2023-12-09T01:16:03.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,13.748357424441524,52.94117647058824,1610612763,11,6,2023-12-09T01:16:07Z,530000,False,-15.0,77.0,1,left,J. Jackson Jr. 7' driving floating Jump Shot (2 PTS) (D. Rose 3 AST),"[1628991, 201565]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.81,Made,,,,,2.0,,D. Rose,201565.0,3.0,,,,,,,,,
55,PT07M47.00S,2023-12-09T01:16:17.7Z,1,REGULAR,2pt,Jump Shot,[],203497,87.33574244415243,84.55882352941177,1610612750,11,8,2023-12-09T01:16:20Z,550000,False,173.0,67.0,1,right,R. Gobert 18' Jump Shot (8 PTS) (K. Towns 1 AST),"[203497, 1626157]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right,18.52,Made,,,,,8.0,,K. Towns,1626157.0,1.0,,,,,,,,,
57,PT07M33.00S,2023-12-09T01:16:31.9Z,1,REGULAR,3pt,Jump Shot,[],1630217,30.436925098554536,21.07843137254902,1610612763,14,8,2023-12-09T01:16:36Z,570000,False,145.0,234.0,1,left,D. Bane 27' 3PT pullup (5 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,27.47,Made,,,,,5.0,,,,,,,,,,,,,
58,PT07M09.00S,2023-12-09T01:16:56.1Z,1,REGULAR,2pt,Jump Shot,[],1628972,77.21747700394218,73.77450980392157,1610612750,14,10,2023-12-09T01:17:00Z,580000,False,119.0,162.0,1,right,T. Brown Jr. 20' pullup Jump Shot (2 PTS),[1628972],1610612750.0,MIN,pullup,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Right Center,20.07,Made,,,,,2.0,,,,,,,,,,,,,
59,PT06M54.00S,2023-12-09T01:17:11.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,6.783837056504599,40.19607843137255,1610612763,14,10,2023-12-09T01:17:15Z,590000,False,49.0,11.0,1,left,MISS J. Jackson Jr. alley-oop DUNK - blocked,"[1628991, 203497]",1610612763.0,MEM,alley-oop,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.03,Missed,,,,,,,,,,,,,,,,,Gobert,203497.0
60,PT06M54.00S,2023-12-09T01:17:11.0Z,1,REGULAR,block,,[],203497,,,1610612763,14,10,2023-12-09T01:17:14Z,600000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
61,PT06M50.00S,2023-12-09T01:17:15.0Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,14,10,2023-12-09T01:19:05Z,610000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
62,PT06M45.00S,2023-12-09T01:17:26.6Z,1,REGULAR,foul,personal,[],1630217,,,1610612750,14,10,2023-12-09T01:17:30Z,620000,False,,,0,,D. Bane personal FOUL (1 PF),"[1630217, 203497]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202056.0,,,,,,,1.0,0.0,Gobert,203497.0,,
64,PT06M45.00S,2023-12-09T01:17:34.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,14,10,2023-12-09T01:17:34Z,640000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M39.00S,2023-12-09T01:20:33.3Z,1,REGULAR,3pt,Jump Shot,[],1626157,72.7496714848883,81.61764705882352,1610612750,14,13,2023-12-09T01:20:36Z,650000,False,158.0,204.0,1,right,K. Towns 25' 3PT  (3 PTS) (M. Conley 1 AST),"[1626157, 201144]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,25.79,Made,,,,,3.0,,M. Conley,201144.0,1.0,,,,,,,,,
67,PT06M29.00S,2023-12-09T01:20:46.5Z,1,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,14,13,2023-12-09T01:20:54Z,670000,False,,,0,,D. Bane bad pass out-of-bounds TURNOVER (2 TO),[1630217],1610612763.0,MEM,bad pass,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,,,201245.0,,,,2.0,,,,,,,,
68,PT06M10.00S,2023-12-09T01:21:10.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,70.90998685939553,76.7156862745098,1610612750,14,16,2023-12-09T01:21:15Z,680000,False,134.0,221.0,1,right,N. Alexander-Walker 25' 3PT  (3 PTS) (K. Towns 2 AST),"[1629638, 1626157]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,25.82,Made,,,,,3.0,,K. Towns,1626157.0,2.0,,,,,,,,,
70,PT05M47.00S,2023-12-09T01:21:32.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,16.90210249671485,53.431372549019606,1610612763,16,16,2023-12-09T01:21:36Z,700000,False,-17.0,106.0,1,left,J. Jackson Jr. 10' turnaround Hook (4 PTS),[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.78,Made,,,,,4.0,,,,,,,,,,,,,
71,PT05M33.00S,2023-12-09T01:21:47.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,92.06636005256242,49.50980392156863,1610612750,16,18,2023-12-09T01:21:50Z,710000,False,-2.0,22.0,1,right,K. Towns driving DUNK (5 PTS) (M. Conley 2 AST),"[1626157, 201144]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,5.0,,M. Conley,201144.0,2.0,,,,,,,,,
73,PT05M19.00S,2023-12-09T01:22:02.9Z,1,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612763,16,18,2023-12-09T01:22:15Z,730000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Rose 2 FT),"[1629638, 201565]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Right,,,,,,,,202056.0,,,,,,,1.0,0.0,Rose,201565.0,,
75,PT05M19.00S,2023-12-09T01:22:34.4Z,1,REGULAR,freethrow,1 of 2,[],201565,,,1610612763,17,18,2023-12-09T01:22:34Z,750000,False,,,0,,D. Rose Free Throw 1 of 2 (3 PTS),[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
76,PT05M19.00S,2023-12-09T01:22:35.3Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,17,18,2023-12-09T01:22:43Z,760000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M19.00S,2023-12-09T01:22:35.3Z,1,REGULAR,substitution,out,[],1631223,,,1610612763,17,18,2023-12-09T01:22:43Z,770000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M19.00S,2023-12-09T01:22:35.3Z,1,REGULAR,substitution,in,[],1631246,,,1610612763,17,18,2023-12-09T01:22:43Z,780000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M19.00S,2023-12-09T01:22:35.3Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,17,18,2023-12-09T01:22:43Z,790000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M19.00S,2023-12-09T01:22:55.4Z,1,REGULAR,freethrow,2 of 2,[],201565,,,1610612763,18,18,2023-12-09T01:22:55Z,800000,False,,,0,,D. Rose Free Throw 2 of 2 (4 PTS),[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
81,PT05M07.00S,2023-12-09T01:23:08.7Z,1,REGULAR,3pt,Jump Shot,[],1628972,67.23061760840999,68.13725490196079,1610612750,18,18,2023-12-09T01:23:12Z,810000,False,91.0,256.0,1,right,MISS T. Brown Jr. 27' 3PT,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,27.11,Missed,,,,,,,,,,,,,,,,,,
82,PT05M04.00S,2023-12-09T01:23:11.7Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,18,18,2023-12-09T01:23:12Z,820000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,
83,PT04M50.00S,2023-12-09T01:23:26.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,8.754927726675426,58.57843137254902,1610612763,18,18,2023-12-09T01:23:29Z,830000,False,-43.0,30.0,1,left,MISS D. Rose driving floating Shot - blocked,"[201565, 203497]",1610612763.0,MEM,driving floating,,,Rose,D. Rose,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,,,,,,,,,,,,,,,,Gobert,203497.0
84,PT04M50.00S,2023-12-09T01:23:26.1Z,1,REGULAR,block,,[],203497,,,1610612763,18,18,2023-12-09T01:23:28Z,840000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
