actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
169,PT00M00.10S,2024-03-02T01:35:07.8Z,1,REGULAR,3pt,Jump Shot,[],1629014,66.5735873850197,17.401960784313726,1610612757,21,17,2024-03-02T01:35:15Z,1680000,False,-163.0,262.0,1,right,MISS A. Simons 30' pullup 3PT - blocked,"[1629014, 1630692]",1610612757.0,POR,,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,30.83,Missed,,,,,,,,,,,,Goodwin,1630692.0,,,,
170,PT00M00.10S,2024-03-02T01:35:07.8Z,1,REGULAR,block,,[],1630692,,,1610612757,21,17,2024-03-02T01:35:11Z,1690000,False,,,0,,J. Goodwin BLOCK (4 BLK),[1630692],1610612763.0,MEM,,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
171,PT00M00.10S,2024-03-02T01:35:07.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,21,17,2024-03-02T01:35:15Z,1700000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,Above the Break 3,24+ Left Center,,,169.0,,,,,,,,,,,,,,,,
172,PT00M00.00S,2024-03-02T01:35:13.1Z,1,REGULAR,period,end,[],0,,,1610612757,21,17,2024-03-02T01:35:13Z,1710000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-03-02T01:37:40.3Z,2,REGULAR,substitution,out,['startperiod'],1641713,,,1610612757,21,17,2024-03-02T01:38:02Z,1720000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-03-02T01:37:40.3Z,2,REGULAR,substitution,out,['startperiod'],1629014,,,1610612757,21,17,2024-03-02T01:38:02Z,1730000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2024-03-02T01:37:40.3Z,2,REGULAR,substitution,in,['startperiod'],1629139,,,1610612757,21,17,2024-03-02T01:38:02Z,1740000,False,,,0,,SUB in: Y. Watanabe,[1629139],1610612763.0,MEM,,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2024-03-02T01:37:40.3Z,2,REGULAR,substitution,in,['startperiod'],1629650,,,1610612757,21,17,2024-03-02T01:38:18Z,1755000,False,,,0,,SUB in: M. Brown,[1629650],1610612757.0,POR,,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2024-03-02T01:37:48.4Z,2,REGULAR,period,start,[],0,,,1610612763,21,17,2024-03-02T01:38:02Z,1760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M43.00S,2024-03-02T01:38:05.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629139,8.492115637319317,40.44117647058824,1610612763,21,17,2024-03-02T01:38:11Z,1770000,False,48.0,27.0,1,left,MISS Y. Watanabe driving Layup - blocked,"[1629139, 1630204]",1610612763.0,MEM,,driving,,,Watanabe,Y. Watanabe,,,,,In The Paint (Non-RA),0-8 Center,5.5,Missed,,,,,,,,,,,,Hagans,1630204.0,,,,
179,PT11M43.00S,2024-03-02T01:38:05.5Z,2,REGULAR,block,,[],1630204,,,1610612763,21,17,2024-03-02T01:38:07Z,1780000,False,,,0,,A. Hagans BLOCK (1 BLK),[1630204],1610612757.0,POR,,,,,Hagans,A. Hagans,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
180,PT11M39.00S,2024-03-02T01:38:09.5Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,21,17,2024-03-02T01:38:11Z,1790000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,,
182,PT11M34.00S,2024-03-02T01:38:16.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629650,89.70105124835742,55.14705882352941,1610612757,21,19,2024-03-02T01:38:26Z,1800000,False,26.0,44.0,1,right,M. Brown turnaround Hook (2 PTS),[1629650],1610612757.0,POR,,turnaround,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.12,Made,,,,,,,,2.0,,,,,,,,,
183,PT11M34.00S,2024-03-02T01:38:23.6Z,2,REGULAR,foul,personal,['1freethrow'],1631222,,,1610612757,21,19,2024-03-02T01:38:30Z,1810000,False,,,0,,J. LaRavia shooting personal FOUL (1 PF) (Brown 1 FT),"[1631222, 1629650]",1610612763.0,MEM,1628480.0,shooting,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Brown,1629650.0
185,PT11M34.00S,2024-03-02T01:38:46.6Z,2,REGULAR,freethrow,1 of 1,[],1629650,,,1610612757,21,20,2024-03-02T01:38:46Z,1830000,False,,,0,,M. Brown Free Throw 1 of 1 (3 PTS),[1629650],1610612757.0,POR,,,,,Brown,M. Brown,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,
186,PT11M15.00S,2024-03-02T01:39:08.3Z,2,REGULAR,2pt,Jump Shot,[],1630583,13.485545335085414,65.93137254901961,1610612763,23,20,2024-03-02T01:39:13Z,1840000,False,-80.0,74.0,1,left,S. Aldama 10' driving floating bank Jump Shot (4 PTS),[1630583],1610612763.0,MEM,,driving floating bank,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,10.9,Made,,,,,,,,4.0,,,,,,,,,
187,PT10M49.00S,2024-03-02T01:39:33.8Z,2,REGULAR,3pt,Jump Shot,[],1629680,66.04796320630749,43.38235294117647,1610612757,23,23,2024-03-02T01:39:38Z,1850000,False,-33.0,267.0,1,right,M. Thybulle 26' 3PT  (7 PTS) (J. Grant 1 AST),"[1629680, 203924]",1610612757.0,POR,,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Center,26.86,Made,,,,,,,,7.0,J. Grant,203924.0,1.0,,,,,,
189,PT10M31.00S,2024-03-02T01:39:51.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630205,5.206964520367937,43.872549019607845,1610612763,25,23,2024-03-02T01:39:55Z,1870000,False,31.0,-4.0,1,left,L. Stevens driving Layup (6 PTS),[1630205],1610612763.0,MEM,,driving,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,3.08,Made,,,,,,,,6.0,,,,,,,,,
190,PT10M19.00S,2024-03-02T01:40:03.1Z,2,REGULAR,3pt,Jump Shot,[],203924,73.53810775295663,15.441176470588236,1610612757,25,26,2024-03-02T01:40:10Z,1880000,False,-173.0,196.0,1,right,J. Grant 26' 3PT pullup (5 PTS) (D. Banton 2 AST),"[203924, 1630625]",1610612757.0,POR,,pullup,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,26.14,Made,,,,,,,,5.0,D. Banton,1630625.0,2.0,,,,,,
192,PT10M05.00S,2024-03-02T01:40:17.2Z,2,REGULAR,3pt,Jump Shot,[],1631222,19.004599211563733,91.17647058823529,1610612763,28,26,2024-03-02T01:40:22Z,1900000,False,-206.0,126.0,1,left,J. LaRavia 24' 3PT  (6 PTS) (L. Stevens 1 AST),"[1631222, 1630205]",1610612763.0,MEM,,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,24.14,Made,,,,,,,,6.0,L. Stevens,1630205.0,1.0,,,,,,
194,PT09M51.00S,2024-03-02T01:40:31.6Z,2,REGULAR,turnover,bad pass,[],1629680,,,1610612757,28,26,2024-03-02T01:40:35Z,1920000,False,,,0,,M. Thybulle bad pass TURNOVER (2 TO),"[1629680, 1631222]",1610612757.0,POR,,,,,Thybulle,M. Thybulle,,,,,Mid-Range,16-24 Right,,,,,,,2.0,LaRavia,1631222.0,,,,,,,,,,
195,PT09M51.00S,2024-03-02T01:40:31.6Z,2,REGULAR,steal,,[],1631222,,,1610612763,28,26,2024-03-02T01:40:33Z,1930000,False,,,0,,J. LaRavia STEAL (1 STL),[1631222],1610612763.0,MEM,,,,,LaRavia,J. LaRavia,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,
196,PT09M47.00S,2024-03-02T01:40:35.4Z,2,REGULAR,turnover,lost ball,[],1631222,,,1610612763,28,26,2024-03-02T01:40:40Z,1940000,False,,,0,,J. LaRavia lost ball TURNOVER (2 TO),"[1631222, 1630204]",1610612763.0,MEM,,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Center,,,,,,,2.0,Hagans,1630204.0,,,,,,,,,,
197,PT09M47.00S,2024-03-02T01:40:35.4Z,2,REGULAR,steal,,[],1630204,,,1610612757,28,26,2024-03-02T01:40:37Z,1950000,False,,,0,,A. Hagans STEAL (1 STL),[1630204],1610612757.0,POR,,,,,Hagans,A. Hagans,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
198,PT09M44.00S,2024-03-02T01:40:38.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629650,91.5407358738502,50.73529411764706,1610612757,28,28,2024-03-02T01:40:47Z,1960000,False,4.0,27.0,1,right,M. Brown running Layup (5 PTS) (A. Hagans 1 AST),"[1629650, 1630204]",1610612757.0,POR,,running,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,2.73,Made,,,,,,,,5.0,A. Hagans,1630204.0,1.0,,,,,,
200,PT09M33.00S,2024-03-02T01:40:48.8Z,2,REGULAR,3pt,Jump Shot,[],1631222,26.10052562417871,16.911764705882355,1610612763,31,28,2024-03-02T01:40:53Z,1980000,False,165.0,193.0,1,left,J. LaRavia 25' 3PT  (9 PTS) (S. Aldama 1 AST),"[1631222, 1630583]",1610612763.0,MEM,,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,25.4,Made,,,,,,,,9.0,S. Aldama,1630583.0,1.0,,,,,,
202,PT09M18.00S,2024-03-02T01:41:04.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,91.27792378449409,55.392156862745104,1610612757,31,30,2024-03-02T01:41:13Z,2000000,False,27.0,29.0,1,right,J. Grant driving finger roll Layup (7 PTS),[203924],1610612757.0,POR,,driving finger roll,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,4.0,Made,,,,,,,,7.0,,,,,,,,,
203,PT09M01.00S,2024-03-02T01:41:21.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630692,18.74178712220762,63.48039215686274,1610612763,31,30,2024-03-02T01:41:26Z,2010000,False,-67.0,124.0,1,left,MISS J. Goodwin 14' pullup Shot,[1630692],1610612763.0,MEM,,pullup,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,14.09,Missed,,,,,,,,,,,,,,,,,
204,PT08M57.00S,2024-03-02T01:41:25.5Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612757,31,30,2024-03-02T01:41:26Z,2020000,False,,,0,,M. Thybulle REBOUND (Off:1 Def:1),[1629680],1610612757.0,POR,,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),8-16 Center,,,203.0,2.0,1.0,1.0,,,,,,,,,,,,,
205,PT08M49.00S,2024-03-02T01:41:33.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,92.32917214191852,53.67647058823529,1610612757,31,32,2024-03-02T01:41:36Z,2030000,False,18.0,20.0,1,right,D. Banton Layup (2 PTS),[1630625],1610612757.0,POR,,,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,2.69,Made,,,,,,,,2.0,,,,,,,,,
206,PT08M34.00S,2024-03-02T01:41:47.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,11.908672798948752,45.83333333333333,1610612763,31,32,2024-03-02T01:41:52Z,2040000,False,21.0,59.0,1,left,MISS J. LaRavia 6' driving floating Shot,[1631222],1610612763.0,MEM,,driving floating,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,6.29,Missed,,,,,,,,,,,,,,,,,
207,PT08M32.00S,2024-03-02T01:41:49.9Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612757,31,32,2024-03-02T01:41:52Z,2050000,False,,,0,,M. Brown REBOUND (Off:0 Def:1),[1629650],1610612757.0,POR,,,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,206.0,1.0,1.0,0.0,,,,,,,,,,,,,
208,PT08M18.00S,2024-03-02T01:42:04.2Z,2,REGULAR,3pt,Jump Shot,[],1630625,73.9323258869908,11.029411764705882,1610612757,31,32,2024-03-02T01:42:10Z,2060000,False,-195.0,193.0,1,right,MISS D. Banton 27' 3PT,[1630625],1610612757.0,POR,,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,27.39,Missed,,,,,,,,,,,,,,,,,
209,PT08M17.00S,2024-03-02T01:42:05.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,31,32,2024-03-02T01:42:10Z,2070000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Above the Break 3,24+ Left Center,,,208.0,,,,,,,,,,,,,,,,
210,PT08M17.00S,2024-03-02T01:42:09.4Z,2,REGULAR,foul,personal,[],1629650,,,1610612763,31,32,2024-03-02T01:42:18Z,2080000,False,,,0,,M. Brown loose ball personal FOUL (1 PF),"[1629650, 1631222]",1610612757.0,POR,202007.0,loose ball,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,LaRavia,1631222.0
212,PT08M17.00S,2024-03-02T01:42:17.6Z,2,REGULAR,substitution,out,[],1630205,,,1610612763,31,32,2024-03-02T01:42:25Z,2100000,False,,,0,,SUB out: L. Stevens,[1630205],1610612763.0,MEM,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M17.00S,2024-03-02T01:42:17.6Z,2,REGULAR,substitution,in,[],1641998,,,1610612763,31,32,2024-03-02T01:42:25Z,2110000,False,,,0,,SUB in: T. Jemison,[1641998],1610612763.0,MEM,,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M58.00S,2024-03-02T01:42:47.9Z,2,REGULAR,foul,personal,['2freethrow'],1630625,,,1610612763,31,32,2024-03-02T01:42:57Z,2120000,False,,,0,,D. Banton shooting personal FOUL (1 PF) (Jemison 2 FT),"[1630625, 1641998]",1610612757.0,POR,1628480.0,shooting,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Jemison,1641998.0
216,PT07M58.00S,2024-03-02T01:43:14.2Z,2,REGULAR,freethrow,1 of 2,[],1641998,,,1610612763,32,32,2024-03-02T01:43:14Z,2140000,False,,,0,,T. Jemison Free Throw 1 of 2 (5 PTS),[1641998],1610612763.0,MEM,,,,,Jemison,T. Jemison,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,
217,PT07M58.00S,2024-03-02T01:43:14.2Z,2,REGULAR,freethrow,2 of 2,[],1641998,,,1610612763,32,32,2024-03-02T01:43:37Z,2150000,False,,,0,,MISS T. Jemison Free Throw 2 of 2,[1641998],1610612763.0,MEM,,,,,Jemison,T. Jemison,,,,,,,,Missed,,,,,,,,,,,,,,,,,
218,PT07M57.00S,2024-03-02T01:43:15.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,32,32,2024-03-02T01:43:37Z,2160000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,217.0,,,,,,,,,,,,,,,,
220,PT07M53.00S,2024-03-02T01:43:51.6Z,2,REGULAR,turnover,lost ball,[],1631222,,,1610612763,32,32,2024-03-02T01:43:54Z,2180000,False,,,0,,J. LaRavia lost ball TURNOVER (3 TO),"[1631222, 1629680]",1610612763.0,MEM,,,,,LaRavia,J. LaRavia,,,,,Mid-Range,8-16 Left,,,,,,,3.0,Thybulle,1629680.0,,,,,,,,,,
221,PT07M53.00S,2024-03-02T01:43:51.6Z,2,REGULAR,steal,,[],1629680,,,1610612757,32,32,2024-03-02T01:43:53Z,2190000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612757.0,POR,,,,,Thybulle,M. Thybulle,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
222,PT07M46.00S,2024-03-02T01:43:58.8Z,2,REGULAR,foul,personal,['2freethrow'],1629139,,,1610612757,32,32,2024-03-02T01:44:09Z,2200000,False,,,0,,Y. Watanabe shooting personal FOUL (1 PF) (Brown 2 FT),"[1629139, 1629650]",1610612763.0,MEM,1628480.0,shooting,,,Watanabe,Y. Watanabe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Brown,1629650.0
224,PT07M46.00S,2024-03-02T01:44:28.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629650,,,1610612757,32,32,2024-03-02T01:44:28Z,2220000,False,,,0,,MISS M. Brown Free Throw 1 of 2,[1629650],1610612757.0,POR,,,,,Brown,M. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,
225,PT07M46.00S,2024-03-02T01:44:28.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,32,32,2024-03-02T01:44:28Z,2230000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,,,,
226,PT07M46.00S,2024-03-02T01:44:30.4Z,2,REGULAR,substitution,out,[],1630204,,,1610612757,32,32,2024-03-02T01:44:35Z,2240000,False,,,0,,SUB out: A. Hagans,[1630204],1610612757.0,POR,,,,,Hagans,A. Hagans,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M46.00S,2024-03-02T01:44:30.4Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,32,32,2024-03-02T01:44:35Z,2250000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M46.00S,2024-03-02T01:44:28.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629650,,,1610612757,32,32,2024-03-02T01:44:52Z,2260000,False,,,0,,MISS M. Brown Free Throw 2 of 2,[1629650],1610612757.0,POR,,,,,Brown,M. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,
229,PT07M44.00S,2024-03-02T01:44:30.8Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,32,32,2024-03-02T01:44:52Z,2270000,False,,,0,,S. Aldama REBOUND (Off:1 Def:3),[1630583],1610612763.0,MEM,,,,,Aldama,S. Aldama,,,,,,,,,228.0,4.0,3.0,1.0,,,,,,,,,,,,,
230,PT07M39.00S,2024-03-02T01:45:00.5Z,2,REGULAR,foul,offensive,[],1641998,,,1610612763,32,32,2024-03-02T01:45:15Z,2280000,False,,,0,,T. Jemison offensive FOUL (2 PF),"[1641998, 203924]",1610612763.0,MEM,202007.0,,,,Jemison,T. Jemison,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2.0,0.0,Grant,203924.0
232,PT07M39.00S,2024-03-02T01:45:00.5Z,2,REGULAR,turnover,offensive foul,[],1641998,,,1610612763,32,32,2024-03-02T01:45:00Z,2300000,False,,,0,,T. Jemison offensive foul TURNOVER (1 TO),[1641998],1610612763.0,MEM,202007.0,,,,Jemison,T. Jemison,,,,,Mid-Range,16-24 Center,,,,,,,1.0,,,,,,,,,,,,
233,PT07M39.00S,2024-03-02T01:45:09.3Z,2,REGULAR,substitution,out,[],1629650,,,1610612757,32,32,2024-03-02T01:45:11Z,2310000,False,,,0,,SUB out: M. Brown,[1629650],1610612757.0,POR,,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M39.00S,2024-03-02T01:45:09.3Z,2,REGULAR,substitution,in,[],1641871,,,1610612757,32,32,2024-03-02T01:45:11Z,2320000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M26.00S,2024-03-02T01:45:25.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203924,85.62746386333771,93.87254901960785,1610612757,32,35,2024-03-02T01:45:30Z,2330000,False,219.0,83.0,1,right,J. Grant 3PT  (10 PTS) (D. Reath 1 AST),"[203924, 1641871]",1610612757.0,POR,,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,23.44,Made,,,,,,,,10.0,D. Reath,1641871.0,1.0,,,,,,
237,PT07M12.00S,2024-03-02T01:45:39.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631222,9.674770039421814,59.55882352941176,1610612763,32,35,2024-03-02T01:45:49Z,2350000,False,-48.0,38.0,1,left,MISS J. LaRavia 6' driving Layup - blocked,"[1631222, 1641871]",1610612763.0,MEM,,driving,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,6.13,Missed,,,,,,,,,,,,Reath,1641871.0,,,,
238,PT07M12.00S,2024-03-02T01:45:39.3Z,2,REGULAR,block,,[],1641871,,,1610612763,32,35,2024-03-02T01:47:24Z,2360000,False,,,0,,D. Reath BLOCK (1 BLK),[1641871],1610612757.0,POR,,,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
239,PT07M12.00S,2024-03-02T01:45:39.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,32,35,2024-03-02T01:45:49Z,2370000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,237.0,,,,,,,,,,,,,,,,
240,PT07M12.00S,2024-03-02T01:45:45.4Z,2,REGULAR,foul,personal,[],1641871,,,1610612763,32,35,2024-03-02T01:46:52Z,2380000,False,,,0,,D. Reath loose ball personal FOUL (2 PF),"[1641871, 1641998]",1610612757.0,POR,1628480.0,loose ball,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Jemison,1641998.0
242,PT07M04.00S,2024-03-02T01:46:02.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630692,32.40801576872536,41.17647058823529,1610612763,32,35,2024-03-02T01:46:07Z,2400000,False,44.0,252.0,1,left,MISS J. Goodwin 25' pullup 3PT,[1630692],1610612763.0,MEM,,pullup,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,
243,PT07M01.00S,2024-03-02T01:46:05.5Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612757,32,35,2024-03-02T01:46:07Z,2410000,False,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612757.0,POR,,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,,,242.0,1.0,1.0,0.0,,,,,,,,,,,,,
244,PT06M56.00S,2024-03-02T01:46:11.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630625,92.06636005256242,53.431372549019606,1610612757,32,37,2024-03-02T01:46:17Z,2420000,False,17.0,22.0,1,right,D. Banton running reverse Layup (4 PTS),[1630625],1610612757.0,POR,,running reverse,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,,,,4.0,,,,,,,,,
245,PT06M56.00S,2024-03-02T01:46:15.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,32,37,2024-03-02T01:46:15Z,2430000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M56.00S,2024-03-02T01:48:34.9Z,2,REGULAR,substitution,out,[],1630692,,,1610612763,32,37,2024-03-02T01:49:05Z,2440000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612763.0,MEM,,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M56.00S,2024-03-02T01:48:34.9Z,2,REGULAR,substitution,out,[],1630583,,,1610612763,32,37,2024-03-02T01:49:05Z,2450000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M56.00S,2024-03-02T01:48:34.9Z,2,REGULAR,substitution,out,[],1629139,,,1610612763,32,37,2024-03-02T01:49:05Z,2460000,False,,,0,,SUB out: Y. Watanabe,[1629139],1610612763.0,MEM,,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M56.00S,2024-03-02T01:48:34.9Z,2,REGULAR,substitution,in,[],1631246,,,1610612763,32,37,2024-03-02T01:49:05Z,2470000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M56.00S,2024-03-02T01:48:34.9Z,2,REGULAR,substitution,in,[],1641713,,,1610612763,32,37,2024-03-02T01:49:05Z,2480000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M56.00S,2024-03-02T01:48:34.9Z,2,REGULAR,substitution,in,[],1630533,,,1610612763,32,37,2024-03-02T01:49:05Z,2490000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M37.00S,2024-03-02T01:49:28.7Z,2,REGULAR,3pt,Jump Shot,[],1641713,22.158344283837057,8.088235294117647,1610612763,35,37,2024-03-02T01:49:33Z,2500000,False,210.0,156.0,1,left,G. Jackson 26' 3PT  (5 PTS) (J. LaRavia 1 AST),"[1641713, 1631222]",1610612763.0,MEM,,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,26.12,Made,,,,,,,,5.0,J. LaRavia,1631222.0,1.0,,,,,,
257,PT06M20.00S,2024-03-02T01:49:45.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,84.70762155059133,64.4607843137255,1610612757,35,39,2024-03-02T01:49:50Z,2520000,False,72.0,91.0,1,right,A. Simons 11' driving floating Jump Shot (2 PTS),[1629014],1610612757.0,POR,,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Right,11.64,Made,,,,,,,,2.0,,,,,,,,,
