actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
25,PT10M01.00S,2024-03-02T01:12:22.7Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,3,2,2024-03-02T01:12:24Z,250000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,,Aldama,S. Aldama,,,,,Mid-Range,16-24 Right Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,
26,PT09M57.00S,2024-03-02T01:12:26.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630583,7.966491458607096,38.970588235294116,1610612763,3,2,2024-03-02T01:12:32Z,260000,False,55.0,22.0,1,left,MISS S. Aldama running Layup,[1630583],1610612763.0,MEM,,running,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,5.95,Missed,,,,,,,,,,,,,,,,,
27,PT09M57.00S,2024-03-02T01:12:28.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,3,2,2024-03-02T01:12:28Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,26.0,,,,,,,,,,,,,,,,
29,PT09M49.00S,2024-03-02T01:13:15.8Z,1,REGULAR,jumpball,recovered,[],1641871,,,1610612763,3,2,2024-03-02T01:13:15Z,290000,False,,,0,,Jump Ball K. Murray vs. T. Jemison: Tip to D. Reath,"[1641871, 1631200, 1641998]",1610612757.0,POR,,heldball,D. Reath,1641871.0,Reath,D. Reath,Murray,1631200.0,Jemison,1641998.0,,,,,,,,,,,,,,,,,,,,,
32,PT09M49.00S,2024-03-02T01:13:15.8Z,1,REGULAR,turnover,bad pass,[],1630692,,,1610612763,3,2,2024-03-02T01:13:30Z,320000,False,,,0,,J. Goodwin bad pass TURNOVER (1 TO),"[1630692, 1631200]",1610612763.0,MEM,,,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Right,,,,,,,1.0,Murray,1631200.0,,,,,,,,,,
33,PT09M49.00S,2024-03-02T01:13:15.8Z,1,REGULAR,steal,,[],1631200,,,1610612757,3,2,2024-03-02T01:13:15Z,330000,False,,,0,,K. Murray STEAL (1 STL),[1631200],1610612757.0,POR,,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,
34,PT09M30.00S,2024-03-02T01:13:34.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,91.40932982917214,53.92156862745098,1610612757,3,2,2024-03-02T01:19:30Z,340000,False,20.0,28.0,1,right,MISS J. Grant driving finger roll Layup,[203924],1610612757.0,POR,,driving finger roll,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,3.44,Missed,,,,,,,,,,,,,,,,,
36,PT09M27.00S,2024-03-02T01:13:37.9Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,3,2,2024-03-02T01:13:40Z,360000,False,,,0,,T. Camara REBOUND (Off:1 Def:1),[1641739],1610612757.0,POR,,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,
37,PT09M26.00S,2024-03-02T01:13:38.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641739,89.70105124835742,54.41176470588235,1610612757,3,2,2024-03-02T01:13:44Z,370000,False,22.0,44.0,1,right,MISS T. Camara putback Layup - blocked,"[1641739, 1630692]",1610612757.0,POR,,putback,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,4.95,Missed,,,,,,,,,,,,Goodwin,1630692.0,,,,
65,PT09M26.00S,2024-03-02T01:13:38.9Z,1,REGULAR,block,,[],1630692,,,1610612757,3,2,2024-03-02T01:19:48Z,375000,False,,,0,,J. Goodwin BLOCK (2 BLK),[1630692],1610612763.0,MEM,,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
38,PT09M26.00S,2024-03-02T01:13:38.9Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,3,2,2024-03-02T01:13:44Z,380000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,
39,PT09M09.00S,2024-03-02T01:13:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,7.440867279894875,55.63725490196079,1610612763,3,2,2024-03-02T01:14:03Z,390000,False,-28.0,17.0,1,left,MISS S. Aldama driving floating bank Shot,[1630583],1610612763.0,MEM,,driving floating bank,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,
40,PT09M04.00S,2024-03-02T01:14:00.6Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,3,2,2024-03-02T01:14:03Z,400000,False,,,0,,T. Camara REBOUND (Off:1 Def:2),[1641739],1610612757.0,POR,,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,39.0,3.0,2.0,1.0,,,,,,,,,,,,,
41,PT08M57.00S,2024-03-02T01:14:08.0Z,1,REGULAR,3pt,Jump Shot,[],1641871,70.77858081471747,23.774509803921568,1610612757,3,2,2024-03-02T01:14:14Z,410000,False,-131.0,222.0,1,right,MISS D. Reath 25' 3PT,[1641871],1610612757.0,POR,,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,,
42,PT08M53.00S,2024-03-02T01:14:12.0Z,1,REGULAR,rebound,defensive,[],1641998,,,1610612763,3,2,2024-03-02T01:14:14Z,420000,False,,,0,,T. Jemison REBOUND (Off:1 Def:1),[1641998],1610612763.0,MEM,,,,,Jemison,T. Jemison,,,,,Above the Break 3,24+ Left Center,,,41.0,2.0,1.0,1.0,,,,,,,,,,,,,
43,PT08M39.00S,2024-03-02T01:14:27.2Z,1,REGULAR,turnover,traveling,[],1630583,,,1610612763,3,2,2024-03-02T01:14:35Z,430000,False,,,0,,S. Aldama traveling TURNOVER (1 TO),[1630583],1610612763.0,MEM,202007.0,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,,,,,,,1.0,,,,,,,,,,,,
44,PT08M22.00S,2024-03-02T01:15:02.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,67.09921156373193,42.64705882352941,1610612757,3,2,2024-03-02T01:15:10Z,440000,False,-37.0,257.0,1,right,MISS A. Simons 25' pullup 3PT,[1629014],1610612757.0,POR,,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,25.94,Missed,,,,,,,,,,,,,,,,,
45,PT08M18.00S,2024-03-02T01:15:06.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,3,2,2024-03-02T01:15:10Z,450000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Above the Break 3,24+ Center,,,44.0,,,,,,,,,,,,,,,,
47,PT08M00.00S,2024-03-02T01:15:34.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630692,12.565703022339028,36.27450980392157,1610612763,3,2,2024-03-02T01:15:40Z,470000,False,69.0,66.0,1,left,MISS J. Goodwin 9' driving floating Shot,[1630692],1610612763.0,MEM,,driving floating,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Right,9.49,Missed,,,,,,,,,,,,,,,,,
48,PT07M55.00S,2024-03-02T01:15:39.4Z,1,REGULAR,rebound,offensive,[],1641998,,,1610612763,3,2,2024-03-02T01:15:40Z,480000,False,,,0,,T. Jemison REBOUND (Off:2 Def:1),[1641998],1610612763.0,MEM,,,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),8-16 Right,,,47.0,3.0,1.0,2.0,,,,,,,,,,,,,
49,PT07M55.00S,2024-03-02T01:15:39.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641998,5.590000152587891,50.0,1610612763,5,2,2024-03-02T01:15:39Z,490000,False,0.0,0.0,1,left,T. Jemison tip Layup (2 PTS),[1641998],1610612763.0,MEM,,tip,,,Jemison,T. Jemison,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,2.0,,,,,,,,,
50,PT07M41.00S,2024-03-02T01:15:53.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641871,87.46714848883047,53.67647058823529,1610612757,5,4,2024-03-02T01:22:08Z,500000,False,18.0,65.0,1,right,D. Reath 6' driving floating Jump Shot (2 PTS) (A. Simons 2 AST),"[1641871, 1629014]",1610612757.0,POR,,driving floating,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,6.78,Made,,,,,,,,2.0,A. Simons,1629014.0,2.0,,,,,,
52,PT07M41.00S,2024-03-02T01:15:57.4Z,1,REGULAR,foul,personal,['1freethrow'],1641998,,,1610612757,5,4,2024-03-02T01:21:42Z,525000,False,,,0,,T. Jemison shooting personal FOUL (1 PF) (Reath 1 FT),"[1641998, 1641871]",1610612763.0,MEM,202007.0,shooting,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Reath,1641871.0
54,PT07M41.00S,2024-03-02T01:16:22.4Z,1,REGULAR,freethrow,1 of 1,[],1641871,,,1610612757,5,4,2024-03-02T01:16:25Z,540000,False,,,0,,MISS D. Reath Free Throw 1 of 1,[1641871],1610612757.0,POR,,,,,Reath,D. Reath,,,,,,,,Missed,,,,,,,,,,,,,,,,,
55,PT07M39.00S,2024-03-02T01:16:24.4Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,5,4,2024-03-02T01:16:25Z,550000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,,Aldama,S. Aldama,,,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,
56,PT07M28.00S,2024-03-02T01:16:34.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631246,15.325229960578188,47.794117647058826,1610612763,5,4,2024-03-02T01:16:41Z,560000,False,11.0,92.0,1,left,MISS V. Williams Jr. 9' fadeaway Shot,[1631246],1610612763.0,MEM,,fadeaway,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.23,Missed,,,,,,,,,,,,,,,,,
57,PT07M25.00S,2024-03-02T01:16:37.8Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,5,4,2024-03-02T01:16:41Z,570000,False,,,0,,A. Simons REBOUND (Off:1 Def:1),[1629014],1610612757.0,POR,,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,,,56.0,2.0,1.0,1.0,,,,,,,,,,,,,
58,PT07M12.00S,2024-03-02T01:16:51.4Z,1,REGULAR,3pt,Jump Shot,[],1631200,92.59198423127464,3.431372549019608,1610612757,5,7,2024-03-02T01:16:55Z,580000,False,-233.0,17.0,1,right,K. Murray 3PT  (3 PTS) (T. Camara 1 AST),"[1631200, 1641739]",1610612757.0,POR,,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.34,Made,,,,,,,,3.0,T. Camara,1641739.0,1.0,,,,,,
60,PT06M49.00S,2024-03-02T01:17:13.3Z,1,REGULAR,3pt,Jump Shot,[],1630583,7.835085413929041,94.11764705882352,1610612763,5,7,2024-03-02T01:17:25Z,600000,False,-221.0,21.0,1,left,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,22.16,Missed,,,,,,,,,,,,,,,,,
61,PT06M48.00S,2024-03-02T01:17:14.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,5,7,2024-03-02T01:17:25Z,610000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Left Corner 3,24+ Left,,,60.0,,,,,,,,,,,,,,,,
62,PT06M48.00S,2024-03-02T01:17:22.8Z,1,REGULAR,foul,personal,[],203924,,,1610612763,5,7,2024-03-02T01:17:46Z,620000,False,,,0,,J. Grant loose ball personal FOUL (1 PF),"[203924, 1630533]",1610612757.0,POR,202007.0,loose ball,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Williams,1630533.0
64,PT06M48.00S,2024-03-02T01:17:34.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,5,7,2024-03-02T01:17:34Z,640000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M48.00S,2024-03-02T01:20:18.8Z,1,REGULAR,substitution,out,[],1630583,,,1610612763,5,7,2024-03-02T01:20:29Z,650000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M48.00S,2024-03-02T01:20:18.8Z,1,REGULAR,substitution,out,[],203924,,,1610612763,5,7,2024-03-02T01:20:29Z,660000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M48.00S,2024-03-02T01:20:18.8Z,1,REGULAR,substitution,in,[],1641713,,,1610612763,5,7,2024-03-02T01:20:29Z,670000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M48.00S,2024-03-02T01:20:18.8Z,1,REGULAR,substitution,in,[],1629680,,,1610612763,5,7,2024-03-02T01:20:29Z,680000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M34.00S,2024-03-02T01:20:44.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641998,8.623521681997373,34.068627450980394,1610612763,7,7,2024-03-02T01:20:50Z,690000,False,80.0,29.0,1,left,T. Jemison 8' driving Hook (4 PTS),[1641998],1610612763.0,MEM,,driving,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),8-16 Right,8.47,Made,,,,,,,,4.0,,,,,,,,,
71,PT06M08.00S,2024-03-02T01:21:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,91.5407358738502,41.911764705882355,1610612757,7,7,2024-03-02T01:21:23Z,700000,False,-40.0,27.0,1,right,MISS A. Simons driving floating bank Shot,[1629014],1610612757.0,POR,,driving floating bank,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,4.86,Missed,,,,,,,,,,,,,,,,,
72,PT06M05.00S,2024-03-02T01:21:13.9Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,7,7,2024-03-02T01:21:23Z,710000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,
73,PT05M57.00S,2024-03-02T01:21:22.7Z,1,REGULAR,3pt,Jump Shot,[],1630692,30.831143232588698,35.53921568627451,1610612763,7,7,2024-03-02T01:21:29Z,720000,False,72.0,237.0,1,left,MISS J. Goodwin 24' 3PT,[1630692],1610612763.0,MEM,,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,24.81,Missed,,,,,,,,,,,,,,,,,
74,PT05M50.00S,2024-03-02T01:21:29.7Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,7,7,2024-03-02T01:21:29Z,730000,False,,,0,,T. Camara REBOUND (Off:1 Def:3),[1641739],1610612757.0,POR,,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,73.0,4.0,3.0,1.0,,,,,,,,,,,,,
75,PT05M40.00S,2024-03-02T01:21:39.5Z,1,REGULAR,3pt,Jump Shot,[],1641871,72.88107752956637,19.11764705882353,1610612757,7,7,2024-03-02T01:21:50Z,740000,False,-154.0,202.0,1,right,MISS D. Reath 25' 3PT,[1641871],1610612757.0,POR,,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,
76,PT05M36.00S,2024-03-02T01:21:43.5Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,7,7,2024-03-02T01:21:50Z,750000,False,,,0,,T. Camara REBOUND (Off:2 Def:3),[1641739],1610612757.0,POR,,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,75.0,5.0,3.0,2.0,,,,,,,,,,,,,
78,PT05M27.00S,2024-03-02T01:22:22.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641871,69.99014454664915,70.58823529411765,1610612757,7,7,2024-03-02T01:22:26Z,770000,False,103.0,230.0,1,right,MISS D. Reath 25' 3PT,[1641871],1610612757.0,POR,,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,
79,PT05M24.00S,2024-03-02T01:22:25.6Z,1,REGULAR,rebound,offensive,[],1629680,,,1610612757,7,7,2024-03-02T01:22:26Z,780000,False,,,0,,M. Thybulle REBOUND (Off:1 Def:0),[1629680],1610612757.0,POR,,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,78.0,1.0,0.0,1.0,,,,,,,,,,,,,
80,PT05M23.00S,2024-03-02T01:22:29.9Z,1,REGULAR,turnover,traveling,[],1641871,,,1610612757,7,7,2024-03-02T01:22:35Z,790000,False,,,0,,D. Reath traveling TURNOVER (1 TO),[1641871],1610612757.0,POR,1628480.0,,,,Reath,D. Reath,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,,,,,,,,,,,,
81,PT05M23.00S,2024-03-02T01:22:33.1Z,1,REGULAR,substitution,out,[],1630692,,,1610612763,7,7,2024-03-02T01:22:41Z,800000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612763.0,MEM,,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M23.00S,2024-03-02T01:22:33.1Z,1,REGULAR,substitution,in,[],1631222,,,1610612763,7,7,2024-03-02T01:22:41Z,810000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,
