actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT11M12.00S,2024-01-13T01:11:37.4Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,0,0,2024-01-13T01:11:39Z,160000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT11M05.00S,2024-01-13T01:11:44.0Z,1,REGULAR,3pt,Jump Shot,[],202695,29.517082785808146,73.52941176470588,1610612746,0,0,2024-01-13T01:11:47Z,170000,False,-118.0,225.0,1,left,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
18,PT11M02.00S,2024-01-13T01:11:46.5Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,0,0,2024-01-13T01:11:46Z,180000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,
19,PT11M02.00S,2024-01-13T01:11:47.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627826,8.360709592641262,46.568627450980394,1610612746,0,0,2024-01-13T01:11:52Z,190000,False,17.0,26.0,1,left,MISS I. Zubac bank Hook,[1627826],1610612746.0,LAC,bank,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.13,Missed,,,,,,,,,,,,,,,,,,
20,PT10M58.00S,2024-01-13T01:11:51.9Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,0,0,2024-01-13T01:11:52Z,200000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M51.00S,2024-01-13T01:11:57.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,92.46057818659659,35.53921568627451,1610612763,0,0,2024-01-13T01:12:00Z,210000,False,-72.0,18.0,1,right,MISS J. Jackson Jr. 7' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.46,Missed,,,,,,,,,,,,,,,,,,
22,PT10M49.00S,2024-01-13T01:11:59.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,0,2024-01-13T01:12:00Z,220000,False,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,21.0,3.0,2.0,1.0,,,,,,,,,,,,,,
23,PT10M34.00S,2024-01-13T01:12:15.1Z,1,REGULAR,turnover,bad pass,[],1629611,,,1610612746,0,0,2024-01-13T01:12:18Z,230000,False,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 1628991]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,,,,,
24,PT10M34.00S,2024-01-13T01:12:15.1Z,1,REGULAR,steal,,[],1628991,,,1610612763,0,0,2024-01-13T01:12:16Z,240000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT10M27.00S,2024-01-13T01:12:22.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630214,91.40932982917214,59.31372549019608,1610612763,2,0,2024-01-13T01:12:26Z,250000,False,47.0,28.0,1,right,X. Tillman pullup bank Jump Shot (2 PTS) (L. Kennard 1 AST),"[1630214, 1628379]",1610612763.0,MEM,pullup bank,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,5.45,Made,,,,,,,,,,2.0,L. Kennard,1628379.0,1.0,,,,,
27,PT10M02.00S,2024-01-13T01:12:47.5Z,1,REGULAR,3pt,Jump Shot,[],202331,9.280551905387648,4.166666666666666,1610612746,2,3,2024-01-13T01:12:50Z,270000,False,229.0,35.0,1,left,P. George 3PT step back (3 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Right Corner 3,24+ Right,23.18,Made,,,,,,,,,,3.0,,,,,,,,
28,PT09M49.00S,2024-01-13T01:12:59.5Z,1,REGULAR,3pt,Jump Shot,[],1630217,71.17279894875165,23.03921568627451,1610612763,5,3,2024-01-13T01:13:03Z,280000,False,-135.0,218.0,1,right,D. Bane 25' 3PT step back (3 PTS),[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,25.67,Made,,,,,,,,,,3.0,,,,,,,,
29,PT09M31.00S,2024-01-13T01:13:20.8Z,1,REGULAR,foul,personal,[],1630217,,,1610612746,5,3,2024-01-13T01:13:28Z,290000,False,,,0,,D. Bane personal FOUL (1 PF),"[1630217, 202331]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2004.0,1.0,0.0,George,202331.0
31,PT09M20.00S,2024-01-13T01:14:03.3Z,1,REGULAR,turnover,out-of-bounds,[],201935,,,1610612746,5,3,2024-01-13T01:14:09Z,310000,False,,,0,,J. Harden bad pass out-of-bounds TURNOVER (1 TO),[201935],1610612746.0,LAC,bad pass,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,203592.0,,,,
32,PT09M04.00S,2024-01-13T01:14:29.8Z,1,REGULAR,turnover,lost ball,[],1630214,,,1610612763,5,3,2024-01-13T01:14:32Z,320000,False,,,0,,X. Tillman lost ball TURNOVER (1 TO),"[1630214, 202695]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,Leonard,202695.0,,,,,,,,,
33,PT09M04.00S,2024-01-13T01:14:29.8Z,1,REGULAR,steal,,[],202695,,,1610612746,5,3,2024-01-13T01:14:31Z,330000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
34,PT09M00.00S,2024-01-13T01:14:33.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629611,6.389618922470433,48.529411764705884,1610612746,5,5,2024-01-13T01:14:37Z,340000,False,7.0,8.0,1,left,T. Mann running alley-oop DUNK (2 PTS) (J. Harden 1 AST),"[1629611, 201935]",1610612746.0,LAC,running alley-oop,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.06,Made,,,,,,,,,,2.0,J. Harden,201935.0,1.0,,,,,
36,PT08M50.00S,2024-01-13T01:14:43.6Z,1,REGULAR,turnover,bad pass,[],1630214,,,1610612763,5,5,2024-01-13T01:14:55Z,360000,False,,,0,,X. Tillman bad pass TURNOVER (2 TO),"[1630214, 202331]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2.0,George,202331.0,,,,,,,,,
37,PT08M50.00S,2024-01-13T01:14:43.6Z,1,REGULAR,steal,,[],202331,,,1610612746,5,5,2024-01-13T01:14:45Z,370000,False,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
38,PT08M47.00S,2024-01-13T01:14:50.3Z,1,REGULAR,turnover,double dribble,[],202331,,,1610612746,5,5,2024-01-13T01:15:00Z,380000,False,,,0,,P. George double dribble TURNOVER (1 TO),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,,,,,203592.0,,,,
39,PT08M32.00S,2024-01-13T01:15:15.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631246,91.5407358738502,3.431372549019608,1610612763,5,5,2024-01-13T01:15:21Z,390000,False,-233.0,27.0,1,right,MISS V. Williams Jr. 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Left Corner 3,24+ Left,23.44,Missed,,,,,,,,,,,,,,,,,,
40,PT08M26.00S,2024-01-13T01:15:21.7Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,5,5,2024-01-13T01:15:21Z,400000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT08M20.00S,2024-01-13T01:15:30.0Z,1,REGULAR,foul,personal,[],1628379,,,1610612746,5,5,2024-01-13T01:15:35Z,410000,False,,,0,,L. Kennard personal FOUL (1 PF),"[1628379, 1627826]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1629175.0,1.0,0.0,Zubac,1627826.0
43,PT08M14.00S,2024-01-13T01:15:57.6Z,1,REGULAR,3pt,Jump Shot,[],202331,29.77989487516426,76.22549019607843,1610612746,5,5,2024-01-13T01:16:01Z,430000,False,-131.0,227.0,1,left,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Left Center,26.25,Missed,,,,,,,,,,,,,,,,,,
44,PT08M10.00S,2024-01-13T01:16:01.6Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,5,5,2024-01-13T01:16:01Z,440000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT08M06.00S,2024-01-13T01:16:04.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,64.47109067017082,68.13725490196079,1610612763,8,5,2024-01-13T01:16:09Z,450000,False,91.0,281.0,1,right,D. Bane 29' 3PT running pullup (6 PTS) (L. Kennard 2 AST),"[1630217, 1628379]",1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,29.58,Made,,,,,,,,,,6.0,L. Kennard,1628379.0,2.0,,,,,
47,PT08M01.00S,2024-01-13T01:16:11.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,8,5,2024-01-13T01:16:11Z,470000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M42.00S,2024-01-13T01:19:27.0Z,1,REGULAR,3pt,Jump Shot,[],1629611,27.283180026281208,79.41176470588235,1610612746,8,5,2024-01-13T01:19:31Z,480000,False,-147.0,204.0,1,left,MISS T. Mann 25' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
49,PT07M38.00S,2024-01-13T01:19:31.0Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,8,5,2024-01-13T01:19:31Z,490000,False,,,0,,X. Tillman REBOUND (Off:0 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Left Center,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT07M26.00S,2024-01-13T01:19:43.0Z,1,REGULAR,turnover,lost ball,[],1628991,,,1610612763,8,5,2024-01-13T01:19:45Z,500000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (1 TO),"[1628991, 201935]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Harden,201935.0,,,,,,,,,
51,PT07M26.00S,2024-01-13T01:19:43.0Z,1,REGULAR,steal,,[],201935,,,1610612746,8,5,2024-01-13T01:19:44Z,510000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M24.00S,2024-01-13T01:19:49.1Z,1,REGULAR,foul,personal,[],1631246,,,1610612746,8,5,2024-01-13T01:19:53Z,520000,False,,,0,,V. Williams Jr. personal FOUL (1 PF),"[1631246, 201935]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1629175.0,1.0,0.0,Harden,201935.0
54,PT07M22.00S,2024-01-13T01:20:12.6Z,1,REGULAR,foul,personal,[],1630214,,,1610612746,8,5,2024-01-13T01:20:17Z,540000,False,,,0,,X. Tillman personal FOUL (1 PF),"[1630214, 202331]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,203592.0,1.0,0.0,George,202331.0
56,PT07M15.00S,2024-01-13T01:20:33.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201935,15.325229960578188,44.6078431372549,1610612746,8,5,2024-01-13T01:20:37Z,560000,False,27.0,92.0,1,left,MISS J. Harden 9' driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,9.55,Missed,,,,,,,,,,,,,,,,,,
57,PT07M12.00S,2024-01-13T01:20:36.7Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,8,5,2024-01-13T01:20:37Z,570000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT07M07.00S,2024-01-13T01:20:42.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,75.50919842312747,13.23529411764706,1610612763,8,5,2024-01-13T01:20:48Z,580000,False,-184.0,178.0,1,right,MISS L. Kennard 25' running 3PT,[1628379],1610612763.0,MEM,running,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,25.57,Missed,,,,,,,,,,,,,,,,,,
59,PT07M05.00S,2024-01-13T01:20:45.1Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,8,5,2024-01-13T01:20:45Z,590000,False,,,0,,X. Tillman REBOUND (Off:1 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Left Center,,,58.0,3.0,2.0,1.0,,,,,,,,,,,,,,
60,PT07M05.00S,2024-01-13T01:20:46.9Z,1,REGULAR,foul,personal,['2freethrow'],202695,,,1610612763,8,5,2024-01-13T01:21:04Z,600000,False,,,0,,K. Leonard shooting personal FOUL (1 PF) (Tillman 2 FT),"[202695, 1630214]",1610612746.0,LAC,shooting,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Tillman,1630214.0
62,PT07M05.00S,2024-01-13T01:21:16.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630214,,,1610612763,8,5,2024-01-13T01:21:16Z,620000,False,,,0,,MISS X. Tillman Free Throw 1 of 2,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
63,PT07M05.00S,2024-01-13T01:21:16.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,8,5,2024-01-13T01:21:16Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,
64,PT07M05.00S,2024-01-13T01:21:17.5Z,1,REGULAR,substitution,out,[],201935,,,1610612763,8,5,2024-01-13T01:21:21Z,640000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M05.00S,2024-01-13T01:21:17.5Z,1,REGULAR,substitution,in,[],201566,,,1610612763,8,5,2024-01-13T01:21:21Z,650000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M05.00S,2024-01-13T01:21:37.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630214,,,1610612763,9,5,2024-01-13T01:21:37Z,660000,False,,,0,,X. Tillman Free Throw 2 of 2 (3 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
67,PT06M52.00S,2024-01-13T01:21:54.3Z,1,REGULAR,2pt,Jump Shot,[],202695,6.915243101182654,68.38235294117648,1610612746,9,7,2024-01-13T01:21:57Z,670000,False,-92.0,13.0,1,left,K. Leonard 9' pullup Jump Shot (2 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,9.27,Made,,,,,,,,,,2.0,,,,,,,,
68,PT06M29.00S,2024-01-13T01:22:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.72339027595268,45.83333333333333,1610612763,9,7,2024-01-13T01:22:22Z,680000,False,-21.0,16.0,1,right,MISS D. Bane driving finger roll Layup,[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,,
69,PT06M23.00S,2024-01-13T01:22:22.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,9,7,2024-01-13T01:22:22Z,690000,False,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,68.0,4.0,3.0,1.0,,,,,,,,,,,,,,
70,PT06M16.00S,2024-01-13T01:22:29.9Z,1,REGULAR,3pt,Jump Shot,[],202331,30.699737187910642,72.30392156862744,1610612746,9,7,2024-01-13T01:22:33Z,700000,False,-112.0,236.0,1,left,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,,,,,,,,,,,,,,,,,
71,PT06M13.00S,2024-01-13T01:22:32.9Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,9,7,2024-01-13T01:22:33Z,710000,False,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,,,
72,PT06M00.00S,2024-01-13T01:22:46.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,85.3646517739816,50.245098039215684,1610612763,11,7,2024-01-13T01:22:50Z,720000,False,1.0,85.0,1,right,J. Jackson Jr. 8' turnaround Hook (2 PTS),[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.51,Made,,,,,,,,,,2.0,,,,,,,,
73,PT05M41.00S,2024-01-13T01:23:04.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,15.982260183968464,49.26470588235294,1610612746,11,9,2024-01-13T01:23:09Z,730000,False,4.0,98.0,1,left,I. Zubac 9' floating Jump Shot (2 PTS) (R. Westbrook 1 AST),"[1627826, 201566]",1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,9.78,Made,,,,,,,,,,2.0,R. Westbrook,201566.0,1.0,,,,,
75,PT05M24.00S,2024-01-13T01:23:20.9Z,1,REGULAR,3pt,Jump Shot,[],1630214,90.62089356110381,4.166666666666666,1610612763,14,9,2024-01-13T01:23:24Z,750000,False,-229.0,36.0,1,right,X. Tillman 3PT  (6 PTS) (D. Bane 1 AST),"[1630214, 1630217]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Left Corner 3,24+ Left,23.2,Made,,,,,,,,,,6.0,D. Bane,1630217.0,1.0,,,,,
77,PT05M13.00S,2024-01-13T01:23:32.5Z,1,REGULAR,2pt,Jump Shot,[],201566,12.959921156373195,77.69607843137256,1610612746,14,9,2024-01-13T01:23:36Z,770000,False,-138.0,69.0,1,left,MISS R. Westbrook 15' pullup bank Shot,[201566],1610612746.0,LAC,pullup bank,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,15.49,Missed,,,,,,,,,,,,,,,,,,
78,PT05M10.00S,2024-01-13T01:23:35.5Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,14,9,2024-01-13T01:23:36Z,780000,False,,,0,,L. Kennard REBOUND (Off:0 Def:3),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Left,,,77.0,3.0,3.0,0.0,,,,,,,,,,,,,,
79,PT05M00.00S,2024-01-13T01:23:45.7Z,1,REGULAR,2pt,Jump Shot,[],1628991,84.05059132720105,68.13725490196079,1610612763,16,9,2024-01-13T01:23:48Z,790000,False,91.0,97.0,1,right,J. Jackson Jr. 13' Jump Shot (4 PTS) (D. Bane 2 AST),"[1628991, 1630217]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,13.31,Made,,,,,,,,,,4.0,D. Bane,1630217.0,2.0,,,,,
81,PT04M47.00S,2024-01-13T01:24:05.6Z,1,REGULAR,foul,technical,['1freethrow'],1628991,,,1610612746,16,9,2024-01-13T01:24:29Z,810000,False,,,0,,J. Jackson Jr. defensive-3-second technical FOUL (1 Tech),[1628991],1610612763.0,MEM,defensive-3-second,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,203592.0,0.0,1.0,,
82,PT04M47.00S,2024-01-13T01:24:30.2Z,1,REGULAR,freethrow,1 of 1,[],202331,,,1610612746,16,10,2024-01-13T01:24:30Z,820000,False,,,0,,P. George technical Free Throw 1 of 1 (4 PTS),[202331],1610612746.0,LAC,technical,,,George,P. George,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
