actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
337,PT02M06.00S,2023-10-28T00:02:24.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612743,50,54,2023-10-28T00:04:30Z,3340000,False,,,0,,M. Smart personal FOUL (2 PF) (Murray 2 FT),"[203935, 1627750]",1610612763.0,MEM,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2530.0,,,,,2.0,0.0,Murray,1627750.0,,,
340,PT02M06.00S,2023-10-28T00:02:38.2Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612743,50,54,2023-10-28T00:04:00Z,3370000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT02M06.00S,2023-10-28T00:04:37.8Z,2,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,50,55,2023-10-28T00:04:37Z,3390000,False,,,0,,J. Murray Free Throw 1 of 2 (12 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
343,PT02M06.00S,2023-10-28T00:04:53.7Z,2,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,50,56,2023-10-28T00:04:53Z,3400000,False,,,0,,J. Murray Free Throw 2 of 2 (13 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,13.0,,,,,,,,,,
344,PT01M55.00S,2023-10-28T00:05:10.4Z,2,REGULAR,3pt,Jump Shot,[],1630533,28.203022339027594,72.30392156862744,1610612763,50,56,2023-10-28T00:05:15Z,3410000,False,-112.0,213.0,1,left,MISS Z. Williams 24' pullup 3PT,[1630533],1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,24.01,Missed,,,,,,,,,,,,,,,,,,
345,PT01M51.00S,2023-10-28T00:05:14.4Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,50,56,2023-10-28T00:05:15Z,3420000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:8),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,344.0,8.0,8.0,0.0,,,,,,,,,,,,,,
346,PT01M41.00S,2023-10-28T00:05:23.2Z,2,REGULAR,2pt,Jump Shot,[],1627750,78.13731931668858,67.64705882352942,1610612743,50,56,2023-10-28T00:05:28Z,3430000,False,88.0,153.0,1,right,MISS J. Murray 17' fadeaway Shot,[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,17.66,Missed,,,,,,,,,,,,,,,,,,
347,PT01M36.00S,2023-10-28T00:05:28.2Z,2,REGULAR,rebound,defensive,[],203935,,,1610612763,50,56,2023-10-28T00:05:28Z,3440000,False,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,346.0,2.0,1.0,1.0,,,,,,,,,,,,,,
348,PT01M34.00S,2023-10-28T00:05:33.8Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629008,,,1610612763,50,56,2023-10-28T00:05:45Z,3450000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Smart 3 FT),"[1629008, 203935]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,202027.0,,,,,1.0,0.0,Smart,203935.0,,,
350,PT01M34.00S,2023-10-28T00:06:01.6Z,2,REGULAR,freethrow,1 of 3,['fastbreak'],203935,,,1610612763,51,56,2023-10-28T00:06:01Z,3470000,False,,,0,,M. Smart Free Throw 1 of 3 (9 PTS),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
351,PT01M34.00S,2023-10-28T00:06:14.8Z,2,REGULAR,freethrow,2 of 3,['fastbreak'],203935,,,1610612763,52,56,2023-10-28T00:06:14Z,3480000,False,,,0,,M. Smart Free Throw 2 of 3 (10 PTS),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
352,PT01M34.00S,2023-10-28T00:06:28.6Z,2,REGULAR,freethrow,3 of 3,['fastbreak'],203935,,,1610612763,53,56,2023-10-28T00:06:28Z,3490000,False,,,0,,M. Smart Free Throw 3 of 3 (11 PTS),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
353,PT01M12.00S,2023-10-28T00:06:52.6Z,2,REGULAR,3pt,Jump Shot,[],1627750,67.7562417871222,50.98039215686274,1610612743,53,59,2023-10-28T00:06:57Z,3500000,False,5.0,251.0,1,right,J. Murray 25' 3PT step back (16 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,25.06,Made,,,,,,,,16.0,,,,,,,,,,
354,PT00M54.20S,2023-10-28T00:07:11.7Z,2,REGULAR,turnover,bad pass,[],1631222,,,1610612763,53,59,2023-10-28T00:07:15Z,3510000,False,,,0,,J. LaRavia bad pass TURNOVER (2 TO),"[1631222, 203999]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,2.0,Jokic,203999.0
355,PT00M54.20S,2023-10-28T00:07:11.7Z,2,REGULAR,steal,,[],203999,,,1610612743,53,59,2023-10-28T00:07:13Z,3520000,False,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
356,PT00M45.00S,2023-10-28T00:07:20.8Z,2,REGULAR,turnover,lost ball,[],203999,,,1610612743,53,59,2023-10-28T00:07:25Z,3530000,False,,,0,,N. Jokic lost ball TURNOVER (4 TO),"[203999, 203935]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,4.0,Smart,203935.0
357,PT00M45.00S,2023-10-28T00:07:20.8Z,2,REGULAR,steal,,[],203935,,,1610612763,53,59,2023-10-28T00:07:23Z,3540000,False,,,0,,M. Smart STEAL (2 STL),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
358,PT00M39.20S,2023-10-28T00:07:26.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628991,24.655059132720105,17.401960784313726,1610612763,56,59,2023-10-28T00:07:34Z,3550000,False,163.0,179.0,1,left,J. Jackson Jr. 24' 3PT running (12 PTS) (M. Smart 3 AST),"[1628991, 203935]",1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,24.23,Made,,,,,,,,12.0,M. Smart,203935.0,3.0,,,,,,,
360,PT00M26.70S,2023-10-28T00:07:46.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628991,,,1610612743,56,59,2023-10-28T00:08:11Z,3570000,False,,,0,,J. Jackson Jr. personal FOUL (2 PF) (Jokic 2 FT),"[1628991, 203999]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,2530.0,,,,,2.0,0.0,Jokic,203999.0,,,
362,PT00M26.70S,2023-10-28T00:08:15.8Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,56,60,2023-10-28T00:08:15Z,3590000,False,,,0,,N. Jokic Free Throw 1 of 2 (7 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
363,PT00M26.70S,2023-10-28T00:08:19.9Z,2,REGULAR,substitution,out,[],1629008,,,1610612743,56,60,2023-10-28T00:08:28Z,3600000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT00M26.70S,2023-10-28T00:08:19.9Z,2,REGULAR,substitution,out,[],1627750,,,1610612743,56,60,2023-10-28T00:08:28Z,3610000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT00M26.70S,2023-10-28T00:08:19.9Z,2,REGULAR,substitution,in,[],202704,,,1610612743,56,60,2023-10-28T00:08:28Z,3620000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT00M26.70S,2023-10-28T00:08:19.9Z,2,REGULAR,substitution,in,[],1631212,,,1610612743,56,60,2023-10-28T00:08:28Z,3630000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT00M26.70S,2023-10-28T00:08:38.7Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,56,61,2023-10-28T00:08:38Z,3640000,False,,,0,,N. Jokic Free Throw 2 of 2 (8 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
368,PT00M09.50S,2023-10-28T00:09:03.9Z,2,REGULAR,3pt,Jump Shot,[],1630533,23.73521681997372,11.519607843137255,1610612763,56,61,2023-10-28T00:09:09Z,3650000,False,192.0,171.0,1,left,MISS Z. Williams 25' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,25.71,Missed,,,,,,,,,,,,,,,,,,
369,PT00M04.40S,2023-10-28T00:09:08.9Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,56,61,2023-10-28T00:09:09Z,3660000,False,,,0,,P. Watson REBOUND (Off:0 Def:3),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,,,368.0,3.0,3.0,0.0,,,,,,,,,,,,,,
370,PT00M03.10S,2023-10-28T00:09:10.2Z,2,REGULAR,turnover,bad pass,[],1631212,,,1610612743,56,61,2023-10-28T00:09:14Z,3670000,False,,,0,,P. Watson bad pass TURNOVER (1 TO),"[1631212, 203935]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0
371,PT00M03.10S,2023-10-28T00:09:10.2Z,2,REGULAR,steal,,[],203935,,,1610612763,56,61,2023-10-28T00:09:12Z,3680000,False,,,0,,M. Smart STEAL (3 STL),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
372,PT00M01.00S,2023-10-28T00:09:13.6Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612763,56,61,2023-10-28T00:09:18Z,3690000,False,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612763.0,MEM,bad pass,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,2530.0,,,,,,,,,1.0,,
373,PT00M00.00S,2023-10-28T00:09:33.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202704,27.808804204993432,28.431372549019606,1610612743,56,61,2023-10-28T00:09:50Z,3700000,False,-108.0,626.0,1,right,MISS R. Jackson 63' 3PT,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Right Center,63.53,Missed,,,,,,,,,,,,,,,,,,
374,PT00M00.00S,2023-10-28T00:09:33.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,56,61,2023-10-28T00:09:50Z,3710000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,16-24 Right Center,,,373.0,,,,,,,,,,,,,,,,,
375,PT00M00.00S,2023-10-28T00:09:38.7Z,2,REGULAR,period,end,[],0,,,1610612743,56,61,2023-10-28T00:09:38Z,3720000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2023-10-28T00:23:22.4Z,3,REGULAR,substitution,out,['startperiod'],1631222,,,1610612743,56,61,2023-10-28T00:24:46Z,3730000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2023-10-28T00:23:22.4Z,3,REGULAR,substitution,out,['startperiod'],1629723,,,1610612743,56,61,2023-10-28T00:24:46Z,3740000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2023-10-28T00:23:22.4Z,3,REGULAR,substitution,out,['startperiod'],202704,,,1610612743,56,61,2023-10-28T00:24:46Z,3750000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2023-10-28T00:23:22.4Z,3,REGULAR,substitution,out,['startperiod'],1631212,,,1610612743,56,61,2023-10-28T00:24:46Z,3760000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2023-10-28T00:23:22.4Z,3,REGULAR,substitution,in,['startperiod'],1630217,,,1610612743,56,61,2023-10-28T00:24:46Z,3770000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT12M00.00S,2023-10-28T00:23:22.4Z,3,REGULAR,substitution,in,['startperiod'],1630214,,,1610612743,56,61,2023-10-28T00:24:46Z,3780000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT12M00.00S,2023-10-28T00:23:22.4Z,3,REGULAR,substitution,in,['startperiod'],1629008,,,1610612743,56,61,2023-10-28T00:24:46Z,3790000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2023-10-28T00:23:22.4Z,3,REGULAR,substitution,in,['startperiod'],1627750,,,1610612743,56,61,2023-10-28T00:24:46Z,3800000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT12M00.00S,2023-10-28T00:24:56.6Z,3,REGULAR,period,start,[],0,,,1610612743,56,61,2023-10-28T00:24:56Z,3810000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT11M48.00S,2023-10-28T00:25:07.7Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,56,61,2023-10-28T00:25:11Z,3820000,False,,,0,,N. Jokic bad pass TURNOVER (5 TO),"[203999, 1630214]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,5.0,Tillman,1630214.0
386,PT11M48.00S,2023-10-28T00:25:07.7Z,3,REGULAR,steal,,[],1630214,,,1610612763,56,61,2023-10-28T00:25:09Z,3830000,False,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
387,PT11M42.00S,2023-10-28T00:25:14.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203935,68.9388961892247,63.725490196078425,1610612763,59,61,2023-10-28T00:25:20Z,3840000,False,69.0,239.0,1,right,M. Smart 24' 3PT running (14 PTS) (J. Jackson Jr. 2 AST),"[203935, 1628991]",1610612763.0,MEM,running,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,24.91,Made,,,,,,,,14.0,J. Jackson Jr.,1628991.0,2.0,,,,,,,
389,PT11M21.00S,2023-10-28T00:25:34.0Z,3,REGULAR,3pt,Jump Shot,[],1629008,31.35676741130092,35.53921568627451,1610612743,59,61,2023-10-28T00:25:37Z,3860000,False,72.0,242.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.29,Missed,,,,,,,,,,,,,,,,,,
390,PT11M18.00S,2023-10-28T00:25:37.0Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,59,61,2023-10-28T00:25:40Z,3870000,False,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,,,389.0,1.0,0.0,1.0,,,,,,,,,,,,,,
391,PT11M16.00S,2023-10-28T00:25:39.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,24.917871222076215,87.00980392156863,1610612743,59,64,2023-10-28T00:25:43Z,3880000,False,-185.0,182.0,1,left,J. Murray 25' 3PT  (19 PTS) (A. Gordon 2 AST),"[1627750, 203932]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.93,Made,,,,,,,,19.0,A. Gordon,203932.0,2.0,,,,,,,
393,PT10M59.00S,2023-10-28T00:25:55.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,90.3580814717477,55.392156862745104,1610612763,59,64,2023-10-28T00:26:01Z,3900000,False,27.0,38.0,1,right,MISS D. Bane cutting Layup - blocked,"[1630217, 203999]",1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,,,,Jokic,203999.0,,,,,,,,,,,,
394,PT10M59.00S,2023-10-28T00:25:55.8Z,3,REGULAR,block,,[],203999,,,1610612763,59,64,2023-10-28T00:25:58Z,3910000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
395,PT10M56.00S,2023-10-28T00:25:58.8Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,59,64,2023-10-28T00:26:01Z,3920000,False,,,0,,N. Jokic REBOUND (Off:2 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,393.0,7.0,5.0,2.0,,,,,,,,,,,,,,
396,PT10M48.00S,2023-10-28T00:26:06.9Z,3,REGULAR,3pt,Jump Shot,[],203484,5.732588699080158,4.166666666666666,1610612743,59,64,2023-10-28T00:26:11Z,3930000,False,229.0,1.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
397,PT10M45.00S,2023-10-28T00:26:09.9Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,59,64,2023-10-28T00:26:11Z,3940000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,396.0,5.0,4.0,1.0,,,,,,,,,,,,,,
398,PT10M30.00S,2023-10-28T00:26:25.4Z,3,REGULAR,turnover,lost ball,[],1630214,,,1610612763,59,64,2023-10-28T00:26:28Z,3950000,False,,,0,,X. Tillman lost ball TURNOVER (1 TO),"[1630214, 203932]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Gordon,203932.0
399,PT10M30.00S,2023-10-28T00:26:25.4Z,3,REGULAR,steal,,[],203932,,,1610612743,59,64,2023-10-28T00:26:27Z,3960000,False,,,0,,A. Gordon STEAL (3 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
400,PT10M14.00S,2023-10-28T00:26:41.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,10.5946123521682,40.68627450980392,1610612743,59,66,2023-10-28T00:26:50Z,3970000,False,47.0,47.0,1,left,N. Jokic 6' bank Jump Shot (10 PTS) (M. Porter Jr. 3 AST),"[203999, 1629008]",1610612743.0,DEN,bank,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.63,Made,,,,,,,,10.0,M. Porter Jr.,1629008.0,3.0,,,,,,,
402,PT10M03.00S,2023-10-28T00:26:56.1Z,3,REGULAR,foul,personal,[],1629008,,,1610612763,59,66,2023-10-28T00:27:03Z,3990000,False,,,0,,M. Porter Jr. personal FOUL (2 PF),"[1629008, 1628991]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,202027.0,,,,,2.0,0.0,Jackson Jr.,1628991.0,,,
404,PT09M56.00S,2023-10-28T00:27:24.6Z,3,REGULAR,foul,personal,[],203932,,,1610612763,59,66,2023-10-28T00:27:33Z,4010000,False,,,0,,A. Gordon personal FOUL (2 PF),"[203932, 1628991]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,,,,,,,2530.0,,,,,2.0,0.0,Jackson Jr.,1628991.0,,,
406,PT09M49.00S,2023-10-28T00:27:51.9Z,3,REGULAR,foul,personal,['2freethrow'],203932,,,1610612763,59,66,2023-10-28T00:28:01Z,4030000,False,,,0,,A. Gordon shooting personal FOUL (3 PF) (Tillman 2 FT),"[203932, 1630214]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,2530.0,,,,,3.0,0.0,Tillman,1630214.0,,,
408,PT09M49.00S,2023-10-28T00:28:24.7Z,3,REGULAR,freethrow,1 of 2,[],1630214,,,1610612763,59,66,2023-10-28T00:28:54Z,4050000,False,,,0,,MISS X. Tillman Free Throw 1 of 2,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
409,PT09M49.00S,2023-10-28T00:28:24.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,59,66,2023-10-28T00:28:54Z,4060000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,408.0,,,,,,,,,,,,,,,,,
410,PT09M49.00S,2023-10-28T00:28:24.7Z,3,REGULAR,freethrow,2 of 2,[],1630214,,,1610612763,59,66,2023-10-28T00:28:54Z,4070000,False,,,0,,MISS X. Tillman Free Throw 2 of 2,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
411,PT09M47.00S,2023-10-28T00:28:26.7Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,59,66,2023-10-28T00:28:54Z,4080000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:9),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,410.0,9.0,9.0,0.0,,,,,,,,,,,,,,
412,PT09M36.00S,2023-10-28T00:29:04.1Z,3,REGULAR,3pt,Jump Shot,[],1627750,31.35676741130092,60.78431372549019,1610612743,59,66,2023-10-28T00:29:09Z,4090000,False,-54.0,242.0,1,left,MISS J. Murray 24' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,24.82,Missed,,,,,,,,,,,,,,,,,,
413,PT09M34.00S,2023-10-28T00:29:06.1Z,3,REGULAR,rebound,defensive,[],1630214,,,1610612763,59,66,2023-10-28T00:29:09Z,4100000,False,,,0,,X. Tillman REBOUND (Off:1 Def:5),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Center,,,412.0,6.0,5.0,1.0,,,,,,,,,,,,,,
414,PT09M21.00S,2023-10-28T00:29:19.5Z,3,REGULAR,3pt,Jump Shot,[],1630214,93.77463863337714,3.9215686274509802,1610612763,59,66,2023-10-28T00:29:24Z,4110000,False,-230.0,6.0,1,right,MISS X. Tillman step back 3PT,[1630214],1610612763.0,MEM,step back,,,Tillman,X. Tillman,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
415,PT09M17.00S,2023-10-28T00:29:23.5Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,59,66,2023-10-28T00:29:24Z,4120000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:10),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,414.0,10.0,10.0,0.0,,,,,,,,,,,,,,
416,PT09M09.00S,2023-10-28T00:29:31.4Z,3,REGULAR,turnover,lost ball,[],203999,,,1610612743,59,66,2023-10-28T00:29:35Z,4130000,False,,,0,,N. Jokic lost ball TURNOVER (6 TO),"[203999, 203935]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,6.0,Smart,203935.0
417,PT09M09.00S,2023-10-28T00:29:31.4Z,3,REGULAR,steal,,[],203935,,,1610612763,59,66,2023-10-28T00:29:33Z,4140000,False,,,0,,M. Smart STEAL (4 STL),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
418,PT09M04.00S,2023-10-28T00:29:35.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,92.9862023653088,51.9607843137255,1610612763,61,66,2023-10-28T00:29:42Z,4150000,False,10.0,13.0,1,right,M. Smart running reverse Layup (16 PTS),[203935],1610612763.0,MEM,running reverse,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,,16.0,,,,,,,,,,
419,PT08M45.00S,2023-10-28T00:29:55.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,9.149145860709593,36.51960784313725,1610612743,61,68,2023-10-28T00:30:08Z,4160000,False,67.0,34.0,1,left,N. Jokic 7' turnaround bank Jump Shot (12 PTS) (A. Gordon 3 AST),"[203999, 203932]",1610612743.0,DEN,turnaround bank,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,7.53,Made,,,,,,,,12.0,A. Gordon,203932.0,3.0,,,,,,,
