actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
516,PT00M07.60S,2024-03-28T01:52:51.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631222,69.07030223390277,71.56862745098039,1610612763,92,102,2024-03-28T01:52:55Z,5130000,False,108.0,238.0,1,right,J. LaRavia 26' 3PT pullup (11 PTS) (D. Bane 13 AST),"[1631222, 1630217]",1610612763.0,MEM,pullup,,,LaRavia,J. LaRavia,,,,,,Above the Break 3,24+ Right Center,26.15,Made,,,,,,,11.0,D. Bane,1630217.0,13.0,,,,,,,
518,PT00M01.60S,2024-03-28T01:53:04.4Z,3,REGULAR,2pt,Jump Shot,[],1629637,29.25427069645204,61.51960784313726,1610612747,92,102,2024-03-28T01:58:11Z,5150000,False,-58.0,222.0,1,left,MISS J. Hayes 22' Jump Shot,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,Mid-Range,16-24 Center,22.98,Missed,,,,,,,,,,,,,,,,,
519,PT00M01.00S,2024-03-28T01:53:05.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,92,102,2024-03-28T01:58:11Z,5160000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,Mid-Range,16-24 Center,,,518.0,,,,,,,,,,,,,,,,
520,PT00M00.00S,2024-03-28T01:53:12.4Z,3,REGULAR,period,end,[],0,,,1610612747,92,102,2024-03-28T01:53:12Z,5170000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2024-03-28T01:54:42.0Z,4,REGULAR,substitution,out,['startperiod'],1629634,,,1610612747,92,102,2024-03-28T01:55:34Z,5180000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2024-03-28T01:54:42.0Z,4,REGULAR,substitution,out,['startperiod'],1630217,,,1610612747,92,102,2024-03-28T01:55:34Z,5190000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2024-03-28T01:54:42.0Z,4,REGULAR,substitution,out,['startperiod'],1626156,,,1610612747,92,102,2024-03-28T01:55:34Z,5200000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2024-03-28T01:54:42.0Z,4,REGULAR,substitution,out,['startperiod'],1629629,,,1610612747,92,102,2024-03-28T01:55:34Z,5210000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2024-03-28T01:54:42.0Z,4,REGULAR,substitution,out,['startperiod'],1629637,,,1610612747,92,102,2024-03-28T01:55:34Z,5220000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2024-03-28T01:54:42.0Z,4,REGULAR,substitution,in,['startperiod'],1630590,,,1610612747,92,102,2024-03-28T01:55:34Z,5230000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2024-03-28T01:54:42.0Z,4,REGULAR,substitution,in,['startperiod'],1628991,,,1610612747,92,102,2024-03-28T01:55:34Z,5240000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2024-03-28T01:54:42.0Z,4,REGULAR,substitution,in,['startperiod'],1629060,,,1610612747,92,102,2024-03-28T01:55:34Z,5250000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2024-03-28T01:54:42.0Z,4,REGULAR,substitution,in,['startperiod'],1630559,,,1610612747,92,102,2024-03-28T01:55:34Z,5260000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2024-03-28T01:54:42.0Z,4,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,92,102,2024-03-28T01:55:34Z,5270000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2024-03-28T01:55:44.9Z,4,REGULAR,period,start,[],0,,,1610612763,92,102,2024-03-28T01:55:44Z,5280000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT11M49.00S,2024-03-28T01:55:55.5Z,4,REGULAR,3pt,Jump Shot,[],1631222,66.70499342969777,37.99019607843137,1610612763,95,102,2024-03-28T01:55:59Z,5290000,False,-60.0,260.0,1,right,J. LaRavia 26' 3PT  (14 PTS) (S. Pippen Jr. 1 AST),"[1631222, 1630590]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Above the Break 3,24+ Center,26.73,Made,,,,,,,14.0,S. Pippen Jr.,1630590.0,1.0,,,,,,,
534,PT11M36.00S,2024-03-28T01:56:07.9Z,4,REGULAR,3pt,Jump Shot,[],1629060,4.418528252299605,4.411764705882353,1610612747,95,105,2024-03-28T01:56:11Z,5310000,False,228.0,-11.0,1,left,R. Hachimura 3PT  (29 PTS) (A. Reaves 9 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Right Corner 3,24+ Right,22.82,Made,,,,,,,29.0,A. Reaves,1630559.0,9.0,,,,,,,
536,PT11M16.00S,2024-03-28T01:56:27.9Z,4,REGULAR,3pt,Jump Shot,[],1628991,91.80354796320631,96.32352941176471,1610612763,95,105,2024-03-28T01:56:31Z,5330000,False,232.0,25.0,1,right,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,
537,PT11M14.00S,2024-03-28T01:56:29.9Z,4,REGULAR,rebound,offensive,[],1631222,,,1610612763,95,105,2024-03-28T01:56:29Z,5340000,False,,,0,,J. LaRavia REBOUND (Off:2 Def:2),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Right Corner 3,24+ Right,,,536.0,4.0,2.0,2.0,,,,,,,,,,,,,
538,PT11M13.00S,2024-03-28T01:56:30.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631222,93.38042049934296,52.94117647058824,1610612763,95,105,2024-03-28T01:56:33Z,5350000,False,15.0,10.0,1,right,MISS J. LaRavia putback Layup - blocked,"[1631222, 1629060]",1610612763.0,MEM,putback,,,LaRavia,J. LaRavia,,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,Hachimura,1629060.0,,,,,,,,,,,
539,PT11M13.00S,2024-03-28T01:56:30.6Z,4,REGULAR,block,,[],1629060,,,1610612763,95,105,2024-03-28T01:56:33Z,5360000,False,,,0,,R. Hachimura BLOCK (1 BLK),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
540,PT11M13.00S,2024-03-28T01:56:30.6Z,4,REGULAR,rebound,defensive,[],203915,,,1610612747,95,105,2024-03-28T01:56:33Z,5370000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:6),[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Restricted Area,0-8 Center,,,538.0,6.0,6.0,0.0,,,,,,,,,,,,,
541,PT11M05.00S,2024-03-28T01:56:38.4Z,4,REGULAR,3pt,Jump Shot,[],1627752,5.206964520367937,95.83333333333334,1610612747,95,108,2024-03-28T01:56:46Z,5380000,False,-229.0,-4.0,1,left,T. Prince 3PT  (14 PTS) (L. James 11 AST),"[1627752, 2544]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,,Left Corner 3,24+ Left,22.92,Made,,,,,,,14.0,L. James,2544.0,11.0,,,,,,,
543,PT10M48.00S,2024-03-28T01:56:59.4Z,4,REGULAR,foul,personal,[],1627752,,,1610612763,95,108,2024-03-28T01:57:04Z,5400000,False,,,0,,T. Prince personal FOUL (4 PF),"[1627752, 1631222]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,1193.0,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,4.0,0.0,LaRavia,1631222.0
545,PT10M40.00S,2024-03-28T01:57:32.3Z,4,REGULAR,3pt,Jump Shot,[],1631222,66.83639947437582,56.372549019607845,1610612763,98,108,2024-03-28T01:57:35Z,5420000,False,32.0,259.0,1,right,J. LaRavia 26' 3PT step back (17 PTS),[1631222],1610612763.0,MEM,step back,,,LaRavia,J. LaRavia,,,,,,Above the Break 3,24+ Center,26.12,Made,,,,,,,17.0,,,,,,,,,,
546,PT10M38.00S,2024-03-28T01:57:44.2Z,4,REGULAR,foul,technical,['1freethrow'],203915,,,1610612747,98,108,2024-03-28T01:58:04Z,5430000,False,,,0,,S. Dinwiddie technical FOUL (1 Tech),[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,1193.0,,,,,,,,,,,,,,,,,,1.0,1.0,,
547,PT10M38.00S,2024-03-28T01:58:08.9Z,4,REGULAR,freethrow,1 of 1,[],1631222,,,1610612747,98,108,2024-03-28T01:58:08Z,5440000,False,,,0,,MISS J. LaRavia technical Free Throw 1 of 1,[1631222],1610612763.0,MEM,technical,,,LaRavia,J. LaRavia,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
548,PT10M38.00S,2024-03-28T01:58:08.9Z,4,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612747,98,108,2024-03-28T01:58:08Z,5450000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,547.0,,,,,,,,,,,,,,,,
549,PT10M17.00S,2024-03-28T01:58:49.9Z,4,REGULAR,foul,personal,['2freethrow'],1630590,,,1610612747,98,108,2024-03-28T01:58:59Z,5460000,False,,,0,,S. Pippen Jr. shooting personal FOUL (3 PF) (James 2 FT),"[1630590, 2544]",1610612763.0,MEM,shooting,,,Pippen Jr.,S. Pippen Jr.,,,,,1193.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,James,2544.0
551,PT10M17.00S,2024-03-28T01:59:16.7Z,4,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,98,109,2024-03-28T01:59:16Z,5480000,False,,,0,,L. James Free Throw 1 of 2 (17 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,
552,PT10M17.00S,2024-03-28T01:59:31.5Z,4,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,98,110,2024-03-28T01:59:31Z,5490000,False,,,0,,L. James Free Throw 2 of 2 (18 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,
553,PT10M07.00S,2024-03-28T01:59:55.3Z,4,REGULAR,turnover,3-second-violation,[],1630590,,,1610612763,98,110,2024-03-28T02:00:01Z,5500000,False,,,0,,S. Pippen Jr. 3-second-violation TURNOVER (2 TO),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,1193.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,,,,
558,PT09M44.00S,2024-03-28T02:00:38.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],2544,6.1268068331143235,79.16666666666666,1610612747,98,110,2024-03-28T02:33:00Z,5550000,False,-146.0,5.0,1,left,MISS L. James 14' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,,Mid-Range,8-16 Left,14.59,Missed,,,,,,,,,,,,,,,,,
559,PT09M40.00S,2024-03-28T02:00:42.4Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,98,110,2024-03-28T02:00:42Z,5560000,False,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Mid-Range,8-16 Left,,,558.0,6.0,4.0,2.0,,,,,,,,,,,,,
560,PT09M31.00S,2024-03-28T02:00:51.0Z,4,REGULAR,3pt,Jump Shot,[],1630583,69.59592641261499,68.87254901960785,1610612763,98,110,2024-03-28T02:00:54Z,5570000,False,94.0,233.0,1,right,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,
561,PT09M28.00S,2024-03-28T02:00:54.0Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,98,110,2024-03-28T02:00:54Z,5580000,False,,,0,,L. James REBOUND (Off:0 Def:13),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Above the Break 3,24+ Right Center,,,560.0,13.0,13.0,0.0,,,,,,,,,,,,,
562,PT09M19.00S,2024-03-28T02:01:06.6Z,4,REGULAR,violation,kicked ball,[],1628991,,,1610612747,98,110,2024-03-28T02:01:10Z,5590000,False,,,0,,J. Jackson Jr. kicked ball VIOLATION,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,1162.0,,,,,,,,,,,,,,,,,,,,,
563,PT09M13.00S,2024-03-28T02:01:24.8Z,4,REGULAR,3pt,Jump Shot,[],1629060,25.837713534822605,81.86274509803921,1610612747,98,113,2024-03-28T02:01:28Z,5600000,False,-159.0,190.0,1,left,R. Hachimura 24' 3PT  (32 PTS) (A. Reaves 10 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Above the Break 3,24+ Left Center,24.83,Made,,,,,,,32.0,A. Reaves,1630559.0,10.0,,,,,,,
565,PT08M58.00S,2024-03-28T02:01:39.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,93.51182654402102,52.450980392156865,1610612763,98,113,2024-03-28T02:01:43Z,5620000,False,12.0,8.0,1,right,MISS J. Jackson Jr. driving Layup - blocked,"[1628991, 1629060]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,Hachimura,1629060.0,,,,,,,,,,,
566,PT08M58.00S,2024-03-28T02:01:39.4Z,4,REGULAR,block,,[],1629060,,,1610612763,98,113,2024-03-28T02:01:41Z,5630000,False,,,0,,R. Hachimura BLOCK (2 BLK),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
567,PT08M55.00S,2024-03-28T02:01:42.4Z,4,REGULAR,rebound,defensive,[],1627752,,,1610612747,98,113,2024-03-28T02:01:43Z,5640000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,Restricted Area,0-8 Center,,,565.0,1.0,1.0,0.0,,,,,,,,,,,,,
568,PT08M53.00S,2024-03-28T02:01:46.7Z,4,REGULAR,foul,personal,['2freethrow'],1630590,,,1610612747,98,113,2024-03-28T02:01:56Z,5650000,False,,,0,,S. Pippen Jr. shooting personal FOUL (4 PF) (James 2 FT),"[1630590, 2544]",1610612763.0,MEM,shooting,,,Pippen Jr.,S. Pippen Jr.,,,,,1193.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,4.0,0.0,James,2544.0
570,PT08M53.00S,2024-03-28T02:02:13.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],2544,,,1610612747,98,114,2024-03-28T02:02:13Z,5670000,False,,,0,,L. James Free Throw 1 of 2 (19 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,
571,PT08M53.00S,2024-03-28T02:02:14.3Z,4,REGULAR,substitution,out,[],1630583,,,1610612747,98,114,2024-03-28T02:02:18Z,5680000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT08M53.00S,2024-03-28T02:02:14.3Z,4,REGULAR,substitution,in,[],1630217,,,1610612747,98,114,2024-03-28T02:02:18Z,5690000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT08M53.00S,2024-03-28T02:02:33.3Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],2544,,,1610612747,98,115,2024-03-28T02:02:33Z,5700000,False,,,0,,L. James Free Throw 2 of 2 (20 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,
574,PT08M38.00S,2024-03-28T02:02:53.6Z,4,REGULAR,foul,personal,['2freethrow'],2544,,,1610612763,98,115,2024-03-28T02:03:02Z,5710000,False,,,0,,L. James shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[2544, 1628991]",1610612747.0,LAL,shooting,,,James,L. James,,,,,1193.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0
576,PT08M38.00S,2024-03-28T02:03:21.1Z,4,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,99,115,2024-03-28T02:03:21Z,5730000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (11 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,
577,PT08M38.00S,2024-03-28T02:03:42.1Z,4,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,100,115,2024-03-28T02:03:42Z,5740000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (12 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,
578,PT08M27.00S,2024-03-28T02:04:00.3Z,4,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612747,100,115,2024-03-28T02:04:09Z,5750000,False,,,0,,J. Jackson Jr. shooting personal FOUL (4 PF) (Reaves 2 FT),"[1628991, 1630559]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,1162.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,4.0,0.0,Reaves,1630559.0
580,PT08M27.00S,2024-03-28T02:04:19.5Z,4,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,100,116,2024-03-28T02:04:19Z,5770000,False,,,0,,A. Reaves Free Throw 1 of 2 (8 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,
581,PT08M27.00S,2024-03-28T02:04:34.2Z,4,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,100,117,2024-03-28T02:04:34Z,5780000,False,,,0,,A. Reaves Free Throw 2 of 2 (9 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,
582,PT08M15.00S,2024-03-28T02:04:45.8Z,4,REGULAR,3pt,Jump Shot,[],1630217,68.01905387647832,68.38235294117648,1610612763,100,117,2024-03-28T02:04:51Z,5790000,False,92.0,248.0,1,right,MISS D. Bane 26' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Right Center,26.46,Missed,,,,,,,,,,,,,,,,,
583,PT08M09.00S,2024-03-28T02:04:51.8Z,4,REGULAR,rebound,offensive,[],1631222,,,1610612763,100,117,2024-03-28T02:04:51Z,5800000,False,,,0,,J. LaRavia REBOUND (Off:3 Def:2),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Above the Break 3,24+ Right Center,,,582.0,5.0,2.0,3.0,,,,,,,,,,,,,
584,PT08M09.00S,2024-03-28T02:04:50.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631222,94.40999984741211,50.0,1610612763,102,117,2024-03-28T02:04:50Z,5810000,False,0.0,0.0,1,right,J. LaRavia putback Layup (19 PTS),[1631222],1610612763.0,MEM,putback,,,LaRavia,J. LaRavia,,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,19.0,,,,,,,,,,
585,PT07M51.00S,2024-03-28T02:05:10.4Z,4,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612747,102,117,2024-03-28T02:05:18Z,5820000,False,,,0,,J. Jackson Jr. shooting personal FOUL (5 PF) (Prince 2 FT),"[1628991, 1627752]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,1628951.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,5.0,0.0,Prince,1627752.0
587,PT07M51.00S,2024-03-28T02:05:47.3Z,4,REGULAR,freethrow,1 of 2,[],1627752,,,1610612747,102,118,2024-03-28T02:05:47Z,5840000,False,,,0,,T. Prince Free Throw 1 of 2 (15 PTS),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,
588,PT07M51.00S,2024-03-28T02:05:48.1Z,4,REGULAR,substitution,out,[],1630590,,,1610612747,102,118,2024-03-28T02:05:53Z,5850000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT07M51.00S,2024-03-28T02:05:48.1Z,4,REGULAR,substitution,out,[],1628991,,,1610612747,102,118,2024-03-28T02:05:53Z,5860000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT07M51.00S,2024-03-28T02:05:48.1Z,4,REGULAR,substitution,in,[],1641713,,,1610612747,102,118,2024-03-28T02:05:53Z,5870000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT07M51.00S,2024-03-28T02:05:48.1Z,4,REGULAR,substitution,in,[],1629634,,,1610612747,102,118,2024-03-28T02:05:53Z,5880000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT07M51.00S,2024-03-28T02:06:08.4Z,4,REGULAR,freethrow,2 of 2,[],1627752,,,1610612747,102,118,2024-03-28T02:06:08Z,5890000,False,,,0,,MISS T. Prince Free Throw 2 of 2,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
593,PT07M49.00S,2024-03-28T02:06:09.1Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,102,118,2024-03-28T02:06:09Z,5900000,False,,,0,,B. Clarke REBOUND (Off:2 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,592.0,3.0,1.0,2.0,,,,,,,,,,,,,
594,PT07M37.00S,2024-03-28T02:06:21.2Z,4,REGULAR,3pt,Jump Shot,[],1641713,75.1149802890933,14.705882352941178,1610612763,105,118,2024-03-28T02:06:26Z,5910000,False,-176.0,181.0,1,right,G. Jackson 25' 3PT  (8 PTS) (D. Bane 14 AST),"[1641713, 1630217]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,Above the Break 3,24+ Left Center,25.31,Made,,,,,,,8.0,D. Bane,1630217.0,14.0,,,,,,,
596,PT07M07.00S,2024-03-28T02:06:52.3Z,4,REGULAR,3pt,Jump Shot,[],2544,30.831143232588698,59.55882352941176,1610612747,105,118,2024-03-28T02:07:17Z,5930000,False,-48.0,237.0,1,left,MISS L. James 24' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Above the Break 3,24+ Center,24.21,Missed,,,,,,,,,,,,,,,,,
597,PT07M03.00S,2024-03-28T02:06:56.3Z,4,REGULAR,rebound,offensive,[],203915,,,1610612747,105,118,2024-03-28T02:07:17Z,5940000,False,,,0,,S. Dinwiddie REBOUND (Off:1 Def:6),[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Above the Break 3,24+ Center,,,596.0,7.0,6.0,1.0,,,,,,,,,,,,,
598,PT07M02.00S,2024-03-28T02:06:58.0Z,4,REGULAR,turnover,traveling,[],2544,,,1610612747,105,118,2024-03-28T02:07:03Z,5950000,False,,,0,,L. James traveling TURNOVER (4 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,1162.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,4.0,,,,,,
599,PT06M55.00S,2024-03-28T02:07:28.5Z,4,REGULAR,foul,personal,[],203915,,,1610612763,105,118,2024-03-28T02:07:34Z,5960000,False,,,0,,S. Dinwiddie personal FOUL (2 PF),"[203915, 1631222]",1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,1162.0,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,2.0,1.0,LaRavia,1631222.0
601,PT06M55.00S,2024-03-28T02:07:43.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,105,118,2024-03-28T02:07:43Z,5980000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT06M55.00S,2024-03-28T02:09:53.4Z,4,REGULAR,substitution,out,[],1627752,,,1610612763,105,118,2024-03-28T02:10:22Z,5990000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT06M55.00S,2024-03-28T02:09:53.4Z,4,REGULAR,substitution,out,[],203915,,,1610612763,105,118,2024-03-28T02:10:22Z,6000000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT06M55.00S,2024-03-28T02:09:53.4Z,4,REGULAR,substitution,in,[],1629637,,,1610612763,105,118,2024-03-28T02:10:22Z,6010000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT06M55.00S,2024-03-28T02:09:53.4Z,4,REGULAR,substitution,in,[],1626156,,,1610612763,105,118,2024-03-28T02:10:22Z,6020000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
