actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
240,PT04M46.00S,2024-03-14T00:45:27.1Z,2,REGULAR,substitution,in,[],1629684,,,1610612763,33,41,2024-03-14T00:45:41Z,2360000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M38.00S,2024-03-14T00:45:55.6Z,2,REGULAR,3pt,Jump Shot,[],1631222,66.96780551905388,31.372549019607842,1610612763,36,41,2024-03-14T00:45:59Z,2370000,False,-93.0,258.0,1,right,J. LaRavia 27' 3PT  (3 PTS) (D. Jarreau 1 AST),"[1631222, 1630610]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,27.43,Made,3.0,,,,,,,,,,,D. Jarreau,1630610.0,1.0,,,,
243,PT04M22.00S,2024-03-14T00:46:11.2Z,2,REGULAR,3pt,Jump Shot,[],1628970,19.66162943495401,92.64705882352942,1610612766,36,44,2024-03-14T00:46:15Z,2390000,False,-213.0,132.0,1,left,M. Bridges 25' 3PT  (17 PTS) (G. Williams 2 AST),"[1628970, 1629684]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.09,Made,17.0,,,,,,,,,,,G. Williams,1629684.0,2.0,,,,
245,PT04M07.00S,2024-03-14T00:46:26.5Z,2,REGULAR,3pt,Jump Shot,[],1628379,68.9388961892247,71.32352941176471,1610612763,36,44,2024-03-14T00:46:29Z,2410000,False,107.0,239.0,1,right,MISS L. Kennard 26' 3PT,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,26.22,Missed,,,,,,,,,,,,,,,,,,
246,PT04M05.00S,2024-03-14T00:46:28.5Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612766,36,44,2024-03-14T00:46:29Z,2420000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:2),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,,,,,,,,245.0,3.0,2.0,1.0,,,,,,,,,
247,PT03M59.00S,2024-03-14T00:46:34.7Z,2,REGULAR,3pt,Jump Shot,[],202722,29.38567674113009,16.176470588235293,1610612766,36,47,2024-03-14T00:46:40Z,2430000,False,169.0,224.0,1,left,D. Bertans 28' 3PT  (3 PTS) (V. Micic 4 AST),"[202722, 203995]",1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Right Center,28.04,Made,3.0,,,,,,,,,,,V. Micic,203995.0,4.0,,,,
249,PT03M58.00S,2024-03-14T00:46:41.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,36,47,2024-03-14T00:46:41Z,2450000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT03M58.00S,2024-03-14T00:48:40.9Z,2,REGULAR,substitution,out,[],202722,,,1610612763,36,47,2024-03-14T00:49:32Z,2460000,False,,,0,,SUB out: D. Bertans,[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT03M58.00S,2024-03-14T00:48:40.9Z,2,REGULAR,substitution,in,[],1641706,,,1610612763,36,47,2024-03-14T00:49:32Z,2470000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT03M45.00S,2024-03-14T00:49:45.8Z,2,REGULAR,turnover,bad pass,[],1628379,,,1610612763,36,47,2024-03-14T00:49:48Z,2480000,False,,,0,,L. Kennard bad pass TURNOVER (2 TO),"[1628379, 1641706]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,,2.0,Miller,1641706.0,,,,,,,,,,,,,,
253,PT03M45.00S,2024-03-14T00:49:45.8Z,2,REGULAR,steal,,[],1641706,,,1610612766,36,47,2024-03-14T00:49:47Z,2490000,False,,,0,,B. Miller STEAL (2 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
254,PT03M33.00S,2024-03-14T00:49:57.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629684,10.85742444152431,30.88235294117647,1610612766,36,47,2024-03-14T00:50:02Z,2500000,False,96.0,50.0,1,left,MISS G. Williams 10' turnaround fadeaway Shot,[1629684],1610612766.0,CHA,turnaround fadeaway,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,10.77,Missed,,,,,,,,,,,,,,,,,,
255,PT03M30.00S,2024-03-14T00:50:00.4Z,2,REGULAR,rebound,offensive,[],1641706,,,1610612766,36,47,2024-03-14T00:50:00Z,2510000,False,,,0,,B. Miller REBOUND (Off:1 Def:0),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,,,,,,,,254.0,1.0,0.0,1.0,,,,,,,,,
256,PT03M22.00S,2024-03-14T00:50:08.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630197,6.258212877792378,50.49019607843137,1610612766,36,49,2024-03-14T00:50:13Z,2520000,False,-2.0,6.0,1,left,A. Pokusevski cutting DUNK (9 PTS) (V. Micic 5 AST),"[1630197, 203995]",1610612766.0,CHA,cutting,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,0.68,Made,9.0,,,,,,,,,,,V. Micic,203995.0,5.0,,,,
258,PT03M00.00S,2024-03-14T00:50:31.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641713,90.22667542706965,41.17647058823529,1610612763,36,49,2024-03-14T00:50:34Z,2540000,False,-44.0,39.0,1,right,MISS G. Jackson driving floating Shot - blocked,"[1641713, 1630197]",1610612763.0,MEM,driving floating,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,5.91,Missed,,,,,,,,,,Pokusevski,1630197.0,,,,,,,
263,PT03M00.00S,2024-03-14T00:50:31.0Z,2,REGULAR,block,,[],1630197,,,1610612763,36,49,2024-03-14T00:51:24Z,2545000,False,,,0,,A. Pokusevski BLOCK (1 BLK),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
259,PT02M58.00S,2024-03-14T00:50:33.0Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612766,36,49,2024-03-14T00:50:34Z,2550000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:3),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,258.0,4.0,3.0,1.0,,,,,,,,,
260,PT02M54.00S,2024-03-14T00:50:36.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628970,5.995400788436268,50.245098039215684,1610612766,36,51,2024-03-14T00:50:42Z,2560000,False,-1.0,4.0,1,left,M. Bridges running DUNK (19 PTS) (A. Pokusevski 2 AST),"[1628970, 1630197]",1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.41,Made,19.0,,,,,,,,,,,A. Pokusevski,1630197.0,2.0,,,,
262,PT02M54.00S,2024-03-14T00:50:42.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612763,36,51,2024-03-14T00:50:42Z,2580000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M33.00S,2024-03-14T00:52:23.9Z,2,REGULAR,3pt,Jump Shot,[],1631222,66.70499342969777,34.55882352941176,1610612763,36,51,2024-03-14T00:52:28Z,2590000,False,-77.0,260.0,1,right,MISS J. LaRavia 27' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Center,27.17,Missed,,,,,,,,,,,,,,,,,,
265,PT02M30.00S,2024-03-14T00:52:26.9Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,36,51,2024-03-14T00:52:28Z,2600000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,264.0,3.0,3.0,0.0,,,,,,,,,
266,PT02M22.00S,2024-03-14T00:52:34.8Z,2,REGULAR,3pt,Jump Shot,[],1641706,10.463206307490145,3.9215686274509802,1610612766,36,54,2024-03-14T00:52:39Z,2610000,False,230.0,46.0,1,left,B. Miller 3PT  (8 PTS) (G. Williams 3 AST),"[1641706, 1629684]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,23.49,Made,8.0,,,,,,,,,,,G. Williams,1629684.0,3.0,,,,
268,PT02M09.00S,2024-03-14T00:52:51.6Z,2,REGULAR,foul,personal,['2freethrow'],203995,,,1610612763,36,54,2024-03-14T00:53:09Z,2630000,False,,,0,,V. Micic shooting personal FOUL (2 PF) (Jarreau 2 FT),"[203995, 1630610]",1610612766.0,CHA,shooting,,,Micic,V. Micic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202026.0,,,,,,,,,,2.0,0.0,Jarreau,1630610.0
270,PT02M09.00S,2024-03-14T00:53:12.4Z,2,REGULAR,freethrow,1 of 2,[],1630610,,,1610612763,37,54,2024-03-14T00:53:12Z,2650000,False,,,0,,D. Jarreau Free Throw 1 of 2 (1 PTS),[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
271,PT02M09.00S,2024-03-14T00:53:13.5Z,2,REGULAR,substitution,out,[],203995,,,1610612763,37,54,2024-03-14T00:53:18Z,2660000,False,,,0,,SUB out: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M09.00S,2024-03-14T00:53:13.5Z,2,REGULAR,substitution,in,[],1630544,,,1610612763,37,54,2024-03-14T00:53:18Z,2670000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M09.00S,2024-03-14T00:53:27.8Z,2,REGULAR,freethrow,2 of 2,[],1630610,,,1610612763,38,54,2024-03-14T00:53:27Z,2680000,False,,,0,,D. Jarreau Free Throw 2 of 2 (2 PTS),[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
274,PT01M57.00S,2024-03-14T00:53:41.9Z,2,REGULAR,2pt,Jump Shot,[],1641706,9.280551905387648,20.588235294117645,1610612766,38,54,2024-03-14T00:53:47Z,2690000,False,147.0,35.0,1,left,MISS B. Miller 15' fadeaway Shot,[1641706],1610612766.0,CHA,fadeaway,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,15.11,Missed,,,,,,,,,,,,,,,,,,
275,PT01M53.00S,2024-03-14T00:53:45.9Z,2,REGULAR,rebound,defensive,[],1641713,,,1610612763,38,54,2024-03-14T00:53:47Z,2700000,False,,,0,,G. Jackson REBOUND (Off:1 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Mid-Range,8-16 Right,,,,,,,,274.0,2.0,1.0,1.0,,,,,,,,,
276,PT01M50.00S,2024-03-14T00:53:52.6Z,2,REGULAR,foul,personal,[],1630197,,,1610612763,38,54,2024-03-14T00:54:08Z,2710000,False,,,0,,A. Pokusevski personal FOUL (1 PF),"[1630197, 1631222]",1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,16-24 Left,,,,,,,2005.0,,,,,,,,,,1.0,0.0,LaRavia,1631222.0
278,PT01M44.00S,2024-03-14T00:54:18.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641998,83.919185282523,48.529411764705884,1610612763,38,54,2024-03-14T00:54:24Z,2730000,False,-7.0,99.0,1,right,MISS T. Jemison 9' Hook,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),8-16 Center,9.9,Missed,,,,,,,,,,,,,,,,,,
279,PT01M43.00S,2024-03-14T00:54:19.7Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612766,38,54,2024-03-14T00:54:24Z,2740000,False,,,0,,T. Mann REBOUND (Off:0 Def:3),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,278.0,3.0,3.0,0.0,,,,,,,,,
280,PT01M43.00S,2024-03-14T00:54:24.3Z,2,REGULAR,foul,personal,[],1641998,,,1610612766,38,54,2024-03-14T00:54:29Z,2750000,False,,,0,,T. Jemison personal FOUL (1 PF),"[1641998, 1630544]",1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,Mid-Range,8-16 Left,,,,,,,202026.0,,,,,,,,,,1.0,0.0,Mann,1630544.0
282,PT01M29.00S,2024-03-14T00:54:54.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,17.821944809461236,61.274509803921575,1610612766,38,54,2024-03-14T00:54:58Z,2770000,False,-56.0,115.0,1,left,MISS M. Bridges 12' fadeaway Shot - blocked,"[1628970, 1641998]",1610612766.0,CHA,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,12.81,Missed,,,,,,,,,,Jemison,1641998.0,,,,,,,
298,PT01M29.00S,2024-03-14T00:54:54.7Z,2,REGULAR,block,,[],1641998,,,1610612766,38,54,2024-03-14T00:58:25Z,2775000,False,,,0,,T. Jemison BLOCK (1 BLK),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
283,PT01M26.00S,2024-03-14T00:54:57.7Z,2,REGULAR,rebound,defensive,[],1630610,,,1610612763,38,54,2024-03-14T00:54:58Z,2780000,False,,,0,,D. Jarreau REBOUND (Off:0 Def:2),[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,282.0,2.0,2.0,0.0,,,,,,,,,
284,PT01M14.00S,2024-03-14T00:55:09.1Z,2,REGULAR,3pt,Jump Shot,[],1630610,75.24638633377135,84.55882352941177,1610612763,38,54,2024-03-14T00:55:14Z,2790000,False,173.0,180.0,1,right,MISS D. Jarreau 24' 3PT,[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
285,PT01M10.00S,2024-03-14T00:55:13.1Z,2,REGULAR,rebound,offensive,[],1641713,,,1610612763,38,54,2024-03-14T00:55:14Z,2800000,False,,,0,,G. Jackson REBOUND (Off:2 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,284.0,3.0,1.0,2.0,,,,,,,,,
286,PT01M10.00S,2024-03-14T00:55:13.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641713,94.40999984741211,50.0,1610612763,40,54,2024-03-14T00:55:13Z,2810000,False,0.0,0.0,1,right,G. Jackson tip DUNK (5 PTS),[1641713],1610612763.0,MEM,tip,,,Jackson,G. Jackson,,,,,Mid-Range,8-16 Left,0.0,Made,5.0,,,,,,,,,,,,,,,,,
287,PT01M02.00S,2024-03-14T00:55:25.1Z,2,REGULAR,turnover,out-of-bounds,[],1630197,,,1610612766,40,54,2024-03-14T00:55:37Z,2820000,False,,,0,,A. Pokusevski lost ball out-of-bounds TURNOVER (2 TO),[1630197],1610612766.0,CHA,lost ball,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,,2.0,,,2005.0,,,,,,,,,,,,,
288,PT00M47.50S,2024-03-14T00:55:48.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641713,66.17936925098554,49.50980392156863,1610612763,43,54,2024-03-14T00:55:54Z,2830000,False,-2.0,265.0,1,right,G. Jackson 26' 3PT  (8 PTS) (D. Jarreau 2 AST),"[1641713, 1630610]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,26.54,Made,8.0,,,,,,,,,,,D. Jarreau,1630610.0,2.0,,,,
290,PT00M39.90S,2024-03-14T00:55:59.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,14.011169513797633,47.794117647058826,1610612766,43,54,2024-03-14T00:56:04Z,2850000,False,11.0,79.0,1,left,MISS G. Williams 8' floating Shot,[1629684],1610612766.0,CHA,floating,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,8.0,Missed,,,,,,,,,,,,,,,,,,
291,PT00M38.90S,2024-03-14T00:56:00.1Z,2,REGULAR,rebound,offensive,[],1630544,,,1610612766,43,54,2024-03-14T00:56:04Z,2860000,False,,,0,,T. Mann REBOUND (Off:1 Def:3),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,290.0,4.0,3.0,1.0,,,,,,,,,
292,PT00M38.90S,2024-03-14T00:56:03.8Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630544,5.590000152587891,50.0,1610612766,43,56,2024-03-14T01:01:33Z,2870000,False,0.0,0.0,1,left,T. Mann tip DUNK (8 PTS),[1630544],1610612766.0,CHA,tip,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,0.0,Made,8.0,,,,,,,,,,,,,,,,,
293,PT00M19.90S,2024-03-14T00:56:24.3Z,2,REGULAR,3pt,Jump Shot,[],1628379,70.25295663600527,72.79411764705883,1610612763,46,56,2024-03-14T00:56:28Z,2880000,False,114.0,227.0,1,right,L. Kennard 25' 3PT  (8 PTS) (D. Jarreau 3 AST),"[1628379, 1630610]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,25.41,Made,8.0,,,,,,,,,,,D. Jarreau,1630610.0,3.0,,,,
295,PT00M02.70S,2024-03-14T00:56:43.3Z,2,REGULAR,3pt,Jump Shot,[],1630544,29.911300919842315,74.26470588235294,1610612766,46,56,2024-03-14T00:56:49Z,2900000,False,-121.0,229.0,1,left,MISS T. Mann 25' step back 3PT,[1630544],1610612766.0,CHA,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
296,PT00M02.70S,2024-03-14T00:56:43.3Z,2,REGULAR,rebound,defensive,[],1630610,,,1610612763,46,56,2024-03-14T00:56:49Z,2910000,False,,,0,,D. Jarreau REBOUND (Off:0 Def:3),[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,Above the Break 3,24+ Left Center,,,,,,,,295.0,3.0,3.0,0.0,,,,,,,,,
297,PT00M00.00S,2024-03-14T00:56:49.4Z,2,REGULAR,period,end,[],0,,,1610612763,46,56,2024-03-14T00:56:49Z,2920000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2024-03-14T01:11:17.7Z,3,REGULAR,substitution,out,['startperiod'],1631222,,,1610612763,46,56,2024-03-14T01:11:58Z,2930000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT12M00.00S,2024-03-14T01:11:17.7Z,3,REGULAR,substitution,out,['startperiod'],1630610,,,1610612763,46,56,2024-03-14T01:11:58Z,2940000,False,,,0,,SUB out: D. Jarreau,[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2024-03-14T01:11:17.7Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612763,46,56,2024-03-14T01:11:58Z,2950000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2024-03-14T01:11:17.7Z,3,REGULAR,substitution,out,['startperiod'],1630197,,,1610612763,46,56,2024-03-14T01:11:58Z,2960000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2024-03-14T01:11:17.7Z,3,REGULAR,substitution,in,['startperiod'],1630590,,,1610612763,46,56,2024-03-14T01:11:58Z,2970000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2024-03-14T01:11:17.7Z,3,REGULAR,substitution,in,['startperiod'],1629723,,,1610612763,46,56,2024-03-14T01:11:58Z,2980000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2024-03-14T01:11:17.7Z,3,REGULAR,substitution,in,['startperiod'],203995,,,1610612763,46,56,2024-03-14T01:11:58Z,2990000,False,,,0,,SUB in: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2024-03-14T01:11:17.7Z,3,REGULAR,substitution,in,['startperiod'],1630208,,,1610612763,46,56,2024-03-14T01:11:58Z,3000000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2024-03-14T01:12:13.1Z,3,REGULAR,period,start,[],0,,,1610612763,46,56,2024-03-14T01:12:13Z,3010000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT11M42.00S,2024-03-14T01:12:32.5Z,3,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612763,46,56,2024-03-14T01:12:55Z,3020000,False,,,0,,N. Richards shooting personal FOUL (2 PF) (Jemison 2 FT),"[1630208, 1641998]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,201638.0,,,,,,,,,,2.0,0.0,Jemison,1641998.0
310,PT11M42.00S,2024-03-14T01:12:57.1Z,3,REGULAR,freethrow,1 of 2,[],1641998,,,1610612763,47,56,2024-03-14T01:12:57Z,3040000,False,,,0,,T. Jemison Free Throw 1 of 2 (5 PTS),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
311,PT11M42.00S,2024-03-14T01:13:13.7Z,3,REGULAR,freethrow,2 of 2,[],1641998,,,1610612763,48,56,2024-03-14T01:13:13Z,3050000,False,,,0,,T. Jemison Free Throw 2 of 2 (6 PTS),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
312,PT11M22.00S,2024-03-14T01:13:35.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,93.69250985545335,37.27022058823529,1610612766,48,58,2024-03-14T01:14:04Z,3060000,False,-64.0,7.0,1,right,M. Bridges 6' turnaround Hook (21 PTS),[1628970],1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.4,Made,21.0,,,,,,,,,,,,,,,,,
313,PT11M09.00S,2024-03-14T01:13:49.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641998,5.863994743758213,49.754901960784316,1610612763,50,58,2024-03-14T01:13:53Z,3070000,False,1.0,3.0,1,left,T. Jemison driving DUNK (8 PTS) (S. Pippen Jr. 6 AST),"[1641998, 1630590]",1610612763.0,MEM,driving,,,Jemison,T. Jemison,,,,,Restricted Area,0-8 Center,0.29,Made,8.0,,,,,,,,,,,S. Pippen Jr.,1630590.0,6.0,,,,
315,PT10M51.00S,2024-03-14T01:14:05.8Z,3,REGULAR,3pt,Jump Shot,[],1628970,85.62746386333771,3.431372549019608,1610612766,50,58,2024-03-14T01:14:09Z,3090000,False,-233.0,83.0,1,right,MISS M. Bridges 24' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,24.7,Missed,,,,,,,,,,,,,,,,,,
316,PT10M49.00S,2024-03-14T01:14:07.8Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612763,50,58,2024-03-14T01:14:09Z,3100000,False,,,0,,L. Kennard REBOUND (Off:1 Def:2),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Left Corner 3,24+ Left,,,,,,,,315.0,3.0,2.0,1.0,,,,,,,,,
317,PT10M32.00S,2024-03-14T01:14:25.5Z,3,REGULAR,3pt,Jump Shot,[],1629723,7.835085413929041,94.6078431372549,1610612763,53,58,2024-03-14T01:14:29Z,3110000,False,-223.0,21.0,1,left,J. Konchar 3PT  (10 PTS) (S. Pippen Jr. 7 AST),"[1629723, 1630590]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,22.4,Made,10.0,,,,,,,,,,,S. Pippen Jr.,1630590.0,7.0,,,,
319,PT10M31.00S,2024-03-14T01:14:31.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,53,58,2024-03-14T01:14:31Z,3130000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT10M14.00S,2024-03-14T01:17:40.3Z,3,REGULAR,3pt,Jump Shot,[],203995,72.35545335085413,80.3921568627451,1610612766,53,61,2024-03-14T01:17:44Z,3140000,False,152.0,207.0,1,right,V. Micic 25' 3PT  (12 PTS) (B. Miller 2 AST),"[203995, 1641706]",1610612766.0,CHA,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Right Center,25.71,Made,12.0,,,,,,,,,,,B. Miller,1641706.0,2.0,,,,
322,PT09M49.00S,2024-03-14T01:18:09.0Z,3,REGULAR,foul,personal,[],1630208,,,1610612763,53,61,2024-03-14T01:18:13Z,3160000,False,,,0,,N. Richards personal FOUL (3 PF),"[1630208, 1628379]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,,,,,,,202026.0,,,,,,,,,,3.0,0.0,Kennard,1628379.0
324,PT09M45.00S,2024-03-14T01:18:31.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630590,6.915243101182654,50.0,1610612763,55,61,2024-03-14T01:18:36Z,3180000,False,0.0,13.0,1,left,S. Pippen Jr. driving DUNK (6 PTS) (J. Konchar 2 AST),"[1630590, 1629723]",1610612763.0,MEM,driving,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,1.25,Made,6.0,,,,,,,,,,,J. Konchar,1629723.0,2.0,,,,
