actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
19,PT10M26.00S,2023-12-16T01:12:26.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,70.64717477003943,71.81372549019608,1610612763,5,0,2023-12-16T01:12:33Z,190000,False,109.0,223.0,1,right,MISS D. Bane 24' pullup 3PT - blocked,"[1630217, 1630224]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,24.86,Missed,,,,,,,,,Green,1630224.0,,,,,
20,PT10M26.00S,2023-12-16T01:12:26.5Z,1,REGULAR,block,,[],1630224,,,1610612763,5,0,2023-12-16T01:12:29Z,200000,False,,,0,,J. Green BLOCK (1 BLK),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
21,PT10M26.00S,2023-12-16T01:12:26.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,5,0,2023-12-16T01:16:23Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,19.0,,,,,,,,,,
45,PT10M26.00S,2023-12-16T01:12:34.3Z,1,REGULAR,turnover,punched ball,[],1631246,,,1610612763,5,0,2023-12-16T01:16:43Z,215000,False,,,0,,V. Williams Jr. punched ball TURNOVER (1 TO),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,202041.0,,,,
23,PT10M07.00S,2023-12-16T01:13:05.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627832,25.04927726675427,73.2843137254902,1610612745,5,2,2023-12-16T01:16:43Z,230000,False,-116.0,183.0,1,left,F. VanVleet 21' step back Jump Shot (2 PTS),[1627832],1610612745.0,HOU,step back,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,,,,21.69,Made,2.0,,,,,,,,,,,,,,
24,PT09M39.00S,2023-12-16T01:13:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202687,86.41590013140605,52.94117647058824,1610612763,7,2,2023-12-16T01:13:38Z,240000,False,15.0,75.0,1,right,B. Biyombo 7' floating Jump Shot (2 PTS) (V. Williams Jr. 2 AST),"[202687, 1631246]",1610612763.0,MEM,floating,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,7.66,Made,2.0,V. Williams Jr.,1631246.0,2.0,,,,,,,,,,,
26,PT09M24.00S,2023-12-16T01:13:48.7Z,1,REGULAR,3pt,Jump Shot,[],1628415,28.991458607095925,26.225490196078432,1610612745,7,2,2023-12-16T01:13:51Z,260000,False,119.0,220.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,25.01,Missed,,,,,,,,,,,,,,,
27,PT09M21.00S,2023-12-16T01:13:51.7Z,1,REGULAR,rebound,offensive,[],1630224,,,1610612745,7,2,2023-12-16T01:13:51Z,270000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,26.0,1.0,0.0,1.0,,,,,,,
28,PT09M20.00S,2023-12-16T01:13:52.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,28.728646517739815,74.01960784313727,1610612745,7,5,2023-12-16T01:13:55Z,280000,False,-120.0,218.0,1,left,F. VanVleet 24' 3PT  (5 PTS) (J. Green 1 AST),"[1627832, 1630224]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,24.85,Made,5.0,J. Green,1630224.0,1.0,,,,,,,,,,,
30,PT09M02.00S,2023-12-16T01:14:10.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.59198423127464,44.6078431372549,1610612763,9,5,2023-12-16T01:14:14Z,300000,False,-27.0,17.0,1,right,J. Jackson Jr. driving Layup (4 PTS) (D. Rose 1 AST),"[1628991, 201565]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,3.2,Made,4.0,D. Rose,201565.0,1.0,,,,,,,,,,,
31,PT08M48.00S,2023-12-16T01:14:24.7Z,1,REGULAR,turnover,lost ball,[],1630578,,,1610612745,9,5,2023-12-16T01:14:27Z,310000,False,,,0,,A. Sengun lost ball TURNOVER (2 TO),"[1630578, 1630217]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,2.0,Bane,1630217.0,,,,,,,,,,,,,,,,,
32,PT08M48.00S,2023-12-16T01:14:24.7Z,1,REGULAR,steal,,[],1630217,,,1610612763,9,5,2023-12-16T01:14:26Z,320000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT08M40.00S,2023-12-16T01:14:32.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,70.38436268068331,15.196078431372548,1610612763,9,5,2023-12-16T01:14:36Z,330000,False,-174.0,226.0,1,right,MISS J. Jackson Jr. 28' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,28.51,Missed,,,,,,,,,,,,,,,
34,PT08M37.00S,2023-12-16T01:14:35.0Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,9,5,2023-12-16T01:14:36Z,340000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,
35,PT08M29.00S,2023-12-16T01:14:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.440867279894875,54.65686274509803,1610612745,9,5,2023-12-16T01:14:48Z,350000,False,-23.0,17.0,1,left,MISS J. Green driving reverse Layup,[1630224],1610612745.0,HOU,driving reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,2.91,Missed,,,,,,,,,,,,,,,
36,PT08M27.00S,2023-12-16T01:14:45.5Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,9,5,2023-12-16T01:14:48Z,360000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,
37,PT08M24.00S,2023-12-16T01:14:50.4Z,1,REGULAR,foul,personal,[],1628415,,,1610612763,9,5,2023-12-16T01:17:56Z,370000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 1630217]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Bane,1630217.0
39,PT08M18.00S,2023-12-16T01:15:16.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202687,87.20433639947439,45.588235294117645,1610612763,11,5,2023-12-16T01:15:21Z,390000,False,-22.0,68.0,1,right,B. Biyombo 7' Hook (4 PTS) (D. Rose 2 AST),"[202687, 201565]",1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,7.13,Made,4.0,D. Rose,201565.0,2.0,,,,,,,,,,,
41,PT07M58.00S,2023-12-16T01:15:35.6Z,1,REGULAR,3pt,Jump Shot,[],1627832,30.56833114323259,31.61764705882353,1610612745,11,5,2023-12-16T01:15:40Z,410000,False,92.0,235.0,1,left,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,25.21,Missed,,,,,,,,,,,,,,,
42,PT07M56.00S,2023-12-16T01:15:37.7Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,11,5,2023-12-16T01:15:37Z,420000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:2),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,41.0,2.0,2.0,0.0,,,,,,,
43,PT07M50.00S,2023-12-16T01:15:44.3Z,1,REGULAR,3pt,Jump Shot,[],201565,69.85873850197109,24.754901960784316,1610612763,14,5,2023-12-16T01:15:48Z,430000,False,-126.0,231.0,1,right,D. Rose 26' 3PT pullup (3 PTS),[201565],1610612763.0,MEM,pullup,,,Rose,D. Rose,,,,,Above the Break 3,24+ Left Center,,,,26.3,Made,3.0,,,,,,,,,,,,,,
44,PT07M47.00S,2023-12-16T01:15:53.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,14,5,2023-12-16T01:15:53Z,440000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M33.00S,2023-12-16T01:18:55.2Z,1,REGULAR,3pt,Jump Shot,[],1627832,31.750985545335087,35.78431372549019,1610612745,14,5,2023-12-16T01:18:59Z,450000,False,71.0,246.0,1,left,MISS F. VanVleet 25' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,25.61,Missed,,,,,,,,,,,,,,,
48,PT07M28.00S,2023-12-16T01:19:00.2Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,14,5,2023-12-16T01:18:59Z,460000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:3),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Center,,,,,,,,,,47.0,3.0,3.0,0.0,,,,,,,
49,PT07M11.00S,2023-12-16T01:19:15.9Z,1,REGULAR,3pt,Jump Shot,[],1628991,69.07030223390277,63.725490196078425,1610612763,14,5,2023-12-16T01:19:21Z,470000,False,69.0,238.0,1,right,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,24.79,Missed,,,,,,,,,,,,,,,
50,PT07M08.00S,2023-12-16T01:19:18.9Z,1,REGULAR,rebound,offensive,[],1630217,,,1610612763,14,5,2023-12-16T01:19:21Z,480000,False,,,0,,D. Bane REBOUND (Off:2 Def:0),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,,49.0,2.0,0.0,2.0,,,,,,,
51,PT06M55.00S,2023-12-16T01:19:32.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631246,78.26872536136662,50.0,1610612763,16,5,2023-12-16T01:19:38Z,490000,False,0.0,152.0,1,right,V. Williams Jr. 15' fadeaway Jump Shot (5 PTS),[1631246],1610612763.0,MEM,fadeaway,,,Williams Jr.,V. Williams Jr.,,,,,Mid-Range,8-16 Center,,,,15.18,Made,5.0,,,,,,,,,,,,,,
52,PT06M41.00S,2023-12-16T01:19:49.0Z,1,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,16,5,2023-12-16T01:19:57Z,500000,False,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (3 TO),[1630578],1610612745.0,HOU,bad pass,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,3.0,,,,,,,,,,,,,,,1199.0,,,,
54,PT06M26.00S,2023-12-16T01:20:11.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,92.32917214191852,40.931372549019606,1610612763,16,5,2023-12-16T01:22:21Z,520000,False,-45.0,20.0,1,right,MISS J. Jackson Jr. driving finger roll Layup,[1628991],1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,4.94,Missed,,,,,,,,,,,,,,,
55,PT06M26.00S,2023-12-16T01:20:11.3Z,1,REGULAR,rebound,offensive,[],202687,,,1610612763,16,5,2023-12-16T01:20:17Z,530000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:3),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,54.0,4.0,3.0,1.0,,,,,,,
56,PT06M26.00S,2023-12-16T01:20:16.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202687,94.40999984741211,50.0,1610612763,18,5,2023-12-16T01:20:16Z,540000,False,0.0,0.0,1,right,B. Biyombo tip Layup (6 PTS),[202687],1610612763.0,MEM,tip,,,Biyombo,B. Biyombo,,,,,Mid-Range,8-16 Left,,,,0.0,Made,6.0,,,,,,,,,,,,,,
57,PT06M26.00S,2023-12-16T01:20:18.7Z,1,REGULAR,foul,personal,['1freethrow'],1627832,,,1610612763,18,5,2023-12-16T01:20:25Z,550000,False,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Biyombo 1 FT),"[1627832, 202687]",1610612745.0,HOU,shooting,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Biyombo,202687.0
59,PT06M26.00S,2023-12-16T01:20:41.4Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",202687,,,1610612763,18,5,2023-12-16T01:20:43Z,570000,False,,,0,,MISS B. Biyombo Free Throw 1 of 1,[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
60,PT06M24.00S,2023-12-16T01:20:43.4Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,18,5,2023-12-16T01:20:43Z,580000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,
61,PT06M06.00S,2023-12-16T01:21:01.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,7.5722733245729295,50.245098039215684,1610612745,18,7,2023-12-16T01:21:06Z,590000,False,-1.0,19.0,1,left,A. Sengun driving Layup (2 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,1.87,Made,2.0,,,,,,,,,,,,,,
62,PT06M06.00S,2023-12-16T01:21:03.9Z,1,REGULAR,foul,personal,['1freethrow'],202687,,,1610612745,18,7,2023-12-16T01:21:25Z,600000,False,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Sengun 1 FT),"[202687, 1630578]",1610612763.0,MEM,shooting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Sengun,1630578.0
64,PT06M06.00S,2023-12-16T01:21:11.7Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,18,7,2023-12-16T01:21:17Z,620000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M06.00S,2023-12-16T01:21:11.7Z,1,REGULAR,substitution,in,[],1628988,,,1610612745,18,7,2023-12-16T01:21:17Z,630000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M06.00S,2023-12-16T01:21:32.1Z,1,REGULAR,freethrow,1 of 1,[],1630578,,,1610612745,18,8,2023-12-16T01:21:32Z,640000,False,,,0,,A. Sengun Free Throw 1 of 1 (3 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
67,PT05M49.00S,2023-12-16T01:21:51.8Z,1,REGULAR,3pt,Jump Shot,[],201565,79.84559789750328,6.862745098039216,1610612763,18,8,2023-12-16T01:21:56Z,650000,False,-216.0,137.0,1,right,MISS D. Rose 25' 3PT,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,Above the Break 3,24+ Left Center,,,,25.55,Missed,,,,,,,,,,,,,,,
68,PT05M47.00S,2023-12-16T01:21:53.8Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,18,8,2023-12-16T01:21:56Z,660000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,67.0,1.0,1.0,0.0,,,,,,,
69,PT05M37.00S,2023-12-16T01:22:03.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,9.149145860709593,43.872549019607845,1610612745,18,8,2023-12-16T01:22:07Z,670000,False,31.0,34.0,1,left,MISS J. Smith Jr. driving DUNK - blocked,"[1631095, 1631246]",1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,4.54,Missed,,,,,,,,,Williams Jr.,1631246.0,,,,,
103,PT05M37.00S,2023-12-16T01:22:03.8Z,1,REGULAR,block,,[],1631246,,,1610612745,18,8,2023-12-16T01:25:44Z,675000,False,,,0,,V. Williams Jr. BLOCK (1 BLK),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
70,PT05M34.00S,2023-12-16T01:22:06.8Z,1,REGULAR,rebound,defensive,[],201565,,,1610612763,18,8,2023-12-16T01:22:07Z,680000,False,,,0,,D. Rose REBOUND (Off:0 Def:1),[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,
71,PT05M24.00S,2023-12-16T01:22:17.7Z,1,REGULAR,turnover,out-of-bounds,[],1631246,,,1610612763,18,8,2023-12-16T01:22:23Z,690000,False,,,0,,V. Williams Jr. bad pass out-of-bounds TURNOVER (2 TO),[1631246],1610612763.0,MEM,bad pass,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),8-16 Center,2.0,,,,,,,,,,,,,,,1199.0,,,,
72,PT05M24.00S,2023-12-16T01:22:20.4Z,1,REGULAR,substitution,out,[],1631246,,,1610612745,18,8,2023-12-16T01:22:33Z,700000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M24.00S,2023-12-16T01:22:20.4Z,1,REGULAR,substitution,out,[],1628991,,,1610612745,18,8,2023-12-16T01:22:33Z,710000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M24.00S,2023-12-16T01:22:20.4Z,1,REGULAR,substitution,out,[],201565,,,1610612745,18,8,2023-12-16T01:22:33Z,720000,False,,,0,,SUB out: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M24.00S,2023-12-16T01:22:20.4Z,1,REGULAR,substitution,in,[],1630583,,,1610612745,18,8,2023-12-16T01:22:33Z,730000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M24.00S,2023-12-16T01:22:20.4Z,1,REGULAR,substitution,in,[],1631223,,,1610612745,18,8,2023-12-16T01:22:33Z,740000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M24.00S,2023-12-16T01:22:20.4Z,1,REGULAR,substitution,in,[],1631367,,,1610612745,18,8,2023-12-16T01:22:33Z,750000,False,,,0,,SUB in: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M12.00S,2023-12-16T01:22:54.6Z,1,REGULAR,foul,personal,[],1630583,,,1610612745,18,8,2023-12-16T01:23:13Z,760000,False,,,0,,S. Aldama personal FOUL (1 PF),"[1630583, 1630578]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Sengun,1630578.0
80,PT05M08.00S,2023-12-16T01:23:16.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628415,23.078186596583443,13.23529411764706,1610612745,18,8,2023-12-16T01:23:20Z,780000,False,184.0,164.0,1,left,MISS D. Brooks 24' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,24.66,Missed,,,,,,,,,,,,,,,
81,PT05M04.00S,2023-12-16T01:23:20.3Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,18,8,2023-12-16T01:23:20Z,790000,False,,,0,,D. Bane REBOUND (Off:2 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,80.0,3.0,1.0,2.0,,,,,,,
