actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
335,PT10M31.00S,2023-12-31T01:22:08.3Z,3,REGULAR,3pt,Jump Shot,[],1630174,27.414586070959263,20.34313725490196,1610612754,67,67,2023-12-31T01:22:12Z,3310000,False,148.0,205.0,1,left,A. Nesmith 25' 3PT pullup (6 PTS) (T. Haliburton 13 AST),"[1630174, 1630169]",1610612754.0,IND,,Nesmith,A. Nesmith,pullup,Above the Break 3,24+ Right Center,25.32,Made,,,,,6.0,T. Haliburton,1630169.0,13.0,,,,,,,,,,,,,,,
337,PT10M22.00S,2023-12-31T01:22:17.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,91.14651773981603,52.450980392156865,1610612752,67,67,2023-12-31T01:22:22Z,3330000,False,12.0,31.0,1,right,MISS J. Hart driving finger roll Layup,[1628404],1610612752.0,NYK,,Hart,J. Hart,driving finger roll,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,,,,,,,
338,PT10M20.00S,2023-12-31T01:22:19.0Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,67,67,2023-12-31T01:22:22Z,3340000,False,,,0,,M. Turner REBOUND (Off:1 Def:6),[1626167],1610612754.0,IND,,Turner,M. Turner,,Restricted Area,0-8 Center,,,337.0,7.0,6.0,1.0,,,,,,,,,,,,,,,,,,,
339,PT10M17.00S,2023-12-31T01:22:22.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630188,27.020367936925098,82.35294117647058,1610612754,70,67,2023-12-31T01:22:33Z,3350000,False,-162.0,201.0,1,left,J. Smith 25' 3PT running (5 PTS) (T. Haliburton 14 AST),"[1630188, 1630169]",1610612754.0,IND,,Smith,J. Smith,running,Above the Break 3,24+ Left Center,25.84,Made,,,,,5.0,T. Haliburton,1630169.0,14.0,,,,,,,,,,,,,,,
341,PT10M08.00S,2023-12-31T01:22:31.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,91.01511169513797,46.81372549019608,1610612752,70,67,2023-12-31T01:22:37Z,3370000,False,-16.0,32.0,1,right,MISS J. Hart driving finger roll Layup,[1628404],1610612752.0,NYK,,Hart,J. Hart,driving finger roll,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,,,,,,,,
342,PT10M08.00S,2023-12-31T01:22:31.2Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,70,67,2023-12-31T01:22:37Z,3380000,False,,,0,,M. Turner REBOUND (Off:1 Def:7),[1626167],1610612754.0,IND,,Turner,M. Turner,,Restricted Area,0-8 Center,,,341.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,
343,PT09M58.00S,2023-12-31T01:22:40.3Z,3,REGULAR,3pt,Jump Shot,[],1630174,11.12023653088042,3.9215686274509802,1610612754,70,67,2023-12-31T01:29:48Z,3390000,False,230.0,52.0,1,left,MISS A. Nesmith pullup 3PT,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,pullup,Right Corner 3,24+ Right,23.62,Missed,,,,,,,,,,,,,,,,,,,,,,,
344,PT09M55.00S,2023-12-31T01:22:43.3Z,3,REGULAR,rebound,offensive,[],1630169,,,1610612754,70,67,2023-12-31T01:34:38Z,3400000,False,,,0,,T. Haliburton REBOUND (Off:1 Def:2),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,Right Corner 3,24+ Right,,,343.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
345,PT09M48.00S,2023-12-31T01:22:51.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,32.14520367936925,61.51960784313726,1610612754,73,67,2023-12-31T01:22:56Z,3410000,False,-58.0,250.0,1,left,M. Turner 25' 3PT  (14 PTS) (A. Nembhard 3 AST),"[1626167, 1629614]",1610612754.0,IND,,Turner,M. Turner,,Above the Break 3,24+ Center,25.63,Made,,,,,14.0,A. Nembhard,1629614.0,3.0,,,,,,,,,,,,,,,
347,PT09M45.00S,2023-12-31T01:22:56.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,73,67,2023-12-31T01:22:56Z,3430000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT09M34.00S,2023-12-31T01:26:05.9Z,3,REGULAR,2pt,Jump Shot,[],1628973,83.13074901445466,24.264705882352942,1610612752,73,67,2023-12-31T01:26:10Z,3440000,False,-129.0,106.0,1,right,MISS J. Brunson 16' pullup Shot,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,pullup,Mid-Range,16-24 Left Center,16.68,Missed,,,,,,,,,,,,,,,,,,,,,,,
349,PT09M29.00S,2023-12-31T01:26:10.9Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,73,67,2023-12-31T01:26:10Z,3450000,False,,,0,,J. Smith REBOUND (Off:0 Def:3),[1630188],1610612754.0,IND,,Smith,J. Smith,,Mid-Range,16-24 Left Center,,,348.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
350,PT09M19.00S,2023-12-31T01:26:19.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,9.017739816031538,49.01960784313725,1610612754,73,67,2023-12-31T01:26:29Z,3460000,False,5.0,32.0,1,left,MISS M. Turner finger roll Layup,[1626167],1610612754.0,IND,,Turner,M. Turner,finger roll,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,,,,,,,
351,PT09M16.00S,2023-12-31T01:26:22.9Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612752,73,67,2023-12-31T01:26:24Z,3470000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:4),[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,Restricted Area,0-8 Center,,,350.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
352,PT09M04.00S,2023-12-31T01:26:35.4Z,3,REGULAR,3pt,Jump Shot,[],1628978,64.47109067017082,35.53921568627451,1610612752,73,70,2023-12-31T01:26:43Z,3480000,False,-72.0,281.0,1,right,D. DiVincenzo 29' 3PT  (21 PTS) (J. Randle 4 AST),"[1628978, 203944]",1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,Above the Break 3,24+ Center,29.06,Made,,,,,21.0,J. Randle,203944.0,4.0,,,,,,,,,,,,,,,
354,PT08M49.00S,2023-12-31T01:26:50.3Z,3,REGULAR,2pt,Jump Shot,[],1630169,10.068988173455978,18.38235294117647,1610612754,75,70,2023-12-31T01:31:27Z,3500000,False,158.0,42.0,1,left,T. Haliburton 16' step back Jump Shot (10 PTS) (M. Turner 1 AST),"[1630169, 1626167]",1610612754.0,IND,,Haliburton,T. Haliburton,step back,Mid-Range,16-24 Right,16.36,Made,,,,,10.0,M. Turner,1626167.0,1.0,,,,,,,,,,,,,,,
356,PT08M24.00S,2023-12-31T01:27:15.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,91.5407358738502,48.28431372549019,1610612752,75,70,2023-12-31T01:27:25Z,3520000,False,-9.0,27.0,1,right,MISS J. Randle Layup - blocked,"[203944, 1630188]",1610612752.0,NYK,,Randle,J. Randle,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,Smith,1630188.0,,,,,,,,,,
359,PT08M24.00S,2023-12-31T01:27:15.4Z,3,REGULAR,block,,[],1630188,,,1610612752,75,70,2023-12-31T01:27:28Z,3525000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,Smith,J. Smith,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT08M23.00S,2023-12-31T01:27:16.4Z,3,REGULAR,rebound,offensive,[],203944,,,1610612752,75,70,2023-12-31T01:27:36Z,3530000,False,,,0,,J. Randle REBOUND (Off:2 Def:3),[203944],1610612752.0,NYK,,Randle,J. Randle,,Restricted Area,0-8 Center,,,356.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
358,PT08M23.00S,2023-12-31T01:27:20.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612752,75,70,2023-12-31T01:28:31Z,3540000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,201639.0,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT08M10.00S,2023-12-31T01:27:46.3Z,3,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612754,75,70,2023-12-31T01:28:01Z,3550000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Turner 2 FT),"[1628978, 1626167]",1610612752.0,NYK,201639.0,DiVincenzo,D. DiVincenzo,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Turner,1626167.0,,,,,,
362,PT08M10.00S,2023-12-31T01:28:20.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626167,,,1610612754,76,70,2023-12-31T01:28:31Z,3570000,False,,,0,,M. Turner Free Throw 1 of 2 (15 PTS),[1626167],1610612754.0,IND,,Turner,M. Turner,,,,,Made,,,,,15.0,,,,,,,,,,,,,,,,,,
363,PT08M10.00S,2023-12-31T01:28:34.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626167,,,1610612754,77,70,2023-12-31T01:28:34Z,3580000,False,,,0,,M. Turner Free Throw 2 of 2 (16 PTS),[1626167],1610612754.0,IND,,Turner,M. Turner,,,,,Made,,,,,16.0,,,,,,,,,,,,,,,,,,
364,PT07M57.00S,2023-12-31T01:28:50.1Z,3,REGULAR,2pt,Jump Shot,[],1628973,76.2976346911958,70.34313725490196,1610612752,77,72,2023-12-31T01:28:54Z,3590000,False,102.0,170.0,1,right,J. Brunson 19' step back Jump Shot (15 PTS),[1628973],1610612752.0,NYK,,Brunson,J. Brunson,step back,Mid-Range,16-24 Right Center,19.84,Made,,,,,15.0,,,,,,,,,,,,,,,,,,
365,PT07M45.00S,2023-12-31T01:29:01.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,6.652431011826544,46.81372549019608,1610612754,79,72,2023-12-31T01:29:06Z,3600000,False,16.0,10.0,1,left,T. Haliburton driving finger roll Layup (12 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,driving finger roll,Restricted Area,0-8 Center,1.88,Made,,,,,12.0,,,,,,,,,,,,,,,,,,
368,PT07M27.00S,2023-12-31T01:29:30.8Z,3,REGULAR,3pt,Jump Shot,[],1628973,86.67871222076215,96.81372549019608,1610612752,79,75,2023-12-31T01:29:48Z,3630000,False,234.0,73.0,1,right,J. Brunson 24' 3PT  (18 PTS) (I. Hartenstein 6 AST),"[1628973, 1628392]",1610612752.0,NYK,,Brunson,J. Brunson,,Right Corner 3,24+ Right,24.51,Made,,,,,18.0,I. Hartenstein,1628392.0,6.0,,,,,,,,,,,,,,,
370,PT07M14.00S,2023-12-31T01:29:45.5Z,3,REGULAR,foul,personal,[],1628978,,,1610612754,79,75,2023-12-31T01:29:50Z,3650000,False,,,0,,D. DiVincenzo personal FOUL (2 PF),"[1628978, 1630174]",1610612752.0,NYK,203592.0,DiVincenzo,D. DiVincenzo,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,0.0,Nesmith,1630174.0,,,,,,
373,PT07M05.00S,2023-12-31T01:30:17.5Z,3,REGULAR,3pt,Jump Shot,[],1630169,12.171484888304862,2.696078431372549,1610612754,79,75,2023-12-31T01:36:48Z,3670000,False,237.0,62.0,1,left,MISS T. Haliburton 24' step back 3PT,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,step back,Right Corner 3,24+ Right,24.45,Missed,,,,,,,,,,,,,,,,,,,,,,,
374,PT07M02.00S,2023-12-31T01:30:20.5Z,3,REGULAR,rebound,offensive,[],1629614,,,1610612754,79,75,2023-12-31T01:30:22Z,3680000,False,,,0,,A. Nembhard REBOUND (Off:2 Def:1),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,Right Corner 3,24+ Right,,,373.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
375,PT06M59.00S,2023-12-31T01:30:23.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,7.178055190538765,52.69607843137255,1610612754,79,75,2023-12-31T01:37:18Z,3690000,False,-13.0,15.0,1,left,MISS J. Smith cutting Layup,[1630188],1610612754.0,IND,,Smith,J. Smith,cutting,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M57.00S,2023-12-31T01:30:25.1Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,79,75,2023-12-31T01:30:31Z,3700000,False,,,0,,J. Randle REBOUND (Off:2 Def:4),[203944],1610612752.0,NYK,,Randle,J. Randle,,Restricted Area,0-8 Center,,,375.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
377,PT06M48.00S,2023-12-31T01:30:33.9Z,3,REGULAR,3pt,Jump Shot,[],1628978,70.12155059132719,14.460784313725492,1610612752,79,75,2023-12-31T01:30:39Z,3710000,False,-178.0,228.0,1,right,MISS D. DiVincenzo 28' 3PT,[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,Above the Break 3,24+ Left Center,28.94,Missed,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M44.00S,2023-12-31T01:30:37.9Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,79,75,2023-12-31T01:30:39Z,3720000,False,,,0,,J. Smith REBOUND (Off:0 Def:4),[1630188],1610612754.0,IND,,Smith,J. Smith,,Above the Break 3,24+ Left Center,,,377.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
379,PT06M41.00S,2023-12-31T01:30:41.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629614,5.863994743758213,54.90196078431373,1610612754,81,75,2023-12-31T01:30:52Z,3730000,False,-25.0,3.0,1,left,A. Nembhard running finger roll Layup (12 PTS) (T. Haliburton 15 AST),"[1629614, 1630169]",1610612754.0,IND,,Nembhard,A. Nembhard,running finger roll,Restricted Area,0-8 Center,2.46,Made,,,,,12.0,T. Haliburton,1630169.0,15.0,,,,,,,,,,,,,,,
380,PT06M34.00S,2023-12-31T01:30:52.8Z,3,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,81,75,2023-12-31T01:31:13Z,3740000,False,,,0,,J. Randle lost ball out-of-bounds TURNOVER (3 TO),[203944],1610612752.0,NYK,203592.0,Randle,J. Randle,lost ball,Restricted Area,0-8 Center,,,,,,,,,,,3.0,,,,,,,,,,,,,,
381,PT06M22.00S,2023-12-31T01:31:07.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626167,15.193823915900131,45.83333333333333,1610612754,81,75,2023-12-31T01:31:18Z,3750000,False,21.0,90.0,1,left,MISS M. Turner 9' turnaround Shot,[1626167],1610612754.0,IND,,Turner,M. Turner,turnaround,In The Paint (Non-RA),8-16 Center,9.27,Missed,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M18.00S,2023-12-31T01:31:10.2Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,81,75,2023-12-31T01:31:10Z,3760000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,In The Paint (Non-RA),8-16 Center,,,381.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
383,PT06M12.00S,2023-12-31T01:31:16.4Z,3,REGULAR,3pt,Jump Shot,[],1628973,67.62483574244416,37.745098039215684,1610612752,81,78,2023-12-31T01:31:24Z,3770000,False,-61.0,252.0,1,right,J. Brunson 25' 3PT pullup (21 PTS),[1628973],1610612752.0,NYK,,Brunson,J. Brunson,pullup,Above the Break 3,24+ Center,25.92,Made,,,,,21.0,,,,,,,,,,,,,,,,,,
384,PT05M58.00S,2023-12-31T01:31:29.8Z,3,REGULAR,3pt,Jump Shot,[],1626167,29.6484888304862,30.637254901960787,1610612754,84,78,2023-12-31T01:31:35Z,3780000,False,97.0,226.0,1,left,M. Turner 24' 3PT  (19 PTS) (T. Haliburton 16 AST),"[1626167, 1630169]",1610612754.0,IND,,Turner,M. Turner,,Above the Break 3,24+ Right Center,24.6,Made,,,,,19.0,T. Haliburton,1630169.0,16.0,,,,,,,,,,,,,,,
386,PT05M41.00S,2023-12-31T01:31:57.1Z,3,REGULAR,foul,technical,['1freethrow'],1626167,,,1610612752,84,78,2023-12-31T01:32:03Z,3800000,False,,,0,,M. Turner defensive-3-second technical FOUL (1 Tech),[1626167],1610612754.0,IND,201639.0,Turner,M. Turner,defensive-3-second,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
387,PT05M41.00S,2023-12-31T01:32:18.8Z,3,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,84,79,2023-12-31T01:32:18Z,3810000,False,,,0,,J. Randle technical Free Throw 1 of 1 (18 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,technical,,,,Made,,,,,18.0,,,,,,,,,,,,,,,,,,
388,PT05M41.00S,2023-12-31T01:32:21.9Z,3,REGULAR,substitution,out,[],1630188,,,1610612752,84,79,2023-12-31T01:32:28Z,3820000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M41.00S,2023-12-31T01:32:21.9Z,3,REGULAR,substitution,in,[],1630167,,,1610612752,84,79,2023-12-31T01:32:28Z,3830000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M35.00S,2023-12-31T01:32:42.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.62746386333771,42.40196078431372,1610612752,84,79,2023-12-31T01:32:47Z,3840000,False,-38.0,83.0,1,right,MISS J. Brunson 9' floating Shot,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,floating,In The Paint (Non-RA),8-16 Center,9.09,Missed,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M31.00S,2023-12-31T01:32:46.9Z,3,REGULAR,rebound,defensive,[],1629614,,,1610612754,84,79,2023-12-31T01:32:47Z,3850000,False,,,0,,A. Nembhard REBOUND (Off:2 Def:2),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,In The Paint (Non-RA),8-16 Center,,,390.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
392,PT05M26.00S,2023-12-31T01:32:50.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,7.835085413929041,2.696078431372549,1610612754,87,79,2023-12-31T01:32:56Z,3860000,False,237.0,21.0,1,left,A. Nesmith 3PT running (9 PTS) (T. Haliburton 17 AST),"[1630174, 1630169]",1610612754.0,IND,,Nesmith,A. Nesmith,running,Right Corner 3,24+ Right,23.74,Made,,,,,9.0,T. Haliburton,1630169.0,17.0,,,,,,,,,,,,,,,
394,PT05M09.00S,2023-12-31T01:33:10.1Z,3,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612752,87,79,2023-12-31T01:33:19Z,3880000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (Randle 2 FT),"[1630167, 203944]",1610612754.0,IND,203592.0,Toppin,O. Toppin,shooting,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,0.0,Randle,203944.0,,,,,,
396,PT05M09.00S,2023-12-31T01:33:39.9Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,87,80,2023-12-31T01:33:39Z,3900000,False,,,0,,J. Randle Free Throw 1 of 2 (19 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,,,,,Made,,,,,19.0,,,,,,,,,,,,,,,,,,
397,PT05M09.00S,2023-12-31T01:33:55.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,87,80,2023-12-31T01:33:55Z,3910000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M09.00S,2023-12-31T01:37:11.5Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,87,81,2023-12-31T01:37:11Z,3920000,False,,,0,,J. Randle Free Throw 2 of 2 (20 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,,,,,Made,,,,,20.0,,,,,,,,,,,,,,,,,,
400,PT04M58.00S,2023-12-31T01:37:30.7Z,3,REGULAR,3pt,Jump Shot,[],1630174,11.383048620236531,3.1862745098039214,1610612754,90,81,2023-12-31T01:37:36Z,3930000,False,234.0,55.0,1,left,A. Nesmith 24' 3PT  (12 PTS) (T. Haliburton 18 AST),"[1630174, 1630169]",1610612754.0,IND,,Nesmith,A. Nesmith,,Right Corner 3,24+ Right,24.04,Made,,,,,12.0,T. Haliburton,1630169.0,18.0,,,,,,,,,,,,,,,
402,PT04M37.00S,2023-12-31T01:37:50.7Z,3,REGULAR,3pt,Jump Shot,[],1628978,94.69448094612353,97.79411764705883,1610612752,90,81,2023-12-31T01:37:56Z,3950000,False,239.0,-3.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,Right Corner 3,24+ Right,23.9,Missed,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M34.00S,2023-12-31T01:37:53.7Z,3,REGULAR,rebound,defensive,[],1630167,,,1610612754,90,81,2023-12-31T01:37:56Z,3960000,False,,,0,,O. Toppin REBOUND (Off:1 Def:4),[1630167],1610612754.0,IND,,Toppin,O. Toppin,,Right Corner 3,24+ Right,,,402.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
404,PT04M23.00S,2023-12-31T01:38:05.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,6.1268068331143235,54.166666666666664,1610612754,92,81,2023-12-31T01:38:11Z,3970000,False,-21.0,5.0,1,left,T. Haliburton driving reverse Layup (14 PTS) (M. Turner 2 AST),"[1630169, 1626167]",1610612754.0,IND,,Haliburton,T. Haliburton,driving reverse,Restricted Area,0-8 Center,2.14,Made,,,,,14.0,M. Turner,1626167.0,2.0,,,,,,,,,,,,,,,
406,PT04M05.00S,2023-12-31T01:38:23.3Z,3,REGULAR,3pt,Jump Shot,[],203944,68.54467805519053,72.30392156862744,1610612752,92,81,2023-12-31T01:38:29Z,3990000,False,112.0,243.0,1,right,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,Randle,J. Randle,,Above the Break 3,24+ Right Center,26.75,Missed,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M04.00S,2023-12-31T01:38:24.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,92,81,2023-12-31T01:38:29Z,4000000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,Above the Break 3,24+ Right Center,,,406.0,,,,,,,,,,,,,,,,,,,,,,
409,PT04M04.00S,2023-12-31T01:38:29.3Z,3,REGULAR,substitution,out,[],1628404,,,1610612752,92,81,2023-12-31T01:38:32Z,4020000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M04.00S,2023-12-31T01:38:29.3Z,3,REGULAR,substitution,in,[],203095,,,1610612752,92,81,2023-12-31T01:38:32Z,4030000,False,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M56.00S,2023-12-31T01:38:55.0Z,3,REGULAR,foul,offensive,[],1628392,,,1610612752,92,81,2023-12-31T01:39:10Z,4040000,False,,,0,,I. Hartenstein offensive FOUL (3 PF),"[1628392, 1626167]",1610612752.0,NYK,203592.0,Hartenstein,I. Hartenstein,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,3.0,0.0,Turner,1626167.0,,,,,,
413,PT03M56.00S,2023-12-31T01:38:55.0Z,3,REGULAR,turnover,offensive foul,[],1628392,,,1610612752,92,81,2023-12-31T01:38:55Z,4060000,False,,,0,,I. Hartenstein offensive foul TURNOVER (1 TO),[1628392],1610612752.0,NYK,203592.0,Hartenstein,I. Hartenstein,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,,,,,,,,,,,,,,
414,PT03M48.00S,2023-12-31T01:39:16.1Z,3,REGULAR,turnover,bad pass,[],1629614,,,1610612754,92,81,2023-12-31T01:39:19Z,4070000,False,,,0,,A. Nembhard bad pass TURNOVER (4 TO),"[1629614, 1628978]",1610612754.0,IND,,Nembhard,A. Nembhard,,Above the Break 3,24+ Left Center,,,,,,,,,,,4.0,DiVincenzo,1628978.0,,,,,,,,,,,,
415,PT03M48.00S,2023-12-31T01:39:16.1Z,3,REGULAR,steal,,[],1628978,,,1610612752,92,81,2023-12-31T01:39:17Z,4080000,False,,,0,,D. DiVincenzo STEAL (4 STL),[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT03M44.00S,2023-12-31T01:39:18.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628978,92.9862023653088,53.18627450980392,1610612752,92,83,2023-12-31T01:39:29Z,4090000,False,16.0,13.0,1,right,D. DiVincenzo running DUNK (23 PTS),[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,running,Restricted Area,0-8 Center,2.08,Made,,,,,23.0,,,,,,,,,,,,,,,,,,
417,PT03M26.00S,2023-12-31T01:39:36.8Z,3,REGULAR,3pt,Jump Shot,[],1626167,31.35676741130092,71.07843137254902,1610612754,95,83,2023-12-31T01:39:41Z,4100000,False,-105.0,242.0,1,left,M. Turner 26' 3PT  (22 PTS) (A. Nembhard 4 AST),"[1626167, 1629614]",1610612754.0,IND,,Turner,M. Turner,,Above the Break 3,24+ Left Center,26.42,Made,,,,,22.0,A. Nembhard,1629614.0,4.0,,,,,,,,,,,,,,,
419,PT03M08.00S,2023-12-31T01:39:55.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.23324572930355,36.76470588235294,1610612752,95,85,2023-12-31T01:40:02Z,4120000,False,-66.0,86.0,1,right,J. Brunson 10' pullup Jump Shot (23 PTS),[1628973],1610612752.0,NYK,,Brunson,J. Brunson,pullup,In The Paint (Non-RA),8-16 Left,10.88,Made,,,,,23.0,,,,,,,,,,,,,,,,,,
420,PT03M00.00S,2023-12-31T01:40:02.9Z,3,REGULAR,3pt,Jump Shot,[],1630169,29.517082785808146,21.813725490196077,1610612754,95,85,2023-12-31T01:40:09Z,4130000,False,141.0,225.0,1,left,MISS T. Haliburton 26' pullup 3PT,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,pullup,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,,,,,,
