actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
262,PT06M39.00S,2023-11-07T00:57:38.8Z,2,REGULAR,substitution,in,[],1630167,,,1610612759,63,44,2023-11-07T00:58:07Z,2560000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M39.00S,2023-11-07T00:57:38.8Z,2,REGULAR,substitution,in,[],1630169,,,1610612759,63,44,2023-11-07T00:58:07Z,2570000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M39.00S,2023-11-07T00:57:38.8Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,63,44,2023-11-07T00:58:07Z,2580000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M25.00S,2023-11-07T00:58:51.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630169,,,1610612759,63,44,2023-11-07T00:58:58Z,2610000,False,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Branham 2 FT),"[1630169, 1631103]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Center,,,,,,,1628953.0,,,,,,,,1.0,0.0,Branham,1631103.0,,
269,PT06M25.00S,2023-11-07T00:58:59.4Z,2,REGULAR,freethrow,1 of 2,[],1631103,,,1610612759,63,45,2023-11-07T00:58:59Z,2630000,False,,,0,,M. Branham Free Throw 1 of 2 (7 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
270,PT06M25.00S,2023-11-07T00:59:04.8Z,2,REGULAR,freethrow,2 of 2,[],1631103,,,1610612759,63,46,2023-11-07T00:59:04Z,2640000,False,,,0,,M. Branham Free Throw 2 of 2 (8 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
271,PT06M17.00S,2023-11-07T00:59:16.2Z,2,REGULAR,foul,offensive,['inpenalty'],1630167,,,1610612754,63,46,2023-11-07T00:59:22Z,2650000,False,,,0,,O. Toppin offensive FOUL (2 PF),"[1630167, 1631110]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,,,,,,,1830.0,,,,,,,,2.0,0.0,Sochan,1631110.0,,
273,PT06M17.00S,2023-11-07T00:59:16.2Z,2,REGULAR,turnover,offensive foul,[],1630167,,,1610612754,63,46,2023-11-07T00:59:16Z,2670000,False,,,0,,O. Toppin offensive foul TURNOVER (1 TO),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,,,,,,,1830.0,1.0,,,,,,,,,,,,
274,PT06M05.00S,2023-11-07T00:59:40.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626167,,,1610612759,63,46,2023-11-07T00:59:46Z,2680000,False,,,0,,M. Turner shooting personal FOUL (3 PF) (Collins 2 FT),"[1626167, 1628380]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,1830.0,,,,,,,,3.0,0.0,Collins,1628380.0,,
276,PT06M05.00S,2023-11-07T01:00:05.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628380,,,1610612759,63,47,2023-11-07T01:00:28Z,2700000,False,,,0,,Z. Collins Free Throw 1 of 2 (10 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
277,PT06M05.00S,2023-11-07T01:00:06.4Z,2,REGULAR,substitution,out,[],1626167,,,1610612759,63,47,2023-11-07T01:00:09Z,2710000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M05.00S,2023-11-07T01:00:06.4Z,2,REGULAR,substitution,in,[],1630188,,,1610612759,63,47,2023-11-07T01:00:09Z,2720000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M05.00S,2023-11-07T01:00:05.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628380,,,1610612759,63,47,2023-11-07T01:00:28Z,2730000,False,,,0,,MISS Z. Collins Free Throw 2 of 2,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
280,PT06M03.00S,2023-11-07T01:00:07.2Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,63,47,2023-11-07T01:00:28Z,2740000,False,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,279.0,4.0,3.0,1.0,,,,,,,,,,,,,,
281,PT05M46.00S,2023-11-07T01:00:44.6Z,2,REGULAR,3pt,Jump Shot,[],1630169,67.23061760840999,43.13725490196079,1610612754,66,47,2023-11-07T01:00:49Z,2750000,False,-34.0,256.0,1,right,T. Haliburton 25' 3PT pullup (13 PTS) (A. Nembhard 5 AST),"[1630169, 1629614]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,25.78,Made,,,,,,,13.0,,,A. Nembhard,1629614.0,5.0,,,,,,
283,PT05M25.00S,2023-11-07T01:01:04.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,10.85742444152431,45.588235294117645,1610612759,66,47,2023-11-07T01:02:28Z,2770000,False,22.0,50.0,1,left,MISS K. Johnson driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,,,,,,,,,,
284,PT05M24.00S,2023-11-07T01:01:05.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,66,47,2023-11-07T01:01:10Z,2780000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,283.0,,,,,,,,,,,,,,,,,
286,PT05M17.00S,2023-11-07T01:01:28.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629640,13.748357424441524,56.127450980392155,1610612759,66,47,2023-11-07T01:01:31Z,2800000,False,-31.0,77.0,1,left,MISS K. Johnson 8' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,8.26,Missed,,,,,,,,,,,,,,,,,,
287,PT05M14.00S,2023-11-07T01:01:31.0Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,66,47,2023-11-07T01:01:31Z,2810000,False,,,0,,J. Smith REBOUND (Off:1 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,286.0,5.0,4.0,1.0,,,,,,,,,,,,,,
288,PT05M04.00S,2023-11-07T01:01:41.2Z,2,REGULAR,3pt,Jump Shot,[],1630188,73.9323258869908,82.35294117647058,1610612754,69,47,2023-11-07T01:01:45Z,2820000,False,162.0,193.0,1,right,J. Smith 25' 3PT  (5 PTS) (B. Brown 2 AST),"[1630188, 1628971]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,25.15,Made,,,,,,,5.0,,,B. Brown,1628971.0,2.0,,,,,,
290,PT04M53.00S,2023-11-07T01:01:53.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629614,,,1610612759,69,47,2023-11-07T01:01:59Z,2840000,False,,,0,,A. Nembhard personal FOUL (3 PF) (Jones 2 FT),"[1629614, 1630200]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,1830.0,,,,,,,,3.0,0.0,Jones,1630200.0,,
292,PT04M53.00S,2023-11-07T01:02:21.7Z,2,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,69,48,2023-11-07T01:02:21Z,2860000,False,,,0,,T. Jones Free Throw 1 of 2 (1 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
293,PT04M53.00S,2023-11-07T01:02:22.9Z,2,REGULAR,substitution,out,[],1629614,,,1610612759,69,48,2023-11-07T01:02:29Z,2870000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M53.00S,2023-11-07T01:02:22.9Z,2,REGULAR,substitution,out,[],1631110,,,1610612759,69,48,2023-11-07T01:02:29Z,2880000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M53.00S,2023-11-07T01:02:22.9Z,2,REGULAR,substitution,in,[],1627741,,,1610612759,69,48,2023-11-07T01:02:29Z,2890000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT04M53.00S,2023-11-07T01:02:22.9Z,2,REGULAR,substitution,in,[],1626224,,,1610612759,69,48,2023-11-07T01:02:29Z,2900000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M53.00S,2023-11-07T01:02:41.1Z,2,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,69,49,2023-11-07T01:02:41Z,2910000,False,,,0,,T. Jones Free Throw 2 of 2 (2 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
298,PT04M35.00S,2023-11-07T01:03:03.2Z,2,REGULAR,3pt,Jump Shot,[],1630169,81.42247043363994,93.87254901960785,1610612754,72,49,2023-11-07T01:03:07Z,2920000,False,219.0,122.0,1,right,T. Haliburton 25' 3PT  (16 PTS) (J. Smith 1 AST),"[1630169, 1630188]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,25.11,Made,,,,,,,16.0,,,J. Smith,1630188.0,1.0,,,,,,
300,PT04M25.00S,2023-11-07T01:03:12.6Z,2,REGULAR,2pt,Jump Shot,[],1629640,7.30946123521682,78.92156862745098,1610612759,72,51,2023-11-07T01:03:16Z,2940000,False,-145.0,16.0,1,left,K. Johnson 14' pullup Jump Shot (4 PTS) (T. Jones 5 AST),"[1629640, 1630200]",1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,14.55,Made,,,,,,,4.0,,,T. Jones,1630200.0,5.0,,,,,,
302,PT04M08.00S,2023-11-07T01:03:29.2Z,2,REGULAR,2pt,Jump Shot,[],1630169,83.39356110381078,78.18627450980392,1610612754,74,51,2023-11-07T01:04:35Z,2960000,False,141.0,104.0,1,right,T. Haliburton 17' step back Jump Shot (18 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right,17.49,Made,,,,,,,18.0,,,,,,,,,,,
303,PT03M51.00S,2023-11-07T01:03:46.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,10.5946123521682,43.38235294117647,1610612759,74,51,2023-11-07T01:03:51Z,2970000,False,33.0,47.0,1,left,MISS K. Johnson cutting finger roll Layup,[1629640],1610612759.0,SAS,cutting finger roll,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.76,Missed,,,,,,,,,,,,,,,,,,
304,PT03M50.00S,2023-11-07T01:03:47.2Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,74,51,2023-11-07T01:03:51Z,2980000,False,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,303.0,2.0,1.0,1.0,,,,,,,,,,,,,,
305,PT03M50.00S,2023-11-07T01:03:49.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,7.178055190538765,50.98039215686274,1610612759,74,53,2023-11-07T01:04:05Z,2990000,False,-5.0,15.0,1,left,K. Johnson putback Layup (6 PTS),[1629640],1610612759.0,SAS,putback,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,,,6.0,,,,,,,,,,,
306,PT03M50.00S,2023-11-07T01:03:52.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630188,,,1610612759,74,53,2023-11-07T01:04:01Z,3000000,False,,,0,,J. Smith shooting personal FOUL (3 PF) (Johnson 1 FT),"[1630188, 1629640]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,1626301.0,,,,,,,,3.0,0.0,Johnson,1629640.0,,
308,PT03M50.00S,2023-11-07T01:04:07.0Z,2,REGULAR,substitution,out,[],1630188,,,1610612759,74,53,2023-11-07T01:04:21Z,3020000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M50.00S,2023-11-07T01:04:07.0Z,2,REGULAR,substitution,in,[],1630543,,,1610612759,74,53,2023-11-07T01:04:21Z,3030000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M50.00S,2023-11-07T01:04:34.7Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629640,,,1610612759,74,54,2023-11-07T01:04:34Z,3040000,False,,,0,,K. Johnson Free Throw 1 of 1 (7 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
311,PT03M30.00S,2023-11-07T01:04:56.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,86.81011826544021,44.11764705882353,1610612754,74,54,2023-11-07T01:05:00Z,3050000,False,-29.0,71.0,1,right,MISS B. Brown 7' driving floating Shot,[1628971],1610612754.0,IND,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.73,Missed,,,,,,,,,,,,,,,,,,
312,PT03M27.00S,2023-11-07T01:04:59.5Z,2,REGULAR,rebound,offensive,[],1630543,,,1610612754,74,54,2023-11-07T01:05:00Z,3060000,False,,,0,,I. Jackson REBOUND (Off:1 Def:0),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,311.0,1.0,0.0,1.0,,,,,,,,,,,,,,
313,PT03M27.00S,2023-11-07T01:04:59.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,92.19776609724047,50.245098039215684,1610612754,76,54,2023-11-07T01:05:03Z,3070000,False,1.0,21.0,1,right,I. Jackson putback Layup (2 PTS),[1630543],1610612754.0,IND,putback,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,2.0,,,,,,,,,,,
314,PT03M27.00S,2023-11-07T01:05:02.7Z,2,REGULAR,foul,personal,['1freethrow'],1628380,,,1610612754,76,54,2023-11-07T01:05:07Z,3080000,False,,,0,,Z. Collins shooting personal FOUL (2 PF) (Jackson 1 FT),"[1628380, 1630543]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,1626301.0,,,,,,,,2.0,0.0,Jackson,1630543.0,,
316,PT03M27.00S,2023-11-07T01:05:08.4Z,2,REGULAR,substitution,out,[],1631103,,,1610612754,76,54,2023-11-07T01:06:27Z,3100000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT03M27.00S,2023-11-07T01:05:08.4Z,2,REGULAR,substitution,out,[],1628380,,,1610612754,76,54,2023-11-07T01:06:27Z,3110000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT03M27.00S,2023-11-07T01:05:08.4Z,2,REGULAR,substitution,in,[],203926,,,1610612754,76,54,2023-11-07T01:06:27Z,3120000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT03M27.00S,2023-11-07T01:05:08.4Z,2,REGULAR,substitution,in,[],1641705,,,1610612754,76,54,2023-11-07T01:06:27Z,3130000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT03M27.00S,2023-11-07T01:05:41.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630543,,,1610612754,77,54,2023-11-07T01:05:41Z,3140000,False,,,0,,I. Jackson Free Throw 1 of 1 (3 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
321,PT03M17.00S,2023-11-07T01:05:53.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,16.507884362680684,49.01960784313725,1610612759,77,56,2023-11-07T01:05:57Z,3150000,False,5.0,103.0,1,left,K. Johnson 10' turnaround Jump Shot (9 PTS),[1629640],1610612759.0,SAS,turnaround,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,10.28,Made,,,,,,,9.0,,,,,,,,,,,
322,PT03M02.00S,2023-11-07T01:06:07.9Z,2,REGULAR,2pt,Jump Shot,[],1630169,89.56964520367937,72.30392156862744,1610612754,79,56,2023-11-07T01:06:11Z,3160000,False,112.0,46.0,1,right,T. Haliburton 12' pullup Jump Shot (20 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,12.04,Made,,,,,,,20.0,,,,,,,,,,,
323,PT02M45.00S,2023-11-07T01:06:24.4Z,2,REGULAR,2pt,Layup,[],1626224,6.652431011826544,67.64705882352942,1610612759,79,56,2023-11-07T01:06:29Z,3170000,False,-88.0,10.0,1,left,MISS C. Osman 8' driving finger roll Layup,[1626224],1610612759.0,SAS,driving finger roll,,,Osman,C. Osman,,,,,Mid-Range,8-16 Left,8.88,Missed,,,,,,,,,,,,,,,,,,
324,PT02M45.00S,2023-11-07T01:06:27.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,79,56,2023-11-07T01:06:27Z,3180000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Left,,,323.0,,,,,,,,,,,,,,,,,
326,PT02M45.00S,2023-11-07T01:06:29.0Z,2,REGULAR,substitution,out,[],1630200,,,1610612754,79,56,2023-11-07T01:06:35Z,3200000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M45.00S,2023-11-07T01:06:29.0Z,2,REGULAR,substitution,in,[],1631103,,,1610612754,79,56,2023-11-07T01:06:35Z,3210000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT02M35.00S,2023-11-07T01:06:51.1Z,2,REGULAR,3pt,Jump Shot,[],1630169,73.80091984231275,82.59803921568627,1610612754,79,56,2023-11-07T01:06:55Z,3220000,False,163.0,194.0,1,right,MISS T. Haliburton 25' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
329,PT02M31.00S,2023-11-07T01:06:54.8Z,2,REGULAR,rebound,offensive,[],1630543,,,1610612754,79,56,2023-11-07T01:06:54Z,3230000,False,,,0,,I. Jackson REBOUND (Off:2 Def:0),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Right Center,,,328.0,2.0,0.0,2.0,,,,,,,,,,,,,,
330,PT02M29.00S,2023-11-07T01:06:56.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,92.72339027595268,49.754901960784316,1610612754,81,56,2023-11-07T01:06:59Z,3240000,False,-1.0,16.0,1,right,O. Toppin cutting Layup (8 PTS) (I. Jackson 1 AST),"[1630167, 1630543]",1610612754.0,IND,cutting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,8.0,,,I. Jackson,1630543.0,1.0,,,,,,
332,PT02M19.00S,2023-11-07T01:07:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,8.229303547963205,56.127450980392155,1610612759,81,56,2023-11-07T01:07:09Z,3260000,False,-31.0,25.0,1,left,MISS K. Johnson driving finger roll Layup,[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.95,Missed,,,,,,,,,,,,,,,,,,
333,PT02M17.00S,2023-11-07T01:07:07.9Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,81,56,2023-11-07T01:07:09Z,3270000,False,,,0,,I. Jackson REBOUND (Off:2 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,332.0,3.0,1.0,2.0,,,,,,,,,,,,,,
334,PT02M06.00S,2023-11-07T01:07:19.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,93.11760840998686,46.07843137254902,1610612754,83,56,2023-11-07T01:07:23Z,3280000,False,-20.0,12.0,1,right,B. Hield driving finger roll Layup (14 PTS) (B. Brown 3 AST),"[1627741, 1628971]",1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,2.31,Made,,,,,,,14.0,,,B. Brown,1628971.0,3.0,,,,,,
336,PT01M51.00S,2023-11-07T01:07:35.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612759,83,56,2023-11-07T01:07:39Z,3300000,False,,,0,,B. Brown personal FOUL (1 PF) (Johnson 2 FT),"[1628971, 1629640]",1610612754.0,IND,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Left,,,,,,,1626301.0,,,,,,,,1.0,0.0,Johnson,1629640.0,,
338,PT01M51.00S,2023-11-07T01:08:01.2Z,2,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,83,57,2023-11-07T01:08:01Z,3320000,False,,,0,,K. Johnson Free Throw 1 of 2 (10 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
339,PT01M51.00S,2023-11-07T01:08:17.6Z,2,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,83,58,2023-11-07T01:08:17Z,3330000,False,,,0,,K. Johnson Free Throw 2 of 2 (11 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
340,PT01M42.00S,2023-11-07T01:08:30.1Z,2,REGULAR,turnover,discontinued dribble,[],1630169,,,1610612754,83,58,2023-11-07T01:08:36Z,3340000,False,,,0,,T. Haliburton discontinued dribble TURNOVER (1 TO),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Center,,,,,,,1830.0,1.0,,,,,,,,,,,,
341,PT01M28.00S,2023-11-07T01:09:02.2Z,2,REGULAR,turnover,out-of-bounds,[],1629640,,,1610612759,83,58,2023-11-07T01:09:07Z,3350000,False,,,0,,K. Johnson lost ball out-of-bounds TURNOVER (1 TO),[1629640],1610612759.0,SAS,lost ball,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1830.0,1.0,,,,,,,,,,,,
342,PT01M21.00S,2023-11-07T01:09:12.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628971,90.88370565045992,98.2843137254902,1610612754,83,58,2023-11-07T01:09:17Z,3360000,False,241.0,33.0,1,right,MISS B. Brown 24' 3PT,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,24.37,Missed,,,,,,,,,,,,,,,,,,
343,PT01M17.00S,2023-11-07T01:09:16.9Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612759,83,58,2023-11-07T01:09:17Z,3370000,False,,,0,,C. Osman REBOUND (Off:1 Def:2),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Right Corner 3,24+ Right,,,342.0,3.0,2.0,1.0,,,,,,,,,,,,,,
344,PT01M12.00S,2023-11-07T01:09:21.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,7.703679369250986,54.65686274509803,1610612759,83,60,2023-11-07T01:09:27Z,3380000,False,-23.0,20.0,1,left,K. Johnson running finger roll Layup (13 PTS) (C. Osman 2 AST),"[1629640, 1626224]",1610612759.0,SAS,running finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,,,13.0,,,C. Osman,1626224.0,2.0,,,,,,
345,PT01M12.00S,2023-11-07T01:09:25.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630543,,,1610612759,83,60,2023-11-07T01:09:35Z,3390000,False,,,0,,I. Jackson shooting personal FOUL (3 PF) (Johnson 1 FT),"[1630543, 1629640]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,1830.0,,,,,,,,3.0,0.0,Johnson,1629640.0,,
347,PT01M12.00S,2023-11-07T01:09:55.3Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629640,,,1610612759,83,61,2023-11-07T01:09:55Z,3410000,False,,,0,,K. Johnson Free Throw 1 of 1 (14 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
348,PT01M01.00S,2023-11-07T01:10:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,92.32917214191852,55.63725490196079,1610612754,83,61,2023-11-07T01:10:12Z,3420000,False,28.0,20.0,1,right,MISS T. Haliburton driving finger roll Layup - blocked,"[1630169, 1641705]",1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,Wembanyama,1641705.0
349,PT01M01.00S,2023-11-07T01:10:07.8Z,2,REGULAR,block,,[],1641705,,,1610612754,83,61,2023-11-07T01:10:09Z,3430000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
