actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
87,PT05M41.00S,2023-11-07T00:24:30.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,93.64323258869908,48.28431372549019,1610612754,18,15,2023-11-07T00:24:33Z,870000,False,-9.0,7.0,1,right,MISS O. Toppin driving finger roll Layup,[1630167],1610612754.0,IND,driving finger roll,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
88,PT05M39.00S,2023-11-07T00:24:32.5Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,18,15,2023-11-07T00:24:33Z,880000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,87.0,2.0,2.0,0.0,,,,,,,,,,,,,,
89,PT05M36.00S,2023-11-07T00:24:35.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630200,8.360709592641262,94.85294117647058,1610612759,18,15,2023-11-07T00:24:40Z,890000,False,-224.0,26.0,1,left,MISS T. Jones running 3PT,[1630200],1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,22.58,Missed,,,,,,,,,,,,,,,,,,
90,PT05M32.00S,2023-11-07T00:24:39.8Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,18,15,2023-11-07T00:24:40Z,900000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT05M27.00S,2023-11-07T00:24:48.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629640,,,1610612754,18,15,2023-11-07T00:24:54Z,910000,False,,,0,,K. Johnson personal FOUL (1 PF) (Turner 2 FT),"[1629640, 1626167]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,1626301.0,,,,,,,,1.0,0.0,Turner,1626167.0,,
93,PT05M27.00S,2023-11-07T00:25:11.6Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,19,15,2023-11-07T00:25:11Z,930000,False,,,0,,M. Turner Free Throw 1 of 2 (5 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
94,PT05M27.00S,2023-11-07T00:25:12.1Z,1,REGULAR,substitution,out,[],1629640,,,1610612754,19,15,2023-11-07T00:25:17Z,940000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M27.00S,2023-11-07T00:25:12.1Z,1,REGULAR,substitution,out,[],1628380,,,1610612754,19,15,2023-11-07T00:25:17Z,950000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M27.00S,2023-11-07T00:25:12.1Z,1,REGULAR,substitution,in,[],203926,,,1610612754,19,15,2023-11-07T00:25:17Z,960000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M27.00S,2023-11-07T00:25:12.1Z,1,REGULAR,substitution,in,[],1629646,,,1610612754,19,15,2023-11-07T00:25:17Z,970000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M27.00S,2023-11-07T00:25:35.5Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,20,15,2023-11-07T00:25:35Z,980000,False,,,0,,M. Turner Free Throw 2 of 2 (6 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
99,PT05M17.00S,2023-11-07T00:25:48.6Z,1,REGULAR,3pt,Jump Shot,[],203926,8.09789750328515,95.83333333333334,1610612759,20,18,2023-11-07T00:25:52Z,990000,False,-229.0,24.0,1,left,D. McDermott 3PT  (3 PTS) (T. Jones 2 AST),"[203926, 1630200]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,,,3.0,,,T. Jones,1630200.0,2.0,,,,,,
101,PT05M06.00S,2023-11-07T00:25:58.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,93.11760840998686,52.69607843137255,1610612754,20,18,2023-11-07T00:26:05Z,1010000,False,13.0,12.0,1,right,MISS T. Haliburton driving finger roll Layup,[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
102,PT05M04.00S,2023-11-07T00:26:00.9Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,20,18,2023-11-07T00:26:05Z,1020000,False,,,0,,M. Turner REBOUND (Off:2 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,101.0,5.0,3.0,2.0,,,,,,,,,,,,,,
103,PT05M04.00S,2023-11-07T00:26:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626167,94.40999984741211,50.0,1610612754,22,18,2023-11-07T00:26:01Z,1030000,False,0.0,0.0,1,right,M. Turner tip Layup (8 PTS),[1626167],1610612754.0,IND,tip,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,8.0,,,,,,,,,,,
104,PT04M53.00S,2023-11-07T00:26:12.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629646,5.732588699080158,52.450980392156865,1610612759,22,20,2023-11-07T00:26:15Z,1040000,False,-12.0,1.0,1,left,C. Bassey Hook (2 PTS) (D. McDermott 1 AST),"[1629646, 203926]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,,,2.0,,,D. McDermott,203926.0,1.0,,,,,,
106,PT04M43.00S,2023-11-07T00:26:21.5Z,1,REGULAR,3pt,Jump Shot,[],1626167,65.65374507227332,36.27450980392157,1610612754,25,20,2023-11-07T00:26:26Z,1060000,False,-69.0,270.0,1,right,M. Turner 27' 3PT  (11 PTS) (T. Haliburton 2 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,27.9,Made,,,,,,,11.0,,,T. Haliburton,1630169.0,2.0,,,,,,
108,PT04M29.00S,2023-11-07T00:26:35.9Z,1,REGULAR,3pt,Jump Shot,[],1626224,22.158344283837057,9.558823529411764,1610612759,25,23,2023-11-07T00:26:42Z,1080000,False,202.0,156.0,1,left,C. Osman 25' 3PT  (3 PTS) (T. Jones 3 AST),"[1626224, 1630200]",1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,25.53,Made,,,,,,,3.0,,,T. Jones,1630200.0,3.0,,,,,,
110,PT04M11.00S,2023-11-07T00:26:54.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,92.85479632063075,51.470588235294116,1610612754,27,23,2023-11-07T00:27:00Z,1100000,False,7.0,15.0,1,right,O. Toppin DUNK (4 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,,,4.0,,,,,,,,,,,
112,PT03M54.00S,2023-11-07T00:27:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,9.411957950065702,41.911764705882355,1610612759,27,23,2023-11-07T00:27:15Z,1120000,False,40.0,36.0,1,left,MISS M. Branham driving Layup,[1631103],1610612759.0,SAS,driving,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,5.41,Missed,,,,,,,,,,,,,,,,,,
114,PT03M54.00S,2023-11-07T00:27:10.5Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,27,23,2023-11-07T00:27:15Z,1130000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT03M48.00S,2023-11-07T00:27:16.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,75.77201051248358,13.725490196078432,1610612754,30,23,2023-11-07T00:27:24Z,1140000,False,-181.0,175.0,1,right,B. Hield 25' 3PT running (3 PTS) (T. Haliburton 3 AST),"[1627741, 1630169]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,25.22,Made,,,,,,,3.0,,,T. Haliburton,1630169.0,3.0,,,,,,
117,PT03M46.00S,2023-11-07T00:27:31.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,30,23,2023-11-07T00:27:31Z,1160000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M46.00S,2023-11-07T00:29:32.5Z,1,REGULAR,substitution,out,[],1631103,,,1610612759,30,23,2023-11-07T00:30:02Z,1170000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M46.00S,2023-11-07T00:29:32.5Z,1,REGULAR,substitution,in,[],1630577,,,1610612759,30,23,2023-11-07T00:30:02Z,1180000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M30.00S,2023-11-07T00:30:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,16.90210249671485,50.0,1610612759,30,23,2023-11-07T00:30:38Z,1190000,False,0.0,106.0,1,left,MISS T. Jones 10' floating Shot,[1630200],1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,10.64,Missed,,,,,,,,,,,,,,,,,,
121,PT03M26.00S,2023-11-07T00:30:37.8Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,30,23,2023-11-07T00:30:38Z,1200000,False,,,0,,M. Turner REBOUND (Off:2 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,120.0,6.0,4.0,2.0,,,,,,,,,,,,,,
122,PT03M21.00S,2023-11-07T00:30:41.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,92.9862023653088,5.147058823529411,1610612754,33,23,2023-11-07T00:30:46Z,1210000,False,-224.0,13.0,1,right,A. Nesmith 3PT running (3 PTS) (T. Haliburton 4 AST),"[1630174, 1630169]",1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,22.47,Made,,,,,,,3.0,,,T. Haliburton,1630169.0,4.0,,,,,,
124,PT03M08.00S,2023-11-07T00:30:54.7Z,1,REGULAR,3pt,Jump Shot,[],203926,34.11629434954008,41.911764705882355,1610612759,33,23,2023-11-07T00:31:01Z,1230000,False,40.0,268.0,1,left,MISS D. McDermott 27' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,27.12,Missed,,,,,,,,,,,,,,,,,,
125,PT03M05.00S,2023-11-07T00:30:57.7Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,33,23,2023-11-07T00:31:01Z,1240000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,,,124.0,2.0,2.0,0.0,,,,,,,,,,,,,,
126,PT02M55.00S,2023-11-07T00:31:08.1Z,1,REGULAR,3pt,Jump Shot,[],1630174,70.77858081471747,27.696078431372552,1610612754,33,23,2023-11-07T00:31:12Z,1250000,False,-112.0,222.0,1,right,MISS A. Nesmith 24' pullup 3PT,[1630174],1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,24.86,Missed,,,,,,,,,,,,,,,,,,
127,PT02M51.00S,2023-11-07T00:31:12.1Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612759,33,23,2023-11-07T00:31:12Z,1260000,False,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Above the Break 3,24+ Left Center,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,
128,PT02M46.00S,2023-11-07T00:31:16.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630577,5.206964520367937,55.392156862745104,1610612759,33,23,2023-11-07T00:31:24Z,1270000,False,-27.0,-4.0,1,left,MISS J. Champagnie running Layup,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
129,PT02M44.00S,2023-11-07T00:31:18.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,33,23,2023-11-07T00:31:24Z,1280000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,128.0,,,,,,,,,,,,,,,,,
131,PT02M44.00S,2023-11-07T00:31:21.6Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,33,23,2023-11-07T00:31:26Z,1300000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M44.00S,2023-11-07T00:31:21.6Z,1,REGULAR,substitution,in,[],1630188,,,1610612754,33,23,2023-11-07T00:31:26Z,1310000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M36.00S,2023-11-07T00:31:41.9Z,1,REGULAR,3pt,Jump Shot,[],1627741,67.49342969776609,41.42156862745098,1610612754,33,23,2023-11-07T00:31:45Z,1320000,False,-43.0,253.0,1,right,MISS B. Hield 25' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,25.67,Missed,,,,,,,,,,,,,,,,,,
134,PT02M33.00S,2023-11-07T00:31:44.9Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612754,33,23,2023-11-07T00:31:44Z,1330000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,133.0,2.0,1.0,1.0,,,,,,,,,,,,,,
135,PT02M28.00S,2023-11-07T00:31:49.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630169,69.59592641261499,49.26470588235294,1610612754,35,23,2023-11-07T00:31:53Z,1340000,False,-4.0,233.0,1,right,T. Haliburton 23' step back Jump Shot (10 PTS) (A. Nesmith 1 AST),"[1630169, 1630174]",1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Center,23.33,Made,,,,,,,10.0,,,A. Nesmith,1630174.0,1.0,,,,,,
136,PT02M15.00S,2023-11-07T00:32:02.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630577,5.863994743758213,48.77450980392157,1610612759,35,25,2023-11-07T00:32:06Z,1350000,False,6.0,3.0,1,left,J. Champagnie cutting DUNK (2 PTS) (T. Jones 4 AST),"[1630577, 1630200]",1610612759.0,SAS,cutting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,0.66,Made,,,,,,,2.0,,,T. Jones,1630200.0,4.0,,,,,,
138,PT01M58.00S,2023-11-07T00:32:19.8Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612754,35,25,2023-11-07T00:32:22Z,1370000,False,,,0,,B. Hield bad pass TURNOVER (1 TO),"[1627741, 1626224]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,,Osman,1626224.0,,,,,,,,,
139,PT01M58.00S,2023-11-07T00:32:19.8Z,1,REGULAR,steal,,[],1626224,,,1610612759,35,25,2023-11-07T00:32:21Z,1380000,False,,,0,,C. Osman STEAL (1 STL),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
140,PT01M53.00S,2023-11-07T00:32:25.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626224,5.863994743758213,47.30392156862745,1610612759,35,25,2023-11-07T00:32:29Z,1390000,False,13.0,3.0,1,left,MISS C. Osman running Layup,[1626224],1610612759.0,SAS,running,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,,,,,,
141,PT01M50.00S,2023-11-07T00:32:28.0Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,35,25,2023-11-07T00:32:29Z,1400000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,
142,PT01M49.00S,2023-11-07T00:32:30.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630200,,,1610612754,35,25,2023-11-07T00:32:36Z,1410000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Toppin 2 FT),"[1630200, 1630167]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,1628953.0,,,,,,,,1.0,0.0,Toppin,1630167.0,,
144,PT01M49.00S,2023-11-07T00:32:57.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630167,,,1610612754,36,25,2023-11-07T00:32:58Z,1430000,False,,,0,,O. Toppin Free Throw 1 of 2 (5 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
145,PT01M49.00S,2023-11-07T00:32:58.5Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,36,25,2023-11-07T00:33:06Z,1440000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M49.00S,2023-11-07T00:32:58.5Z,1,REGULAR,substitution,in,[],1629614,,,1610612754,36,25,2023-11-07T00:33:06Z,1450000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M49.00S,2023-11-07T00:33:15.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630167,,,1610612754,37,25,2023-11-07T00:33:15Z,1460000,False,,,0,,O. Toppin Free Throw 2 of 2 (6 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
148,PT01M38.00S,2023-11-07T00:33:29.6Z,1,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612759,37,25,2023-11-07T00:33:34Z,1470000,False,,,0,,J. Smith shooting personal FOUL (1 PF) (McDermott 2 FT),"[1630188, 203926]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628953.0,,,,,,,,1.0,0.0,McDermott,203926.0,,
150,PT01M38.00S,2023-11-07T00:33:50.2Z,1,REGULAR,freethrow,1 of 2,[],203926,,,1610612759,37,26,2023-11-07T00:33:50Z,1490000,False,,,0,,D. McDermott Free Throw 1 of 2 (4 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
151,PT01M38.00S,2023-11-07T00:33:51.2Z,1,REGULAR,substitution,out,[],1630167,,,1610612759,37,26,2023-11-07T00:34:35Z,1500000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M38.00S,2023-11-07T00:33:51.2Z,1,REGULAR,substitution,in,[],1631097,,,1610612759,37,26,2023-11-07T00:34:35Z,1510000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M38.00S,2023-11-07T00:34:39.9Z,1,REGULAR,freethrow,2 of 2,[],203926,,,1610612759,37,27,2023-11-07T00:34:39Z,1520000,False,,,0,,D. McDermott Free Throw 2 of 2 (5 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
154,PT01M26.00S,2023-11-07T00:34:54.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,87.72996057818659,38.48039215686275,1610612754,37,27,2023-11-07T00:35:15Z,1530000,False,-58.0,63.0,1,right,MISS A. Nesmith 8' turnaround fadeaway Shot,[1630174],1610612754.0,IND,turnaround fadeaway,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Left,8.52,Missed,,,,,,,,,,,,,,,,,,
155,PT01M21.00S,2023-11-07T00:34:59.0Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,37,27,2023-11-07T00:35:00Z,1540000,False,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Left,,,154.0,2.0,1.0,1.0,,,,,,,,,,,,,,
156,PT01M21.00S,2023-11-07T00:34:58.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,94.40999984741211,50.0,1610612754,39,27,2023-11-07T00:34:58Z,1550000,False,0.0,0.0,1,right,J. Smith tip Layup (2 PTS),[1630188],1610612754.0,IND,tip,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
157,PT01M12.00S,2023-11-07T00:35:08.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203926,9.280551905387648,43.13725490196079,1610612759,39,27,2023-11-07T00:35:11Z,1560000,False,34.0,35.0,1,left,MISS D. McDermott driving finger roll Layup,[203926],1610612759.0,SAS,driving finger roll,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,4.88,Missed,,,,,,,,,,,,,,,,,,
158,PT01M09.00S,2023-11-07T00:35:11.2Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,39,27,2023-11-07T00:35:11Z,1570000,False,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,157.0,3.0,2.0,1.0,,,,,,,,,,,,,,
159,PT01M07.00S,2023-11-07T00:35:15.5Z,1,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612754,39,27,2023-11-07T00:35:22Z,1580000,False,,,0,,B. Hield bad pass out-of-bounds TURNOVER (2 TO),[1627741],1610612754.0,IND,bad pass,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628953.0,2.0,,,,,,,,,,,,
160,PT01M07.00S,2023-11-07T00:35:28.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,39,27,2023-11-07T00:35:28Z,1590000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M44.50S,2023-11-07T00:37:54.1Z,1,REGULAR,turnover,lost ball,[],1630577,,,1610612759,39,27,2023-11-07T00:37:57Z,1610000,False,,,0,,J. Champagnie lost ball TURNOVER (1 TO),"[1630577, 1631097]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Left,,,,,,,,1.0,,Mathurin,1631097.0,,,,,,,,,
163,PT00M44.50S,2023-11-07T00:37:54.1Z,1,REGULAR,steal,,[],1631097,,,1610612754,39,27,2023-11-07T00:37:56Z,1620000,False,,,0,,B. Mathurin STEAL (1 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
164,PT00M28.30S,2023-11-07T00:38:11.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629646,,,1610612754,39,27,2023-11-07T00:38:29Z,1630000,False,,,0,,C. Bassey personal FOUL (1 PF) (Nesmith 2 FT),"[1629646, 1630174]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Mid-Range,16-24 Center,,,,,,,1628953.0,,,,,,,,1.0,0.0,Nesmith,1630174.0,,
167,PT00M28.30S,2023-11-07T00:38:40.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630174,,,1610612754,40,27,2023-11-07T00:38:40Z,1650000,False,,,0,,A. Nesmith Free Throw 1 of 2 (4 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
168,PT00M28.30S,2023-11-07T00:38:57.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630174,,,1610612754,41,27,2023-11-07T00:38:57Z,1660000,False,,,0,,A. Nesmith Free Throw 2 of 2 (5 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
169,PT00M18.20S,2023-11-07T00:39:12.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630188,,,1610612759,41,27,2023-11-07T00:39:18Z,1670000,False,,,0,,J. Smith shooting personal FOUL (2 PF) (McDermott 2 FT),"[1630188, 203926]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,1830.0,,,,,,,,2.0,0.0,McDermott,203926.0,,
171,PT00M18.20S,2023-11-07T00:39:38.9Z,1,REGULAR,freethrow,1 of 2,[],203926,,,1610612759,41,27,2023-11-07T00:39:38Z,1690000,False,,,0,,MISS D. McDermott Free Throw 1 of 2,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
172,PT00M18.20S,2023-11-07T00:39:38.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,41,27,2023-11-07T00:39:38Z,1700000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,
173,PT00M18.20S,2023-11-07T00:39:39.9Z,1,REGULAR,substitution,out,[],1630188,,,1610612759,41,27,2023-11-07T00:39:49Z,1710000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
