actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
29,PT09M38.00S,2023-12-19T00:16:05.9Z,1,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,4,4,2023-12-19T00:16:06Z,290000,False,,,0,,MISS I. Jackson Free Throw 1 of 2,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
30,PT09M38.00S,2023-12-19T00:16:05.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,4,4,2023-12-19T00:16:06Z,300000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,
31,PT09M38.00S,2023-12-19T00:16:05.9Z,1,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,4,4,2023-12-19T00:16:30Z,310000,False,,,0,,MISS I. Jackson Free Throw 2 of 2,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
32,PT09M36.00S,2023-12-19T00:16:07.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,4,4,2023-12-19T00:16:30Z,320000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,31.0,2.0,2.0,0.0,,,,
33,PT09M27.00S,2023-12-19T00:16:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,92.46057818659659,45.09803921568628,1610612746,4,4,2023-12-19T00:16:42Z,330000,False,-25.0,18.0,1,right,MISS J. Harden driving Layup - blocked,"[201935, 1627741]",1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,3.06,Missed,,,,,,,,,Hield,1627741.0,,
34,PT09M27.00S,2023-12-19T00:16:38.1Z,1,REGULAR,block,,[],1627741,,,1610612746,4,4,2023-12-19T00:16:40Z,340000,False,,,0,,B. Hield BLOCK (1 BLK),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M27.00S,2023-12-19T00:16:38.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,4,4,2023-12-19T00:16:42Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,33.0,,,,,,,
37,PT09M17.00S,2023-12-19T00:17:08.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201935,88.51839684625493,74.26470588235294,1610612746,4,6,2023-12-19T00:17:11Z,370000,False,121.0,55.0,1,right,J. Harden 13' pullup Jump Shot (2 PTS) (I. Zubac 1 AST),"[201935, 1627826]",1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,13.34,Made,2.0,I. Zubac,1627826.0,1.0,,,,,,,,
39,PT09M09.00S,2023-12-19T00:17:15.9Z,1,REGULAR,2pt,Jump Shot,[],1630169,11.777266754270697,25.735294117647058,1610612754,4,6,2023-12-19T00:17:21Z,390000,False,121.0,58.0,1,left,MISS T. Haliburton 13' driving floating bank Shot,[1630169],1610612754.0,IND,driving floating bank,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,,,,,,,13.45,Missed,,,,,,,,,,,,
40,PT09M06.00S,2023-12-19T00:17:18.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,4,6,2023-12-19T00:17:21Z,400000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,
41,PT08M55.00S,2023-12-19T00:17:30.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,84.44480946123521,47.794117647058826,1610612746,4,8,2023-12-19T00:17:34Z,410000,False,-11.0,94.0,1,right,K. Leonard 9' fadeaway Jump Shot (2 PTS),[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.43,Made,2.0,,,,,,,,,,,
42,PT08M37.00S,2023-12-19T00:17:49.1Z,1,REGULAR,3pt,Jump Shot,[],1627741,8.886333771353483,2.941176470588235,1610612754,7,8,2023-12-19T00:17:52Z,420000,False,235.0,31.0,1,left,B. Hield 3PT  (3 PTS) (O. Toppin 1 AST),"[1627741, 1630167]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,,,,,,,23.73,Made,3.0,O. Toppin,1630167.0,1.0,,,,,,,,
44,PT08M21.00S,2023-12-19T00:18:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,81.68528252299606,58.333333333333336,1610612746,7,10,2023-12-19T00:18:07Z,440000,False,42.0,120.0,1,right,K. Leonard 12' pullup Jump Shot (4 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,12.68,Made,4.0,,,,,,,,,,,
45,PT08M10.00S,2023-12-19T00:18:16.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,6.783837056504599,50.49019607843137,1610612754,9,10,2023-12-19T00:18:19Z,450000,False,-2.0,11.0,1,left,I. Jackson cutting DUNK (2 PTS) (T. Haliburton 1 AST),"[1630543, 1630169]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,1.16,Made,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,
47,PT07M59.00S,2023-12-19T00:18:26.6Z,1,REGULAR,2pt,Jump Shot,[],202331,76.5604467805519,50.49019607843137,1610612746,9,10,2023-12-19T00:18:31Z,470000,False,2.0,168.0,1,right,MISS P. George 16' step back Shot,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Mid-Range,16-24 Center,,,,,,,16.78,Missed,,,,,,,,,,,,
48,PT07M55.00S,2023-12-19T00:18:30.6Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,9,10,2023-12-19T00:18:31Z,480000,False,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,
49,PT07M47.00S,2023-12-19T00:18:39.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,6.652431011826544,46.568627450980394,1610612754,11,10,2023-12-19T00:18:43Z,490000,False,17.0,10.0,1,left,O. Toppin driving reverse Layup (2 PTS) (B. Brown 1 AST),"[1630167, 1628971]",1610612754.0,IND,driving reverse,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,1.99,Made,2.0,B. Brown,1628971.0,1.0,,,,,,,,
51,PT07M28.00S,2023-12-19T00:18:57.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,86.02168199737189,45.09803921568628,1610612746,11,12,2023-12-19T00:19:02Z,510000,False,-25.0,79.0,1,right,I. Zubac 8' Hook (4 PTS) (P. George 1 AST),"[1627826, 202331]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,8.26,Made,4.0,P. George,202331.0,1.0,,,,,,,,
53,PT07M17.00S,2023-12-19T00:19:08.2Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,11,12,2023-12-19T00:19:11Z,530000,False,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 202331]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Left,,,,,,2.0,,,,,,,,,,,,,George,202331.0
54,PT07M17.00S,2023-12-19T00:19:08.2Z,1,REGULAR,steal,,[],202331,,,1610612746,11,12,2023-12-19T00:19:09Z,540000,False,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
55,PT07M12.00S,2023-12-19T00:19:12.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202331,91.67214191852825,49.754901960784316,1610612746,11,14,2023-12-19T00:19:16Z,550000,False,-1.0,26.0,1,right,P. George running finger roll Layup (4 PTS),[202331],1610612746.0,LAC,running finger roll,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,2.58,Made,4.0,,,,,,,,,,,
56,PT07M12.00S,2023-12-19T00:19:16.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,11,14,2023-12-19T00:19:16Z,560000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M12.00S,2023-12-19T00:21:40.7Z,1,REGULAR,substitution,out,[],1630167,,,1610612754,11,14,2023-12-19T00:22:18Z,570000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M12.00S,2023-12-19T00:21:40.7Z,1,REGULAR,substitution,out,[],201935,,,1610612754,11,14,2023-12-19T00:22:18Z,580000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M12.00S,2023-12-19T00:21:40.7Z,1,REGULAR,substitution,in,[],1630174,,,1610612754,11,14,2023-12-19T00:22:18Z,590000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M12.00S,2023-12-19T00:21:40.7Z,1,REGULAR,substitution,in,[],201566,,,1610612754,11,14,2023-12-19T00:22:18Z,600000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M57.00S,2023-12-19T00:22:43.3Z,1,REGULAR,2pt,Jump Shot,[],1628971,12.828515111695138,68.38235294117648,1610612754,13,14,2023-12-19T00:22:49Z,610000,False,-92.0,68.0,1,left,B. Brown 11' driving floating Jump Shot (6 PTS) (B. Hield 1 AST),"[1628971, 1627741]",1610612754.0,IND,driving floating,,,Brown,B. Brown,,,,,Mid-Range,8-16 Left,,,,,,,11.44,Made,6.0,B. Hield,1627741.0,1.0,,,,,,,,
62,PT06M57.00S,2023-12-19T00:22:46.5Z,1,REGULAR,foul,personal,['1freethrow'],202695,,,1610612754,13,14,2023-12-19T00:22:50Z,620000,False,,,0,,K. Leonard shooting personal FOUL (2 PF) (Brown 1 FT),"[202695, 1628971]",1610612746.0,LAC,shooting,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,1162.0,2.0,0.0,Brown,1628971.0,,,,,,,,,,,,,,,
65,PT06M57.00S,2023-12-19T00:23:07.9Z,1,REGULAR,freethrow,1 of 1,[],1628971,,,1610612754,14,14,2023-12-19T00:23:07Z,640000,False,,,0,,B. Brown Free Throw 1 of 1 (7 PTS),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,
66,PT06M46.00S,2023-12-19T00:23:24.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,82.21090670170827,41.911764705882355,1610612746,14,16,2023-12-19T00:23:28Z,650000,False,-40.0,115.0,1,right,K. Leonard 12' fadeaway Jump Shot (6 PTS) (P. George 2 AST),"[202695, 202331]",1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,12.16,Made,6.0,P. George,202331.0,2.0,,,,,,,,
68,PT06M33.00S,2023-12-19T00:23:37.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,7.046649145860711,50.245098039215684,1610612754,16,16,2023-12-19T00:23:40Z,670000,False,-1.0,14.0,1,left,I. Jackson DUNK (4 PTS) (B. Brown 2 AST),"[1630543, 1628971]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,1.38,Made,4.0,B. Brown,1628971.0,2.0,,,,,,,,
70,PT06M22.00S,2023-12-19T00:23:48.3Z,1,REGULAR,3pt,Jump Shot,[],202331,67.09921156373193,46.32352941176471,1610612746,16,19,2023-12-19T00:23:52Z,690000,False,-18.0,257.0,1,right,P. George 25' 3PT  (7 PTS) (R. Westbrook 1 AST),"[202331, 201566]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,25.75,Made,7.0,R. Westbrook,201566.0,1.0,,,,,,,,
72,PT06M10.00S,2023-12-19T00:24:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,6.258212877792378,50.73529411764706,1610612754,18,19,2023-12-19T00:24:03Z,710000,False,-4.0,6.0,1,left,I. Jackson cutting finger roll Layup (6 PTS) (A. Nesmith 1 AST),"[1630543, 1630174]",1610612754.0,IND,cutting finger roll,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,0.73,Made,6.0,A. Nesmith,1630174.0,1.0,,,,,,,,
74,PT05M56.00S,2023-12-19T00:24:14.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.59198423127464,55.63725490196079,1610612746,18,21,2023-12-19T00:24:18Z,730000,False,28.0,17.0,1,right,R. Westbrook cutting Layup (2 PTS) (K. Leonard 1 AST),"[201566, 202695]",1610612746.0,LAC,cutting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,3.3,Made,2.0,K. Leonard,202695.0,1.0,,,,,,,,
76,PT05M34.00S,2023-12-19T00:24:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,6.258212877792378,56.372549019607845,1610612754,20,21,2023-12-19T00:24:42Z,750000,False,-32.0,6.0,1,left,I. Jackson reverse Layup (8 PTS) (T. Haliburton 2 AST),"[1630543, 1630169]",1610612754.0,IND,reverse,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,3.25,Made,8.0,T. Haliburton,1630169.0,2.0,,,,,,,,
78,PT05M34.00S,2023-12-19T00:24:40.6Z,1,REGULAR,foul,personal,['1freethrow'],201566,,,1610612754,20,21,2023-12-19T00:24:47Z,770000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Jackson 1 FT),"[201566, 1630543]",1610612746.0,LAC,shooting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1162.0,1.0,0.0,Jackson,1630543.0,,,,,,,,,,,,,,,
80,PT05M34.00S,2023-12-19T00:24:48.2Z,1,REGULAR,substitution,out,[],1627741,,,1610612754,20,21,2023-12-19T00:26:28Z,790000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M34.00S,2023-12-19T00:24:48.2Z,1,REGULAR,substitution,in,[],1631097,,,1610612754,20,21,2023-12-19T00:26:28Z,800000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M34.00S,2023-12-19T00:25:17.8Z,1,REGULAR,freethrow,1 of 1,[],1630543,,,1610612754,21,21,2023-12-19T00:25:17Z,810000,False,,,0,,I. Jackson Free Throw 1 of 1 (9 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,
83,PT05M17.00S,2023-12-19T00:25:36.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,84.31340341655716,50.49019607843137,1610612746,21,23,2023-12-19T00:25:39Z,820000,False,2.0,95.0,1,right,K. Leonard 9' pullup Jump Shot (8 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.5,Made,8.0,,,,,,,,,,,
84,PT05M07.00S,2023-12-19T00:25:45.5Z,1,REGULAR,2pt,Jump Shot,[],1630543,21.107095926412615,49.50980392156863,1610612754,23,23,2023-12-19T00:25:51Z,830000,False,2.0,146.0,1,left,I. Jackson 14' Jump Shot (11 PTS) (T. Haliburton 3 AST),"[1630543, 1630169]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Center,,,,,,,14.59,Made,11.0,T. Haliburton,1630169.0,3.0,,,,,,,,
86,PT04M59.00S,2023-12-19T00:25:57.3Z,1,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612746,23,23,2023-12-19T00:26:08Z,850000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1631097, 201566]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,1162.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,,,,,,,
88,PT04M59.00S,2023-12-19T00:26:28.0Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612746,23,23,2023-12-19T00:26:52Z,870000,False,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
89,PT04M59.00S,2023-12-19T00:26:28.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,23,23,2023-12-19T00:26:52Z,880000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,
90,PT04M59.00S,2023-12-19T00:26:28.0Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612746,23,23,2023-12-19T00:26:52Z,890000,False,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
91,PT04M57.00S,2023-12-19T00:26:30.0Z,1,REGULAR,rebound,offensive,[],201566,,,1610612746,23,23,2023-12-19T00:26:52Z,900000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,90.0,1.0,0.0,1.0,,,,
92,PT04M51.00S,2023-12-19T00:26:55.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629611,93.24901445466492,52.20588235294118,1610612746,23,25,2023-12-19T00:26:59Z,910000,False,11.0,11.0,1,right,T. Mann cutting DUNK (2 PTS) (R. Westbrook 2 AST),"[1629611, 201566]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,1.56,Made,2.0,R. Westbrook,201566.0,2.0,,,,,,,,
94,PT04M38.00S,2023-12-19T00:27:08.7Z,1,REGULAR,3pt,Jump Shot,[],1628971,5.338370565045992,95.58823529411765,1610612754,23,25,2023-12-19T00:27:13Z,930000,False,-228.0,-2.0,1,left,MISS B. Brown 3PT,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,,,,,,,22.79,Missed,,,,,,,,,,,,
