actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
58,PT07M57.00S,2024-04-14T17:21:48.1Z,1,REGULAR,freethrow,2 of 2,[],1628981,,,1610612737,17,6,2024-04-14T17:21:48Z,580000,False,,,0,,B. Fernando Free Throw 2 of 2 (4 PTS),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
59,PT07M50.00S,2024-04-14T17:21:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.46057818659659,55.14705882352941,1610612754,19,6,2024-04-14T17:22:00Z,590000,False,26.0,18.0,1,right,P. Siakam reverse Layup (8 PTS) (A. Nembhard 1 AST),"[1627783, 1629614]",1610612754.0,IND,reverse,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,,,,,,,,8.0,A. Nembhard,1629614.0,1.0,,,
61,PT07M40.00S,2024-04-14T17:22:05.9Z,1,REGULAR,turnover,lost ball,[],1629027,,,1610612737,19,6,2024-04-14T17:22:09Z,610000,False,,,0,,T. Young lost ball TURNOVER (1 TO),"[1629027, 1630174]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Nesmith,1630174.0
62,PT07M40.00S,2024-04-14T17:22:05.9Z,1,REGULAR,steal,,[],1630174,,,1610612754,19,6,2024-04-14T17:24:11Z,620000,False,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
63,PT07M23.00S,2024-04-14T17:22:23.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630169,91.27792378449409,53.431372549019606,1610612754,21,6,2024-04-14T17:22:26Z,630000,False,17.0,29.0,1,right,T. Haliburton driving finger roll Layup (2 PTS),[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,3.41,Made,,,,,,,,,,,,2.0,,,,,,
64,PT07M15.00S,2024-04-14T17:22:30.3Z,1,REGULAR,3pt,Jump Shot,[],203992,19.530223390275953,95.58823529411765,1610612737,21,9,2024-04-14T17:22:34Z,640000,False,-228.0,131.0,1,left,B. Bogdanovic 26' 3PT  (3 PTS) (T. Young 1 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.29,Made,,,,,,,,,,,,3.0,T. Young,1629027.0,1.0,,,
66,PT07M09.00S,2024-04-14T17:22:40.3Z,1,REGULAR,foul,offensive,[],1629614,,,1610612754,21,9,2024-04-14T17:22:46Z,660000,False,,,0,,A. Nembhard offensive FOUL (1 PF),"[1629614, 1629631]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1146.0,1.0,0.0,Hunter,1629631.0,,,,,,,
68,PT07M09.00S,2024-04-14T17:22:40.3Z,1,REGULAR,turnover,offensive foul,[],1629614,,,1610612754,21,9,2024-04-14T17:22:40Z,680000,False,,,0,,A. Nembhard offensive foul TURNOVER (1 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1146.0,,,,,,,,,1.0,,
69,PT07M09.00S,2024-04-14T17:22:47.7Z,1,REGULAR,substitution,out,[],1630174,,,1610612737,21,9,2024-04-14T17:22:55Z,690000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M09.00S,2024-04-14T17:22:47.7Z,1,REGULAR,substitution,out,[],1628981,,,1610612737,21,9,2024-04-14T17:22:55Z,700000,False,,,0,,SUB out: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M09.00S,2024-04-14T17:22:47.7Z,1,REGULAR,substitution,in,[],1641767,,,1610612737,21,9,2024-04-14T17:22:55Z,710000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M09.00S,2024-04-14T17:22:47.7Z,1,REGULAR,substitution,in,[],1631243,,,1610612737,21,9,2024-04-14T17:22:55Z,720000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M01.00S,2024-04-14T17:23:13.3Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612737,21,9,2024-04-14T17:23:18Z,730000,False,,,0,,M. Turner shooting personal FOUL (2 PF) (Gueye 2 FT),"[1626167, 1631243]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,1146.0,2.0,0.0,Gueye,1631243.0,,,,,,,
75,PT07M01.00S,2024-04-14T17:23:38.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631243,,,1610612737,21,10,2024-04-14T17:23:38Z,750000,False,,,0,,M. Gueye Free Throw 1 of 2 (1 PTS),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
76,PT07M01.00S,2024-04-14T17:23:38.9Z,1,REGULAR,substitution,out,[],1626167,,,1610612737,21,10,2024-04-14T17:23:42Z,760000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT07M01.00S,2024-04-14T17:23:38.9Z,1,REGULAR,substitution,in,[],1630188,,,1610612737,21,10,2024-04-14T17:23:42Z,770000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT07M01.00S,2024-04-14T17:23:57.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631243,,,1610612737,21,11,2024-04-14T17:23:57Z,780000,False,,,0,,M. Gueye Free Throw 2 of 2 (2 PTS),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
79,PT06M49.00S,2024-04-14T17:24:11.0Z,1,REGULAR,turnover,bad pass,[],1630188,,,1610612754,21,11,2024-04-14T17:24:16Z,790000,False,,,0,,J. Smith bad pass TURNOVER (1 TO),"[1630188, 203992]",1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Bogdanovic,203992.0
80,PT06M49.00S,2024-04-14T17:24:11.0Z,1,REGULAR,steal,,[],203992,,,1610612737,21,11,2024-04-14T17:24:13Z,800000,False,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
81,PT06M44.00S,2024-04-14T17:24:15.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203992,11.514454664914586,48.529411764705884,1610612737,21,11,2024-04-14T17:24:21Z,810000,False,7.0,56.0,1,left,MISS B. Bogdanovic running finger roll Layup,[203992],1610612737.0,ATL,running finger roll,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,5.62,Missed,,,,,,,,,,,,,,,,,,
82,PT06M42.00S,2024-04-14T17:24:17.9Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,21,11,2024-04-14T17:24:21Z,820000,False,,,0,,T. Young REBOUND (Off:1 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,81.0,2.0,1.0,1.0,,,,,,,,,,,,
83,PT06M42.00S,2024-04-14T17:24:19.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629027,5.590000152587891,50.0,1610612737,21,13,2024-04-14T17:26:06Z,830000,False,0.0,0.0,1,left,T. Young tip Layup (2 PTS),[1629027],1610612737.0,ATL,tip,,,Young,T. Young,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,2.0,,,,,,
84,PT06M17.00S,2024-04-14T17:24:42.3Z,1,REGULAR,3pt,Jump Shot,[],1630188,91.80354796320631,98.0392156862745,1610612754,24,13,2024-04-14T17:24:50Z,840000,False,240.0,25.0,1,right,J. Smith 24' 3PT  (3 PTS) (T. Haliburton 6 AST),"[1630188, 1630169]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,24.14,Made,,,,,,,,,,,,3.0,T. Haliburton,1630169.0,6.0,,,
86,PT06M02.00S,2024-04-14T17:24:57.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631243,6.1268068331143235,53.67647058823529,1610612737,24,15,2024-04-14T17:25:01Z,860000,False,-18.0,5.0,1,left,M. Gueye DUNK (4 PTS) (D. Murray 2 AST),"[1631243, 1627749]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,,,,,,,,4.0,D. Murray,1627749.0,2.0,,,
88,PT05M46.00S,2024-04-14T17:25:13.4Z,1,REGULAR,3pt,Jump Shot,[],1629614,70.77858081471747,22.30392156862745,1610612754,27,15,2024-04-14T17:25:17Z,880000,False,-138.0,222.0,1,right,A. Nembhard 26' 3PT step back (3 PTS),[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,26.18,Made,,,,,,,,,,,,3.0,,,,,,
89,PT05M36.00S,2024-04-14T17:25:24.1Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,27,15,2024-04-14T17:25:27Z,890000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1630169]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Haliburton,1630169.0
