actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT11M20.00S,2024-03-13T23:42:03.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630245,,,1610612741,2,1,2024-03-13T23:42:03Z,160000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (1 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
17,PT11M20.00S,2024-03-13T23:42:17.6Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630245,,,1610612741,2,2,2024-03-13T23:42:17Z,170000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (2 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
19,PT11M07.00S,2024-03-13T23:42:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,5.601182654402102,50.98039215686274,1610612754,2,2,2024-03-13T23:42:39Z,190000,False,-5.0,0.0,1,left,MISS A. Nembhard driving finger roll Layup,[1629614],1610612754.0,IND,driving finger roll,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,0.49,Missed,,,,,,,,,,,,,,,,,,
20,PT11M04.00S,2024-03-13T23:42:37.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,2,2024-03-13T23:42:39Z,200000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M44.00S,2024-03-13T23:42:56.8Z,1,REGULAR,2pt,Jump Shot,[],202696,78.66294349540078,76.7156862745098,1610612741,2,2,2024-03-13T23:43:01Z,210000,False,134.0,148.0,1,right,MISS N. Vucevic 19' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Right Center,19.95,Missed,,,,,,,,,,,,,,,,,,
22,PT10M41.00S,2024-03-13T23:42:59.8Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,2,2,2024-03-13T23:43:01Z,220000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M34.00S,2024-03-13T23:43:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,8.623521681997373,55.14705882352941,1610612754,4,2,2024-03-13T23:43:10Z,230000,False,-26.0,29.0,1,left,T. Haliburton driving finger roll Layup (2 PTS) (A. Nesmith 1 AST),"[1630169, 1630174]",1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,3.85,Made,,,,,2.0,,,,,,,,,A. Nesmith,1630174.0,1.0,,
25,PT10M18.00S,2024-03-13T23:43:23.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,90.88370565045992,55.88235294117647,1610612741,4,2,2024-03-13T23:43:26Z,250000,False,29.0,33.0,1,right,MISS A. Caruso driving Layup - blocked,"[1627936, 1629614]",1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,,,,,,Nembhard,1629614.0
26,PT10M18.00S,2024-03-13T23:43:23.0Z,1,REGULAR,block,,[],1629614,,,1610612741,4,2,2024-03-13T23:43:24Z,260000,False,,,0,,A. Nembhard BLOCK (1 BLK),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT10M16.00S,2024-03-13T23:43:25.0Z,1,REGULAR,rebound,offensive,[],1627936,,,1610612741,4,2,2024-03-13T23:43:26Z,270000,False,,,0,,A. Caruso REBOUND (Off:1 Def:0),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,,,
28,PT10M12.00S,2024-03-13T23:43:31.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,89.96386333771353,97.54901960784314,1610612741,4,5,2024-03-13T23:43:40Z,280000,False,238.0,42.0,1,right,A. Dosunmu 24' 3PT  (5 PTS) (A. Caruso 1 AST),"[1630245, 1627936]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,24.13,Made,,,,,5.0,,,,,,,,,A. Caruso,1627936.0,1.0,,
30,PT10M02.00S,2024-03-13T23:43:39.5Z,1,REGULAR,2pt,Jump Shot,[],1630174,6.915243101182654,19.852941176470587,1610612754,4,5,2024-03-13T23:43:45Z,300000,False,151.0,13.0,1,left,MISS A. Nesmith 15' pullup Shot,[1630174],1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Right,15.12,Missed,,,,,,,,,,,,,,,,,,
31,PT09M58.00S,2024-03-13T23:43:43.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,4,5,2024-03-13T23:43:45Z,310000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Right,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
32,PT09M41.00S,2024-03-13T23:44:00.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.19776609724047,52.20588235294118,1610612741,4,7,2024-03-13T23:44:04Z,320000,False,11.0,21.0,1,right,N. Vucevic cutting finger roll Layup (2 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,cutting finger roll,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2.35,Made,,,,,2.0,,,,,,,,,A. Dosunmu,1630245.0,1.0,,
34,PT09M21.00S,2024-03-13T23:44:19.9Z,1,REGULAR,turnover,lost ball,[],1626167,,,1610612754,4,7,2024-03-13T23:44:23Z,340000,False,,,0,,M. Turner lost ball TURNOVER (1 TO),"[1626167, 201942]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,DeRozan,201942.0,,,,,,,,,,
35,PT09M21.00S,2024-03-13T23:44:19.9Z,1,REGULAR,steal,,[],201942,,,1610612741,4,7,2024-03-13T23:44:21Z,350000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M18.00S,2024-03-13T23:44:23.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629632,93.24901445466492,51.470588235294116,1610612741,4,9,2024-03-13T23:44:28Z,360000,False,7.0,11.0,1,right,C. White running DUNK (2 PTS) (D. DeRozan 1 AST),"[1629632, 201942]",1610612741.0,CHI,running,,,White,C. White,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,2.0,,,,,,,,,D. DeRozan,201942.0,1.0,,
38,PT09M16.00S,2024-03-13T23:44:28.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,4,9,2024-03-13T23:44:28Z,380000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M00.00S,2024-03-13T23:47:39.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,10.85742444152431,40.68627450980392,1610612754,4,9,2024-03-13T23:47:45Z,390000,False,47.0,50.0,1,left,MISS A. Nesmith 6' pullup Shot - blocked,"[1630174, 201942]",1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,6.81,Missed,,,,,,,,,,,,,,,,,DeRozan,201942.0
40,PT09M00.00S,2024-03-13T23:47:39.6Z,1,REGULAR,block,,[],201942,,,1610612754,4,9,2024-03-13T23:47:42Z,400000,False,,,0,,D. DeRozan BLOCK (1 BLK),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M59.00S,2024-03-13T23:47:40.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,4,9,2024-03-13T23:47:45Z,410000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,39.0,,,,,,,,,,,,,,,,,
43,PT08M44.00S,2024-03-13T23:48:02.5Z,1,REGULAR,2pt,Hook,[],202696,87.86136662286465,31.372549019607842,1610612741,4,11,2024-03-13T23:48:10Z,430000,False,-93.0,62.0,1,right,N. Vucevic 11' turnaround Hook (4 PTS) (D. DeRozan 2 AST),"[202696, 201942]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,11.16,Made,,,,,4.0,,,,,,,,,D. DeRozan,201942.0,2.0,,
45,PT08M19.00S,2024-03-13T23:48:26.1Z,1,REGULAR,3pt,Jump Shot,[],1630174,33.196452036793694,56.61764705882353,1610612754,4,11,2024-03-13T23:48:30Z,450000,False,-33.0,260.0,1,left,MISS A. Nesmith 26' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,26.16,Missed,,,,,,,,,,,,,,,,,,
46,PT08M16.00S,2024-03-13T23:48:29.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,4,11,2024-03-13T23:48:30Z,460000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,45.0,3.0,3.0,0.0,,,,,,,,,,,,,,
47,PT08M05.00S,2024-03-13T23:48:40.8Z,1,REGULAR,3pt,Jump Shot,[],201942,92.19776609724047,4.411764705882353,1610612741,4,11,2024-03-13T23:48:45Z,470000,False,-228.0,21.0,1,right,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,22.88,Missed,,,,,,,,,,,,,,,,,,
48,PT08M03.00S,2024-03-13T23:48:42.8Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,4,11,2024-03-13T23:48:59Z,480000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M55.00S,2024-03-13T23:48:50.6Z,1,REGULAR,3pt,Jump Shot,[],1626167,31.882391590013142,61.029411764705884,1610612754,4,11,2024-03-13T23:48:56Z,490000,False,-55.0,247.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.33,Missed,,,,,,,,,,,,,,,,,,
50,PT07M51.00S,2024-03-13T23:48:54.6Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,4,11,2024-03-13T23:48:56Z,500000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT07M46.00S,2024-03-13T23:48:59.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,92.59198423127464,55.63725490196079,1610612741,4,11,2024-03-13T23:49:03Z,510000,False,28.0,17.0,1,right,MISS A. Dosunmu running finger roll Layup - blocked,"[1630245, 1630169]",1610612741.0,CHI,running finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,Haliburton,1630169.0
52,PT07M46.00S,2024-03-13T23:48:59.2Z,1,REGULAR,block,,[],1630169,,,1610612741,4,11,2024-03-13T23:49:01Z,520000,False,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M43.00S,2024-03-13T23:49:02.2Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,4,11,2024-03-13T23:49:03Z,530000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT07M41.00S,2024-03-13T23:49:05.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629614,5.863994743758213,4.166666666666666,1610612754,4,11,2024-03-13T23:49:12Z,540000,False,229.0,3.0,1,left,MISS A. Nembhard running 3PT,[1629614],1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
55,PT07M37.00S,2024-03-13T23:49:09.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,4,11,2024-03-13T23:49:12Z,550000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Right Corner 3,24+ Right,,,54.0,4.0,4.0,0.0,,,,,,,,,,,,,,
56,PT07M28.00S,2024-03-13T23:49:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,92.46057818659659,46.568627450980394,1610612741,4,11,2024-03-13T23:49:22Z,560000,False,-17.0,18.0,1,right,MISS A. Caruso driving Layup,[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
57,PT07M26.00S,2024-03-13T23:49:19.5Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,4,11,2024-03-13T23:49:22Z,570000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
58,PT07M17.00S,2024-03-13T23:49:29.2Z,1,REGULAR,2pt,Jump Shot,[],1626167,22.552562417871222,44.11764705882353,1610612754,6,11,2024-03-13T23:49:33Z,580000,False,29.0,159.0,1,left,M. Turner 16' Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,16.22,Made,,,,,2.0,,,,,,,,,T. Haliburton,1630169.0,1.0,,
60,PT06M59.00S,2024-03-13T23:49:46.9Z,1,REGULAR,2pt,Jump Shot,[],1629632,87.07293035479631,32.1078431372549,1610612741,6,11,2024-03-13T23:49:50Z,600000,False,-89.0,69.0,1,right,MISS C. White 11' pullup Shot,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Mid-Range,8-16 Left,11.3,Missed,,,,,,,,,,,,,,,,,,
61,PT06M56.00S,2024-03-13T23:49:49.9Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,6,11,2024-03-13T23:49:50Z,610000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,,
62,PT06M53.00S,2024-03-13T23:49:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,5.995400788436268,46.81372549019608,1610612754,8,11,2024-03-13T23:49:57Z,620000,False,16.0,4.0,1,left,P. Siakam running finger roll Layup (2 PTS),[1627783],1610612754.0,IND,running finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,2.0,,,,,,,,,,,,,
63,PT06M41.00S,2024-03-13T23:50:06.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,89.30683311432325,34.55882352941176,1610612741,8,13,2024-03-13T23:50:10Z,630000,False,-77.0,48.0,1,right,D. DeRozan 9' driving floating bank Jump Shot (2 PTS),[201942],1610612741.0,CHI,driving floating bank,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Left,9.09,Made,,,,,2.0,,,,,,,,,,,,,
64,PT06M41.00S,2024-03-13T23:50:10.1Z,1,REGULAR,foul,personal,['1freethrow'],1627783,,,1610612741,8,13,2024-03-13T23:50:14Z,640000,False,,,0,,P. Siakam shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1627783, 201942]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,203591.0,1.0,0.0,DeRozan,201942.0,,,,,
66,PT06M41.00S,2024-03-13T23:50:14.8Z,1,REGULAR,substitution,out,[],1630174,,,1610612741,8,13,2024-03-13T23:51:06Z,660000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M41.00S,2024-03-13T23:50:14.8Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,8,13,2024-03-13T23:51:06Z,670000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M41.00S,2024-03-13T23:50:14.8Z,1,REGULAR,substitution,in,[],1641767,,,1610612741,8,13,2024-03-13T23:51:06Z,680000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M41.00S,2024-03-13T23:50:14.8Z,1,REGULAR,substitution,in,[],1641931,,,1610612741,8,13,2024-03-13T23:51:06Z,690000,False,,,0,,SUB in: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M41.00S,2024-03-13T23:50:45.2Z,1,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,8,14,2024-03-13T23:50:45Z,700000,False,,,0,,D. DeRozan Free Throw 1 of 1 (3 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
71,PT06M30.00S,2024-03-13T23:51:03.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,8.09789750328515,42.15686274509804,1610612754,8,14,2024-03-13T23:51:06Z,710000,False,39.0,24.0,1,left,MISS M. Turner driving finger roll Layup,[1626167],1610612754.0,IND,driving finger roll,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,4.58,Missed,,,,,,,,,,,,,,,,,,
72,PT06M27.00S,2024-03-13T23:51:06.1Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612754,8,14,2024-03-13T23:51:06Z,720000,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,71.0,3.0,2.0,1.0,,,,,,,,,,,,,,
73,PT06M22.00S,2024-03-13T23:51:11.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641767,20.97568988173456,6.127450980392156,1610612754,8,14,2024-03-13T23:51:15Z,730000,False,219.0,145.0,1,left,MISS B. Sheppard 26' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,26.28,Missed,,,,,,,,,,,,,,,,,,
74,PT06M17.00S,2024-03-13T23:51:16.1Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,8,14,2024-03-13T23:51:15Z,740000,False,,,0,,A. Caruso REBOUND (Off:1 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,73.0,2.0,1.0,1.0,,,,,,,,,,,,,,
75,PT06M02.00S,2024-03-13T23:51:29.6Z,1,REGULAR,2pt,Jump Shot,[],1627936,84.31340341655716,33.57843137254902,1610612741,8,16,2024-03-13T23:51:34Z,750000,False,-82.0,95.0,1,right,A. Caruso 12' step back Jump Shot (2 PTS),[1627936],1610612741.0,CHI,step back,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Left,12.56,Made,,,,,2.0,,,,,,,,,,,,,
76,PT05M53.00S,2024-03-13T23:51:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,6.652431011826544,45.588235294117645,1610612754,10,16,2024-03-13T23:51:42Z,760000,False,22.0,10.0,1,left,A. Nembhard driving Layup (4 PTS) (T. Haliburton 2 AST),"[1629614, 1630169]",1610612754.0,IND,driving,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,4.0,,,,,,,,,T. Haliburton,1630169.0,2.0,,
78,PT05M37.00S,2024-03-13T23:51:55.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,89.83245729303549,60.5392156862745,1610612741,10,16,2024-03-13T23:51:59Z,780000,False,53.0,43.0,1,right,MISS N. Vucevic 6' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,6.81,Missed,,,,,,,,,,,,,,,,,,
79,PT05M35.00S,2024-03-13T23:51:57.1Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,10,16,2024-03-13T23:51:59Z,790000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,,
80,PT05M20.00S,2024-03-13T23:52:12.7Z,1,REGULAR,3pt,Jump Shot,[],1626167,10.33180026281209,4.166666666666666,1610612754,10,16,2024-03-13T23:52:17Z,800000,False,229.0,45.0,1,left,MISS M. Turner 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,23.35,Missed,,,,,,,,,,,,,,,,,,
