actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
20,PT10M16.00S,2024-02-23T00:12:07.9Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,7,2,2024-02-23T00:12:09Z,200000,False,,,0,,M. Turner REBOUND (Off:1 Def:0),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,,,,,,,,,,19.0,1.0,0.0,1.0,,,,,,,
21,PT10M04.00S,2024-02-23T00:12:20.1Z,1,REGULAR,turnover,out-of-bounds,[],1631097,,,1610612754,7,2,2024-02-23T00:12:26Z,210000,False,,,0,,B. Mathurin bad pass out-of-bounds TURNOVER (1 TO),[1631097],1610612754.0,IND,bad pass,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,,,,,,,1628172.0,,,,,,
22,PT09M57.00S,2024-02-23T00:12:40.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631093,80.50262812089356,37.99019607843137,1610612765,7,2,2024-02-23T00:12:44Z,220000,False,-60.0,131.0,1,right,MISS J. Ivey 14' pullup Shot - blocked,"[1631093, 1626167]",1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,14.39,Missed,,,,,,,,,,,,,Turner,1626167.0,,,,
23,PT09M57.00S,2024-02-23T00:12:40.1Z,1,REGULAR,block,,[],1626167,,,1610612765,7,2,2024-02-23T00:12:42Z,230000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
24,PT09M56.00S,2024-02-23T00:12:41.1Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,7,2,2024-02-23T00:13:06Z,240000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,
25,PT09M49.00S,2024-02-23T00:12:47.8Z,1,REGULAR,2pt,Jump Shot,[],1627783,14.4053876478318,32.59803921568628,1610612754,7,2,2024-02-23T00:12:59Z,250000,False,87.0,83.0,1,left,MISS P. Siakam 12' driving floating Shot,[1627783],1610612754.0,IND,driving floating,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,12.02,Missed,,,,,,,,,,,,,,,,,,
26,PT09M44.00S,2024-02-23T00:12:52.8Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,7,2,2024-02-23T00:12:59Z,260000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,
27,PT09M33.00S,2024-02-23T00:13:03.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,94.56307490144546,53.431372549019606,1610612765,7,4,2024-02-23T00:13:08Z,270000,False,17.0,-1.0,1,right,A. Thompson cutting DUNK (2 PTS) (J. Duren 1 AST),"[1641709, 1631105]",1610612765.0,DET,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.73,Made,2.0,J. Duren,1631105.0,1.0,,,,,,,,,,,,,,
29,PT09M20.00S,2024-02-23T00:13:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,6.1268068331143235,51.71568627450981,1610612754,9,4,2024-02-23T00:13:19Z,290000,False,-9.0,5.0,1,left,M. Turner cutting finger roll Layup (4 PTS) (A. Nembhard 1 AST),"[1626167, 1629614]",1610612754.0,IND,cutting finger roll,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.0,Made,4.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,,,,,
31,PT09M07.00S,2024-02-23T00:13:29.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,92.72339027595268,48.529411764705884,1610612765,9,6,2024-02-23T00:13:33Z,310000,False,-7.0,16.0,1,right,J. Duren driving Layup (2 PTS) (J. Ivey 1 AST),"[1631105, 1631093]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.75,Made,2.0,J. Ivey,1631093.0,1.0,,,,,,,,,,,,,,
33,PT08M50.00S,2024-02-23T00:13:46.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,7.5722733245729295,47.30392156862745,1610612754,11,6,2024-02-23T00:13:49Z,330000,False,13.0,19.0,1,left,M. Turner cutting finger roll Layup (6 PTS) (T. Haliburton 4 AST),"[1626167, 1630169]",1610612754.0,IND,cutting finger roll,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,2.31,Made,6.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,,,,,
35,PT08M34.00S,2024-02-23T00:14:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631323,93.38042049934296,64.70588235294117,1610612765,11,8,2024-02-23T00:14:05Z,350000,False,74.0,10.0,1,right,S. Fontecchio 7' driving Layup (2 PTS),[1631323],1610612765.0,DET,driving,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,7.41,Made,2.0,,,,,,,,,,,,,,,,,
36,PT08M24.00S,2024-02-23T00:14:12.0Z,1,REGULAR,3pt,Jump Shot,[],1626167,33.590670170827856,60.29411764705882,1610612754,11,8,2024-02-23T00:14:16Z,360000,False,-51.0,263.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.83,Missed,,,,,,,,,,,,,,,,,,
37,PT08M20.00S,2024-02-23T00:14:16.0Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,11,8,2024-02-23T00:14:16Z,370000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,
38,PT08M13.00S,2024-02-23T00:14:23.1Z,1,REGULAR,2pt,Jump Shot,[],1631105,92.46057818659659,69.6078431372549,1610612765,11,8,2024-02-23T00:14:32Z,380000,False,98.0,18.0,1,right,MISS J. Duren 9' floating Shot,[1631105],1610612765.0,DET,floating,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,9.97,Missed,,,,,,,,,,,,,,,,,,
39,PT08M10.00S,2024-02-23T00:14:26.1Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,11,8,2024-02-23T00:14:26Z,390000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Right,,,,,,,,,,38.0,2.0,1.0,1.0,,,,,,,
40,PT08M10.00S,2024-02-23T00:14:26.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641709,94.40999984741211,50.0,1610612765,11,8,2024-02-23T00:14:28Z,400000,False,0.0,0.0,1,right,MISS A. Thompson tip Layup,[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
41,PT08M10.00S,2024-02-23T00:14:26.0Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,11,8,2024-02-23T00:14:28Z,410000,False,,,0,,A. Thompson REBOUND (Off:2 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,40.0,3.0,1.0,2.0,,,,,,,
42,PT08M09.00S,2024-02-23T00:14:27.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641709,94.40999984741211,50.0,1610612765,11,10,2024-02-23T00:14:27Z,420000,False,0.0,0.0,1,right,A. Thompson tip Layup (4 PTS),[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
43,PT07M54.00S,2024-02-23T00:14:42.4Z,1,REGULAR,2pt,Jump Shot,[],1626167,13.091327201051248,30.392156862745097,1610612754,11,10,2024-02-23T00:14:47Z,430000,False,98.0,71.0,1,left,MISS M. Turner 12' turnaround Shot,[1626167],1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,12.08,Missed,,,,,,,,,,,,,,,,,,
44,PT07M51.00S,2024-02-23T00:14:45.4Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,11,10,2024-02-23T00:14:47Z,440000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,,,,,,,,,,43.0,2.0,2.0,0.0,,,,,,,
45,PT07M35.00S,2024-02-23T00:15:01.4Z,1,REGULAR,2pt,Jump Shot,[],1641709,81.68528252299606,31.61764705882353,1610612765,11,12,2024-02-23T00:15:06Z,450000,False,-92.0,120.0,1,right,A. Thompson 15' pullup Jump Shot (6 PTS),[1641709],1610612765.0,DET,pullup,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,15.09,Made,6.0,,,,,,,,,,,,,,,,,
46,PT07M34.00S,2024-02-23T00:15:07.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,11,12,2024-02-23T00:15:07Z,460000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M15.00S,2024-02-23T00:18:23.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,5.995400788436268,48.529411764705884,1610612754,13,12,2024-02-23T00:18:26Z,470000,False,7.0,4.0,1,left,A. Nembhard driving finger roll Layup (2 PTS),[1629614],1610612754.0,IND,driving finger roll,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,0.84,Made,2.0,,,,,,,,,,,,,,,,,
48,PT06M56.00S,2024-02-23T00:18:42.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,90.09526938239159,52.94117647058824,1610612765,13,14,2024-02-23T00:18:46Z,480000,False,15.0,41.0,1,right,C. Cunningham driving Layup (4 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,4.32,Made,4.0,,,,,,,,,,,,,,,,,
49,PT06M42.00S,2024-02-23T00:18:56.9Z,1,REGULAR,3pt,Jump Shot,[],1631097,18.74178712220762,93.13725490196079,1610612754,13,14,2024-02-23T00:19:00Z,490000,False,-216.0,124.0,1,left,MISS B. Mathurin 24' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,,
50,PT06M40.00S,2024-02-23T00:18:59.6Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,13,14,2024-02-23T00:18:59Z,500000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,
51,PT06M29.00S,2024-02-23T00:19:10.0Z,1,REGULAR,3pt,Jump Shot,[],1631323,65.39093298291722,56.61764705882353,1610612765,13,14,2024-02-23T00:19:14Z,510000,False,33.0,273.0,1,right,MISS S. Fontecchio 27' 3PT,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,27.48,Missed,,,,,,,,,,,,,,,,,,
52,PT06M25.00S,2024-02-23T00:19:14.0Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,13,14,2024-02-23T00:19:14Z,520000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,
53,PT06M15.00S,2024-02-23T00:19:23.7Z,1,REGULAR,3pt,Jump Shot,[],1630169,33.722076215505915,47.794117647058826,1610612754,16,14,2024-02-23T00:19:27Z,530000,False,11.0,264.0,1,left,T. Haliburton 26' 3PT  (3 PTS) (P. Siakam 1 AST),"[1630169, 1627783]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,26.47,Made,3.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
55,PT06M03.00S,2024-02-23T00:19:35.9Z,1,REGULAR,2pt,Jump Shot,[],1631093,92.59198423127464,21.323529411764707,1610612765,16,16,2024-02-23T00:19:39Z,550000,False,-143.0,17.0,1,right,J. Ivey 14' step back Jump Shot (2 PTS),[1631093],1610612765.0,DET,step back,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,14.44,Made,2.0,,,,,,,,,,,,,,,,,
56,PT05M51.00S,2024-02-23T00:19:47.3Z,1,REGULAR,3pt,Jump Shot,[],1630169,15.588042049934298,4.6568627450980395,1610612754,19,16,2024-02-23T01:15:24Z,560000,False,227.0,94.0,1,left,T. Haliburton 24' 3PT step back (6 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right,24.54,Made,6.0,,,,,,,,,,,,,,,,,
57,PT05M42.00S,2024-02-23T00:19:59.1Z,1,REGULAR,foul,personal,[],1629614,,,1610612765,19,16,2024-02-23T00:20:07Z,570000,False,,,0,,A. Nembhard personal FOUL (1 PF),"[1629614, 1630595]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,204059.0,,,1.0,0.0,Cunningham,1630595.0
59,PT05M42.00S,2024-02-23T00:20:06.5Z,1,REGULAR,substitution,out,[],1627783,,,1610612765,19,16,2024-02-23T00:20:15Z,590000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT05M42.00S,2024-02-23T00:20:06.5Z,1,REGULAR,substitution,in,[],1630167,,,1610612765,19,16,2024-02-23T00:20:15Z,600000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M34.00S,2024-02-23T00:20:33.0Z,1,REGULAR,3pt,Jump Shot,[],1630595,92.9862023653088,95.83333333333334,1610612765,19,16,2024-02-23T00:20:36Z,610000,False,229.0,13.0,1,right,MISS C. Cunningham 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,22.96,Missed,,,,,,,,,,,,,,,,,,
62,PT05M32.00S,2024-02-23T00:20:35.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,19,16,2024-02-23T00:21:15Z,620000,False,,,0,,M. Turner REBOUND (Off:1 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,,,,,,,,,,61.0,2.0,1.0,1.0,,,,,,,
63,PT05M25.00S,2024-02-23T00:20:41.4Z,1,REGULAR,3pt,Jump Shot,[],1630169,30.699737187910642,23.774509803921568,1610612754,22,16,2024-02-23T00:20:50Z,630000,False,131.0,236.0,1,left,T. Haliburton 27' 3PT  (9 PTS) (B. Mathurin 1 AST),"[1630169, 1631097]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,27.01,Made,9.0,B. Mathurin,1631097.0,1.0,,,,,,,,,,,,,,
65,PT05M09.00S,2024-02-23T00:20:57.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,86.15308804204993,50.49019607843137,1610612765,22,16,2024-02-23T00:21:12Z,650000,False,2.0,78.0,1,right,MISS J. Ivey 7' pullup Shot,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,,,
66,PT05M06.00S,2024-02-23T00:21:00.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,22,16,2024-02-23T00:21:15Z,660000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,65.0,,,,,,,,,,
67,PT05M06.00S,2024-02-23T00:21:04.4Z,1,REGULAR,foul,personal,[],1631093,,,1610612754,22,16,2024-02-23T00:21:08Z,670000,False,,,0,,J. Ivey loose ball personal FOUL (1 PF),"[1631093, 1631097]",1610612765.0,DET,loose ball,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,204059.0,,,1.0,0.0,Mathurin,1631097.0
69,PT04M52.00S,2024-02-23T00:21:31.3Z,1,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,22,16,2024-02-23T00:21:35Z,690000,False,,,0,,T. Haliburton bad pass out-of-bounds TURNOVER (1 TO),[1630169],1610612754.0,IND,bad pass,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,,204059.0,,,,,,
70,PT04M52.00S,2024-02-23T00:21:33.3Z,1,REGULAR,substitution,out,[],1631093,,,1610612765,22,16,2024-02-23T00:21:37Z,700000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M52.00S,2024-02-23T00:21:33.3Z,1,REGULAR,substitution,in,[],203095,,,1610612765,22,16,2024-02-23T00:21:37Z,710000,False,,,0,,SUB in: E. Fournier,[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M39.00S,2024-02-23T00:21:54.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631323,79.188567674113,47.549019607843135,1610612765,22,18,2024-02-23T00:22:00Z,720000,False,-12.0,143.0,1,right,S. Fontecchio 14' pullup Jump Shot (4 PTS) (C. Cunningham 1 AST),"[1631323, 1630595]",1610612765.0,DET,pullup,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Center,14.36,Made,4.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
74,PT04M23.00S,2024-02-23T00:22:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,11.645860709592641,44.6078431372549,1610612754,24,18,2024-02-23T00:22:17Z,740000,False,27.0,57.0,1,left,B. Mathurin 6' driving finger roll Layup (2 PTS) (T. Haliburton 5 AST),"[1631097, 1630169]",1610612754.0,IND,driving finger roll,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,2.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,,,,,
76,PT04M23.00S,2024-02-23T00:22:15.3Z,1,REGULAR,foul,personal,['1freethrow'],1631323,,,1610612754,24,18,2024-02-23T00:22:20Z,760000,False,,,0,,S. Fontecchio shooting personal FOUL (1 PF) (Mathurin 1 FT),"[1631323, 1631097]",1610612765.0,DET,shooting,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,204059.0,,,1.0,0.0,Mathurin,1631097.0
78,PT04M23.00S,2024-02-23T00:22:27.5Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,24,18,2024-02-23T00:23:02Z,780000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M23.00S,2024-02-23T00:22:27.5Z,1,REGULAR,substitution,in,[],204456,,,1610612754,24,18,2024-02-23T00:23:02Z,790000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M23.00S,2024-02-23T00:22:35.0Z,1,REGULAR,substitution,out,[],1630595,,,1610612754,24,18,2024-02-23T00:23:02Z,800000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M23.00S,2024-02-23T00:22:35.0Z,1,REGULAR,substitution,in,[],1631204,,,1610612754,24,18,2024-02-23T00:23:02Z,810000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M23.00S,2024-02-23T00:23:01.6Z,1,REGULAR,freethrow,1 of 1,[],1631097,,,1610612754,24,18,2024-02-23T00:23:03Z,820000,False,,,0,,MISS B. Mathurin Free Throw 1 of 1,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
83,PT04M22.00S,2024-02-23T00:23:02.6Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,24,18,2024-02-23T00:23:03Z,830000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,82.0,2.0,2.0,0.0,,,,,,,
84,PT04M12.00S,2024-02-23T00:23:12.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,79.71419185282524,64.4607843137255,1610612765,24,18,2024-02-23T00:23:16Z,840000,False,72.0,138.0,1,right,MISS M. Sasser 15' pullup Shot,[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,15.6,Missed,,,,,,,,,,,,,,,,,,
