actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT11M10.00S,2023-10-25T23:15:30.0Z,1,REGULAR,2pt,Jump Shot,[],1628398,87.33574244415243,18.38235294117647,1610612764,2,2,2023-10-25T23:15:34Z,160000,False,-158.0,67.0,1,right,MISS K. Kuzma 17' Jump Shot,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left,,,,17.15,Missed,,,,,,,,,,,,,,,
17,PT11M08.00S,2023-10-25T23:15:32.0Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612754,2,2,2023-10-25T23:15:34Z,170000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Left,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT11M01.00S,2023-10-25T23:15:40.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630167,9.674770039421814,50.49019607843137,1610612754,2,2,2023-10-25T23:15:51Z,180000,False,-2.0,38.0,1,left,MISS O. Toppin driving floating Shot - blocked,"[1630167, 1629655]",1610612754.0,IND,driving floating,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,3.85,Missed,,,,,,Gafford,1629655.0,,,,,,,,
19,PT11M01.00S,2023-10-25T23:15:40.0Z,1,REGULAR,block,,[],1629655,,,1610612754,2,2,2023-10-25T23:15:42Z,190000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M58.00S,2023-10-25T23:15:43.0Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,2,2,2023-10-25T23:15:44Z,200000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,18.0,2.0,1.0,1.0,,,,,,,,,,,
21,PT10M56.00S,2023-10-25T23:15:45.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629673,93.77463863337714,54.90196078431373,1610612764,2,4,2023-10-25T23:15:51Z,210000,False,25.0,6.0,1,right,J. Poole running finger roll Layup (2 PTS) (D. Avdija 1 AST),"[1629673, 1630166]",1610612764.0,WAS,running finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,2.52,Made,,,,,2.0,,,D. Avdija,1630166.0,1.0,,,,,
23,PT10M39.00S,2023-10-25T23:16:01.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,13.61695137976347,41.911764705882355,1610612754,2,4,2023-10-25T23:16:06Z,230000,False,40.0,75.0,1,left,MISS M. Turner 8' driving floating Shot,[1626167],1610612754.0,IND,driving floating,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,8.56,Missed,,,,,,,,,,,,,,,
24,PT10M37.00S,2023-10-25T23:16:03.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,2,4,2023-10-25T23:16:06Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,23.0,,,,,,,,,,,,,,
26,PT10M32.00S,2023-10-25T23:16:25.5Z,1,REGULAR,turnover,lost ball,[],1628971,,,1610612754,2,4,2023-10-25T23:16:29Z,260000,False,,,0,,B. Brown lost ball TURNOVER (1 TO),"[1628971, 1630166]",1610612754.0,IND,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,1.0,Avdija,1630166.0,,,,,,,,,,,,,,,,,
27,PT10M32.00S,2023-10-25T23:16:25.5Z,1,REGULAR,steal,,[],1630166,,,1610612764,2,4,2023-10-25T23:16:27Z,270000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
28,PT10M27.00S,2023-10-25T23:16:30.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626145,92.72339027595268,55.14705882352941,1610612764,2,6,2023-10-25T23:16:35Z,280000,False,26.0,16.0,1,right,T. Jones running Layup (2 PTS) (D. Avdija 2 AST),"[1626145, 1630166]",1610612764.0,WAS,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,3.02,Made,,,,,2.0,,,D. Avdija,1630166.0,2.0,,,,,
29,PT10M10.00S,2023-10-25T23:16:46.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,16.376478318002626,49.01960784313725,1610612754,4,6,2023-10-25T23:16:51Z,290000,False,5.0,101.0,1,left,B. Mathurin 10' driving floating Jump Shot (2 PTS),[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,10.15,Made,,,,,2.0,,,,,,,,,,
30,PT09M56.00S,2023-10-25T23:17:02.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,76.42904073587385,13.970588235294118,1610612764,4,6,2023-10-25T23:17:06Z,300000,False,-180.0,169.0,1,right,MISS J. Poole 24' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,24.7,Missed,,,,,,,,,,,,,,,
31,PT09M52.00S,2023-10-25T23:17:06.2Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,4,6,2023-10-25T23:17:06Z,310000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,
32,PT09M38.00S,2023-10-25T23:17:21.0Z,1,REGULAR,foul,personal,[],1629655,,,1610612754,4,6,2023-10-25T23:17:29Z,320000,False,,,0,,D. Gafford personal FOUL (1 PF),"[1629655, 1631097]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628484.0,1.0,0.0,Mathurin,1631097.0
34,PT09M33.00S,2023-10-25T23:17:44.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,15.850854139290407,40.44117647058824,1610612754,4,6,2023-10-25T23:17:49Z,340000,False,48.0,96.0,1,left,MISS B. Mathurin 10' floating Shot,[1631097],1610612754.0,IND,floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,10.77,Missed,,,,,,,,,,,,,,,
35,PT09M31.00S,2023-10-25T23:17:46.1Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,4,6,2023-10-25T23:17:49Z,350000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,34.0,2.0,1.0,1.0,,,,,,,,,,,
36,PT09M23.00S,2023-10-25T23:17:54.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.51182654402102,50.98039215686274,1610612764,4,8,2023-10-25T23:18:00Z,360000,False,5.0,8.0,1,right,D. Avdija driving finger roll Layup (2 PTS) (J. Poole 1 AST),"[1630166, 1629673]",1610612764.0,WAS,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,0.98,Made,,,,,2.0,,,J. Poole,1629673.0,1.0,,,,,
38,PT09M20.00S,2023-10-25T23:18:00.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,4,8,2023-10-25T23:18:02Z,380000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT09M06.00S,2023-10-25T23:21:09.7Z,1,REGULAR,3pt,Jump Shot,[],1631097,22.946780551905388,89.2156862745098,1610612754,4,8,2023-10-25T23:21:14Z,390000,False,-196.0,163.0,1,left,MISS B. Mathurin 25' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,25.51,Missed,,,,,,,,,,,,,,,
41,PT09M02.00S,2023-10-25T23:21:13.7Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,4,8,2023-10-25T23:21:14Z,400000,False,,,0,,D. Avdija REBOUND (Off:1 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,40.0,3.0,2.0,1.0,,,,,,,,,,,
42,PT08M58.00S,2023-10-25T23:21:17.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,94.30026281208936,52.69607843137255,1610612764,4,10,2023-10-25T23:21:21Z,410000,False,13.0,1.0,1,right,D. Avdija running finger roll Layup (4 PTS),[1630166],1610612764.0,WAS,running finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,1.35,Made,,,,,4.0,,,,,,,,,,
43,PT08M41.00S,2023-10-25T23:21:37.7Z,1,REGULAR,turnover,3-second-violation,[],1626167,,,1610612754,4,10,2023-10-25T23:21:42Z,420000,False,,,0,,M. Turner 3-second-violation TURNOVER (1 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,,,,,202007.0,,,,
44,PT08M29.00S,2023-10-25T23:21:59.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629673,87.86136662286465,51.9607843137255,1610612764,4,12,2023-10-25T23:22:05Z,430000,False,10.0,62.0,1,right,J. Poole 6' fadeaway Jump Shot (4 PTS) (T. Jones 1 AST),"[1629673, 1626145]",1610612764.0,WAS,fadeaway,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,6.24,Made,,,,,4.0,,,T. Jones,1626145.0,1.0,,,,,
46,PT08M18.00S,2023-10-25T23:22:10.7Z,1,REGULAR,3pt,Jump Shot,[],1626167,32.276609724047304,31.862745098039213,1610612754,4,12,2023-10-25T23:22:15Z,450000,False,91.0,251.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,26.68,Missed,,,,,,,,,,,,,,,
47,PT08M15.00S,2023-10-25T23:22:13.7Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,4,12,2023-10-25T23:22:15Z,460000,False,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,46.0,4.0,3.0,1.0,,,,,,,,,,,
48,PT08M05.00S,2023-10-25T23:22:24.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,88.64980289093299,44.36274509803921,1610612764,4,12,2023-10-25T23:22:28Z,470000,False,-28.0,54.0,1,right,MISS D. Avdija 6' turnaround Shot - blocked,"[1630166, 1630169]",1610612764.0,WAS,turnaround,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,6.11,Missed,,,,,,Haliburton,1630169.0,,,,,,,,
49,PT08M05.00S,2023-10-25T23:22:24.4Z,1,REGULAR,block,,[],1630169,,,1610612764,4,12,2023-10-25T23:22:26Z,480000,False,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT08M02.00S,2023-10-25T23:22:27.4Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,4,12,2023-10-25T23:22:28Z,490000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,
51,PT07M57.00S,2023-10-25T23:22:31.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628971,5.863994743758213,5.147058823529411,1610612754,7,12,2023-10-25T23:22:37Z,500000,False,224.0,3.0,1,left,B. Brown 3PT running (3 PTS) (T. Haliburton 1 AST),"[1628971, 1630169]",1610612754.0,IND,running,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,,,,22.43,Made,,,,,3.0,,,T. Haliburton,1630169.0,1.0,,,,,
53,PT07M40.00S,2023-10-25T23:22:48.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,86.15308804204993,40.931372549019606,1610612764,7,12,2023-10-25T23:22:53Z,520000,False,-45.0,78.0,1,right,MISS K. Kuzma 8' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,8.99,Missed,,,,,,,,,,,,,,,
54,PT07M38.00S,2023-10-25T23:22:50.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,7,12,2023-10-25T23:22:53Z,530000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,
55,PT07M33.00S,2023-10-25T23:22:55.6Z,1,REGULAR,3pt,Jump Shot,[],1626167,32.933639947437584,46.81372549019608,1610612754,7,12,2023-10-25T23:24:18Z,540000,False,16.0,257.0,1,left,MISS M. Turner 25' running 3PT,[1626167],1610612754.0,IND,running,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,25.76,Missed,,,,,,,,,,,,,,,
56,PT07M30.00S,2023-10-25T23:22:58.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,7,12,2023-10-25T23:23:07Z,550000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,55.0,,,,,,,,,,,,,,
58,PT07M18.00S,2023-10-25T23:23:19.4Z,1,REGULAR,2pt,Jump Shot,[],1626145,87.33574244415243,31.372549019607842,1610612764,7,14,2023-10-25T23:23:23Z,570000,False,-93.0,67.0,1,right,T. Jones 11' driving floating bank Jump Shot (4 PTS) (J. Poole 2 AST),"[1626145, 1629673]",1610612764.0,WAS,driving floating bank,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,,,,11.44,Made,,,,,4.0,,,J. Poole,1629673.0,2.0,,,,,
60,PT07M00.00S,2023-10-25T23:23:37.7Z,1,REGULAR,3pt,Jump Shot,[],1630169,26.757555847568987,81.12745098039215,1610612754,10,14,2023-10-25T23:23:41Z,590000,False,-156.0,199.0,1,left,T. Haliburton 25' 3PT pullup (5 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,25.26,Made,,,,,5.0,,,,,,,,,,
61,PT06M50.00S,2023-10-25T23:23:48.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.64323258869908,52.20588235294118,1610612764,10,16,2023-10-25T23:23:52Z,600000,False,11.0,7.0,1,right,K. Kuzma driving Layup (2 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,1.32,Made,,,,,2.0,,,,,,,,,,
62,PT06M35.00S,2023-10-25T23:24:04.7Z,1,REGULAR,foul,offensive,[],1626167,,,1610612754,10,16,2023-10-25T23:24:10Z,610000,False,,,0,,M. Turner offensive FOUL (1 PF),"[1626167, 1626145]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Jones,1626145.0
64,PT06M35.00S,2023-10-25T23:24:04.7Z,1,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,10,16,2023-10-25T23:24:04Z,630000,False,,,0,,M. Turner offensive foul TURNOVER (2 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,2.0,,,,,,,,,,,,,,,2882.0,,,,
65,PT06M35.00S,2023-10-25T23:24:09.7Z,1,REGULAR,substitution,out,[],1631097,,,1610612764,10,16,2023-10-25T23:24:27Z,640000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M35.00S,2023-10-25T23:24:09.7Z,1,REGULAR,substitution,out,[],1628971,,,1610612764,10,16,2023-10-25T23:24:27Z,650000,False,,,0,,SUB out: B. Brown,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M35.00S,2023-10-25T23:24:09.7Z,1,REGULAR,substitution,out,[],1626167,,,1610612764,10,16,2023-10-25T23:24:27Z,660000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M35.00S,2023-10-25T23:24:09.7Z,1,REGULAR,substitution,out,[],1630166,,,1610612764,10,16,2023-10-25T23:24:27Z,670000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M35.00S,2023-10-25T23:24:09.7Z,1,REGULAR,substitution,in,[],1630188,,,1610612764,10,16,2023-10-25T23:24:27Z,680000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M35.00S,2023-10-25T23:24:09.7Z,1,REGULAR,substitution,in,[],1627741,,,1610612764,10,16,2023-10-25T23:24:27Z,690000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M35.00S,2023-10-25T23:24:09.7Z,1,REGULAR,substitution,in,[],1629614,,,1610612764,10,16,2023-10-25T23:24:27Z,700000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M35.00S,2023-10-25T23:24:09.7Z,1,REGULAR,substitution,in,[],1626153,,,1610612764,10,16,2023-10-25T23:24:27Z,710000,False,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M13.00S,2023-10-25T23:24:53.6Z,1,REGULAR,turnover,lost ball,[],1629673,,,1610612764,10,16,2023-10-25T23:25:00Z,720000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1630169]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Right,1.0,Haliburton,1630169.0,,,,,,,,,,,,,,,,,
74,PT06M13.00S,2023-10-25T23:24:53.6Z,1,REGULAR,steal,,[],1630169,,,1610612754,10,16,2023-10-25T23:24:55Z,730000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
75,PT06M09.00S,2023-10-25T23:24:57.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,24.129434954007884,87.00980392156863,1610612754,13,16,2023-10-25T23:25:03Z,740000,False,-185.0,174.0,1,left,B. Hield 25' 3PT running (3 PTS) (T. Haliburton 2 AST),"[1627741, 1630169]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,25.42,Made,,,,,3.0,,,T. Haliburton,1630169.0,2.0,,,,,
77,PT05M50.00S,2023-10-25T23:25:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.77463863337714,50.49019607843137,1610612764,13,16,2023-10-25T23:25:19Z,760000,False,2.0,6.0,1,right,MISS K. Kuzma driving reverse Layup,[1628398],1610612764.0,WAS,driving reverse,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,0.65,Missed,,,,,,,,,,,,,,,
78,PT05M48.00S,2023-10-25T23:25:17.5Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,13,16,2023-10-25T23:25:19Z,770000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,
79,PT05M47.00S,2023-10-25T23:25:21.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630167,4.5499342969776615,50.98039215686274,1610612754,15,16,2023-10-25T23:27:24Z,780000,False,-5.0,-10.0,1,left,O. Toppin running alley-oop Layup (2 PTS) (T. Haliburton 3 AST),"[1630167, 1630169]",1610612754.0,IND,running alley-oop,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,1.09,Made,,,,,2.0,,,T. Haliburton,1630169.0,3.0,,,,,
81,PT05M47.00S,2023-10-25T23:25:28.0Z,1,REGULAR,foul,personal,['1freethrow'],1629673,,,1610612754,15,16,2023-10-25T23:25:35Z,800000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Toppin 1 FT),"[1629673, 1630167]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628484.0,1.0,0.0,Toppin,1630167.0
83,PT05M47.00S,2023-10-25T23:25:37.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,15,16,2023-10-25T23:27:24Z,820000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M47.00S,2023-10-25T23:27:58.8Z,1,REGULAR,substitution,out,[],1626145,,,1610612754,15,16,2023-10-25T23:28:13Z,830000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M47.00S,2023-10-25T23:27:58.8Z,1,REGULAR,substitution,out,[],1629655,,,1610612754,15,16,2023-10-25T23:28:13Z,840000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
