actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
18,PT10M21.00S,2024-04-07T21:12:24.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,2,2,2024-04-07T21:12:25Z,180000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,,
19,PT10M15.00S,2024-04-07T21:12:30.7Z,1,REGULAR,3pt,Jump Shot,[],1627783,94.43166885676742,96.81372549019608,1610612754,2,2,2024-04-07T21:12:37Z,190000,False,234.0,0.0,1,right,MISS P. Siakam 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
20,PT10M10.00S,2024-04-07T21:12:35.7Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,2,2,2024-04-07T21:12:37Z,200000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M06.00S,2024-04-07T21:12:39.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631107,6.521024967148489,48.77450980392157,1610612748,2,4,2024-04-07T21:12:51Z,210000,False,6.0,9.0,1,left,N. Jovic cutting finger roll Layup (2 PTS) (J. Butler 1 AST),"[1631107, 202710]",1610612748.0,MIA,cutting finger roll,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,,,2.0,J. Butler,202710.0,1.0,,,,,,,,
23,PT09M54.00S,2024-04-07T21:12:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,93.24901445466492,53.18627450980392,1610612754,4,4,2024-04-07T21:12:55Z,230000,False,16.0,11.0,1,right,M. Turner cutting finger roll Layup (2 PTS) (A. Nembhard 1 AST),"[1626167, 1629614]",1610612754.0,IND,cutting finger roll,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,2.0,A. Nembhard,1629614.0,1.0,,,,,,,,
25,PT09M36.00S,2024-04-07T21:13:13.1Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612748,4,4,2024-04-07T21:13:18Z,250000,False,,,0,,P. Siakam shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1627783, 1628389]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,,,201245.0,,,,,,1.0,0.0,Adebayo,1628389.0,,,,
27,PT09M36.00S,2024-04-07T21:13:55.1Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,4,4,2024-04-07T21:13:55Z,270000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
28,PT09M36.00S,2024-04-07T21:13:55.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,4,4,2024-04-07T21:13:55Z,280000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,
29,PT09M36.00S,2024-04-07T21:14:14.4Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,4,5,2024-04-07T21:14:14Z,290000,False,,,0,,B. Adebayo Free Throw 2 of 2 (1 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
30,PT09M21.00S,2024-04-07T21:14:31.3Z,1,REGULAR,3pt,Jump Shot,[],1630169,77.21747700394218,88.23529411764706,1610612754,7,5,2024-04-07T21:14:35Z,300000,False,191.0,162.0,1,right,T. Haliburton 25' 3PT step back (3 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,25.04,Made,,,,,,,3.0,,,,,,,,,,,
31,PT09M06.00S,2024-04-07T21:14:45.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,10.5946123521682,39.950980392156865,1610612748,7,5,2024-04-07T21:20:09Z,310000,False,50.0,47.0,1,left,MISS T. Rozier 6' driving finger roll Layup,[1626179],1610612748.0,MIA,driving finger roll,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,6.88,Missed,,,,,,,,,,,,,,,,,,
32,PT09M03.00S,2024-04-07T21:14:48.6Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,7,5,2024-04-07T21:14:48Z,320000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,31.0,1.0,0.0,1.0,,,,,,,,,,,,,,
33,PT09M03.00S,2024-04-07T21:14:48.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628389,5.590000152587891,50.0,1610612748,7,5,2024-04-07T21:14:51Z,330000,False,0.0,0.0,1,left,MISS B. Adebayo tip Layup,[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
34,PT09M03.00S,2024-04-07T21:14:48.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,7,5,2024-04-07T21:14:51Z,340000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,33.0,3.0,3.0,0.0,,,,,,,,,,,,,,
35,PT08M49.00S,2024-04-07T21:15:06.1Z,1,REGULAR,foul,personal,[],1631107,,,1610612754,7,5,2024-04-07T21:15:14Z,350000,False,,,0,,N. Jovic personal FOUL (1 PF),"[1631107, 1630169]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Mid-Range,16-24 Center,,,,,,,1162.0,,,,,,1.0,0.0,Haliburton,1630169.0,,,,
37,PT08M46.00S,2024-04-07T21:15:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.85479632063075,48.28431372549019,1610612754,7,5,2024-04-07T21:15:25Z,370000,False,-9.0,15.0,1,right,MISS P. Siakam driving finger roll Layup,[1627783],1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.7,Missed,,,,,,,,,,,,,,,,,,
38,PT08M43.00S,2024-04-07T21:15:25.0Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,7,5,2024-04-07T21:15:25Z,380000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M34.00S,2024-04-07T21:15:32.9Z,1,REGULAR,3pt,Jump Shot,[],202710,6.389618922470433,97.79411764705883,1610612748,7,5,2024-04-07T21:15:36Z,390000,False,-239.0,8.0,1,left,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,23.91,Missed,,,,,,,,,,,,,,,,,,
40,PT08M31.00S,2024-04-07T21:15:35.9Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,7,5,2024-04-07T21:15:36Z,400000,False,,,0,,M. Turner REBOUND (Off:0 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Left Corner 3,24+ Left,,,39.0,4.0,4.0,0.0,,,,,,,,,,,,,,
41,PT08M19.00S,2024-04-07T21:15:48.0Z,1,REGULAR,2pt,Jump Shot,[],1629614,94.30026281208936,73.52941176470588,1610612754,7,5,2024-04-07T21:24:39Z,410000,False,118.0,1.0,1,right,MISS A. Nembhard 11' floating Shot,[1629614],1610612754.0,IND,floating,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,11.76,Missed,,,,,,,,,,,,,,,,,,
42,PT08M15.00S,2024-04-07T21:15:51.9Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612754,7,5,2024-04-07T21:15:51Z,420000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,41.0,2.0,1.0,1.0,,,,,,,,,,,,,,
43,PT08M12.00S,2024-04-07T21:15:54.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,71.17279894875165,81.61764705882352,1610612754,10,5,2024-04-07T21:15:59Z,430000,False,158.0,218.0,1,right,A. Nesmith 26' 3PT  (3 PTS) (P. Siakam 1 AST),"[1630174, 1627783]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,26.97,Made,,,,,,,3.0,P. Siakam,1627783.0,1.0,,,,,,,,
45,PT07M49.00S,2024-04-07T21:16:17.7Z,1,REGULAR,2pt,Jump Shot,[],1626179,24.129434954007884,23.03921568627451,1610612748,10,7,2024-04-07T21:16:24Z,450000,False,135.0,174.0,1,left,T. Rozier 22' step back Jump Shot (2 PTS),[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Right Center,22.03,Made,,,,,,,2.0,,,,,,,,,,,
46,PT07M30.00S,2024-04-07T21:16:36.7Z,1,REGULAR,2pt,Jump Shot,[],1629614,77.4802890932983,51.225490196078425,1610612754,12,7,2024-04-07T21:16:39Z,460000,False,6.0,159.0,1,right,A. Nembhard 15' pullup Jump Shot (4 PTS) (M. Turner 1 AST),"[1629614, 1626167]",1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Center,15.93,Made,,,,,,,4.0,M. Turner,1626167.0,1.0,,,,,,,,
48,PT07M18.00S,2024-04-07T21:16:50.5Z,1,REGULAR,foul,personal,[],1629614,,,1610612748,12,7,2024-04-07T21:16:56Z,480000,False,,,0,,A. Nembhard personal FOUL (1 PF),"[1629614, 1626179]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left Center,,,,,,,1162.0,,,,,,1.0,0.0,Rozier,1626179.0,,,,
50,PT07M15.00S,2024-04-07T21:17:12.7Z,1,REGULAR,foul,personal,[],1626167,,,1610612748,12,7,2024-04-07T21:17:19Z,500000,False,,,0,,M. Turner personal FOUL (1 PF),"[1626167, 1628389]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201245.0,,,,,,1.0,0.0,Adebayo,1628389.0,,,,
52,PT07M04.00S,2024-04-07T21:17:39.3Z,1,REGULAR,2pt,Jump Shot,[],1626179,12.434296977660972,89.70588235294117,1610612748,12,7,2024-04-07T21:28:11Z,520000,False,-199.0,64.0,1,left,MISS T. Rozier 20' step back Shot,[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left,20.87,Missed,,,,,,,,,,,,,,,,,,
53,PT07M01.00S,2024-04-07T21:17:42.3Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,12,7,2024-04-07T21:18:04Z,530000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Left,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT06M53.00S,2024-04-07T21:17:53.6Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612754,12,7,2024-04-07T21:18:00Z,540000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Turner 2 FT),"[1629130, 1626167]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,1628487.0,,,,,,1.0,0.0,Turner,1626167.0,,,,
56,PT06M53.00S,2024-04-07T21:18:02.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,12,7,2024-04-07T21:18:02Z,560000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M53.00S,2024-04-07T21:21:07.7Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,13,7,2024-04-07T21:21:07Z,570000,False,,,0,,M. Turner Free Throw 1 of 2 (3 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
58,PT06M53.00S,2024-04-07T21:21:22.3Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,14,7,2024-04-07T21:21:22Z,580000,False,,,0,,M. Turner Free Throw 2 of 2 (4 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
59,PT06M40.00S,2024-04-07T21:21:40.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,32.40801576872536,34.068627450980394,1610612748,14,7,2024-04-07T21:21:44Z,590000,False,80.0,252.0,1,left,MISS D. Robinson 26' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,26.44,Missed,,,,,,,,,,,,,,,,,,
60,PT06M35.00S,2024-04-07T21:21:45.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,14,7,2024-04-07T21:21:44Z,600000,False,,,0,,M. Turner REBOUND (Off:0 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,59.0,5.0,5.0,0.0,,,,,,,,,,,,,,
61,PT06M22.00S,2024-04-07T21:21:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,91.01511169513797,37.99019607843137,1610612754,16,7,2024-04-07T21:22:00Z,610000,False,-60.0,32.0,1,right,P. Siakam 6' turnaround bank Jump Shot (2 PTS),[1627783],1610612754.0,IND,turnaround bank,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.8,Made,,,,,,,2.0,,,,,,,,,,,
62,PT06M09.00S,2024-04-07T21:22:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,11.383048620236531,48.28431372549019,1610612748,16,9,2024-04-07T21:22:13Z,620000,False,9.0,55.0,1,left,B. Adebayo turnaround fadeaway Jump Shot (3 PTS),[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.52,Made,,,,,,,3.0,,,,,,,,,,,
63,PT05M54.00S,2024-04-07T21:22:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,91.5407358738502,54.65686274509803,1610612754,18,9,2024-04-07T21:22:29Z,630000,False,23.0,27.0,1,right,M. Turner driving Layup (6 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,3.57,Made,,,,,,,6.0,T. Haliburton,1630169.0,1.0,,,,,,,,
65,PT05M42.00S,2024-04-07T21:22:38.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,15.719448094612352,40.44117647058824,1610612748,18,11,2024-04-07T21:22:45Z,650000,False,48.0,95.0,1,left,J. Butler 10' pullup bank Jump Shot (4 PTS),[202710],1610612748.0,MIA,pullup bank,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,10.66,Made,,,,,,,4.0,,,,,,,,,,,
66,PT05M42.00S,2024-04-07T21:22:41.4Z,1,REGULAR,foul,personal,['1freethrow'],1627783,,,1610612748,18,11,2024-04-07T21:22:46Z,660000,False,,,0,,P. Siakam shooting personal FOUL (2 PF) (Butler 1 FT),"[1627783, 202710]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1162.0,,,,,,2.0,0.0,Butler,202710.0,,,,
68,PT05M42.00S,2024-04-07T21:22:47.3Z,1,REGULAR,substitution,out,[],1627783,,,1610612748,18,11,2024-04-07T21:26:42Z,680000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M42.00S,2024-04-07T21:22:47.3Z,1,REGULAR,substitution,out,[],1631107,,,1610612748,18,11,2024-04-07T21:26:42Z,690000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M42.00S,2024-04-07T21:22:47.3Z,1,REGULAR,substitution,in,[],1630167,,,1610612748,18,11,2024-04-07T21:26:42Z,710000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M42.00S,2024-04-07T21:22:47.3Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,18,11,2024-04-07T21:26:42Z,720000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M42.00S,2024-04-07T21:22:47.3Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,18,11,2024-04-07T21:26:42Z,730000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M42.00S,2024-04-07T21:22:47.3Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,18,11,2024-04-07T21:26:42Z,735000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M42.00S,2024-04-07T21:23:09.7Z,1,REGULAR,substitution,out,[],1626167,,,1610612748,18,11,2024-04-07T21:26:42Z,740000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M42.00S,2024-04-07T21:23:09.7Z,1,REGULAR,substitution,in,[],1630188,,,1610612748,18,11,2024-04-07T21:26:42Z,750000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M42.00S,2024-04-07T21:23:20.8Z,1,REGULAR,substitution,out,[],1629614,,,1610612748,18,11,2024-04-07T21:26:42Z,760000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M42.00S,2024-04-07T21:23:20.8Z,1,REGULAR,substitution,in,[],204456,,,1610612748,18,11,2024-04-07T21:26:42Z,770000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M42.00S,2024-04-07T21:23:44.0Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,18,12,2024-04-07T21:23:44Z,780000,False,,,0,,J. Butler Free Throw 1 of 1 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
80,PT05M27.00S,2024-04-07T21:24:02.4Z,1,REGULAR,3pt,Jump Shot,[],1630169,65.78515111695138,63.48039215686274,1610612754,21,12,2024-04-07T21:24:08Z,790000,False,67.0,269.0,1,right,T. Haliburton 27' 3PT step back (6 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,27.74,Made,,,,,,,6.0,,,,,,,,,,,
81,PT05M16.00S,2024-04-07T21:24:12.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,5.206964520367937,55.14705882352941,1610612748,21,14,2024-04-07T21:24:17Z,800000,False,-26.0,-4.0,1,left,C. Martin reverse Layup (2 PTS) (J. Butler 2 AST),"[1628997, 202710]",1610612748.0,MIA,reverse,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,2.0,J. Butler,202710.0,2.0,,,,,,,,
83,PT05M05.00S,2024-04-07T21:24:23.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,81.94809461235218,52.450980392156865,1610612754,23,14,2024-04-07T21:24:26Z,820000,False,12.0,117.0,1,right,T. McConnell 11' pullup Jump Shot (2 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,11.78,Made,,,,,,,2.0,,,,,,,,,,,
84,PT04M50.00S,2024-04-07T21:24:41.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630167,,,1610612748,23,14,2024-04-07T21:24:50Z,830000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (Butler 2 FT),"[1630167, 202710]",1610612754.0,IND,shooting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,,1.0,0.0,Butler,202710.0,,,,
86,PT04M50.00S,2024-04-07T21:25:17.6Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,23,15,2024-04-07T21:25:17Z,850000,False,,,0,,J. Butler Free Throw 1 of 2 (6 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
