actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
250,PT05M42.00S,2024-03-08T00:55:57.8Z,2,REGULAR,substitution,out,[],201144,,,1610612750,37,50,2024-03-08T00:56:03Z,2450000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M42.00S,2024-03-08T00:55:57.8Z,2,REGULAR,substitution,in,[],1629638,,,1610612750,37,50,2024-03-08T00:56:03Z,2460000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M36.00S,2024-03-08T00:56:17.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,91.5407358738502,50.73529411764706,1610612750,37,50,2024-03-08T00:56:21Z,2470000,False,4.0,27.0,1,right,MISS A. Edwards Layup - blocked,"[1630162, 1630543]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,2.73,Missed,,,,,,,,,,,,,,,,Jackson,1630543.0
261,PT05M36.00S,2024-03-08T00:56:17.0Z,2,REGULAR,block,,[],1630543,,,1610612750,37,50,2024-03-08T00:59:04Z,2475000,False,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
253,PT05M32.00S,2024-03-08T00:56:21.0Z,2,REGULAR,rebound,defensive,[],1641716,,,1610612754,37,50,2024-03-08T00:56:21Z,2480000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,252.0,2.0,2.0,0.0,,,,,,,,,,,,,
254,PT05M26.00S,2024-03-08T00:56:27.6Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,37,50,2024-03-08T00:56:33Z,2490000,False,,,0,,T. Haliburton bad pass TURNOVER (3 TO),"[1630169, 203497]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,3.0,Gobert,203497.0,,
255,PT05M26.00S,2024-03-08T00:56:27.6Z,2,REGULAR,steal,,[],203497,,,1610612750,37,50,2024-03-08T00:57:12Z,2500000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
256,PT05M21.00S,2024-03-08T00:56:31.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,92.06636005256242,52.94117647058824,1610612750,37,52,2024-03-08T00:56:37Z,2510000,False,15.0,22.0,1,right,A. Edwards running Layup (11 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,2.65,Made,,,,,11.0,,,,,,,,,,,,
257,PT04M59.00S,2024-03-08T00:56:53.5Z,2,REGULAR,3pt,Jump Shot,[],1630167,27.151773981603156,83.08823529411765,1610612754,37,52,2024-03-08T00:56:58Z,2520000,False,-165.0,203.0,1,left,MISS O. Toppin 26' pullup 3PT,[1630167],1610612754.0,IND,pullup,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,26.16,Missed,,,,,,,,,,,,,,,,,
258,PT04M56.00S,2024-03-08T00:56:56.5Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,37,52,2024-03-08T00:56:58Z,2530000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,257.0,2.0,2.0,0.0,,,,,,,,,,,,,
259,PT04M46.00S,2024-03-08T00:57:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.40932982917214,48.03921568627451,1610612750,37,54,2024-03-08T00:57:09Z,2540000,False,-10.0,28.0,1,right,A. Edwards driving finger roll Layup (13 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,2.99,Made,,,,,13.0,,,,,,,,,,,,
260,PT04M46.00S,2024-03-08T00:57:09.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,37,54,2024-03-08T00:57:09Z,2550000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M46.00S,2024-03-08T00:59:02.5Z,2,REGULAR,substitution,out,[],1630167,,,1610612754,37,54,2024-03-08T01:00:03Z,2560000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M46.00S,2024-03-08T00:59:02.5Z,2,REGULAR,substitution,out,[],1630174,,,1610612754,37,54,2024-03-08T01:00:03Z,2570000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M46.00S,2024-03-08T00:59:02.5Z,2,REGULAR,substitution,out,[],203497,,,1610612754,37,54,2024-03-08T01:00:03Z,2580000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M46.00S,2024-03-08T00:59:02.5Z,2,REGULAR,substitution,in,[],1629614,,,1610612754,37,54,2024-03-08T01:00:03Z,2590000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M46.00S,2024-03-08T00:59:02.5Z,2,REGULAR,substitution,in,[],1627783,,,1610612754,37,54,2024-03-08T01:00:03Z,2600000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M46.00S,2024-03-08T00:59:02.5Z,2,REGULAR,substitution,in,[],1629675,,,1610612754,37,54,2024-03-08T01:00:03Z,2610000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M37.00S,2024-03-08T01:00:27.8Z,2,REGULAR,foul,personal,[],203937,,,1610612754,37,54,2024-03-08T01:00:37Z,2620000,False,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 1629614]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Right Center,201639.0,,,,,,,,,,,1.0,0.0,Nembhard,1629614.0,,,,,
270,PT04M28.00S,2024-03-08T01:00:55.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,5.995400788436268,49.50980392156863,1610612754,39,54,2024-03-08T01:01:00Z,2640000,False,2.0,4.0,1,left,I. Jackson DUNK (2 PTS) (T. Haliburton 6 AST),"[1630543, 1630169]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,0.46,Made,,,,,2.0,T. Haliburton,1630169.0,6.0,,,,,,,,,
272,PT04M11.00S,2024-03-08T01:01:11.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,88.78120893561103,41.911764705882355,1610612750,39,54,2024-03-08T01:01:16Z,2660000,False,-40.0,53.0,1,right,MISS A. Edwards 6' driving finger roll Layup,[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,6.66,Missed,,,,,,,,,,,,,,,,,
274,PT04M09.00S,2024-03-08T01:01:13.6Z,2,REGULAR,rebound,defensive,[],1641716,,,1610612754,39,54,2024-03-08T01:01:16Z,2680000,False,,,0,,J. Walker REBOUND (Off:0 Def:3),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,272.0,3.0,3.0,0.0,,,,,,,,,,,,,
275,PT04M05.00S,2024-03-08T01:01:17.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629614,17.69053876478318,39.705882352941174,1610612754,41,54,2024-03-08T01:01:27Z,2690000,False,51.0,114.0,1,left,A. Nembhard 12' running pullup Jump Shot (2 PTS),[1629614],1610612754.0,IND,running pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,12.49,Made,,,,,2.0,,,,,,,,,,,,
276,PT03M48.00S,2024-03-08T01:01:34.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,93.11760840998686,37.254901960784316,1610612750,41,56,2024-03-08T01:01:39Z,2700000,False,-64.0,12.0,1,right,J. McDaniels 6' fadeaway Jump Shot (8 PTS) (N. Reid 1 AST),"[1630183, 1629675]",1610612750.0,MIN,fadeaway,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,6.49,Made,,,,,8.0,N. Reid,1629675.0,1.0,,,,,,,,,
277,PT03M30.00S,2024-03-08T01:01:52.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627783,7.30946123521682,48.529411764705884,1610612754,43,56,2024-03-08T01:01:57Z,2710000,False,7.0,16.0,1,left,P. Siakam driving DUNK (14 PTS) (T. Haliburton 7 AST),"[1627783, 1630169]",1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,1.78,Made,,,,,14.0,T. Haliburton,1630169.0,7.0,,,,,,,,,
279,PT03M10.00S,2024-03-08T01:02:12.6Z,2,REGULAR,3pt,Jump Shot,[],1629675,66.70499342969777,29.166666666666668,1610612750,43,56,2024-03-08T01:02:17Z,2730000,False,-104.0,260.0,1,right,MISS N. Reid 28' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,28.06,Missed,,,,,,,,,,,,,,,,,
280,PT03M08.00S,2024-03-08T01:02:14.6Z,2,REGULAR,rebound,defensive,[],1641716,,,1610612754,43,56,2024-03-08T01:02:17Z,2740000,False,,,0,,J. Walker REBOUND (Off:0 Def:4),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,279.0,4.0,4.0,0.0,,,,,,,,,,,,,
281,PT03M01.00S,2024-03-08T01:02:25.4Z,2,REGULAR,foul,personal,[],203937,,,1610612754,43,56,2024-03-08T01:02:31Z,2750000,False,,,0,,K. Anderson personal FOUL (2 PF),"[203937, 1627783]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left,101283.0,,,,,,,,,,,2.0,0.0,Siakam,1627783.0,,,,,
283,PT03M01.00S,2024-03-08T01:02:34.0Z,2,REGULAR,substitution,out,[],1641716,,,1610612754,43,56,2024-03-08T01:02:38Z,2770000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M01.00S,2024-03-08T01:02:34.0Z,2,REGULAR,substitution,in,[],1630174,,,1610612754,43,56,2024-03-08T01:02:38Z,2780000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M50.00S,2024-03-08T01:03:01.9Z,2,REGULAR,3pt,Jump Shot,[],1630169,28.728646517739815,79.16666666666666,1610612754,43,56,2024-03-08T01:03:08Z,2790000,False,-146.0,218.0,1,left,MISS T. Haliburton 26' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,26.18,Missed,,,,,,,,,,,,,,,,,
286,PT02M46.00S,2024-03-08T01:03:05.9Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,43,56,2024-03-08T01:03:08Z,2800000,False,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,285.0,3.0,3.0,0.0,,,,,,,,,,,,,
287,PT02M38.00S,2024-03-08T01:03:12.5Z,2,REGULAR,3pt,Jump Shot,[],1630162,64.99671484888306,58.82352941176471,1610612750,43,56,2024-03-08T01:03:18Z,2810000,False,44.0,277.0,1,right,MISS A. Edwards 28' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,28.0,Missed,,,,,,,,,,,,,,,,,
288,PT02M36.00S,2024-03-08T01:03:15.6Z,2,REGULAR,rebound,offensive,[],1629638,,,1610612750,43,56,2024-03-08T01:03:15Z,2820000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:0),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,287.0,1.0,0.0,1.0,,,,,,,,,,,,,
289,PT02M28.00S,2024-03-08T01:03:23.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,92.46057818659659,48.77450980392157,1610612750,43,58,2024-03-08T01:03:28Z,2830000,False,-6.0,18.0,1,right,A. Edwards Layup (15 PTS) (K. Anderson 2 AST),"[1630162, 203937]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,1.94,Made,,,,,15.0,K. Anderson,203937.0,2.0,,,,,,,,,
291,PT02M17.00S,2024-03-08T01:03:38.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612754,43,58,2024-03-08T01:03:45Z,2850000,False,,,0,,N. Alexander-Walker personal FOUL (2 PF) (Jackson 2 FT),"[1629638, 1630543]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,201639.0,,,,,,,,,,,2.0,0.0,Jackson,1630543.0,,,,,
294,PT02M17.00S,2024-03-08T01:04:11.4Z,2,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,44,58,2024-03-08T01:04:11Z,2870000,False,,,0,,I. Jackson Free Throw 1 of 2 (3 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
295,PT02M17.00S,2024-03-08T01:04:12.1Z,2,REGULAR,substitution,out,[],1630183,,,1610612754,44,58,2024-03-08T01:04:17Z,2880000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M17.00S,2024-03-08T01:04:12.1Z,2,REGULAR,substitution,out,[],1629638,,,1610612754,44,58,2024-03-08T01:04:17Z,2890000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M17.00S,2024-03-08T01:04:12.1Z,2,REGULAR,substitution,in,[],203497,,,1610612754,44,58,2024-03-08T01:04:17Z,2900000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M17.00S,2024-03-08T01:04:12.1Z,2,REGULAR,substitution,in,[],201144,,,1610612754,44,58,2024-03-08T01:04:17Z,2910000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M17.00S,2024-03-08T01:04:32.3Z,2,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,45,58,2024-03-08T01:04:32Z,2920000,False,,,0,,I. Jackson Free Throw 2 of 2 (4 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
300,PT01M54.00S,2024-03-08T01:04:58.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,87.07293035479631,57.35294117647059,1610612750,45,60,2024-03-08T01:05:54Z,2930000,False,37.0,69.0,1,right,N. Reid 7' turnaround Jump Shot (11 PTS) (A. Edwards 3 AST),"[1629675, 1630162]",1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,7.82,Made,,,,,11.0,A. Edwards,1630162.0,3.0,,,,,,,,,
302,PT01M39.00S,2024-03-08T01:05:13.7Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,45,60,2024-03-08T01:05:17Z,2950000,False,,,0,,T. Haliburton bad pass TURNOVER (4 TO),"[1630169, 1630162]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,4.0,Edwards,1630162.0,,
303,PT01M39.00S,2024-03-08T01:05:13.7Z,2,REGULAR,steal,,[],1630162,,,1610612750,45,60,2024-03-08T01:05:15Z,2960000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
304,PT01M32.00S,2024-03-08T01:05:23.5Z,2,REGULAR,foul,offensive,['inpenalty'],203937,,,1610612750,45,60,2024-03-08T01:05:29Z,2970000,False,,,0,,K. Anderson offensive FOUL (3 PF),"[203937, 1630174]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Right,101283.0,,,,,,,,,,,3.0,0.0,Nesmith,1630174.0,,,,,
306,PT01M32.00S,2024-03-08T01:05:23.5Z,2,REGULAR,turnover,offensive foul,[],203937,,,1610612750,45,60,2024-03-08T01:05:23Z,2990000,False,,,0,,K. Anderson offensive foul TURNOVER (1 TO),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Right,101283.0,,,,,,,,,,,,,,,1.0,,,,
307,PT01M32.00S,2024-03-08T01:05:40.6Z,2,REGULAR,substitution,out,[],203937,,,1610612754,45,60,2024-03-08T01:05:43Z,3000000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M32.00S,2024-03-08T01:05:40.6Z,2,REGULAR,substitution,in,[],1630183,,,1610612754,45,60,2024-03-08T01:05:43Z,3010000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M25.00S,2024-03-08T01:06:00.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629614,21.23850197109067,33.33333333333333,1610612754,47,60,2024-03-08T01:06:04Z,3020000,False,83.0,147.0,1,left,A. Nembhard 16' pullup Jump Shot (4 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,,16.9,Made,,,,,4.0,,,,,,,,,,,,
310,PT01M00.00S,2024-03-08T01:06:24.7Z,2,REGULAR,2pt,Jump Shot,[],1630162,78.0059132720105,55.88235294117647,1610612750,47,60,2024-03-08T01:06:31Z,3030000,False,29.0,154.0,1,right,MISS A. Edwards 15' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Center,,15.7,Missed,,,,,,,,,,,,,,,,,
311,PT00M59.80S,2024-03-08T01:06:24.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,47,60,2024-03-08T01:06:31Z,3040000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Center,,,,310.0,,,,,,,,,,,,,,,,
313,PT00M45.60S,2024-03-08T01:06:48.5Z,2,REGULAR,2pt,Jump Shot,[],1629614,5.601182654402102,75.24509803921569,1610612754,47,60,2024-03-08T01:06:53Z,3060000,False,-126.0,0.0,1,left,MISS A. Nembhard 12' fadeaway Shot - blocked,"[1629614, 203497]",1610612754.0,IND,fadeaway,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,,12.62,Missed,,,,,,,,,,,,,,,,Gobert,203497.0
314,PT00M45.60S,2024-03-08T01:06:48.5Z,2,REGULAR,block,,[],203497,,,1610612754,47,60,2024-03-08T01:06:50Z,3070000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
315,PT00M45.60S,2024-03-08T01:06:48.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,47,60,2024-03-08T01:06:53Z,3080000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Left,,,,313.0,,,,,,,,,,,,,,,,
317,PT00M43.50S,2024-03-08T01:07:08.3Z,2,REGULAR,foul,offensive,[],1629614,,,1610612754,47,60,2024-03-08T01:07:17Z,3100000,False,,,0,,A. Nembhard offensive FOUL (2 PF),"[1629614, 201144]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,101283.0,,,,,,,,,,,2.0,0.0,Conley,201144.0,,,,,
319,PT00M43.50S,2024-03-08T01:07:08.3Z,2,REGULAR,turnover,offensive foul,[],1629614,,,1610612754,47,60,2024-03-08T01:07:08Z,3120000,False,,,0,,A. Nembhard offensive foul TURNOVER (3 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,101283.0,,,,,,,,,,,,,,,3.0,,,,
321,PT00M33.30S,2024-03-08T01:09:05.2Z,2,REGULAR,foul,personal,[],1630543,,,1610612750,47,60,2024-03-08T01:09:25Z,3140000,False,,,0,,I. Jackson take personal FOUL (1 PF),"[1630543, 1630162]",1610612754.0,IND,take,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Center,201639.0,,,,,,,,,,,1.0,0.0,Edwards,1630162.0,,,,,
323,PT00M33.30S,2024-03-08T01:09:31.5Z,2,REGULAR,substitution,out,[],1630543,,,1610612750,47,60,2024-03-08T01:09:46Z,3160000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M33.30S,2024-03-08T01:09:31.5Z,2,REGULAR,substitution,in,[],1630188,,,1610612750,47,60,2024-03-08T01:09:46Z,3170000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M30.50S,2024-03-08T01:10:03.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201144,71.82982917214193,20.833333333333336,1610612750,47,60,2024-03-08T01:10:09Z,3180000,False,-146.0,212.0,1,right,MISS M. Conley 25' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,25.75,Missed,,,,,,,,,,,,,,,,,
326,PT00M27.70S,2024-03-08T01:10:06.5Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,47,60,2024-03-08T01:10:09Z,3190000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,325.0,1.0,1.0,0.0,,,,,,,,,,,,,
327,PT00M17.40S,2024-03-08T01:10:16.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,11.12023653088042,46.81372549019608,1610612754,47,60,2024-03-08T01:10:24Z,3200000,False,16.0,52.0,1,left,MISS P. Siakam driving finger roll Layup,[1627783],1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,5.44,Missed,,,,,,,,,,,,,,,,,
328,PT00M15.00S,2024-03-08T01:10:19.3Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,47,60,2024-03-08T01:10:19Z,3210000,False,,,0,,R. Gobert REBOUND (Off:3 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,327.0,7.0,4.0,3.0,,,,,,,,,,,,,
342,PT00M13.80S,2024-03-08T01:10:20.3Z,2,REGULAR,turnover,bad pass,[],203497,,,1610612750,47,60,2024-03-08T01:21:48Z,3215000,False,,,0,,R. Gobert bad pass TURNOVER (2 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,,,,
329,PT00M13.80S,2024-03-08T01:10:23.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203497,,,1610612754,47,60,2024-03-08T01:21:48Z,3220000,False,,,0,,R. Gobert loose ball personal FOUL (1 PF) (Smith 2 FT),"[203497, 1630188]",1610612750.0,MIN,loose ball,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,201639.0,,,,,,,,,,,1.0,0.0,Smith,1630188.0,,,,,
333,PT00M13.80S,2024-03-08T01:13:32.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630188,,,1610612754,48,60,2024-03-08T01:21:48Z,3260000,False,,,0,,J. Smith Free Throw 1 of 2 (9 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
334,PT00M13.80S,2024-03-08T01:13:34.5Z,2,REGULAR,substitution,out,[],1630169,,,1610612754,48,60,2024-03-08T01:13:44Z,3270000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M13.80S,2024-03-08T01:13:34.5Z,2,REGULAR,substitution,out,[],1630183,,,1610612754,48,60,2024-03-08T01:13:44Z,3280000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M13.80S,2024-03-08T01:13:34.5Z,2,REGULAR,substitution,in,[],1641716,,,1610612754,48,60,2024-03-08T01:13:44Z,3290000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M13.80S,2024-03-08T01:13:34.5Z,2,REGULAR,substitution,in,[],1629638,,,1610612754,48,60,2024-03-08T01:13:44Z,3300000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M13.80S,2024-03-08T01:13:51.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630188,,,1610612754,49,60,2024-03-08T01:21:48Z,3310000,False,,,0,,J. Smith Free Throw 2 of 2 (10 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
